Time,wordle game
2025-04-15,94
2025-04-16,60
2025-04-17,64
2025-04-18,57
2025-04-19,54
2025-04-20,52
2025-04-21,58
2025-04-22,62
2025-04-23,65
2025-04-24,63
2025-04-25,62
2025-04-26,50
2025-04-27,53
2025-04-28,58
2025-04-29,63
2025-04-30,62
2025-05-01,68
2025-05-02,67
2025-05-03,51
2025-05-04,51
2025-05-05,58
2025-05-06,68
2025-05-07,67
2025-05-08,67
2025-05-09,71
2025-05-10,58
2025-05-11,62
2025-05-12,68
2025-05-13,67
2025-05-14,68
2025-05-15,72
2025-05-16,66
2025-05-17,52
2025-05-18,59
2025-05-19,64
2025-05-20,62
2025-05-21,63
2025-05-22,64
2025-05-23,59
2025-05-24,50
2025-05-25,61
2025-05-26,54
2025-05-27,52
2025-05-28,70
2025-05-29,58
2025-05-30,61
2025-05-31,54
2025-06-01,54
2025-06-02,54
2025-06-03,54
2025-06-04,50
2025-06-05,59
2025-06-06,58
2025-06-07,56
2025-06-08,53
2025-06-09,52
2025-06-10,54
2025-06-11,47
2025-06-12,52
2025-06-13,48
2025-06-14,50
2025-06-15,51
2025-06-16,47
2025-06-17,46
2025-06-18,47
2025-06-19,42
2025-06-20,48
2025-06-21,43
2025-06-22,44
2025-06-23,44
2025-06-24,44
2025-06-25,43
2025-06-26,48
2025-06-27,46
2025-06-28,50
2025-06-29,47
2025-06-30,38
2025-07-01,43
2025-07-02,43
2025-07-03,44
2025-07-04,50
2025-07-05,50
2025-07-06,53
2025-07-07,46
2025-07-08,44
2025-07-09,38
2025-07-10,64
2025-07-11,42
2025-07-12,44
2025-07-13,50
2025-07-14,45
2025-07-15,40
2025-07-16,50
2025-07-17,48
2025-07-18,41
2025-07-19,48
2025-07-20,48
2025-07-21,40
2025-07-22,40
2025-07-23,43
2025-07-24,44
2025-07-25,41
2025-07-26,39
2025-07-27,49
2025-07-28,44
2025-07-29,44
2025-07-30,48
2025-07-31,46
2025-08-01,46
2025-08-02,46
2025-08-03,46
2025-08-04,45
2025-08-05,42
2025-08-06,41
2025-08-07,48
2025-08-08,48
2025-08-09,45
2025-08-10,54
2025-08-11,46
2025-08-12,46
2025-08-13,49
2025-08-14,49
2025-08-15,52
2025-08-16,45
2025-08-17,41
2025-08-18,59
2025-08-19,58
2025-08-20,59
2025-08-21,55
2025-08-22,65
2025-08-23,54
2025-08-24,52
2025-08-25,56
2025-08-26,55
2025-08-27,59
2025-08-28,64
2025-08-29,64
2025-08-30,52
2025-08-31,54
2025-09-01,42
2025-09-02,63
2025-09-03,66
2025-09-04,66
2025-09-05,74
2025-09-06,49
2025-09-07,52
2025-09-08,62
2025-09-09,59
2025-09-10,58
2025-09-11,63
2025-09-12,64
2025-09-13,50
2025-09-14,56
2025-09-15,63
2025-09-16,60
2025-09-17,56
2025-09-18,62
2025-09-19,64
2025-09-20,48
2025-09-21,56
2025-09-22,65
2025-09-23,57
2025-09-24,63
2025-09-25,67
2025-09-26,64
2025-09-27,53
2025-09-28,56
2025-09-29,64
2025-09-30,67
2025-10-01,66
2025-10-02,68
2025-10-03,69
2025-10-04,47
2025-10-05,53
2025-10-06,63
2025-10-07,66
2025-10-08,63
2025-10-09,68
2025-10-10,68
2025-10-11,50
2025-10-12,53
2025-10-13,61
2025-10-14,66
2025-10-15,60
2025-10-16,62
2025-10-17,64
2025-10-18,54
2025-10-19,56
2025-10-20,70
2025-10-21,65
2025-10-22,63
2025-10-23,68
2025-10-24,67
2025-10-25,55
2025-10-26,56
2025-10-27,63
2025-10-28,71
2025-10-29,72
2025-10-30,71
2025-10-31,73
2025-11-01,58
2025-11-02,63
2025-11-03,69
2025-11-04,60
2025-11-05,65
2025-11-06,68
2025-11-07,69
2025-11-08,53
2025-11-09,64
2025-11-10,64
2025-11-11,57
2025-11-12,65
2025-11-13,66
2025-11-14,66
2025-11-15,51
2025-11-16,54
2025-11-17,100
2025-11-18,75
2025-11-19,69
2025-11-20,72
2025-11-21,68
2025-11-22,54
2025-11-23,59
2025-11-24,63
2025-11-25,67
2025-11-26,54
2025-11-27,57
2025-11-28,54
2025-11-29,61
2025-11-30,58
2025-12-01,62
2025-12-02,61
2025-12-03,66
2025-12-04,69
2025-12-05,95
2025-12-06,53
2025-12-07,60
2025-12-08,67
2025-12-09,64
2025-12-10,68
2025-12-11,65
2025-12-12,71
2025-12-13,56
2025-12-14,54
2025-12-15,67
2025-12-16,67
2025-12-17,69
2025-12-18,71
2025-12-19,72
2025-12-20,58
2025-12-21,59
2025-12-22,55
2025-12-23,46
2025-12-24,45
2025-12-25,43
2025-12-26,44
2025-12-27,49
2025-12-28,53
2025-12-29,45
2025-12-30,41
2025-12-31,47
2026-01-01,43
2026-01-02,40
2026-01-03,44
2026-01-04,47
2026-01-05,55
2026-01-06,63
2026-01-07,56
2026-01-08,59
2026-01-09,72
