Time,wordle game
2023-12-22,82
2023-12-23,84
2023-12-24,93
2023-12-25,92
2023-12-26,80
2023-12-27,73
2023-12-28,70
2023-12-29,75
2023-12-30,79
2023-12-31,79
2024-01-01,81
2024-01-02,75
2024-01-03,78
2024-01-04,74
2024-01-05,77
2024-01-06,76
2024-01-07,78
2024-01-08,76
2024-01-09,83
2024-01-10,75
2024-01-11,75
2024-01-12,81
2024-01-13,74
2024-01-14,79
2024-01-15,73
2024-01-16,77
2024-01-17,73
2024-01-18,75
2024-01-19,75
2024-01-20,79
2024-01-21,78
2024-01-22,73
2024-01-23,78
2024-01-24,81
2024-01-25,78
2024-01-26,72
2024-01-27,55
2024-01-28,65
2024-01-29,63
2024-01-30,64
2024-01-31,64
2024-02-01,61
2024-02-02,65
2024-02-03,55
2024-02-04,59
2024-02-05,62
2024-02-06,59
2024-02-07,62
2024-02-08,85
2024-02-09,75
2024-02-10,64
2024-02-11,59
2024-02-12,59
2024-02-13,64
2024-02-14,68
2024-02-15,74
2024-02-16,75
2024-02-17,62
2024-02-18,61
2024-02-19,67
2024-02-20,67
2024-02-21,68
2024-02-22,67
2024-02-23,73
2024-02-24,62
2024-02-25,59
2024-02-26,67
2024-02-27,72
2024-02-28,72
2024-02-29,72
2024-03-01,76
2024-03-02,66
2024-03-03,61
2024-03-04,68
2024-03-05,71
2024-03-06,76
2024-03-07,76
2024-03-08,76
2024-03-09,61
2024-03-10,62
2024-03-11,65
2024-03-12,72
2024-03-13,74
2024-03-14,74
2024-03-15,73
2024-03-16,62
2024-03-17,69
2024-03-18,75
2024-03-19,72
2024-03-20,73
2024-03-21,75
2024-03-22,75
2024-03-23,67
2024-03-24,69
2024-03-25,69
2024-03-26,71
2024-03-27,96
2024-03-28,78
2024-03-29,64
2024-03-30,68
2024-03-31,69
2024-04-01,78
2024-04-02,74
2024-04-03,74
2024-04-04,77
2024-04-05,73
2024-04-06,72
2024-04-07,68
2024-04-08,66
2024-04-09,73
2024-04-10,73
2024-04-11,74
2024-04-12,85
2024-04-13,59
2024-04-14,63
2024-04-15,67
2024-04-16,69
2024-04-17,70
2024-04-18,72
2024-04-19,69
2024-04-20,59
2024-04-21,64
2024-04-22,70
2024-04-23,74
2024-04-24,74
2024-04-25,75
2024-04-26,73
2024-04-27,53
2024-04-28,62
2024-04-29,67
2024-04-30,68
2024-05-01,68
2024-05-02,68
2024-05-03,71
2024-05-04,60
2024-05-05,62
2024-05-06,69
2024-05-07,68
2024-05-08,70
2024-05-09,72
2024-05-10,71
2024-05-11,59
2024-05-12,57
2024-05-13,67
2024-05-14,72
2024-05-15,73
2024-05-16,74
2024-05-17,75
2024-05-18,100
2024-05-19,71
2024-05-20,68
2024-05-21,72
2024-05-22,66
2024-05-23,74
2024-05-24,66
2024-05-25,58
2024-05-26,59
2024-05-27,61
2024-05-28,63
2024-05-29,63
2024-05-30,64
2024-05-31,63
2024-06-01,56
2024-06-02,59
2024-06-03,56
2024-06-04,55
2024-06-05,61
2024-06-06,53
2024-06-07,54
2024-06-08,55
2024-06-09,56
2024-06-10,57
2024-06-11,53
2024-06-12,52
2024-06-13,51
2024-06-14,55
2024-06-15,55
2024-06-16,54
2024-06-17,46
2024-06-18,50
2024-06-19,49
2024-06-20,46
2024-06-21,51
2024-06-22,54
2024-06-23,51
2024-06-24,46
2024-06-25,48
2024-06-26,48
2024-06-27,47
2024-06-28,48
2024-06-29,51
2024-06-30,55
2024-07-01,48
2024-07-02,49
2024-07-03,47
2024-07-04,53
2024-07-05,55
2024-07-06,56
2024-07-07,51
2024-07-08,44
2024-07-09,47
2024-07-10,52
2024-07-11,49
2024-07-12,50
2024-07-13,47
2024-07-14,49
2024-07-15,46
2024-07-16,46
2024-07-17,46
2024-07-18,47
2024-07-19,45
2024-07-20,54
2024-07-21,45
2024-07-22,42
2024-07-23,45
2024-07-24,46
2024-07-25,47
2024-07-26,43
2024-07-27,44
2024-07-28,49
2024-07-29,41
2024-07-30,42
2024-07-31,41
2024-08-01,40
2024-08-02,43
2024-08-03,42
2024-08-04,47
2024-08-05,41
2024-08-06,42
2024-08-07,44
2024-08-08,41
2024-08-09,43
2024-08-10,48
2024-08-11,51
2024-08-12,44
2024-08-13,44
2024-08-14,45
2024-08-15,49
2024-08-16,50
2024-08-17,49
2024-08-18,50
2024-08-19,45
2024-08-20,49
2024-08-21,47
2024-08-22,53
2024-08-23,49
2024-08-24,51
2024-08-25,49
2024-08-26,53
2024-08-27,55
2024-08-28,48
2024-08-29,50
2024-08-30,60
2024-08-31,43
2024-09-01,48
2024-09-02,45
2024-09-03,46
2024-09-04,47
2024-09-05,51
2024-09-06,62
2024-09-07,53
2024-09-08,46
2024-09-09,54
2024-09-10,59
2024-09-11,52
2024-09-12,53
2024-09-13,54
2024-09-14,47
2024-09-15,49
2024-09-16,55
