Time,538
2023-04-26,53
2023-04-27,50
2023-04-28,35
2023-04-29,35
2023-04-30,39
2023-05-01,42
2023-05-02,47
2023-05-03,38
2023-05-04,34
2023-05-05,32
2023-05-06,26
2023-05-07,38
2023-05-08,50
2023-05-09,45
2023-05-10,45
2023-05-11,41
2023-05-12,40
2023-05-13,40
2023-05-14,38
2023-05-15,46
2023-05-16,40
2023-05-17,31
2023-05-18,39
2023-05-19,34
2023-05-20,44
2023-05-21,37
2023-05-22,45
2023-05-23,39
2023-05-24,42
2023-05-25,36
2023-05-26,35
2023-05-27,25
2023-05-28,34
2023-05-29,26
2023-05-30,42
2023-05-31,30
2023-06-01,26
2023-06-02,31
2023-06-03,21
2023-06-04,22
2023-06-05,33
2023-06-06,31
2023-06-07,30
2023-06-08,32
2023-06-09,35
2023-06-10,28
2023-06-11,27
2023-06-12,33
2023-06-13,37
2023-06-14,32
2023-06-15,30
2023-06-16,25
2023-06-17,24
2023-06-18,24
2023-06-19,30
2023-06-20,31
2023-06-21,29
2023-06-22,27
2023-06-23,25
2023-06-24,16
2023-06-25,21
2023-06-26,26
2023-06-27,33
2023-06-28,27
2023-06-29,27
2023-06-30,27
2023-07-01,23
2023-07-02,17
2023-07-03,22
2023-07-04,23
2023-07-05,32
2023-07-06,25
2023-07-07,26
2023-07-08,22
2023-07-09,19
2023-07-10,29
2023-07-11,27
2023-07-12,24
2023-07-13,23
2023-07-14,22
2023-07-15,18
2023-07-16,16
2023-07-17,32
2023-07-18,29
2023-07-19,31
2023-07-20,27
2023-07-21,27
2023-07-22,21
2023-07-23,20
2023-07-24,29
2023-07-25,28
2023-07-26,29
2023-07-27,28
2023-07-28,26
2023-07-29,22
2023-07-30,18
2023-07-31,32
2023-08-01,33
2023-08-02,34
2023-08-03,31
2023-08-04,33
2023-08-05,22
2023-08-06,25
2023-08-07,33
2023-08-08,35
2023-08-09,42
2023-08-10,27
2023-08-11,26
2023-08-12,20
2023-08-13,22
2023-08-14,28
2023-08-15,36
2023-08-16,34
2023-08-17,33
2023-08-18,31
2023-08-19,20
2023-08-20,24
2023-08-21,34
2023-08-22,29
2023-08-23,32
2023-08-24,61
2023-08-25,49
2023-08-26,30
2023-08-27,32
2023-08-28,40
2023-08-29,33
2023-08-30,32
2023-08-31,31
2023-09-01,24
2023-09-02,21
2023-09-03,26
2023-09-04,24
2023-09-05,37
2023-09-06,37
2023-09-07,37
2023-09-08,31
2023-09-09,20
2023-09-10,22
2023-09-11,32
2023-09-12,29
2023-09-13,28
2023-09-14,29
2023-09-15,23
2023-09-16,20
2023-09-17,20
2023-09-18,31
2023-09-19,32
2023-09-20,27
2023-09-21,31
2023-09-22,28
2023-09-23,21
2023-09-24,27
2023-09-25,39
2023-09-26,34
2023-09-27,31
2023-09-28,42
2023-09-29,30
2023-09-30,21
2023-10-01,16
2023-10-02,30
2023-10-03,34
2023-10-04,31
2023-10-05,28
2023-10-06,32
2023-10-07,16
2023-10-08,16
2023-10-09,29
2023-10-10,30
2023-10-11,27
2023-10-12,25
2023-10-13,23
2023-10-14,18
2023-10-15,22
2023-10-16,30
2023-10-17,31
2023-10-18,26
2023-10-19,30
2023-10-20,28
2023-10-21,21
2023-10-22,21
2023-10-23,26
2023-10-24,27
2023-10-25,29
2023-10-26,24
2023-10-27,26
2023-10-28,21
2023-10-29,22
2023-10-30,30
2023-10-31,29
2023-11-01,33
2023-11-02,29
2023-11-03,28
2023-11-04,19
2023-11-05,36
2023-11-06,44
2023-11-07,58
2023-11-08,100
2023-11-09,43
2023-11-10,27
2023-11-11,19
2023-11-12,16
2023-11-13,34
2023-11-14,32
2023-11-15,30
2023-11-16,26
2023-11-17,22
2023-11-18,19
2023-11-19,19
2023-11-20,26
2023-11-21,24
2023-11-22,25
2023-11-23,15
2023-11-24,17
2023-11-25,21
2023-11-26,18
2023-11-27,24
2023-11-28,30
2023-11-29,30
2023-11-30,24
2023-12-01,26
2023-12-02,19
2023-12-03,23
2023-12-04,26
2023-12-05,27
2023-12-06,28
2023-12-07,40
2023-12-08,27
2023-12-09,23
2023-12-10,20
2023-12-11,31
2023-12-12,28
2023-12-13,27
2023-12-14,28
2023-12-15,27
2023-12-16,20
2023-12-17,21
2023-12-18,31
2023-12-19,32
2023-12-20,31
2023-12-21,29
2023-12-22,23
2023-12-23,21
2023-12-24,21
2023-12-25,21
2023-12-26,22
2023-12-27,27
2023-12-28,21
2023-12-29,27
2023-12-30,18
2023-12-31,18
2024-01-01,21
2024-01-02,28
2024-01-03,33
2024-01-04,26
2024-01-05,31
2024-01-06,26
2024-01-07,24
2024-01-08,28
2024-01-09,34
2024-01-10,40
2024-01-11,48
2024-01-12,31
2024-01-13,29
2024-01-14,34
2024-01-15,47
2024-01-16,82
2024-01-17,44
2024-01-18,37
2024-01-19,35
2024-01-20,32
