Time,dr_strange
2023-09-30,0.6685866551826232
2023-10-01,0.6104486851667429
2023-10-02,0.4263451134497887
2023-10-03,0.4166554517804753
2023-10-04,0.4747934217963556
2023-10-05,0.5135520684736091
2023-10-06,0.484483083465669
2023-10-07,0.44572443678841545
2023-10-08,0.6976556401905634
2023-10-09,0.5523107151508626
2023-10-10,0.40696579011116196
2023-10-11,0.6685866551826232
2023-10-12,0.5232417301429225
2023-10-13,0.44572443678841545
2023-10-14,0.6395176701746831
2023-10-15,0.6201383468360563
2023-10-16,0.4941727451349823
2023-10-17,0.45541409845772884
2023-10-18,0.44572443678841545
2023-10-19,0.4747934217963556
2023-10-20,0.4747934217963556
2023-10-21,0.6685866551826232
2023-10-22,0.5523107151508626
2023-10-23,0.5038624068042957
2023-10-24,0.5426210534815492
2023-10-25,0.6685866551826232
2023-10-26,0.5813797001588028
2023-10-27,0.6007590234974295
2023-10-28,0.6782763168519366
2023-10-29,0.5716900384894894
2023-10-30,0.4747934217963556
2023-10-31,0.6007590234974295
2023-11-01,0.6104486851667429
2023-11-02,0.484483083465669
2023-11-03,0.4747934217963556
2023-11-04,0.6298280085053697
2023-11-05,0.6298280085053697
2023-11-06,0.46510376012704224
2023-11-07,0.5426210534815492
2023-11-08,0.46510376012704224
2023-11-09,0.5523107151508626
2023-11-10,0.6685866551826232
2023-11-11,0.8333109035609506
2023-11-12,0.7654832718757569
2023-11-13,0.6201383468360563
2023-11-14,0.5329313918122359
2023-11-15,0.6976556401905634
2023-11-16,0.68796597852125
2023-11-17,0.5813797001588028
2023-11-18,0.6588969935133098
2023-11-19,0.5910693618281162
2023-11-20,0.5329313918122359
2023-11-21,0.46510376012704224
2023-11-22,0.7461039485371302
2023-11-23,0.5523107151508626
2023-11-24,0.6007590234974295
2023-11-25,0.7557936102064436
2023-11-26,0.71703496352919
2023-11-27,0.5232417301429225
2023-11-28,0.6007590234974295
2023-11-29,0.562000376820176
2023-11-30,0.5135520684736091
2023-12-01,0.484483083465669
2023-12-02,0.5038624068042957
2023-12-03,0.5329313918122359
2023-12-04,0.5716900384894894
2023-12-05,0.484483083465669
2023-12-06,0.5716900384894894
2023-12-07,0.45541409845772884
2023-12-08,0.5426210534815492
2023-12-09,0.7073453018598767
2023-12-10,0.8139315802223239
2023-12-11,0.5523107151508626
2023-12-12,0.5232417301429225
2023-12-13,0.4941727451349823
2023-12-14,0.46510376012704224
2023-12-15,0.46510376012704224
2023-12-16,0.6588969935133098
2023-12-17,0.6685866551826232
2023-12-18,0.4941727451349823
2023-12-19,0.4941727451349823
2023-12-20,0.4360347751191021
2023-12-21,0.45541409845772884
2023-12-22,0.5823741490793225
2023-12-23,0.6247811802337324
2023-12-24,0.522601553650338
2023-12-25,0.6942434373320303
2023-12-26,0.5997397133538969
2023-12-27,0.46282895822135356
2023-12-28,0.5872189799139792
2023-12-29,0.5698534156394046
2023-12-30,0.8561956593444092
2023-12-31,0.7790574996408504
2024-01-01,0.7241297350465226
2024-01-02,0.5351222870902558
2024-01-03,0.5351222870902558
2024-01-04,0.47050486082661463
2024-01-05,0.5100808202104202
2024-01-06,0.5650085848047479
2024-01-07,0.5650085848047479
2024-01-08,0.5399671179249124
2024-01-09,0.5524878513648301
2024-01-10,0.48787042510118905
2024-01-11,0.5698534156394046
2024-01-12,0.48787042510118905
2024-01-13,0.6546674779482247
2024-01-14,0.5524878513648301
2024-01-15,0.6296260110683891
2024-01-16,0.44546339394677903
2024-01-17,0.4107322653976302
2024-01-18,0.46282895822135356
2024-01-19,0.4406185631121224
2024-01-20,0.522601553650338
2024-01-21,0.475905961526187
2024-01-22,0.4912577667367092
2024-01-23,0.38379513026305406
2024-01-24,0.41449874068409837
2024-01-25,0.36844332505253186
2024-01-26,0.41449874068409837
2024-01-27,0.4912577667367092
2024-01-28,0.6294240136314087
2024-01-29,0.4298505458946205
2024-01-30,0.4605541563156649
2024-01-31,0.475905961526187
2024-02-01,0.41449874068409837
2024-02-02,0.3991469354735762
2024-02-03,0.4912577667367092
2024-02-04,0.6754794292629751
2024-02-05,1.5351805210522163
2024-02-06,0.3530915198420097
2024-02-07,0.36844332505253186
2024-02-08,0.44520235110514267
2024-02-09,0.475905961526187
2024-02-10,0.5066095719472313
2024-02-11,0.6447758188419308
2024-02-12,0.41449874068409837
2024-02-13,0.475905961526187
2024-02-14,0.5219613771577535
2024-02-15,0.5219613771577535
2024-02-16,0.44520235110514267
2024-02-17,0.6140722084208865
2024-02-18,0.6294240136314087
2024-02-19,0.5219613771577535
2024-02-20,0.5373131823682756
2024-02-21,0.44520235110514267
2024-02-22,0.4298505458946205
2024-02-23,0.5373131823682756
2024-02-24,0.5373131823682756
2024-02-25,0.6294240136314087
2024-02-26,1.1974408064207287
2024-02-27,0.475905961526187
2024-02-28,0.44520235110514267
2024-02-29,0.4298505458946205
2024-03-01,0.4912577667367092
2024-03-02,0.5833685979998422
2024-03-03,0.6294240136314087
2024-03-04,0.5066095719472313
2024-03-05,0.5987204032103643
2024-03-06,0.475905961526187
2024-03-07,0.4298505458946205
2024-03-08,0.36844332505253186
2024-03-09,0.3530915198420097
2024-03-10,0.4605541563156649
2024-03-11,0.4912577667367092
2024-03-12,0.4605541563156649
2024-03-13,0.38379513026305406
2024-03-14,0.38379513026305406
2024-03-15,0.4605541563156649
2024-03-16,0.44520235110514267
2024-03-17,0.7368866501050637
2024-03-18,1.1820890012102065
2024-03-19,0.475905961526187
2024-03-20,0.44520235110514267
2024-03-21,0.4298505458946205
2024-03-22,0.4912577667367092
2024-03-23,0.5987204032103643
2024-03-24,0.6294240136314087
2024-03-25,0.475905961526187
2024-03-26,0.4605541563156649
2024-03-27,0.5373131823682756
2024-03-28,0.6908312344734973
2024-03-29,0.36844332505253186
2024-03-30,0.5373131823682756
2024-03-31,0.5526649875787978
2024-04-01,0.4605541563156649
2024-04-02,0.44520235110514267
2024-04-03,0.5987204032103643
2024-04-04,0.3530915198420097
2024-04-05,0.44520235110514267
2024-04-06,0.4298505458946205
2024-04-07,0.6754794292629751
2024-04-08,0.8750528969997632
2024-04-09,0.4605541563156649
2024-04-10,0.3991469354735762
2024-04-11,0.38379513026305406
2024-04-12,0.44520235110514267
2024-04-13,0.475905961526187
2024-04-14,0.5066095719472313
2024-04-15,0.3991469354735762
2024-04-16,0.3223879094209654
2024-04-17,0.4298505458946205
2024-04-18,0.44520235110514267
2024-04-19,0.38379513026305406
2024-04-20,0.4298505458946205
2024-04-21,0.5219613771577535
2024-04-22,0.5526649875787978
2024-04-23,0.4605541563156649
2024-04-24,0.5373131823682756
2024-04-25,0.6294240136314087
2024-04-26,0.38379513026305406
2024-04-27,0.5219613771577535
2024-04-28,0.5373131823682756
2024-04-29,0.5219613771577535
2024-04-30,0.30703610421044325
2024-05-01,0.475905961526187
2024-05-02,0.4298505458946205
2024-05-03,0.38379513026305406
2024-05-04,0.5219613771577535
2024-05-05,0.6754794292629751
2024-05-06,0.8136456761576746
2024-05-07,0.3530915198420097
2024-05-08,0.33773971463148755
2024-05-09,0.41449874068409837
2024-05-10,0.6294240136314087
2024-05-11,0.5373131823682756
2024-05-12,0.5526649875787978
2024-05-13,0.3991469354735762
2024-05-14,0.33773971463148755
2024-05-15,0.475905961526187
2024-05-16,0.475905961526187
2024-05-17,0.41449874068409837
2024-05-18,0.4298505458946205
2024-05-19,0.660127624052453
2024-05-20,0.44520235110514267
2024-05-21,0.3991469354735762
2024-05-22,0.5219613771577535
2024-05-23,0.6140722084208865
2024-05-24,0.4605541563156649
2024-05-25,0.4912577667367092
2024-05-26,0.5526649875787978
2024-05-27,0.5680167927893199
2024-05-28,0.752238455315586
2024-05-29,0.4912577667367092
2024-05-30,0.3991469354735762
2024-05-31,0.36844332505253186
2024-06-01,0.5680167927893199
2024-06-02,0.5987204032103643
2024-06-03,0.5987204032103643
2024-06-04,0.7061830396840194
2024-06-05,0.5373131823682756
2024-06-06,0.4912577667367092
2024-06-07,0.5373131823682756
2024-06-08,0.5066095719472313
2024-06-09,0.5987204032103643
2024-06-10,0.5526649875787978
2024-06-11,0.44520235110514267
2024-06-12,0.752238455315586
2024-06-13,0.44520235110514267
2024-06-14,0.44520235110514267
2024-06-15,0.5066095719472313
2024-06-16,0.44520235110514267
2024-06-17,0.475905961526187
2024-06-18,0.41449874068409837
2024-06-19,0.5066095719472313
2024-06-20,0.36844332505253186
2024-06-21,0.3530915198420097
2024-06-22,0.4605541563156649
2024-06-23,0.5373131823682756
2024-06-24,0.4605541563156649
2024-06-25,0.38379513026305406
2024-06-26,0.36844332505253186
2024-06-27,0.4298505458946205
2024-06-28,0.44520235110514267
2024-06-29,0.5219613771577535
2024-06-30,0.5066095719472313
2024-07-01,0.41449874068409837
2024-07-02,0.41449874068409837
2024-07-03,0.44520235110514267
2024-07-04,0.4298505458946205
2024-07-05,0.44520235110514267
2024-07-06,0.44520235110514267
2024-07-07,0.5066095719472313
2024-07-08,0.4298505458946205
2024-07-09,0.4605541563156649
2024-07-10,0.33773971463148755
2024-07-11,0.38379513026305406
2024-07-12,0.38379513026305406
2024-07-13,0.5987204032103643
2024-07-14,0.5680167927893199
2024-07-15,0.36844332505253186
2024-07-16,0.3223879094209654
2024-07-17,0.38379513026305406
2024-07-18,0.3991469354735762
2024-07-19,0.44520235110514267
2024-07-20,0.4912577667367092
2024-07-21,0.660127624052453
2024-07-22,0.5987204032103643
2024-07-23,0.5066095719472313
2024-07-24,0.475905961526187
2024-07-25,0.4912577667367092
2024-07-26,0.6294240136314087
2024-07-27,0.9825155334734184
2024-07-28,1.2588480272628173
2024-07-29,0.8289974813681967
2024-07-30,0.7368866501050637
2024-07-31,0.7061830396840194
2024-08-01,0.6294240136314087
2024-08-02,0.6294240136314087
2024-08-03,0.6908312344734973
2024-08-04,0.7675902605261081
2024-08-05,0.6294240136314087
2024-08-06,0.5680167927893199
2024-08-07,0.5526649875787978
2024-08-08,0.5219613771577535
2024-08-09,0.6908312344734973
2024-08-10,0.7982938709471524
2024-08-11,0.9364601178418519
2024-08-12,0.7215348448945416
