Time,dr_strange
2024-08-13,0.5987204032103643
2024-08-14,0.5526649875787978
2024-08-15,0.6140722084208865
2024-08-16,0.8136456761576746
2024-08-17,0.7061830396840194
2024-08-18,0.8136456761576746
2024-08-19,0.6412490527800541
2024-08-20,0.5830574127590884
2024-08-21,0.5512127897886132
2024-08-22,0.5830574127590884
2024-08-23,0.4798476412424022
2024-08-24,0.7049382987210041
2024-08-25,0.8399926932081653
2024-08-26,0.7872986591071838
2024-08-27,0.5193681668181382
2024-08-28,0.5380392812633679
2024-08-29,0.4743500353224179
2024-08-30,0.5830574127590884
2024-08-31,0.8136456761576746
2024-09-01,0.5512127897886132
2024-09-02,0.89050843062387
2024-09-03,0.6785912816705133
2024-09-04,0.4480030182719271
2024-09-05,0.4798476412424022
2024-09-06,0.3974872808562224
2024-09-07,0.5698839042338429
2024-09-08,0.5567103957085975
2024-09-09,0.5512127897886132
2024-09-10,0.5698839042338429
2024-09-11,0.4161583953014521
2024-09-12,0.36564265788574746
2024-09-13,0.4161583953014521
2024-09-14,0.6467466587000383
2024-09-15,0.665417773145268
2024-09-16,0.4743500353224179
2024-09-17,0.4727941091186487
2024-09-18,0.439808473598743
2024-09-19,0.5827462275183345
2024-09-20,0.5057797446385545
2024-09-21,0.6817031340780516
2024-09-22,0.7146887695979574
2024-09-23,0.6377222867181773
2024-09-24,0.571751015678366
2024-09-25,0.802650464317706
2024-09-26,0.516774956478523
2024-09-27,0.4727941091186487
2024-09-28,0.5827462275183345
2024-09-29,0.6047366511982716
2024-09-30,0.49478453279858586
2024-10-01,0.5607558038383973
2024-10-02,0.5387653801584602
2024-10-03,0.725683981437926
2024-10-04,0.5497605919984287
2024-10-05,0.6047366511982716
2024-10-06,0.725683981437926
2024-10-07,0.5057797446385545
2024-10-08,0.4837893209586173
2024-10-09,0.4068228380788373
2024-10-10,0.42881326175877443
2024-10-11,0.571751015678366
2024-10-12,0.725683981437926
2024-10-13,0.6707079222380831
2024-10-14,0.6157318630382402
2024-10-15,0.6267270748782088
2024-10-16,0.5277701683184917
2024-10-17,0.6047366511982716
2024-10-18,0.5497605919984287
2024-10-19,0.648717498558146
2024-10-20,0.6377222867181773
2024-10-21,0.6926983459180203
2024-10-22,0.6267270748782088
2024-10-23,0.4617988972786802
2024-10-24,0.5497605919984287
2024-10-25,0.6157318630382402
2024-10-26,0.6926983459180203
2024-10-27,0.6926983459180203
2024-10-28,0.6926983459180203
2024-10-29,0.49478453279858586
2024-10-30,0.6157318630382402
2024-10-31,0.6267270748782088
2024-11-01,0.5607558038383973
2024-11-02,0.725683981437926
2024-11-03,0.49478453279858586
2024-11-04,0.571751015678366
2024-11-05,0.439808473598743
2024-11-06,0.2748802959992144
2024-11-07,0.4727941091186487
2024-11-08,0.4617988972786802
2024-11-09,0.6597127103981145
2024-11-10,0.7036935577579888
2024-11-11,0.4837893209586173
2024-11-12,0.439808473598743
2024-11-13,0.6707079222380831
2024-11-14,0.571751015678366
2024-11-15,0.4837893209586173
2024-11-16,0.593741439358303
2024-11-17,0.5607558038383973
2024-11-18,0.5387653801584602
2024-11-19,0.5277701683184917
2024-11-20,0.516774956478523
2024-11-21,0.38483241439890015
2024-11-22,0.42881326175877443
2024-11-23,0.593741439358303
2024-11-24,0.6267270748782088
2024-11-25,0.4837893209586173
2024-11-26,0.38483241439890015
2024-11-27,0.571751015678366
2024-11-28,0.439808473598743
2024-11-29,0.439808473598743
2024-11-30,0.5057797446385545
2024-12-01,0.4617988972786802
2024-12-02,0.439808473598743
2024-12-03,0.4508036854387116
2024-12-04,0.32985635519905726
2024-12-05,0.37383720255893155
2024-12-06,0.6157318630382402
2024-12-07,0.6707079222380831
2024-12-08,0.7146887695979574
2024-12-09,0.6047366511982716
2024-12-10,0.7586696169578316
2024-12-11,0.6926983459180203
2024-12-12,0.6377222867181773
2024-12-13,0.8906121590374546
2024-12-14,0.7366791932778946
2024-12-15,0.9016073708774232
2024-12-16,0.725683981437926
2024-12-17,0.648717498558146
2024-12-18,0.6267270748782088
2024-12-19,0.8356360998376117
2024-12-20,0.8136456761576746
2024-12-21,0.7586696169578316
2024-12-22,0.9126025827173917
2024-12-23,0.6926983459180203
2024-12-24,0.9126025827173917
2024-12-25,0.9016073708774232
2024-12-26,0.7916552524777374
2024-12-27,0.9126025827173917
2024-12-28,0.802650464317706
2024-12-29,1.088525972156889
2024-12-30,1.033549912957046
2024-12-31,0.8686217353575174
2025-01-01,0.8686217353575174
2025-01-02,1.011559489277109
2025-01-03,0.9455882182372974
2025-01-04,0.9126025827173917
2025-01-05,0.9345930063973289
2025-01-06,0.879616947197486
2025-01-07,0.9675786419172346
2025-01-08,0.9016073708774232
2025-01-09,0.648717498558146
2025-01-10,0.8686217353575174
2025-01-11,0.9785738537572032
2025-01-12,1.0995211839968575
2025-01-13,0.7696648287978003
2025-01-14,0.8466313116775803
2025-01-15,0.802650464317706
2025-01-16,0.6597127103981145
2025-01-17,0.8356360998376117
2025-01-18,0.9455882182372974
2025-01-19,0.9016073708774232
2025-01-20,0.7476744051178631
2025-01-21,0.8686217353575174
2025-01-22,0.7586696169578316
2025-01-23,0.6707079222380831
2025-01-24,0.6817031340780516
2025-01-25,0.9016073708774232
2025-01-26,1.033549912957046
2025-01-27,0.7916552524777374
2025-01-28,0.6047366511982716
2025-01-29,0.6597127103981145
2025-01-30,0.8136456761576746
2025-01-31,0.6707079222380831
2025-02-01,0.8356360998376117
2025-02-02,1.0005642774371404
2025-02-03,0.7366791932778946
2025-02-04,0.7366791932778946
2025-02-05,0.725683981437926
2025-02-06,0.6926983459180203
2025-02-07,0.5607558038383973
2025-02-08,0.7586696169578316
2025-02-09,0.6047366511982716
2025-02-10,0.5387653801584602
2025-02-11,0.49478453279858586
2025-02-12,0.5827462275183345
2025-02-13,0.6377222867181773
2025-02-14,0.6047366511982716
2025-02-15,0.9345930063973289
2025-02-16,1.0995211839968575
2025-02-17,0.7146887695979574
2025-02-18,0.6817031340780516
2025-02-19,0.7586696169578316
2025-02-20,0.6597127103981145
2025-02-21,0.7036935577579888
2025-02-22,0.7586696169578316
2025-02-23,0.7476744051178631
2025-02-24,0.6597127103981145
2025-02-25,0.593741439358303
2025-02-26,0.6707079222380831
2025-02-27,0.5827462275183345
2025-02-28,0.6267270748782088
2025-03-01,0.7476744051178631
2025-03-02,0.8246408879976431
2025-03-03,0.5387653801584602
2025-03-04,0.593741439358303
2025-03-05,0.6377222867181773
2025-03-06,0.5277701683184917
2025-03-07,0.6047366511982716
2025-03-08,0.6377222867181773
2025-03-09,0.7036935577579888
2025-03-10,0.593741439358303
2025-03-11,0.516774956478523
2025-03-12,0.4837893209586173
2025-03-13,0.5057797446385545
2025-03-14,0.5387653801584602
2025-03-15,0.6597127103981145
2025-03-16,0.6377222867181773
2025-03-17,0.5277701683184917
2025-03-18,0.5057797446385545
2025-03-19,0.5277701683184917
2025-03-20,0.571751015678366
2025-03-21,0.5387653801584602
2025-03-22,0.7586696169578316
2025-03-23,0.725683981437926
2025-03-24,0.6047366511982716
2025-03-25,0.5057797446385545
2025-03-26,0.6707079222380831
2025-03-27,0.648717498558146
2025-03-28,0.6377222867181773
2025-03-29,0.7146887695979574
2025-03-30,0.6157318630382402
2025-03-31,0.593741439358303
2025-04-01,0.6047366511982716
2025-04-02,0.571751015678366
2025-04-03,0.648717498558146
2025-04-04,0.6047366511982716
2025-04-05,0.7476744051178631
2025-04-06,0.7476744051178631
2025-04-07,0.593741439358303
2025-04-08,0.6267270748782088
2025-04-09,0.4508036854387116
2025-04-10,0.4837893209586173
2025-04-11,0.5057797446385545
2025-04-12,0.6817031340780516
2025-04-13,0.7696648287978003
2025-04-14,0.6267270748782088
2025-04-15,0.5373400749199457
2025-04-16,0.5681877525820798
2025-04-17,0.6141029427656522
2025-04-18,0.6956507639120859
2025-04-19,0.5832552651035181
2025-04-20,0.6600181329492247
2025-04-21,0.4400120886328165
2025-04-22,0.6141029427656522
2025-04-23,0.516774956478523
2025-04-24,0.40916441097068246
2025-04-25,0.4605772070742392
2025-04-26,0.7470635600156426
2025-04-27,0.6141029427656522
2025-04-28,0.5626901466620955
2025-04-29,0.4297295294121051
2025-04-30,0.38381433922853264
2025-05-01,0.5270575156992343
2025-05-02,0.5421250282206728
2025-05-03,0.5729727058828069
2025-05-04,0.7011483698320702
2025-05-05,0.5729727058828069
2025-05-06,0.5626901466620955
2025-05-07,0.5832552651035181
2025-05-08,0.4502946478535278
2025-05-09,0.5318424689999615
2025-05-10,0.7470635600156426
2025-05-11,0.8341089870820604
2025-05-12,0.5579051933613683
2025-05-13,0.516774956478523
2025-05-14,0.5579051933613683
2025-05-15,0.44021570366688995
2025-05-16,0.5263448630799771
2025-05-17,0.8038721545221469
2025-05-18,0.6986031819061514
2025-05-19,0.5359147696814313
2025-05-20,0.4880652366741606
2025-05-21,0.44978561026834407
2025-05-22,0.5741943960872478
2025-05-23,0.6411837422974267
2025-05-24,0.7177429951090597
2025-05-25,0.6890332753046973
2025-05-26,0.6986031819061514
2025-05-27,0.5837643026887018
2025-05-28,0.516774956478523
2025-05-29,0.5454846762828853
2025-05-30,0.47849533007270645
2025-05-31,0.4593555168697982
2025-06-01,0.6794633687032432
2025-06-02,0.4880652366741606
2025-06-03,0.4880652366741606
2025-06-04,0.44021570366688995
2025-06-05,0.44021570366688995
2025-06-06,0.516774956478523
2025-06-07,0.746452714913422
2025-06-08,0.6986031819061514
2025-06-09,0.4306457970654358
2025-06-10,0.4976351432756147
2025-06-11,0.3923661706596193
2025-06-12,0.44021570366688995
2025-06-13,0.47849533007270645
2025-06-14,0.5263448630799771
2025-06-15,0.5263448630799771
2025-06-16,0.44978561026834407
2025-06-17,0.4593555168697982
2025-06-18,0.4880652366741606
2025-06-19,0.38279626405816514
2025-06-20,0.40193607726107344
2025-06-21,0.516774956478523
2025-06-22,0.5550545828843395
2025-06-23,0.4306457970654358
2025-06-24,0.373226357456711
2025-06-25,0.44021570366688995
2025-06-26,0.4593555168697982
2025-06-27,0.4976351432756147
2025-06-28,0.6411837422974267
2025-06-29,0.6124740224930643
2025-06-30,0.4689254234712523
2025-07-01,0.4593555168697982
2025-07-02,0.5837643026887018
2025-07-03,0.44021570366688995
2025-07-04,0.6220439290945184
2025-07-05,0.736882808311968
2025-07-06,0.6124740224930643
2025-07-07,0.6029041158916101
2025-07-08,0.6890332753046973
2025-07-09,0.44021570366688995
2025-07-10,0.41150598386252757
2025-07-11,0.5263448630799771
2025-07-12,0.593334209290156
2025-07-13,0.593334209290156
2025-07-14,0.4880652366741606
2025-07-15,0.5454846762828853
2025-07-16,0.4306457970654358
2025-07-17,0.6220439290945184
2025-07-18,0.593334209290156
2025-07-19,0.669893462101789
2025-07-20,0.6029041158916101
2025-07-21,0.5263448630799771
2025-07-22,0.5741943960872478
2025-07-23,0.5741943960872478
2025-07-24,0.7847323413192386
2025-07-25,0.7177429951090597
2025-07-26,0.9091411271381422
2025-07-27,0.7655925281163303
2025-07-28,0.736882808311968
2025-07-29,0.6794633687032432
2025-07-30,0.6029041158916101
2025-07-31,0.6411837422974267
2025-08-01,0.660323555500335
2025-08-02,0.9569906601454129
2025-08-03,0.813442061123601
2025-08-04,0.5550545828843395
2025-08-05,0.6029041158916101
2025-08-06,0.5454846762828853
2025-08-07,0.6124740224930643
2025-08-08,0.5646244894857936
2025-08-09,0.736882808311968
2025-08-10,0.9282809403410506
2025-08-11,0.669893462101789
2025-08-12,0.6507536488988808
2025-08-13,0.6316138356959725
2025-08-14,0.6794633687032432
2025-08-15,0.5454846762828853
2025-08-16,0.7751624347177845
2025-08-17,0.6890332753046973
2025-08-18,0.6411837422974267
2025-08-19,0.6507536488988808
2025-08-20,0.6124740224930643
2025-08-21,0.7560226215148762
2025-08-22,0.6411837422974267
2025-08-23,0.6411837422974267
2025-08-24,0.7655925281163303
2025-08-25,0.5741943960872478
2025-08-26,0.669893462101789
2025-08-27,0.5454846762828853
2025-08-28,0.6986031819061514
2025-08-29,0.7081730885076055
2025-08-30,0.6794633687032432
2025-08-31,0.660323555500335
2025-09-01,0.8325818743265092
2025-09-02,0.5359147696814313
2025-09-03,0.5646244894857936
2025-09-04,0.5359147696814313
2025-09-05,0.5359147696814313
2025-09-06,0.6124740224930643
2025-09-07,0.7273129017105138
2025-09-08,0.7177429951090597
2025-09-09,0.44021570366688995
2025-09-10,0.44978561026834407
2025-09-11,0.47849533007270645
2025-09-12,0.3923661706596193
2025-09-13,0.4880652366741606
2025-09-14,0.5359147696814313
2025-09-15,0.4880652366741606
2025-09-16,0.3923661706596193
2025-09-17,0.4593555168697982
2025-09-18,0.5550545828843395
2025-09-19,0.40193607726107344
2025-09-20,0.4880652366741606
2025-09-21,0.44021570366688995
2025-09-22,0.44978561026834407
2025-09-23,0.5359147696814313
2025-09-24,0.4880652366741606
2025-09-25,0.5359147696814313
2025-09-26,0.44021570366688995
2025-09-27,0.6124740224930643
2025-09-28,0.8804314073337799
2025-09-29,0.5741943960872478
2025-09-30,0.44978561026834407
2025-10-01,0.41150598386252757
2025-10-02,0.47849533007270645
2025-10-03,0.4593555168697982
2025-10-04,0.40193607726107344
2025-10-05,0.593334209290156
2025-10-06,0.4689254234712523
2025-10-07,0.41150598386252757
2025-10-08,0.4593555168697982
2025-10-09,0.4689254234712523
2025-10-10,0.44021570366688995
2025-10-11,0.5646244894857936
2025-10-12,0.5837643026887018
2025-10-13,0.4593555168697982
2025-10-14,0.44021570366688995
2025-10-15,0.4689254234712523
2025-10-16,0.44978561026834407
2025-10-17,0.4593555168697982
2025-10-18,0.4976351432756147
2025-10-19,0.4880652366741606
2025-10-20,0.4593555168697982
2025-10-21,0.5359147696814313
2025-10-22,0.41150598386252757
2025-10-23,0.41150598386252757
2025-10-24,0.47849533007270645
2025-10-25,0.5359147696814313
2025-10-26,0.6986031819061514
2025-10-27,0.4976351432756147
2025-10-28,0.40193607726107344
2025-10-29,0.44978561026834407
2025-10-30,0.5263448630799771
2025-10-31,0.6220439290945184
2025-11-01,0.6220439290945184
2025-11-02,0.6124740224930643
2025-11-03,0.4306457970654358
2025-11-04,0.44021570366688995
2025-11-05,0.373226357456711
2025-11-06,0.44978561026834407
2025-11-07,0.41150598386252757
2025-11-08,0.4593555168697982
2025-11-09,0.5072050498770688
2025-11-10,0.44021570366688995
2025-11-11,0.4880652366741606
2025-11-12,0.516774956478523
2025-11-13,0.47849533007270645
2025-11-14,0.4593555168697982
2025-11-15,0.813442061123601
2025-11-16,0.5646244894857936
2025-11-17,0.4689254234712523
2025-11-18,0.4880652366741606
2025-11-19,0.4976351432756147
2025-11-20,0.4593555168697982
2025-11-21,0.5646244894857936
2025-11-22,0.6029041158916101
2025-11-23,0.5741943960872478
2025-11-24,0.5263448630799771
2025-11-25,0.3923661706596193
2025-11-26,0.5072050498770688
2025-11-27,0.5263448630799771
2025-11-28,0.5741943960872478
2025-11-29,0.6029041158916101
2025-11-30,0.5837643026887018
2025-12-01,0.44021570366688995
2025-12-02,0.5263448630799771
2025-12-03,0.44978561026834407
2025-12-04,0.516774956478523
2025-12-05,0.5263448630799771
2025-12-06,0.4306457970654358
2025-12-07,0.6316138356959725
2025-12-08,0.4880652366741606
2025-12-09,0.5359147696814313
2025-12-10,0.4976351432756147
2025-12-11,0.5834652431074064
2025-12-12,0.6048560858614169
2025-12-13,0.4883319654899106
2025-12-14,0.4970572308414898
2025-12-15,0.4796067001383314
2025-12-16,0.4756663880874793
2025-12-17,0.46694112273590016
2025-12-18,0.41937448392715226
2025-12-19,0.44949059203274183
2025-12-20,0.7174398941820711
2025-12-21,0.6785985207249023
2025-12-22,0.44949059203274183
2025-12-23,0.405864265274846
2025-12-24,0.44076532668116264
2025-12-25,0.5533491350018169
2025-12-26,0.557289447052669
2025-12-27,0.7562812676392399
2025-12-28,0.6223066165645752
2025-12-29,0.4970572308414898
2025-12-30,0.7863973757448295
2025-12-31,0.5271733389470794
2026-01-01,0.6048560858614169
2026-01-02,0.6009157738105648
2026-01-03,0.458215857384321
2026-01-04,0.708714628830492
2026-01-05,0.4796067001383314
2026-01-06,0.5747399777558273
2026-01-07,0.557289447052669
2026-01-08,0.4970572308414898
2026-01-09,0.4883319654899106
2026-01-10,0.583166183526111
2026-01-11,0.5910468076278153
2026-01-12,0.5516436871192942
2026-01-13,0.6068080558312237
2026-01-14,0.5122405666107732
2026-01-15,0.6068080558312237
2026-01-16,0.5358824389158858
2026-01-17,0.6146886799329279
2026-01-18,0.7171367932550825
2026-01-19,0.6619724245431531
2026-01-20,0.6068080558312237
2026-01-21,0.5989274317295195
2026-01-22,0.6225693040346321
2026-01-23,0.6146886799329279
2026-01-24,0.7486592896618993
2026-01-25,0.7486592896618993
2026-01-26,0.6304499281363363
2026-01-27,0.5595243112209984
2026-01-28,0.5122405666107732
2026-01-29,0.5358824389158858
2026-01-30,0.54376306301759
2026-01-31,0.6225693040346321
2026-02-01,0.6383305522380405
2026-02-02,0.5358824389158858
2026-02-03,0.4570761978988438
2026-02-04,0.5358824389158858
2026-02-05,0.5122405666107732
2026-02-06,0.4728374461022522
2026-02-07,0.5280018148141816
2026-02-08,0.6619724245431531
2026-02-09,0.38615058098350596
2026-02-10,0.425553701492027
2026-02-11,0.504359942509069
2026-02-12,0.40191182918691437
2026-02-13,0.40191182918691437
2026-02-14,0.464956822000548
2026-02-15,0.6225693040346321
2026-02-16,0.4885986943056606
2026-02-17,0.4570761978988438
2026-02-18,0.4964793184073648
2026-02-19,0.5516436871192942
2026-02-20,0.5280018148141816
2026-02-21,0.6068080558312237
2026-02-22,0.7723011619670119
2026-02-23,0.4964793184073648
2026-02-24,0.5201211907124774
2026-02-25,0.4176730773903228
2026-02-26,0.4807180702039564
2026-02-27,0.4807180702039564
2026-02-28,0.504359942509069
2026-03-01,0.4728374461022522
2026-03-02,0.5122405666107732
2026-03-03,0.4491955737971396
2026-03-04,0.4728374461022522
2026-03-05,0.40191182918691437
2026-03-06,0.5516436871192942
2026-03-07,0.5201211907124774
2026-03-08,0.5358824389158858
2026-03-09,0.464956822000548
2026-03-10,0.4097924532886186
2026-03-11,0.4413149496954354
2026-03-12,0.37038933278009756
2026-03-13,0.38615058098350596
2026-03-14,0.4176730773903228
2026-03-15,0.54376306301759
2026-03-16,0.4570761978988438
2026-03-17,0.40191182918691437
2026-03-18,0.5989274317295195
2026-03-19,0.583166183526111
2026-03-20,0.5595243112209984
2026-03-21,0.6856142968482657
2026-03-22,0.7880624101704203
2026-03-23,0.5280018148141816
2026-03-24,0.6462111763397447
2026-03-25,0.5674049353227026
2026-03-26,0.4807180702039564
2026-03-27,0.504359942509069
2026-03-28,0.5201211907124774
2026-03-29,0.6146886799329279
2026-03-30,0.5358824389158858
2026-03-31,0.4885986943056606
2026-04-01,0.4885986943056606
2026-04-02,0.4807180702039564
2026-04-03,0.5674049353227026
2026-04-04,0.6068080558312237
2026-04-05,0.5201211907124774
2026-04-06,0.5752855594244068
2026-04-07,0.4176730773903228
2026-04-08,0.4570761978988438
2026-04-09,0.54376306301759
2026-04-10,0.4570761978988438
2026-04-11,0.5201211907124774
2026-04-12,0.4807180702039564
2026-04-13,0.4570761978988438
2026-04-14,0.464956822000548
2026-04-15,0.4807180702039564
2026-04-16,0.4885986943056606
2026-04-17,0.5201211907124774
2026-04-18,0.7328980414584909
2026-04-19,0.6856142968482657
2026-04-20,0.464956822000548
2026-04-21,0.5516436871192942
2026-04-22,0.4885986943056606
2026-04-23,0.54376306301759
2026-04-24,0.4885986943056606
2026-04-25,0.6146886799329279
2026-04-26,0.5910468076278153
2026-04-27,0.54376306301759
2026-04-28,0.4491955737971396
2026-04-29,0.4413149496954354
2026-04-30,0.4570761978988438
2026-05-01,0.4570761978988438
2026-05-02,0.4413149496954354
2026-05-03,0.583166183526111
2026-05-04,0.5122405666107732
2026-05-05,0.425553701492027
2026-05-06,0.425553701492027
2026-05-07,0.425553701492027
2026-05-08,0.4334343255937312
2026-05-09,0.4176730773903228
2026-05-10,0.5201211907124774
2026-05-11,0.4334343255937312
2026-05-12,0.5122405666107732
2026-05-13,0.36250870867839335
2026-05-14,0.425553701492027
2026-05-15,0.425553701492027
2026-05-16,0.6146886799329279
2026-05-17,0.4570761978988438
2026-05-18,0.4413149496954354
2026-05-19,0.5122405666107732
2026-05-20,0.4176730773903228
2026-05-21,0.4097924532886186
2026-05-22,0.4413149496954354
2026-05-23,0.4885986943056606
2026-05-24,0.5358824389158858
2026-05-25,0.5516436871192942
2026-05-26,0.4176730773903228
2026-05-27,0.31522496406816813
2026-05-28,0.40191182918691437
2026-05-29,0.4570761978988438
2026-05-30,0.4964793184073648
2026-05-31,0.6383305522380405
