Time,padres
2023-10-21,5.0905465551005875
2023-10-22,5.0905465551005875
2023-10-23,5.938970980950685
2023-10-24,7.635819832650881
2023-10-25,7.635819832650881
2023-10-26,7.635819832650881
2023-10-27,5.938970980950685
2023-10-28,5.0905465551005875
2023-10-29,5.0905465551005875
2023-10-30,4.24212212925049
2023-10-31,5.0905465551005875
2023-11-01,5.938970980950685
2023-11-02,8.48424425850098
2023-11-03,5.938970980950685
2023-11-04,5.938970980950685
2023-11-05,5.0905465551005875
2023-11-06,5.938970980950685
2023-11-07,6.787395406800783
2023-11-08,5.938970980950685
2023-11-09,5.938970980950685
2023-11-10,5.0905465551005875
2023-11-11,5.938970980950685
2023-11-12,5.0905465551005875
2023-11-13,5.0905465551005875
2023-11-14,11.029517536051273
2023-11-15,10.181093110201175
2023-11-16,6.787395406800783
2023-11-17,6.787395406800783
2023-11-18,6.787395406800783
2023-11-19,5.938970980950685
2023-11-20,5.0905465551005875
2023-11-21,7.635819832650881
2023-11-22,5.938970980950685
2023-11-23,5.0905465551005875
2023-11-24,5.0905465551005875
2023-11-25,5.0905465551005875
2023-11-26,5.0905465551005875
2023-11-27,5.938970980950685
2023-11-28,5.938970980950685
2023-11-29,5.938970980950685
2023-11-30,5.938970980950685
2023-12-01,5.0905465551005875
2023-12-02,5.0905465551005875
2023-12-03,5.0905465551005875
2023-12-04,5.0905465551005875
2023-12-05,5.938970980950685
2023-12-06,9.332668684351077
2023-12-07,13.574790813601567
2023-12-08,6.787395406800783
2023-12-09,7.635819832650881
2023-12-10,7.635819832650881
2023-12-11,6.787395406800783
2023-12-12,5.938970980950685
2023-12-13,6.787395406800783
2023-12-14,5.938970980950685
2023-12-15,5.938970980950685
2023-12-16,5.938970980950685
2023-12-17,5.938970980950685
2023-12-18,5.0905465551005875
2023-12-19,5.938970980950685
2023-12-20,6.787395406800783
2023-12-21,6.787395406800783
2023-12-22,5.938970980950685
2023-12-23,5.938970980950685
2023-12-24,5.938970980950685
2023-12-25,5.143573081716219
2023-12-26,5.143573081716219
2023-12-27,4.772387395406801
2023-12-28,5.143573081716219
2023-12-29,4.772387395406801
2023-12-30,5.143573081716219
2023-12-31,4.348175182481752
2024-01-01,4.348175182481752
2024-01-02,5.143573081716219
2024-01-03,5.938970980950685
2024-01-04,5.938970980950685
2024-01-05,4.772387395406801
2024-01-06,4.772387395406801
2024-01-07,5.143573081716219
2024-01-08,5.143573081716219
2024-01-09,5.567785294641268
2024-01-10,5.938970980950685
2024-01-11,5.143573081716219
2024-01-12,5.143573081716219
2024-01-13,4.348175182481752
2024-01-14,4.772387395406801
2024-01-15,4.772387395406801
2024-01-16,5.143573081716219
2024-01-17,5.938970980950685
2024-01-18,5.938970980950685
2024-01-19,5.938970980950685
2024-01-20,5.143573081716219
2024-01-21,5.19659960833185
2024-01-22,5.19659960833185
2024-01-23,5.19659960833185
2024-01-24,5.938970980950685
2024-01-25,5.938970980950685
2024-01-26,5.938970980950685
2024-01-27,5.19659960833185
2024-01-28,5.19659960833185
2024-01-29,5.19659960833185
2024-01-30,6.681342353569521
2024-01-31,5.938970980950685
2024-02-01,6.681342353569521
2024-02-02,5.938970980950685
2024-02-03,5.19659960833185
2024-02-04,5.938970980950685
2024-02-05,5.938970980950685
2024-02-06,6.681342353569521
2024-02-07,5.938970980950685
2024-02-08,6.681342353569521
2024-02-09,5.938970980950685
2024-02-10,6.681342353569521
2024-02-11,5.938970980950685
2024-02-12,5.938970980950685
2024-02-13,7.423713726188357
2024-02-14,6.681342353569521
2024-02-15,6.681342353569521
2024-02-16,8.166085098807192
2024-02-17,6.681342353569521
2024-02-18,8.166085098807192
2024-02-19,6.681342353569521
2024-02-20,7.423713726188357
2024-02-21,8.908456471426028
2024-02-22,17.074541570233222
2024-02-23,15.58979882499555
2024-02-24,15.58979882499555
2024-02-25,11.135570589282535
2024-02-26,10.3931992166637
2024-02-27,9.650827844044864
2024-02-28,8.908456471426028
2024-02-29,8.908456471426028
2024-03-01,9.650827844044864
2024-03-02,9.650827844044864
2024-03-03,10.3931992166637
2024-03-04,9.650827844044864
2024-03-05,8.166085098807192
2024-03-06,8.908456471426028
2024-03-07,7.423713726188357
2024-03-08,7.423713726188357
2024-03-09,10.3931992166637
2024-03-10,8.908456471426028
2024-03-11,8.908456471426028
2024-03-12,8.908456471426028
2024-03-13,11.87794196190137
2024-03-14,16.332170197614385
2024-03-15,9.650827844044864
2024-03-16,10.3931992166637
2024-03-17,13.362684707139042
2024-03-18,13.362684707139042
2024-03-19,14.847427452376714
2024-03-20,43.79991098451131
2024-03-21,42.31516823927363
2024-03-22,14.105056079757878
2024-03-23,10.3931992166637
2024-03-24,11.135570589282535
2024-03-25,13.362684707139042
2024-03-26,20.7863984333274
2024-03-27,14.105056079757878
2024-03-28,42.31516823927363
2024-03-29,26.725369414278084
2024-03-30,48.99651059284315
2024-03-31,49.73888196546199
2024-04-01,22.27114117856507
2024-04-02,31.1795976499911
2024-04-03,36.37619725832295
2024-04-04,17.816912942852056
2024-04-05,22.27114117856507
2024-04-06,17.816912942852056
2024-04-07,31.1795976499911
2024-04-08,15.58979882499555
2024-04-09,31.921969022609936
2024-04-10,31.921969022609936
2024-04-11,22.27114117856507
2024-04-12,15.58979882499555
2024-04-13,47.51176784760548
2024-04-14,74.23713726188356
2024-04-15,42.31516823927363
2024-04-16,26.725369414278084
2024-04-17,33.406711767847604
2024-04-18,16.332170197614385
2024-04-19,17.816912942852056
2024-04-20,33.406711767847604
2024-04-21,40.08805412141713
2024-04-22,18.55928431547089
2024-04-23,23.75588392380274
2024-04-24,23.013512551183908
2024-04-25,31.1795976499911
2024-04-26,17.074541570233222
2024-04-27,33.406711767847604
2024-04-28,40.08805412141713
2024-04-29,17.816912942852056
2024-04-30,22.27114117856507
2024-05-01,25.98299804165925
2024-05-02,14.105056079757878
2024-05-03,13.362684707139042
2024-05-04,29.694854904753427
2024-05-05,36.37619725832295
2024-05-06,18.55928431547089
2024-05-07,30.43722627737226
2024-05-08,28.952483532134593
2024-05-09,15.58979882499555
2024-05-10,17.074541570233222
2024-05-11,43.79991098451131
2024-05-12,61.61682392736336
2024-05-13,25.98299804165925
2024-05-14,28.952483532134593
2024-05-15,37.86094000356062
2024-05-16,13.362684707139042
2024-05-17,15.58979882499555
2024-05-18,28.952483532134593
2024-05-19,37.11856863094178
2024-05-20,46.76939647498665
2024-05-21,25.240626669040413
2024-05-22,22.27114117856507
2024-05-23,29.694854904753427
2024-05-24,19.301655688089728
2024-05-25,38.603311376179455
2024-05-26,56.42022431903151
2024-05-27,29.694854904753427
2024-05-28,25.240626669040413
2024-05-29,31.921969022609936
2024-05-30,16.332170197614385
2024-05-31,16.332170197614385
2024-06-01,31.921969022609936
2024-06-02,28.952483532134593
2024-06-03,19.301655688089728
2024-06-04,31.1795976499911
2024-06-05,29.694854904753427
2024-06-06,26.725369414278084
2024-06-07,28.952483532134593
2024-06-08,35.63382588570411
2024-06-09,43.79991098451131
2024-06-10,21.528769805946233
2024-06-11,30.43722627737226
2024-06-12,37.11856863094178
2024-06-13,20.044027060708565
2024-06-14,21.528769805946233
2024-06-15,36.37619725832295
2024-06-16,48.99651059284315
2024-06-17,23.75588392380274
2024-06-18,25.98299804165925
2024-06-19,28.952483532134593
2024-06-20,18.55928431547089
2024-06-21,33.406711767847604
2024-06-22,37.86094000356062
2024-06-23,43.79991098451131
2024-06-24,19.301655688089728
2024-06-25,29.694854904753427
2024-06-26,37.86094000356062
2024-06-27,17.816912942852056
2024-06-28,18.55928431547089
2024-06-29,39.34568274879829
2024-06-30,31.921969022609936
2024-07-01,15.58979882499555
2024-07-02,15.58979882499555
2024-07-03,23.013512551183908
2024-07-04,36.37619725832295
2024-07-05,21.528769805946233
2024-07-06,43.057539611892466
2024-07-07,56.42022431903151
2024-07-08,17.074541570233222
2024-07-09,16.332170197614385
2024-07-10,32.66434039522877
2024-07-11,23.013512551183908
2024-07-12,17.816912942852056
2024-07-13,34.89145451308528
2024-07-14,36.37619725832295
2024-07-15,13.362684707139042
2024-07-16,9.650827844044864
2024-07-17,9.650827844044864
2024-07-18,9.650827844044864
2024-07-19,14.847427452376714
2024-07-20,25.240626669040413
2024-07-21,27.46774078689692
2024-07-22,13.362684707139042
2024-07-23,15.58979882499555
2024-07-24,20.7863984333274
2024-07-25,40.830425494035964
2024-07-26,23.013512551183908
2024-07-27,37.11856863094178
2024-07-28,35.63382588570411
2024-07-29,17.074541570233222
2024-07-30,26.725369414278084
2024-07-31,51.9659960833185
2024-08-01,43.057539611892466
2024-08-02,19.301655688089728
2024-08-03,35.63382588570411
2024-08-04,40.08805412141713
2024-08-05,17.816912942852056
2024-08-06,21.528769805946233
2024-08-07,34.149083140466445
2024-08-08,43.057539611892466
2024-08-09,24.498255296421576
2024-08-10,40.08805412141713
2024-08-11,40.830425494035964
2024-08-12,20.044027060708565
2024-08-13,34.89145451308528
2024-08-14,48.99651059284315
2024-08-15,23.013512551183908
2024-08-16,19.301655688089728
2024-08-17,34.89145451308528
2024-08-18,49.9244748086167
2024-08-19,19.672841374399148
2024-08-20,33.406711767847604
2024-08-21,40.830425494035964
2024-08-22,30.62281912052697
2024-08-23,37.30416147409649
2024-08-24,40.830425494035964
2024-08-25,56.2346314758768
2024-08-26,26.354183727968667
2024-08-27,27.46774078689692
2024-08-28,30.251633434217553
2024-08-29,33.406711767847604
2024-08-30,20.7863984333274
2024-08-31,36.19060441516824
2024-09-01,36.93297578778707
2024-09-02,30.251633434217553
2024-09-03,26.354183727968667
2024-09-04,22.45673402171978
2024-09-05,39.71686843510771
2024-09-06,29.880447747908136
2024-09-07,40.830425494035964
2024-09-08,43.985503827666015
2024-09-09,16.517763040769093
2024-09-10,16.146577354459676
2024-09-11,29.880447747908136
2024-09-12,27.0965551005875
2024-09-13,16.146577354459676
2024-09-14,35.81941872885882
2024-09-15,43.985503827666015
2024-09-16,23.199105394338616
2024-09-17,36.74738294463236
2024-09-18,50.11006765177141
2024-09-19,33.406711767847604
2024-09-20,23.384698237493325
