Time,padres
2024-09-21,56.79141000534093
2024-09-22,63.47275235891045
2024-09-23,23.384698237493325
2024-09-24,23.384698237493325
2024-09-25,73.49476588926473
2024-09-26,70.15409471247997
2024-09-27,66.81342353569521
2024-09-28,50.11006765177141
2024-09-29,60.13208118212569
2024-09-30,26.725369414278084
2024-10-01,40.08805412141713
2024-10-02,116.92349118746662
2024-10-03,157.01154530888374
2024-10-04,36.74738294463236
2024-10-05,56.79141000534093
2024-10-06,240.52832472850275
2024-10-07,187.0775858999466
2024-10-08,73.49476588926473
2024-10-09,287.2977212034894
2024-10-10,310.68241944098276
2024-10-11,126.9455047178209
2024-10-12,334.06711767847605
2024-10-13,23.384698237493325
2024-10-14,20.044027060708565
2024-10-15,10.022013530354283
2024-10-16,10.022013530354283
2024-10-17,10.022013530354283
2024-10-18,10.022013530354283
2024-10-19,6.681342353569521
2024-10-20,6.681342353569521
2024-10-21,10.022013530354283
2024-10-22,6.681342353569521
2024-10-23,6.681342353569521
2024-10-24,6.681342353569521
2024-10-25,6.681342353569521
2024-10-26,6.681342353569521
2024-10-27,6.681342353569521
2024-10-28,3.3406711767847606
2024-10-29,6.681342353569521
2024-10-30,6.681342353569521
2024-10-31,10.022013530354283
2024-11-01,6.681342353569521
2024-11-02,6.681342353569521
2024-11-03,6.681342353569521
2024-11-04,6.681342353569521
2024-11-05,3.3406711767847606
2024-11-06,3.3406711767847606
2024-11-07,3.3406711767847606
2024-11-08,6.681342353569521
2024-11-09,3.3406711767847606
2024-11-10,3.3406711767847606
2024-11-11,3.3406711767847606
2024-11-12,6.681342353569521
2024-11-13,6.681342353569521
2024-11-14,6.681342353569521
2024-11-15,3.3406711767847606
2024-11-16,3.3406711767847606
2024-11-17,3.3406711767847606
2024-11-18,6.681342353569521
2024-11-19,3.3406711767847606
2024-11-20,3.3406711767847606
2024-11-21,3.3406711767847606
2024-11-22,3.3406711767847606
2024-11-23,3.3406711767847606
2024-11-24,3.3406711767847606
2024-11-25,3.3406711767847606
2024-11-26,3.3406711767847606
2024-11-27,6.681342353569521
2024-11-28,6.681342353569521
2024-11-29,6.681342353569521
2024-11-30,6.681342353569521
2024-12-01,6.681342353569521
2024-12-02,3.3406711767847606
2024-12-03,6.681342353569521
2024-12-04,6.681342353569521
2024-12-05,6.681342353569521
2024-12-06,6.681342353569521
2024-12-07,6.681342353569521
2024-12-08,6.681342353569521
2024-12-09,6.681342353569521
2024-12-10,6.681342353569521
2024-12-11,6.681342353569521
2024-12-12,6.681342353569521
2024-12-13,6.681342353569521
2024-12-14,6.681342353569521
2024-12-15,6.681342353569521
2024-12-16,6.681342353569521
2024-12-17,6.681342353569521
2024-12-18,6.681342353569521
2024-12-19,6.681342353569521
2024-12-20,6.681342353569521
2024-12-21,6.681342353569521
2024-12-22,6.681342353569521
2024-12-23,6.681342353569521
2024-12-24,6.681342353569521
2024-12-25,6.681342353569521
2024-12-26,3.3406711767847606
2024-12-27,6.681342353569521
2024-12-28,6.681342353569521
2024-12-29,6.681342353569521
2024-12-30,3.3406711767847606
2024-12-31,6.681342353569521
2025-01-01,6.681342353569521
2025-01-02,3.3406711767847606
2025-01-03,6.681342353569521
2025-01-04,6.681342353569521
2025-01-05,3.3406711767847606
2025-01-06,6.681342353569521
2025-01-07,6.681342353569521
2025-01-08,6.681342353569521
2025-01-09,6.681342353569521
2025-01-10,6.681342353569521
2025-01-11,6.681342353569521
2025-01-12,6.681342353569521
2025-01-13,6.681342353569521
2025-01-14,6.681342353569521
2025-01-15,6.681342353569521
2025-01-16,6.681342353569521
2025-01-17,10.022013530354283
2025-01-18,6.681342353569521
2025-01-19,6.681342353569521
2025-01-20,6.681342353569521
2025-01-21,6.681342353569521
2025-01-22,6.681342353569521
2025-01-23,6.681342353569521
2025-01-24,10.022013530354283
2025-01-25,6.681342353569521
2025-01-26,6.681342353569521
2025-01-27,6.681342353569521
2025-01-28,6.681342353569521
2025-01-29,6.681342353569521
2025-01-30,6.681342353569521
2025-01-31,10.022013530354283
2025-02-01,10.022013530354283
2025-02-02,6.681342353569521
2025-02-03,6.681342353569521
2025-02-04,6.681342353569521
2025-02-05,6.681342353569521
2025-02-06,6.681342353569521
2025-02-07,6.681342353569521
2025-02-08,6.681342353569521
2025-02-09,6.681342353569521
2025-02-10,6.681342353569521
2025-02-11,6.681342353569521
2025-02-12,6.681342353569521
2025-02-13,10.022013530354283
2025-02-14,6.681342353569521
2025-02-15,6.681342353569521
2025-02-16,6.681342353569521
2025-02-17,6.681342353569521
2025-02-18,6.681342353569521
2025-02-19,6.681342353569521
2025-02-20,6.681342353569521
2025-02-21,10.022013530354283
2025-02-22,10.022013530354283
2025-02-23,13.362684707139042
2025-02-24,10.022013530354283
2025-02-25,10.022013530354283
2025-02-26,6.681342353569521
2025-02-27,6.681342353569521
2025-02-28,6.681342353569521
2025-03-01,10.022013530354283
2025-03-02,10.022013530354283
2025-03-03,6.681342353569521
2025-03-04,6.681342353569521
2025-03-05,10.022013530354283
2025-03-06,6.681342353569521
2025-03-07,6.681342353569521
2025-03-08,10.022013530354283
2025-03-09,10.022013530354283
2025-03-10,6.681342353569521
2025-03-11,6.681342353569521
2025-03-12,6.681342353569521
2025-03-13,10.022013530354283
2025-03-14,6.681342353569521
2025-03-15,10.022013530354283
2025-03-16,10.022013530354283
2025-03-17,10.022013530354283
2025-03-18,10.022013530354283
2025-03-19,10.022013530354283
2025-03-20,10.022013530354283
2025-03-21,10.022013530354283
2025-03-22,10.022013530354283
2025-03-23,13.362684707139042
2025-03-24,10.022013530354283
2025-03-25,10.022013530354283
2025-03-26,13.362684707139042
2025-03-27,56.79141000534093
2025-03-28,33.406711767847604
2025-03-29,63.47275235891045
2025-03-30,63.47275235891045
2025-03-31,40.08805412141713
2025-04-01,46.76939647498665
2025-04-02,63.47275235891045
2025-04-03,33.406711767847604
2025-04-04,50.11006765177141
2025-04-05,53.45073882855617
2025-04-06,43.42872529820189
2025-04-07,23.384698237493325
2025-04-08,36.74738294463236
2025-04-09,50.11006765177141
2025-04-10,23.384698237493325
2025-04-11,23.384698237493325
2025-04-12,46.76939647498665
2025-04-13,66.81342353569521
2025-04-14,30.066040591062844
2025-04-15,62.63758456471426
2025-04-16,79.34094044863807
2025-04-17,29.230872796866656
2025-04-18,26.725369414278084
2025-04-19,50.110067651771416
2025-04-20,56.791410005340936
2025-04-21,55.95624221114474
2025-04-22,46.76939647498665
2025-04-23,43.42872529820189
2025-04-24,20.044027060708565
2025-04-25,20.044027060708565
2025-04-26,40.08805412141713
2025-04-27,56.791410005340936
2025-04-28,20.044027060708565
2025-04-29,20.044027060708565
2025-04-30,50.110067651771416
2025-05-01,20.044027060708565
2025-05-02,25.890201620081896
2025-05-03,50.110067651771416
2025-05-04,40.08805412141713
2025-05-05,27.560537208474276
2025-05-06,49.27489985757522
2025-05-07,40.08805412141713
2025-05-08,35.912215150436175
2025-05-09,20.879194854904753
2025-05-10,40.08805412141713
2025-05-11,76.00026927185331
2025-05-12,23.384698237493325
2025-05-13,42.5935575040057
2025-05-14,39.25288632722094
2025-05-15,33.40671176784761
2025-05-16,25.055033825885708
2025-05-17,45.09906088659427
2025-05-18,61.80241677051808
2025-05-19,18.373691472316185
2025-05-20,20.044027060708565
2025-05-21,26.725369414278088
2025-05-22,36.74738294463237
2025-05-23,21.714362649100945
2025-05-24,36.74738294463237
2025-05-25,35.07704735623999
2025-05-26,26.725369414278088
2025-05-27,36.74738294463237
2025-05-28,50.110067651771416
2025-05-29,20.044027060708565
2025-05-30,18.373691472316185
2025-05-31,38.417718533024754
2025-06-01,56.791410005340936
2025-06-02,26.725369414278088
2025-06-03,35.07704735623999
2025-06-04,35.07704735623999
2025-06-05,40.08805412141713
2025-06-06,21.714362649100945
2025-06-07,33.40671176784761
2025-06-08,50.110067651771416
2025-06-09,21.714362649100945
2025-06-10,61.80241677051808
2025-06-11,95.20912853836569
2025-06-12,26.725369414278088
2025-06-13,20.044027060708565
2025-06-14,38.417718533024754
2025-06-15,71.82443030087236
2025-06-16,26.725369414278088
2025-06-17,61.80241677051808
2025-06-18,51.78040324016379
2025-06-19,46.76939647498666
2025-06-20,66.81342353569522
2025-06-21,61.80241677051808
2025-06-22,45.09906088659427
2025-06-23,21.714362649100945
2025-06-24,30.066040591062848
2025-06-25,40.08805412141713
2025-06-26,18.373691472316185
2025-06-27,21.714362649100945
2025-06-28,36.74738294463237
2025-06-29,35.07704735623999
2025-06-30,25.055033825885708
2025-07-01,25.055033825885708
2025-07-02,38.417718533024754
2025-07-03,25.055033825885708
2025-07-04,30.066040591062848
2025-07-05,36.74738294463237
2025-07-06,45.09906088659427
2025-07-07,43.42872529820189
2025-07-08,33.40671176784761
2025-07-09,33.40671176784761
2025-07-10,31.73637617945523
2025-07-11,33.40671176784761
2025-07-12,43.42872529820189
2025-07-13,61.80241677051808
2025-07-14,18.373691472316185
2025-07-15,13.362684707139044
2025-07-16,11.692349118746664
2025-07-17,11.692349118746664
2025-07-18,18.373691472316185
2025-07-19,35.07704735623999
2025-07-20,36.74738294463237
2025-07-21,21.714362649100945
2025-07-22,25.055033825885708
2025-07-23,28.395705002670468
2025-07-24,23.38469823749333
2025-07-25,30.066040591062848
2025-07-26,28.395705002670468
2025-07-27,36.74738294463237
2025-07-28,21.714362649100945
2025-07-29,43.42872529820189
2025-07-30,55.12107441694856
2025-07-31,50.110067651771416
2025-08-01,31.73637617945523
2025-08-02,48.43973206337903
2025-08-03,63.47275235891046
2025-08-04,23.38469823749333
2025-08-05,30.066040591062848
2025-08-06,38.417718533024754
2025-08-07,33.40671176784761
2025-08-08,20.044027060708565
2025-08-09,43.42872529820189
2025-08-10,78.50577265444188
2025-08-11,23.38469823749333
2025-08-12,36.74738294463237
2025-08-13,58.46174559373332
2025-08-14,28.395705002670468
2025-08-15,23.38469823749333
2025-08-16,68.4837591240876
2025-08-17,91.86845736158092
2025-08-18,25.055033825885708
2025-08-19,41.758389709809514
2025-08-20,40.08805412141713
2025-08-21,61.80241677051808
2025-08-22,30.066040591062848
2025-08-23,70.15409471247997
2025-08-24,110.24214883389712
2025-08-25,28.395705002670468
2025-08-26,45.09906088659427
2025-08-27,66.81342353569522
2025-08-28,21.714362649100945
2025-08-29,20.044027060708565
2025-08-30,38.417718533024754
2025-08-31,50.110067651771416
2025-09-01,33.40671176784761
2025-09-02,30.066040591062848
2025-09-03,55.12107441694856
2025-09-04,18.373691472316185
2025-09-05,18.373691472316185
2025-09-06,33.40671176784761
2025-09-07,48.43973206337903
2025-09-08,18.373691472316185
2025-09-09,35.07704735623999
2025-09-10,38.417718533024754
2025-09-11,33.40671176784761
2025-09-12,31.73637617945523
2025-09-13,36.74738294463237
2025-09-14,51.78040324016379
2025-09-15,16.703355883923805
2025-09-16,25.055033825885708
2025-09-17,33.40671176784761
2025-09-18,48.43973206337903
2025-09-19,21.714362649100945
2025-09-20,31.73637617945523
2025-09-21,41.758389709809514
2025-09-22,23.38469823749333
2025-09-23,60.132081182125695
2025-09-24,66.81342353569522
2025-09-25,26.725369414278088
2025-09-26,26.725369414278088
2025-09-27,58.46174559373332
2025-09-28,56.791410005340936
2025-09-29,23.38469823749333
2025-09-30,98.54979971515046
2025-10-01,125.27516912942853
2025-10-02,167.03355883923805
2025-10-03,81.84644383122665
2025-10-04,15.033020295531424
2025-10-05,10.022013530354283
2025-10-06,8.351677941961903
2025-10-07,6.681342353569522
2025-10-08,6.681342353569522
2025-10-09,6.681342353569522
2025-10-10,6.681342353569522
2025-10-11,6.681342353569522
2025-10-12,5.011006765177141
2025-10-13,8.351677941961903
2025-10-14,6.681342353569522
2025-10-15,6.681342353569522
2025-10-16,6.681342353569522
2025-10-17,5.011006765177141
2025-10-18,5.011006765177141
2025-10-19,5.011006765177141
2025-10-20,5.011006765177141
2025-10-21,6.681342353569522
2025-10-22,5.011006765177141
2025-10-23,5.011006765177141
2025-10-24,6.681342353569522
2025-10-25,5.011006765177141
2025-10-26,5.011006765177141
2025-10-27,5.011006765177141
2025-10-28,6.681342353569522
2025-10-29,5.011006765177141
2025-10-30,6.681342353569522
2025-10-31,5.011006765177141
2025-11-01,6.681342353569522
2025-11-02,10.022013530354283
2025-11-03,6.681342353569522
2025-11-04,6.681342353569522
2025-11-05,6.681342353569522
2025-11-06,8.351677941961903
2025-11-07,6.681342353569522
2025-11-08,5.011006765177141
2025-11-09,5.011006765177141
2025-11-10,5.011006765177141
2025-11-11,5.011006765177141
2025-11-12,5.011006765177141
2025-11-13,8.351677941961903
2025-11-14,6.681342353569522
2025-11-15,6.681342353569522
2025-11-16,5.011006765177141
2025-11-17,5.011006765177141
2025-11-18,6.681342353569522
2025-11-19,6.681342353569522
2025-11-20,6.681342353569522
2025-11-21,6.681342353569522
2025-11-22,5.011006765177141
2025-11-23,5.011006765177141
2025-11-24,5.011006765177141
2025-11-25,5.011006765177141
2025-11-26,5.011006765177141
2025-11-27,6.681342353569522
2025-11-28,5.011006765177141
2025-11-29,5.011006765177141
2025-11-30,5.011006765177141
2025-12-01,5.011006765177141
2025-12-02,5.011006765177141
2025-12-03,5.011006765177141
2025-12-04,5.011006765177141
2025-12-05,5.011006765177141
2025-12-06,5.011006765177141
2025-12-07,5.011006765177141
2025-12-08,6.681342353569522
2025-12-09,6.681342353569522
2025-12-10,6.681342353569522
2025-12-11,6.681342353569522
2025-12-12,6.263758456471427
2025-12-13,6.681342353569522
2025-12-14,6.263758456471427
2025-12-15,6.263758456471427
2025-12-16,6.263758456471427
2025-12-17,6.263758456471427
2025-12-18,6.263758456471427
2025-12-19,6.681342353569522
2025-12-20,6.681342353569522
2025-12-21,5.428590662275237
2025-12-22,5.011006765177141
2025-12-23,5.011006765177141
2025-12-24,5.428590662275237
2025-12-25,5.011006765177141
2025-12-26,5.011006765177141
2025-12-27,5.011006765177141
2025-12-28,5.011006765177141
2025-12-29,5.011006765177141
2025-12-30,5.011006765177141
2025-12-31,5.011006765177141
2026-01-01,5.011006765177141
2026-01-02,5.011006765177141
2026-01-03,5.011006765177141
2026-01-04,5.011006765177141
2026-01-05,5.011006765177141
2026-01-06,5.011006765177141
2026-01-07,5.428590662275237
2026-01-08,5.011006765177141
2026-01-09,5.011006765177141
2026-01-10,5.011006765177141
2026-01-11,5.846174559373332
2026-01-12,5.011006765177141
2026-01-13,5.846174559373332
2026-01-14,5.846174559373332
2026-01-15,6.681342353569522
2026-01-16,6.681342353569522
2026-01-17,5.846174559373332
2026-01-18,5.011006765177141
2026-01-19,5.846174559373332
2026-01-20,5.846174559373332
2026-01-21,5.846174559373332
2026-01-22,6.681342353569522
2026-01-23,5.846174559373332
2026-01-24,5.846174559373332
2026-01-25,5.846174559373332
2026-01-26,7.516510147765712
2026-01-27,6.681342353569522
2026-01-28,6.681342353569522
2026-01-29,6.681342353569522
2026-01-30,7.516510147765712
2026-01-31,7.516510147765712
2026-02-01,8.351677941961903
2026-02-02,6.681342353569522
2026-02-03,7.516510147765712
2026-02-04,7.516510147765712
2026-02-05,7.516510147765712
2026-02-06,6.681342353569522
2026-02-07,6.681342353569522
2026-02-08,6.681342353569522
2026-02-09,7.516510147765712
2026-02-10,7.516510147765712
2026-02-11,7.516510147765712
2026-02-12,7.516510147765712
2026-02-13,7.516510147765712
2026-02-14,10.022013530354283
2026-02-15,9.186845736158093
2026-02-16,9.186845736158093
2026-02-17,10.022013530354283
2026-02-18,8.351677941961903
2026-02-19,8.351677941961903
2026-02-20,10.857181324550472
2026-02-21,10.022013530354283
2026-02-22,11.692349118746664
2026-02-23,10.022013530354283
2026-02-24,10.022013530354283
2026-02-25,8.351677941961903
2026-02-26,10.022013530354283
2026-02-27,10.857181324550472
2026-02-28,8.351677941961903
2026-03-01,9.186845736158093
2026-03-02,8.351677941961903
2026-03-03,10.022013530354283
2026-03-04,9.186845736158093
2026-03-05,10.022013530354283
2026-03-06,10.857181324550472
2026-03-07,10.857181324550472
2026-03-08,10.022013530354283
2026-03-09,8.351677941961903
2026-03-10,9.186845736158093
2026-03-11,7.516510147765712
2026-03-12,7.516510147765712
2026-03-13,9.186845736158093
2026-03-14,10.022013530354283
2026-03-15,10.022013530354283
2026-03-16,10.857181324550472
2026-03-17,9.186845736158093
2026-03-18,9.186845736158093
2026-03-19,9.186845736158093
2026-03-20,10.857181324550472
2026-03-21,12.527516912942854
2026-03-22,11.692349118746664
2026-03-23,14.197852501335234
2026-03-24,14.197852501335234
2026-03-25,15.033020295531424
2026-03-26,71.82443030087236
2026-03-27,32.57154397365142
2026-03-28,69.3189269182838
2026-03-29,58.46174559373332
2026-03-30,20.879194854904757
2026-03-31,43.42872529820189
2026-04-01,60.96724897632189
2026-04-02,21.714362649100945
2026-04-03,39.25288632722094
2026-04-04,41.758389709809514
2026-04-05,53.450738828556176
2026-04-06,25.055033825885708
2026-04-07,33.40671176784761
2026-04-08,45.93422868079046
2026-04-09,28.395705002670468
2026-04-10,57.626577799537124
2026-04-11,52.61557103435999
2026-04-12,66.81342353569522
2026-04-13,20.879194854904757
2026-04-14,20.044027060708565
2026-04-15,37.58255073882856
2026-04-16,57.626577799537124
2026-04-17,60.96724897632189
2026-04-18,53.450738828556176
2026-04-19,63.47275235891046
2026-04-20,21.714362649100945
2026-04-21,21.714362649100945
2026-04-22,33.40671176784761
2026-04-23,55.12107441694856
2026-04-24,20.879194854904757
2026-04-25,35.91221515043618
2026-04-26,59.29691338792951
2026-04-27,23.38469823749333
2026-04-28,57.626577799537124
2026-04-29,70.98926250667617
2026-04-30,22.549530443297137
2026-05-01,19.208859266512377
2026-05-02,39.25288632722094
2026-05-03,60.132081182125695
2026-05-04,20.044027060708565
2026-05-05,30.90120838525904
2026-05-06,49.27489985757523
2026-05-07,20.879194854904757
2026-05-08,45.09906088659427
2026-05-09,57.626577799537124
2026-05-10,62.63758456471427
2026-05-11,20.044027060708565
2026-05-12,21.714362649100945
2026-05-13,28.395705002670468
2026-05-14,55.95624221114475
2026-05-15,20.879194854904757
2026-05-16,45.93422868079046
2026-05-17,48.43973206337903
2026-05-18,40.08805412141713
2026-05-19,72.65959809506855
2026-05-20,83.51677941961903
2026-05-21,75.16510147765712
2026-05-22,20.879194854904757
2026-05-23,42.5935575040057
2026-05-24,70.15409471247997
2026-05-25,35.91221515043618
2026-05-26,30.066040591062848
2026-05-27,70.15409471247997
2026-05-28,20.044027060708565
2026-05-29,24.219866031689516
2026-05-30,45.09906088659427
2026-05-31,32.57154397365142
