Time,yellowstone_season_5
2025-01-02,8.497109826589595
2025-01-03,6.797687861271676
2025-01-04,6.797687861271676
2025-01-05,6.797687861271676
2025-01-06,5.098265895953757
2025-01-07,5.098265895953757
2025-01-08,3.398843930635838
2025-01-09,3.398843930635838
2025-01-10,3.398843930635838
2025-01-11,3.398843930635838
2025-01-12,5.098265895953757
2025-01-13,3.398843930635838
2025-01-14,3.398843930635838
2025-01-15,3.398843930635838
2025-01-16,3.398843930635838
2025-01-17,3.398843930635838
2025-01-18,3.398843930635838
2025-01-19,3.398843930635838
2025-01-20,3.398843930635838
2025-01-21,3.398843930635838
2025-01-22,3.398843930635838
2025-01-23,3.398843930635838
2025-01-24,1.699421965317919
2025-01-25,3.398843930635838
2025-01-26,3.398843930635838
2025-01-27,3.398843930635838
2025-01-28,1.699421965317919
2025-01-29,1.699421965317919
2025-01-30,1.699421965317919
2025-01-31,1.699421965317919
2025-02-01,3.398843930635838
2025-02-02,3.398843930635838
2025-02-03,1.699421965317919
2025-02-04,1.699421965317919
2025-02-05,1.699421965317919
2025-02-06,1.699421965317919
2025-02-07,1.699421965317919
2025-02-08,3.398843930635838
2025-02-09,3.398843930635838
2025-02-10,1.699421965317919
2025-02-11,1.699421965317919
2025-02-12,1.699421965317919
2025-02-13,1.699421965317919
2025-02-14,1.699421965317919
2025-02-15,1.699421965317919
2025-02-16,3.398843930635838
2025-02-17,3.398843930635838
2025-02-18,1.699421965317919
2025-02-19,1.699421965317919
2025-02-20,1.699421965317919
2025-02-21,1.699421965317919
2025-02-22,1.699421965317919
2025-02-23,3.398843930635838
2025-02-24,1.699421965317919
2025-02-25,1.699421965317919
2025-02-26,1.699421965317919
2025-02-27,1.699421965317919
2025-02-28,1.699421965317919
2025-03-01,1.699421965317919
2025-03-02,3.398843930635838
2025-03-03,1.699421965317919
2025-03-04,1.699421965317919
2025-03-05,1.699421965317919
2025-03-06,1.699421965317919
2025-03-07,1.699421965317919
2025-03-08,1.699421965317919
2025-03-09,1.699421965317919
2025-03-10,1.699421965317919
2025-03-11,1.699421965317919
2025-03-12,1.699421965317919
2025-03-13,1.699421965317919
2025-03-14,1.699421965317919
2025-03-15,1.699421965317919
2025-03-16,6.797687861271676
2025-03-17,5.098265895953757
2025-03-18,5.098265895953757
2025-03-19,3.398843930635838
2025-03-20,3.398843930635838
2025-03-21,1.699421965317919
2025-03-22,3.398843930635838
2025-03-23,3.398843930635838
2025-03-24,3.398843930635838
2025-03-25,1.699421965317919
2025-03-26,1.699421965317919
2025-03-27,1.699421965317919
2025-03-28,1.699421965317919
2025-03-29,1.699421965317919
2025-03-30,3.398843930635838
2025-03-31,1.699421965317919
2025-04-01,1.699421965317919
2025-04-02,1.699421965317919
2025-04-03,1.699421965317919
2025-04-04,1.699421965317919
2025-04-05,1.699421965317919
2025-04-06,1.699421965317919
2025-04-07,1.699421965317919
2025-04-08,1.699421965317919
2025-04-09,1.699421965317919
2025-04-10,1.699421965317919
2025-04-11,1.699421965317919
2025-04-12,1.699421965317919
2025-04-13,1.699421965317919
2025-04-14,1.699421965317919
2025-04-15,1.818679647094615
2025-04-16,1.833586857316702
2025-04-17,1.639793124429571
2025-04-18,2.012473379981746
2025-04-19,2.221174323090964
2025-04-20,2.3404320048676603
2025-04-21,1.788865226650441
2025-04-22,1.6696075448737449
2025-04-23,1.729236385762093
2025-04-24,1.5503498630970487
2025-04-25,0.6410100395497413
2025-04-26,1.7143291755400059
2025-04-27,2.176452692424703
2025-04-28,1.699421965317919
2025-04-29,1.654700334651658
2025-04-30,0.5813811986613933
2025-05-01,1.5801642835412228
2025-05-02,0.5366595679951323
2025-05-03,1.5801642835412228
2025-05-04,1.937937328871311
2025-05-05,1.654700334651658
2025-05-06,0.5813811986613933
2025-05-07,0.5664739884393063
2025-05-08,0.5664739884393063
2025-05-09,0.5962884088834803
2025-05-10,1.5354426528749618
2025-05-11,1.654700334651658
2025-05-12,0.6111956191055673
2025-05-13,0.5515667782172192
2025-05-14,0.5366595679951323
2025-05-15,0.9838758746577425
2025-05-16,0.9242470337693944
2025-05-17,1.1031335564344384
2025-05-18,1.3416489199878308
2025-05-19,0.9838758746577425
2025-05-20,1.0136902951019164
2025-05-21,1.0733191359902645
2025-05-22,1.0136902951019164
2025-05-23,1.0435047155460906
2025-05-24,1.4609066017645267
2025-05-25,1.908122908427137
2025-05-26,2.623668999087313
2025-05-27,2.3851536355339213
2025-05-28,1.6397931244295707
2025-05-29,1.1627623973227865
2025-05-30,1.3416489199878308
2025-05-31,1.3714633404320047
2025-06-01,1.729236385762093
2025-06-02,1.0435047155460906
2025-06-03,1.4012777608761786
2025-06-04,0.9242470337693944
2025-06-05,1.0435047155460906
2025-06-06,1.2522056586553085
2025-06-07,1.4310921813203528
2025-06-08,1.729236385762093
2025-06-09,1.0435047155460906
2025-06-10,1.1627623973227865
2025-06-11,1.0435047155460906
2025-06-12,0.7453605111043504
2025-06-13,1.0136902951019164
2025-06-14,1.0733191359902645
2025-06-15,2.355339215089747
2025-06-16,1.4609066017645267
2025-06-17,0.9242470337693944
2025-06-18,0.8646181928810465
2025-06-19,0.9242470337693944
2025-06-20,1.0136902951019164
2025-06-21,1.1031335564344384
2025-06-22,0.9540614542135685
2025-06-23,0.9838758746577425
2025-06-24,0.7751749315485243
2025-06-25,1.0435047155460906
2025-06-26,0.7453605111043504
2025-06-27,0.8049893519926984
2025-06-28,1.1627623973227865
2025-06-29,1.2223912382111346
2025-06-30,0.6261028293276543
2025-07-01,0.9242470337693944
2025-07-02,0.7751749315485243
2025-07-03,1.0136902951019164
2025-07-04,1.3416489199878308
2025-07-05,0.7155460906601764
2025-07-06,1.3714633404320047
2025-07-07,1.4907210222087008
2025-07-08,1.4907210222087008
2025-07-09,1.6696075448737449
2025-07-10,0.8646181928810465
2025-07-11,0.8944326133252204
2025-07-12,0.8944326133252204
2025-07-13,1.0435047155460906
2025-07-14,0.8944326133252204
2025-07-15,0.7453605111043504
2025-07-16,0.7155460906601764
2025-07-17,0.9838758746577425
2025-07-18,0.9540614542135685
2025-07-19,1.1031335564344384
2025-07-20,1.0136902951019164
2025-07-21,1.1627623973227865
2025-07-22,0.6559172497718283
2025-07-23,0.8646181928810465
2025-07-24,0.6559172497718283
2025-07-25,0.8348037724368724
2025-07-26,1.0733191359902645
2025-07-27,1.2223912382111346
2025-07-28,1.0136902951019164
2025-07-29,0.9838758746577425
2025-07-30,1.0435047155460906
2025-07-31,0.9540614542135685
2025-08-01,0.9242470337693944
2025-08-02,0.8049893519926984
2025-08-03,0.8646181928810465
2025-08-04,0.7751749315485243
2025-08-05,0.9540614542135685
2025-08-06,0.8049893519926984
2025-08-07,0.6559172497718283
2025-08-08,0.8646181928810465
2025-08-09,0.9242470337693944
2025-08-10,1.1627623973227865
2025-08-11,0.8049893519926984
2025-08-12,0.8646181928810465
2025-08-13,0.6261028293276543
2025-08-14,0.5366595679951323
2025-08-15,0.6261028293276543
2025-08-16,0.5366595679951323
2025-08-17,0.7453605111043504
2025-08-18,0.7155460906601764
2025-08-19,0.5664739884393063
2025-08-20,0.5962884088834803
2025-08-21,0.5664739884393063
2025-08-22,0.8348037724368724
2025-08-23,1.0733191359902645
2025-08-24,0.9838758746577425
2025-08-25,0.6857316702160023
2025-08-26,0.8646181928810465
2025-08-27,0.8049893519926984
2025-08-28,0.5366595679951323
2025-08-29,0.8049893519926984
2025-08-30,0.9838758746577425
2025-08-31,1.4907210222087008
2025-09-01,1.6696075448737449
2025-09-02,1.6696075448737449
2025-09-03,1.4907210222087008
2025-09-04,0.6857316702160023
2025-09-05,0.29814420444174017
2025-09-06,0.7453605111043504
2025-09-07,0.9838758746577425
2025-09-08,0.7453605111043504
2025-09-09,0.8944326133252204
2025-09-10,0.9838758746577425
2025-09-11,0.6857316702160023
2025-09-12,0.5068451475509582
2025-09-13,0.6261028293276543
2025-09-14,0.8348037724368724
2025-09-15,0.8348037724368724
2025-09-16,0.6559172497718283
2025-09-17,0.6559172497718283
2025-09-18,0.5366595679951323
2025-09-19,0.5664739884393063
2025-09-20,0.8348037724368724
2025-09-21,0.8646181928810465
2025-09-22,0.6261028293276543
2025-09-23,0.5366595679951323
2025-09-24,0.6261028293276543
2025-09-25,0.6261028293276543
2025-09-26,0.5664739884393063
2025-09-27,0.5962884088834803
2025-09-28,0.6857316702160023
2025-09-29,0.5366595679951323
2025-09-30,0.6857316702160023
2025-10-01,0.6261028293276543
2025-10-02,0.32795862488591415
2025-10-03,0.5962884088834803
2025-10-04,0.6857316702160023
2025-10-05,0.6559172497718283
2025-10-06,0.4472163066626102
2025-10-07,0.3577730453300882
2025-10-08,0.4472163066626102
2025-10-09,0.3577730453300882
2025-10-10,0.5366595679951323
2025-10-11,0.8646181928810465
2025-10-12,0.6857316702160023
2025-10-13,0.7155460906601764
2025-10-14,0.5068451475509582
2025-10-15,0.5068451475509582
2025-10-16,0.4174018862184362
2025-10-17,0.47703072710678424
2025-10-18,0.7453605111043504
2025-10-19,0.6559172497718283
2025-10-20,0.5664739884393063
2025-10-21,0.4174018862184362
2025-10-22,0.6261028293276543
2025-10-23,0.4174018862184362
2025-10-24,0.5068451475509582
2025-10-25,0.0
2025-10-26,0.5962884088834803
2025-10-27,0.5962884088834803
2025-10-28,0.4174018862184362
2025-10-29,0.6559172497718283
2025-10-30,0.4174018862184362
2025-10-31,0.3875874657742622
2025-11-01,0.7155460906601764
2025-11-02,0.6559172497718283
2025-11-03,0.7751749315485243
2025-11-04,0.5366595679951323
2025-11-05,0.47703072710678424
2025-11-06,0.5664739884393063
2025-11-07,0.47703072710678424
2025-11-08,0.6559172497718283
2025-11-09,0.7155460906601764
2025-11-10,0.32795862488591415
2025-11-11,0.6857316702160023
2025-11-12,0.5664739884393063
2025-11-13,0.5068451475509582
2025-11-14,0.7155460906601764
2025-11-15,0.7155460906601764
2025-11-16,0.8348037724368724
2025-11-17,0.9540614542135685
2025-11-18,0.7453605111043504
2025-11-19,0.4174018862184362
2025-11-20,0.6261028293276543
2025-11-21,0.8348037724368724
2025-11-22,0.8049893519926984
2025-11-23,0.9242470337693944
2025-11-24,0.7453605111043504
2025-11-25,0.7155460906601764
2025-11-26,0.5962884088834803
2025-11-27,1.1031335564344384
2025-11-28,0.7751749315485243
2025-11-29,1.2223912382111346
2025-11-30,1.6994219653179188
2025-12-01,1.818679647094615
2025-12-02,1.1329479768786126
2025-12-03,0.6857316702160023
2025-12-04,0.8049893519926984
2025-12-05,0.7453605111043504
2025-12-06,0.9540614542135685
2025-12-07,0.8944326133252204
2025-12-08,0.7751749315485243
2025-12-09,0.4472163066626102
2025-12-10,0.6559172497718283
2025-12-11,0.7103609740611896
2025-12-12,0.3921244427983756
2025-12-13,0.5956402693086069
2025-12-14,0.5956402693086069
2025-12-15,0.6954537638391025
2025-12-16,0.48091956455602425
2025-12-17,0.4549939815610904
2025-12-18,0.38110607002552865
2025-12-19,0.48091956455602425
2025-12-20,0.46990119178317735
2025-12-21,0.5068451475509582
2025-12-22,0.6474914352984747
2025-12-23,0.5068451475509582
2025-12-24,0.7213793468340364
2025-12-25,0.5697146863136731
2025-12-26,0.46990119178317735
2025-12-27,0.836100051586619
2025-12-28,1.0655414610917844
2025-12-29,0.7732305128239043
2025-12-30,0.8101744685916852
2025-12-31,0.8989695903493338
2026-01-01,1.3429451991375774
2026-01-02,1.4058147379002919
2026-01-03,1.102485416859565
2026-01-04,1.2910940331477094
2026-01-05,1.0136902951019164
2026-01-06,0.6844353910662556
2026-01-07,0.6585098080713216
2026-01-08,0.7991560958188382
2026-01-09,0.543789103318739
2026-01-10,0.9475800584648348
2026-01-11,0.7051758574622027
2026-01-12,0.9696168040105286
2026-01-13,0.5949921297337335
2026-01-14,0.3746246742767952
2026-01-15,0.528881893096652
2026-01-16,0.3746246742767952
2026-01-17,0.528881893096652
2026-01-18,0.9916535495562225
2026-01-19,1.0357270406476102
2026-01-20,0.6170288752794273
2026-01-21,0.5729553841880397
2026-01-22,0.7051758574622027
2026-01-23,0.7272126030078965
2026-01-24,0.9916535495562225
2026-01-25,0.9475800584648348
2026-01-26,0.9916535495562225
2026-01-27,0.7492493485535904
2026-01-28,0.7492493485535904
2026-01-29,0.7492493485535904
2026-01-30,0.7492493485535904
2026-01-31,0.5949921297337335
2026-02-01,1.1459107683760794
2026-02-02,0.6170288752794273
2026-02-03,0.6170288752794273
2026-02-04,0.6170288752794273
2026-02-05,0.5509186386423458
2026-02-06,0.5949921297337335
2026-02-07,0.7933228396449781
2026-02-08,0.9475800584648348
2026-02-09,0.41869816536818283
2026-02-10,0.661102366370815
2026-02-11,0.4848084020052643
2026-02-12,0.6170288752794273
2026-02-13,0.4848084020052643
2026-02-14,0.8153595851906719
2026-02-15,0.9475800584648348
2026-02-16,1.189984259467467
2026-02-17,0.9035065673734471
2026-02-18,0.8594330762820596
2026-02-19,0.7492493485535904
2026-02-20,0.5729553841880397
2026-02-21,0.9696168040105286
2026-02-22,0.9916535495562225
2026-02-23,0.661102366370815
2026-02-24,0.6390656208251212
2026-02-25,0.7712860940992842
2026-02-26,0.41869816536818283
2026-02-27,0.7272126030078965
2026-02-28,0.9475800584648348
2026-03-01,1.5205354426528745
2026-03-02,1.8290498802925883
2026-03-03,1.3442414782873238
2026-03-04,1.1679475139217732
2026-03-05,0.9475800584648348
2026-03-06,1.0136902951019164
2026-03-07,1.3001679871959362
2026-03-08,1.1679475139217732
2026-03-09,1.3001679871959362
2026-03-10,1.5205354426528745
2026-03-11,1.1679475139217732
2026-03-12,0.7933228396449781
2026-03-13,1.1018372772846916
2026-03-14,0.8594330762820596
2026-03-15,0.9916535495562225
2026-03-16,0.9035065673734471
2026-03-17,0.8373963307363657
2026-03-18,0.5509186386423458
2026-03-19,0.7272126030078965
2026-03-20,0.8153595851906719
2026-03-21,0.9916535495562225
2026-03-22,1.0136902951019164
2026-03-23,0.9475800584648348
2026-03-24,0.8373963307363657
2026-03-25,0.9035065673734471
2026-03-26,0.7272126030078965
2026-03-27,0.5068451475509582
2026-03-28,0.925543312919141
2026-03-29,0.9035065673734471
2026-03-30,1.0357270406476102
2026-03-31,0.8373963307363657
2026-04-01,0.7051758574622027
2026-04-02,0.6390656208251212
2026-04-03,0.5729553841880397
2026-04-04,0.5729553841880397
2026-04-05,0.9916535495562225
2026-04-06,0.7272126030078965
2026-04-07,0.8153595851906719
2026-04-08,0.8594330762820596
2026-04-09,0.4848084020052643
2026-04-10,0.6390656208251212
2026-04-11,0.4627716564595705
2026-04-12,1.0357270406476102
2026-04-13,0.7492493485535904
2026-04-14,0.5729553841880397
2026-04-15,0.5068451475509582
2026-04-16,0.4627716564595705
2026-04-17,0.7712860940992842
2026-04-18,0.6170288752794273
2026-04-19,0.7712860940992842
2026-04-20,0.4407349109138767
2026-04-21,0.7051758574622027
2026-04-22,0.4848084020052643
2026-04-23,0.7492493485535904
2026-04-24,0.4627716564595705
2026-04-25,0.39666141982248904
2026-04-26,0.9035065673734471
2026-04-27,0.6831391119165089
2026-04-28,0.7712860940992842
2026-04-29,0.6170288752794273
2026-04-30,0.5068451475509582
2026-05-01,0.528881893096652
2026-05-02,0.7492493485535904
2026-05-03,0.7272126030078965
2026-05-04,0.7712860940992842
2026-05-05,0.7272126030078965
2026-05-06,0.5729553841880397
2026-05-07,0.5729553841880397
2026-05-08,0.4848084020052643
2026-05-09,0.30851443763971365
2026-05-10,0.6831391119165089
2026-05-11,0.7712860940992842
2026-05-12,0.5949921297337335
2026-05-13,0.4848084020052643
2026-05-14,0.6390656208251212
2026-05-15,1.4984986971071808
2026-05-16,1.4103517149244054
2026-05-17,1.7849763892012005
2026-05-18,1.189984259467467
2026-05-19,0.9916535495562225
2026-05-20,1.0798005317389978
2026-05-21,1.1459107683760794
2026-05-22,0.9035065673734471
2026-05-23,1.60868242483565
2026-05-24,1.5646089337442621
2026-05-25,2.203674554569383
2026-05-26,1.8290498802925883
2026-05-27,1.1018372772846916
2026-05-28,1.1238740228303856
2026-05-29,1.3883149693787116
2026-05-30,1.5866456792899561
2026-05-31,1.8290498802925883
