Time,monthly_gt
2021-12-26,47
2022-01-02,46
2022-01-09,56
2022-01-16,51
2022-01-23,45
2022-01-30,46
2022-02-06,50
2022-02-13,43
2022-02-20,52
2022-02-27,67
2022-03-06,65
2022-03-13,52
2022-03-20,49
2022-03-27,51
2022-04-03,48
2022-04-10,43
2022-04-17,47
2022-04-24,47
2022-05-01,45
2022-05-08,43
2022-05-15,48
2022-05-22,52
2022-05-29,45
2022-06-05,43
2022-06-12,43
2022-06-19,46
2022-06-26,50
2022-07-03,46
2022-07-10,45
2022-07-17,49
2022-07-24,47
2022-07-31,46
2022-08-07,46
2022-08-14,48
2022-08-21,45
2022-08-28,44
2022-09-04,43
2022-09-11,43
2022-09-18,44
2022-09-25,47
2022-10-02,47
2022-10-09,47
2022-10-16,45
2022-10-23,46
2022-10-30,48
2022-11-06,47
2022-11-13,48
2022-11-20,42
2022-11-27,51
2022-12-04,53
2022-12-11,49
2022-12-18,46
2022-12-25,51
2023-01-01,48
2023-01-08,49
2023-01-15,51
2023-01-22,44
2023-01-29,48
2023-02-05,56
2023-02-12,49
2023-02-19,47
2023-02-26,46
2023-03-05,44
2023-03-12,44
2023-03-19,44
2023-03-26,46
2023-04-02,48
2023-04-09,48
2023-04-16,45
2023-04-23,45
2023-04-30,44
2023-05-07,42
2023-05-14,44
2023-05-21,45
2023-05-28,45
2023-06-04,47
2023-06-11,47
2023-06-18,48
2023-06-25,51
2023-07-02,48
2023-07-09,47
2023-07-16,47
2023-07-23,49
2023-07-30,51
2023-08-06,53
2023-08-13,54
2023-08-20,48
2023-08-27,44
2023-09-03,44
2023-09-10,45
2023-09-17,47
2023-09-24,43
2023-10-01,45
2023-10-08,51
2023-10-15,51
2023-10-22,48
2023-10-29,47
2023-11-05,54
2023-11-12,55
2023-11-19,44
2023-11-26,57
2023-12-03,55
2023-12-10,51
2023-12-17,49
2023-12-24,47
2023-12-31,49
2024-01-07,49
2024-01-14,46
2024-01-21,47
2024-01-28,46
2024-02-04,47
2024-02-11,44
2024-02-18,46
2024-02-25,44
2024-03-03,46
2024-03-10,47
2024-03-17,45
2024-03-24,44
2024-03-31,47
2024-04-07,47
2024-04-14,47
2024-04-21,46
2024-04-28,43
2024-05-05,44
2024-05-12,42
2024-05-19,43
2024-05-26,59
2024-06-02,49
2024-06-09,44
2024-06-16,46
2024-06-23,49
2024-06-30,45
2024-07-07,48
2024-07-14,55
2024-07-21,100
2024-07-28,58
2024-08-04,54
2024-08-11,49
2024-08-18,57
2024-08-25,48
2024-09-01,47
2024-09-08,48
2024-09-15,44
2024-09-22,45
2024-09-29,66
2024-10-06,61
2024-10-13,54
2024-10-20,49
2024-10-27,52
2024-11-03,48
2024-11-10,60
2024-11-17,54
2024-11-24,50
2024-12-01,56
2024-12-08,52
2024-12-15,50
2024-12-22,47
2024-12-29,57
2025-01-05,59
2025-01-12,71
2025-01-19,58
2025-01-26,55
2025-02-02,54
2025-02-09,46
2025-02-16,52
2025-02-23,50
2025-03-02,50
2025-03-09,50
2025-03-16,48
2025-03-23,49
2025-03-30,49
2025-04-06,47
2025-04-13,47
2025-04-20,46
2025-04-27,48
2025-05-04,48
2025-05-11,47
2025-05-18,47
2025-05-25,48
2025-06-01,51
2025-06-08,48
2025-06-15,52
2025-06-22,52
2025-06-29,49
2025-07-06,69
2025-07-13,63
2025-07-20,64
2025-07-27,59
2025-08-03,58
2025-08-10,56
2025-08-17,54
2025-08-24,52
2025-08-31,53
2025-09-07,55
2025-09-14,57
2025-09-21,55
2025-09-28,52
2025-10-05,51
2025-10-12,53
2025-10-19,57
2025-10-26,68
2025-11-02,71
2025-11-09,64
2025-11-16,65
2025-11-23,54
2025-11-30,64
2025-12-07,57
2025-12-14,55
2025-12-21,54
2025-12-28,63
2026-01-04,60
2026-01-11,59
2026-01-18,58
2026-01-25,63
2026-02-01,67
2026-02-08,58
2026-02-15,61
2026-02-22,60
2026-03-01,58
2026-03-08,60
2026-03-15,57
2026-03-22,62
2026-03-29,59
2026-04-05,58
2026-04-12,58
2026-04-19,56
2026-04-26,55
2026-05-03,59
2026-05-10,56
2026-05-17,55
2026-05-24,61
2026-05-31,55
