cluster,n_terms_in_labels,n_terms_in_panel,mean_within_consensus,p10_within_consensus,consensus_margin,silhouette_mean,silhouette_median,negative_silhouette_share,shape_label,lay_description,representative_terms,dominant_period_days,spectral_concentration,stl_eligible,trend_strength,seasonal_strength,spike_score
1,90,90,0.5797656979659537,0.0434782608695652,0.4381759926336264,0.2589149401571262,0.2943766557390853,0.0111111111111111,Recurring seasonal pulses,Search attention repeatedly rises and falls in a recognizable cycle.,clever | desmos | google translate,7,78.44427582588145,True,0.6660695767339806,0.7116852129828224,3.543356970401398
2,46,46,0.7497681522325776,0.2195121951219512,0.6694622104499521,0.0966862030338877,0.1250281402653396,0.1304347826086956,Intermittent attention surges,Attention usually remains near its normal level but occasionally jumps sharply.,elections | vote results | 2022 election results,90,8.961231900675601,True,0.001022537327135975,0.0,39.238283619930094
3,40,40,0.8195231746696009,0.4347005742411813,0.75740628583847,0.0645184778869282,0.0649424474927709,0.175,Intermittent attention surges,Attention usually remains near its normal level but occasionally jumps sharply.,nba scores | nba games today | suns,179,36.05128578275742,True,0.016038949046816797,0.381672957260516,22.73420884123601
4,58,58,0.7618045738909016,0.4909090909090909,0.7064114401502845,0.1760481805025381,0.1868970764743039,0.0517241379310344,Recurring seasonal pulses,Search attention repeatedly rises and falls in a recognizable cycle.,nfl scores | nfl | browns,7,38.183954961790796,True,0.5207534365670495,0.6197663819264821,18.13613563418372
5,72,72,0.6721248936787514,0.2633727175080559,0.5871988255162153,0.1118200346076605,0.1238239279787377,0.125,Intermittent attention surges,Attention usually remains near its normal level but occasionally jumps sharply.,target | ulta | walmart,7,40.20770898397708,True,0.5370979374721119,0.3989473689938907,6.312548433441172
6,80,80,0.8195597241883138,0.6140350877192983,0.6397196166700765,0.1822705196414779,0.1887099471425257,0.0125,Recurring seasonal pulses,Search attention repeatedly rises and falls in a recognizable cycle.,food near me | movies | movies near me,7,132.4332715913289,True,0.5510867334435248,0.8364399253762583,2.034935874457448
7,25,25,0.9865417850185396,0.9284415584415584,0.9150951607406712,0.2397374693499247,0.2389882550199832,0.0,Intermittent attention surges,Attention usually remains near its normal level but occasionally jumps sharply.,college basketball | college basketball scores | ncaa tournament,124,26.147167930375563,True,0.033159142970358046,0.27610784422468293,133.37384855591102
8,301,301,0.3738439348929164,0.1296296296296296,0.0621256550358062,-0.1133658478232466,-0.1018336782929843,1.0,Recurring seasonal pulses,Search attention repeatedly rises and falls in a recognizable cycle.,bangladesh | instagram | us bank,7,81.0230017880319,True,0.4226708660508196,0.6068071110409317,2.721299502945788
9,47,47,0.7066041934484149,0.2666666666666666,0.3789305269516214,0.1969038573954718,0.193607055570214,0.0425531914893617,Recurring seasonal pulses,Search attention repeatedly rises and falls in a recognizable cycle.,qqq | spy stock | cnbc,7,65.74493648734922,True,0.5516870588836547,0.5817263798639933,4.1780112884842975
10,88,88,0.402638598486698,0.1203448275862069,0.0749649319899044,-0.1155692656942863,-0.1082793568559201,1.0,Intermittent attention surges,Attention usually remains near its normal level but occasionally jumps sharply.,news | cnn | fox news,7,20.97580021725755,True,0.6462927571381909,0.28744536553785216,7.745827062288068
