Time,dallas_mavericks
2025-01-21,5.081180811808117
2025-01-22,6.7749077490774905
2025-01-23,11.856088560885608
2025-01-24,10.162361623616235
2025-01-25,9.31549815498155
2025-01-26,9.31549815498155
2025-01-27,5.081180811808117
2025-01-28,9.31549815498155
2025-01-29,5.081180811808117
2025-01-30,7.621771217712177
2025-01-31,6.7749077490774905
2025-02-01,9.31549815498155
2025-02-02,84.68634686346863
2025-02-03,35.56826568265682
2025-02-04,26.252767527675275
2025-02-05,28.793357933579333
2025-02-06,20.32472324723247
2025-02-07,23.712177121771216
2025-02-08,39.80258302583026
2025-02-09,16.937269372693727
2025-02-10,9.31549815498155
2025-02-11,19.477859778597786
2025-02-12,11.009225092250922
2025-02-13,21.171586715867157
2025-02-14,13.549815498154981
2025-02-15,5.928044280442804
2025-02-16,5.928044280442804
2025-02-17,5.928044280442804
2025-02-18,4.234317343173432
2025-02-19,4.234317343173432
2025-02-20,5.928044280442804
2025-02-21,6.7749077490774905
2025-02-22,11.856088560885608
2025-02-23,17.78413284132841
2025-02-24,6.7749077490774905
2025-02-25,9.31549815498155
2025-02-26,38.108856088560884
2025-02-27,7.621771217712177
2025-02-28,11.009225092250922
2025-03-01,7.621771217712177
2025-03-02,11.009225092250922
2025-03-03,6.7749077490774905
2025-03-04,17.78413284132841
2025-03-05,10.162361623616235
2025-03-06,9.31549815498155
2025-03-07,7.621771217712177
2025-03-08,11.009225092250922
2025-03-09,12.702952029520295
2025-03-10,6.7749077490774905
2025-03-11,6.7749077490774905
2025-03-12,5.081180811808117
2025-03-13,6.7749077490774905
2025-03-14,5.081180811808117
2025-03-15,7.621771217712177
2025-03-16,11.009225092250922
2025-03-17,5.928044280442804
2025-03-18,5.081180811808117
2025-03-19,5.081180811808117
2025-03-20,6.7749077490774905
2025-03-21,4.234317343173432
2025-03-22,7.621771217712177
2025-03-23,4.234317343173432
2025-03-24,5.928044280442804
2025-03-25,10.162361623616235
2025-03-26,6.7749077490774905
2025-03-27,5.928044280442804
2025-03-28,6.7749077490774905
2025-03-29,5.928044280442804
2025-03-30,9.31549815498155
2025-03-31,5.928044280442804
2025-04-01,7.621771217712177
2025-04-02,5.928044280442804
2025-04-03,9.31549815498155
2025-04-04,5.081180811808117
2025-04-05,9.31549815498155
2025-04-06,10.162361623616235
2025-04-07,4.234317343173432
2025-04-08,4.234317343173432
2025-04-09,11.009225092250922
2025-04-10,31.333948339483392
2025-04-11,8.468634686346864
2025-04-12,9.31549815498155
2025-04-13,8.468634686346864
2025-04-14,4.234317343173432
2025-04-15,5.191641264238729
2025-04-16,8.40025440627077
2025-04-17,27.183791341018996
2025-04-18,9.391768467374114
2025-04-19,37.9905056038138
2025-04-20,7.59810112076276
2025-04-21,5.191641264238729
2025-04-22,4.389487978730719
2025-04-23,3.3979739176273744
2025-04-24,3.208613142032041
2025-04-25,2.5958206321193646
2025-04-26,3.208613142032041
2025-04-27,2.5958206321193646
2025-04-28,2.5958206321193646
2025-04-29,2.4064598565240307
2025-04-30,2.4064598565240307
2025-05-01,4.200127203135385
2025-05-02,2.785181407714698
2025-05-03,2.4064598565240307
2025-05-04,2.5958206321193646
2025-05-05,2.4064598565240307
2025-05-06,2.4064598565240307
2025-05-07,2.4064598565240307
2025-05-08,2.4064598565240307
2025-05-09,2.4064598565240307
2025-05-10,1.7936673466113542
2025-05-11,1.9830281222066877
2025-05-12,8.40025440627077
2025-05-13,19.58569022025624
2025-05-14,5.993794549746739
2025-05-15,4.1659370630973385
2025-05-16,3.408493960716004
2025-05-17,3.7872155119066715
2025-05-18,3.029772409525337
2025-05-19,2.65105085833467
2025-05-20,2.65105085833467
2025-05-21,2.2723293071440027
2025-05-22,2.65105085833467
2025-05-23,2.2723293071440027
2025-05-24,2.2723293071440027
2025-05-25,2.2723293071440027
2025-05-26,2.2723293071440027
2025-05-27,2.2723293071440027
2025-05-28,2.2723293071440027
2025-05-29,2.2723293071440027
2025-05-30,2.2723293071440027
2025-05-31,2.2723293071440027
2025-06-01,2.2723293071440027
2025-06-02,1.8936077559533357
2025-06-03,2.2723293071440027
2025-06-04,1.8936077559533357
2025-06-05,1.8936077559533357
2025-06-06,3.029772409525337
2025-06-07,2.2723293071440027
2025-06-08,2.2723293071440027
2025-06-09,2.2723293071440027
2025-06-10,2.2723293071440027
2025-06-11,1.8936077559533357
2025-06-12,2.2723293071440027
2025-06-13,2.2723293071440027
2025-06-14,2.2723293071440027
2025-06-15,2.2723293071440027
2025-06-16,2.2723293071440027
2025-06-17,2.2723293071440027
2025-06-18,2.2723293071440027
2025-06-19,2.65105085833467
2025-06-20,2.2723293071440027
2025-06-21,2.2723293071440027
2025-06-22,3.029772409525337
2025-06-23,3.408493960716004
2025-06-24,4.544658614288005
2025-06-25,6.059544819050674
2025-06-26,12.119089638101348
2025-06-27,7.574431023813343
2025-06-28,4.544658614288005
2025-06-29,3.7872155119066715
2025-06-30,5.30210171666934
2025-07-01,6.059544819050674
2025-07-02,4.544658614288005
2025-07-03,4.1659370630973385
2025-07-04,4.1659370630973385
2025-07-05,4.1659370630973385
2025-07-06,4.544658614288005
2025-07-07,3.408493960716004
2025-07-08,3.408493960716004
2025-07-09,3.029772409525337
2025-07-10,5.30210171666934
2025-07-11,11.361646535720014
2025-07-12,6.438266370241341
2025-07-13,4.544658614288005
2025-07-14,3.029772409525337
2025-07-15,4.1659370630973385
2025-07-16,3.7872155119066715
2025-07-17,3.7872155119066715
2025-07-18,3.029772409525337
2025-07-19,3.029772409525337
2025-07-20,3.029772409525337
2025-07-21,2.2723293071440027
2025-07-22,2.65105085833467
2025-07-23,2.2723293071440027
2025-07-24,1.8936077559533357
2025-07-25,2.65105085833467
2025-07-26,1.8936077559533357
2025-07-27,2.2723293071440027
2025-07-28,2.2723293071440027
2025-07-29,1.8936077559533357
2025-07-30,2.65105085833467
2025-07-31,1.8936077559533357
2025-08-01,1.8936077559533357
2025-08-02,1.8936077559533357
2025-08-03,1.8936077559533357
2025-08-04,1.5148862047626686
2025-08-05,1.8936077559533357
2025-08-06,1.8936077559533357
2025-08-07,1.5148862047626686
2025-08-08,1.5148862047626686
2025-08-09,1.8936077559533357
2025-08-10,1.5148862047626686
2025-08-11,1.5148862047626686
2025-08-12,1.5148862047626686
2025-08-13,1.8936077559533357
2025-08-14,2.2723293071440027
2025-08-15,2.2723293071440027
2025-08-16,1.8936077559533357
2025-08-17,1.8936077559533357
2025-08-18,1.8936077559533357
2025-08-19,1.8936077559533357
2025-08-20,1.5148862047626686
2025-08-21,1.5148862047626686
2025-08-22,1.5148862047626686
2025-08-23,1.5148862047626686
2025-08-24,1.5148862047626686
2025-08-25,1.8936077559533357
2025-08-26,1.1361646535720014
2025-08-27,1.1361646535720014
2025-08-28,1.8936077559533357
2025-08-29,1.8936077559533357
2025-08-30,2.2723293071440027
2025-08-31,1.8936077559533357
2025-09-01,1.5148862047626686
2025-09-02,1.1361646535720014
2025-09-03,1.8936077559533357
2025-09-04,1.8936077559533357
2025-09-05,1.5148862047626686
2025-09-06,1.5148862047626686
2025-09-07,1.1361646535720014
2025-09-08,1.1361646535720014
2025-09-09,1.1361646535720014
2025-09-10,1.1361646535720014
2025-09-11,1.1361646535720014
2025-09-12,1.1361646535720014
2025-09-13,1.1361646535720014
2025-09-14,1.1361646535720014
2025-09-15,1.1361646535720014
2025-09-16,1.1361646535720014
2025-09-17,1.1361646535720014
2025-09-18,1.5148862047626686
2025-09-19,1.5148862047626686
2025-09-20,1.1361646535720014
2025-09-21,1.5148862047626686
2025-09-22,1.5148862047626686
2025-09-23,1.5148862047626686
2025-09-24,1.5148862047626686
2025-09-25,1.5148862047626686
2025-09-26,1.5148862047626686
2025-09-27,1.5148862047626686
2025-09-28,1.5148862047626686
2025-09-29,1.8936077559533357
2025-09-30,2.65105085833467
2025-10-01,2.2723293071440027
2025-10-02,2.2723293071440027
2025-10-03,1.8936077559533357
2025-10-04,2.2723293071440027
2025-10-05,1.8936077559533357
2025-10-06,3.7872155119066715
2025-10-07,6.438266370241341
2025-10-08,3.408493960716004
2025-10-09,2.65105085833467
2025-10-10,3.029772409525337
2025-10-11,4.1659370630973385
2025-10-12,6.438266370241341
2025-10-13,3.408493960716004
2025-10-14,5.680823267860007
2025-10-15,4.1659370630973385
2025-10-16,7.574431023813343
2025-10-17,3.408493960716004
2025-10-18,3.029772409525337
2025-10-19,2.65105085833467
2025-10-20,3.408493960716004
2025-10-21,4.923380165478672
2025-10-22,10.60420343333868
2025-10-23,32.191331851206705
2025-10-24,7.574431023813343
2025-10-25,16.28502670119869
2025-10-26,9.468038779766678
2025-10-27,14.391418945245352
2025-10-28,12.876532740482682
2025-10-29,7.574431023813343
2025-10-30,13.633975842864016
2025-10-31,4.923380165478672
2025-11-01,7.574431023813343
2025-11-02,14.012697394054683
2025-11-03,5.680823267860007
2025-11-04,9.468038779766678
2025-11-05,5.680823267860007
2025-11-06,10.982924984529348
2025-11-07,5.30210171666934
2025-11-08,12.876532740482682
2025-11-09,10.60420343333868
2025-11-10,6.059544819050674
2025-11-11,21.587128417868026
2025-11-12,11.361646535720014
2025-11-13,12.119089638101348
2025-11-14,6.438266370241341
2025-11-15,12.497811189292015
2025-11-16,7.195709472622676
2025-11-17,10.225481882148014
2025-11-18,7.574431023813343
2025-11-19,6.059544819050674
2025-11-20,13.25525429167335
2025-11-21,6.059544819050674
2025-11-22,11.740368086910681
2025-11-23,10.60420343333868
2025-11-24,5.680823267860007
2025-11-25,6.816987921432008
2025-11-26,4.1659370630973385
2025-11-27,4.544658614288005
2025-11-28,4.544658614288005
2025-11-29,19.69352066191469
2025-11-30,10.60420343333868
2025-12-01,4.923380165478672
2025-12-02,9.468038779766678
2025-12-03,5.680823267860007
2025-12-04,11.740368086910681
2025-12-05,6.059544819050674
2025-12-06,15.148862047626686
2025-12-07,10.982924984529348
2025-12-08,5.30210171666934
2025-12-09,4.544658614288005
2025-12-10,4.544658614288005
2025-12-11,4.067991834341131
2025-12-12,5.367398535840145
2025-12-13,11.72077904115944
2025-12-14,4.46630243128304
2025-12-15,5.262923625166858
2025-12-16,10.73479707168029
2025-12-17,4.969087938898236
2025-12-18,5.765709132782053
2025-12-19,10.924157847275623
2025-12-20,6.751691102261204
2025-12-21,7.94662289308693
2025-12-22,5.6612342221087655
2025-12-23,10.232011564065093
2025-12-24,14.404478309079513
2025-12-25,17.780323860210117
2025-12-26,12.223564548774636
2025-12-27,9.833700967123185
2025-12-28,6.353380505319295
2025-12-29,4.570777341956328
2025-12-30,11.825253951832728
2025-12-31,4.570777341956328
2026-01-01,6.059544819050675
2026-01-02,10.336486474738383
2026-01-03,5.367398535840145
2026-01-04,8.847718997644034
2026-01-05,3.480320461803889
2026-01-06,5.262923625166858
2026-01-07,11.72077904115944
2026-01-08,6.059544819050675
2026-01-09,8.638769176297458
2026-01-10,5.641645176357525
2026-01-11,6.059544819050675
2026-01-12,4.387946248278075
2026-01-13,6.895344104436975
2026-01-14,5.223745533664375
2026-01-15,9.820641603289024
2026-01-16,7.5221935684767
2026-01-17,7.731143389823275
2026-01-18,5.641645176357525
2026-01-19,7.10429392578355
2026-01-20,6.895344104436975
2026-01-21,4.1789964269315
2026-01-22,6.477444461743825
2026-01-23,11.28329035271505
2026-01-24,7.313243747130125
2026-01-25,20.8949821346575
2026-01-26,5.223745533664375
2026-01-27,4.1789964269315
2026-01-28,5.0147957123178
2026-01-29,7.731143389823275
2026-01-30,13.3727885661808
2026-01-31,6.6863942830904
2026-02-01,12.745939102141074
2026-02-02,5.0147957123178
2026-02-03,6.059544819050675
2026-02-04,15.253336958299975
2026-02-05,9.820641603289024
2026-02-06,10.8653907100219
2026-02-07,8.566942675209575
2026-02-08,7.94009321116985
2026-02-09,3.76109678423835
2026-02-10,6.059544819050675
2026-02-11,9.820641603289024
2026-02-12,5.641645176357525
2026-02-13,10.8653907100219
2026-02-14,3.552146962891775
2026-02-15,3.3431971415452
2026-02-16,2.92529749885205
2026-02-17,2.716347677505475
2026-02-18,3.134247320198625
2026-02-19,2.92529749885205
2026-02-20,4.387946248278075
2026-02-21,7.5221935684767
2026-02-22,5.0147957123178
2026-02-23,4.1789964269315
2026-02-24,3.970046605584925
2026-02-25,5.0147957123178
2026-02-26,4.387946248278075
2026-02-27,7.10429392578355
2026-02-28,5.8505949977041
2026-03-01,4.805845890971225
2026-03-02,6.6863942830904
2026-03-03,5.223745533664375
2026-03-04,5.0147957123178
2026-03-05,5.641645176357525
2026-03-06,8.357992853863
2026-03-07,12.328039459447925
2026-03-08,6.477444461743825
2026-03-09,3.552146962891775
2026-03-10,4.59689606962465
2026-03-11,5.223745533664375
2026-03-12,4.1789964269315
2026-03-13,7.731143389823275
2026-03-14,6.477444461743825
2026-03-15,7.313243747130125
2026-03-16,4.59689606962465
2026-03-17,5.223745533664375
2026-03-18,4.1789964269315
2026-03-19,5.641645176357525
2026-03-20,3.3431971415452
2026-03-21,3.970046605584925
2026-03-22,6.059544819050675
2026-03-23,4.1789964269315
2026-03-24,8.566942675209575
2026-03-25,3.970046605584925
2026-03-26,5.8505949977041
2026-03-27,3.76109678423835
2026-03-28,5.641645176357525
2026-03-29,3.552146962891775
2026-03-30,3.970046605584925
2026-03-31,6.477444461743825
2026-04-01,4.805845890971225
2026-04-02,3.134247320198625
2026-04-03,5.0147957123178
2026-04-04,8.566942675209575
2026-04-05,7.731143389823275
2026-04-06,16.715985707726
2026-04-07,4.59689606962465
2026-04-08,7.5221935684767
2026-04-09,6.477444461743825
2026-04-10,4.1789964269315
2026-04-11,7.313243747130125
2026-04-12,4.59689606962465
2026-04-13,5.641645176357525
2026-04-14,2.92529749885205
2026-04-15,3.3431971415452
2026-04-16,2.5073978561589
2026-04-17,2.92529749885205
2026-04-18,3.134247320198625
2026-04-19,2.92529749885205
2026-04-20,2.5073978561589
2026-04-21,2.298448034812325
2026-04-22,2.08949821346575
2026-04-23,2.08949821346575
2026-04-24,1.880548392119175
2026-04-25,2.716347677505475
2026-04-26,2.716347677505475
2026-04-27,2.716347677505475
2026-04-28,2.92529749885205
2026-04-29,2.298448034812325
2026-04-30,2.298448034812325
2026-05-01,2.298448034812325
2026-05-02,2.08949821346575
2026-05-03,1.880548392119175
2026-05-04,2.298448034812325
2026-05-05,2.92529749885205
2026-05-06,2.716347677505475
2026-05-07,1.880548392119175
2026-05-08,2.716347677505475
2026-05-09,2.716347677505475
2026-05-10,3.552146962891775
2026-05-11,2.298448034812325
2026-05-12,4.1789964269315
2026-05-13,2.298448034812325
2026-05-14,2.08949821346575
2026-05-15,2.298448034812325
2026-05-16,2.716347677505475
2026-05-17,2.08949821346575
2026-05-18,2.08949821346575
2026-05-19,3.134247320198625
2026-05-20,5.8505949977041
2026-05-21,3.3431971415452
2026-05-22,2.5073978561589
2026-05-23,2.716347677505475
2026-05-24,2.5073978561589
2026-05-25,2.716347677505475
2026-05-26,2.92529749885205
2026-05-27,2.298448034812325
2026-05-28,2.298448034812325
2026-05-29,2.298448034812325
2026-05-30,2.716347677505475
2026-05-31,2.92529749885205
