Time,flights
2023-09-19,73.00740740740741
2023-09-20,65.90946502057615
2023-09-21,62.86748971193417
2023-09-22,61.853497942386845
2023-09-23,62.86748971193417
2023-09-24,66.92345679012347
2023-09-25,75.03539094650208
2023-09-26,70.97942386831276
2023-09-27,69.96543209876545
2023-09-28,69.96543209876545
2023-09-29,64.89547325102882
2023-09-30,60.83950617283952
2023-10-01,65.90946502057615
2023-10-02,66.92345679012347
2023-10-03,69.96543209876545
2023-10-04,68.95144032921812
2023-10-05,65.90946502057615
2023-10-06,59.82551440329219
2023-10-07,63.881481481481494
2023-10-08,64.89547325102882
2023-10-09,69.96543209876545
2023-10-10,70.97942386831276
2023-10-11,65.90946502057615
2023-10-12,67.9374485596708
2023-10-13,58.811522633744865
2023-10-14,55.76954732510289
2023-10-15,64.89547325102882
2023-10-16,66.92345679012347
2023-10-17,67.9374485596708
2023-10-18,67.9374485596708
2023-10-19,66.92345679012347
2023-10-20,61.853497942386845
2023-10-21,57.79753086419754
2023-10-22,61.853497942386845
2023-10-23,65.90946502057615
2023-10-24,64.89547325102882
2023-10-25,62.86748971193417
2023-10-26,61.853497942386845
2023-10-27,55.76954732510289
2023-10-28,53.74156378600824
2023-10-29,56.783539094650216
2023-10-30,62.86748971193417
2023-10-31,62.86748971193417
2023-11-01,60.83950617283952
2023-11-02,63.881481481481494
2023-11-03,62.86748971193417
2023-11-04,58.811522633744865
2023-11-05,65.90946502057615
2023-11-06,68.95144032921812
2023-11-07,70.97942386831276
2023-11-08,67.9374485596708
2023-11-09,65.90946502057615
2023-11-10,64.89547325102882
2023-11-11,60.83950617283952
2023-11-12,65.90946502057615
2023-11-13,65.90946502057615
2023-11-14,68.95144032921812
2023-11-15,68.95144032921812
2023-11-16,65.90946502057615
2023-11-17,59.82551440329219
2023-11-18,61.853497942386845
2023-11-19,61.853497942386845
2023-11-20,64.89547325102882
2023-11-21,67.9374485596708
2023-11-22,64.89547325102882
2023-11-23,54.75555555555557
2023-11-24,66.92345679012347
2023-11-25,64.89547325102882
2023-11-26,76.0493827160494
2023-11-27,82.13333333333335
2023-11-28,100.38518518518521
2023-11-29,77.06337448559673
2023-11-30,67.9374485596708
2023-12-01,59.82551440329219
2023-12-02,62.86748971193417
2023-12-03,64.89547325102882
2023-12-04,67.9374485596708
2023-12-05,73.00740740740741
2023-12-06,66.92345679012347
2023-12-07,62.86748971193417
2023-12-08,59.82551440329219
2023-12-09,60.83950617283952
2023-12-10,67.9374485596708
2023-12-11,64.89547325102882
2023-12-12,65.90946502057615
2023-12-13,61.853497942386845
2023-12-14,60.83950617283952
2023-12-15,60.83950617283952
2023-12-16,65.90946502057615
2023-12-17,66.92345679012347
2023-12-18,64.89547325102882
2023-12-19,67.9374485596708
2023-12-20,65.90946502057615
2023-12-21,65.90946502057615
2023-12-22,62.31079733388552
2023-12-23,61.13605573926734
2023-12-24,58.78657255003099
2023-12-25,64.49953069805102
2023-12-26,92.21107949367467
2023-12-27,88.1798588250465
2023-12-28,80.1174174877901
2023-12-29,77.2609384137801
2023-12-30,72.05497615053373
2023-12-31,66.3420180025137
2024-01-01,77.76793429855375
2024-01-02,92.21107949367467
2024-01-03,94.56056268291101
2024-01-04,84.81638386626281
2024-01-05,83.64164227164463
2024-01-06,90.52934201428283
2024-01-07,91.03633789905649
2024-01-08,87.00511723042831
2024-01-09,99.09877923631288
2024-01-10,91.03633789905649
2024-01-11,84.1486381564183
2024-01-12,81.29215908240829
2024-01-13,80.1174174877901
2024-01-14,80.1174174877901
2024-01-15,88.1798588250465
2024-01-16,93.38582108829286
2024-01-17,88.1798588250465
2024-01-18,78.94267589317192
2024-01-19,79.61042160301645
2024-01-20,77.76793429855375
2024-01-21,80.12948518134152
2024-01-22,81.46497660103054
2024-01-23,82.80046802071956
2024-01-24,84.1359594404086
2024-01-25,77.45850234196347
2024-01-26,74.78751950258541
2024-01-27,76.12301092227445
2024-01-28,80.12948518134152
2024-01-29,82.80046802071956
2024-01-30,85.47145086009762
2024-01-31,78.79399376165249
2024-02-01,78.79399376165249
2024-02-02,73.45202808289639
2024-02-03,74.78751950258541
2024-02-04,82.80046802071956
2024-02-05,86.80694227978664
2024-02-06,82.80046802071956
2024-02-07,80.12948518134152
2024-02-08,72.11653666320737
2024-02-09,73.45202808289639
2024-02-10,72.11653666320737
2024-02-11,74.78751950258541
2024-02-12,69.44555382382931
2024-02-13,85.47145086009762
2024-02-14,72.11653666320737
2024-02-15,73.45202808289639
2024-02-16,74.78751950258541
2024-02-17,76.12301092227445
2024-02-18,78.79399376165249
2024-02-19,85.47145086009762
2024-02-20,81.46497660103054
2024-02-21,78.79399376165249
2024-02-22,78.79399376165249
2024-02-23,76.12301092227445
2024-02-24,78.79399376165249
2024-02-25,84.1359594404086
2024-02-26,82.80046802071956
2024-02-27,81.46497660103054
2024-02-28,78.79399376165249
2024-02-29,77.45850234196347
2024-03-01,76.12301092227445
2024-03-02,78.79399376165249
2024-03-03,88.14243369947567
2024-03-04,81.46497660103054
2024-03-05,84.1359594404086
2024-03-06,84.1359594404086
2024-03-07,81.46497660103054
2024-03-08,77.45850234196347
2024-03-09,77.45850234196347
2024-03-10,90.81341653885372
2024-03-11,86.80694227978664
2024-03-12,88.14243369947567
2024-03-13,85.47145086009762
2024-03-14,80.12948518134152
2024-03-15,74.78751950258541
2024-03-16,77.45850234196347
2024-03-17,84.1359594404086
2024-03-18,80.12948518134152
2024-03-19,82.80046802071956
2024-03-20,82.80046802071956
2024-03-21,74.78751950258541
2024-03-22,73.45202808289639
2024-03-23,74.78751950258541
2024-03-24,81.46497660103054
2024-03-25,77.45850234196347
2024-03-26,76.12301092227445
2024-03-27,77.45850234196347
2024-03-28,76.12301092227445
2024-03-29,69.44555382382931
2024-03-30,66.77457098445126
2024-03-31,74.78751950258541
2024-04-01,77.45850234196347
2024-04-02,81.46497660103054
2024-04-03,78.79399376165249
2024-04-04,74.78751950258541
2024-04-05,73.45202808289639
2024-04-06,68.1100624041403
2024-04-07,72.11653666320737
2024-04-08,69.44555382382931
2024-04-09,73.45202808289639
2024-04-10,74.78751950258541
2024-04-11,72.11653666320737
2024-04-12,70.78104524351834
2024-04-13,66.77457098445126
2024-04-14,74.78751950258541
2024-04-15,74.78751950258541
2024-04-16,74.78751950258541
2024-04-17,76.12301092227445
2024-04-18,77.45850234196347
2024-04-19,68.1100624041403
2024-04-20,68.1100624041403
2024-04-21,77.45850234196347
2024-04-22,76.12301092227445
2024-04-23,72.11653666320737
2024-04-24,74.78751950258541
2024-04-25,77.45850234196347
2024-04-26,66.77457098445126
2024-04-27,66.77457098445126
2024-04-28,76.12301092227445
2024-04-29,78.79399376165249
2024-04-30,77.45850234196347
2024-05-01,74.78751950258541
2024-05-02,72.11653666320737
2024-05-03,68.1100624041403
2024-05-04,66.77457098445126
2024-05-05,73.45202808289639
2024-05-06,74.78751950258541
2024-05-07,77.45850234196347
2024-05-08,76.12301092227445
2024-05-09,78.79399376165249
2024-05-10,72.11653666320737
2024-05-11,68.1100624041403
2024-05-12,70.78104524351834
2024-05-13,78.79399376165249
2024-05-14,80.12948518134152
2024-05-15,77.45850234196347
2024-05-16,80.12948518134152
2024-05-17,69.44555382382931
2024-05-18,74.78751950258541
2024-05-19,76.12301092227445
2024-05-20,77.45850234196347
2024-05-21,78.79399376165249
2024-05-22,77.45850234196347
2024-05-23,76.12301092227445
2024-05-24,74.78751950258541
2024-05-25,68.1100624041403
2024-05-26,70.78104524351834
2024-05-27,81.46497660103054
2024-05-28,81.46497660103054
2024-05-29,82.80046802071956
2024-05-30,74.78751950258541
2024-05-31,74.78751950258541
2024-06-01,73.45202808289639
2024-06-02,80.12948518134152
2024-06-03,84.1359594404086
2024-06-04,84.1359594404086
2024-06-05,85.47145086009762
2024-06-06,80.12948518134152
2024-06-07,74.78751950258541
2024-06-08,74.78751950258541
2024-06-09,84.1359594404086
2024-06-10,85.47145086009762
2024-06-11,89.4779251191647
2024-06-12,86.80694227978664
2024-06-13,85.47145086009762
2024-06-14,80.12948518134152
2024-06-15,74.78751950258541
2024-06-16,78.79399376165249
2024-06-17,82.80046802071956
2024-06-18,82.80046802071956
2024-06-19,84.1359594404086
2024-06-20,80.12948518134152
2024-06-21,76.12301092227445
2024-06-22,76.12301092227445
2024-06-23,85.47145086009762
2024-06-24,90.81341653885372
2024-06-25,89.4779251191647
2024-06-26,84.1359594404086
2024-06-27,80.12948518134152
2024-06-28,76.12301092227445
2024-06-29,73.45202808289639
2024-06-30,82.80046802071956
2024-07-01,85.47145086009762
2024-07-02,85.47145086009762
2024-07-03,78.79399376165249
2024-07-04,74.78751950258541
2024-07-05,73.45202808289639
2024-07-06,74.78751950258541
2024-07-07,82.80046802071956
2024-07-08,86.80694227978664
2024-07-09,82.80046802071956
2024-07-10,84.1359594404086
2024-07-11,81.46497660103054
2024-07-12,76.12301092227445
2024-07-13,73.45202808289639
2024-07-14,72.11653666320737
2024-07-15,77.45850234196347
2024-07-16,84.1359594404086
2024-07-17,81.46497660103054
2024-07-18,82.80046802071956
2024-07-19,133.54914196890252
2024-07-20,101.49734789636592
2024-07-21,97.49087363729885
2024-07-22,100.1618564766769
2024-07-23,98.82636505698787
2024-07-24,90.81341653885372
2024-07-25,80.12948518134152
2024-07-26,74.78751950258541
2024-07-27,68.1100624041403
2024-07-28,74.78751950258541
2024-07-29,80.12948518134152
2024-07-30,76.12301092227445
2024-07-31,76.12301092227445
2024-08-01,74.78751950258541
2024-08-02,77.45850234196347
2024-08-03,77.45850234196347
2024-08-04,92.14890795854275
2024-08-05,89.4779251191647
2024-08-06,84.1359594404086
2024-08-07,84.1359594404086
2024-08-08,77.45850234196347
2024-08-09,76.12301092227445
2024-08-10,68.1100624041403
2024-08-11,76.12301092227445
2024-08-12,77.45850234196347
2024-08-13,82.80046802071956
2024-08-14,74.78751950258541
2024-08-15,78.79399376165249
2024-08-16,70.78104524351834
2024-08-17,69.44555382382931
2024-08-18,79.99654033413266
2024-08-19,82.86787012857022
2024-08-20,82.86787012857022
2024-08-21,76.45746482985058
2024-08-22,74.76582687017371
2024-08-23,71.22675136589164
2024-08-24,71.22675136589164
2024-08-25,75.94551870493441
2024-08-26,77.1252105396951
2024-08-27,74.76582687017371
2024-08-28,74.76582687017371
2024-08-29,71.89449707573615
2024-08-30,70.71480524097547
2024-08-31,66.6637836117772
2024-09-01,69.53511340621478
2024-09-02,78.81684849937196
2024-09-03,81.68817829380953
2024-09-04,74.76582687017371
2024-09-05,71.22675136589164
2024-09-06,64.30439994225583
2024-09-07,67.1757297366934
2024-09-08,71.89449707573615
2024-09-09,70.71480524097547
2024-09-10,78.81684849937196
2024-09-11,70.71480524097547
2024-09-12,71.89449707573615
2024-09-13,64.30439994225583
2024-09-14,64.30439994225583
2024-09-15,67.1757297366934
2024-09-16,67.1757297366934
2024-09-17,75.76802648759437
2024-09-18,72.6963497380973
2024-09-19,67.57688848893552
2024-09-20,66.55299623910317
2024-09-21,65.52910398927081
2024-09-22,67.57688848893552
2024-09-23,72.6963497380973
2024-09-24,75.76802648759437
2024-09-25,71.67245748826495
2024-09-26,73.72024198792965
2024-09-27,66.55299623910317
2024-09-28,64.50521173943845
2024-09-29,71.67245748826495
2024-09-30,71.67245748826495
2024-10-01,72.6963497380973
2024-10-02,73.72024198792965
2024-10-03,69.62467298860024
2024-10-04,65.52910398927081
2024-10-05,66.55299623910317
2024-10-06,72.6963497380973
2024-10-07,77.81581098725908
2024-10-08,75.76802648759437
2024-10-09,71.67245748826495
