Time,lainey_wilson
2022-05-19,4.0
2022-05-20,20.0
2022-05-21,9.0
2022-05-22,7.0
2022-05-23,5.0
2022-05-24,15.0
2022-05-25,4.0
2022-05-26,5.0
2022-05-27,13.0
2022-05-28,8.0
2022-05-29,5.0
2022-05-30,5.0
2022-05-31,3.0
2022-06-01,3.0
2022-06-02,6.0
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,5.0
2022-06-06,5.0
2022-06-07,3.0
2022-06-08,4.0
2022-06-09,5.0
2022-06-10,6.0
2022-06-11,24.0
2022-06-12,14.0
2022-06-13,10.0
2022-06-14,9.0
2022-06-15,8.0
2022-06-16,6.0
2022-06-17,9.0
2022-06-18,10.0
2022-06-19,8.0
2022-06-20,5.0
2022-06-21,4.0
2022-06-22,3.0
2022-06-23,3.0
2022-06-24,4.0
2022-06-25,3.0
2022-06-26,10.0
2022-06-27,5.0
2022-06-28,4.0
2022-06-29,5.0
2022-06-30,5.0
2022-07-01,4.0
2022-07-02,7.0
2022-07-03,8.0
2022-07-04,6.0
2022-07-05,6.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,3.0
2022-07-09,6.0
2022-07-10,4.0
2022-07-11,5.0
2022-07-12,3.0
2022-07-13,5.0
2022-07-14,3.0
2022-07-15,4.0
2022-07-16,6.0
2022-07-17,7.0
2022-07-18,4.0
2022-07-19,9.0
2022-07-20,8.0
2022-07-21,6.0
2022-07-22,5.0
2022-07-23,7.0
2022-07-24,7.0
2022-07-25,7.0
2022-07-26,5.0
2022-07-27,6.0
2022-07-28,15.0
2022-07-29,12.0
2022-07-30,8.0
2022-07-31,7.0
2022-08-01,3.0
2022-08-02,4.0
2022-08-03,6.0
2022-08-04,41.0
2022-08-05,8.0
2022-08-06,10.0
2022-08-07,7.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,5.0
2022-08-11,4.0
2022-08-12,6.0
2022-08-13,4.0
2022-08-14,7.0
2022-08-15,4.0
2022-08-16,4.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,6.0
2022-08-20,6.0
2022-08-21,7.0
2022-08-22,4.0
2022-08-23,5.0
2022-08-24,6.0
2022-08-25,6.0
2022-08-26,23.0
2022-08-27,19.0
2022-08-28,15.0
2022-08-29,11.166666666666666
2022-08-30,11.166666666666666
2022-08-31,7.333333333333333
2022-09-01,6.833333333333333
2022-09-02,6.833333333333333
2022-09-03,10.666666666666666
2022-09-04,10.666666666666666
2022-09-05,10.666666666666666
2022-09-06,5.833333333333333
2022-09-07,17.0
2022-09-08,16.5
2022-09-09,11.166666666666666
2022-09-10,16.5
2022-09-11,11.166666666666666
2022-09-12,10.666666666666666
2022-09-13,6.833333333333333
2022-09-14,83.16666666666666
2022-09-15,17.0
2022-09-16,16.5
2022-09-17,16.5
2022-09-18,17.0
2022-09-19,7.333333333333333
2022-09-20,6.833333333333333
2022-09-21,7.333333333333333
2022-09-22,18.0
2022-09-23,23.833333333333332
2022-09-24,12.666666666666666
2022-09-25,11.666666666666666
2022-09-26,10.666666666666666
2022-09-27,6.333333333333333
2022-09-28,5.666666666666666
2022-09-29,11.333333333333332
2022-09-30,5.666666666666666
2022-10-01,11.333333333333332
2022-10-02,11.333333333333332
2022-10-03,5.666666666666666
2022-10-04,5.666666666666666
2022-10-05,5.666666666666666
2022-10-06,11.333333333333332
2022-10-07,11.333333333333332
2022-10-08,17.0
2022-10-09,11.333333333333332
2022-10-10,5.666666666666666
2022-10-11,11.333333333333332
2022-10-12,11.333333333333332
2022-10-13,11.333333333333332
2022-10-14,11.333333333333332
2022-10-15,45.33333333333333
2022-10-16,22.666666666666664
2022-10-17,11.333333333333332
2022-10-18,11.333333333333332
2022-10-19,5.666666666666666
2022-10-20,11.333333333333332
2022-10-21,11.333333333333332
2022-10-22,11.333333333333332
2022-10-23,11.333333333333332
2022-10-24,11.333333333333332
2022-10-25,5.666666666666666
2022-10-26,11.333333333333332
2022-10-27,11.333333333333332
2022-10-28,45.33333333333333
2022-10-29,39.666666666666664
2022-10-30,39.666666666666664
2022-10-31,17.0
2022-11-01,17.0
2022-11-02,22.666666666666664
2022-11-03,17.0
2022-11-04,17.0
2022-11-05,17.0
2022-11-06,17.0
2022-11-07,17.0
2022-11-08,28.33333333333333
2022-11-09,22.666666666666664
2022-11-10,566.6666666666666
2022-11-11,192.66666666666666
2022-11-12,124.66666666666666
2022-11-13,101.99999999999999
2022-11-14,288.99999999999994
2022-11-15,101.99999999999999
2022-11-16,56.66666666666666
2022-11-17,45.33333333333333
2022-11-18,39.666666666666664
2022-11-19,45.33333333333333
2022-11-20,39.666666666666664
2022-11-21,90.66666666666666
2022-11-22,56.66666666666666
2022-11-23,45.33333333333333
2022-11-24,39.666666666666664
2022-11-25,28.33333333333333
2022-11-26,28.33333333333333
2022-11-27,34.0
2022-11-28,50.99999999999999
2022-11-29,28.33333333333333
2022-11-30,22.666666666666664
2022-12-01,28.33333333333333
2022-12-02,22.666666666666664
2022-12-03,28.33333333333333
2022-12-04,34.0
2022-12-05,56.66666666666666
2022-12-06,34.0
2022-12-07,28.33333333333333
2022-12-08,28.33333333333333
2022-12-09,28.33333333333333
2022-12-10,34.0
2022-12-11,34.0
2022-12-12,226.66666666666663
2022-12-13,136.0
2022-12-14,113.33333333333331
2022-12-15,90.66666666666666
2022-12-16,107.66666666666666
2022-12-17,136.0
2022-12-18,130.33333333333331
2022-12-19,277.66666666666663
2022-12-20,254.99999999999997
2022-12-21,368.3333333333333
2022-12-22,311.66666666666663
2022-12-23,254.99999999999997
2022-12-24,147.33333333333331
2022-12-25,147.33333333333331
2022-12-26,152.99999999999997
2022-12-27,130.33333333333331
2022-12-28,118.99999999999999
2022-12-29,101.99999999999999
2022-12-30,101.99999999999999
2022-12-31,96.33333333333333
2023-01-01,237.99999999999997
2023-01-02,260.66666666666663
2023-01-03,158.66666666666666
2023-01-04,107.66666666666666
2023-01-05,90.66666666666666
2023-01-06,90.66666666666666
2023-01-07,124.66666666666666
2023-01-08,113.33333333333331
2023-01-09,84.99999999999999
2023-01-10,73.66666666666666
2023-01-11,79.33333333333333
2023-01-12,56.66666666666666
2023-01-13,68.0
2023-01-14,73.66666666666666
2023-01-15,73.66666666666666
2023-01-16,56.66666666666666
2023-01-17,45.33333333333333
2023-01-18,50.99999999999999
2023-01-19,50.99999999999999
2023-01-20,50.99999999999999
2023-01-21,68.0
2023-01-22,62.33333333333333
2023-01-23,39.666666666666664
2023-01-24,39.666666666666664
2023-01-25,45.33333333333333
2023-01-26,50.99999999999999
2023-01-27,50.99999999999999
2023-01-28,56.66666666666666
2023-01-29,56.66666666666666
2023-01-30,45.33333333333333
2023-01-31,39.666666666666664
2023-02-01,39.666666666666664
2023-02-02,45.33333333333333
2023-02-03,56.66666666666666
2023-02-04,68.0
2023-02-05,62.33333333333333
2023-02-06,45.33333333333333
2023-02-07,39.666666666666664
2023-02-08,34.0
2023-02-09,39.666666666666664
2023-02-10,45.33333333333333
2023-02-11,62.33333333333333
2023-02-12,50.99999999999999
2023-02-13,34.0
2023-02-14,90.66666666666666
2023-02-15,96.33333333333333
2023-02-16,73.66666666666666
2023-02-17,73.66666666666666
2023-02-18,84.99999999999999
2023-02-19,79.33333333333333
2023-02-20,62.33333333333333
2023-02-21,73.66666666666666
2023-02-22,50.99999999999999
2023-02-23,45.33333333333333
2023-02-24,50.99999999999999
2023-02-25,56.66666666666666
2023-02-26,62.33333333333333
2023-02-27,50.99999999999999
2023-02-28,39.666666666666664
2023-03-01,39.666666666666664
2023-03-02,50.99999999999999
2023-03-03,50.99999999999999
2023-03-04,56.66666666666666
2023-03-05,68.0
2023-03-06,50.99999999999999
2023-03-07,62.33333333333333
2023-03-08,68.0
2023-03-09,50.99999999999999
2023-03-10,50.99999999999999
2023-03-11,62.33333333333333
2023-03-12,56.66666666666666
2023-03-13,39.666666666666664
2023-03-14,39.666666666666664
2023-03-15,39.666666666666664
2023-03-16,56.66666666666666
2023-03-17,50.99999999999999
2023-03-18,62.33333333333333
2023-03-19,56.66666666666666
2023-03-20,45.33333333333333
2023-03-21,45.33333333333333
2023-03-22,39.666666666666664
2023-03-23,45.33333333333333
2023-03-24,45.33333333333333
2023-03-25,56.66666666666666
2023-03-26,73.66666666666666
2023-03-27,50.99999999999999
2023-03-28,45.33333333333333
2023-03-29,34.0
2023-03-30,39.666666666666664
2023-03-31,62.33333333333333
2023-04-01,68.0
2023-04-02,62.33333333333333
2023-04-03,390.99999999999994
2023-04-04,96.33333333333333
2023-04-05,56.66666666666666
2023-04-06,56.66666666666666
2023-04-07,79.33333333333333
2023-04-08,79.33333333333333
2023-04-09,96.33333333333333
2023-04-10,50.99999999999999
2023-04-11,50.99999999999999
2023-04-12,39.666666666666664
2023-04-13,45.33333333333333
2023-04-14,50.99999999999999
2023-04-15,68.0
2023-04-16,79.33333333333333
2023-04-17,45.33333333333333
2023-04-18,39.666666666666664
2023-04-19,39.666666666666664
2023-04-20,39.666666666666664
2023-04-21,39.666666666666664
2023-04-22,62.33333333333333
2023-04-23,68.0
2023-04-24,45.33333333333333
2023-04-25,39.666666666666664
2023-04-26,41.87037037037037
2023-04-27,51.944444444444436
2023-04-28,62.01851851851851
2023-04-29,72.09259259259258
2023-04-30,79.33333333333331
2023-05-01,79.33333333333331
2023-05-02,44.703703703703695
2023-05-03,37.46296296296296
2023-05-04,37.46296296296296
2023-05-05,41.87037037037037
2023-05-06,51.944444444444436
2023-05-07,51.944444444444436
2023-05-08,41.87037037037037
2023-05-09,34.629629629629626
2023-05-10,41.87037037037037
2023-05-11,44.703703703703695
2023-05-12,321.7407407407407
2023-05-13,207.77777777777774
2023-05-14,151.4259259259259
2023-05-15,79.33333333333331
2023-05-16,69.25925925925925
2023-05-17,59.185185185185176
2023-05-18,54.77777777777777
2023-05-19,62.01851851851851
2023-05-20,69.25925925925925
2023-05-21,62.01851851851851
2023-05-22,186.05555555555554
2023-05-23,79.33333333333331
2023-05-24,54.77777777777777
2023-05-25,51.944444444444436
2023-05-26,44.07407407407406
2023-05-27,52.88888888888888
2023-05-28,52.88888888888888
2023-05-29,61.703703703703695
2023-05-30,52.88888888888888
2023-05-31,44.07407407407406
2023-06-01,44.07407407407406
2023-06-02,61.703703703703695
2023-06-03,52.88888888888888
2023-06-04,61.703703703703695
2023-06-05,52.88888888888888
2023-06-06,52.88888888888888
2023-06-07,61.703703703703695
2023-06-08,79.33333333333331
2023-06-09,96.96296296296295
2023-06-10,114.59259259259257
2023-06-11,123.40740740740739
2023-06-12,88.14814814814812
2023-06-13,79.33333333333331
2023-06-14,79.33333333333331
2023-06-15,70.5185185185185
2023-06-16,61.703703703703695
2023-06-17,70.5185185185185
2023-06-18,88.14814814814812
2023-06-19,70.5185185185185
2023-06-20,61.703703703703695
2023-06-21,61.703703703703695
2023-06-22,88.14814814814812
2023-06-23,70.5185185185185
2023-06-24,70.5185185185185
2023-06-25,70.5185185185185
2023-06-26,44.07407407407406
2023-06-27,44.07407407407406
2023-06-28,44.07407407407406
2023-06-29,44.07407407407406
2023-06-30,52.88888888888888
2023-07-01,61.703703703703695
2023-07-02,61.703703703703695
2023-07-03,52.88888888888888
2023-07-04,52.88888888888888
2023-07-05,132.2222222222222
2023-07-06,70.5185185185185
2023-07-07,61.703703703703695
2023-07-08,96.96296296296295
2023-07-09,70.5185185185185
2023-07-10,52.88888888888888
2023-07-11,88.14814814814812
2023-07-12,70.5185185185185
2023-07-13,70.5185185185185
2023-07-14,70.5185185185185
2023-07-15,88.14814814814812
2023-07-16,79.33333333333331
2023-07-17,61.703703703703695
2023-07-18,61.703703703703695
2023-07-19,70.5185185185185
2023-07-20,193.9259259259259
2023-07-21,88.14814814814812
2023-07-22,88.14814814814812
2023-07-23,79.33333333333331
2023-07-24,61.703703703703695
2023-07-25,52.88888888888888
2023-07-26,52.88888888888888
2023-07-27,61.703703703703695
2023-07-28,61.703703703703695
2023-07-29,70.5185185185185
2023-07-30,70.5185185185185
2023-07-31,52.88888888888888
2023-08-01,44.07407407407406
2023-08-02,44.07407407407406
2023-08-03,52.88888888888888
2023-08-04,52.88888888888888
2023-08-05,52.88888888888888
2023-08-06,61.703703703703695
2023-08-07,52.88888888888888
2023-08-08,44.07407407407406
2023-08-09,52.88888888888888
2023-08-10,52.88888888888888
2023-08-11,61.703703703703695
2023-08-12,70.5185185185185
2023-08-13,61.703703703703695
2023-08-14,52.88888888888888
2023-08-15,52.88888888888888
2023-08-16,44.07407407407406
2023-08-17,44.07407407407406
2023-08-18,44.07407407407406
2023-08-19,61.703703703703695
2023-08-20,61.703703703703695
2023-08-21,35.25925925925925
2023-08-22,44.07407407407406
2023-08-23,52.88888888888888
2023-08-24,52.88888888888888
2023-08-25,52.88888888888888
2023-08-26,44.07407407407406
2023-08-27,52.88888888888888
2023-08-28,44.07407407407406
2023-08-29,61.703703703703695
2023-08-30,88.14814814814812
2023-08-31,52.88888888888888
2023-09-01,44.07407407407406
2023-09-02,61.703703703703695
2023-09-03,70.5185185185185
2023-09-04,61.703703703703695
2023-09-05,35.25925925925925
2023-09-06,35.25925925925925
2023-09-07,52.88888888888888
2023-09-08,61.703703703703695
2023-09-09,61.703703703703695
2023-09-10,44.07407407407406
2023-09-11,35.25925925925925
2023-09-12,35.25925925925925
2023-09-13,35.25925925925925
2023-09-14,35.25925925925925
2023-09-15,44.07407407407406
2023-09-16,44.07407407407406
2023-09-17,44.07407407407406
2023-09-18,35.25925925925925
2023-09-19,35.25925925925925
2023-09-20,35.25925925925925
2023-09-21,35.25925925925925
2023-09-22,44.07407407407406
2023-09-23,52.88888888888888
2023-09-24,44.07407407407406
2023-09-25,35.25925925925925
2023-09-26,44.07407407407406
2023-09-27,44.07407407407406
2023-09-28,44.07407407407406
2023-09-29,141.037037037037
2023-09-30,70.5185185185185
2023-10-01,61.703703703703695
2023-10-02,35.25925925925925
2023-10-03,44.07407407407406
2023-10-04,35.25925925925925
2023-10-05,44.07407407407406
2023-10-06,35.25925925925925
2023-10-07,44.07407407407406
2023-10-08,44.07407407407406
2023-10-09,44.07407407407406
2023-10-10,26.44444444444444
2023-10-11,35.25925925925925
2023-10-12,35.25925925925925
2023-10-13,35.25925925925925
2023-10-14,44.07407407407406
2023-10-15,44.07407407407406
2023-10-16,35.25925925925925
2023-10-17,26.44444444444444
2023-10-18,35.25925925925925
2023-10-19,44.07407407407406
2023-10-20,70.5185185185185
2023-10-21,70.5185185185185
2023-10-22,52.88888888888888
2023-10-23,52.88888888888888
2023-10-24,44.07407407407406
2023-10-25,44.07407407407406
2023-10-26,52.88888888888888
2023-10-27,61.703703703703695
2023-10-28,61.703703703703695
2023-10-29,52.88888888888888
2023-10-30,35.25925925925925
2023-10-31,44.07407407407406
2023-11-01,35.25925925925925
2023-11-02,44.07407407407406
2023-11-03,35.25925925925925
2023-11-04,44.07407407407406
2023-11-05,44.07407407407406
2023-11-06,35.25925925925925
2023-11-07,35.25925925925925
2023-11-08,52.88888888888888
2023-11-09,881.4814814814813
2023-11-10,352.5925925925925
2023-11-11,211.55555555555551
2023-11-12,167.48148148148144
2023-11-13,114.59259259259257
2023-11-14,149.85185185185182
2023-11-15,96.96296296296295
2023-11-16,79.33333333333331
2023-11-17,123.40740740740739
2023-11-18,132.2222222222222
2023-11-19,96.96296296296295
2023-11-20,88.14814814814812
2023-11-21,88.14814814814812
2023-11-22,70.5185185185185
2023-11-23,96.96296296296295
2023-11-24,70.5185185185185
2023-11-25,70.5185185185185
2023-11-26,70.5185185185185
2023-11-27,52.88888888888888
2023-11-28,52.88888888888888
2023-11-29,61.703703703703695
2023-11-30,114.59259259259257
2023-12-01,79.33333333333331
2023-12-02,70.5185185185185
2023-12-03,52.88888888888888
2023-12-04,44.07407407407406
2023-12-05,52.88888888888888
2023-12-06,44.07407407407406
2023-12-07,44.07407407407406
2023-12-08,44.07407407407406
2023-12-09,52.88888888888888
2023-12-10,52.88888888888888
2023-12-11,35.25925925925925
2023-12-12,35.25925925925925
2023-12-13,44.07407407407406
2023-12-14,44.07407407407406
2023-12-15,79.33333333333331
2023-12-16,70.5185185185185
2023-12-17,61.703703703703695
2023-12-18,44.07407407407406
2023-12-19,44.07407407407406
2023-12-20,44.07407407407406
2023-12-21,52.88888888888888
2023-12-22,60.144159544159535
2023-12-23,52.48205128205127
2023-12-24,44.81994301994301
2023-12-25,63.39886039886039
2023-12-26,52.48205128205127
2023-12-27,52.48205128205127
2023-12-28,52.48205128205127
2023-12-29,52.48205128205127
2023-12-30,60.144159544159535
2023-12-31,60.144159544159535
2024-01-01,647.2108262108261
2024-01-02,97.30199430199428
2024-01-03,52.48205128205127
2024-01-04,52.48205128205127
2024-01-05,55.73675213675213
2024-01-06,63.39886039886039
2024-01-07,52.48205128205127
2024-01-08,37.157834757834756
2024-01-09,37.157834757834756
2024-01-10,37.157834757834756
2024-01-11,37.157834757834756
2024-01-12,55.73675213675213
2024-01-13,44.81994301994301
2024-01-14,71.06096866096865
2024-01-15,89.63988603988602
2024-01-16,44.81994301994301
2024-01-17,41.56524216524216
2024-01-18,41.56524216524216
2024-01-19,44.81994301994301
2024-01-20,52.48205128205127
2024-01-21,45.56581196581197
2024-01-22,32.547008547008545
2024-01-23,39.05641025641026
2024-01-24,39.05641025641026
2024-01-25,39.05641025641026
2024-01-26,39.05641025641026
2024-01-27,45.56581196581197
2024-01-28,32.547008547008545
2024-01-29,32.547008547008545
2024-01-30,32.547008547008545
2024-01-31,32.547008547008545
2024-02-01,32.547008547008545
2024-02-02,45.56581196581197
2024-02-03,65.09401709401709
2024-02-04,52.075213675213675
2024-02-05,416.6017094017094
2024-02-06,84.62222222222222
2024-02-07,52.075213675213675
2024-02-08,39.05641025641026
2024-02-09,39.05641025641026
2024-02-10,45.56581196581197
2024-02-11,45.56581196581197
2024-02-12,45.56581196581197
2024-02-13,32.547008547008545
2024-02-14,32.547008547008545
2024-02-15,32.547008547008545
2024-02-16,39.05641025641026
2024-02-17,45.56581196581197
2024-02-18,45.56581196581197
2024-02-19,136.6974358974359
2024-02-20,65.09401709401709
2024-02-21,52.075213675213675
2024-02-22,91.13162393162393
2024-02-23,58.58461538461538
2024-02-24,45.56581196581197
2024-02-25,45.56581196581197
2024-02-26,32.547008547008545
2024-02-27,32.547008547008545
2024-02-28,39.05641025641026
2024-02-29,32.547008547008545
2024-03-01,39.05641025641026
2024-03-02,45.56581196581197
2024-03-03,45.56581196581197
2024-03-04,32.547008547008545
2024-03-05,58.58461538461538
2024-03-06,45.56581196581197
2024-03-07,45.56581196581197
2024-03-08,52.075213675213675
2024-03-09,84.62222222222222
2024-03-10,71.6034188034188
2024-03-11,39.05641025641026
2024-03-12,32.547008547008545
2024-03-13,32.547008547008545
2024-03-14,32.547008547008545
2024-03-15,32.547008547008545
2024-03-16,45.56581196581197
2024-03-17,45.56581196581197
2024-03-18,32.547008547008545
2024-03-19,26.037606837606837
2024-03-20,32.547008547008545
2024-03-21,32.547008547008545
2024-03-22,32.547008547008545
2024-03-23,45.56581196581197
2024-03-24,32.547008547008545
2024-03-25,26.037606837606837
2024-03-26,26.037606837606837
2024-03-27,26.037606837606837
2024-03-28,26.037606837606837
2024-03-29,26.037606837606837
2024-03-30,39.05641025641026
2024-03-31,39.05641025641026
2024-04-01,32.547008547008545
2024-04-02,58.58461538461538
2024-04-03,32.547008547008545
2024-04-04,32.547008547008545
2024-04-05,45.56581196581197
2024-04-06,52.075213675213675
2024-04-07,58.58461538461538
2024-04-08,240.84786324786324
2024-04-09,71.6034188034188
2024-04-10,52.075213675213675
2024-04-11,65.09401709401709
2024-04-12,58.58461538461538
2024-04-13,52.075213675213675
2024-04-14,45.56581196581197
2024-04-15,32.547008547008545
2024-04-16,26.037606837606837
2024-04-17,32.547008547008545
2024-04-18,32.547008547008545
2024-04-19,26.037606837606837
2024-04-20,39.05641025641026
2024-04-21,45.56581196581197
2024-04-22,26.037606837606837
2024-04-23,26.037606837606837
2024-04-24,26.037606837606837
2024-04-25,32.547008547008545
2024-04-26,32.547008547008545
2024-04-27,39.05641025641026
2024-04-28,45.56581196581197
2024-04-29,26.037606837606837
2024-04-30,26.037606837606837
2024-05-01,32.547008547008545
2024-05-02,32.547008547008545
2024-05-03,39.05641025641026
2024-05-04,39.05641025641026
2024-05-05,39.05641025641026
2024-05-06,39.05641025641026
2024-05-07,39.05641025641026
2024-05-08,39.05641025641026
2024-05-09,39.05641025641026
2024-05-10,39.05641025641026
2024-05-11,52.075213675213675
2024-05-12,45.56581196581197
2024-05-13,32.547008547008545
2024-05-14,39.05641025641026
2024-05-15,32.547008547008545
2024-05-16,32.547008547008545
2024-05-17,130.18803418803418
2024-05-18,84.62222222222222
2024-05-19,84.62222222222222
2024-05-20,52.075213675213675
2024-05-21,39.05641025641026
2024-05-22,156.22564102564104
2024-05-23,58.58461538461538
2024-05-24,45.56581196581197
2024-05-25,52.075213675213675
2024-05-26,52.075213675213675
2024-05-27,52.075213675213675
2024-05-28,52.075213675213675
2024-05-29,97.64102564102564
2024-05-30,104.15042735042735
2024-05-31,78.11282051282052
2024-06-01,97.64102564102564
2024-06-02,84.62222222222222
2024-06-03,58.58461538461538
2024-06-04,52.075213675213675
2024-06-05,52.075213675213675
2024-06-06,45.56581196581197
2024-06-07,65.09401709401709
2024-06-08,71.6034188034188
2024-06-09,78.11282051282052
2024-06-10,52.075213675213675
2024-06-11,39.05641025641026
2024-06-12,39.05641025641026
2024-06-13,39.05641025641026
2024-06-14,58.58461538461538
2024-06-15,65.09401709401709
2024-06-16,58.58461538461538
2024-06-17,45.56581196581197
2024-06-18,32.547008547008545
2024-06-19,45.56581196581197
2024-06-20,58.58461538461538
2024-06-21,65.09401709401709
2024-06-22,58.58461538461538
2024-06-23,52.075213675213675
2024-06-24,39.05641025641026
2024-06-25,143.2068376068376
2024-06-26,136.6974358974359
2024-06-27,65.09401709401709
2024-06-28,52.075213675213675
2024-06-29,65.09401709401709
2024-06-30,97.64102564102564
2024-07-01,52.075213675213675
2024-07-02,39.05641025641026
2024-07-03,39.05641025641026
2024-07-04,58.58461538461538
2024-07-05,117.16923076923077
2024-07-06,52.075213675213675
2024-07-07,58.58461538461538
2024-07-08,45.56581196581197
2024-07-09,78.11282051282052
2024-07-10,65.09401709401709
2024-07-11,39.05641025641026
2024-07-12,39.05641025641026
2024-07-13,39.05641025641026
2024-07-14,39.05641025641026
2024-07-15,32.547008547008545
2024-07-16,32.547008547008545
2024-07-17,39.05641025641026
2024-07-18,39.05641025641026
2024-07-19,52.075213675213675
2024-07-20,58.58461538461538
2024-07-21,65.09401709401709
2024-07-22,84.62222222222222
2024-07-23,84.62222222222222
2024-07-24,104.15042735042735
2024-07-25,78.11282051282052
2024-07-26,58.58461538461538
2024-07-27,65.09401709401709
2024-07-28,58.58461538461538
2024-07-29,39.05641025641026
2024-07-30,39.05641025641026
2024-07-31,39.05641025641026
2024-08-01,45.56581196581197
2024-08-02,65.09401709401709
2024-08-03,58.58461538461538
2024-08-04,52.075213675213675
2024-08-05,45.56581196581197
2024-08-06,39.05641025641026
2024-08-07,32.547008547008545
2024-08-08,39.05641025641026
2024-08-09,52.075213675213675
2024-08-10,58.58461538461538
2024-08-11,52.075213675213675
2024-08-12,58.58461538461538
2024-08-13,52.075213675213675
2024-08-14,45.56581196581197
2024-08-15,52.075213675213675
2024-08-16,58.58461538461538
2024-08-17,65.09401709401709
2024-08-18,105.77777777777777
2024-08-19,71.6034188034188
2024-08-20,64.768547008547
2024-08-21,64.768547008547
2024-08-22,71.6034188034188
2024-08-23,105.77777777777777
2024-08-24,119.44752136752136
2024-08-25,98.94290598290598
2024-08-26,68.34871794871795
2024-08-27,61.513846153846146
2024-08-28,47.84410256410256
2024-08-29,78.43829059829059
2024-08-30,51.09880341880341
2024-08-31,57.933675213675215
2024-09-01,57.933675213675215
2024-09-02,64.768547008547
2024-09-03,41.00923076923077
2024-09-04,34.174358974358974
2024-09-05,34.174358974358974
2024-09-06,41.00923076923077
2024-09-07,51.09880341880341
2024-09-08,44.263931623931626
2024-09-09,37.42905982905983
2024-09-10,37.42905982905983
2024-09-11,47.84410256410256
2024-09-12,51.09880341880341
2024-09-13,51.09880341880341
2024-09-14,71.6034188034188
2024-09-15,57.933675213675215
2024-09-16,44.263931623931626
2024-09-17,35.8017094017094
2024-09-18,42.96205128205128
2024-09-19,42.96205128205128
2024-09-20,50.12239316239316
2024-09-21,57.28273504273504
2024-09-22,42.96205128205128
2024-09-23,28.64136752136752
2024-09-24,28.64136752136752
2024-09-25,42.96205128205128
2024-09-26,42.96205128205128
2024-09-27,50.12239316239316
2024-09-28,71.6034188034188
2024-09-29,57.28273504273504
2024-09-30,35.8017094017094
2024-10-01,28.64136752136752
