Time,lainey_wilson
2024-10-02,28.64136752136752
2024-10-03,35.8017094017094
2024-10-04,35.8017094017094
2024-10-05,42.96205128205128
2024-10-06,42.96205128205128
2024-10-07,28.64136752136752
2024-10-08,35.8017094017094
2024-10-09,28.64136752136752
2024-10-10,42.96205128205128
2024-10-11,42.96205128205128
2024-10-12,50.12239316239316
2024-10-13,107.40512820512821
2024-10-14,50.12239316239316
2024-10-15,50.12239316239316
2024-10-16,35.8017094017094
2024-10-17,42.96205128205128
2024-10-18,50.12239316239316
2024-10-19,78.76376068376068
2024-10-20,57.28273504273504
2024-10-21,42.96205128205128
2024-10-22,35.8017094017094
2024-10-23,35.8017094017094
2024-10-24,35.8017094017094
2024-10-25,42.96205128205128
2024-10-26,64.44307692307692
2024-10-27,57.28273504273504
2024-10-28,35.8017094017094
2024-10-29,28.64136752136752
2024-10-30,35.8017094017094
2024-10-31,42.96205128205128
2024-11-01,42.96205128205128
2024-11-02,64.44307692307692
2024-11-03,71.6034188034188
2024-11-04,50.12239316239316
2024-11-05,42.96205128205128
2024-11-06,28.64136752136752
2024-11-07,42.96205128205128
2024-11-08,57.28273504273504
2024-11-09,78.76376068376068
2024-11-10,78.76376068376068
2024-11-11,57.28273504273504
2024-11-12,35.8017094017094
2024-11-13,35.8017094017094
2024-11-14,35.8017094017094
2024-11-15,50.12239316239316
2024-11-16,57.28273504273504
2024-11-17,64.44307692307692
2024-11-18,50.12239316239316
2024-11-19,42.96205128205128
2024-11-20,50.12239316239316
2024-11-21,257.77230769230766
2024-11-22,93.08444444444444
2024-11-23,71.6034188034188
2024-11-24,57.28273504273504
2024-11-25,50.12239316239316
2024-11-26,100.24478632478632
2024-11-27,64.44307692307692
2024-11-28,716.034188034188
2024-11-29,264.93264957264955
2024-11-30,121.72581196581196
2024-12-01,78.76376068376068
2024-12-02,50.12239316239316
2024-12-03,50.12239316239316
2024-12-04,42.96205128205128
2024-12-05,35.8017094017094
2024-12-06,35.8017094017094
2024-12-07,50.12239316239316
2024-12-08,50.12239316239316
2024-12-09,42.96205128205128
2024-12-10,42.96205128205128
2024-12-11,28.64136752136752
2024-12-12,35.8017094017094
2024-12-13,35.8017094017094
2024-12-14,50.12239316239316
2024-12-15,50.12239316239316
2024-12-16,200.48957264957264
2024-12-17,136.04649572649572
2024-12-18,78.76376068376068
2024-12-19,64.44307692307692
2024-12-20,57.28273504273504
2024-12-21,64.44307692307692
2024-12-22,57.28273504273504
2024-12-23,42.96205128205128
2024-12-24,50.12239316239316
2024-12-25,42.96205128205128
2024-12-26,42.96205128205128
2024-12-27,42.96205128205128
2024-12-28,50.12239316239316
2024-12-29,42.96205128205128
2024-12-30,35.8017094017094
2024-12-31,50.12239316239316
2025-01-01,272.09299145299144
2025-01-02,42.96205128205128
2025-01-03,42.96205128205128
2025-01-04,57.28273504273504
2025-01-05,42.96205128205128
2025-01-06,28.64136752136752
2025-01-07,28.64136752136752
2025-01-08,35.8017094017094
2025-01-09,28.64136752136752
2025-01-10,28.64136752136752
2025-01-11,35.8017094017094
2025-01-12,42.96205128205128
2025-01-13,28.64136752136752
2025-01-14,28.64136752136752
2025-01-15,21.48102564102564
2025-01-16,21.48102564102564
2025-01-17,28.64136752136752
2025-01-18,35.8017094017094
2025-01-19,28.64136752136752
2025-01-20,21.48102564102564
2025-01-21,21.48102564102564
2025-01-22,28.64136752136752
2025-01-23,28.64136752136752
2025-01-24,35.8017094017094
2025-01-25,35.8017094017094
2025-01-26,35.8017094017094
2025-01-27,28.64136752136752
2025-01-28,35.8017094017094
2025-01-29,28.64136752136752
2025-01-30,21.48102564102564
2025-01-31,71.6034188034188
2025-02-01,71.6034188034188
2025-02-02,57.28273504273504
2025-02-03,221.97059829059828
2025-02-04,128.88615384615383
2025-02-05,85.92410256410255
2025-02-06,71.6034188034188
2025-02-07,78.76376068376068
2025-02-08,71.6034188034188
2025-02-09,57.28273504273504
2025-02-10,35.8017094017094
2025-02-11,35.8017094017094
2025-02-12,35.8017094017094
2025-02-13,243.4516239316239
2025-02-14,143.2068376068376
2025-02-15,121.72581196581196
2025-02-16,107.40512820512821
2025-02-17,57.28273504273504
2025-02-18,50.12239316239316
2025-02-19,50.12239316239316
2025-02-20,35.8017094017094
2025-02-21,42.96205128205128
2025-02-22,57.28273504273504
2025-02-23,50.12239316239316
2025-02-24,35.8017094017094
2025-02-25,28.64136752136752
2025-02-26,28.64136752136752
2025-02-27,28.64136752136752
2025-02-28,28.64136752136752
2025-03-01,42.96205128205128
2025-03-02,35.8017094017094
2025-03-03,21.48102564102564
2025-03-04,28.64136752136752
2025-03-05,28.64136752136752
2025-03-06,28.64136752136752
2025-03-07,28.64136752136752
2025-03-08,42.96205128205128
2025-03-09,42.96205128205128
2025-03-10,28.64136752136752
2025-03-11,28.64136752136752
2025-03-12,21.48102564102564
2025-03-13,28.64136752136752
2025-03-14,35.8017094017094
2025-03-15,35.8017094017094
2025-03-16,50.12239316239316
2025-03-17,35.8017094017094
2025-03-18,28.64136752136752
2025-03-19,35.8017094017094
2025-03-20,85.92410256410255
2025-03-21,42.96205128205128
2025-03-22,50.12239316239316
2025-03-23,50.12239316239316
2025-03-24,28.64136752136752
2025-03-25,28.64136752136752
2025-03-26,28.64136752136752
2025-03-27,28.64136752136752
2025-03-28,35.8017094017094
2025-03-29,35.8017094017094
2025-03-30,57.28273504273504
2025-03-31,28.64136752136752
2025-04-01,28.64136752136752
2025-04-02,21.48102564102564
2025-04-03,28.64136752136752
2025-04-04,28.64136752136752
2025-04-05,35.8017094017094
2025-04-06,42.96205128205128
2025-04-07,28.64136752136752
2025-04-08,28.64136752136752
2025-04-09,21.48102564102564
2025-04-10,28.64136752136752
2025-04-11,21.48102564102564
2025-04-12,28.64136752136752
2025-04-13,28.64136752136752
2025-04-14,21.48102564102564
2025-04-15,28.64136752136752
2025-04-16,36.99509971509971
2025-04-17,28.64136752136752
2025-04-18,34.60831908831909
2025-04-19,34.60831908831909
2025-04-20,28.64136752136752
2025-04-21,26.254586894586893
2025-04-22,22.674415954415956
2025-04-23,26.254586894586893
2025-04-24,20.28763532763533
2025-04-25,22.674415954415956
2025-04-26,28.64136752136752
2025-04-27,28.64136752136752
2025-04-28,20.28763532763533
2025-04-29,22.674415954415956
2025-04-30,20.28763532763533
2025-05-01,28.64136752136752
2025-05-02,22.674415954415956
2025-05-03,28.64136752136752
2025-05-04,42.96205128205128
2025-05-05,28.64136752136752
2025-05-06,28.64136752136752
2025-05-07,22.674415954415956
2025-05-08,26.254586894586893
2025-05-09,151.5605698005698
2025-05-10,85.92410256410255
2025-05-11,63.249686609686606
2025-05-12,36.99509971509971
2025-05-13,28.64136752136752
2025-05-14,28.64136752136752
2025-05-15,28.64136752136752
2025-05-16,28.64136752136752
2025-05-17,33.414928774928775
2025-05-18,33.414928774928775
2025-05-19,28.64136752136752
2025-05-20,23.86780626780627
2025-05-21,28.64136752136752
2025-05-22,23.86780626780627
2025-05-23,42.962051282051284
2025-05-24,38.18849002849003
2025-05-25,38.18849002849003
2025-05-26,33.414928774928775
2025-05-27,109.79190883190884
2025-05-28,33.414928774928775
2025-05-29,33.414928774928775
2025-05-30,33.414928774928775
2025-05-31,42.962051282051284
2025-06-01,42.962051282051284
2025-06-02,23.86780626780627
2025-06-03,28.64136752136752
2025-06-04,23.86780626780627
2025-06-05,28.64136752136752
2025-06-06,33.414928774928775
2025-06-07,42.962051282051284
2025-06-08,33.414928774928775
2025-06-09,28.64136752136752
2025-06-10,23.86780626780627
2025-06-11,28.64136752136752
2025-06-12,28.64136752136752
2025-06-13,28.64136752136752
2025-06-14,38.18849002849003
2025-06-15,42.962051282051284
2025-06-16,28.64136752136752
2025-06-17,28.64136752136752
2025-06-18,23.86780626780627
2025-06-19,33.414928774928775
2025-06-20,33.414928774928775
2025-06-21,38.18849002849003
2025-06-22,33.414928774928775
2025-06-23,28.64136752136752
2025-06-24,28.64136752136752
2025-06-25,28.64136752136752
2025-06-26,38.18849002849003
2025-06-27,62.056296296296296
2025-06-28,42.962051282051284
2025-06-29,38.18849002849003
2025-06-30,28.64136752136752
2025-07-01,23.86780626780627
2025-07-02,23.86780626780627
2025-07-03,28.64136752136752
2025-07-04,33.414928774928775
2025-07-05,52.50917378917379
2025-07-06,33.414928774928775
2025-07-07,33.414928774928775
2025-07-08,33.414928774928775
2025-07-09,23.86780626780627
2025-07-10,23.86780626780627
2025-07-11,23.86780626780627
2025-07-12,33.414928774928775
2025-07-13,33.414928774928775
2025-07-14,38.18849002849003
2025-07-15,42.962051282051284
2025-07-16,38.18849002849003
2025-07-17,33.414928774928775
2025-07-18,38.18849002849003
2025-07-19,42.962051282051284
2025-07-20,52.50917378917379
2025-07-21,33.414928774928775
2025-07-22,28.64136752136752
2025-07-23,28.64136752136752
2025-07-24,28.64136752136752
2025-07-25,28.64136752136752
2025-07-26,33.414928774928775
2025-07-27,33.414928774928775
2025-07-28,23.86780626780627
2025-07-29,23.86780626780627
2025-07-30,28.64136752136752
2025-07-31,33.414928774928775
2025-08-01,33.414928774928775
2025-08-02,33.414928774928775
2025-08-03,38.18849002849003
2025-08-04,33.414928774928775
2025-08-05,33.414928774928775
2025-08-06,28.64136752136752
2025-08-07,28.64136752136752
2025-08-08,33.414928774928775
2025-08-09,38.18849002849003
2025-08-10,38.18849002849003
2025-08-11,33.414928774928775
2025-08-12,33.414928774928775
2025-08-13,33.414928774928775
2025-08-14,38.18849002849003
2025-08-15,66.82985754985755
2025-08-16,71.6034188034188
2025-08-17,71.6034188034188
2025-08-18,38.18849002849003
2025-08-19,33.414928774928775
2025-08-20,33.414928774928775
2025-08-21,42.962051282051284
2025-08-22,52.50917378917379
2025-08-23,71.6034188034188
2025-08-24,62.056296296296296
2025-08-25,33.414928774928775
2025-08-26,23.86780626780627
2025-08-27,28.64136752136752
2025-08-28,71.6034188034188
2025-08-29,52.50917378917379
2025-08-30,52.50917378917379
2025-08-31,47.73561253561254
2025-09-01,52.50917378917379
2025-09-02,42.962051282051284
2025-09-03,33.414928774928775
2025-09-04,42.962051282051284
2025-09-05,42.962051282051284
2025-09-06,52.50917378917379
2025-09-07,42.962051282051284
2025-09-08,38.18849002849003
2025-09-09,38.18849002849003
2025-09-10,33.414928774928775
2025-09-11,38.18849002849003
2025-09-12,71.6034188034188
2025-09-13,71.6034188034188
2025-09-14,57.28273504273504
2025-09-15,95.47122507122508
2025-09-16,71.6034188034188
2025-09-17,38.18849002849003
2025-09-18,42.962051282051284
2025-09-19,57.28273504273504
2025-09-20,85.92410256410257
2025-09-21,66.82985754985755
2025-09-22,38.18849002849003
2025-09-23,33.414928774928775
2025-09-24,33.414928774928775
2025-09-25,47.73561253561254
2025-09-26,57.28273504273504
2025-09-27,66.82985754985755
2025-09-28,42.962051282051284
2025-09-29,33.414928774928775
2025-09-30,38.18849002849003
2025-10-01,33.414928774928775
2025-10-02,52.50917378917379
2025-10-03,66.82985754985755
2025-10-04,71.6034188034188
2025-10-05,62.056296296296296
2025-10-06,33.414928774928775
2025-10-07,33.414928774928775
2025-10-08,42.962051282051284
2025-10-09,52.50917378917379
2025-10-10,62.056296296296296
2025-10-11,71.6034188034188
2025-10-12,57.28273504273504
2025-10-13,33.414928774928775
2025-10-14,28.64136752136752
2025-10-15,33.414928774928775
2025-10-16,42.962051282051284
2025-10-17,57.28273504273504
2025-10-18,66.82985754985755
2025-10-19,57.28273504273504
2025-10-20,28.64136752136752
2025-10-21,23.86780626780627
2025-10-22,38.18849002849003
2025-10-23,33.414928774928775
2025-10-24,42.962051282051284
2025-10-25,62.056296296296296
2025-10-26,47.73561253561254
2025-10-27,28.64136752136752
2025-10-28,28.64136752136752
2025-10-29,28.64136752136752
2025-10-30,28.64136752136752
2025-10-31,28.64136752136752
2025-11-01,42.962051282051284
2025-11-02,42.962051282051284
2025-11-03,23.86780626780627
2025-11-04,19.094245014245015
2025-11-05,28.64136752136752
2025-11-06,28.64136752136752
2025-11-07,42.962051282051284
2025-11-08,66.82985754985755
2025-11-09,42.962051282051284
2025-11-10,23.86780626780627
2025-11-11,23.86780626780627
2025-11-12,23.86780626780627
2025-11-13,23.86780626780627
2025-11-14,23.86780626780627
2025-11-15,38.18849002849003
2025-11-16,38.18849002849003
2025-11-17,28.64136752136752
2025-11-18,28.64136752136752
2025-11-19,47.73561253561254
2025-11-20,477.35612535612535
2025-11-21,157.52752136752136
2025-11-22,109.79190883190884
2025-11-23,71.6034188034188
2025-11-24,52.50917378917379
2025-11-25,38.18849002849003
2025-11-26,42.962051282051284
2025-11-27,281.640113960114
2025-11-28,62.056296296296296
2025-11-29,52.50917378917379
2025-11-30,42.962051282051284
2025-12-01,33.414928774928775
2025-12-02,33.414928774928775
2025-12-03,33.414928774928775
2025-12-04,28.64136752136752
2025-12-05,38.18849002849003
2025-12-06,42.962051282051284
2025-12-07,38.18849002849003
2025-12-08,42.962051282051284
2025-12-09,28.64136752136752
2025-12-10,28.64136752136752
2025-12-11,28.5137574680545
2025-12-12,34.175862796536066
2025-12-13,36.56264342331669
2025-12-14,33.08408789596909
2025-12-15,25.03520194070689
2025-12-16,93.59015835942569
2025-12-17,22.851652139572934
2025-12-18,23.943427040139916
2025-12-19,23.943427040139916
2025-12-20,33.08408789596909
2025-12-21,33.08408789596909
2025-12-22,23.943427040139916
2025-12-23,28.5137574680545
2025-12-24,22.851652139572934
2025-12-25,218.96939888860683
2025-12-26,100.34403858847423
2025-12-27,62.689620264590566
2025-12-28,52.457184508194416
2025-12-29,34.175862796536066
2025-12-30,34.175862796536066
2025-12-31,37.654418323883675
2026-01-01,167.6039892809794
2026-01-02,38.74619322445065
2026-01-03,37.654418323883675
2026-01-04,29.60553236862148
2026-01-05,20.464871512792307
2026-01-06,19.373096612225325
2026-01-07,18.281321711658347
2026-01-08,25.03520194070689
2026-01-09,37.654418323883675
2026-01-10,30.569697215875436
2026-01-11,28.386147414741476
2026-01-12,24.01904781247356
2026-01-13,21.8354980113396
2026-01-14,21.8354980113396
2026-01-15,28.386147414741476
2026-01-16,26.202597613607516
2026-01-17,34.93679681814336
2026-01-18,30.569697215875436
2026-01-19,26.202597613607516
2026-01-20,19.65194821020564
2026-01-21,19.65194821020564
2026-01-22,19.65194821020564
2026-01-23,19.65194821020564
2026-01-24,24.01904781247356
2026-01-25,26.202597613607516
2026-01-26,28.386147414741476
2026-01-27,19.65194821020564
2026-01-28,21.8354980113396
2026-01-29,24.01904781247356
2026-01-30,24.01904781247356
2026-01-31,30.569697215875436
2026-02-01,28.386147414741476
2026-02-02,102.62684065329611
2026-02-03,37.12034661927731
2026-02-04,26.202597613607516
2026-02-05,24.01904781247356
2026-02-06,21.8354980113396
2026-02-07,28.386147414741476
2026-02-08,26.202597613607516
2026-02-09,26.202597613607516
2026-02-10,17.46839840907168
2026-02-11,21.8354980113396
2026-02-12,19.65194821020564
2026-02-13,19.65194821020564
2026-02-14,26.202597613607516
2026-02-15,26.202597613607516
2026-02-16,24.01904781247356
2026-02-17,19.65194821020564
2026-02-18,17.46839840907168
2026-02-19,30.569697215875436
2026-02-20,26.202597613607516
2026-02-21,28.386147414741476
2026-02-22,30.569697215875436
2026-02-23,19.65194821020564
2026-02-24,19.65194821020564
2026-02-25,19.65194821020564
2026-02-26,19.65194821020564
2026-02-27,24.01904781247356
2026-02-28,30.569697215875436
2026-03-01,26.202597613607516
2026-03-02,24.01904781247356
2026-03-03,21.8354980113396
2026-03-04,24.01904781247356
2026-03-05,28.386147414741476
2026-03-06,28.386147414741476
2026-03-07,28.386147414741476
2026-03-08,28.386147414741476
2026-03-09,24.01904781247356
2026-03-10,26.202597613607516
2026-03-11,28.386147414741476
2026-03-12,28.386147414741476
2026-03-13,32.7532470170094
2026-03-14,43.6709960226792
2026-03-15,41.487446221545234
2026-03-16,28.386147414741476
2026-03-17,32.7532470170094
2026-03-18,34.93679681814336
2026-03-19,41.487446221545234
2026-03-20,50.221645426081075
2026-03-21,45.854545823813154
2026-03-22,37.12034661927731
2026-03-23,26.202597613607516
2026-03-24,30.569697215875436
2026-03-25,30.569697215875436
2026-03-26,26.202597613607516
2026-03-27,50.221645426081075
2026-03-28,43.6709960226792
2026-03-29,37.12034661927731
2026-03-30,26.202597613607516
2026-03-31,24.01904781247356
2026-04-01,21.8354980113396
2026-04-02,21.8354980113396
2026-04-03,32.7532470170094
2026-04-04,34.93679681814336
2026-04-05,26.202597613607516
2026-04-06,21.8354980113396
2026-04-07,21.8354980113396
2026-04-08,26.202597613607516
2026-04-09,28.386147414741476
2026-04-10,30.569697215875436
2026-04-11,34.93679681814336
2026-04-12,39.30389642041128
2026-04-13,26.202597613607516
2026-04-14,19.65194821020564
2026-04-15,26.202597613607516
2026-04-16,28.386147414741476
2026-04-17,45.854545823813154
2026-04-18,50.221645426081075
2026-04-19,48.03809562494712
2026-04-20,32.7532470170094
2026-04-21,28.386147414741476
2026-04-22,41.487446221545234
2026-04-23,45.854545823813154
2026-04-24,45.854545823813154
2026-04-25,67.69004383515275
2026-04-26,139.74718727257343
2026-04-27,69.87359363628671
2026-04-28,56.77229482948295
2026-04-29,52.40519522721503
2026-04-30,45.854545823813154
2026-05-01,43.6709960226792
2026-05-02,54.588745028348995
2026-05-03,52.40519522721503
2026-05-04,30.569697215875436
2026-05-05,26.202597613607516
2026-05-06,28.386147414741476
2026-05-07,21.8354980113396
2026-05-08,24.01904781247356
2026-05-09,32.7532470170094
2026-05-10,37.12034661927731
2026-05-11,24.01904781247356
2026-05-12,21.8354980113396
2026-05-13,19.65194821020564
2026-05-14,133.19653786917155
2026-05-15,179.0510836929847
2026-05-16,104.81039045443006
2026-05-17,65.5064940340188
2026-05-18,109.17749005669799
2026-05-19,98.25974105102819
2026-05-20,48.03809562494712
2026-05-21,39.30389642041128
2026-05-22,93.89264144876027
2026-05-23,74.24069323855463
2026-05-24,67.69004383515275
2026-05-25,63.322944232884836
2026-05-26,37.12034661927731
2026-05-27,28.386147414741476
2026-05-28,30.569697215875436
2026-05-29,32.7532470170094
2026-05-30,32.7532470170094
2026-05-31,32.7532470170094
