Time,chick_fil_a
2022-12-28,54.85964912280702
2022-12-29,59.50877192982456
2022-12-30,61.36842105263158
2022-12-31,75.3157894736842
2023-01-01,44.631578947368425
2023-01-02,54.85964912280702
2023-01-03,44.631578947368425
2023-01-04,44.631578947368425
2023-01-05,48.35087719298246
2023-01-06,52.07017543859649
2023-01-07,66.01754385964912
2023-01-08,30.68421052631579
2023-01-09,33.473684210526315
2023-01-10,43.70175438596491
2023-01-11,44.631578947368425
2023-01-12,46.49122807017544
2023-01-13,50.21052631578947
2023-01-14,61.36842105263158
2023-01-15,26.964912280701753
2023-01-16,52.07017543859649
2023-01-17,43.70175438596491
2023-01-18,42.771929824561404
2023-01-19,45.56140350877193
2023-01-20,49.280701754385966
2023-01-21,59.50877192982456
2023-01-22,26.964912280701753
2023-01-23,34.40350877192982
2023-01-24,43.70175438596491
2023-01-25,44.631578947368425
2023-01-26,45.56140350877193
2023-01-27,52.07017543859649
2023-01-28,62.29824561403509
2023-01-29,28.82456140350877
2023-01-30,31.614035087719298
2023-01-31,44.631578947368425
2023-02-01,46.49122807017544
2023-02-02,49.280701754385966
2023-02-03,54.85964912280702
2023-02-04,65.08771929824562
2023-02-05,30.68421052631579
2023-02-06,36.26315789473684
2023-02-07,48.35087719298246
2023-02-08,53.0
2023-02-09,58.578947368421055
2023-02-10,70.66666666666667
2023-02-11,85.54385964912281
2023-02-12,32.54385964912281
2023-02-13,41.8421052631579
2023-02-14,75.3157894736842
2023-02-15,57.64912280701754
2023-02-16,48.35087719298246
2023-02-17,57.64912280701754
2023-02-18,71.59649122807018
2023-02-19,29.75438596491228
2023-02-20,48.35087719298246
2023-02-21,45.56140350877193
2023-02-22,46.49122807017544
2023-02-23,49.280701754385966
2023-02-24,53.92982456140351
2023-02-25,64.15789473684211
2023-02-26,29.75438596491228
2023-02-27,36.26315789473684
2023-02-28,40.91228070175438
2023-03-01,43.70175438596491
2023-03-02,47.421052631578945
2023-03-03,49.280701754385966
2023-03-04,65.08771929824562
2023-03-05,26.964912280701753
2023-03-06,32.54385964912281
2023-03-07,44.631578947368425
2023-03-08,47.421052631578945
2023-03-09,47.421052631578945
2023-03-10,51.14035087719298
2023-03-11,60.43859649122807
2023-03-12,27.894736842105264
2023-03-13,39.05263157894737
2023-03-14,47.421052631578945
2023-03-15,46.49122807017544
2023-03-16,52.07017543859649
2023-03-17,53.92982456140351
2023-03-18,61.36842105263158
2023-03-19,26.964912280701753
2023-03-20,37.19298245614035
2023-03-21,48.35087719298246
2023-03-22,46.49122807017544
2023-03-23,51.14035087719298
2023-03-24,55.78947368421053
2023-03-25,64.15789473684211
2023-03-26,28.82456140350877
2023-03-27,37.19298245614035
2023-03-28,44.631578947368425
2023-03-29,45.56140350877193
2023-03-30,49.280701754385966
2023-03-31,53.92982456140351
2023-04-01,64.15789473684211
2023-04-02,28.82456140350877
2023-04-03,39.98245614035088
2023-04-04,47.421052631578945
2023-04-05,49.280701754385966
2023-04-06,55.78947368421053
2023-04-07,66.94736842105263
2023-04-08,62.29824561403509
2023-04-09,23.24561403508772
2023-04-10,40.91228070175438
2023-04-11,45.56140350877193
2023-04-12,46.49122807017544
2023-04-13,53.0
2023-04-14,53.0
2023-04-15,65.08771929824562
2023-04-16,29.75438596491228
2023-04-17,38.12280701754386
2023-04-18,45.56140350877193
2023-04-19,46.49122807017544
2023-04-20,46.49122807017544
2023-04-21,53.0
2023-04-22,65.08771929824562
2023-04-23,25.105263157894736
2023-04-24,35.333333333333336
2023-04-25,47.421052631578945
2023-04-26,48.32298245614035
2023-04-27,49.280701754385966
2023-04-28,52.15385964912281
2023-04-29,64.11140350877193
2023-04-30,25.830526315789474
2023-05-01,38.74578947368421
2023-05-02,47.36526315789473
2023-05-03,48.32298245614035
2023-05-04,50.23842105263158
2023-05-05,50.23842105263158
2023-05-06,66.02684210526316
2023-05-07,29.196491228070172
2023-05-08,40.66122807017544
2023-05-09,45.44982456140351
2023-05-10,49.280701754385966
2023-05-11,50.23842105263158
2023-05-12,54.069298245614036
2023-05-13,63.153684210526315
2023-05-14,26.323333333333334
2023-05-15,38.28087719298246
2023-05-16,47.36526315789473
2023-05-17,48.32298245614035
2023-05-18,54.069298245614036
2023-05-19,57.90017543859649
2023-05-20,67.94228070175438
2023-05-21,27.7459649122807
2023-05-22,39.238596491228066
2023-05-23,46.407543859649124
2023-05-24,50.23842105263158
2023-05-25,53.11157894736842
2023-05-26,60.12245614035088
2023-05-27,66.03614035087719
2023-05-28,26.61157894736842
2023-05-29,84.76280701754386
2023-05-30,56.18
2023-05-31,73.92105263157895
2023-06-01,69.97859649122807
2023-06-02,69.97859649122807
2023-06-03,77.86350877192983
2023-06-04,33.510877192982456
2023-06-05,46.32385964912281
2023-06-06,52.23754385964912
2023-06-07,51.2519298245614
2023-06-08,53.22315789473684
2023-06-09,59.136842105263156
2023-06-10,64.06491228070175
2023-06-11,27.59719298245614
2023-06-12,42.38140350877193
2023-06-13,51.2519298245614
2023-06-14,55.19438596491228
2023-06-15,56.18
2023-06-16,60.12245614035088
2023-06-17,68.99298245614035
2023-06-18,32.525263157894734
2023-06-19,47.30947368421052
2023-06-20,52.23754385964912
2023-06-21,58.151228070175435
2023-06-22,55.19438596491228
2023-06-23,60.12245614035088
2023-06-24,66.03614035087719
2023-06-25,33.510877192982456
2023-06-26,44.35263157894737
2023-06-27,54.20877192982456
2023-06-28,55.19438596491228
2023-06-29,57.16561403508772
2023-06-30,61.1080701754386
2023-07-01,64.06491228070175
2023-07-02,28.58280701754386
2023-07-03,48.295087719298245
2023-07-04,90.67649122807018
2023-07-05,52.23754385964912
2023-07-06,56.18
2023-07-07,55.19438596491228
2023-07-08,66.03614035087719
2023-07-09,27.59719298245614
2023-07-10,40.41017543859649
2023-07-11,52.23754385964912
2023-07-12,53.22315789473684
2023-07-13,57.16561403508772
2023-07-14,61.1080701754386
2023-07-15,66.03614035087719
2023-07-16,29.568421052631578
2023-07-17,42.38140350877193
2023-07-18,52.23754385964912
2023-07-19,55.19438596491228
2023-07-20,57.16561403508772
2023-07-21,59.136842105263156
2023-07-22,63.079298245614034
2023-07-23,29.568421052631578
2023-07-24,41.39578947368421
2023-07-25,51.2519298245614
2023-07-26,57.16561403508772
2023-07-27,61.1080701754386
2023-07-28,61.1080701754386
2023-07-29,68.99298245614035
2023-07-30,28.58280701754386
2023-07-31,43.367017543859646
2023-08-01,54.20877192982456
2023-08-02,53.22315789473684
2023-08-03,56.18
2023-08-04,55.19438596491228
2023-08-05,66.03614035087719
2023-08-06,27.59719298245614
2023-08-07,40.41017543859649
2023-08-08,50.26631578947368
2023-08-09,51.2519298245614
2023-08-10,53.22315789473684
2023-08-11,56.18
2023-08-12,62.09368421052631
2023-08-13,25.6259649122807
2023-08-14,38.438947368421054
2023-08-15,51.2519298245614
2023-08-16,56.18
2023-08-17,58.151228070175435
2023-08-18,63.079298245614034
2023-08-19,68.99298245614035
2023-08-20,27.59719298245614
2023-08-21,44.35263157894737
2023-08-22,52.23754385964912
2023-08-23,50.26631578947368
2023-08-24,52.23754385964912
2023-08-25,54.20877192982456
2023-08-26,63.079298245614034
2023-08-27,27.59719298245614
2023-08-28,50.26631578947368
2023-08-29,64.06491228070175
2023-08-30,65.05052631578947
2023-08-31,65.05052631578947
2023-09-01,71.9498245614035
2023-09-02,73.92105263157895
2023-09-03,30.5540350877193
2023-09-04,98.56140350877193
2023-09-05,52.23754385964912
2023-09-06,51.2519298245614
2023-09-07,51.2519298245614
2023-09-08,56.18
2023-09-09,70.96421052631578
2023-09-10,28.58280701754386
2023-09-11,40.41017543859649
2023-09-12,46.32385964912281
2023-09-13,50.26631578947368
2023-09-14,51.2519298245614
2023-09-15,55.19438596491228
2023-09-16,70.96421052631578
2023-09-17,27.59719298245614
2023-09-18,36.46771929824561
2023-09-19,48.295087719298245
2023-09-20,49.280701754385966
2023-09-21,50.26631578947368
2023-09-22,57.16561403508772
2023-09-23,69.97859649122807
2023-09-24,30.5540350877193
2023-09-25,40.41017543859649
2023-09-26,45.33824561403509
2023-09-27,48.295087719298245
2023-09-28,51.2519298245614
2023-09-29,58.151228070175435
2023-09-30,68.00736842105263
2023-10-01,26.61157894736842
2023-10-02,37.45333333333333
2023-10-03,46.32385964912281
2023-10-04,46.32385964912281
2023-10-05,48.295087719298245
2023-10-06,54.20877192982456
2023-10-07,65.05052631578947
2023-10-08,26.61157894736842
2023-10-09,46.32385964912281
2023-10-10,44.35263157894737
2023-10-11,46.32385964912281
2023-10-12,46.32385964912281
2023-10-13,52.23754385964912
2023-10-14,65.05052631578947
2023-10-15,29.568421052631578
2023-10-16,38.438947368421054
2023-10-17,45.33824561403509
2023-10-18,46.32385964912281
2023-10-19,52.23754385964912
2023-10-20,58.151228070175435
2023-10-21,67.02175438596491
2023-10-22,26.61157894736842
2023-10-23,38.438947368421054
2023-10-24,47.30947368421052
2023-10-25,44.35263157894737
2023-10-26,50.26631578947368
2023-10-27,52.23754385964912
2023-10-28,62.09368421052631
2023-10-29,24.640350877192983
2023-10-30,35.48210526315789
2023-10-31,43.367017543859646
2023-11-01,47.30947368421052
2023-11-02,47.30947368421052
2023-11-03,51.2519298245614
2023-11-04,64.06491228070175
2023-11-05,24.640350877192983
2023-11-06,36.46771929824561
2023-11-07,47.30947368421052
2023-11-08,47.30947368421052
2023-11-09,49.280701754385966
2023-11-10,60.12245614035088
2023-11-11,73.92105263157895
2023-11-12,29.568421052631578
2023-11-13,37.45333333333333
2023-11-14,50.26631578947368
2023-11-15,50.26631578947368
2023-11-16,51.2519298245614
2023-11-17,52.23754385964912
2023-11-18,67.02175438596491
2023-11-19,27.59719298245614
2023-11-20,41.39578947368421
2023-11-21,49.280701754385966
2023-11-22,61.1080701754386
2023-11-23,47.30947368421052
2023-11-24,48.295087719298245
2023-11-25,56.18
2023-11-26,26.61157894736842
2023-11-27,34.49649122807018
2023-11-28,42.38140350877193
2023-11-29,46.32385964912281
2023-11-30,46.32385964912281
2023-12-01,52.23754385964912
2023-12-02,65.05052631578947
2023-12-03,28.58280701754386
2023-12-04,33.510877192982456
2023-12-05,45.33824561403509
2023-12-06,45.33824561403509
2023-12-07,46.32385964912281
2023-12-08,50.26631578947368
2023-12-09,65.05052631578947
2023-12-10,29.568421052631578
2023-12-11,35.48210526315789
2023-12-12,46.32385964912281
2023-12-13,48.295087719298245
2023-12-14,49.280701754385966
2023-12-15,56.18
2023-12-16,65.05052631578947
2023-12-17,30.5540350877193
2023-12-18,40.41017543859649
2023-12-19,54.20877192982456
2023-12-20,57.16561403508772
2023-12-21,62.09368421052631
2023-12-22,63.079298245614034
2023-12-23,69.97859649122807
2023-12-24,39.42456140350877
2023-12-25,34.49649122807018
2023-12-26,54.20877192982456
2023-12-27,57.16561403508772
2023-12-28,57.16561403508772
2023-12-29,61.1080701754386
2023-12-30,68.00736842105263
2023-12-31,32.525263157894734
2024-01-01,96.09736842105264
2024-01-02,59.136842105263156
2024-01-03,50.26631578947368
2024-01-04,50.26631578947368
2024-01-05,51.2519298245614
2024-01-06,57.16561403508772
2024-01-07,28.58280701754386
2024-01-08,30.5540350877193
2024-01-09,41.39578947368421
2024-01-10,44.84543859649123
2024-01-11,45.33824561403509
2024-01-12,49.280701754385966
2024-01-13,56.18
2024-01-14,25.6259649122807
2024-01-15,45.33824561403509
2024-01-16,39.42456140350877
2024-01-17,42.38140350877193
2024-01-18,43.367017543859646
2024-01-19,47.30947368421052
2024-01-20,59.136842105263156
2024-01-21,25.6259649122807
2024-01-22,31.539649122807017
2024-01-23,42.38140350877193
2024-01-24,46.32385964912281
2024-01-25,46.32385964912281
2024-01-26,52.23754385964912
2024-01-27,56.18
2024-01-28,26.61157894736842
2024-01-29,31.539649122807017
2024-01-30,45.33824561403509
2024-01-31,47.30947368421052
2024-02-01,50.26631578947368
2024-02-02,54.20877192982456
2024-02-03,67.02175438596491
2024-02-04,32.525263157894734
2024-02-05,35.48210526315789
2024-02-06,46.32385964912281
2024-02-07,47.30947368421052
2024-02-08,48.295087719298245
2024-02-09,56.18
2024-02-10,68.00736842105263
2024-02-11,31.539649122807017
2024-02-12,30.5540350877193
2024-02-13,50.26631578947368
2024-02-14,68.00736842105263
2024-02-15,52.23754385964912
2024-02-16,57.16561403508772
2024-02-17,62.09368421052631
2024-02-18,28.58280701754386
2024-02-19,47.30947368421052
2024-02-20,42.38140350877193
2024-02-21,42.38140350877193
2024-02-22,47.30947368421052
2024-02-23,50.26631578947368
2024-02-24,62.09368421052631
2024-02-25,28.58280701754386
2024-02-26,30.5540350877193
2024-02-27,42.38140350877193
2024-02-28,46.32385964912281
2024-02-29,47.30947368421052
2024-03-01,53.22315789473684
2024-03-02,65.05052631578947
2024-03-03,30.5540350877193
2024-03-04,34.49649122807018
2024-03-05,47.30947368421052
2024-03-06,46.32385964912281
2024-03-07,48.295087719298245
2024-03-08,52.23754385964912
2024-03-09,63.079298245614034
2024-03-10,32.525263157894734
2024-03-11,38.438947368421054
2024-03-12,47.30947368421052
2024-03-13,50.26631578947368
2024-03-14,47.30947368421052
2024-03-15,53.22315789473684
2024-03-16,60.12245614035088
2024-03-17,27.59719298245614
2024-03-18,36.46771929824561
2024-03-19,45.33824561403509
2024-03-20,48.295087719298245
2024-03-21,47.30947368421052
2024-03-22,52.23754385964912
2024-03-23,67.02175438596491
2024-03-24,39.42456140350877
2024-03-25,54.20877192982456
2024-03-26,52.23754385964912
2024-03-27,56.18
2024-03-28,55.19438596491228
2024-03-29,62.09368421052631
2024-03-30,63.079298245614034
2024-03-31,28.58280701754386
2024-04-01,46.32385964912281
2024-04-02,45.33824561403509
2024-04-03,46.32385964912281
2024-04-04,49.280701754385966
2024-04-05,56.18
2024-04-06,67.02175438596491
2024-04-07,28.58280701754386
2024-04-08,42.38140350877193
2024-04-09,51.2519298245614
2024-04-10,52.23754385964912
2024-04-11,53.22315789473684
2024-04-12,57.16561403508772
2024-04-13,69.97859649122807
2024-04-14,30.5540350877193
2024-04-15,44.35263157894737
2024-04-16,52.23754385964912
2024-04-17,59.136842105263156
2024-04-18,54.20877192982456
2024-04-19,62.09368421052631
2024-04-20,73.92105263157895
2024-04-21,33.510877192982456
2024-04-22,41.39578947368421
2024-04-23,52.23754385964912
2024-04-24,51.2519298245614
2024-04-25,53.22315789473684
2024-04-26,58.151228070175435
2024-04-27,70.96421052631578
2024-04-28,31.539649122807017
2024-04-29,40.41017543859649
2024-04-30,48.295087719298245
2024-05-01,47.30947368421052
2024-05-02,50.26631578947368
2024-05-03,55.19438596491228
2024-05-04,64.06491228070175
2024-05-05,30.5540350877193
2024-05-06,44.35263157894737
2024-05-07,55.19438596491228
2024-05-08,52.23754385964912
2024-05-09,53.22315789473684
2024-05-10,57.16561403508772
2024-05-11,63.079298245614034
2024-05-12,29.568421052631578
2024-05-13,36.46771929824561
2024-05-14,50.26631578947368
2024-05-15,49.280701754385966
2024-05-16,53.22315789473684
2024-05-17,57.16561403508772
2024-05-18,67.02175438596491
2024-05-19,30.5540350877193
2024-05-20,40.41017543859649
2024-05-21,51.2519298245614
2024-05-22,53.22315789473684
2024-05-23,51.2519298245614
2024-05-24,61.1080701754386
2024-05-25,67.02175438596491
2024-05-26,31.539649122807017
2024-05-27,89.69087719298246
2024-05-28,51.2519298245614
2024-05-29,51.2519298245614
2024-05-30,52.23754385964912
2024-05-31,60.12245614035088
2024-06-01,66.03614035087719
2024-06-02,29.568421052631578
2024-06-03,39.42456140350877
2024-06-04,50.26631578947368
2024-06-05,48.295087719298245
2024-06-06,51.2519298245614
2024-06-07,55.19438596491228
2024-06-08,66.03614035087719
2024-06-09,28.58280701754386
2024-06-10,43.367017543859646
2024-06-11,51.2519298245614
2024-06-12,50.26631578947368
2024-06-13,55.19438596491228
2024-06-14,59.136842105263156
2024-06-15,60.12245614035088
2024-06-16,31.539649122807017
2024-06-17,41.39578947368421
2024-06-18,52.23754385964912
2024-06-19,66.03614035087719
2024-06-20,51.2519298245614
2024-06-21,60.12245614035088
2024-06-22,64.06491228070175
2024-06-23,28.58280701754386
2024-06-24,42.38140350877193
2024-06-25,52.23754385964912
2024-06-26,53.22315789473684
2024-06-27,57.16561403508772
2024-06-28,58.151228070175435
2024-06-29,66.03614035087719
2024-06-30,28.58280701754386
2024-07-01,43.367017543859646
2024-07-02,50.26631578947368
2024-07-03,62.09368421052631
2024-07-04,98.56140350877193
2024-07-05,55.19438596491228
2024-07-06,59.136842105263156
2024-07-07,27.59719298245614
2024-07-08,43.367017543859646
2024-07-09,51.2519298245614
2024-07-10,55.19438596491228
2024-07-11,57.16561403508772
2024-07-12,58.151228070175435
2024-07-13,65.05052631578947
2024-07-14,27.59719298245614
2024-07-15,40.41017543859649
2024-07-16,52.23754385964912
2024-07-17,50.26631578947368
2024-07-18,54.20877192982456
2024-07-19,58.151228070175435
2024-07-20,62.09368421052631
2024-07-21,29.568421052631578
2024-07-22,59.136842105263156
2024-07-23,60.12245614035088
2024-07-24,72.93543859649122
2024-07-25,69.97859649122807
2024-07-26,65.05052631578947
2024-07-27,68.00736842105263
2024-07-28,31.539649122807017
2024-07-29,45.33824561403509
2024-07-30,52.23754385964912
2024-07-31,51.2519298245614
2024-08-01,52.23754385964912
2024-08-02,56.18
2024-08-03,60.12245614035088
2024-08-04,29.568421052631578
2024-08-05,39.42456140350877
2024-08-06,46.32385964912281
2024-08-07,49.280701754385966
2024-08-08,50.26631578947368
2024-08-09,54.20877192982456
2024-08-10,59.136842105263156
2024-08-11,27.59719298245614
2024-08-12,40.41017543859649
2024-08-13,53.22315789473684
2024-08-14,56.18
2024-08-15,54.20877192982456
2024-08-16,58.151228070175435
2024-08-17,66.03614035087719
2024-08-18,26.61157894736842
2024-08-19,41.210986842105264
2024-08-20,52.17594298245614
2024-08-21,50.63592105263158
2024-08-22,55.317587719298245
2024-08-23,59.99925438596492
2024-08-24,63.63370614035088
2024-08-25,28.151600877192983
2024-08-26,49.03429824561404
2024-08-27,52.17594298245614
2024-08-28,53.22315789473684
2024-08-29,52.17594298245614
2024-08-30,57.41201754385965
2024-08-31,63.63370614035088
2024-09-01,30.80043859649123
2024-09-02,92.3397149122807
2024-09-03,45.399846491228075
2024-09-04,46.447061403508776
2024-09-05,50.08151315789473
2024-09-06,50.63592105263158
2024-09-07,65.23532894736843
2024-09-08,27.658793859649123
2024-09-09,34.98929824561404
2024-09-10,44.35263157894737
2024-09-11,45.399846491228075
2024-09-12,49.58870614035088
2024-09-13,53.22315789473684
2024-09-14,66.77535087719298
2024-09-15,26.61157894736842
2024-09-16,34.4348903508772
2024-09-17,45.461447368421055
2024-09-18,46.57026315789474
2024-09-19,47.679078947368424
2024-09-20,52.11434210526316
2024-09-21,62.09368421052632
2024-09-22,26.61157894736842
2024-09-23,33.26447368421053
2024-09-24,43.243815789473686
2024-09-25,44.352631578947374
2024-09-26,47.679078947368424
2024-09-27,49.89671052631579
2024-09-28,60.98486842105264
