Time,chick_fil_a
2024-09-29,25.50276315789474
2024-09-30,34.37328947368422
2024-10-01,39.917368421052636
2024-10-02,43.243815789473686
2024-10-03,49.89671052631579
2024-10-04,53.22315789473684
2024-10-05,63.20250000000001
2024-10-06,26.61157894736842
2024-10-07,33.26447368421053
2024-10-08,42.135000000000005
2024-10-09,44.352631578947374
2024-10-10,48.78789473684211
2024-10-11,56.5496052631579
2024-10-12,62.09368421052632
2024-10-13,25.50276315789474
2024-10-14,39.917368421052636
2024-10-15,42.135000000000005
2024-10-16,43.243815789473686
2024-10-17,45.461447368421055
2024-10-18,48.78789473684211
2024-10-19,62.09368421052632
2024-10-20,25.50276315789474
2024-10-21,34.37328947368422
2024-10-22,43.243815789473686
2024-10-23,44.352631578947374
2024-10-24,47.679078947368424
2024-10-25,51.00552631578948
2024-10-26,62.09368421052632
2024-10-27,26.61157894736842
2024-10-28,32.15565789473685
2024-10-29,37.69973684210527
2024-10-30,43.243815789473686
2024-10-31,46.57026315789474
2024-11-01,47.679078947368424
2024-11-02,55.44078947368421
2024-11-03,25.50276315789474
2024-11-04,31.04684210526316
2024-11-05,38.80855263157895
2024-11-06,28.82921052631579
2024-11-07,43.243815789473686
2024-11-08,48.78789473684211
2024-11-09,60.98486842105264
2024-11-10,26.61157894736842
2024-11-11,52.11434210526316
2024-11-12,42.135000000000005
2024-11-13,42.135000000000005
2024-11-14,44.352631578947374
2024-11-15,53.22315789473684
2024-11-16,55.44078947368421
2024-11-17,26.61157894736842
2024-11-18,32.15565789473685
2024-11-19,43.243815789473686
2024-11-20,43.243815789473686
2024-11-21,44.352631578947374
2024-11-22,48.78789473684211
2024-11-23,57.65842105263158
2024-11-24,27.720394736842106
2024-11-25,34.37328947368422
2024-11-26,45.461447368421055
2024-11-27,53.22315789473684
2024-11-28,46.57026315789474
2024-11-29,37.69973684210527
2024-11-30,49.89671052631579
2024-12-01,25.50276315789474
2024-12-02,29.938026315789475
2024-12-03,37.69973684210527
2024-12-04,38.80855263157895
2024-12-05,45.461447368421055
2024-12-06,47.679078947368424
2024-12-07,57.65842105263158
2024-12-08,27.720394736842106
2024-12-09,29.938026315789475
2024-12-10,39.917368421052636
2024-12-11,38.80855263157895
2024-12-12,43.243815789473686
2024-12-13,46.57026315789474
2024-12-14,57.65842105263158
2024-12-15,27.720394736842106
2024-12-16,34.37328947368422
2024-12-17,43.243815789473686
2024-12-18,45.461447368421055
2024-12-19,52.11434210526316
2024-12-20,53.22315789473684
2024-12-21,58.76723684210527
2024-12-22,28.82921052631579
2024-12-23,42.135000000000005
2024-12-24,89.81407894736843
2024-12-25,35.4821052631579
2024-12-26,45.461447368421055
2024-12-27,54.33197368421053
2024-12-28,49.89671052631579
2024-12-29,27.720394736842106
2024-12-30,44.352631578947374
2024-12-31,67.63776315789474
2025-01-01,110.88157894736842
2025-01-02,55.44078947368421
2025-01-03,47.679078947368424
2025-01-04,55.44078947368421
2025-01-05,33.26447368421053
2025-01-06,32.15565789473685
2025-01-07,45.461447368421055
2025-01-08,44.352631578947374
2025-01-09,44.352631578947374
2025-01-10,47.679078947368424
2025-01-11,54.33197368421053
2025-01-12,36.59092105263158
2025-01-13,33.26447368421053
2025-01-14,45.461447368421055
2025-01-15,45.461447368421055
2025-01-16,47.679078947368424
2025-01-17,51.00552631578948
2025-01-18,57.65842105263158
2025-01-19,25.50276315789474
2025-01-20,47.679078947368424
2025-01-21,46.57026315789474
2025-01-22,43.243815789473686
2025-01-23,45.461447368421055
2025-01-24,46.57026315789474
2025-01-25,57.65842105263158
2025-01-26,27.720394736842106
2025-01-27,31.04684210526316
2025-01-28,47.679078947368424
2025-01-29,46.57026315789474
2025-01-30,48.78789473684211
2025-01-31,53.22315789473684
2025-02-01,56.5496052631579
2025-02-02,27.720394736842106
2025-02-03,32.15565789473685
2025-02-04,41.02618421052632
2025-02-05,42.135000000000005
2025-02-06,46.57026315789474
2025-02-07,47.679078947368424
2025-02-08,57.65842105263158
2025-02-09,25.50276315789474
2025-02-10,28.82921052631579
2025-02-11,39.917368421052636
2025-02-12,43.243815789473686
2025-02-13,46.57026315789474
2025-02-14,64.3113157894737
2025-02-15,58.76723684210527
2025-02-16,26.61157894736842
2025-02-17,37.69973684210527
2025-02-18,39.917368421052636
2025-02-19,41.02618421052632
2025-02-20,41.02618421052632
2025-02-21,46.57026315789474
2025-02-22,58.76723684210527
2025-02-23,26.61157894736842
2025-02-24,29.938026315789475
2025-02-25,42.135000000000005
2025-02-26,42.135000000000005
2025-02-27,45.461447368421055
2025-02-28,49.89671052631579
2025-03-01,58.76723684210527
2025-03-02,27.720394736842106
2025-03-03,29.938026315789475
2025-03-04,42.135000000000005
2025-03-05,41.02618421052632
2025-03-06,43.243815789473686
2025-03-07,44.352631578947374
2025-03-08,55.44078947368421
2025-03-09,26.61157894736842
2025-03-10,34.37328947368422
2025-03-11,44.352631578947374
2025-03-12,44.352631578947374
2025-03-13,45.461447368421055
2025-03-14,51.00552631578948
2025-03-15,56.5496052631579
2025-03-16,25.50276315789474
2025-03-17,36.59092105263158
2025-03-18,47.679078947368424
2025-03-19,51.00552631578948
2025-03-20,47.679078947368424
2025-03-21,52.11434210526316
2025-03-22,60.98486842105264
2025-03-23,27.720394736842106
2025-03-24,34.37328947368422
2025-03-25,45.461447368421055
2025-03-26,47.679078947368424
2025-03-27,49.89671052631579
2025-03-28,53.22315789473684
2025-03-29,63.20250000000001
2025-03-30,27.720394736842106
2025-03-31,34.37328947368422
2025-04-01,43.243815789473686
2025-04-02,43.243815789473686
2025-04-03,48.78789473684211
2025-04-04,49.89671052631579
2025-04-05,60.98486842105264
2025-04-06,25.50276315789474
2025-04-07,33.26447368421053
2025-04-08,42.135000000000005
2025-04-09,43.243815789473686
2025-04-10,47.679078947368424
2025-04-11,53.22315789473684
2025-04-12,59.87605263157895
2025-04-13,26.61157894736842
2025-04-14,35.4821052631579
2025-04-15,45.184243421052635
2025-04-16,46.48710197368422
2025-04-17,52.25294407894737
2025-04-18,59.87605263157895
2025-04-19,59.87605263157895
2025-04-20,26.777901315789475
2025-04-21,37.56113486842105
2025-04-22,45.184243421052635
2025-04-23,46.48710197368422
2025-04-24,46.48710197368422
2025-04-25,52.25294407894737
2025-04-26,58.573194078947374
2025-04-27,26.777901315789475
2025-04-28,31.240884868421055
2025-04-29,41.469710526315794
2025-04-30,43.88138486842105
2025-05-01,47.789960526315795
2025-05-02,50.95008552631579
2025-05-03,58.018786184210526
2025-05-04,26.777901315789475
2025-05-05,28.635167763157895
2025-05-06,42.024118421052634
2025-05-07,44.629835526315794
2025-05-08,49.09281907894737
2025-05-09,50.95008552631579
2025-05-10,61.733319078947375
2025-05-11,25.475042763157894
2025-05-12,34.401009868421056
2025-05-13,43.32697697368421
2025-05-14,47.789960526315795
2025-05-15,47.90084210526316
2025-05-16,49.39774342105263
2025-05-17,55.38534868421053
2025-05-18,28.441125
2025-05-19,35.92563157894737
2025-05-20,44.907039473684215
2025-05-21,49.39774342105263
2025-05-22,49.39774342105263
2025-05-23,50.8946447368421
2025-05-24,58.37915131578948
2025-05-25,26.944223684210527
2025-05-26,79.33576973684211
2025-05-27,46.40394078947369
2025-05-28,46.40394078947369
2025-05-29,49.39774342105263
2025-05-30,50.8946447368421
2025-05-31,56.88225
2025-06-01,26.944223684210527
2025-06-02,35.92563157894737
2025-06-03,46.40394078947369
2025-06-04,47.90084210526316
2025-06-05,49.39774342105263
2025-06-06,53.888447368421055
2025-06-07,53.888447368421055
2025-06-08,25.44732236842105
2025-06-09,35.92563157894737
2025-06-10,44.907039473684215
2025-06-11,47.90084210526316
2025-06-12,49.39774342105263
2025-06-13,52.39154605263158
2025-06-14,55.38534868421053
2025-06-15,26.944223684210527
2025-06-16,35.92563157894737
2025-06-17,46.40394078947369
2025-06-18,46.40394078947369
2025-06-19,56.88225
2025-06-20,52.39154605263158
2025-06-21,53.888447368421055
2025-06-22,25.44732236842105
2025-06-23,32.93182894736842
2025-06-24,43.410138157894735
2025-06-25,44.907039473684215
2025-06-26,46.40394078947369
2025-06-27,52.39154605263158
2025-06-28,53.888447368421055
2025-06-29,25.44732236842105
2025-06-30,32.93182894736842
2025-07-01,43.410138157894735
2025-07-02,46.40394078947369
2025-07-03,50.8946447368421
2025-07-04,88.31717763157894
2025-07-05,52.39154605263158
2025-07-06,28.441125
2025-07-07,38.91943421052632
2025-07-08,50.8946447368421
2025-07-09,50.8946447368421
2025-07-10,52.39154605263158
2025-07-11,56.88225
2025-07-12,58.37915131578948
2025-07-13,28.441125
2025-07-14,55.38534868421053
2025-07-15,149.69013157894736
2025-07-16,58.37915131578948
2025-07-17,52.39154605263158
2025-07-18,53.888447368421055
2025-07-19,58.37915131578948
2025-07-20,26.944223684210527
2025-07-21,37.42253289473684
2025-07-22,47.90084210526316
2025-07-23,44.907039473684215
2025-07-24,49.39774342105263
2025-07-25,52.39154605263158
2025-07-26,52.39154605263158
2025-07-27,26.944223684210527
2025-07-28,34.428730263157895
2025-07-29,47.90084210526316
2025-07-30,49.39774342105263
2025-07-31,50.8946447368421
2025-08-01,50.8946447368421
2025-08-02,56.88225
2025-08-03,25.44732236842105
2025-08-04,37.42253289473684
2025-08-05,44.907039473684215
2025-08-06,46.40394078947369
2025-08-07,49.39774342105263
2025-08-08,47.90084210526316
2025-08-09,53.888447368421055
2025-08-10,31.434927631578947
2025-08-11,37.42253289473684
2025-08-12,43.410138157894735
2025-08-13,43.410138157894735
2025-08-14,49.39774342105263
2025-08-15,56.88225
2025-08-16,59.87605263157895
2025-08-17,28.441125
2025-08-18,38.91943421052632
2025-08-19,52.39154605263158
2025-08-20,49.39774342105263
2025-08-21,55.38534868421053
2025-08-22,53.888447368421055
2025-08-23,61.37295394736842
2025-08-24,26.944223684210527
2025-08-25,35.92563157894737
2025-08-26,46.40394078947369
2025-08-27,44.907039473684215
2025-08-28,49.39774342105263
2025-08-29,53.888447368421055
2025-08-30,56.88225
2025-08-31,28.441125
2025-09-01,86.82027631578947
2025-09-02,44.907039473684215
2025-09-03,41.91323684210526
2025-09-04,44.907039473684215
2025-09-05,47.90084210526316
2025-09-06,56.88225
2025-09-07,25.44732236842105
2025-09-08,32.93182894736842
2025-09-09,38.91943421052632
2025-09-10,41.91323684210526
2025-09-11,41.91323684210526
2025-09-12,47.90084210526316
2025-09-13,56.88225
2025-09-14,22.453519736842107
2025-09-15,31.434927631578947
2025-09-16,37.42253289473684
2025-09-17,41.91323684210526
2025-09-18,43.410138157894735
2025-09-19,47.90084210526316
2025-09-20,55.38534868421053
2025-09-21,23.95042105263158
2025-09-22,29.938026315789475
2025-09-23,38.91943421052632
2025-09-24,41.91323684210526
2025-09-25,43.410138157894735
2025-09-26,46.40394078947369
2025-09-27,56.88225
2025-09-28,23.95042105263158
2025-09-29,29.938026315789475
2025-09-30,40.41633552631579
2025-10-01,40.41633552631579
2025-10-02,44.907039473684215
2025-10-03,49.39774342105263
2025-10-04,56.88225
2025-10-05,23.95042105263158
2025-10-06,34.428730263157895
2025-10-07,37.42253289473684
2025-10-08,41.91323684210526
2025-10-09,44.907039473684215
2025-10-10,47.90084210526316
2025-10-11,56.88225
2025-10-12,26.944223684210527
2025-10-13,37.42253289473684
2025-10-14,40.41633552631579
2025-10-15,41.91323684210526
2025-10-16,46.40394078947369
2025-10-17,49.39774342105263
2025-10-18,55.38534868421053
2025-10-19,23.95042105263158
2025-10-20,34.428730263157895
2025-10-21,38.91943421052632
2025-10-22,38.91943421052632
2025-10-23,46.40394078947369
2025-10-24,47.90084210526316
2025-10-25,52.39154605263158
2025-10-26,23.95042105263158
2025-10-27,29.938026315789475
2025-10-28,40.41633552631579
2025-10-29,38.91943421052632
2025-10-30,44.907039473684215
2025-10-31,47.90084210526316
2025-11-01,56.88225
2025-11-02,23.95042105263158
2025-11-03,31.434927631578947
2025-11-04,40.41633552631579
2025-11-05,44.907039473684215
2025-11-06,43.410138157894735
2025-11-07,47.90084210526316
2025-11-08,58.37915131578948
2025-11-09,26.944223684210527
2025-11-10,34.428730263157895
2025-11-11,65.86365789473685
2025-11-12,50.8946447368421
2025-11-13,47.90084210526316
2025-11-14,50.8946447368421
2025-11-15,59.87605263157895
2025-11-16,26.944223684210527
2025-11-17,31.434927631578947
2025-11-18,43.410138157894735
2025-11-19,44.907039473684215
2025-11-20,44.907039473684215
2025-11-21,49.39774342105263
2025-11-22,56.88225
2025-11-23,28.441125
2025-11-24,31.434927631578947
2025-11-25,46.40394078947369
2025-11-26,53.888447368421055
2025-11-27,38.91943421052632
2025-11-28,35.92563157894737
2025-11-29,40.41633552631579
2025-11-30,25.44732236842105
2025-12-01,31.434927631578947
2025-12-02,43.410138157894735
2025-12-03,44.907039473684215
2025-12-04,46.40394078947369
2025-12-05,58.37915131578948
2025-12-06,73.34816447368421
2025-12-07,34.428730263157895
2025-12-08,37.42253289473684
2025-12-09,44.907039473684215
2025-12-10,46.40394078947369
2025-12-11,46.69630432771382
2025-12-12,51.33903731496711
2025-12-13,61.37295394736843
2025-12-14,26.897445518092105
2025-12-15,31.540178505345395
2025-12-16,46.216828125000006
2025-12-17,50.85956111225329
2025-12-18,52.56696417557566
2025-12-19,55.502294099506585
2025-12-20,59.665550884046056
2025-12-21,29.832775442023028
2025-12-22,44.50942506167763
2025-12-23,54.27436723889803
2025-12-24,95.84846237664475
2025-12-25,37.41083835320724
2025-12-26,47.92423118832237
2025-12-27,53.79489103618421
2025-12-28,31.060702302631583
2025-12-29,39.118241416529614
2025-12-30,54.27436723889803
2025-12-31,68.95101685855263
2026-01-01,92.91313245271382
2026-01-02,57.958147820723696
2026-01-03,55.022817896792766
2026-01-04,28.12537237870066
2026-01-05,36.18291149259869
2026-01-06,55.022817896792766
2026-01-07,58.43762402343751
2026-01-08,61.37295394736843
2026-01-09,63.08035701069079
2026-01-10,85.34676408305923
2026-01-11,31.645429379111846
2026-01-12,36.44019140625001
2026-01-13,48.90657267680922
2026-01-14,46.98866786595396
2026-01-15,48.90657267680922
2026-01-16,53.701334703947374
2026-01-17,66.16771597450659
2026-01-18,30.686476973684215
2026-01-19,53.701334703947374
2026-01-20,47.94762027138159
2026-01-21,44.11181064967106
2026-01-22,46.02971546052632
2026-01-23,51.78342989309211
2026-01-24,52.74238229851974
2026-01-25,23.01485773026316
2026-01-26,40.27600102796053
2026-01-27,46.98866786595396
2026-01-28,46.02971546052632
2026-01-29,50.82447748766448
2026-01-30,52.74238229851974
2026-01-31,55.619239514802636
2026-02-01,26.850667351973687
2026-02-02,31.645429379111846
2026-02-03,43.152858244243426
2026-02-04,46.02971546052632
2026-02-05,46.02971546052632
2026-02-06,47.94762027138159
2026-02-07,56.578191920230275
2026-02-08,24.932762541118425
2026-02-09,27.809619757401318
2026-02-10,41.23495343338816
2026-02-11,46.02971546052632
2026-02-12,48.90657267680922
2026-02-13,53.701334703947374
2026-02-14,67.12666837993422
2026-02-15,26.850667351973687
2026-02-16,40.27600102796053
2026-02-17,41.23495343338816
2026-02-18,44.11181064967106
2026-02-19,44.11181064967106
2026-02-20,49.86552508223685
2026-02-21,60.4140015419408
2026-02-22,24.932762541118425
2026-02-23,34.52228659539474
2026-02-24,45.07076305509869
2026-02-25,46.02971546052632
2026-02-26,49.86552508223685
2026-02-27,51.78342989309211
2026-02-28,64.24981116365133
2026-03-01,26.850667351973687
2026-03-02,32.60438178453948
2026-03-03,42.193905838815795
2026-03-04,45.07076305509869
2026-03-05,49.86552508223685
2026-03-06,51.78342989309211
2026-03-07,61.37295394736843
2026-03-08,32.60438178453948
2026-03-09,38.35809621710527
2026-03-10,46.98866786595396
2026-03-11,46.02971546052632
2026-03-12,46.98866786595396
2026-03-13,53.701334703947374
2026-03-14,63.29085875822369
2026-03-15,28.768572162828953
2026-03-16,36.44019140625001
2026-03-17,50.82447748766448
2026-03-18,46.02971546052632
2026-03-19,49.86552508223685
2026-03-20,52.74238229851974
2026-03-21,61.37295394736843
2026-03-22,26.850667351973687
2026-03-23,35.48123900082237
2026-03-24,47.94762027138159
2026-03-25,48.90657267680922
2026-03-26,49.86552508223685
2026-03-27,50.82447748766448
2026-03-28,63.29085875822369
2026-03-29,27.809619757401318
2026-03-30,34.52228659539474
2026-03-31,45.07076305509869
2026-04-01,45.07076305509869
2026-04-02,49.86552508223685
2026-04-03,56.578191920230275
2026-04-04,58.49609673108554
2026-04-05,26.850667351973687
2026-04-06,36.44019140625001
2026-04-07,48.90657267680922
2026-04-08,46.98866786595396
2026-04-09,48.90657267680922
2026-04-10,51.78342989309211
2026-04-11,61.37295394736843
2026-04-12,40.27600102796053
2026-04-13,42.193905838815795
2026-04-14,46.02971546052632
2026-04-15,45.07076305509869
2026-04-16,48.90657267680922
2026-04-17,49.86552508223685
2026-04-18,59.45504913651317
2026-04-19,28.768572162828953
2026-04-20,34.52228659539474
2026-04-21,44.11181064967106
2026-04-22,46.02971546052632
2026-04-23,48.90657267680922
2026-04-24,51.78342989309211
2026-04-25,57.537144325657906
2026-04-26,24.932762541118425
2026-04-27,36.44019140625001
2026-04-28,55.619239514802636
2026-04-29,49.86552508223685
2026-04-30,50.82447748766448
2026-05-01,55.619239514802636
2026-05-02,61.37295394736843
2026-05-03,26.850667351973687
2026-05-04,46.02971546052632
2026-05-05,48.90657267680922
2026-05-06,47.94762027138159
2026-05-07,47.94762027138159
2026-05-08,53.701334703947374
2026-05-09,56.578191920230275
2026-05-10,23.973810135690794
2026-05-11,34.52228659539474
2026-05-12,45.07076305509869
2026-05-13,41.23495343338816
2026-05-14,47.94762027138159
2026-05-15,51.78342989309211
2026-05-16,63.29085875822369
2026-05-17,25.891714946546056
2026-05-18,37.39914381167764
2026-05-19,46.02971546052632
2026-05-20,46.98866786595396
2026-05-21,48.90657267680922
2026-05-22,52.74238229851974
2026-05-23,54.660287109375005
2026-05-24,27.809619757401318
2026-05-25,76.71619243421054
2026-05-26,46.98866786595396
2026-05-27,44.11181064967106
2026-05-28,50.82447748766448
2026-05-29,51.78342989309211
2026-05-30,61.37295394736843
2026-05-31,24.932762541118425
