Time,euphoria
2022-09-28,1.789473684210526
2022-09-29,1.6842105263157894
2022-09-30,1.5789473684210527
2022-10-01,1.9473684210526314
2022-10-02,2.052631578947368
2022-10-03,1.894736842105263
2022-10-04,1.631578947368421
2022-10-05,1.7368421052631577
2022-10-06,1.789473684210526
2022-10-07,1.789473684210526
2022-10-08,2.1052631578947367
2022-10-09,2.052631578947368
2022-10-10,1.789473684210526
2022-10-11,1.9473684210526314
2022-10-12,1.789473684210526
2022-10-13,1.8421052631578947
2022-10-14,1.894736842105263
2022-10-15,2.1052631578947367
2022-10-16,2.1052631578947367
2022-10-17,1.894736842105263
2022-10-18,1.631578947368421
2022-10-19,1.6842105263157894
2022-10-20,1.6842105263157894
2022-10-21,1.5789473684210527
2022-10-22,1.894736842105263
2022-10-23,2.052631578947368
2022-10-24,1.789473684210526
2022-10-25,1.9473684210526314
2022-10-26,1.8421052631578947
2022-10-27,1.8421052631578947
2022-10-28,2.0
2022-10-29,2.6842105263157894
2022-10-30,2.6842105263157894
2022-10-31,2.2105263157894735
2022-11-01,1.894736842105263
2022-11-02,1.8421052631578947
2022-11-03,1.9473684210526314
2022-11-04,1.789473684210526
2022-11-05,1.9473684210526314
2022-11-06,2.052631578947368
2022-11-07,1.7368421052631577
2022-11-08,1.8421052631578947
2022-11-09,1.4210526315789473
2022-11-10,1.6842105263157894
2022-11-11,1.8421052631578947
2022-11-12,2.1052631578947367
2022-11-13,2.1578947368421053
2022-11-14,1.789473684210526
2022-11-15,1.6842105263157894
2022-11-16,1.7368421052631577
2022-11-17,1.789473684210526
2022-11-18,1.6842105263157894
2022-11-19,1.894736842105263
2022-11-20,2.052631578947368
2022-11-21,1.631578947368421
2022-11-22,1.631578947368421
2022-11-23,1.7368421052631577
2022-11-24,1.631578947368421
2022-11-25,1.7368421052631577
2022-11-26,2.0
2022-11-27,2.3157894736842106
2022-11-28,1.894736842105263
2022-11-29,1.6842105263157894
2022-11-30,1.6842105263157894
2022-12-01,1.6842105263157894
2022-12-02,1.7368421052631577
2022-12-03,1.9473684210526314
2022-12-04,2.052631578947368
2022-12-05,1.789473684210526
2022-12-06,1.526315789473684
2022-12-07,1.631578947368421
2022-12-08,1.6842105263157894
2022-12-09,1.5789473684210527
2022-12-10,1.789473684210526
2022-12-11,2.052631578947368
2022-12-12,1.7368421052631577
2022-12-13,1.789473684210526
2022-12-14,1.7368421052631577
2022-12-15,1.7368421052631577
2022-12-16,1.6842105263157894
2022-12-17,2.0
2022-12-18,1.8421052631578947
2022-12-19,1.8421052631578947
2022-12-20,1.8421052631578947
2022-12-21,2.052631578947368
2022-12-22,2.052631578947368
2022-12-23,2.0
2022-12-24,1.8421052631578947
2022-12-25,1.5789473684210527
2022-12-26,1.7368421052631577
2022-12-27,1.9473684210526314
2022-12-28,2.1578947368421053
2022-12-29,2.1578947368421053
2022-12-30,2.1052631578947367
2022-12-31,2.3684210526315788
2023-01-01,2.7368421052631575
2023-01-02,2.4736842105263155
2023-01-03,2.1578947368421053
2023-01-04,2.1052631578947367
2023-01-05,2.1578947368421053
2023-01-06,2.1052631578947367
2023-01-07,2.1578947368421053
2023-01-08,2.3684210526315788
2023-01-09,2.0
2023-01-10,2.1052631578947367
2023-01-11,2.4736842105263155
2023-01-12,2.1052631578947367
2023-01-13,1.9473684210526314
2023-01-14,2.2105263157894735
2023-01-15,2.2105263157894735
2023-01-16,2.4210526315789473
2023-01-17,2.263157894736842
2023-01-18,2.0
2023-01-19,1.9473684210526314
2023-01-20,1.9473684210526314
2023-01-21,2.1052631578947367
2023-01-22,2.2105263157894735
2023-01-23,1.894736842105263
2023-01-24,1.894736842105263
2023-01-25,1.7368421052631577
2023-01-26,1.789473684210526
2023-01-27,1.8421052631578947
2023-01-28,1.8421052631578947
2023-01-29,2.1578947368421053
2023-01-30,1.9473684210526314
2023-01-31,1.894736842105263
2023-02-01,1.9473684210526314
2023-02-02,2.0
2023-02-03,2.3157894736842106
2023-02-04,2.2105263157894735
2023-02-05,2.3684210526315788
2023-02-06,1.8421052631578947
2023-02-07,1.8421052631578947
2023-02-08,1.789473684210526
2023-02-09,1.8421052631578947
2023-02-10,2.052631578947368
2023-02-11,2.1578947368421053
2023-02-12,2.4210526315789473
2023-02-13,1.7368421052631577
2023-02-14,1.6842105263157894
2023-02-15,1.6842105263157894
2023-02-16,1.7368421052631577
2023-02-17,1.789473684210526
2023-02-18,2.263157894736842
2023-02-19,2.2105263157894735
2023-02-20,2.1578947368421053
2023-02-21,2.1052631578947367
2023-02-22,2.1578947368421053
2023-02-23,2.3684210526315788
2023-02-24,1.789473684210526
2023-02-25,2.1052631578947367
2023-02-26,2.3684210526315788
2023-02-27,2.894736842105263
2023-02-28,2.3684210526315788
2023-03-01,2.2105263157894735
2023-03-02,2.2105263157894735
2023-03-03,1.8421052631578947
2023-03-04,2.052631578947368
2023-03-05,2.1052631578947367
2023-03-06,1.8421052631578947
2023-03-07,1.631578947368421
2023-03-08,1.6842105263157894
2023-03-09,1.631578947368421
2023-03-10,1.6842105263157894
2023-03-11,1.789473684210526
2023-03-12,1.894736842105263
2023-03-13,1.894736842105263
2023-03-14,1.789473684210526
2023-03-15,1.7368421052631577
2023-03-16,1.631578947368421
2023-03-17,1.631578947368421
2023-03-18,1.789473684210526
2023-03-19,2.0
2023-03-20,1.7368421052631577
2023-03-21,1.6842105263157894
2023-03-22,1.5789473684210527
2023-03-23,1.526315789473684
2023-03-24,1.4736842105263157
2023-03-25,1.894736842105263
2023-03-26,1.789473684210526
2023-03-27,1.526315789473684
2023-03-28,1.3684210526315788
2023-03-29,1.3684210526315788
2023-03-30,1.3684210526315788
2023-03-31,1.3684210526315788
2023-04-01,1.5789473684210527
2023-04-02,1.789473684210526
2023-04-03,1.7368421052631577
2023-04-04,1.894736842105263
2023-04-05,1.526315789473684
2023-04-06,1.526315789473684
2023-04-07,1.7368421052631577
2023-04-08,1.789473684210526
2023-04-09,1.6842105263157894
2023-04-10,1.631578947368421
2023-04-11,1.5789473684210527
2023-04-12,1.6842105263157894
2023-04-13,1.7368421052631577
2023-04-14,1.5789473684210527
2023-04-15,1.631578947368421
2023-04-16,1.789473684210526
2023-04-17,1.631578947368421
2023-04-18,1.4210526315789473
2023-04-19,1.526315789473684
2023-04-20,1.4210526315789473
2023-04-21,1.4210526315789473
2023-04-22,1.7368421052631577
2023-04-23,2.0
2023-04-24,1.789473684210526
2023-04-25,1.5789473684210527
2023-04-26,1.570175438596491
2023-04-27,1.6491228070175437
2023-04-28,1.6228070175438596
2023-04-29,1.8625730994152045
2023-04-30,2.1023391812865495
2023-05-01,1.8362573099415203
2023-05-02,1.675438596491228
2023-05-03,1.6491228070175437
2023-05-04,1.570175438596491
2023-05-05,1.675438596491228
2023-05-06,1.8888888888888888
2023-05-07,2.128654970760234
2023-05-08,1.8625730994152045
2023-05-09,1.8362573099415203
2023-05-10,1.675438596491228
2023-05-11,1.8625730994152045
2023-05-12,1.915204678362573
2023-05-13,2.181286549707602
2023-05-14,2.4210526315789473
2023-05-15,2.154970760233918
2023-05-16,2.4210526315789473
2023-05-17,2.394736842105263
2023-05-18,2.6608187134502925
2023-05-19,2.4210526315789473
2023-05-20,2.4473684210526314
2023-05-21,2.9269005847953213
2023-05-22,2.4473684210526314
2023-05-23,2.4210526315789473
2023-05-24,2.394736842105263
2023-05-25,2.181286549707602
2023-05-26,2.4210526315789473
2023-05-27,2.4210526315789473
2023-05-28,2.4210526315789473
2023-05-29,2.152046783625731
2023-05-30,2.152046783625731
2023-05-31,1.8830409356725144
2023-06-01,1.8830409356725144
2023-06-02,1.8830409356725144
2023-06-03,2.690058479532164
2023-06-04,3.497076023391813
2023-06-05,2.690058479532164
2023-06-06,2.152046783625731
2023-06-07,1.8830409356725144
2023-06-08,1.8830409356725144
2023-06-09,1.8830409356725144
2023-06-10,2.152046783625731
2023-06-11,2.152046783625731
2023-06-12,2.152046783625731
2023-06-13,2.152046783625731
2023-06-14,2.152046783625731
2023-06-15,1.8830409356725144
2023-06-16,1.8830409356725144
2023-06-17,1.8830409356725144
2023-06-18,1.8830409356725144
2023-06-19,1.8830409356725144
2023-06-20,1.8830409356725144
2023-06-21,1.8830409356725144
2023-06-22,1.6140350877192982
2023-06-23,1.6140350877192982
2023-06-24,1.6140350877192982
2023-06-25,1.6140350877192982
2023-06-26,1.6140350877192982
2023-06-27,1.6140350877192982
2023-06-28,1.345029239766082
2023-06-29,1.345029239766082
2023-06-30,1.6140350877192982
2023-07-01,1.6140350877192982
2023-07-02,1.6140350877192982
2023-07-03,1.6140350877192982
2023-07-04,1.8830409356725144
2023-07-05,1.6140350877192982
2023-07-06,1.6140350877192982
2023-07-07,1.6140350877192982
2023-07-08,1.6140350877192982
2023-07-09,1.6140350877192982
2023-07-10,1.345029239766082
2023-07-11,1.345029239766082
2023-07-12,1.345029239766082
2023-07-13,1.345029239766082
2023-07-14,1.6140350877192982
2023-07-15,1.8830409356725144
2023-07-16,1.8830409356725144
2023-07-17,1.345029239766082
2023-07-18,1.345029239766082
2023-07-19,1.6140350877192982
2023-07-20,1.345029239766082
2023-07-21,1.345029239766082
2023-07-22,1.345029239766082
2023-07-23,1.6140350877192982
2023-07-24,1.6140350877192982
2023-07-25,1.345029239766082
2023-07-26,1.345029239766082
2023-07-27,1.345029239766082
2023-07-28,1.345029239766082
2023-07-29,1.345029239766082
2023-07-30,1.345029239766082
2023-07-31,24.210526315789473
2023-08-01,26.900584795321635
2023-08-02,6.994152046783626
2023-08-03,4.573099415204678
2023-08-04,2.95906432748538
2023-08-05,2.95906432748538
2023-08-06,3.2280701754385963
2023-08-07,1.8830409356725144
2023-08-08,1.8830409356725144
2023-08-09,1.6140350877192982
2023-08-10,1.6140350877192982
2023-08-11,1.6140350877192982
2023-08-12,1.6140350877192982
2023-08-13,1.8830409356725144
2023-08-14,1.6140350877192982
2023-08-15,1.345029239766082
2023-08-16,1.345029239766082
2023-08-17,1.345029239766082
2023-08-18,1.345029239766082
2023-08-19,1.6140350877192982
2023-08-20,1.6140350877192982
2023-08-21,1.0760233918128654
2023-08-22,1.345029239766082
2023-08-23,1.345029239766082
2023-08-24,1.345029239766082
2023-08-25,1.345029239766082
2023-08-26,1.6140350877192982
2023-08-27,1.6140350877192982
2023-08-28,1.0760233918128654
2023-08-29,1.345029239766082
2023-08-30,1.345029239766082
2023-08-31,1.345029239766082
2023-09-01,1.345029239766082
2023-09-02,1.6140350877192982
2023-09-03,1.6140350877192982
2023-09-04,1.6140350877192982
2023-09-05,1.345029239766082
2023-09-06,1.345029239766082
2023-09-07,1.345029239766082
2023-09-08,1.0760233918128654
2023-09-09,1.6140350877192982
2023-09-10,1.6140350877192982
2023-09-11,1.345029239766082
2023-09-12,1.0760233918128654
2023-09-13,1.0760233918128654
2023-09-14,1.0760233918128654
2023-09-15,1.0760233918128654
2023-09-16,1.345029239766082
2023-09-17,1.6140350877192982
2023-09-18,1.345029239766082
2023-09-19,1.345029239766082
2023-09-20,1.0760233918128654
2023-09-21,1.345029239766082
2023-09-22,1.345029239766082
2023-09-23,1.345029239766082
2023-09-24,1.345029239766082
2023-09-25,1.0760233918128654
2023-09-26,1.0760233918128654
2023-09-27,1.0760233918128654
2023-09-28,1.0760233918128654
2023-09-29,1.0760233918128654
2023-09-30,1.345029239766082
2023-10-01,1.345029239766082
2023-10-02,1.0760233918128654
2023-10-03,1.0760233918128654
2023-10-04,1.0760233918128654
2023-10-05,1.0760233918128654
2023-10-06,1.0760233918128654
2023-10-07,1.0760233918128654
2023-10-08,1.0760233918128654
2023-10-09,1.0760233918128654
2023-10-10,1.0760233918128654
2023-10-11,1.0760233918128654
2023-10-12,1.345029239766082
2023-10-13,1.0760233918128654
2023-10-14,1.345029239766082
2023-10-15,1.345029239766082
2023-10-16,1.345029239766082
2023-10-17,1.0760233918128654
2023-10-18,1.0760233918128654
2023-10-19,1.0760233918128654
2023-10-20,1.0760233918128654
2023-10-21,1.345029239766082
2023-10-22,1.345029239766082
2023-10-23,1.0760233918128654
2023-10-24,1.345029239766082
2023-10-25,1.345029239766082
2023-10-26,1.0760233918128654
2023-10-27,1.345029239766082
2023-10-28,1.345029239766082
2023-10-29,1.345029239766082
2023-10-30,1.345029239766082
2023-10-31,1.0760233918128654
2023-11-01,1.0760233918128654
2023-11-02,1.0760233918128654
2023-11-03,1.345029239766082
2023-11-04,1.345029239766082
2023-11-05,1.6140350877192982
2023-11-06,1.345029239766082
2023-11-07,1.345029239766082
2023-11-08,1.0760233918128654
2023-11-09,1.345029239766082
2023-11-10,1.345029239766082
2023-11-11,1.345029239766082
2023-11-12,1.6140350877192982
2023-11-13,2.152046783625731
2023-11-14,1.8830409356725144
2023-11-15,1.6140350877192982
2023-11-16,1.6140350877192982
2023-11-17,1.6140350877192982
2023-11-18,1.6140350877192982
2023-11-19,1.6140350877192982
2023-11-20,1.345029239766082
2023-11-21,1.345029239766082
2023-11-22,1.6140350877192982
2023-11-23,1.345029239766082
2023-11-24,1.345029239766082
2023-11-25,1.6140350877192982
2023-11-26,1.6140350877192982
2023-11-27,1.345029239766082
2023-11-28,1.345029239766082
2023-11-29,1.345029239766082
2023-11-30,1.345029239766082
2023-12-01,1.345029239766082
2023-12-02,1.345029239766082
2023-12-03,1.6140350877192982
2023-12-04,1.345029239766082
2023-12-05,4.573099415204678
2023-12-06,1.8830409356725144
2023-12-07,1.345029239766082
2023-12-08,1.345029239766082
2023-12-09,1.345029239766082
2023-12-10,1.6140350877192982
2023-12-11,1.345029239766082
2023-12-12,1.345029239766082
2023-12-13,1.345029239766082
2023-12-14,1.345029239766082
2023-12-15,1.345029239766082
2023-12-16,1.6140350877192982
2023-12-17,1.6140350877192982
2023-12-18,1.345029239766082
2023-12-19,1.345029239766082
2023-12-20,1.6140350877192982
2023-12-21,1.6140350877192982
2023-12-22,1.8830409356725144
2023-12-23,1.8830409356725144
2023-12-24,1.8830409356725144
2023-12-25,1.5773524720893142
2023-12-26,1.8830409356725144
2023-12-27,2.1031366294524187
2023-12-28,1.9686337054758105
2023-12-29,2.1031366294524187
2023-12-30,2.188729399255715
2023-12-31,1.9686337054758105
2024-01-01,1.9686337054758105
2024-01-02,2.188729399255715
2024-01-03,2.1031366294524187
2024-01-04,1.8830409356725144
2024-01-05,1.8830409356725144
2024-01-06,2.188729399255715
2024-01-07,2.188729399255715
2024-01-08,1.8830409356725144
2024-01-09,1.8830409356725144
2024-01-10,1.66294524189261
2024-01-11,1.66294524189261
2024-01-12,1.66294524189261
2024-01-13,2.188729399255715
2024-01-14,2.188729399255715
2024-01-15,1.8830409356725144
2024-01-16,1.8830409356725144
2024-01-17,1.66294524189261
2024-01-18,1.5773524720893142
2024-01-19,1.8830409356725144
2024-01-20,2.188729399255715
2024-01-21,2.396597554492291
2024-01-22,2.0542264752791066
2024-01-23,1.7118553960659222
2024-01-24,1.8830409356725144
2024-01-25,1.7118553960659222
2024-01-26,1.7118553960659222
2024-01-27,2.225412014885699
2024-01-28,2.225412014885699
2024-01-29,1.7118553960659222
2024-01-30,1.54066985645933
2024-01-31,1.54066985645933
2024-02-01,1.54066985645933
2024-02-02,1.54066985645933
2024-02-03,1.7118553960659222
2024-02-04,2.0542264752791066
2024-02-05,1.54066985645933
2024-02-06,1.3694843168527377
2024-02-07,1.3694843168527377
2024-02-08,1.3694843168527377
2024-02-09,1.54066985645933
2024-02-10,1.8830409356725144
2024-02-11,1.7118553960659222
2024-02-12,1.3694843168527377
2024-02-13,1.7118553960659222
2024-02-14,1.54066985645933
2024-02-15,1.54066985645933
2024-02-16,1.7118553960659222
2024-02-17,1.8830409356725144
2024-02-18,2.225412014885699
2024-02-19,1.8830409356725144
2024-02-20,1.54066985645933
2024-02-21,1.54066985645933
2024-02-22,1.54066985645933
2024-02-23,1.7118553960659222
2024-02-24,1.8830409356725144
2024-02-25,2.225412014885699
2024-02-26,1.54066985645933
2024-02-27,1.54066985645933
2024-02-28,1.54066985645933
2024-02-29,1.54066985645933
2024-03-01,1.54066985645933
2024-03-02,2.225412014885699
2024-03-03,3.252525252525252
2024-03-04,2.225412014885699
2024-03-05,1.8830409356725144
2024-03-06,1.7118553960659222
2024-03-07,1.7118553960659222
2024-03-08,1.7118553960659222
2024-03-09,2.0542264752791066
2024-03-10,2.396597554492291
2024-03-11,1.8830409356725144
2024-03-12,1.8830409356725144
2024-03-13,1.7118553960659222
2024-03-14,1.7118553960659222
2024-03-15,1.7118553960659222
2024-03-16,1.8830409356725144
2024-03-17,2.225412014885699
2024-03-18,1.7118553960659222
2024-03-19,1.7118553960659222
2024-03-20,1.7118553960659222
2024-03-21,1.7118553960659222
2024-03-22,1.7118553960659222
2024-03-23,1.8830409356725144
2024-03-24,2.225412014885699
2024-03-25,2.9101541733120677
2024-03-26,2.5677830940988833
2024-03-27,2.0542264752791066
2024-03-28,1.7118553960659222
2024-03-29,2.0542264752791066
2024-03-30,2.0542264752791066
2024-03-31,2.0542264752791066
2024-04-01,1.7118553960659222
2024-04-02,1.54066985645933
2024-04-03,1.7118553960659222
2024-04-04,1.7118553960659222
2024-04-05,1.7118553960659222
2024-04-06,1.7118553960659222
2024-04-07,2.225412014885699
2024-04-08,1.54066985645933
2024-04-09,1.54066985645933
2024-04-10,1.54066985645933
2024-04-11,1.54066985645933
2024-04-12,1.54066985645933
2024-04-13,1.7118553960659222
2024-04-14,1.8830409356725144
2024-04-15,1.7118553960659222
2024-04-16,1.54066985645933
2024-04-17,1.54066985645933
2024-04-18,1.7118553960659222
2024-04-19,1.54066985645933
2024-04-20,1.8830409356725144
2024-04-21,2.0542264752791066
2024-04-22,1.54066985645933
2024-04-23,1.54066985645933
2024-04-24,1.54066985645933
2024-04-25,1.54066985645933
2024-04-26,1.3694843168527377
2024-04-27,1.8830409356725144
2024-04-28,1.8830409356725144
2024-04-29,1.54066985645933
2024-04-30,17.11855396065922
2024-05-01,17.11855396065922
2024-05-02,10.613503455608718
2024-05-03,8.55927698032961
2024-05-04,7.874534821903242
2024-05-05,6.676236044657097
2024-05-06,4.793195108984582
2024-05-07,3.766081871345029
2024-05-08,3.4237107921318444
2024-05-09,3.08133971291866
2024-05-10,2.9101541733120677
2024-05-11,3.08133971291866
2024-05-12,2.7389686337054755
2024-05-13,2.225412014885699
2024-05-14,2.225412014885699
2024-05-15,2.225412014885699
2024-05-16,2.0542264752791066
2024-05-17,2.0542264752791066
2024-05-18,2.396597554492291
2024-05-19,2.225412014885699
2024-05-20,2.0542264752791066
2024-05-21,1.8830409356725144
2024-05-22,1.7118553960659222
2024-05-23,1.8830409356725144
2024-05-24,2.0542264752791066
2024-05-25,2.0542264752791066
2024-05-26,2.0542264752791066
2024-05-27,1.8830409356725144
2024-05-28,1.8830409356725144
2024-05-29,1.7118553960659222
2024-05-30,1.8830409356725144
2024-05-31,1.7118553960659222
2024-06-01,1.8830409356725144
2024-06-02,1.8830409356725144
2024-06-03,1.7118553960659222
2024-06-04,1.54066985645933
2024-06-05,1.7118553960659222
2024-06-06,1.7118553960659222
2024-06-07,1.7118553960659222
2024-06-08,1.8830409356725144
2024-06-09,1.8830409356725144
2024-06-10,1.7118553960659222
2024-06-11,1.7118553960659222
2024-06-12,2.0542264752791066
2024-06-13,1.7118553960659222
2024-06-14,1.7118553960659222
2024-06-15,1.8830409356725144
2024-06-16,2.0542264752791066
2024-06-17,1.7118553960659222
2024-06-18,1.7118553960659222
2024-06-19,1.7118553960659222
2024-06-20,2.225412014885699
2024-06-21,1.8830409356725144
2024-06-22,2.0542264752791066
2024-06-23,2.0542264752791066
2024-06-24,1.7118553960659222
2024-06-25,2.396597554492291
2024-06-26,1.54066985645933
2024-06-27,1.7118553960659222
2024-06-28,1.7118553960659222
2024-06-29,1.8830409356725144
2024-06-30,1.7118553960659222
2024-07-01,1.54066985645933
2024-07-02,1.54066985645933
2024-07-03,1.54066985645933
2024-07-04,1.7118553960659222
2024-07-05,1.54066985645933
2024-07-06,1.7118553960659222
2024-07-07,1.8830409356725144
2024-07-08,1.54066985645933
2024-07-09,1.3694843168527377
2024-07-10,1.54066985645933
2024-07-11,1.54066985645933
2024-07-12,1.8830409356725144
2024-07-13,1.8830409356725144
2024-07-14,1.8830409356725144
2024-07-15,1.54066985645933
2024-07-16,1.54066985645933
2024-07-17,1.54066985645933
2024-07-18,1.54066985645933
2024-07-19,1.54066985645933
2024-07-20,1.54066985645933
2024-07-21,1.7118553960659222
2024-07-22,1.3694843168527377
2024-07-23,1.3694843168527377
2024-07-24,1.3694843168527377
2024-07-25,1.54066985645933
2024-07-26,1.3694843168527377
2024-07-27,1.54066985645933
2024-07-28,1.54066985645933
2024-07-29,1.3694843168527377
2024-07-30,1.3694843168527377
2024-07-31,1.3694843168527377
2024-08-01,1.3694843168527377
2024-08-02,1.3694843168527377
2024-08-03,1.54066985645933
2024-08-04,1.7118553960659222
2024-08-05,1.3694843168527377
2024-08-06,1.3694843168527377
2024-08-07,1.7118553960659222
2024-08-08,2.0542264752791066
2024-08-09,1.8830409356725144
2024-08-10,1.8830409356725144
2024-08-11,1.7118553960659222
2024-08-12,1.54066985645933
2024-08-13,1.54066985645933
2024-08-14,1.3694843168527377
2024-08-15,1.3694843168527377
2024-08-16,1.54066985645933
2024-08-17,1.54066985645933
2024-08-18,1.7390959760703213
2024-08-19,1.3752191758010324
2024-08-20,1.3752191758010324
2024-08-21,1.3591615707458076
2024-08-22,1.2253959857768373
2024-08-23,1.2253959857768373
2024-08-24,1.3752191758010324
2024-08-25,1.4073343859114817
2024-08-26,1.3591615707458076
2024-08-27,1.2414535908320619
