Time,afloat
2022-07-07,80.31094065656566
2022-07-08,45.85718614718615
2022-07-09,40.91286268295197
2022-07-10,53.96398809523809
2022-07-11,62.093148577612865
2022-07-12,57.147582972582974
2022-07-13,70.15647559781488
2022-07-14,47.27881029684601
2022-07-15,63.533404839208416
2022-07-16,56.97368326118327
2022-07-17,69.94282738095238
2022-07-18,100.0
2022-07-19,86.07693426613069
2022-07-20,69.7825912183055
2022-07-21,0.0
2022-07-22,46.99063363224077
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,59.815689419707276
2022-07-26,67.84672077922077
2022-07-27,48.42467918985776
2022-07-28,40.32284580498866
2022-07-29,0.0
2022-07-30,40.26073876520305
2022-07-31,48.27562229437229
2022-08-01,67.5337012987013
2022-08-02,65.8748282570604
2022-08-03,61.007517522160384
2022-08-04,44.918127705627704
2022-08-05,75.33990517419089
2022-08-06,0.0
2022-08-07,52.816250000000004
2022-08-08,65.56926162131519
2022-08-09,62.32231756338899
2022-08-10,36.72561804267161
2022-08-11,51.05676355390641
2022-08-12,98.8454666563595
2022-08-13,52.57030612244898
2022-08-14,62.08010010822511
2022-08-15,68.39387780869923
2022-08-16,69.92977891156463
2022-08-17,38.113704390847246
2022-08-18,33.32340638528139
2022-08-19,58.66670918367347
2022-08-20,45.94599322304679
2022-08-21,44.326868686868686
2022-08-22,45.87394905689548
2022-08-23,61.64410868893012
2022-08-24,37.905024737167594
2022-08-25,41.03148113790971
2022-08-26,0.0
2022-08-27,51.99643707482993
2022-08-28,62.9762987012987
2022-08-29,63.82556468474836
2022-08-30,58.72255901765468
2022-08-31,62.82724180581323
2022-09-01,51.903586622419525
2022-09-02,88.71513119533527
2022-09-03,48.463667975307
2022-09-04,0.0
2022-09-05,52.633252192110604
2022-09-06,60.85424065730189
2022-09-07,40.83477841461259
2022-09-08,81.60461061047795
2022-09-09,39.09893743373973
2022-09-10,65.66951328150307
2022-09-11,0.0
2022-09-12,72.23242722413642
2022-09-13,43.97108236151603
2022-09-14,87.87189504373177
2022-09-15,77.82416793665517
2022-09-16,71.11556862355332
2022-09-17,48.811286525974026
2022-09-18,66.9096513605442
2022-09-19,76.80148979775892
2022-09-20,58.52101867803399
2022-09-21,63.43876791788143
2022-09-22,63.38775142091468
2022-09-23,74.90257347527755
2022-09-24,50.95876109859528
2022-09-25,49.2680808080808
2022-09-26,64.83195548782282
2022-09-27,40.40490811909179
2022-09-28,73.72325293753866
2022-09-29,50.86298274288069
2022-09-30,59.58419648378831
2022-10-01,43.77641944223576
2022-10-02,52.4891156462585
2022-10-03,73.42513914656772
2022-10-04,50.657142268162666
2022-10-05,57.59748785228377
2022-10-06,47.086888417704735
2022-10-07,47.04855950172276
2022-10-08,0.0
2022-10-09,50.45130179344464
2022-10-10,100.0
2022-10-11,100.0
2022-10-12,65.94676914921811
2022-10-13,57.222716229348876
2022-10-14,62.37367611979856
2022-10-15,41.54838059899284
2022-10-16,0.0
2022-10-17,74.31876387784551
2022-10-18,46.62694142592101
2022-10-19,100.0
2022-10-20,60.34296021438878
2022-10-21,49.95728465412137
2022-10-22,37.86739876903142
2022-10-23,0.0
2022-10-24,60.14421768707483
2022-10-25,49.79261227434696
2022-10-26,53.182578260741515
2022-10-27,75.42248785228377
2022-10-28,47.9563801278087
2022-10-29,58.184481255705734
2022-10-30,46.16699443413729
2022-10-31,63.21335645080543
2022-11-01,58.03968312866271
2022-11-02,78.45897605795564
2022-11-03,46.013678770209374
2022-11-04,51.08372206025267
2022-11-05,0.0
2022-11-06,44.19874046588332
2022-11-07,57.75008687457667
2022-11-08,56.0047084548105
2022-11-09,62.74063315369437
2022-11-10,66.076654739818
2022-11-11,42.321340224401446
2022-11-12,50.74302058485731
2022-11-13,49.01041847041846
2022-11-14,75.98676782401272
2022-11-15,75.92288629737608
2022-11-16,52.25842550873162
2022-11-17,69.05777895573813
2022-11-18,58.902076891362604
2022-11-19,85.75634154960686
2022-11-20,47.042164502164496
2022-11-21,65.4676508525488
2022-11-22,30.190286244367872
2022-11-23,62.00528580263273
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,35.10275510204082
2022-11-27,40.083364254792826
2022-11-28,48.39289704626438
2022-11-29,63.35743793621344
2022-11-30,53.30820508289896
2022-12-01,46.60493094207379
2022-12-02,54.88039358600583
2022-12-03,34.894075448361164
2022-12-04,51.46629457843742
2022-12-05,41.46958653591306
2022-12-06,43.09146067084842
2022-12-07,59.6139941690962
2022-12-08,59.5628889477869
2022-12-09,49.593153105397995
2022-12-10,0.0
2022-12-11,33.005318491032774
2022-12-12,67.6026997379038
2022-12-13,51.070229113290324
2022-12-14,49.3802146832759
2022-12-15,47.69303943222309
2022-12-16,57.51087920016491
2022-12-17,42.685458079335625
2022-12-18,36.0872335600907
2022-12-19,45.88945784374356
2022-12-20,34.38728200371057
2022-12-21,55.62638101127896
2022-12-22,55.57811496893129
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,39.06125982860676
2022-12-28,0.0
2022-12-29,34.118979591836734
2022-12-30,34.08916821273964
2022-12-31,37.30310510351326
2023-01-01,0.0
2023-01-02,35.661564356115164
2023-01-03,48.64517551667772
2023-01-04,32.440630062132264
2023-01-05,43.80904320274717
2023-01-06,63.30022952011169
2023-01-07,38.96660305820836
2023-01-08,0.0
2023-01-09,58.48775157096216
2023-01-10,55.256304225965486
2023-01-11,52.02275427076604
2023-01-12,53.66581187590024
2023-01-13,42.29582177763325
2023-01-14,35.80033662949715
2023-01-15,0.0
2023-01-16,39.08014400915726
2023-01-17,27.690704766514777
2023-01-18,35.84659405395782
2023-01-19,50.52740503237556
2023-01-20,78.26121330804688
2023-01-21,0.0
2023-01-22,30.998371731361416
2023-01-23,53.856623751800484
2023-01-24,53.87397028597322
2023-01-25,63.689738060172516
2023-01-26,71.8782178057583
2023-01-27,70.26722500621615
2023-01-28,65.38588657292632
2023-01-29,85.02898647744006
2023-01-30,62.1565418381324
2023-01-31,85.08365434271177
2023-02-01,100.0
2023-02-02,55.66736452060457
2023-02-03,93.35466153875578
2023-02-04,34.40486137573766
2023-02-05,45.88786677240285
2023-02-06,83.60827990124749
2023-02-07,62.31634021354197
2023-02-08,52.49373895618372
2023-02-09,82.04774974657153
2023-02-10,57.4518226618742
2023-02-11,0.0
2023-02-12,39.420766862003966
2023-02-13,50.93478575915983
2023-02-14,46.02033121517657
2023-02-15,0.0
2023-02-16,69.07465163702275
2023-02-17,74.03220969016255
2023-02-18,37.8507749614156
2023-02-19,41.1552880109581
2023-02-20,0.0
2023-02-21,56.0069360683499
2023-02-22,54.37701977698295
2023-02-23,57.690994572437866
2023-02-24,70.90011067724615
2023-02-25,46.182232200788896
2023-02-26,54.44640591367395
2023-02-27,49.512502225315174
2023-02-28,52.83015658862492
2023-03-01,79.27046620537047
2023-03-02,100.0
2023-03-03,56.18565793558429
2023-03-04,38.02003508273758
2023-03-05,42.99283705984736
2023-03-06,54.585178187055945
2023-03-07,43.02017099248321
2023-03-08,62.895609324401654
2023-03-09,44.70317819146978
2023-03-10,48.02976864814124
2023-03-11,46.38828800065913
2023-03-12,44.74575604807562
2023-03-13,39.78662103728377
2023-03-14,76.28187033879227
2023-03-15,72.98839599281425
2023-03-16,51.43993786037231
2023-03-17,61.41550400998117
2023-03-18,46.491315900594245
2023-03-19,48.16696396387117
2023-03-20,68.11967322074095
2023-03-21,44.87348961789314
2023-03-22,44.887682236761755
2023-03-23,51.5540044638719
2023-03-24,64.87876412983186
2023-03-25,44.93026009336759
2023-03-26,34.956796553961496
2023-03-27,48.288915355631104
2023-03-28,79.95171191106388
2023-03-29,44.987030568842044
2023-03-30,66.66847879660838
2023-03-31,61.68779203123827
2023-04-01,41.69408187541471
2023-04-02,43.37551211674922
2023-04-03,51.73325198365698
2023-04-04,50.0802069800597
2023-04-05,63.45490363833514
2023-04-06,51.78213767087109
2023-04-07,35.08926099673522
2023-04-08,0.0
2023-04-09,45.14314937639679
2023-04-10,61.88228347499333
2023-04-11,58.555693018321875
2023-04-12,68.61536357604103
2023-04-13,71.98505754186901
2023-04-14,40.19032219621321
2023-04-15,48.57854991106094
2023-04-16,100.0
2023-04-17,48.60903775900093
2023-04-18,98.92526273432016
2023-04-19,83.86125104644985
2023-04-20,82.20978300050463
2023-04-21,67.13105304121503
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,65.51427806361531
2023-04-25,90.7404625565892
2023-04-26,59.36955007584462
2023-04-27,77.513934125521
2023-04-28,57.45561333511848
2023-04-29,75.61072069682893
2023-04-30,70.88826322131477
2023-05-01,72.86330181453303
2023-05-02,79.58860490319694
2023-05-03,55.5912771690754
2023-05-04,53.6538963245885
2023-05-05,0.0
2023-05-06,0.0
2023-05-07,35.52162330968001
2023-05-08,71.06538710479506
2023-05-09,84.52192264289465
2023-05-10,73.06805399607755
2023-05-11,54.8856547539353
2023-05-12,64.43047522874768
2023-05-13,37.54825995727395
2023-05-14,47.09360608463701
2023-05-15,48.224239476282186
2023-05-16,51.046984369091874
2023-05-17,49.9461659901218
2023-05-18,37.60665995565554
2023-05-19,55.86882171583938
2023-05-20,0.0
2023-05-21,0.0
2023-05-22,57.88656432227565
2023-05-23,46.37785960137064
2023-05-24,60.73721085247595
2023-05-25,35.82265658936056
2023-05-26,71.66751674246225
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,56.05963359173962
2023-05-31,69.53545535613135
2023-06-01,56.094326660085116
2023-06-02,56.11167319425787
2023-06-03,74.09030604152842
2023-06-04,51.654656961595094
2023-06-05,49.42406726116298
2023-06-06,47.19208983799705
2023-06-07,49.45459716130702
2023-06-08,53.96712230332259
2023-06-09,71.97836663483791
2023-06-10,74.25058801728463
2023-06-11,33.76067520108757
2023-06-12,47.279516370227704
2023-06-13,49.54618686173914
2023-06-14,58.57262486850409
2023-06-15,63.097639515124044
2023-06-16,83.40469651556101
2023-06-17,58.62674605512307
2023-06-18,36.08909935425399
2023-06-19,63.17535198821796
2023-06-20,51.90999794461796
2023-06-21,72.24480939973134
2023-06-22,63.233636343038405
2023-06-23,72.28921652721357
2023-06-24,40.67517380116202
2023-06-25,63.291920697858835
2023-06-26,72.35582721843693
2023-06-27,49.75989616274741
2023-06-28,45.25014646619948
2023-06-29,58.843230801598985
2023-06-30,61.125166243182434
2023-07-01,58.8793115926783
2023-07-02,43.04037260677467
2023-07-03,56.64941575361309
2023-07-04,45.33340983022868
2023-07-05,49.882015763323565
2023-07-06,88.4542703555649
2023-07-07,0.0
2023-07-08,88.50839154218387
2023-07-09,47.672935765265656
2023-07-10,77.20834443023838
2023-07-11,61.331243069154695
2023-07-12,38.62776350159413
2023-07-13,63.641626826781454
2023-07-14,40.924963893249604
2023-07-15,52.3089682305912
2023-07-16,65.97490800951624
2023-07-17,54.61657654275032
2023-07-18,50.080460114259814
2023-07-19,45.541568240301665
2023-07-20,59.222079107931826
2023-07-21,56.96165336872258
2023-07-22,43.30403992620045
2023-07-23,50.15678486461991
2023-07-24,66.13588384663936
2023-07-25,61.59352266584666
2023-07-26,34.229031623751794
2023-07-27,41.08732745310654
2023-07-28,0.0
2023-07-29,43.396323487999474
2023-07-30,54.83306128922623
2023-07-31,59.42052345886808
2023-08-01,41.149774976128434
2023-08-02,52.59622683649192
2023-08-03,45.749726650374654
2023-08-04,45.76360387771286
2023-08-05,0.0
2023-08-06,48.08092624900872
2023-08-07,52.67602089368657
2023-08-08,34.364334590299244
2023-08-09,52.707938516564425
2023-08-10,48.139210603829156
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,78.01044817038631
2023-08-14,48.19749495864959
2023-08-15,84.94506875010114
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,66.63893333764909
2023-08-19,57.464702859732306
2023-08-20,0.0
2023-08-21,59.799371765200924
2023-08-22,55.21607276376053
2023-08-23,50.62999831685251
2023-08-24,80.57200974283447
2023-08-25,62.17428462995031
2023-08-26,0.0
2023-08-27,39.170363090517725
2023-08-28,64.5353202673615
2023-08-29,53.02711474534302
2023-08-30,100.0
2023-08-31,100.0
2023-09-01,59.997816116137166
2023-09-02,48.47434564404667
2023-09-03,46.17992069785884
2023-09-04,57.74224740649629
2023-09-05,64.69074521354933
2023-09-06,73.95448380779749
2023-09-07,60.10605848937512
2023-09-08,43.936841492822346
2023-09-09,0.0
2023-09-10,48.590914353687545
2023-09-11,69.43640777484666
2023-09-12,50.93529731829289
2023-09-13,57.89836621405104
2023-09-14,88.03188337730015
2023-09-15,99.64486196572203
2023-09-16,97.3566817718364
2023-09-17,44.05549178656395
2023-09-18,57.985098884914784
2023-09-19,81.20342358672255
2023-09-20,0.0
2023-09-21,71.96605172441696
2023-09-22,51.087946819013084
2023-09-23,0.0
2023-09-24,44.14777534836298
2023-09-25,44.160958714334264
2023-09-26,72.073600236288
2023-09-27,62.79251510786709
2023-09-28,67.46393450290503
2023-09-29,39.55961931735422
2023-09-30,46.554605835990216
2023-10-01,37.254786450662735
2023-10-02,37.24654910912929
2023-10-03,65.16704559329274
2023-10-04,65.15263024560922
2023-10-05,41.874566720095096
2023-10-06,51.168699646618855
2023-10-07,53.48270845210176
2023-10-08,39.521945376174195
2023-10-09,39.51319320079492
2023-10-10,0.0
2023-10-11,65.05172281182459
2023-10-12,62.71454648327889
2023-10-13,37.15593835226146
2023-10-14,0.0
2023-10-15,64.9940614210905
2023-10-16,44.0933312640976
2023-10-17,78.88635159552136
2023-10-18,62.63114340025281
2023-10-19,85.80881432582814
2023-10-20,55.64741544229107
2023-10-21,71.86195176373826
2023-10-22,50.98747813288318
2023-10-23,62.56164083106441
2023-10-24,88.03015303905985
2023-10-25,62.53383980338905
2023-10-26,74.09770582465349
2023-10-27,0.0
2023-10-28,43.975949147246084
2023-10-29,0.0
2023-10-30,53.2103613476524
2023-10-31,80.95426982269275
2023-11-01,57.81160759863453
2023-11-02,48.55093887209037
2023-11-03,43.917258088820326
2023-11-04,43.90747624574937
2023-11-05,50.828909308364466
2023-11-06,41.578022424891266
2023-11-07,53.11563192001785
2023-11-08,46.17720934049003
2023-11-09,53.09194956310921
2023-11-10,46.156615986656426
2023-11-11,0.0
2023-11-12,39.2156192378994
2023-11-13,55.35087114708723
2023-11-14,64.56160099058492
2023-11-15,62.24192901279778
2023-11-16,71.44699568399122
2023-11-17,80.64794368441795
2023-11-18,0.0
2023-11-19,43.76074859968497
2023-11-20,57.56706152186054
2023-11-21,59.856358302743125
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,66.67328009465271
2023-11-28,52.86696717247714
2023-11-29,73.53756660037958
2023-11-30,66.62848955006463
2023-12-01,39.04932790569309
2023-12-02,0.0
2023-12-03,57.39974052196254
2023-12-04,64.27329403691454
2023-12-05,36.71935925098915
2023-12-06,80.30557917693436
2023-12-07,71.1118388503494
2023-12-08,82.56295625937486
2023-12-09,38.979310502658855
2023-12-10,43.55532989519482
2023-12-11,57.29677375279454
2023-12-12,45.82712232531884
2023-12-13,43.52598436598194
2023-12-14,59.5484876629308
2023-12-15,45.79623229456844
2023-12-16,0.0
2023-12-17,48.06442088777158
2023-12-18,54.91841071658165
2023-12-19,41.17954102821111
2023-12-20,52.606461246482105
2023-12-21,43.447729621414254
2023-12-22,51.986376860580194
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,50.251265733332005
2023-12-27,70.89193028369287
2023-12-28,50.22861304411504
2023-12-29,50.76312677232729
2023-12-30,45.741003406339956
2023-12-31,0.0
2024-01-01,63.57213480968695
2024-01-02,0.0
2024-01-03,47.930191069407954
2024-01-04,54.60924916235668
2024-01-05,57.37135044331251
2024-01-06,38.43705586115381
2024-01-07,45.65845091836352
2024-01-08,48.42068650380089
2024-01-09,0.0
2024-01-10,50.62573328772878
2024-01-11,66.19932723895245
2024-01-12,63.41430465981662
2024-01-13,0.0
2024-01-14,66.15440238988285
2024-01-15,38.35889065290715
2024-01-16,61.13299531446364
2024-01-17,70.01280244793152
2024-01-18,63.871593311152864
2024-01-19,63.313867291717315
2024-01-20,58.65821270388002
2024-01-21,68.41906932024405
2024-01-22,42.34505918972215
2024-01-23,70.55909403215539
2024-01-24,67.28725451870734
2024-01-25,47.74141124746554
2024-01-26,56.40886414400858
2024-01-27,0.0
2024-01-28,52.04608315956748
2024-01-29,60.70664175939232
2024-01-30,83.45267310318938
2024-01-31,39.00797008233396
2024-02-01,50.915499482444744
2024-02-02,79.06354605628943
2024-02-03,69.30022719109745
2024-02-04,0.0
2024-02-05,100.0
2024-02-06,86.56619001700149
2024-02-07,57.33705096747545
2024-02-08,49.75290657055889
2024-02-09,58.39228983046353
2024-02-10,67.02773349224348
2024-02-11,0.0
2024-02-12,57.2718013735353
2024-02-13,62.66052045991211
2024-02-14,55.08548638365889
2024-02-15,63.71181972477549
2024-02-16,56.139986571998584
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,46.39168742465699
2024-02-20,66.8750740649118
2024-02-21,81.95718414976736
2024-02-22,84.09474661285074
2024-02-23,51.738794505841774
2024-02-24,70.04694627594586
2024-02-25,0.0
2024-02-26,63.55201977584281
2024-02-27,63.537492507758024
2024-02-28,72.1362486620018
2024-02-29,64.58485217449673
2024-03-01,47.35139103312137
2024-03-02,51.64424415084925
2024-03-03,0.0
2024-03-04,81.73262705666009
2024-03-05,39.7817739042896
2024-03-06,96.74431682503685
2024-03-07,74.1536533822822
2024-03-08,64.46666423075607
2024-03-09,58.00670166400964
2024-03-10,69.80687701522264
2024-03-11,49.39046354308754
2024-03-12,78.36254381497764
2024-03-13,49.36781085387059
2024-03-14,72.96175970934398
2024-03-15,64.363249779983
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,40.735321890684155
2024-03-19,60.017212087571814
2024-03-20,81.43321759918378
2024-03-21,48.205956616633124
2024-03-22,53.54986277434159
2024-03-23,46.04229431597367
2024-03-24,59.948269120389774
2024-03-25,42.81034323353811
2024-03-26,42.80049423822639
2024-03-27,34.23251619433174
2024-03-28,67.37975408997464
2024-03-29,0.0
2024-03-30,43.83012571340399
2024-03-31,0.0
2024-04-01,60.90649537955738
2024-04-02,54.482727870581535
2024-04-03,80.10319176699865
2024-04-04,80.08472490078918
2024-04-05,53.377505356386465
2024-04-06,45.89406693653226
2024-04-07,48.01759458129645
2024-04-08,60.80825165132297
2024-04-09,75.72612973935556
2024-04-10,50.11699218754692
2024-04-11,52.23756513371759
2024-04-12,62.88376544394251
2024-04-13,0.0
2024-04-14,45.809365576851455
2024-04-15,56.44965648988935
2024-04-16,96.90058864094753
2024-04-17,61.74653369498435
2024-04-18,47.8957132643139
2024-04-19,53.20514793843134
2024-04-20,60.639833831492524
2024-04-21,40.41719934211555
2024-04-22,73.3721356042971
2024-04-23,68.0395557911971
2024-04-24,79.71538757659962
2024-04-25,65.88278778725585
2024-04-26,71.17941876746806
2024-04-27,41.42319322854502
2024-04-28,83.88906785105567
2024-04-29,39.28070626780576
2024-04-30,87.03434777474808
2024-05-01,79.58611951313327
2024-05-02,64.71502415283136
2024-05-03,72.12459510784765
2024-05-04,38.174745078962324
2024-05-05,48.76751458962116
2024-05-06,66.77477955295215
2024-05-07,62.520583741822776
2024-05-08,45.55526149780905
2024-05-09,65.6690645889915
2024-05-10,59.30020522887849
2024-05-11,0.0
2024-05-12,46.57135060443302
2024-05-13,59.25883944856927
2024-05-14,70.88247155881966
2024-05-15,70.86597449167253
2024-05-16,53.93019923359395
2024-05-17,37.002303171764765
2024-05-18,51.79115942121381
2024-05-19,49.66566197738729
2024-05-20,67.61407919373073
2024-05-21,60.204754463597226
2024-05-22,48.574966731277
2024-05-23,49.61937169942219
2024-05-24,96.04914299624922
2024-05-25,43.26479338251117
2024-05-26,54.85961718147479
2024-05-27,61.1752919669045
2024-05-28,59.052010547023116
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,76.9245904994663
2024-06-01,0.0
2024-06-02,48.45037694058372
2024-06-03,62.12834750353347
2024-06-04,50.53327747968706
2024-06-05,62.09929296736389
2024-06-06,50.50963989093893
2024-06-07,68.38246606826492
2024-06-08,47.33062715830388
2024-06-09,52.57727448730909
2024-06-10,41.00067132967217
2024-06-11,73.57371279864171
2024-06-12,69.35324979645499
2024-06-13,0.0
2024-06-14,50.41508953594641
2024-06-15,0.0
2024-06-16,52.49109577833153
2024-06-17,39.88387624598583
2024-06-18,49.318484892649096
2024-06-19,49.306912323157825
2024-06-20,67.12556902626935
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,95.37694906622423
2024-06-24,96.40239471839433
2024-06-25,63.90395938891109
2024-06-26,55.51006233715111
2024-06-27,47.120104883515836
2024-06-28,57.57769693352128
2024-06-29,59.65739654914831
2024-06-30,59.643361730829106
2024-07-01,63.81384108180883
2024-07-02,0.0
2024-07-03,53.3274407205166
2024-07-04,53.31488325149416
2024-07-05,55.392613068058836
2024-07-06,43.88569155225234
2024-07-07,62.67907158167861
2024-07-08,35.50976891693625
2024-07-09,42.81050847375802
2024-07-10,75.16170132333104
2024-07-11,76.18763942526675
2024-07-12,40.69338267594645
2024-07-13,40.68377990551753
2024-07-14,65.70443998745081
2024-07-15,49.00602551638474
2024-07-16,51.07932328505914
2024-07-17,56.27820298680252
2024-07-18,51.05519324654542
2024-07-19,36.45937730520612
2024-07-20,45.823811860273366
2024-07-21,58.30742650145697
2024-07-22,61.416511367378796
2024-07-23,56.198426124777576
2024-07-24,60.34699146118873
2024-07-25,0.0
2024-07-26,83.19783362039274
2024-07-27,0.0
2024-07-28,54.052984465444794
2024-07-29,72.7463971924571
2024-07-30,59.22231718125301
2024-07-31,36.35596285443304
2024-08-01,54.001769689823846
2024-08-02,39.4534751508636
2024-08-03,52.93815918082081
2024-08-04,0.0
2024-08-05,64.32566162847269
2024-08-06,56.01228011338603
2024-08-07,64.29512974300634
2024-08-08,68.42695178738758
2024-08-09,48.71671127910291
2024-08-10,46.63257961558562
2024-08-11,0.0
2024-08-12,54.89671615411366
2024-08-13,45.56379838404391
2024-08-14,49.69414307912839
2024-08-15,62.10290535594291
2024-08-16,84.85378021273294
2024-08-17,68.28069420700851
2024-08-18,0.0
2024-08-19,66.76172620806976
2024-08-20,72.09260315312541
2024-08-21,69.60455196770111
2024-08-22,46.25743266752905
2024-08-23,42.340081711512106
2024-08-24,40.37729158487633
2024-08-25,47.66030558312317
2024-08-26,0.0
2024-08-27,73.40766611989346
2024-08-28,60.76614412802505
2024-08-29,58.801272631676916
2024-08-30,73.3551278855275
2024-08-31,54.874322752494834
2024-09-01,0.0
2024-09-02,48.28572218895066
2024-09-03,90.53802136637627
2024-09-04,74.18692923767439
2024-09-05,66.55708377333862
2024-09-06,65.35351364356768
2024-09-07,50.700856753987395
2024-09-08,40.8823517023581
2024-09-09,77.64205991065049
2024-09-10,34.1909479324037
2024-09-11,68.64214704019325
2024-09-12,63.33978996939456
2024-09-13,60.99808297505594
2024-09-14,88.2856106226715
2024-09-15,50.749729536786745
2024-09-16,46.674426922255414
2024-09-17,78.08016162483858
2024-09-18,64.65492966288245
2024-09-19,64.89372598527308
2024-09-20,100.0
2024-09-21,0.0
2024-09-22,61.63374434926648
2024-09-23,49.88553884457242
2024-09-24,86.11428565699174
2024-09-25,62.306715803276425
2024-09-26,86.7366033456461
2024-09-27,62.755363439283066
2024-09-28,0.0
2024-09-29,42.81562040584141
2024-09-30,81.84301276553938
2024-10-01,57.49272399729992
2024-10-02,63.876982529299646
2024-10-03,78.57579487733912
2024-10-04,83.00081311652424
2024-10-05,0.0
2024-10-06,56.41630647211125
2024-10-07,77.57897612628066
2024-10-08,46.28723740713001
2024-10-09,50.66883813315319
2024-10-10,52.96094602687596
2024-10-11,53.141852331717345
2024-10-12,57.58857932748343
2024-10-13,0.0
2024-10-14,62.27410264564014
2024-10-15,84.0301449796893
2024-10-16,41.07525173050245
