Time,stacey_abrams
2025-02-05,9.203142536475868
2025-02-06,4.601571268237934
2025-02-07,4.601571268237934
2025-02-08,0.0
2025-02-09,4.601571268237934
2025-02-10,9.203142536475868
2025-02-11,9.203142536475868
2025-02-12,9.203142536475868
2025-02-13,0.0
2025-02-14,9.203142536475868
2025-02-15,4.601571268237934
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,9.203142536475868
2025-02-19,9.203142536475868
2025-02-20,184.06285072951735
2025-02-21,197.86756453423115
2025-02-22,73.62514029180694
2025-02-23,59.820426487093144
2025-02-24,41.414141414141405
2025-02-25,36.81257014590347
2025-02-26,36.81257014590347
2025-02-27,32.21099887766554
2025-02-28,23.00785634118967
2025-03-01,18.406285072951736
2025-03-02,18.406285072951736
2025-03-03,13.804713804713803
2025-03-04,18.406285072951736
2025-03-05,460.1571268237934
2025-03-06,82.82828282828281
2025-03-07,50.61728395061727
2025-03-08,27.609427609427605
2025-03-09,55.21885521885521
2025-03-10,73.62514029180694
2025-03-11,59.820426487093144
2025-03-12,59.820426487093144
2025-03-13,32.21099887766554
2025-03-14,18.406285072951736
2025-03-15,13.804713804713803
2025-03-16,18.406285072951736
2025-03-17,13.804713804713803
2025-03-18,23.00785634118967
2025-03-19,18.406285072951736
2025-03-20,18.406285072951736
2025-03-21,13.804713804713803
2025-03-22,13.804713804713803
2025-03-23,13.804713804713803
2025-03-24,32.21099887766554
2025-03-25,41.414141414141405
2025-03-26,18.406285072951736
2025-03-27,27.609427609427605
2025-03-28,50.61728395061727
2025-03-29,32.21099887766554
2025-03-30,23.00785634118967
2025-03-31,23.00785634118967
2025-04-01,18.406285072951736
2025-04-02,13.804713804713803
2025-04-03,13.804713804713803
2025-04-04,9.203142536475868
2025-04-05,4.601571268237934
2025-04-06,9.203142536475868
2025-04-07,9.203142536475868
2025-04-08,9.203142536475868
2025-04-09,9.203142536475868
2025-04-10,9.203142536475868
2025-04-11,9.203142536475868
2025-04-12,18.406285072951736
2025-04-13,13.804713804713803
2025-04-14,9.203142536475868
2025-04-15,13.03778526000748
2025-04-16,8.436213991769545
2025-04-17,8.947499688240427
2025-04-18,8.947499688240427
2025-04-19,8.436213991769545
2025-04-20,8.691856840004986
2025-04-21,8.436213991769545
2025-04-22,4.601571268237934
2025-04-23,4.857214116473374
2025-04-24,4.601571268237934
2025-04-25,13.03778526000748
2025-04-26,17.12807083177453
2025-04-27,7.669285447063223
2025-04-28,4.857214116473374
2025-04-29,4.857214116473374
2025-04-30,4.601571268237934
2025-05-01,4.857214116473374
2025-05-02,0.0
2025-05-03,5.112856964708815
2025-05-04,0.0
2025-05-05,9.458785384711309
2025-05-06,4.601571268237934
2025-05-07,0.0
2025-05-08,4.857214116473374
2025-05-09,5.112856964708815
2025-05-10,0.0
2025-05-11,4.857214116473374
2025-05-12,5.112856964708815
2025-05-13,0.0
2025-05-14,5.112856964708815
2025-05-15,0.0
2025-05-16,5.112856964708815
2025-05-17,0.0
2025-05-18,4.601571268237934
2025-05-19,0.0
2025-05-20,5.624142661179697
2025-05-21,0.0
2025-05-22,4.090285571767052
2025-05-23,4.090285571767052
2025-05-24,6.6467140541214595
2025-05-25,0.0
2025-05-26,4.601571268237934
2025-05-27,8.180571143534104
2025-05-28,5.112856964708815
2025-05-29,4.090285571767052
2025-05-30,8.691856840004986
2025-05-31,6.135428357650579
2025-06-01,5.112856964708815
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,0.0
2025-06-05,0.0
2025-06-06,7.669285447063222
2025-06-07,5.112856964708815
2025-06-08,5.624142661179697
2025-06-09,5.624142661179697
2025-06-10,5.112856964708815
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-14,4.601571268237934
2025-06-15,6.135428357650579
2025-06-16,6.135428357650579
2025-06-17,5.624142661179697
2025-06-18,4.601571268237934
2025-06-19,4.601571268237934
2025-06-20,4.090285571767052
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,4.090285571767052
2025-06-27,0.0
2025-06-28,4.090285571767052
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,5.112856964708815
2025-07-03,0.0
2025-07-04,5.624142661179697
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,5.624142661179697
2025-07-08,38.34642723531611
2025-07-09,51.12856964708815
2025-07-10,23.00785634118967
2025-07-11,17.383713680009972
2025-07-12,8.180571143534104
2025-07-13,10.22571392941763
2025-07-14,23.51914203766055
2025-07-15,26.586856216485838
2025-07-16,26.586856216485838
2025-07-17,12.782142411772037
2025-07-18,10.22571392941763
2025-07-19,8.691856840004986
2025-07-20,10.736999625888512
2025-07-21,7.669285447063222
2025-07-22,4.090285571767052
2025-07-23,6.6467140541214595
2025-07-24,8.691856840004986
2025-07-25,6.6467140541214595
2025-07-26,5.112856964708815
2025-07-27,5.624142661179697
2025-07-28,4.601571268237934
2025-07-29,4.090285571767052
2025-07-30,8.691856840004986
2025-07-31,5.624142661179697
2025-08-01,6.135428357650579
2025-08-02,5.624142661179697
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,5.624142661179697
2025-08-06,9.203142536475868
2025-08-07,0.0
2025-08-08,12.270856715301157
2025-08-09,8.691856840004986
2025-08-10,6.6467140541214595
2025-08-11,4.090285571767052
2025-08-12,7.157999750592341
2025-08-13,5.112856964708815
2025-08-14,13.293428108242919
2025-08-15,5.624142661179697
2025-08-16,5.112856964708815
2025-08-17,5.624142661179697
2025-08-18,5.112856964708815
2025-08-19,6.135428357650579
2025-08-20,7.157999750592341
2025-08-21,5.624142661179697
2025-08-22,0.0
2025-08-23,7.669285447063222
2025-08-24,0.0
2025-08-25,5.112856964708815
2025-08-26,7.157999750592341
2025-08-27,5.112856964708815
2025-08-28,6.135428357650579
2025-08-29,7.157999750592341
2025-08-30,0.0
2025-08-31,5.624142661179697
2025-09-01,4.601571268237934
2025-09-02,0.0
2025-09-03,12.782142411772037
2025-09-04,50.105998254146385
2025-09-05,23.51914203766055
2025-09-06,26.075570520014956
2025-09-07,11.759571018830275
2025-09-08,7.669285447063222
2025-09-09,11.248285322359393
2025-09-10,10.736999625888512
2025-09-11,8.691856840004986
2025-09-12,0.0
2025-09-13,5.112856964708815
2025-09-14,0.0
2025-09-15,4.090285571767052
2025-09-16,6.6467140541214595
2025-09-17,4.601571268237934
2025-09-18,5.624142661179697
2025-09-19,17.894999376480854
2025-09-20,11.248285322359393
2025-09-21,7.157999750592341
2025-09-22,9.714428232946748
2025-09-23,4.090285571767052
2025-09-24,7.669285447063222
2025-09-25,6.6467140541214595
2025-09-26,5.112856964708815
2025-09-27,5.624142661179697
2025-09-28,6.135428357650579
2025-09-29,0.0
2025-09-30,6.135428357650579
2025-10-01,5.112856964708815
2025-10-02,0.0
2025-10-03,6.6467140541214595
2025-10-04,6.135428357650579
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,5.624142661179697
2025-10-08,6.135428357650579
2025-10-09,6.135428357650579
2025-10-10,4.090285571767052
2025-10-11,5.624142661179697
2025-10-12,6.135428357650579
2025-10-13,0.0
2025-10-14,4.090285571767052
2025-10-15,5.112856964708815
2025-10-16,6.135428357650579
2025-10-17,10.22571392941763
2025-10-18,6.6467140541214595
2025-10-19,6.135428357650579
2025-10-20,4.090285571767052
2025-10-21,8.180571143534104
2025-10-22,4.601571268237934
2025-10-23,5.112856964708815
2025-10-24,6.6467140541214595
2025-10-25,5.624142661179697
2025-10-26,5.624142661179697
2025-10-27,7.669285447063222
2025-10-28,0.0
2025-10-29,7.157999750592341
2025-10-30,3.5789998752961707
2025-10-31,5.112856964708815
2025-11-01,5.624142661179697
2025-11-02,0.0
2025-11-03,4.090285571767052
2025-11-04,8.691856840004986
2025-11-05,12.270856715301157
2025-11-06,5.624142661179697
2025-11-07,6.6467140541214595
2025-11-08,29.65457039531113
2025-11-09,12.270856715301157
2025-11-10,8.691856840004986
2025-11-11,5.112856964708815
2025-11-12,4.090285571767052
2025-11-13,5.112856964708815
2025-11-14,5.112856964708815
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,5.112856964708815
2025-11-18,0.0
2025-11-19,5.624142661179697
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,4.601571268237934
2025-11-24,0.0
2025-11-25,4.601571268237934
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,4.601571268237934
2025-12-04,4.090285571767052
2025-12-05,0.0
2025-12-06,0.0
2025-12-07,4.601571268237934
2025-12-08,5.112856964708815
2025-12-09,6.6467140541214595
2025-12-10,0.0
2025-12-11,5.513555586381219
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,0.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,4.973545974378266
2025-12-28,9.69144910052109
2025-12-29,7.275767804273837
2025-12-30,6.593574810387127
2025-12-31,4.177893514139871
2026-01-01,5.655738968264975
2026-01-02,0.0
2026-01-03,4.575719744259069
2026-01-04,0.0
2026-01-05,0.0
2026-01-06,4.575719744259069
2026-01-07,0.0
2026-01-08,6.7357581922708825
2026-01-09,6.19574858026793
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,5.118601747815229
2026-01-13,0.0
2026-01-14,4.549868220280204
2026-01-15,0.0
2026-01-16,5.118601747815229
2026-01-17,5.118601747815229
2026-01-18,0.0
2026-01-19,6.540435566652793
2026-01-20,4.265501456512691
2026-01-21,3.9811346927451785
2026-01-22,6.25606880288528
2026-01-23,6.824802330420306
2026-01-24,4.834234984047717
2026-01-25,7.109169094187819
2026-01-26,5.118601747815229
2026-01-27,5.118601747815229
2026-01-28,4.265501456512691
2026-01-29,7.677902621722844
2026-01-30,7.677902621722844
2026-01-31,5.402968511582742
2026-02-01,4.265501456512691
2026-02-02,4.549868220280204
2026-02-03,8.531002913025382
2026-02-04,8.246636149257869
2026-02-05,9.668469968095433
2026-02-06,9.384103204327921
2026-02-07,4.265501456512691
2026-02-08,0.0
2026-02-09,5.687335275350255
2026-02-10,9.668469968095433
2026-02-11,7.109169094187819
2026-02-12,5.402968511582742
2026-02-13,27.299209321681225
2026-02-14,28.436676376751276
2026-02-15,9.384103204327921
2026-02-16,6.540435566652793
2026-02-17,6.540435566652793
2026-02-18,4.265501456512691
2026-02-19,4.549868220280204
2026-02-20,7.962269385490357
2026-02-21,7.109169094187819
2026-02-22,0.0
2026-02-23,0.0
2026-02-24,7.677902621722844
2026-02-25,9.384103204327921
2026-02-26,5.402968511582742
2026-02-27,3.696767928977666
2026-02-28,4.549868220280204
2026-03-01,0.0
2026-03-02,4.549868220280204
2026-03-03,5.402968511582742
2026-03-04,11.659037314468023
2026-03-05,6.540435566652793
2026-03-06,0.0
2026-03-07,5.971702039117767
2026-03-08,4.834234984047717
2026-03-09,4.834234984047717
2026-03-10,4.834234984047717
2026-03-11,5.118601747815229
2026-03-12,5.971702039117767
2026-03-13,7.109169094187819
2026-03-14,5.118601747815229
2026-03-15,6.25606880288528
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,6.25606880288528
2026-03-19,6.25606880288528
2026-03-20,6.540435566652793
2026-03-21,0.0
2026-03-22,4.265501456512691
2026-03-23,9.668469968095433
2026-03-24,0.0
2026-03-25,5.402968511582742
2026-03-26,0.0
2026-03-27,5.971702039117767
2026-03-28,9.952836731862947
2026-03-29,6.824802330420306
2026-03-30,0.0
2026-03-31,4.549868220280204
2026-04-01,4.265501456512691
2026-04-02,0.0
2026-04-03,6.540435566652793
2026-04-04,6.824802330420306
2026-04-05,5.118601747815229
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,4.834234984047717
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,7.393535857955332
2026-04-13,0.0
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,0.0
2026-04-17,0.0
2026-04-18,5.687335275350255
2026-04-19,4.549868220280204
2026-04-20,0.0
2026-04-21,3.696767928977666
2026-04-22,5.118601747815229
2026-04-23,7.962269385490357
2026-04-24,5.971702039117767
2026-04-25,8.531002913025382
2026-04-26,0.0
2026-04-27,6.540435566652793
2026-04-28,0.0
2026-04-29,5.402968511582742
2026-04-30,8.531002913025382
2026-05-01,5.971702039117767
2026-05-02,5.402968511582742
2026-05-03,0.0
2026-05-04,5.402968511582742
2026-05-05,3.9811346927451785
2026-05-06,3.412401165210153
2026-05-07,6.824802330420306
2026-05-08,9.384103204327921
2026-05-09,4.834234984047717
2026-05-10,0.0
2026-05-11,3.9811346927451785
2026-05-12,25.593008739076147
2026-05-13,5.118601747815229
2026-05-14,5.687335275350255
2026-05-15,5.402968511582742
2026-05-16,8.815369676792894
2026-05-17,5.118601747815229
2026-05-18,7.962269385490357
2026-05-19,8.815369676792894
2026-05-20,13.365237897073099
2026-05-21,7.393535857955332
2026-05-22,5.118601747815229
2026-05-23,0.0
2026-05-24,4.549868220280204
2026-05-25,5.687335275350255
2026-05-26,4.834234984047717
2026-05-27,6.540435566652793
2026-05-28,7.393535857955332
2026-05-29,3.9811346927451785
2026-05-30,0.0
2026-05-31,0.0
