Time,everything everywhere all at once
2023-12-22,29
2023-12-23,25
2023-12-24,31
2023-12-25,41
2023-12-26,37
2023-12-27,33
2023-12-28,30
2023-12-29,24
2023-12-30,41
2023-12-31,42
2024-01-01,70
2024-01-02,47
2024-01-03,38
2024-01-04,36
2024-01-05,36
2024-01-06,57
2024-01-07,57
2024-01-08,40
2024-01-09,30
2024-01-10,35
2024-01-11,27
2024-01-12,30
2024-01-13,46
2024-01-14,51
2024-01-15,42
2024-01-16,32
2024-01-17,27
2024-01-18,32
2024-01-19,30
2024-01-20,45
2024-01-21,43
2024-01-22,31
2024-01-23,28
2024-01-24,28
2024-01-25,27
2024-01-26,23
2024-01-27,41
2024-01-28,47
2024-01-29,25
2024-01-30,26
2024-01-31,22
2024-02-01,21
2024-02-02,21
2024-02-03,36
2024-02-04,38
2024-02-05,26
2024-02-06,19
2024-02-07,20
2024-02-08,21
2024-02-09,22
2024-02-10,35
2024-02-11,36
2024-02-12,19
2024-02-13,19
2024-02-14,19
2024-02-15,22
2024-02-16,23
2024-02-17,31
2024-02-18,41
2024-02-19,33
2024-02-20,22
2024-02-21,26
2024-02-22,19
2024-02-23,31
2024-02-24,77
2024-02-25,100
2024-02-26,62
2024-02-27,45
2024-02-28,42
2024-02-29,38
2024-03-01,38
2024-03-02,54
2024-03-03,63
2024-03-04,36
2024-03-05,28
2024-03-06,26
2024-03-07,23
2024-03-08,29
2024-03-09,37
2024-03-10,49
2024-03-11,51
2024-03-12,33
2024-03-13,29
2024-03-14,29
2024-03-15,29
2024-03-16,41
2024-03-17,42
2024-03-18,27
2024-03-19,25
2024-03-20,24
2024-03-21,18
2024-03-22,23
2024-03-23,36
2024-03-24,40
2024-03-25,27
2024-03-26,21
2024-03-27,24
2024-03-28,23
2024-03-29,22
2024-03-30,33
2024-03-31,34
2024-04-01,27
2024-04-02,20
2024-04-03,17
2024-04-04,21
2024-04-05,21
2024-04-06,24
2024-04-07,35
2024-04-08,20
2024-04-09,18
2024-04-10,16
2024-04-11,17
2024-04-12,17
2024-04-13,22
2024-04-14,27
2024-04-15,20
2024-04-16,16
2024-04-17,16
2024-04-18,20
2024-04-19,18
2024-04-20,23
2024-04-21,35
2024-04-22,21
2024-04-23,17
2024-04-24,15
2024-04-25,15
2024-04-26,18
2024-04-27,20
2024-04-28,27
2024-04-29,19
2024-04-30,18
2024-05-01,17
2024-05-02,18
2024-05-03,16
2024-05-04,24
2024-05-05,25
2024-05-06,17
2024-05-07,14
2024-05-08,14
2024-05-09,16
2024-05-10,17
2024-05-11,21
2024-05-12,23
2024-05-13,19
2024-05-14,15
2024-05-15,16
2024-05-16,16
2024-05-17,17
2024-05-18,23
2024-05-19,28
2024-05-20,18
2024-05-21,18
2024-05-22,17
2024-05-23,16
2024-05-24,18
2024-05-25,22
2024-05-26,24
2024-05-27,24
2024-05-28,18
2024-05-29,17
2024-05-30,19
2024-05-31,18
2024-06-01,21
2024-06-02,25
2024-06-03,16
2024-06-04,17
2024-06-05,13
2024-06-06,15
2024-06-07,16
2024-06-08,19
2024-06-09,22
2024-06-10,17
2024-06-11,13
2024-06-12,15
2024-06-13,15
2024-06-14,13
2024-06-15,16
2024-06-16,19
2024-06-17,17
2024-06-18,16
2024-06-19,15
2024-06-20,10
2024-06-21,11
2024-06-22,19
2024-06-23,21
2024-06-24,16
2024-06-25,13
2024-06-26,16
2024-06-27,15
2024-06-28,13
2024-06-29,27
2024-06-30,22
2024-07-01,17
2024-07-02,14
2024-07-03,17
2024-07-04,17
2024-07-05,15
2024-07-06,19
2024-07-07,21
2024-07-08,13
2024-07-09,12
2024-07-10,13
2024-07-11,12
2024-07-12,13
2024-07-13,19
2024-07-14,17
2024-07-15,15
2024-07-16,16
2024-07-17,17
2024-07-18,14
2024-07-19,15
2024-07-20,16
2024-07-21,20
2024-07-22,15
2024-07-23,14
2024-07-24,14
2024-07-25,12
2024-07-26,16
2024-07-27,20
2024-07-28,22
2024-07-29,15
2024-07-30,14
2024-07-31,13
2024-08-01,14
2024-08-02,15
2024-08-03,19
2024-08-04,21
2024-08-05,17
2024-08-06,14
2024-08-07,18
2024-08-08,15
2024-08-09,14
2024-08-10,20
2024-08-11,18
2024-08-12,16
2024-08-13,16
2024-08-14,17
2024-08-15,15
2024-08-16,17
2024-08-17,20
2024-08-18,26
2024-08-19,22
2024-08-20,17
2024-08-21,14
2024-08-22,19
2024-08-23,17
2024-08-24,20
2024-08-25,19
2024-08-26,14
2024-08-27,11
2024-08-28,15
2024-08-29,18
2024-08-30,13
2024-08-31,18
2024-09-01,21
2024-09-02,25
2024-09-03,13
2024-09-04,10
2024-09-05,13
2024-09-06,10
2024-09-07,17
2024-09-08,18
2024-09-09,12
2024-09-10,13
2024-09-11,10
2024-09-12,10
2024-09-13,11
2024-09-14,16
2024-09-15,18
2024-09-16,15
