Time,bing
2022-05-11,70.0
2022-05-12,70.0
2022-05-13,70.0
2022-05-14,73.0
2022-05-15,69.0
2022-05-16,70.0
2022-05-17,71.0
2022-05-18,81.0
2022-05-19,72.0
2022-05-20,72.0
2022-05-21,71.0
2022-05-22,68.0
2022-05-23,76.0
2022-05-24,77.0
2022-05-25,70.0
2022-05-26,73.0
2022-05-27,68.0
2022-05-28,71.0
2022-05-29,72.0
2022-05-30,72.0
2022-05-31,73.0
2022-06-01,67.0
2022-06-02,69.0
2022-06-03,71.0
2022-06-04,72.0
2022-06-05,70.0
2022-06-06,67.0
2022-06-07,72.0
2022-06-08,77.0
2022-06-09,73.0
2022-06-10,69.0
2022-06-11,72.0
2022-06-12,75.0
2022-06-13,69.0
2022-06-14,71.0
2022-06-15,69.0
2022-06-16,72.0
2022-06-17,69.0
2022-06-18,73.0
2022-06-19,72.0
2022-06-20,76.0
2022-06-21,76.0
2022-06-22,79.0
2022-06-23,78.0
2022-06-24,74.0
2022-06-25,72.0
2022-06-26,68.0
2022-06-27,72.0
2022-06-28,69.0
2022-06-29,69.0
2022-06-30,72.0
2022-07-01,71.0
2022-07-02,68.0
2022-07-03,72.0
2022-07-04,76.0
2022-07-05,71.0
2022-07-06,76.0
2022-07-07,72.0
2022-07-08,70.0
2022-07-09,74.0
2022-07-10,70.0
2022-07-11,82.0
2022-07-12,69.0
2022-07-13,70.0
2022-07-14,79.0
2022-07-15,68.0
2022-07-16,72.0
2022-07-17,75.0
2022-07-18,73.0
2022-07-19,74.0
2022-07-20,75.0
2022-07-21,70.0
2022-07-22,70.0
2022-07-23,69.0
2022-07-24,67.0
2022-07-25,73.0
2022-07-26,76.0
2022-07-27,73.0
2022-07-28,69.0
2022-07-29,75.0
2022-07-30,71.0
2022-07-31,76.0
2022-08-01,70.0
2022-08-02,71.0
2022-08-03,73.0
2022-08-04,74.0
2022-08-05,72.0
2022-08-06,66.0
2022-08-07,73.0
2022-08-08,69.0
2022-08-09,76.0
2022-08-10,68.0
2022-08-11,74.0
2022-08-12,68.0
2022-08-13,72.0
2022-08-14,75.0
2022-08-15,69.0
2022-08-16,76.0
2022-08-17,81.0
2022-08-18,75.0
2022-08-19,71.0
2022-08-20,69.0
2022-08-21,71.0
2022-08-22,70.0
2022-08-23,70.0
2022-08-24,72.0
2022-08-25,77.0
2022-08-26,71.0
2022-08-27,68.0
2022-08-28,70.0
2022-08-29,69.29497907949792
2022-08-30,71.84937238493724
2022-08-31,82.1213389121339
2022-09-01,67.24058577405859
2022-09-02,69.79497907949792
2022-09-03,65.68619246861925
2022-09-04,67.74058577405859
2022-09-05,69.29497907949792
2022-09-06,75.4581589958159
2022-09-07,67.24058577405859
2022-09-08,67.24058577405859
2022-09-09,63.13179916317992
2022-09-10,67.24058577405859
2022-09-11,63.63179916317992
2022-09-12,69.29497907949792
2022-09-13,69.79497907949792
2022-09-14,71.84937238493724
2022-09-15,65.18619246861925
2022-09-16,65.68619246861925
2022-09-17,71.84937238493724
2022-09-18,69.79497907949792
2022-09-19,71.84937238493724
2022-09-20,62.63179916317992
2022-09-21,69.29497907949792
2022-09-22,69.29497907949792
2022-09-23,67.74058577405859
2022-09-24,67.74058577405859
2022-09-25,67.74058577405859
2022-09-26,65.18619246861925
2022-09-27,69.29497907949792
2022-09-28,67.48117154811716
2022-09-29,71.69874476987448
2022-09-30,69.58995815899583
2022-10-01,65.3723849372385
2022-10-02,67.48117154811716
2022-10-03,63.26359832635984
2022-10-04,67.48117154811716
2022-10-05,69.58995815899583
2022-10-06,71.69874476987448
2022-10-07,71.69874476987448
2022-10-08,67.48117154811716
2022-10-09,65.3723849372385
2022-10-10,65.3723849372385
2022-10-11,69.58995815899583
2022-10-12,71.69874476987448
2022-10-13,71.69874476987448
2022-10-14,69.58995815899583
2022-10-15,69.58995815899583
2022-10-16,67.48117154811716
2022-10-17,69.58995815899583
2022-10-18,69.58995815899583
2022-10-19,73.80753138075315
2022-10-20,67.48117154811716
2022-10-21,73.80753138075315
2022-10-22,69.58995815899583
2022-10-23,65.3723849372385
2022-10-24,65.3723849372385
2022-10-25,69.58995815899583
2022-10-26,71.69874476987448
2022-10-27,69.58995815899583
2022-10-28,71.69874476987448
2022-10-29,69.58995815899583
2022-10-30,67.48117154811716
2022-10-31,75.9163179916318
2022-11-01,71.69874476987448
2022-11-02,73.80753138075315
2022-11-03,67.48117154811716
2022-11-04,75.9163179916318
2022-11-05,65.3723849372385
2022-11-06,69.58995815899583
2022-11-07,71.69874476987448
2022-11-08,65.3723849372385
2022-11-09,67.48117154811716
2022-11-10,73.80753138075315
2022-11-11,73.80753138075315
2022-11-12,69.58995815899583
2022-11-13,69.58995815899583
2022-11-14,73.80753138075315
2022-11-15,71.69874476987448
2022-11-16,75.9163179916318
2022-11-17,78.02510460251047
2022-11-18,90.67782426778244
2022-11-19,78.02510460251047
2022-11-20,73.80753138075315
2022-11-21,78.02510460251047
2022-11-22,82.24267782426779
2022-11-23,210.87866108786613
2022-11-24,156.05020920502093
2022-11-25,143.39748953974896
2022-11-26,105.43933054393307
2022-11-27,86.4602510460251
2022-11-28,88.56903765690377
2022-11-29,90.67782426778244
2022-11-30,90.67782426778244
2022-12-01,86.4602510460251
2022-12-02,86.4602510460251
2022-12-03,82.24267782426779
2022-12-04,84.35146443514645
2022-12-05,90.67782426778244
2022-12-06,94.89539748953976
2022-12-07,92.7866108786611
2022-12-08,97.00418410041841
2022-12-09,94.89539748953976
2022-12-10,99.11297071129708
2022-12-11,88.56903765690377
2022-12-12,92.7866108786611
2022-12-13,84.35146443514645
2022-12-14,92.7866108786611
2022-12-15,82.24267782426779
2022-12-16,86.4602510460251
2022-12-17,92.7866108786611
2022-12-18,90.67782426778244
2022-12-19,90.67782426778244
2022-12-20,88.56903765690377
2022-12-21,90.67782426778244
2022-12-22,86.4602510460251
2022-12-23,92.7866108786611
2022-12-24,101.22175732217573
2022-12-25,115.98326359832637
2022-12-26,92.7866108786611
2022-12-27,84.35146443514645
2022-12-28,73.80753138075315
2022-12-29,73.80753138075315
2022-12-30,71.69874476987448
2022-12-31,75.9163179916318
2023-01-01,75.9163179916318
2023-01-02,82.24267782426779
2023-01-03,71.69874476987448
2023-01-04,73.80753138075315
2023-01-05,78.02510460251047
2023-01-06,78.02510460251047
2023-01-07,71.69874476987448
2023-01-08,75.9163179916318
2023-01-09,75.9163179916318
2023-01-10,71.69874476987448
2023-01-11,78.02510460251047
2023-01-12,73.80753138075315
2023-01-13,84.35146443514645
2023-01-14,71.69874476987448
2023-01-15,69.58995815899583
2023-01-16,71.69874476987448
2023-01-17,80.13389121338913
2023-01-18,73.80753138075315
2023-01-19,75.9163179916318
2023-01-20,78.02510460251047
2023-01-21,73.80753138075315
2023-01-22,69.58995815899583
2023-01-23,75.9163179916318
2023-01-24,73.80753138075315
2023-01-25,71.69874476987448
2023-01-26,73.80753138075315
2023-01-27,78.02510460251047
2023-01-28,71.69874476987448
2023-01-29,69.58995815899583
2023-01-30,71.69874476987448
2023-01-31,65.3723849372385
2023-02-01,73.80753138075315
2023-02-02,71.69874476987448
2023-02-03,75.9163179916318
2023-02-04,69.58995815899583
2023-02-05,73.80753138075315
2023-02-06,88.56903765690377
2023-02-07,105.43933054393307
2023-02-08,147.6150627615063
2023-02-09,132.85355648535565
2023-02-10,109.65690376569039
2023-02-11,101.22175732217573
2023-02-12,88.56903765690377
2023-02-13,92.7866108786611
2023-02-14,94.89539748953976
2023-02-15,120.2008368200837
2023-02-16,141.2887029288703
2023-02-17,158.1589958158996
2023-02-18,132.85355648535565
2023-02-19,103.3305439330544
2023-02-20,105.43933054393307
2023-02-21,103.3305439330544
2023-02-22,105.43933054393307
2023-02-23,92.7866108786611
2023-02-24,88.56903765690377
2023-02-25,82.24267782426779
2023-02-26,80.13389121338913
2023-02-27,92.7866108786611
2023-02-28,90.67782426778244
2023-03-01,88.56903765690377
2023-03-02,86.4602510460251
2023-03-03,84.35146443514645
2023-03-04,82.24267782426779
2023-03-05,75.9163179916318
2023-03-06,86.4602510460251
2023-03-07,82.24267782426779
2023-03-08,73.80753138075315
2023-03-09,86.4602510460251
2023-03-10,86.4602510460251
2023-03-11,69.58995815899583
2023-03-12,78.02510460251047
2023-03-13,80.13389121338913
2023-03-14,82.24267782426779
2023-03-15,94.89539748953976
2023-03-16,99.11297071129708
2023-03-17,86.4602510460251
2023-03-18,78.02510460251047
2023-03-19,80.13389121338913
2023-03-20,94.89539748953976
2023-03-21,94.89539748953976
2023-03-22,86.4602510460251
2023-03-23,86.4602510460251
2023-03-24,88.56903765690377
2023-03-25,82.24267782426779
2023-03-26,82.24267782426779
2023-03-27,94.89539748953976
2023-03-28,90.67782426778244
2023-03-29,90.67782426778244
2023-03-30,88.56903765690377
2023-03-31,86.4602510460251
2023-04-01,80.13389121338913
2023-04-02,78.02510460251047
2023-04-03,82.24267782426779
2023-04-04,90.67782426778244
2023-04-05,78.02510460251047
2023-04-06,84.35146443514645
2023-04-07,80.13389121338913
2023-04-08,78.02510460251047
2023-04-09,88.56903765690377
2023-04-10,86.4602510460251
2023-04-11,84.35146443514645
2023-04-12,86.4602510460251
2023-04-13,78.02510460251047
2023-04-14,86.4602510460251
2023-04-15,71.69874476987448
2023-04-16,78.02510460251047
2023-04-17,86.4602510460251
2023-04-18,86.4602510460251
2023-04-19,97.00418410041841
2023-04-20,84.35146443514645
2023-04-21,84.35146443514645
2023-04-22,80.13389121338913
2023-04-23,82.24267782426779
2023-04-24,84.35146443514645
2023-04-25,86.4602510460251
2023-04-26,84.90376569037659
2023-04-27,88.87029288702931
2023-04-28,81.99163179916319
2023-04-29,78.02510460251047
2023-04-30,78.02510460251047
2023-05-01,83.04602510460252
2023-05-02,81.99163179916319
2023-05-03,81.99163179916319
2023-05-04,88.87029288702931
2023-05-05,84.90376569037659
2023-05-06,81.99163179916319
2023-05-07,80.93723849372387
2023-05-08,84.90376569037659
2023-05-09,83.04602510460252
2023-05-10,80.93723849372387
2023-05-11,84.90376569037659
2023-05-12,84.90376569037659
2023-05-13,78.02510460251047
2023-05-14,74.05857740585775
2023-05-15,80.93723849372387
2023-05-16,81.99163179916319
2023-05-17,81.99163179916319
2023-05-18,80.93723849372387
2023-05-19,80.93723849372387
2023-05-20,76.97071129707113
2023-05-21,78.02510460251047
2023-05-22,79.0794979079498
2023-05-23,80.93723849372387
2023-05-24,81.99163179916319
2023-05-25,81.99163179916319
2023-05-26,81.74058577405859
2023-05-27,81.74058577405859
2023-05-28,74.30962343096235
2023-05-29,78.02510460251047
2023-05-30,78.02510460251047
2023-05-31,70.59414225941423
2023-06-01,78.02510460251047
2023-06-02,74.30962343096235
2023-06-03,74.30962343096235
2023-06-04,74.30962343096235
2023-06-05,78.02510460251047
2023-06-06,74.30962343096235
2023-06-07,74.30962343096235
2023-06-08,78.02510460251047
2023-06-09,78.02510460251047
2023-06-10,74.30962343096235
2023-06-11,78.02510460251047
2023-06-12,81.74058577405859
2023-06-13,78.02510460251047
2023-06-14,78.02510460251047
2023-06-15,74.30962343096235
2023-06-16,74.30962343096235
2023-06-17,70.59414225941423
2023-06-18,74.30962343096235
2023-06-19,78.02510460251047
2023-06-20,78.02510460251047
2023-06-21,78.02510460251047
2023-06-22,78.02510460251047
2023-06-23,78.02510460251047
2023-06-24,74.30962343096235
2023-06-25,78.02510460251047
2023-06-26,78.02510460251047
2023-06-27,74.30962343096235
2023-06-28,74.30962343096235
2023-06-29,78.02510460251047
2023-06-30,74.30962343096235
2023-07-01,74.30962343096235
2023-07-02,70.59414225941423
2023-07-03,74.30962343096235
2023-07-04,78.02510460251047
2023-07-05,78.02510460251047
2023-07-06,78.02510460251047
2023-07-07,78.02510460251047
2023-07-08,70.59414225941423
2023-07-09,74.30962343096235
2023-07-10,74.30962343096235
2023-07-11,81.74058577405859
2023-07-12,74.30962343096235
2023-07-13,78.02510460251047
2023-07-14,78.02510460251047
2023-07-15,70.59414225941423
2023-07-16,70.59414225941423
2023-07-17,81.74058577405859
2023-07-18,70.59414225941423
2023-07-19,85.45606694560671
2023-07-20,74.30962343096235
2023-07-21,74.30962343096235
2023-07-22,70.59414225941423
2023-07-23,70.59414225941423
2023-07-24,78.02510460251047
2023-07-25,74.30962343096235
2023-07-26,70.59414225941423
2023-07-27,70.59414225941423
2023-07-28,74.30962343096235
2023-07-29,78.02510460251047
2023-07-30,70.59414225941423
2023-07-31,78.02510460251047
2023-08-01,78.02510460251047
2023-08-02,74.30962343096235
2023-08-03,85.45606694560671
2023-08-04,70.59414225941423
2023-08-05,70.59414225941423
2023-08-06,70.59414225941423
2023-08-07,74.30962343096235
2023-08-08,74.30962343096235
2023-08-09,70.59414225941423
2023-08-10,70.59414225941423
2023-08-11,74.30962343096235
2023-08-12,70.59414225941423
2023-08-13,70.59414225941423
2023-08-14,70.59414225941423
2023-08-15,70.59414225941423
2023-08-16,70.59414225941423
2023-08-17,78.02510460251047
2023-08-18,74.30962343096235
2023-08-19,70.59414225941423
2023-08-20,70.59414225941423
2023-08-21,70.59414225941423
2023-08-22,74.30962343096235
2023-08-23,70.59414225941423
2023-08-24,66.87866108786612
2023-08-25,66.87866108786612
2023-08-26,66.87866108786612
2023-08-27,70.59414225941423
2023-08-28,74.30962343096235
2023-08-29,74.30962343096235
2023-08-30,66.87866108786612
2023-08-31,70.59414225941423
2023-09-01,74.30962343096235
2023-09-02,70.59414225941423
2023-09-03,66.87866108786612
2023-09-04,70.59414225941423
2023-09-05,74.30962343096235
2023-09-06,70.59414225941423
2023-09-07,70.59414225941423
2023-09-08,70.59414225941423
2023-09-09,63.163179916318
2023-09-10,70.59414225941423
2023-09-11,70.59414225941423
2023-09-12,78.02510460251047
2023-09-13,78.02510460251047
2023-09-14,74.30962343096235
2023-09-15,70.59414225941423
2023-09-16,70.59414225941423
2023-09-17,70.59414225941423
2023-09-18,70.59414225941423
2023-09-19,78.02510460251047
2023-09-20,70.59414225941423
2023-09-21,74.30962343096235
2023-09-22,70.59414225941423
2023-09-23,70.59414225941423
2023-09-24,70.59414225941423
2023-09-25,78.02510460251047
2023-09-26,74.30962343096235
2023-09-27,78.02510460251047
2023-09-28,78.02510460251047
2023-09-29,78.02510460251047
2023-09-30,81.74058577405859
2023-10-01,92.88702928870293
2023-10-02,96.60251046025105
2023-10-03,96.60251046025105
2023-10-04,104.0334728033473
2023-10-05,122.61087866108788
2023-10-06,122.61087866108788
2023-10-07,100.31799163179917
2023-10-08,92.88702928870293
2023-10-09,100.31799163179917
2023-10-10,96.60251046025105
2023-10-11,92.88702928870293
2023-10-12,89.17154811715483
2023-10-13,81.74058577405859
2023-10-14,89.17154811715483
2023-10-15,85.45606694560671
2023-10-16,96.60251046025105
2023-10-17,96.60251046025105
2023-10-18,96.60251046025105
2023-10-19,100.31799163179917
2023-10-20,89.17154811715483
2023-10-21,89.17154811715483
2023-10-22,92.88702928870293
2023-10-23,100.31799163179917
2023-10-24,100.31799163179917
2023-10-25,104.0334728033473
2023-10-26,100.31799163179917
2023-10-27,111.46443514644352
2023-10-28,104.0334728033473
2023-10-29,371.54811715481173
2023-10-30,159.76569037656904
2023-10-31,130.0418410041841
2023-11-01,115.17991631799164
2023-11-02,107.74895397489541
2023-11-03,104.0334728033473
2023-11-04,92.88702928870293
2023-11-05,100.31799163179917
2023-11-06,111.46443514644352
2023-11-07,204.35146443514645
2023-11-08,141.18828451882845
2023-11-09,122.61087866108788
2023-11-10,111.46443514644352
2023-11-11,107.74895397489541
2023-11-12,100.31799163179917
2023-11-13,107.74895397489541
2023-11-14,107.74895397489541
2023-11-15,104.0334728033473
2023-11-16,111.46443514644352
2023-11-17,104.0334728033473
2023-11-18,92.88702928870293
2023-11-19,100.31799163179917
2023-11-20,115.17991631799164
2023-11-21,118.89539748953976
2023-11-22,107.74895397489541
2023-11-23,100.31799163179917
2023-11-24,96.60251046025105
2023-11-25,107.74895397489541
2023-11-26,111.46443514644352
2023-11-27,107.74895397489541
2023-11-28,115.17991631799164
2023-11-29,111.46443514644352
2023-11-30,107.74895397489541
2023-12-01,115.17991631799164
2023-12-02,104.0334728033473
2023-12-03,92.88702928870293
2023-12-04,104.0334728033473
2023-12-05,107.74895397489541
2023-12-06,104.0334728033473
2023-12-07,111.46443514644352
2023-12-08,107.74895397489541
2023-12-09,104.0334728033473
2023-12-10,104.0334728033473
2023-12-11,111.46443514644352
2023-12-12,118.89539748953976
2023-12-13,115.17991631799164
2023-12-14,111.46443514644352
2023-12-15,100.31799163179917
2023-12-16,96.60251046025105
2023-12-17,100.31799163179917
2023-12-18,96.60251046025105
2023-12-19,100.31799163179917
2023-12-20,107.74895397489541
2023-12-21,100.31799163179917
2023-12-22,119.35310169183192
2023-12-23,107.04893578315446
2023-12-24,111.59905402947064
2023-12-25,134.18810260141896
2023-12-26,106.37584136801894
2023-12-27,96.09095870474806
2023-12-28,85.80607604147718
2023-12-29,96.76405311988358
2023-12-30,78.05202837911588
2023-12-31,85.80607604147718
2024-01-01,84.45988721120612
2024-01-02,92.88702928870293
2024-01-03,81.92905221029653
2024-01-04,84.45988721120612
2024-01-05,88.33691104238677
2024-01-06,81.25595779516101
2024-01-07,80.58286338002549
2024-01-08,80.58286338002549
2024-01-09,78.72512279425142
2024-01-10,89.68309987265783
2024-01-11,85.13298162634166
2024-01-12,99.29488812079317
2024-01-13,92.88702928870293
2024-01-14,78.72512279425142
2024-01-15,81.92905221029653
2024-01-16,81.92905221029653
2024-01-17,81.25595779516101
2024-01-18,88.33691104238677
2024-01-19,81.92905221029653
2024-01-20,82.60214662543206
2024-01-21,74.04038566490814
2024-01-22,82.11751864653449
2024-01-23,83.46370747680554
2024-01-24,79.42514098599237
2024-01-25,83.46370747680554
2024-01-26,80.77132981626343
2024-01-27,72.69419683463708
2024-01-28,76.73276332545026
2024-01-29,78.07895215572131
2024-01-30,79.42514098599237
2024-01-31,79.42514098599237
2024-02-01,78.07895215572131
2024-02-02,78.07895215572131
2024-02-03,79.42514098599237
2024-02-04,74.04038566490814
2024-02-05,72.69419683463708
2024-02-06,83.46370747680554
2024-02-07,80.77132981626343
2024-02-08,76.73276332545026
2024-02-09,83.46370747680554
2024-02-10,80.77132981626343
2024-02-11,74.04038566490814
2024-02-12,74.04038566490814
2024-02-13,80.77132981626343
2024-02-14,83.46370747680554
2024-02-15,79.42514098599237
2024-02-16,79.42514098599237
2024-02-17,76.73276332545026
2024-02-18,79.42514098599237
2024-02-19,82.11751864653449
2024-02-20,78.07895215572131
2024-02-21,76.73276332545026
2024-02-22,72.69419683463708
2024-02-23,76.73276332545026
2024-02-24,74.04038566490814
2024-02-25,74.04038566490814
2024-02-26,71.34800800436604
2024-02-27,80.77132981626343
2024-02-28,75.3865744951792
2024-02-29,75.3865744951792
2024-03-01,78.07895215572131
2024-03-02,65.96325268328181
2024-03-03,70.00181917409498
2024-03-04,74.04038566490814
2024-03-05,76.73276332545026
2024-03-06,76.73276332545026
2024-03-07,75.3865744951792
2024-03-08,76.73276332545026
2024-03-09,71.34800800436604
2024-03-10,72.69419683463708
2024-03-11,74.04038566490814
2024-03-12,70.00181917409498
2024-03-13,76.73276332545026
2024-03-14,74.04038566490814
2024-03-15,72.69419683463708
2024-03-16,70.00181917409498
2024-03-17,71.34800800436604
2024-03-18,74.04038566490814
2024-03-19,76.73276332545026
2024-03-20,74.04038566490814
2024-03-21,76.73276332545026
2024-03-22,74.04038566490814
2024-03-23,68.65563034382392
2024-03-24,70.00181917409498
2024-03-25,75.3865744951792
2024-03-26,72.69419683463708
2024-03-27,72.69419683463708
2024-03-28,80.77132981626343
2024-03-29,68.65563034382392
2024-03-30,68.65563034382392
2024-03-31,65.96325268328181
2024-04-01,71.34800800436604
2024-04-02,74.04038566490814
2024-04-03,72.69419683463708
2024-04-04,75.3865744951792
2024-04-05,71.34800800436604
2024-04-06,64.61706385301075
2024-04-07,70.00181917409498
2024-04-08,68.65563034382392
2024-04-09,71.34800800436604
2024-04-10,78.07895215572131
2024-04-11,74.04038566490814
2024-04-12,76.73276332545026
2024-04-13,72.69419683463708
2024-04-14,68.65563034382392
2024-04-15,70.00181917409498
2024-04-16,75.3865744951792
2024-04-17,75.3865744951792
2024-04-18,78.07895215572131
2024-04-19,72.69419683463708
2024-04-20,71.34800800436604
2024-04-21,71.34800800436604
2024-04-22,74.04038566490814
2024-04-23,74.04038566490814
2024-04-24,70.00181917409498
2024-04-25,75.3865744951792
2024-04-26,72.69419683463708
2024-04-27,68.65563034382392
2024-04-28,68.65563034382392
2024-04-29,71.34800800436604
2024-04-30,70.00181917409498
2024-05-01,74.04038566490814
2024-05-02,68.65563034382392
2024-05-03,75.3865744951792
2024-05-04,64.61706385301075
2024-05-05,70.00181917409498
2024-05-06,74.04038566490814
2024-05-07,71.34800800436604
2024-05-08,70.00181917409498
2024-05-09,72.69419683463708
2024-05-10,68.65563034382392
2024-05-11,71.34800800436604
2024-05-12,63.27087502273969
2024-05-13,72.69419683463708
2024-05-14,65.96325268328181
2024-05-15,86.15608513734766
2024-05-16,70.00181917409498
2024-05-17,71.34800800436604
2024-05-18,70.00181917409498
2024-05-19,67.30944151355285
2024-05-20,74.04038566490814
2024-05-21,75.3865744951792
2024-05-22,76.73276332545026
2024-05-23,90.19465162816083
2024-05-24,70.00181917409498
2024-05-25,65.96325268328181
2024-05-26,70.00181917409498
2024-05-27,72.69419683463708
2024-05-28,68.65563034382392
2024-05-29,70.00181917409498
2024-05-30,72.69419683463708
2024-05-31,70.00181917409498
2024-06-01,64.61706385301075
2024-06-02,65.96325268328181
2024-06-03,67.30944151355285
2024-06-04,75.3865744951792
2024-06-05,71.34800800436604
2024-06-06,67.30944151355285
2024-06-07,74.04038566490814
2024-06-08,63.27087502273969
2024-06-09,65.96325268328181
2024-06-10,70.00181917409498
2024-06-11,74.04038566490814
2024-06-12,68.65563034382392
2024-06-13,68.65563034382392
2024-06-14,68.65563034382392
2024-06-15,67.30944151355285
2024-06-16,68.65563034382392
2024-06-17,71.34800800436604
2024-06-18,72.69419683463708
2024-06-19,71.34800800436604
2024-06-20,67.30944151355285
2024-06-21,71.34800800436604
2024-06-22,71.34800800436604
2024-06-23,76.73276332545026
2024-06-24,72.69419683463708
2024-06-25,70.00181917409498
2024-06-26,64.61706385301075
2024-06-27,70.00181917409498
2024-06-28,71.34800800436604
2024-06-29,64.61706385301075
2024-06-30,63.27087502273969
2024-07-01,68.65563034382392
2024-07-02,61.92468619246863
2024-07-03,63.27087502273969
2024-07-04,61.92468619246863
2024-07-05,61.92468619246863
2024-07-06,64.61706385301075
2024-07-07,59.23230853192651
2024-07-08,67.30944151355285
2024-07-09,68.65563034382392
2024-07-10,64.61706385301075
2024-07-11,68.65563034382392
2024-07-12,61.92468619246863
2024-07-13,57.88611970165546
2024-07-14,60.578497362197574
2024-07-15,59.23230853192651
2024-07-16,63.27087502273969
2024-07-17,65.96325268328181
2024-07-18,61.92468619246863
2024-07-19,63.27087502273969
2024-07-20,61.92468619246863
2024-07-21,59.23230853192651
2024-07-22,61.92468619246863
2024-07-23,60.578497362197574
2024-07-24,64.61706385301075
2024-07-25,67.30944151355285
2024-07-26,63.27087502273969
2024-07-27,56.5399308713844
2024-07-28,60.578497362197574
2024-07-29,68.65563034382392
2024-07-30,64.61706385301075
2024-07-31,64.61706385301075
2024-08-01,63.27087502273969
2024-08-02,61.92468619246863
2024-08-03,61.92468619246863
2024-08-04,60.578497362197574
2024-08-05,65.96325268328181
2024-08-06,63.27087502273969
2024-08-07,64.61706385301075
2024-08-08,64.61706385301075
2024-08-09,63.27087502273969
2024-08-10,59.23230853192651
2024-08-11,59.23230853192651
2024-08-12,61.92468619246863
2024-08-13,65.96325268328181
2024-08-14,71.34800800436604
2024-08-15,65.96325268328181
2024-08-16,63.27087502273969
2024-08-17,57.88611970165546
2024-08-18,60.83737982955739
2024-08-19,60.83737982955739
2024-08-20,64.40995787912289
2024-08-21,66.79167657883322
2024-08-22,63.219098529267725
2024-08-23,60.83737982955739
2024-08-24,60.319614894837756
2024-08-25,59.12875554498258
2024-08-26,69.69116021326319
2024-08-27,63.219098529267725
2024-08-28,77.87184618183346
2024-08-29,67.30944151355285
2024-08-30,63.73686346398736
2024-08-31,57.93789619512742
2024-09-01,60.83737982955739
2024-09-02,59.12875554498258
2024-09-03,63.219098529267725
2024-09-04,67.30944151355285
2024-09-05,67.30944151355285
2024-09-06,63.219098529267725
2024-09-07,57.93789619512742
2024-09-08,56.747036845272255
2024-09-09,66.79167657883322
2024-09-10,65.60081722897806
2024-09-11,64.40995787912289
2024-09-12,67.30944151355285
2024-09-13,66.1185821636977
2024-09-14,56.747036845272255
2024-09-15,55.55617749541709
2024-09-16,65.60081722897806
2024-09-17,62.13179216635648
2024-09-18,70.41603112187067
2024-09-19,63.167322035795756
2024-09-20,64.20285190523504
2024-09-21,67.30944151355285
2024-09-22,68.34497138299213
