Time,sydney_sweeney
2024-09-17,13.424821311219645
2024-09-18,12.306086201951342
2024-09-19,12.306086201951342
2024-09-20,12.306086201951342
2024-09-21,15.662291529756253
2024-09-22,13.424821311219645
2024-09-23,12.306086201951342
2024-09-24,12.306086201951342
2024-09-25,14.543556420487949
2024-09-26,17.89976174829286
2024-09-27,20.137231966829468
2024-09-28,21.25596707609777
2024-09-29,29.087112840975898
2024-09-30,26.84964262243929
2024-10-01,23.49343729463438
2024-10-02,21.25596707609777
2024-10-03,24.612172403902683
2024-10-04,27.968377731707594
2024-10-05,33.56205327804911
2024-10-06,25.730907513170987
2024-10-07,21.25596707609777
2024-10-08,27.968377731707594
2024-10-09,34.68078838731742
2024-10-10,36.91825860585402
2024-10-11,16.781026639024557
2024-10-12,29.087112840975898
2024-10-13,31.324583059512506
2024-10-14,22.374702185366075
2024-10-15,16.781026639024557
2024-10-16,26.84964262243929
2024-10-17,31.324583059512506
2024-10-18,21.25596707609777
2024-10-19,23.49343729463438
2024-10-20,21.25596707609777
2024-10-21,17.89976174829286
2024-10-22,16.781026639024557
2024-10-23,16.781026639024557
2024-10-24,14.543556420487949
2024-10-25,15.662291529756253
2024-10-26,14.543556420487949
2024-10-27,14.543556420487949
2024-10-28,12.306086201951342
2024-10-29,12.306086201951342
2024-10-30,13.424821311219645
2024-10-31,13.424821311219645
2024-11-01,14.543556420487949
2024-11-02,14.543556420487949
2024-11-03,13.424821311219645
2024-11-04,11.187351092683038
2024-11-05,10.068615983414734
2024-11-06,12.306086201951342
2024-11-07,11.187351092683038
2024-11-08,11.187351092683038
2024-11-09,13.424821311219645
2024-11-10,12.306086201951342
2024-11-11,11.187351092683038
2024-11-12,12.306086201951342
2024-11-13,13.424821311219645
2024-11-14,19.018496857561164
2024-11-15,25.730907513170987
2024-11-16,22.374702185366075
2024-11-17,17.89976174829286
2024-11-18,13.424821311219645
2024-11-19,12.306086201951342
2024-11-20,11.187351092683038
2024-11-21,12.306086201951342
2024-11-22,13.424821311219645
2024-11-23,17.89976174829286
2024-11-24,17.89976174829286
2024-11-25,13.424821311219645
2024-11-26,11.187351092683038
2024-11-27,14.543556420487949
2024-11-28,16.781026639024557
2024-11-29,19.018496857561164
2024-11-30,17.89976174829286
2024-12-01,14.543556420487949
2024-12-02,12.306086201951342
2024-12-03,16.781026639024557
2024-12-04,13.424821311219645
2024-12-05,12.306086201951342
2024-12-06,11.187351092683038
2024-12-07,13.424821311219645
2024-12-08,13.424821311219645
2024-12-09,10.068615983414734
2024-12-10,11.187351092683038
2024-12-11,12.306086201951342
2024-12-12,15.662291529756253
2024-12-13,22.374702185366075
2024-12-14,35.79952349658572
2024-12-15,43.63066926146385
2024-12-16,41.393199042927236
2024-12-17,111.87351092683038
2024-12-18,91.7362789600009
2024-12-19,76.07398743024466
2024-12-20,41.393199042927236
2024-12-21,26.84964262243929
2024-12-22,22.374702185366075
2024-12-23,20.137231966829468
2024-12-24,21.25596707609777
2024-12-25,21.25596707609777
2024-12-26,30.205847950244202
2024-12-27,26.84964262243929
2024-12-28,20.137231966829468
2024-12-29,20.137231966829468
2024-12-30,16.781026639024557
2024-12-31,16.781026639024557
2025-01-01,17.89976174829286
2025-01-02,17.89976174829286
2025-01-03,20.137231966829468
2025-01-04,20.137231966829468
2025-01-05,17.89976174829286
2025-01-06,16.781026639024557
2025-01-07,14.543556420487949
2025-01-08,16.781026639024557
2025-01-09,17.89976174829286
2025-01-10,14.543556420487949
2025-01-11,14.543556420487949
2025-01-12,15.662291529756253
2025-01-13,13.424821311219645
2025-01-14,12.306086201951342
2025-01-15,15.662291529756253
2025-01-16,13.424821311219645
2025-01-17,13.424821311219645
2025-01-18,14.543556420487949
2025-01-19,15.662291529756253
2025-01-20,13.424821311219645
2025-01-21,12.306086201951342
2025-01-22,19.018496857561164
2025-01-23,16.781026639024557
2025-01-24,14.543556420487949
2025-01-25,15.662291529756253
2025-01-26,15.662291529756253
2025-01-27,14.543556420487949
2025-01-28,11.187351092683038
2025-01-29,11.187351092683038
2025-01-30,12.306086201951342
2025-01-31,11.187351092683038
2025-02-01,12.306086201951342
2025-02-02,17.89976174829286
2025-02-03,12.306086201951342
2025-02-04,11.187351092683038
2025-02-05,11.187351092683038
2025-02-06,12.306086201951342
2025-02-07,11.187351092683038
2025-02-08,13.424821311219645
2025-02-09,13.424821311219645
2025-02-10,25.730907513170987
2025-02-11,12.306086201951342
2025-02-12,11.187351092683038
2025-02-13,11.187351092683038
2025-02-14,10.068615983414734
2025-02-15,14.543556420487949
2025-02-16,14.543556420487949
2025-02-17,13.424821311219645
2025-02-18,12.306086201951342
2025-02-19,12.306086201951342
2025-02-20,11.187351092683038
2025-02-21,12.306086201951342
2025-02-22,12.306086201951342
2025-02-23,13.424821311219645
2025-02-24,11.187351092683038
2025-02-25,15.662291529756253
2025-02-26,12.306086201951342
2025-02-27,12.306086201951342
2025-02-28,11.187351092683038
2025-03-01,13.424821311219645
2025-03-02,14.543556420487949
2025-03-03,14.543556420487949
2025-03-04,14.543556420487949
2025-03-05,13.424821311219645
2025-03-06,11.187351092683038
2025-03-07,12.306086201951342
2025-03-08,16.781026639024557
2025-03-09,14.543556420487949
2025-03-10,12.306086201951342
2025-03-11,11.187351092683038
2025-03-12,12.306086201951342
2025-03-13,13.424821311219645
2025-03-14,10.068615983414734
2025-03-15,11.187351092683038
2025-03-16,11.187351092683038
2025-03-17,8.94988087414643
2025-03-18,10.068615983414734
2025-03-19,11.187351092683038
2025-03-20,12.306086201951342
2025-03-21,12.306086201951342
2025-03-22,12.306086201951342
2025-03-23,12.306086201951342
2025-03-24,11.187351092683038
2025-03-25,13.424821311219645
2025-03-26,17.89976174829286
2025-03-27,19.018496857561164
2025-03-28,22.374702185366075
2025-03-29,24.612172403902683
2025-03-30,33.56205327804911
2025-03-31,52.58055013561028
2025-04-01,63.76790122829331
2025-04-02,42.51193415219554
2025-04-03,35.79952349658572
2025-04-04,30.205847950244202
2025-04-05,31.324583059512506
2025-04-06,32.443318168780806
2025-04-07,25.730907513170987
2025-04-08,25.730907513170987
2025-04-09,20.137231966829468
2025-04-10,17.89976174829286
2025-04-11,19.018496857561164
2025-04-12,21.25596707609777
2025-04-13,20.137231966829468
2025-04-14,15.662291529756253
2025-04-15,17.432661006794238
2025-04-16,15.581558068262662
2025-04-17,13.171087575096937
2025-04-18,16.140925622896816
2025-04-19,17.99202856142839
2025-04-20,18.55139611606254
2025-04-21,13.171087575096937
2025-04-22,15.581558068262662
2025-04-23,13.171087575096937
2025-04-24,12.611720020462785
2025-04-25,13.171087575096937
2025-04-26,15.581558068262662
2025-04-27,17.99202856142839
2025-04-28,13.171087575096937
2025-04-29,13.171087575096937
2025-04-30,15.022190513628512
2025-05-01,12.611720020462785
2025-05-02,12.611720020462785
2025-05-03,12.611720020462785
2025-05-04,22.81296954775984
2025-05-05,23.372337102393995
2025-05-06,28.7526456433596
2025-05-07,20.402499054594117
2025-05-08,16.140925622896816
2025-05-09,17.99202856142839
2025-05-10,16.140925622896816
2025-05-11,15.022190513628512
2025-05-12,12.611720020462785
2025-05-13,10.76061708193121
2025-05-14,10.201249527297058
2025-05-15,10.333883071179383
2025-05-16,10.333883071179383
2025-05-17,12.917353838974229
2025-05-18,12.917353838974229
2025-05-19,10.333883071179383
2025-05-20,10.333883071179383
2025-05-21,10.333883071179383
2025-05-22,20.667766142358765
2025-05-23,18.08429537456392
2025-05-24,12.917353838974229
2025-05-25,15.500824606769074
2025-05-26,12.917353838974229
2025-05-27,10.333883071179383
2025-05-28,10.333883071179383
2025-05-29,41.33553228471753
2025-05-30,87.83800610502475
2025-05-31,62.003298427076295
2025-06-01,51.669415355896916
2025-06-02,33.585119981332994
2025-06-03,31.001649213538148
2025-06-04,31.001649213538148
2025-06-05,36.16859074912784
2025-06-06,49.085944588102066
2025-06-07,43.91900305251237
2025-06-08,41.33553228471753
2025-06-09,36.16859074912784
2025-06-10,46.50247382030722
2025-06-11,51.669415355896916
2025-06-12,51.669415355896916
2025-06-13,38.75206151692269
2025-06-14,36.16859074912784
2025-06-15,46.50247382030722
2025-06-16,28.4181784457433
2025-06-17,25.834707677948458
2025-06-18,23.25123691015361
2025-06-19,20.667766142358765
2025-06-20,18.08429537456392
2025-06-21,20.667766142358765
2025-06-22,18.08429537456392
2025-06-23,12.917353838974229
2025-06-24,12.917353838974229
2025-06-25,12.917353838974229
2025-06-26,12.917353838974229
2025-06-27,18.08429537456392
2025-06-28,54.25288612369176
2025-06-29,54.25288612369176
2025-06-30,41.33553228471753
2025-07-01,33.585119981332994
2025-07-02,31.001649213538148
2025-07-03,28.4181784457433
2025-07-04,28.4181784457433
2025-07-05,25.834707677948458
2025-07-06,23.25123691015361
2025-07-07,25.834707677948458
2025-07-08,20.667766142358765
2025-07-09,15.500824606769074
2025-07-10,18.08429537456392
2025-07-11,18.08429537456392
2025-07-12,18.08429537456392
2025-07-13,20.667766142358765
2025-07-14,18.08429537456392
2025-07-15,15.500824606769074
2025-07-16,15.500824606769074
2025-07-17,15.500824606769074
2025-07-18,12.917353838974229
2025-07-19,15.500824606769074
2025-07-20,18.08429537456392
2025-07-21,15.500824606769074
2025-07-22,15.500824606769074
2025-07-23,15.500824606769074
2025-07-24,23.25123691015361
2025-07-25,31.001649213538148
2025-07-26,31.001649213538148
2025-07-27,62.003298427076295
2025-07-28,126.59006762194744
2025-07-29,178.25948297784436
2025-07-30,248.01319370830518
2025-07-31,258.34707677948455
2025-08-01,217.01154449476704
2025-08-02,242.84625217271548
2025-08-03,196.34377835240826
2025-08-04,258.34707677948455
2025-08-05,214.4280737269722
2025-08-06,121.42312608635774
2025-08-07,108.50577224738352
2025-08-08,80.08759380164021
2025-08-09,85.25453533722991
2025-08-10,67.17023996266599
2025-08-11,49.085944588102066
2025-08-12,54.25288612369176
2025-08-13,46.50247382030722
2025-08-14,36.16859074912784
2025-08-15,33.585119981332994
2025-08-16,41.33553228471753
2025-08-17,41.33553228471753
2025-08-18,31.001649213538148
2025-08-19,28.4181784457433
2025-08-20,28.4181784457433
2025-08-21,31.001649213538148
2025-08-22,33.585119981332994
2025-08-23,33.585119981332994
2025-08-24,33.585119981332994
2025-08-25,25.834707677948458
2025-08-26,20.667766142358765
2025-08-27,20.667766142358765
2025-08-28,18.08429537456392
2025-08-29,20.667766142358765
2025-08-30,33.585119981332994
2025-08-31,38.75206151692269
2025-09-01,31.001649213538148
2025-09-02,23.25123691015361
2025-09-03,36.16859074912784
2025-09-04,38.75206151692269
2025-09-05,31.001649213538148
2025-09-06,33.585119981332994
2025-09-07,28.4181784457433
2025-09-08,20.667766142358765
2025-09-09,18.08429537456392
2025-09-10,15.500824606769074
2025-09-11,15.500824606769074
2025-09-12,20.667766142358765
2025-09-13,20.667766142358765
2025-09-14,20.667766142358765
2025-09-15,41.33553228471753
2025-09-16,31.001649213538148
2025-09-17,28.4181784457433
2025-09-18,20.667766142358765
2025-09-19,18.08429537456392
2025-09-20,20.667766142358765
2025-09-21,18.08429537456392
2025-09-22,12.917353838974229
2025-09-23,12.917353838974229
2025-09-24,12.917353838974229
2025-09-25,12.917353838974229
2025-09-26,15.500824606769074
2025-09-27,15.500824606769074
2025-09-28,15.500824606769074
2025-09-29,15.500824606769074
2025-09-30,18.08429537456392
2025-10-01,15.500824606769074
2025-10-02,15.500824606769074
2025-10-03,12.917353838974229
2025-10-04,15.500824606769074
2025-10-05,15.500824606769074
2025-10-06,12.917353838974229
2025-10-07,10.333883071179383
2025-10-08,12.917353838974229
2025-10-09,12.917353838974229
2025-10-10,10.333883071179383
2025-10-11,12.917353838974229
2025-10-12,12.917353838974229
2025-10-13,12.917353838974229
2025-10-14,10.333883071179383
2025-10-15,10.333883071179383
2025-10-16,10.333883071179383
2025-10-17,10.333883071179383
2025-10-18,12.917353838974229
2025-10-19,12.917353838974229
2025-10-20,10.333883071179383
2025-10-21,10.333883071179383
2025-10-22,10.333883071179383
2025-10-23,12.917353838974229
2025-10-24,10.333883071179383
2025-10-25,12.917353838974229
2025-10-26,15.500824606769074
2025-10-27,15.500824606769074
2025-10-28,18.08429537456392
2025-10-29,36.16859074912784
2025-10-30,188.59336604902373
2025-10-31,224.76195679815157
2025-11-01,149.84130453210105
2025-11-02,87.83800610502475
2025-11-03,59.41982765928145
2025-11-04,51.669415355896916
2025-11-05,43.91900305251237
2025-11-06,43.91900305251237
2025-11-07,69.75371073046084
2025-11-08,74.92065226605052
2025-11-09,59.41982765928145
2025-11-10,56.8363568914866
2025-11-11,54.25288612369176
2025-11-12,51.669415355896916
2025-11-13,49.085944588102066
2025-11-14,36.16859074912784
2025-11-15,33.585119981332994
2025-11-16,33.585119981332994
2025-11-17,23.25123691015361
2025-11-18,20.667766142358765
2025-11-19,20.667766142358765
2025-11-20,20.667766142358765
2025-11-21,20.667766142358765
2025-11-22,23.25123691015361
2025-11-23,20.667766142358765
2025-11-24,18.08429537456392
2025-11-25,15.500824606769074
2025-11-26,23.25123691015361
2025-11-27,23.25123691015361
2025-11-28,25.834707677948458
2025-11-29,23.25123691015361
2025-11-30,28.4181784457433
2025-12-01,20.667766142358765
2025-12-02,25.834707677948458
2025-12-03,31.001649213538148
2025-12-04,33.585119981332994
2025-12-05,36.16859074912784
2025-12-06,38.75206151692269
2025-12-07,38.75206151692269
2025-12-08,31.001649213538148
2025-12-09,28.4181784457433
2025-12-10,23.25123691015361
2025-12-11,23.251236910153615
2025-12-12,25.18883998599975
2025-12-13,28.418178445743305
2025-12-14,25.18883998599975
2025-12-15,17.761361528589564
2025-12-16,26.48057536989717
2025-12-17,35.84565690315348
2025-12-18,35.52272305717913
2025-12-19,28.418178445743305
2025-12-20,36.49152459510219
2025-12-21,35.52272305717913
2025-12-22,43.59606920653802
2025-12-23,36.81445844107655
2025-12-24,36.49152459510219
2025-12-25,36.168590749127844
2025-12-26,41.65846613069189
2025-12-27,51.02354766394821
2025-12-28,56.19048919953789
2025-12-29,46.50247382030723
2025-12-30,41.01259843874318
2025-12-31,43.27313536056367
2026-01-01,38.752061516922694
2026-01-02,41.01259843874318
2026-01-03,43.91900305251238
2026-01-04,46.17953997433287
2026-01-05,38.752061516922694
2026-01-06,41.01259843874318
2026-01-07,43.91900305251238
2026-01-08,31.00164921353815
2026-01-09,25.834707677948458
2026-01-10,33.585119981333
2026-01-11,36.168590749127844
2026-01-12,28.418178445743308
2026-01-13,23.251236910153615
2026-01-14,31.00164921353815
2026-01-15,36.168590749127844
2026-01-16,31.647516905486864
2026-01-17,34.23098767328171
2026-01-18,31.647516905486864
2026-01-19,27.772310753794596
2026-01-20,21.95950152625619
2026-01-21,25.18883998599975
2026-01-22,19.376030758461347
2026-01-23,18.084295374563922
2026-01-24,23.897104602102328
2026-01-25,23.251236910153615
2026-01-26,27.126443061845883
2026-01-27,48.440076896153364
2026-01-28,56.836356891486616
2026-01-29,47.14834151225594
2026-01-30,50.3776799719995
2026-01-31,51.02354766394821
2026-02-01,54.89875381564048
2026-02-02,33.585119981333
2026-02-03,29.064046137692017
2026-02-04,31.00164921353815
2026-02-05,30.355781521589442
2026-02-06,30.355781521589442
2026-02-07,36.168590749127844
2026-02-08,34.23098767328171
2026-02-09,27.772310753794596
2026-02-10,21.95950152625619
2026-02-11,20.021898450410056
2026-02-12,21.31363383430748
2026-02-13,21.95950152625619
2026-02-14,28.418178445743308
2026-02-15,29.064046137692017
2026-02-16,23.897104602102328
2026-02-17,20.021898450410056
2026-02-18,21.31363383430748
2026-02-19,21.95950152625619
2026-02-20,17.43842768261521
2026-02-21,20.66776614235877
2026-02-22,21.31363383430748
2026-02-23,17.43842768261521
2026-02-24,14.209089222871654
2026-02-25,12.91735383897423
2026-02-26,14.209089222871654
2026-02-27,15.500824606769076
2026-02-28,18.084295374563922
2026-03-01,18.084295374563922
2026-03-02,18.084295374563922
2026-03-03,21.31363383430748
2026-03-04,16.146692298717788
2026-03-05,14.854956914820365
2026-03-06,13.563221530922942
2026-03-07,18.730163066512635
2026-03-08,16.7925599906665
2026-03-09,12.91735383897423
2026-03-10,12.271486147025518
2026-03-11,12.91735383897423
2026-03-12,13.563221530922942
2026-03-13,15.500824606769076
2026-03-14,18.084295374563922
2026-03-15,18.730163066512635
2026-03-16,18.084295374563922
2026-03-17,17.43842768261521
2026-03-18,15.500824606769076
2026-03-19,14.854956914820365
2026-03-20,12.91735383897423
2026-03-21,17.43842768261521
2026-03-22,17.43842768261521
2026-03-23,14.854956914820365
2026-03-24,16.7925599906665
2026-03-25,18.730163066512635
2026-03-26,18.084295374563922
2026-03-27,17.43842768261521
2026-03-28,18.084295374563922
2026-03-29,21.31363383430748
2026-03-30,18.730163066512635
2026-03-31,15.500824606769076
2026-04-01,16.7925599906665
2026-04-02,17.43842768261521
2026-04-03,20.021898450410056
2026-04-04,20.66776614235877
2026-04-05,25.18883998599975
2026-04-06,23.251236910153615
2026-04-07,20.66776614235877
2026-04-08,24.542972294051037
2026-04-09,28.418178445743308
2026-04-10,23.897104602102328
2026-04-11,31.00164921353815
2026-04-12,45.85660612835852
2026-04-13,60.711563043178884
2026-04-14,53.60701843174306
2026-04-15,56.1904891995379
2026-04-16,46.50247382030723
2026-04-17,36.81445844107655
2026-04-18,34.23098767328171
2026-04-19,32.939252289384285
2026-04-20,58.77395996733275
2026-04-21,63.29503381097373
2026-04-22,45.210738436409805
2026-04-23,33.585119981333
2026-04-24,28.418178445743308
2026-04-25,34.23098767328171
2026-04-26,41.981399976666246
2026-04-27,41.981399976666246
2026-04-28,38.752061516922694
2026-04-29,30.355781521589442
2026-04-30,27.772310753794596
2026-05-01,29.70991382964073
2026-05-02,34.23098767328171
2026-05-03,30.355781521589442
2026-05-04,24.542972294051037
2026-05-05,21.95950152625619
2026-05-06,18.730163066512635
2026-05-07,16.7925599906665
2026-05-08,16.146692298717788
2026-05-09,20.66776614235877
2026-05-10,20.021898450410056
2026-05-11,48.440076896153364
2026-05-12,64.58676919487115
2026-05-13,46.50247382030723
2026-05-14,30.355781521589442
2026-05-15,23.897104602102328
2026-05-16,27.126443061845883
2026-05-17,25.18883998599975
2026-05-18,24.542972294051037
2026-05-19,23.251236910153615
2026-05-20,21.31363383430748
2026-05-21,20.021898450410056
2026-05-22,18.084295374563922
2026-05-23,21.31363383430748
2026-05-24,23.897104602102328
2026-05-25,45.210738436409805
2026-05-26,51.02354766394821
2026-05-27,36.81445844107655
2026-05-28,27.126443061845883
2026-05-29,21.95950152625619
2026-05-30,21.95950152625619
2026-05-31,28.418178445743308
