Time,indeed_jobs
2024-09-27,45.41878206505591
2024-09-28,37.612428897624426
2024-09-29,39.74143430692392
2024-09-30,53.93480370225389
2024-10-01,58.90248299061938
2024-10-02,57.483146051086386
2024-10-03,54.644472172020386
2024-10-04,53.22513523248739
2024-10-05,38.322097367390924
2024-10-06,35.48342348832493
2024-10-07,52.51546676272089
2024-10-08,51.80579829295439
2024-10-09,51.096129823187894
2024-10-10,53.22513523248739
2024-10-11,46.838119004588904
2024-10-12,36.90276042785793
2024-10-13,37.612428897624426
2024-10-14,57.483146051086386
2024-10-15,69.54751003711687
2024-10-16,59.61215146038588
2024-10-17,53.93480370225389
2024-10-18,50.386461353421396
2024-10-19,37.612428897624426
2024-10-20,36.90276042785793
2024-10-21,62.450825339451875
2024-10-22,61.03148839991888
2024-10-23,57.483146051086386
2024-10-24,60.32181993015238
2024-10-25,48.2574559441219
2024-10-26,36.90276042785793
2024-10-27,37.612428897624426
2024-10-28,54.644472172020386
2024-10-29,55.354140641786884
2024-10-30,56.06380911155338
2024-10-31,51.80579829295439
2024-11-01,47.5477874743554
2024-11-02,38.322097367390924
2024-11-03,40.45110277669042
2024-11-04,58.192814520852885
2024-11-05,51.096129823187894
2024-11-06,40.45110277669042
2024-11-07,55.354140641786884
2024-11-08,51.096129823187894
2024-11-09,39.74143430692392
2024-11-10,39.03176583715742
2024-11-11,54.644472172020386
2024-11-12,58.90248299061938
2024-11-13,56.06380911155338
2024-11-14,52.51546676272089
2024-11-15,46.128450534822406
2024-11-16,33.35441807902543
2024-11-17,36.19309195809143
2024-11-18,53.93480370225389
2024-11-19,56.77347758131988
2024-11-20,53.22513523248739
2024-11-21,51.80579829295439
2024-11-22,43.28977665575641
2024-11-23,34.77375501855843
2024-11-24,31.935081139492436
2024-11-25,48.2574559441219
2024-11-26,46.128450534822406
2024-11-27,40.45110277669042
2024-11-28,24.12872797206095
2024-11-29,30.51574419995944
2024-11-30,31.935081139492436
2024-12-01,36.19309195809143
2024-12-02,51.80579829295439
2024-12-03,51.80579829295439
2024-12-04,51.80579829295439
2024-12-05,48.2574559441219
2024-12-06,44.70911359528941
2024-12-07,35.48342348832493
2024-12-08,35.48342348832493
2024-12-09,48.9671244138884
2024-12-10,50.386461353421396
2024-12-11,47.5477874743554
2024-12-12,47.5477874743554
2024-12-13,46.128450534822406
2024-12-14,33.35441807902543
2024-12-15,33.35441807902543
2024-12-16,48.9671244138884
2024-12-17,51.80579829295439
2024-12-18,56.77347758131988
2024-12-19,46.838119004588904
2024-12-20,43.28977665575641
2024-12-21,29.80607573019294
2024-12-22,31.935081139492436
2024-12-23,39.03176583715742
2024-12-24,29.80607573019294
2024-12-25,21.290054092994957
2024-12-26,46.128450534822406
2024-12-27,50.386461353421396
2024-12-28,40.45110277669042
2024-12-29,41.16077124645692
2024-12-30,54.644472172020386
2024-12-31,47.5477874743554
2025-01-01,40.45110277669042
2025-01-02,58.90248299061938
2025-01-03,56.77347758131988
2025-01-04,47.5477874743554
2025-01-05,46.838119004588904
2025-01-06,61.03148839991888
2025-01-07,60.32181993015238
2025-01-08,61.03148839991888
2025-01-09,57.483146051086386
2025-01-10,53.22513523248739
2025-01-11,43.28977665575641
2025-01-12,45.41878206505591
2025-01-13,61.741156869685376
2025-01-14,60.32181993015238
2025-01-15,59.61215146038588
2025-01-16,63.16049380921837
2025-01-17,58.192814520852885
2025-01-18,43.28977665575641
2025-01-19,41.870439716223416
2025-01-20,57.483146051086386
2025-01-21,59.61215146038588
2025-01-22,60.32181993015238
2025-01-23,56.06380911155338
2025-01-24,56.77347758131988
2025-01-25,46.128450534822406
2025-01-26,43.99944512552291
2025-01-27,61.741156869685376
2025-01-28,66.70883615805086
2025-01-29,68.83784156735037
2025-01-30,61.03148839991888
2025-01-31,55.354140641786884
2025-02-01,43.28977665575641
2025-02-02,45.41878206505591
2025-02-03,56.06380911155338
2025-02-04,63.87016227898487
2025-02-05,58.90248299061938
2025-02-06,62.450825339451875
2025-02-07,57.483146051086386
2025-02-08,41.16077124645692
2025-02-09,38.322097367390924
2025-02-10,56.06380911155338
2025-02-11,63.16049380921837
2025-02-12,57.483146051086386
2025-02-13,58.192814520852885
2025-02-14,49.6767928836549
2025-02-15,41.16077124645692
2025-02-16,45.41878206505591
2025-02-17,62.450825339451875
2025-02-18,60.32181993015238
2025-02-19,65.28949921851786
2025-02-20,61.03148839991888
2025-02-21,56.06380911155338
2025-02-22,42.580108185989914
2025-02-23,46.128450534822406
2025-02-24,56.06380911155338
2025-02-25,62.450825339451875
2025-02-26,60.32181993015238
2025-02-27,53.93480370225389
2025-02-28,51.096129823187894
2025-03-01,41.16077124645692
2025-03-02,43.28977665575641
2025-03-03,58.192814520852885
2025-03-04,62.450825339451875
2025-03-05,58.90248299061938
2025-03-06,58.90248299061938
2025-03-07,47.5477874743554
2025-03-08,42.580108185989914
2025-03-09,42.580108185989914
2025-03-10,60.32181993015238
2025-03-11,58.192814520852885
2025-03-12,57.483146051086386
2025-03-13,53.93480370225389
2025-03-14,47.5477874743554
2025-03-15,39.74143430692392
2025-03-16,39.74143430692392
2025-03-17,58.90248299061938
2025-03-18,67.41850462781736
2025-03-19,58.90248299061938
2025-03-20,56.77347758131988
2025-03-21,48.2574559441219
2025-03-22,41.870439716223416
2025-03-23,43.28977665575641
2025-03-24,57.483146051086386
2025-03-25,61.03148839991888
2025-03-26,58.192814520852885
2025-03-27,58.192814520852885
2025-03-28,51.096129823187894
2025-03-29,39.74143430692392
2025-03-30,39.74143430692392
2025-03-31,55.354140641786884
2025-04-01,57.483146051086386
2025-04-02,54.644472172020386
2025-04-03,51.80579829295439
2025-04-04,47.5477874743554
2025-04-05,37.612428897624426
2025-04-06,41.870439716223416
2025-04-07,53.22513523248739
2025-04-08,56.06380911155338
2025-04-09,51.096129823187894
2025-04-10,50.386461353421396
2025-04-11,51.80579829295439
2025-04-12,36.90276042785793
2025-04-13,36.19309195809143
2025-04-14,53.93480370225389
2025-04-15,58.157331097364555
2025-04-16,54.467055054578765
2025-04-17,52.444499915744245
2025-04-18,44.034928549011234
2025-04-19,35.3060063708833
2025-04-20,31.26089609321426
2025-04-21,51.77031486946606
2025-04-22,63.870162278984864
2025-04-23,58.83151614364273
2025-04-24,53.118684962022414
2025-04-25,42.68655845645489
2025-04-26,34.276987089721885
2025-04-27,38.99628241366909
2025-04-28,53.118684962022414
2025-04-29,61.173422093872176
2025-04-30,50.42194477690972
2025-05-01,51.096129823187894
2025-05-02,44.70911359528941
2025-05-03,35.62535718227823
2025-05-04,37.64791232111275
2025-05-05,52.444499915744245
2025-05-06,53.79287000830058
2025-05-07,51.41548063458282
2025-05-08,51.096129823187894
2025-05-09,53.43803577341734
2025-05-10,33.283451232048776
2025-05-11,32.60926618577061
2025-05-12,52.08966568086099
2025-05-13,57.48314605108638
2025-05-14,52.444499915744245
2025-05-15,52.37353306876759
2025-05-16,43.43171034970971
2025-05-17,35.128589253441675
2025-05-18,38.32209736739092
2025-05-19,51.096129823187894
2025-05-20,58.121847673876225
2025-05-21,54.92833955992698
2025-05-22,49.818726577608196
2025-05-23,44.070411972499556
2025-05-24,33.851186007861976
2025-05-25,32.573782762282285
2025-05-26,38.96079899018077
2025-05-27,56.20574280550668
2025-05-28,59.39925091945592
2025-05-29,56.84444442829653
2025-05-30,51.096129823187894
2025-05-31,35.76729087623153
2025-06-01,37.68339574460107
2025-06-02,54.28963793713714
2025-06-03,56.20574280550668
2025-06-04,51.73483144597774
2025-06-05,49.818726577608196
2025-06-06,46.62521846365895
2025-06-07,33.851186007861976
2025-06-08,34.48988763065183
2025-06-09,51.73483144597774
2025-06-10,54.28963793713714
2025-06-11,54.92833955992698
2025-06-12,51.73483144597774
2025-06-13,44.070411972499556
2025-06-14,30.657677893912734
2025-06-15,30.657677893912734
2025-06-16,53.650936314347284
2025-06-17,53.01223469155744
2025-06-18,50.45742820039804
2025-06-19,46.62521846365895
2025-06-20,44.070411972499556
2025-06-21,31.935081139492432
2025-06-22,30.018976271122888
2025-06-23,50.45742820039804
2025-06-24,55.567041182716835
2025-06-25,51.096129823187894
2025-06-26,51.096129823187894
2025-06-27,44.070411972499556
2025-06-28,34.48988763065183
2025-06-29,33.21248438507213
2025-06-30,54.92833955992698
2025-07-01,51.096129823187894
2025-07-02,47.90262170923865
2025-07-03,43.43171034970971
2025-07-04,31.296379516702583
2025-07-05,27.46416977996349
2025-07-06,38.96079899018077
2025-07-07,53.650936314347284
2025-07-08,59.39925091945592
2025-07-09,59.39925091945592
2025-07-10,54.92833955992698
2025-07-11,45.9865168408691
2025-07-12,33.21248438507213
2025-07-13,34.48988763065183
2025-07-14,54.28963793713714
2025-07-15,52.37353306876759
2025-07-16,52.37353306876759
2025-07-17,49.818726577608196
2025-07-18,44.70911359528941
2025-07-19,32.573782762282285
2025-07-20,33.21248438507213
2025-07-21,54.92833955992698
2025-07-22,53.01223469155744
2025-07-23,51.096129823187894
2025-07-24,47.90262170923865
2025-07-25,42.79300872691986
2025-07-26,31.935081139492432
2025-07-27,33.21248438507213
2025-07-28,49.18002495481834
2025-07-29,50.45742820039804
2025-07-30,46.62521846365895
2025-07-31,48.5413233320285
2025-08-01,42.15430710413001
2025-08-02,32.573782762282285
2025-08-03,33.851186007861976
2025-08-04,50.45742820039804
2025-08-05,56.84444442829653
2025-08-06,54.92833955992698
2025-08-07,53.01223469155744
2025-08-08,44.70911359528941
2025-08-09,31.935081139492432
2025-08-10,35.76729087623153
2025-08-11,51.73483144597774
2025-08-12,55.567041182716835
2025-08-13,53.01223469155744
2025-08-14,52.37353306876759
2025-08-15,47.2639200864488
2025-08-16,34.48988763065183
2025-08-17,35.128589253441675
2025-08-18,51.096129823187894
2025-08-19,54.28963793713714
2025-08-20,50.45742820039804
2025-08-21,49.18002495481834
2025-08-22,43.43171034970971
2025-08-23,33.21248438507213
2025-08-24,35.128589253441675
2025-08-25,53.650936314347284
2025-08-26,50.45742820039804
2025-08-27,51.73483144597774
2025-08-28,48.5413233320285
2025-08-29,38.96079899018077
2025-08-30,27.46416977996349
2025-08-31,28.74157302554319
2025-09-01,35.76729087623153
2025-09-02,51.096129823187894
2025-09-03,51.096129823187894
2025-09-04,45.347815218079255
2025-09-05,42.79300872691986
2025-09-06,30.657677893912734
2025-09-07,30.657677893912734
2025-09-08,48.5413233320285
2025-09-09,47.90262170923865
2025-09-10,45.347815218079255
2025-09-11,41.51560548134016
2025-09-12,35.128589253441675
2025-09-13,27.46416977996349
2025-09-14,28.10287140275334
2025-09-15,46.62521846365895
2025-09-16,46.62521846365895
2025-09-17,44.070411972499556
2025-09-18,42.79300872691986
2025-09-19,38.96079899018077
2025-09-20,29.38027464833304
2025-09-21,28.10287140275334
2025-09-22,48.5413233320285
2025-09-23,47.2639200864488
2025-09-24,45.9865168408691
2025-09-25,42.79300872691986
2025-09-26,41.51560548134016
2025-09-27,30.018976271122888
2025-09-28,30.018976271122888
2025-09-29,45.9865168408691
2025-09-30,47.90262170923865
2025-10-01,44.070411972499556
2025-10-02,42.15430710413001
2025-10-03,36.40599249902137
2025-10-04,28.74157302554319
2025-10-05,29.38027464833304
2025-10-06,48.5413233320285
2025-10-07,45.347815218079255
2025-10-08,47.2639200864488
2025-10-09,42.79300872691986
2025-10-10,36.40599249902137
2025-10-11,28.74157302554319
2025-10-12,28.74157302554319
2025-10-13,44.70911359528941
2025-10-14,49.818726577608196
2025-10-15,44.070411972499556
2025-10-16,42.15430710413001
2025-10-17,38.32209736739092
2025-10-18,26.825468157173642
2025-10-19,28.74157302554319
2025-10-20,45.347815218079255
2025-10-21,43.43171034970971
2025-10-22,45.347815218079255
2025-10-23,42.79300872691986
2025-10-24,35.76729087623153
2025-10-25,27.46416977996349
2025-10-26,28.10287140275334
2025-10-27,43.43171034970971
2025-10-28,44.70911359528941
2025-10-29,42.15430710413001
2025-10-30,38.32209736739092
2025-10-31,31.935081139492432
2025-11-01,25.548064911593947
2025-11-02,28.74157302554319
2025-11-03,41.51560548134016
2025-11-04,43.43171034970971
2025-11-05,43.43171034970971
2025-11-06,42.15430710413001
2025-11-07,37.68339574460107
2025-11-08,29.38027464833304
2025-11-09,27.46416977996349
2025-11-10,40.876903858550314
2025-11-11,43.43171034970971
2025-11-12,41.51560548134016
2025-11-13,41.51560548134016
2025-11-14,35.128589253441675
2025-11-15,26.825468157173642
2025-11-16,27.46416977996349
2025-11-17,41.51560548134016
2025-11-18,49.818726577608196
2025-11-19,43.43171034970971
2025-11-20,40.23820223576047
2025-11-21,35.76729087623153
2025-11-22,27.46416977996349
2025-11-23,26.186766534383796
2025-11-24,36.40599249902137
2025-11-25,35.76729087623153
2025-11-26,30.018976271122888
2025-11-27,17.244943815325914
2025-11-28,22.354556797644705
2025-11-29,24.909363288804098
2025-11-30,28.74157302554319
2025-12-01,44.70911359528941
2025-12-02,42.79300872691986
2025-12-03,41.51560548134016
2025-12-04,40.876903858550314
2025-12-05,36.40599249902137
2025-12-06,26.825468157173642
2025-12-07,27.46416977996349
2025-12-08,39.599500612970616
2025-12-09,40.876903858550314
2025-12-10,38.96079899018077
2025-12-11,37.55672465063813
2025-12-12,32.15350967533549
2025-12-13,27.3889963228227
2025-12-14,25.67222658681343
2025-12-15,36.98446807196838
2025-12-16,36.98446807196838
2025-12-17,38.38188699658272
2025-12-18,35.58704914735404
2025-12-19,31.90060390806066
2025-12-20,23.702551083529322
2025-12-21,22.877388737584734
2025-12-22,33.04511706540018
2025-12-23,28.78641524743704
2025-12-24,20.58836242290571
2025-12-25,16.076754837667746
2025-12-26,28.214158668767286
2025-12-27,28.214158668767286
2025-12-28,29.93092840477656
2025-12-29,42.0683322358761
2025-12-30,42.64058881454585
2025-12-31,32.47286048673042
2026-01-01,25.419320819538598
2026-01-02,38.95414357525249
2026-01-03,33.298022832675
2026-01-04,33.87027941134476
2026-01-05,48.54961532439816
2026-01-06,50.51929082768227
2026-01-07,50.51929082768227
2026-01-08,44.61026431782996
2026-01-09,40.35156249986683
2026-01-10,32.37193821117855
2026-01-11,31.360315142079223
2026-01-12,42.993980436721515
2026-01-13,47.04047271311883
2026-01-14,44.005603505820844
2026-01-15,42.48816890217185
2026-01-16,38.9474881603242
2026-01-17,30.348692072979894
2026-01-18,27.313822865681903
2026-01-19,40.46492276397319
2026-01-20,45.01722657492017
2026-01-21,49.063718851317496
2026-01-22,39.95911122942353
2026-01-23,35.912618953026204
2026-01-24,28.325445934781232
2026-01-25,27.313822865681903
2026-01-26,39.95911122942353
2026-01-27,44.005603505820844
2026-01-28,40.970734298522856
2026-01-29,41.47654583307252
2026-01-30,37.4300535566752
2026-01-31,28.325445934781232
2026-02-01,27.819634400231568
2026-02-02,38.441676625774534
2026-02-03,44.005603505820844
2026-02-04,40.46492276397319
2026-02-05,38.9474881603242
2026-02-06,36.41843048757587
2026-02-07,27.313822865681903
2026-02-08,24.78476519293358
2026-02-09,34.900995883926875
2026-02-10,40.970734298522856
2026-02-11,42.48816890217185
2026-02-12,42.993980436721515
2026-02-13,30.85450360752956
2026-02-14,23.773142123834248
2026-02-15,25.290576727483245
2026-02-16,38.441676625774534
2026-02-17,39.45329969487386
2026-02-18,40.970734298522856
2026-02-19,40.46492276397319
2026-02-20,33.889372814827546
2026-02-21,26.80801133113224
2026-02-22,25.290576727483245
2026-02-23,38.441676625774534
2026-02-24,40.970734298522856
2026-02-25,38.9474881603242
2026-02-26,37.4300535566752
2026-02-27,35.912618953026204
2026-02-28,25.79638826203291
2026-03-01,26.302199796582574
2026-03-02,38.9474881603242
2026-03-03,42.993980436721515
2026-03-04,41.47654583307252
2026-03-05,40.970734298522856
2026-03-06,35.912618953026204
2026-03-07,29.33706900388056
2026-03-08,28.325445934781232
2026-03-09,42.48816890217185
2026-03-10,47.04047271311883
2026-03-11,41.982357367622186
2026-03-12,39.45329969487386
2026-03-13,33.889372814827546
2026-03-14,26.80801133113224
2026-03-15,26.302199796582574
2026-03-16,40.970734298522856
2026-03-17,42.993980436721515
2026-03-18,42.48816890217185
2026-03-19,37.93586509122487
2026-03-20,34.900995883926875
2026-03-21,27.819634400231568
2026-03-22,29.84288053843023
2026-03-23,44.005603505820844
2026-03-24,48.05209578221816
2026-03-25,44.005603505820844
2026-03-26,40.970734298522856
2026-03-27,35.912618953026204
2026-03-28,26.80801133113224
2026-03-29,28.831257469330897
2026-03-30,42.993980436721515
2026-03-31,50.58115345496649
2026-04-01,40.46492276397319
2026-04-02,37.4300535566752
2026-04-03,31.866126676628888
2026-04-04,25.79638826203291
2026-04-05,24.278953658383912
2026-04-06,41.47654583307252
2026-04-07,45.01722657492017
2026-04-08,41.47654583307252
2026-04-09,39.45329969487386
2026-04-10,34.39518434937721
2026-04-11,27.313822865681903
2026-04-12,26.302199796582574
2026-04-13,40.970734298522856
2026-04-14,39.95911122942353
2026-04-15,39.45329969487386
2026-04-16,39.95911122942353
2026-04-17,32.37193821117855
2026-04-18,28.325445934781232
2026-04-19,28.325445934781232
2026-04-20,40.46492276397319
2026-04-21,41.982357367622186
2026-04-22,41.47654583307252
2026-04-23,41.982357367622186
2026-04-24,32.37193821117855
2026-04-25,28.325445934781232
2026-04-26,28.325445934781232
2026-04-27,43.49979197127118
2026-04-28,40.970734298522856
2026-04-29,42.48816890217185
2026-04-30,41.982357367622186
2026-05-01,33.38356128027788
2026-05-02,27.819634400231568
2026-05-03,26.302199796582574
2026-05-04,38.441676625774534
2026-05-05,45.52303810946984
2026-05-06,42.48816890217185
2026-05-07,39.95911122942353
2026-05-08,32.37193821117855
2026-05-09,24.78476519293358
2026-05-10,21.74989598563559
2026-05-11,40.970734298522856
2026-05-12,44.51141504037051
2026-05-13,42.48816890217185
2026-05-14,39.95911122942353
2026-05-15,33.889372814827546
2026-05-16,29.33706900388056
2026-05-17,26.80801133113224
2026-05-18,39.95911122942353
2026-05-19,40.970734298522856
2026-05-20,40.46492276397319
2026-05-21,38.441676625774534
2026-05-22,33.889372814827546
2026-05-23,27.313822865681903
2026-05-24,27.313822865681903
2026-05-25,29.84288053843023
2026-05-26,43.49979197127118
2026-05-27,42.48816890217185
2026-05-28,41.47654583307252
2026-05-29,38.441676625774534
2026-05-30,30.348692072979894
2026-05-31,28.831257469330897
