Time,credit one
2023-04-26,76
2023-04-27,69
2023-04-28,79
2023-04-29,71
2023-04-30,64
2023-05-01,86
2023-05-02,74
2023-05-03,83
2023-05-04,82
2023-05-05,78
2023-05-06,70
2023-05-07,61
2023-05-08,79
2023-05-09,71
2023-05-10,71
2023-05-11,75
2023-05-12,82
2023-05-13,72
2023-05-14,57
2023-05-15,80
2023-05-16,77
2023-05-17,84
2023-05-18,76
2023-05-19,80
2023-05-20,71
2023-05-21,60
2023-05-22,73
2023-05-23,72
2023-05-24,76
2023-05-25,77
2023-05-26,78
2023-05-27,70
2023-05-28,57
2023-05-29,58
2023-05-30,72
2023-05-31,75
2023-06-01,83
2023-06-02,86
2023-06-03,73
2023-06-04,66
2023-06-05,72
2023-06-06,79
2023-06-07,79
2023-06-08,80
2023-06-09,81
2023-06-10,72
2023-06-11,72
2023-06-12,73
2023-06-13,80
2023-06-14,72
2023-06-15,83
2023-06-16,83
2023-06-17,66
2023-06-18,59
2023-06-19,71
2023-06-20,78
2023-06-21,78
2023-06-22,74
2023-06-23,79
2023-06-24,68
2023-06-25,61
2023-06-26,74
2023-06-27,76
2023-06-28,74
2023-06-29,100
2023-06-30,83
2023-07-01,74
2023-07-02,65
2023-07-03,82
2023-07-04,64
2023-07-05,80
2023-07-06,85
2023-07-07,85
2023-07-08,74
2023-07-09,64
2023-07-10,80
2023-07-11,84
2023-07-12,86
2023-07-13,78
2023-07-14,83
2023-07-15,76
2023-07-16,69
2023-07-17,79
2023-07-18,82
2023-07-19,76
2023-07-20,79
2023-07-21,79
2023-07-22,66
2023-07-23,60
2023-07-24,78
2023-07-25,77
2023-07-26,73
2023-07-27,76
2023-07-28,83
2023-07-29,71
2023-07-30,61
2023-07-31,74
2023-08-01,83
2023-08-02,72
2023-08-03,85
2023-08-04,82
2023-08-05,72
2023-08-06,63
2023-08-07,72
2023-08-08,75
2023-08-09,78
2023-08-10,81
2023-08-11,84
2023-08-12,68
2023-08-13,65
2023-08-14,76
2023-08-15,84
2023-08-16,80
2023-08-17,80
2023-08-18,79
2023-08-19,71
2023-08-20,61
2023-08-21,80
2023-08-22,78
2023-08-23,84
2023-08-24,72
2023-08-25,74
2023-08-26,67
2023-08-27,59
2023-08-28,72
2023-08-29,70
2023-08-30,73
2023-08-31,72
2023-09-01,89
2023-09-02,81
2023-09-03,62
2023-09-04,65
2023-09-05,78
2023-09-06,78
2023-09-07,78
2023-09-08,82
2023-09-09,71
2023-09-10,61
2023-09-11,71
2023-09-12,71
2023-09-13,71
2023-09-14,79
2023-09-15,83
2023-09-16,70
2023-09-17,61
2023-09-18,77
2023-09-19,74
2023-09-20,72
2023-09-21,75
2023-09-22,77
2023-09-23,65
2023-09-24,58
2023-09-25,70
2023-09-26,74
2023-09-27,68
2023-09-28,76
2023-09-29,79
2023-09-30,67
2023-10-01,65
2023-10-02,80
2023-10-03,76
2023-10-04,73
2023-10-05,75
2023-10-06,80
2023-10-07,69
2023-10-08,58
2023-10-09,71
2023-10-10,77
2023-10-11,75
2023-10-12,77
2023-10-13,78
2023-10-14,68
2023-10-15,63
2023-10-16,73
2023-10-17,74
2023-10-18,73
2023-10-19,73
2023-10-20,71
2023-10-21,66
2023-10-22,58
2023-10-23,72
2023-10-24,67
2023-10-25,67
2023-10-26,72
2023-10-27,72
2023-10-28,62
2023-10-29,52
2023-10-30,67
2023-10-31,66
2023-11-01,77
2023-11-02,73
2023-11-03,79
2023-11-04,66
2023-11-05,60
2023-11-06,70
2023-11-07,73
2023-11-08,74
2023-11-09,78
2023-11-10,79
2023-11-11,68
2023-11-12,57
2023-11-13,75
2023-11-14,69
2023-11-15,76
2023-11-16,75
2023-11-17,74
2023-11-18,70
2023-11-19,58
2023-11-20,69
2023-11-21,77
2023-11-22,76
2023-11-23,48
2023-11-24,66
2023-11-25,61
2023-11-26,59
2023-11-27,74
2023-11-28,70
2023-11-29,70
2023-11-30,75
2023-12-01,85
2023-12-02,84
2023-12-03,65
2023-12-04,77
2023-12-05,79
2023-12-06,81
2023-12-07,74
2023-12-08,74
2023-12-09,78
2023-12-10,65
2023-12-11,74
2023-12-12,75
2023-12-13,73
2023-12-14,74
2023-12-15,80
2023-12-16,65
2023-12-17,56
2023-12-18,68
2023-12-19,73
2023-12-20,71
2023-12-21,70
2023-12-22,73
2023-12-23,64
2023-12-24,46
2023-12-25,33
2023-12-26,68
2023-12-27,74
2023-12-28,76
2023-12-29,79
2023-12-30,63
2023-12-31,51
2024-01-01,57
2024-01-02,70
2024-01-03,82
2024-01-04,78
2024-01-05,78
2024-01-06,66
2024-01-07,58
2024-01-08,67
2024-01-09,69
2024-01-10,77
2024-01-11,70
2024-01-12,72
2024-01-13,66
2024-01-14,55
2024-01-15,62
2024-01-16,64
2024-01-17,74
2024-01-18,68
2024-01-19,72
2024-01-20,67
