Time,mcdonald's
2024-09-23,71.45489373346712
2024-09-24,74.85750772077508
2024-09-25,68.05227974615916
2024-09-26,78.26012170808303
2024-09-27,81.66273569539099
2024-09-28,98.67580563193079
2024-09-29,95.27319164462283
2024-09-30,64.6496657588512
2024-10-01,61.24705177154325
2024-10-02,68.05227974615916
2024-10-03,74.85750772077508
2024-10-04,78.26012170808303
2024-10-05,102.07841961923874
2024-10-06,102.07841961923874
2024-10-07,71.45489373346712
2024-10-08,68.05227974615916
2024-10-09,78.26012170808303
2024-10-10,95.27319164462283
2024-10-11,95.27319164462283
2024-10-12,108.88364759385466
2024-10-13,108.88364759385466
2024-10-14,78.26012170808303
2024-10-15,78.26012170808303
2024-10-16,78.26012170808303
2024-10-17,78.26012170808303
2024-10-18,88.46796367000691
2024-10-19,108.88364759385466
2024-10-20,122.4941035430865
2024-10-21,112.28626158116262
2024-10-22,105.4810336065467
2024-10-23,159.92285740347404
2024-10-24,112.28626158116262
2024-10-25,98.67580563193079
2024-10-26,112.28626158116262
2024-10-27,108.88364759385466
2024-10-28,74.85750772077508
2024-10-29,68.05227974615916
2024-10-30,64.6496657588512
2024-10-31,64.6496657588512
2024-11-01,78.26012170808303
2024-11-02,91.87057765731487
2024-11-03,95.27319164462283
2024-11-04,64.6496657588512
2024-11-05,68.05227974615916
2024-11-06,51.03920980961937
2024-11-07,64.6496657588512
2024-11-08,68.05227974615916
2024-11-09,88.46796367000691
2024-11-10,91.87057765731487
2024-11-11,74.85750772077508
2024-11-12,64.6496657588512
2024-11-13,64.6496657588512
2024-11-14,68.05227974615916
2024-11-15,68.05227974615916
2024-11-16,81.66273569539099
2024-11-17,85.06534968269895
2024-11-18,64.6496657588512
2024-11-19,64.6496657588512
2024-11-20,71.45489373346712
2024-11-21,64.6496657588512
2024-11-22,68.05227974615916
2024-11-23,85.06534968269895
2024-11-24,85.06534968269895
2024-11-25,68.05227974615916
2024-11-26,68.05227974615916
2024-11-27,74.85750772077508
2024-11-28,183.74115531462974
2024-11-29,105.4810336065467
2024-11-30,78.26012170808303
2024-12-01,78.26012170808303
2024-12-02,57.84443778423529
2024-12-03,61.24705177154325
2024-12-04,71.45489373346712
2024-12-05,71.45489373346712
2024-12-06,81.66273569539099
2024-12-07,91.87057765731487
2024-12-08,88.46796367000691
2024-12-09,68.05227974615916
2024-12-10,85.06534968269895
2024-12-11,78.26012170808303
2024-12-12,74.85750772077508
2024-12-13,68.05227974615916
2024-12-14,81.66273569539099
2024-12-15,88.46796367000691
2024-12-16,61.24705177154325
2024-12-17,61.24705177154325
2024-12-18,61.24705177154325
2024-12-19,61.24705177154325
2024-12-20,74.85750772077508
2024-12-21,88.46796367000691
2024-12-22,88.46796367000691
2024-12-23,74.85750772077508
2024-12-24,112.28626158116262
2024-12-25,340.2613987307958
2024-12-26,149.71501544155015
2024-12-27,78.26012170808303
2024-12-28,81.66273569539099
2024-12-29,81.66273569539099
2024-12-30,74.85750772077508
2024-12-31,78.26012170808303
2025-01-01,149.71501544155015
2025-01-02,74.85750772077508
2025-01-03,68.05227974615916
2025-01-04,78.26012170808303
2025-01-05,74.85750772077508
2025-01-06,68.05227974615916
2025-01-07,64.6496657588512
2025-01-08,61.24705177154325
2025-01-09,61.24705177154325
2025-01-10,64.6496657588512
2025-01-11,71.45489373346712
2025-01-12,74.85750772077508
2025-01-13,57.84443778423529
2025-01-14,54.44182379692733
2025-01-15,57.84443778423529
2025-01-16,57.84443778423529
2025-01-17,64.6496657588512
2025-01-18,74.85750772077508
2025-01-19,71.45489373346712
2025-01-20,68.05227974615916
2025-01-21,64.6496657588512
2025-01-22,68.05227974615916
2025-01-23,64.6496657588512
2025-01-24,64.6496657588512
2025-01-25,81.66273569539099
2025-01-26,78.26012170808303
2025-01-27,57.84443778423529
2025-01-28,61.24705177154325
2025-01-29,61.24705177154325
2025-01-30,57.84443778423529
2025-01-31,61.24705177154325
2025-02-01,74.85750772077508
2025-02-02,78.26012170808303
2025-02-03,54.44182379692733
2025-02-04,57.84443778423529
2025-02-05,61.24705177154325
2025-02-06,61.24705177154325
2025-02-07,64.6496657588512
2025-02-08,78.26012170808303
2025-02-09,74.85750772077508
2025-02-10,54.44182379692733
2025-02-11,54.44182379692733
2025-02-12,61.24705177154325
2025-02-13,61.24705177154325
2025-02-14,71.45489373346712
2025-02-15,78.26012170808303
2025-02-16,81.66273569539099
2025-02-17,71.45489373346712
2025-02-18,61.24705177154325
2025-02-19,61.24705177154325
2025-02-20,57.84443778423529
2025-02-21,64.6496657588512
2025-02-22,81.66273569539099
2025-02-23,85.06534968269895
2025-02-24,57.84443778423529
2025-02-25,57.84443778423529
2025-02-26,61.24705177154325
2025-02-27,61.24705177154325
2025-02-28,68.05227974615916
2025-03-01,88.46796367000691
2025-03-02,88.46796367000691
2025-03-03,57.84443778423529
2025-03-04,61.24705177154325
2025-03-05,61.24705177154325
2025-03-06,61.24705177154325
2025-03-07,68.05227974615916
2025-03-08,88.46796367000691
2025-03-09,78.26012170808303
2025-03-10,61.24705177154325
2025-03-11,57.84443778423529
2025-03-12,61.24705177154325
2025-03-13,61.24705177154325
2025-03-14,68.05227974615916
2025-03-15,81.66273569539099
2025-03-16,88.46796367000691
2025-03-17,61.24705177154325
2025-03-18,61.24705177154325
2025-03-19,61.24705177154325
2025-03-20,61.24705177154325
2025-03-21,68.05227974615916
2025-03-22,85.06534968269895
2025-03-23,85.06534968269895
2025-03-24,61.24705177154325
2025-03-25,57.84443778423529
2025-03-26,64.6496657588512
2025-03-27,64.6496657588512
2025-03-28,68.05227974615916
2025-03-29,91.87057765731487
2025-03-30,88.46796367000691
2025-03-31,64.6496657588512
2025-04-01,71.45489373346712
2025-04-02,85.06534968269895
2025-04-03,78.26012170808303
2025-04-04,78.26012170808303
2025-04-05,105.4810336065467
2025-04-06,102.07841961923874
2025-04-07,68.05227974615916
2025-04-08,68.05227974615916
2025-04-09,64.6496657588512
2025-04-10,71.45489373346712
2025-04-11,78.26012170808303
2025-04-12,91.87057765731487
2025-04-13,91.87057765731487
2025-04-14,61.24705177154325
2025-04-15,64.6496657588512
2025-04-16,68.05227974615916
2025-04-17,66.35097275250519
2025-04-18,76.55881471442905
2025-04-19,88.46796367000691
2025-04-20,112.28626158116262
2025-04-21,64.6496657588512
2025-04-22,57.84443778423529
2025-04-23,64.6496657588512
2025-04-24,71.45489373346712
2025-04-25,76.55881471442905
2025-04-26,91.87057765731487
2025-04-27,93.57188465096885
2025-04-28,71.45489373346712
2025-04-29,68.05227974615916
2025-04-30,64.6496657588512
2025-05-01,71.45489373346712
2025-05-02,69.75358673981313
2025-05-03,91.87057765731487
2025-05-04,93.57188465096885
2025-05-05,61.24705177154325
2025-05-06,61.24705177154325
2025-05-07,61.24705177154325
2025-05-08,64.6496657588512
2025-05-09,68.05227974615916
2025-05-10,85.06534968269895
2025-05-11,85.06534968269895
2025-05-12,61.24705177154325
2025-05-13,62.94835876519723
2025-05-14,68.05227974615916
2025-05-15,64.6496657588512
2025-05-16,71.45489373346712
2025-05-17,88.46796367000691
2025-05-18,91.87057765731487
2025-05-19,61.24705177154325
2025-05-20,61.24705177154325
2025-05-21,64.6496657588512
2025-05-22,68.05227974615916
2025-05-23,71.45489373346712
2025-05-24,85.06534968269895
2025-05-25,91.87057765731487
2025-05-26,91.87057765731487
2025-05-27,68.05227974615916
2025-05-28,68.05227974615916
2025-05-29,71.45489373346712
2025-05-30,74.85750772077508
2025-05-31,85.06534968269895
2025-06-01,91.87057765731487
2025-06-02,71.45489373346712
2025-06-03,71.45489373346712
2025-06-04,71.45489373346712
2025-06-05,71.45489373346712
2025-06-06,74.85750772077508
2025-06-07,85.06534968269895
2025-06-08,88.46796367000691
2025-06-09,68.05227974615916
2025-06-10,71.45489373346712
2025-06-11,74.85750772077508
2025-06-12,78.26012170808303
2025-06-13,74.85750772077508
2025-06-14,85.06534968269895
2025-06-15,85.06534968269895
2025-06-16,64.6496657588512
2025-06-17,68.05227974615916
2025-06-18,71.45489373346712
2025-06-19,71.45489373346712
2025-06-20,74.85750772077508
2025-06-21,88.46796367000691
2025-06-22,85.06534968269895
2025-06-23,68.05227974615916
2025-06-24,68.05227974615916
2025-06-25,71.45489373346712
2025-06-26,74.85750772077508
2025-06-27,81.66273569539099
2025-06-28,88.46796367000691
2025-06-29,88.46796367000691
2025-06-30,71.45489373346712
2025-07-01,74.85750772077508
2025-07-02,78.26012170808303
2025-07-03,81.66273569539099
2025-07-04,108.88364759385466
2025-07-05,108.88364759385466
2025-07-06,95.27319164462283
2025-07-07,88.46796367000691
2025-07-08,115.68887556847058
2025-07-09,98.67580563193079
2025-07-10,115.68887556847058
2025-07-11,115.68887556847058
2025-07-12,105.4810336065467
2025-07-13,105.4810336065467
2025-07-14,81.66273569539099
2025-07-15,78.26012170808303
2025-07-16,81.66273569539099
2025-07-17,91.87057765731487
2025-07-18,88.46796367000691
2025-07-19,112.28626158116262
2025-07-20,115.68887556847058
2025-07-21,88.46796367000691
2025-07-22,81.66273569539099
2025-07-23,81.66273569539099
2025-07-24,85.06534968269895
2025-07-25,85.06534968269895
2025-07-26,102.07841961923874
2025-07-27,105.4810336065467
2025-07-28,81.66273569539099
2025-07-29,88.46796367000691
2025-07-30,98.67580563193079
2025-07-31,102.07841961923874
2025-08-01,95.27319164462283
2025-08-02,95.27319164462283
2025-08-03,91.87057765731487
2025-08-04,71.45489373346712
2025-08-05,78.26012170808303
2025-08-06,85.06534968269895
2025-08-07,78.26012170808303
2025-08-08,88.46796367000691
2025-08-09,98.67580563193079
2025-08-10,102.07841961923874
2025-08-11,74.85750772077508
2025-08-12,85.06534968269895
2025-08-13,88.46796367000691
2025-08-14,85.06534968269895
2025-08-15,85.06534968269895
2025-08-16,102.07841961923874
2025-08-17,98.67580563193079
2025-08-18,71.45489373346712
2025-08-19,68.05227974615916
2025-08-20,74.85750772077508
2025-08-21,71.45489373346712
2025-08-22,74.85750772077508
2025-08-23,91.87057765731487
2025-08-24,95.27319164462283
2025-08-25,68.05227974615916
2025-08-26,64.6496657588512
2025-08-27,68.05227974615916
2025-08-28,68.05227974615916
2025-08-29,74.85750772077508
2025-08-30,91.87057765731487
2025-08-31,91.87057765731487
2025-09-01,91.87057765731487
2025-09-02,68.05227974615916
2025-09-03,71.45489373346712
2025-09-04,71.45489373346712
2025-09-05,74.85750772077508
2025-09-06,95.27319164462283
2025-09-07,88.46796367000691
2025-09-08,68.05227974615916
2025-09-09,71.45489373346712
2025-09-10,68.05227974615916
2025-09-11,68.05227974615916
2025-09-12,71.45489373346712
2025-09-13,91.87057765731487
2025-09-14,85.06534968269895
2025-09-15,64.6496657588512
2025-09-16,61.24705177154325
2025-09-17,64.6496657588512
2025-09-18,81.66273569539099
2025-09-19,71.45489373346712
2025-09-20,91.87057765731487
2025-09-21,88.46796367000691
2025-09-22,61.24705177154325
2025-09-23,68.05227974615916
2025-09-24,64.6496657588512
2025-09-25,61.24705177154325
2025-09-26,71.45489373346712
2025-09-27,88.46796367000691
2025-09-28,95.27319164462283
2025-09-29,68.05227974615916
2025-09-30,68.05227974615916
2025-10-01,74.85750772077508
2025-10-02,68.05227974615916
2025-10-03,81.66273569539099
2025-10-04,91.87057765731487
2025-10-05,91.87057765731487
2025-10-06,71.45489373346712
2025-10-07,71.45489373346712
2025-10-08,85.06534968269895
2025-10-09,81.66273569539099
2025-10-10,102.07841961923874
2025-10-11,108.88364759385466
2025-10-12,108.88364759385466
2025-10-13,85.06534968269895
2025-10-14,74.85750772077508
2025-10-15,112.28626158116262
2025-10-16,78.26012170808303
2025-10-17,85.06534968269895
2025-10-18,105.4810336065467
2025-10-19,102.07841961923874
2025-10-20,85.06534968269895
2025-10-21,81.66273569539099
2025-10-22,85.06534968269895
2025-10-23,85.06534968269895
2025-10-24,85.06534968269895
2025-10-25,102.07841961923874
2025-10-26,102.07841961923874
2025-10-27,71.45489373346712
2025-10-28,71.45489373346712
2025-10-29,74.85750772077508
2025-10-30,74.85750772077508
2025-10-31,78.26012170808303
2025-11-01,115.68887556847058
2025-11-02,98.67580563193079
2025-11-03,71.45489373346712
2025-11-04,68.05227974615916
2025-11-05,68.05227974615916
2025-11-06,68.05227974615916
2025-11-07,74.85750772077508
2025-11-08,91.87057765731487
2025-11-09,88.46796367000691
2025-11-10,64.6496657588512
2025-11-11,78.26012170808303
2025-11-12,71.45489373346712
2025-11-13,71.45489373346712
2025-11-14,71.45489373346712
2025-11-15,91.87057765731487
2025-11-16,88.46796367000691
2025-11-17,61.24705177154325
2025-11-18,68.05227974615916
2025-11-19,74.85750772077508
2025-11-20,81.66273569539099
2025-11-21,81.66273569539099
2025-11-22,95.27319164462283
2025-11-23,95.27319164462283
2025-11-24,74.85750772077508
2025-11-25,71.45489373346712
2025-11-26,88.46796367000691
2025-11-27,187.1437693019377
2025-11-28,108.88364759385466
2025-11-29,78.26012170808303
2025-11-30,85.06534968269895
2025-12-01,68.05227974615916
2025-12-02,102.07841961923874
2025-12-03,125.89671753039445
2025-12-04,122.4941035430865
2025-12-05,119.09148955577854
2025-12-06,139.5071734796263
2025-12-07,129.2993315177024
2025-12-08,85.06534968269895
2025-12-09,78.26012170808303
2025-12-10,81.66273569539099
2025-12-11,78.26012170808303
2025-12-12,88.46796367000691
2025-12-13,105.4810336065467
2025-12-14,95.27319164462283
2025-12-15,71.45489373346712
2025-12-16,71.45489373346712
2025-12-17,74.85750772077508
2025-12-18,71.45489373346712
2025-12-19,74.85750772077508
2025-12-20,91.87057765731487
2025-12-21,88.46796367000691
2025-12-22,78.26012170808303
2025-12-23,78.26012170808303
2025-12-24,115.68887556847058
2025-12-25,340.2613987307958
2025-12-26,163.32547139078198
2025-12-27,88.46796367000691
2025-12-28,85.06534968269895
2025-12-29,81.66273569539099
2025-12-30,78.26012170808303
2025-12-31,95.27319164462283
2026-01-01,149.71501544155015
2026-01-02,85.06534968269895
2026-01-03,78.26012170808303
2026-01-04,81.66273569539099
2026-01-05,61.24705177154325
2026-01-06,61.24705177154325
2026-01-07,64.6496657588512
2026-01-08,68.05227974615916
2026-01-09,68.05227974615916
2026-01-10,81.66273569539099
2026-01-11,81.66273569539099
2026-01-12,64.6496657588512
2026-01-13,64.6496657588512
2026-01-14,61.24705177154325
2026-01-15,61.24705177154325
2026-01-16,64.6496657588512
2026-01-17,81.66273569539099
2026-01-18,81.66273569539099
2026-01-19,71.45489373346712
2026-01-20,57.84443778423529
2026-01-21,61.24705177154325
2026-01-22,57.84443778423529
2026-01-23,61.24705177154325
2026-01-24,74.85750772077508
2026-01-25,88.46796367000691
2026-01-26,74.85750772077508
2026-01-27,68.05227974615916
2026-01-28,64.6496657588512
2026-01-29,68.05227974615916
2026-01-30,71.45489373346712
2026-01-31,85.06534968269895
2026-02-01,85.06534968269895
2026-02-02,61.24705177154325
2026-02-03,61.24705177154325
2026-02-04,64.6496657588512
2026-02-05,68.05227974615916
2026-02-06,64.6496657588512
2026-02-07,81.66273569539099
2026-02-08,74.85750772077508
2026-02-09,51.03920980961937
2026-02-10,68.05227974615916
2026-02-11,68.05227974615916
2026-02-12,61.24705177154325
2026-02-13,71.45489373346712
2026-02-14,81.66273569539099
2026-02-15,78.26012170808303
2026-02-16,68.05227974615916
2026-02-17,61.24705177154325
2026-02-18,71.45489373346712
2026-02-19,64.6496657588512
2026-02-20,68.05227974615916
2026-02-21,81.66273569539099
2026-02-22,74.85750772077508
2026-02-23,57.84443778423529
2026-02-24,57.84443778423529
2026-02-25,61.24705177154325
2026-02-26,64.6496657588512
2026-02-27,78.26012170808303
2026-02-28,91.87057765731487
2026-03-01,85.06534968269895
2026-03-02,71.45489373346712
2026-03-03,78.26012170808303
2026-03-04,85.06534968269895
2026-03-05,78.26012170808303
2026-03-06,78.26012170808303
2026-03-07,91.87057765731487
2026-03-08,91.87057765731487
2026-03-09,68.05227974615916
2026-03-10,64.6496657588512
2026-03-11,68.05227974615916
2026-03-12,64.6496657588512
2026-03-13,74.85750772077508
2026-03-14,85.06534968269895
2026-03-15,78.26012170808303
2026-03-16,64.6496657588512
2026-03-17,64.6496657588512
2026-03-18,68.05227974615916
2026-03-19,64.6496657588512
2026-03-20,71.45489373346712
2026-03-21,81.66273569539099
2026-03-22,81.66273569539099
2026-03-23,61.24705177154325
2026-03-24,61.24705177154325
2026-03-25,71.45489373346712
2026-03-26,68.05227974615916
2026-03-27,71.45489373346712
2026-03-28,85.06534968269895
2026-03-29,85.06534968269895
2026-03-30,64.6496657588512
2026-03-31,91.87057765731487
2026-04-01,91.87057765731487
2026-04-02,81.66273569539099
2026-04-03,88.46796367000691
2026-04-04,98.67580563193079
2026-04-05,102.07841961923874
2026-04-06,74.85750772077508
2026-04-07,61.24705177154325
2026-04-08,71.45489373346712
2026-04-09,64.6496657588512
2026-04-10,68.05227974615916
2026-04-11,85.06534968269895
2026-04-12,88.46796367000691
2026-04-13,61.24705177154325
2026-04-14,64.6496657588512
2026-04-15,68.05227974615916
2026-04-16,61.24705177154325
2026-04-17,74.85750772077508
2026-04-18,91.87057765731487
2026-04-19,85.06534968269895
2026-04-20,61.24705177154325
2026-04-21,61.24705177154325
2026-04-22,61.24705177154325
2026-04-23,61.24705177154325
2026-04-24,64.6496657588512
2026-04-25,78.26012170808303
2026-04-26,95.27319164462283
2026-04-27,64.6496657588512
2026-04-28,64.6496657588512
2026-04-29,71.45489373346712
2026-04-30,74.85750772077508
2026-05-01,78.26012170808303
2026-05-02,95.27319164462283
2026-05-03,108.88364759385466
2026-05-04,78.26012170808303
2026-05-05,71.45489373346712
2026-05-06,68.05227974615916
2026-05-07,68.05227974615916
2026-05-08,68.05227974615916
2026-05-09,85.06534968269895
2026-05-10,81.66273569539099
2026-05-11,61.24705177154325
2026-05-12,64.6496657588512
2026-05-13,64.6496657588512
2026-05-14,64.6496657588512
2026-05-15,68.05227974615916
2026-05-16,88.46796367000691
2026-05-17,85.06534968269895
2026-05-18,61.24705177154325
2026-05-19,61.24705177154325
2026-05-20,68.05227974615916
2026-05-21,71.45489373346712
2026-05-22,78.26012170808303
2026-05-23,85.06534968269895
2026-05-24,88.46796367000691
2026-05-25,81.66273569539099
2026-05-26,61.24705177154325
2026-05-27,64.6496657588512
2026-05-28,71.45489373346712
2026-05-29,74.85750772077508
2026-05-30,85.06534968269895
2026-05-31,81.66273569539099
