Time,schoology
2022-08-29,100
2022-08-30,96
2022-08-31,88
2022-09-01,88
2022-09-02,55
2022-09-03,13
2022-09-04,13
2022-09-05,25
2022-09-06,95
2022-09-07,85
2022-09-08,84
2022-09-09,82
2022-09-10,18
2022-09-11,21
2022-09-12,96
2022-09-13,83
2022-09-14,87
2022-09-15,86
2022-09-16,75
2022-09-17,18
2022-09-18,19
2022-09-19,83
2022-09-20,86
2022-09-21,77
2022-09-22,82
2022-09-23,71
2022-09-24,15
2022-09-25,16
2022-09-26,56
2022-09-27,70
2022-09-28,73
2022-09-29,70
2022-09-30,68
2022-10-01,16
2022-10-02,16
2022-10-03,67
2022-10-04,68
2022-10-05,47
2022-10-06,70
2022-10-07,64
2022-10-08,14
2022-10-09,16
2022-10-10,56
2022-10-11,68
2022-10-12,57
2022-10-13,66
2022-10-14,59
2022-10-15,14
2022-10-16,16
2022-10-17,64
2022-10-18,68
2022-10-19,67
2022-10-20,63
2022-10-21,55
2022-10-22,13
2022-10-23,15
2022-10-24,64
2022-10-25,68
2022-10-26,64
2022-10-27,66
2022-10-28,60
2022-10-29,13
2022-10-30,14
2022-10-31,57
2022-11-01,57
2022-11-02,64
2022-11-03,65
2022-11-04,61
2022-11-05,14
2022-11-06,14
2022-11-07,58
2022-11-08,55
2022-11-09,63
2022-11-10,61
2022-11-11,34
2022-11-12,11
2022-11-13,14
2022-11-14,65
2022-11-15,62
2022-11-16,62
2022-11-17,59
2022-11-18,58
2022-11-19,13
2022-11-20,10
2022-11-21,30
2022-11-22,30
2022-11-23,13
2022-11-24,7
2022-11-25,7
2022-11-26,8
2022-11-27,12
2022-11-28,56
2022-11-29,61
2022-11-30,57
2022-12-01,61
2022-12-02,59
2022-12-03,14
2022-12-04,15
2022-12-05,57
2022-12-06,58
2022-12-07,57
2022-12-08,56
2022-12-09,58
2022-12-10,16
2022-12-11,15
2022-12-12,69
2022-12-13,67
2022-12-14,62
2022-12-15,50
2022-12-16,43
2022-12-17,11
2022-12-18,9
2022-12-19,30
2022-12-20,27
2022-12-21,20
2022-12-22,15
2022-12-23,8
2022-12-24,5
2022-12-25,5
2022-12-26,5
2022-12-27,5
2022-12-28,5
2022-12-29,6
2022-12-30,5
2022-12-31,5
2023-01-01,6
2023-01-02,12
2023-01-03,29
2023-01-04,38
2023-01-05,39
2023-01-06,42
2023-01-07,10
2023-01-08,14
2023-01-09,70
2023-01-10,67
2023-01-11,62
2023-01-12,63
2023-01-13,58
2023-01-14,12
2023-01-15,9
2023-01-16,15
2023-01-17,62
2023-01-18,61
2023-01-19,59
2023-01-20,58
2023-01-21,13
2023-01-22,12
2023-01-23,59
2023-01-24,59
2023-01-25,56
2023-01-26,57
2023-01-27,56
2023-01-28,12
2023-01-29,11
2023-01-30,57
2023-01-31,56
2023-02-01,57
2023-02-02,56
2023-02-03,53
2023-02-04,12
2023-02-05,12
2023-02-06,56
2023-02-07,58
2023-02-08,58
2023-02-09,55
2023-02-10,54
2023-02-11,13
2023-02-12,12
2023-02-13,53
2023-02-14,52
2023-02-15,54
2023-02-16,60
2023-02-17,48
2023-02-18,11
2023-02-19,8
2023-02-20,16
2023-02-21,54
2023-02-22,53
2023-02-23,51
2023-02-24,49
2023-02-25,11
2023-02-26,12
2023-02-27,58
2023-02-28,52
2023-03-01,52
2023-03-02,54
2023-03-03,48
2023-03-04,12
2023-03-05,11
2023-03-06,52
2023-03-07,51
2023-03-08,52
2023-03-09,53
2023-03-10,49
2023-03-11,12
2023-03-12,10
2023-03-13,44
2023-03-14,43
2023-03-15,51
2023-03-16,46
2023-03-17,42
2023-03-18,12
2023-03-19,12
2023-03-20,54
2023-03-21,42
2023-03-22,39
2023-03-23,42
2023-03-24,46
2023-03-25,11
2023-03-26,10
2023-03-27,51
2023-03-28,47
2023-03-29,48
2023-03-30,45
2023-03-31,31
2023-04-01,10
2023-04-02,9
2023-04-03,34
2023-04-04,37
2023-04-05,31
2023-04-06,34
2023-04-07,12
2023-04-08,7
2023-04-09,7
2023-04-10,43
2023-04-11,47
2023-04-12,45
2023-04-13,47
2023-04-14,46
2023-04-15,10
2023-04-16,10
2023-04-17,50
2023-04-18,48
2023-04-19,49
2023-04-20,44
2023-04-21,49
2023-04-22,10
2023-04-23,10
2023-04-24,38
2023-04-25,46
2023-04-26,49
2023-04-27,47
2023-04-28,44
2023-04-29,11
2023-04-30,12
2023-05-01,48
2023-05-02,48
2023-05-03,44
2023-05-04,47
2023-05-05,43
2023-05-06,10
2023-05-07,10
2023-05-08,48
2023-05-09,45
2023-05-10,46
2023-05-11,43
2023-05-12,45
2023-05-13,11
2023-05-14,10
2023-05-15,50
2023-05-16,47
2023-05-17,45
2023-05-18,46
2023-05-19,50
2023-05-20,12
2023-05-21,11
2023-05-22,45
2023-05-23,45
2023-05-24,45
2023-05-25,46
