Time,tariffs
2022-05-24,59.0
2022-05-25,37.0
2022-05-26,38.0
2022-05-27,33.0
2022-05-28,15.0
2022-05-29,15.0
2022-05-30,16.0
2022-05-31,45.0
2022-06-01,38.0
2022-06-02,32.0
2022-06-03,30.0
2022-06-04,17.0
2022-06-05,22.0
2022-06-06,66.0
2022-06-07,46.0
2022-06-08,53.0
2022-06-09,40.0
2022-06-10,25.0
2022-06-11,15.0
2022-06-12,18.0
2022-06-13,34.0
2022-06-14,34.0
2022-06-15,37.0
2022-06-16,35.0
2022-06-17,28.0
2022-06-18,20.0
2022-06-19,21.0
2022-06-20,28.0
2022-06-21,33.0
2022-06-22,30.0
2022-06-23,28.0
2022-06-24,23.0
2022-06-25,11.0
2022-06-26,21.0
2022-06-27,24.0
2022-06-28,28.0
2022-06-29,30.0
2022-06-30,21.0
2022-07-01,19.0
2022-07-02,18.0
2022-07-03,11.0
2022-07-04,24.0
2022-07-05,53.0
2022-07-06,39.0
2022-07-07,33.0
2022-07-08,28.0
2022-07-09,16.0
2022-07-10,15.0
2022-07-11,34.0
2022-07-12,30.0
2022-07-13,37.0
2022-07-14,27.0
2022-07-15,23.0
2022-07-16,9.0
2022-07-17,15.0
2022-07-18,23.0
2022-07-19,18.0
2022-07-20,23.0
2022-07-21,26.0
2022-07-22,24.0
2022-07-23,13.0
2022-07-24,18.0
2022-07-25,27.0
2022-07-26,24.0
2022-07-27,26.0
2022-07-28,28.0
2022-07-29,22.0
2022-07-30,7.0
2022-07-31,16.0
2022-08-01,18.0
2022-08-02,31.0
2022-08-03,15.0
2022-08-04,17.0
2022-08-05,22.0
2022-08-06,14.0
2022-08-07,13.0
2022-08-08,17.0
2022-08-09,21.0
2022-08-10,19.0
2022-08-11,16.0
2022-08-12,21.0
2022-08-13,9.0
2022-08-14,11.0
2022-08-15,17.0
2022-08-16,15.0
2022-08-17,22.0
2022-08-18,23.0
2022-08-19,21.0
2022-08-20,9.0
2022-08-21,7.0
2022-08-22,25.0
2022-08-23,25.0
2022-08-24,27.0
2022-08-25,29.0
2022-08-26,23.0
2022-08-27,0.0
2022-08-28,13.0
2022-08-29,24.778675904541956
2022-08-30,32.08929946112394
2022-08-31,25.702078521939953
2022-09-01,24.278675904541956
2022-09-02,36.20631254811393
2022-09-03,18.314857582755966
2022-09-04,13.274441878367975
2022-09-05,14.697844495765974
2022-09-06,38.05311778290993
2022-09-07,34.859507313317934
2022-09-08,43.09353348729792
2022-09-09,34.359507313317934
2022-09-10,16.96805234795997
2022-09-11,24.778675904541956
2022-09-12,42.17013086989992
2022-09-13,44.94033872209392
2022-09-14,53.174364896073904
2022-09-15,44.016936104695915
2022-09-16,42.67013086989992
2022-09-17,25.702078521939953
2022-09-18,23.35527328714396
2022-09-19,49.98075442648191
2022-09-20,51.8275596612779
2022-09-21,45.86374133949192
2022-09-22,47.21054657428792
2022-09-23,42.17013086989992
2022-09-24,10.080831408775982
2022-09-25,16.96805234795997
2022-09-26,55.0211701308699
2022-09-27,49.98075442648191
2022-09-28,50.80831408775981
2022-09-29,45.72748267898383
2022-09-30,44.03387220939184
2022-10-01,21.17013086989992
2022-10-02,23.710546574287914
2022-10-03,60.12317167051578
2022-10-04,55.8891454965358
2022-10-05,51.65511932255581
2022-10-06,62.66358737490377
2022-10-07,51.65511932255581
2022-10-08,19.47652040030793
2022-10-09,24.55735180908391
2022-10-10,49.96150885296382
2022-10-11,58.429561200923786
2022-10-12,44.03387220939184
2022-10-13,54.1955350269438
2022-10-14,44.88067744418784
2022-10-15,19.47652040030793
2022-10-16,22.01693610469592
2022-10-17,52.501924557351806
2022-10-18,58.429561200923786
2022-10-19,60.12317167051578
2022-10-20,53.34872979214781
2022-10-21,56.73595073133179
2022-10-22,22.01693610469592
2022-10-23,28.791377983063896
2022-10-24,62.66358737490377
2022-10-25,52.501924557351806
2022-10-26,66.05080831408776
2022-10-27,54.1955350269438
2022-10-28,50.80831408775981
2022-10-29,16.936104695919937
2022-10-30,24.55735180908391
2022-10-31,51.65511932255581
2022-11-01,59.27636643571978
2022-11-02,65.20400307929177
2022-11-03,66.05080831408776
2022-11-04,60.969976905311775
2022-11-05,18.629715165511932
2022-11-06,25.404157043879906
2022-11-07,58.429561200923786
2022-11-08,54.1955350269438
2022-11-09,62.66358737490377
2022-11-10,56.73595073133179
2022-11-11,44.03387220939184
2022-11-12,19.47652040030793
2022-11-13,13.54888375673595
2022-11-14,61.816782140107776
2022-11-15,64.35719784449576
2022-11-16,71.97844495765973
2022-11-17,65.20400307929177
2022-11-18,60.12317167051578
2022-11-19,25.404157043879906
2022-11-20,22.863741339491916
2022-11-21,33.02540415704388
2022-11-22,32.17859892224788
2022-11-23,22.01693610469592
2022-11-24,6.774441878367975
2022-11-25,10.161662817551964
2022-11-26,16.936104695919937
2022-11-27,21.17013086989992
2022-11-28,58.429561200923786
2022-11-29,58.429561200923786
2022-11-30,66.89761354888375
2022-12-01,61.816782140107776
2022-12-02,68.59122401847574
2022-12-03,18.629715165511932
2022-12-04,27.0977675134719
2022-12-05,79.5996920708237
2022-12-06,71.13163972286374
2022-12-07,77.05927636643571
2022-12-08,84.68052347959969
2022-12-09,64.35719784449576
2022-12-10,20.323325635103927
2022-12-11,31.331793687451885
2022-12-12,80.4464973056197
2022-12-13,72.82525019245573
2022-12-14,81.29330254041571
2022-12-15,71.97844495765973
2022-12-16,55.042340261739795
2022-12-17,19.47652040030793
2022-12-18,12.702078521939953
2022-12-19,30.484988452655887
2022-12-20,30.484988452655887
2022-12-21,24.55735180908391
2022-12-22,17.782909930715935
2022-12-23,9.314857582755966
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,11.00846805234796
2022-12-28,9.314857582755966
2022-12-29,5.9276366435719785
2022-12-30,11.855273287143957
2022-12-31,5.9276366435719785
2023-01-01,0.0
2023-01-02,6.774441878367975
2023-01-03,27.0977675134719
2023-01-04,32.17859892224788
2023-01-05,47.42109314857583
2023-01-06,40.646651270207855
2023-01-07,11.00846805234796
2023-01-08,15.242494226327944
2023-01-09,54.1955350269438
2023-01-10,55.8891454965358
2023-01-11,57.58275596612779
2023-01-12,60.969976905311775
2023-01-13,53.34872979214781
2023-01-14,11.00846805234796
2023-01-15,16.936104695919937
2023-01-16,23.710546574287914
2023-01-17,48.26789838337182
2023-01-18,60.12317167051578
2023-01-19,66.05080831408776
2023-01-20,69.43802925327175
2023-01-21,17.782909930715935
2023-01-22,17.782909930715935
2023-01-23,58.429561200923786
2023-01-24,61.816782140107776
2023-01-25,58.429561200923786
2023-01-26,66.05080831408776
2023-01-27,58.429561200923786
2023-01-28,20.323325635103927
2023-01-29,26.250962278675903
2023-01-30,58.429561200923786
2023-01-31,61.816782140107776
2023-02-01,54.1955350269438
2023-02-02,62.66358737490377
2023-02-03,63.510392609699764
2023-02-04,22.01693610469592
2023-02-05,23.710546574287914
2023-02-06,73.67205542725173
2023-02-07,67.74441878367975
2023-02-08,71.13163972286374
2023-02-09,66.05080831408776
2023-02-10,62.66358737490377
2023-02-11,19.47652040030793
2023-02-12,27.0977675134719
2023-02-13,58.429561200923786
2023-02-14,65.20400307929177
2023-02-15,74.51886066204773
2023-02-16,69.43802925327175
2023-02-17,52.501924557351806
2023-02-18,15.242494226327944
2023-02-19,20.323325635103927
2023-02-20,34.719014626635875
2023-02-21,57.58275596612779
2023-02-22,61.816782140107776
2023-02-23,60.969976905311775
2023-02-24,66.89761354888375
2023-02-25,22.01693610469592
2023-02-26,26.250962278675903
2023-02-27,70.28483448806774
2023-02-28,63.510392609699764
2023-03-01,68.59122401847574
2023-03-02,71.13163972286374
2023-03-03,57.58275596612779
2023-03-04,26.250962278675903
2023-03-05,30.484988452655887
2023-03-06,74.51886066204773
2023-03-07,60.969976905311775
2023-03-08,67.74441878367975
2023-03-09,67.74441878367975
2023-03-10,50.80831408775981
2023-03-11,15.242494226327944
2023-03-12,20.323325635103927
2023-03-13,49.11470361816782
2023-03-14,49.96150885296382
2023-03-15,52.501924557351806
2023-03-16,49.11470361816782
2023-03-17,43.187066974595844
2023-03-18,18.629715165511932
2023-03-19,23.710546574287914
2023-03-20,58.429561200923786
2023-03-21,55.8891454965358
2023-03-22,55.8891454965358
2023-03-23,59.27636643571978
2023-03-24,55.8891454965358
2023-03-25,17.782909930715935
2023-03-26,31.331793687451885
2023-03-27,60.969976905311775
2023-03-28,60.12317167051578
2023-03-29,57.58275596612779
2023-03-30,57.58275596612779
2023-03-31,49.11470361816782
2023-04-01,22.863741339491916
2023-04-02,18.629715165511932
2023-04-03,58.429561200923786
2023-04-04,49.96150885296382
2023-04-05,55.8891454965358
2023-04-06,52.501924557351806
2023-04-07,19.47652040030793
2023-04-08,15.242494226327944
2023-04-09,16.936104695919937
2023-04-10,44.88067744418784
2023-04-11,54.1955350269438
2023-04-12,55.8891454965358
2023-04-13,60.969976905311775
2023-04-14,54.1955350269438
2023-04-15,16.08929946112394
2023-04-16,25.404157043879906
2023-04-17,51.65511932255581
2023-04-18,55.8891454965358
2023-04-19,64.35719784449576
2023-04-20,59.27636643571978
2023-04-21,49.11470361816782
2023-04-22,14.395688991531948
2023-04-23,24.55735180908391
2023-04-24,63.510392609699764
2023-04-25,68.59122401847574
2023-04-26,70.05498735290882
2023-04-27,60.05058836467612
2023-04-28,58.756186077202244
2023-04-29,22.19839436929506
2023-04-30,26.976795337072474
2023-05-01,57.88518640712636
2023-05-02,62.66358737490377
2023-05-03,61.79258770482789
2023-05-04,62.66358737490377
2023-05-05,54.401187726822826
2023-05-06,19.585395359067412
2023-05-07,25.234795996920706
2023-05-08,60.921588034752006
2023-05-09,53.95359067414495
2023-05-10,57.43758935444848
2023-05-11,51.78818871659519
2023-05-12,43.07819201583636
2023-05-13,16.101396678763884
2023-05-14,13.488397668536237
2023-05-15,52.65918838667106
2023-05-16,47.43319036621577
2023-05-17,40.46519300560871
2023-05-18,45.691191026064004
2023-05-19,38.72319366545695
2023-05-20,10.875398658308589
2023-05-21,16.972396348839766
2023-05-22,42.207192345760475
2023-05-23,37.42879137798306
2023-05-24,32.20279335752777
2023-05-25,33.07379302760365
2023-05-26,21.484658528538436
2023-05-27,8.951941053557682
2023-05-28,9.84713515891345
2023-05-29,10.742329264269218
2023-05-30,26.855823160673044
2023-05-31,24.17024084460574
2023-06-01,28.64621137138458
2023-06-02,20.58946442318267
2023-06-03,7.161552842846145
2023-06-04,15.218299791048059
2023-06-05,23.275046739249973
2023-06-06,18.79907621247113
2023-06-07,29.541405476740348
2023-06-08,22.379852633894203
2023-06-09,21.484658528538436
2023-06-10,14.32310568569229
2023-06-11,9.84713515891345
2023-06-12,26.855823160673044
2023-06-13,25.065434949961507
2023-06-14,14.32310568569229
2023-06-15,27.751017266028814
2023-06-16,16.113493896403828
2023-06-17,8.056746948201914
2023-06-18,12.532717474980753
2023-06-19,18.79907621247113
2023-06-20,21.484658528538436
2023-06-21,22.379852633894203
2023-06-22,23.275046739249973
2023-06-23,22.379852633894203
2023-06-24,12.532717474980753
2023-06-25,12.532717474980753
2023-06-26,15.218299791048059
2023-06-27,29.541405476740348
2023-06-28,22.379852633894203
2023-06-29,22.379852633894203
2023-06-30,17.903882107115365
2023-07-01,11.637523369624986
2023-07-02,8.951941053557682
2023-07-03,13.427911580336522
2023-07-04,9.84713515891345
2023-07-05,13.427911580336522
2023-07-06,24.17024084460574
2023-07-07,17.903882107115365
2023-07-08,11.637523369624986
2023-07-09,15.218299791048059
2023-07-10,24.17024084460574
2023-07-11,20.58946442318267
2023-07-12,20.58946442318267
2023-07-13,16.113493896403828
2023-07-14,17.008688001759594
2023-07-15,12.532717474980753
2023-07-16,15.218299791048059
2023-07-17,18.79907621247113
2023-07-18,17.008688001759594
2023-07-19,15.218299791048059
2023-07-20,17.008688001759594
2023-07-21,11.637523369624986
2023-07-22,8.056746948201914
2023-07-23,13.427911580336522
2023-07-24,16.113493896403828
2023-07-25,24.17024084460574
2023-07-26,22.379852633894203
2023-07-27,17.008688001759594
2023-07-28,11.637523369624986
2023-07-29,14.32310568569229
2023-07-30,15.218299791048059
2023-07-31,17.903882107115365
2023-08-01,18.79907621247113
2023-08-02,15.218299791048059
2023-08-03,15.218299791048059
2023-08-04,12.532717474980753
2023-08-05,10.742329264269218
2023-08-06,8.056746948201914
2023-08-07,16.113493896403828
2023-08-08,16.113493896403828
2023-08-09,14.32310568569229
2023-08-10,17.008688001759594
2023-08-11,18.79907621247113
2023-08-12,9.84713515891345
2023-08-13,10.742329264269218
2023-08-14,21.484658528538436
2023-08-15,9.84713515891345
2023-08-16,16.113493896403828
2023-08-17,25.065434949961507
2023-08-18,22.379852633894203
2023-08-19,12.532717474980753
2023-08-20,11.637523369624986
2023-08-21,25.960629055317277
2023-08-22,36.70295831958649
2023-08-23,29.541405476740348
2023-08-24,25.960629055317277
2023-08-25,31.331793687451885
2023-08-26,9.84713515891345
2023-08-27,17.903882107115365
2023-08-28,34.01737600351919
2023-08-29,35.80776421423073
2023-08-30,34.01737600351919
2023-08-31,38.493346530298034
2023-09-01,28.64621137138458
2023-09-02,15.218299791048059
2023-09-03,21.484658528538436
2023-09-04,17.903882107115365
2023-09-05,40.28373474100957
2023-09-06,46.550093478499946
2023-09-07,42.0741229517211
2023-09-08,43.86451116243264
2023-09-09,20.58946442318267
2023-09-10,24.17024084460574
2023-09-11,43.86451116243264
2023-09-12,54.60684042670186
2023-09-13,51.921258110634554
2023-09-14,47.44528758385571
2023-09-15,39.3885406356538
2023-09-16,17.008688001759594
2023-09-17,18.79907621247113
2023-09-18,54.60684042670186
2023-09-19,49.23567579456725
2023-09-20,51.921258110634554
2023-09-21,51.02606400527878
2023-09-22,45.654899373144175
2023-09-23,16.113493896403828
2023-09-24,20.58946442318267
2023-09-25,60.873199164192236
2023-09-26,59.082810953480696
2023-09-27,51.921258110634554
2023-09-28,64.45397558561531
2023-09-29,42.96931705707687
2023-09-30,22.379852633894203
2023-10-01,23.275046739249973
2023-10-02,65.34916969097108
2023-10-03,60.873199164192236
2023-10-04,59.082810953480696
2023-10-05,57.29242274276916
2023-10-06,49.23567579456725
2023-10-07,18.79907621247113
2023-10-08,25.065434949961507
2023-10-09,46.550093478499946
2023-10-10,55.50203453205763
2023-10-11,52.816452215990324
2023-10-12,62.66358737490377
2023-10-13,51.02606400527878
2023-10-14,17.903882107115365
2023-10-15,21.484658528538436
2023-10-16,60.873199164192236
2023-10-17,55.50203453205763
2023-10-18,71.61552842846146
2023-10-19,59.082810953480696
2023-10-20,54.60684042670186
2023-10-21,11.637523369624986
2023-10-22,23.275046739249973
2023-10-23,65.34916969097108
2023-10-24,64.45397558561531
2023-10-25,68.03475200703838
2023-10-26,59.978005058836466
2023-10-27,60.873199164192236
2023-10-28,17.903882107115365
2023-10-29,29.541405476740348
2023-10-30,76.0914989552403
2023-10-31,68.03475200703838
2023-11-01,59.082810953480696
2023-11-02,72.51072253381722
2023-11-03,63.55878148025954
2023-11-04,21.484658528538436
2023-11-05,31.331793687451885
2023-11-06,66.24436379632684
2023-11-07,61.768393269548
2023-11-08,65.34916969097108
2023-11-09,64.45397558561531
2023-11-10,46.550093478499946
2023-11-11,19.6942703178269
2023-11-12,22.379852633894203
2023-11-13,69.82514021774992
2023-11-14,73.40591663917299
2023-11-15,73.40591663917299
2023-11-16,69.82514021774992
2023-11-17,54.60684042670186
2023-11-18,18.79907621247113
2023-11-19,22.379852633894203
2023-11-20,50.13086989992301
2023-11-21,42.0741229517211
2023-11-22,25.065434949961507
2023-11-23,10.742329264269218
2023-11-24,10.742329264269218
2023-11-25,14.32310568569229
2023-11-26,14.32310568569229
2023-11-27,67.13955790168261
2023-11-28,66.24436379632684
2023-11-29,74.30111074452876
2023-11-30,75.19630484988453
2023-12-01,67.13955790168261
2023-12-02,18.79907621247113
2023-12-03,20.58946442318267
2023-12-04,76.0914989552403
2023-12-05,82.35785769273068
2023-12-06,85.04344000879797
2023-12-07,70.72033432310569
2023-12-08,89.51941053557681
2023-12-09,23.275046739249973
2023-12-10,26.855823160673044
2023-12-11,70.72033432310569
2023-12-12,70.72033432310569
2023-12-13,75.19630484988453
2023-12-14,80.56746948201913
2023-12-15,77.88188716595182
2023-12-16,21.484658528538436
2023-12-17,22.379852633894203
2023-12-18,59.082810953480696
2023-12-19,51.921258110634554
2023-12-20,46.550093478499946
2023-12-21,33.12218189816342
2023-12-22,14.493552860551052
2023-12-23,7.022977903936583
2023-12-24,7.022977903936583
2023-12-25,7.918172009292352
2023-12-26,7.022977903936583
2023-12-27,13.1507617025174
2023-12-28,13.598358755195283
2023-12-29,14.941149913228937
2023-12-30,7.918172009292352
2023-12-31,6.5753808512587
2024-01-01,7.470574956614469
2024-01-02,19.278545501098215
2024-01-03,28.53950866842422
2024-01-04,34.66729246700504
2024-01-05,34.66729246700504
2024-01-06,13.1507617025174
2024-01-07,14.045955807873167
2024-01-08,38.55709100219643
2024-01-09,54.39343502078113
2024-01-10,59.62602471400618
2024-01-11,73.67198052187936
2024-01-12,48.26565122220032
2024-01-13,14.045955807873167
2024-01-14,13.1507617025174
2024-01-15,26.3015234050348
2024-01-16,40.79507626558585
2024-01-17,60.07362176668407
2024-01-18,59.1784276613283
2024-01-19,47.81805416952243
2024-01-20,20.62133665913187
2024-01-21,27.53761186010809
2024-01-22,75.72843261529725
2024-01-23,68.84402965027023
2024-01-24,75.72843261529725
2024-01-25,75.72843261529725
2024-01-26,68.84402965027023
2024-01-27,27.53761186010809
2024-01-28,27.53761186010809
2024-01-29,75.72843261529725
2024-01-30,82.61283558032427
2024-01-31,82.61283558032427
2024-02-01,75.72843261529725
2024-02-02,68.84402965027023
2024-02-03,34.422014825135115
2024-02-04,34.422014825135115
2024-02-05,82.61283558032427
2024-02-06,75.72843261529725
2024-02-07,89.4972385453513
2024-02-08,82.61283558032427
2024-02-09,82.61283558032427
2024-02-10,34.422014825135115
2024-02-11,20.653208895081068
2024-02-12,68.84402965027023
2024-02-13,75.72843261529725
2024-02-14,68.84402965027023
2024-02-15,75.72843261529725
2024-02-16,61.9596266852432
2024-02-17,27.53761186010809
2024-02-18,27.53761186010809
2024-02-19,41.306417790162136
2024-02-20,68.84402965027023
2024-02-21,75.72843261529725
2024-02-22,75.72843261529725
2024-02-23,82.61283558032427
2024-02-24,20.653208895081068
2024-02-25,27.53761186010809
2024-02-26,96.38164151037832
2024-02-27,89.4972385453513
2024-02-28,82.61283558032427
2024-02-29,82.61283558032427
2024-03-01,68.84402965027023
2024-03-02,27.53761186010809
2024-03-03,34.422014825135115
2024-03-04,82.61283558032427
2024-03-05,68.84402965027023
2024-03-06,82.61283558032427
2024-03-07,68.84402965027023
2024-03-08,68.84402965027023
2024-03-09,27.53761186010809
2024-03-10,27.53761186010809
2024-03-11,68.84402965027023
2024-03-12,68.84402965027023
2024-03-13,61.9596266852432
2024-03-14,61.9596266852432
2024-03-15,55.07522372021618
2024-03-16,20.653208895081068
2024-03-17,41.306417790162136
2024-03-18,82.61283558032427
2024-03-19,82.61283558032427
2024-03-20,82.61283558032427
2024-03-21,68.84402965027023
2024-03-22,61.9596266852432
2024-03-23,27.53761186010809
2024-03-24,27.53761186010809
2024-03-25,82.61283558032427
2024-03-26,68.84402965027023
2024-03-27,61.9596266852432
2024-03-28,61.9596266852432
2024-03-29,34.422014825135115
2024-03-30,20.653208895081068
2024-03-31,20.653208895081068
2024-04-01,48.19082075518916
2024-04-02,55.07522372021618
2024-04-03,75.72843261529725
2024-04-04,61.9596266852432
2024-04-05,61.9596266852432
2024-04-06,20.653208895081068
2024-04-07,34.422014825135115
2024-04-08,61.9596266852432
2024-04-09,68.84402965027023
2024-04-10,68.84402965027023
2024-04-11,89.4972385453513
2024-04-12,68.84402965027023
2024-04-13,20.653208895081068
2024-04-14,34.422014825135115
2024-04-15,68.84402965027023
2024-04-16,75.72843261529725
2024-04-17,110.15044744043236
2024-04-18,89.4972385453513
2024-04-19,68.84402965027023
2024-04-20,27.53761186010809
2024-04-21,27.53761186010809
2024-04-22,75.72843261529725
2024-04-23,89.4972385453513
2024-04-24,82.61283558032427
2024-04-25,82.61283558032427
2024-04-26,61.9596266852432
2024-04-27,20.653208895081068
2024-04-28,41.306417790162136
2024-04-29,82.61283558032427
2024-04-30,68.84402965027023
2024-05-01,75.72843261529725
2024-05-02,68.84402965027023
2024-05-03,61.9596266852432
2024-05-04,27.53761186010809
2024-05-05,27.53761186010809
2024-05-06,68.84402965027023
2024-05-07,61.9596266852432
2024-05-08,68.84402965027023
2024-05-09,68.84402965027023
2024-05-10,82.61283558032427
2024-05-11,34.422014825135115
2024-05-12,27.53761186010809
2024-05-13,82.61283558032427
2024-05-14,234.06970081091876
2024-05-15,172.11007412567557
2024-05-16,130.80365633551344
2024-05-17,82.61283558032427
2024-05-18,48.19082075518916
2024-05-19,34.422014825135115
2024-05-20,68.84402965027023
2024-05-21,75.72843261529725
2024-05-22,68.84402965027023
2024-05-23,61.9596266852432
2024-05-24,48.19082075518916
2024-05-25,27.53761186010809
2024-05-26,20.653208895081068
2024-05-27,20.653208895081068
2024-05-28,48.19082075518916
2024-05-29,55.07522372021618
2024-05-30,41.306417790162136
2024-05-31,41.306417790162136
2024-06-01,20.653208895081068
2024-06-02,20.653208895081068
2024-06-03,41.306417790162136
2024-06-04,48.19082075518916
2024-06-05,41.306417790162136
2024-06-06,34.422014825135115
2024-06-07,34.422014825135115
2024-06-08,20.653208895081068
2024-06-09,20.653208895081068
2024-06-10,41.306417790162136
2024-06-11,41.306417790162136
2024-06-12,48.19082075518916
2024-06-13,55.07522372021618
2024-06-14,117.03485040545938
2024-06-15,75.72843261529725
2024-06-16,55.07522372021618
2024-06-17,55.07522372021618
2024-06-18,48.19082075518916
2024-06-19,41.306417790162136
2024-06-20,61.9596266852432
2024-06-21,34.422014825135115
2024-06-22,27.53761186010809
2024-06-23,27.53761186010809
2024-06-24,34.422014825135115
2024-06-25,41.306417790162136
2024-06-26,41.306417790162136
2024-06-27,41.306417790162136
2024-06-28,96.38164151037832
2024-06-29,34.422014825135115
2024-06-30,27.53761186010809
2024-07-01,48.19082075518916
2024-07-02,34.422014825135115
2024-07-03,34.422014825135115
2024-07-04,34.422014825135115
2024-07-05,27.53761186010809
2024-07-06,20.653208895081068
2024-07-07,20.653208895081068
2024-07-08,34.422014825135115
2024-07-09,34.422014825135115
2024-07-10,34.422014825135115
2024-07-11,41.306417790162136
2024-07-12,41.306417790162136
2024-07-13,688.4402965027023
2024-07-14,48.19082075518916
2024-07-15,55.07522372021618
2024-07-16,61.9596266852432
2024-07-17,68.84402965027023
2024-07-18,55.07522372021618
2024-07-19,48.19082075518916
2024-07-20,34.422014825135115
2024-07-21,34.422014825135115
2024-07-22,41.306417790162136
2024-07-23,48.19082075518916
2024-07-24,34.422014825135115
2024-07-25,34.422014825135115
2024-07-26,34.422014825135115
2024-07-27,20.653208895081068
2024-07-28,27.53761186010809
2024-07-29,34.422014825135115
2024-07-30,41.306417790162136
2024-07-31,34.422014825135115
2024-08-01,27.53761186010809
2024-08-02,34.422014825135115
2024-08-03,20.653208895081068
2024-08-04,20.653208895081068
2024-08-05,27.53761186010809
2024-08-06,20.653208895081068
2024-08-07,27.53761186010809
2024-08-08,27.53761186010809
2024-08-09,27.53761186010809
2024-08-10,6.884402965027022
2024-08-11,13.768805930054045
2024-08-12,34.422014825135115
2024-08-13,34.422014825135115
2024-08-14,34.422014825135115
2024-08-15,34.422014825135115
2024-08-16,34.422014825135115
2024-08-17,41.306417790162136
2024-08-18,37.864216307648626
2024-08-19,30.9798133426216
2024-08-20,24.09541037759458
2024-08-21,24.09541037759458
2024-08-22,24.09541037759458
2024-08-23,20.653208895081068
2024-08-24,17.211007412567557
2024-08-25,24.09541037759458
2024-08-26,34.422014825135115
2024-08-27,37.864216307648626
2024-08-28,37.864216307648626
2024-08-29,30.9798133426216
2024-08-30,27.53761186010809
2024-08-31,13.768805930054045
2024-09-01,13.768805930054045
2024-09-02,17.211007412567557
2024-09-03,30.9798133426216
2024-09-04,37.864216307648626
2024-09-05,130.80365633551344
2024-09-06,130.80365633551344
2024-09-07,34.422014825135115
2024-09-08,34.422014825135115
2024-09-09,137.68805930054046
2024-09-10,165.22567116064855
2024-09-11,585.1742520272969
2024-09-12,172.11007412567557
2024-09-13,161.78346967813502
2024-09-14,144.57246226556748
2024-09-15,144.57246226556748
2024-09-16,141.13026078305398
2024-09-17,144.57246226556748
2024-09-18,144.57246226556748
2024-09-19,144.57246226556748
2024-09-20,144.57246226556748
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,144.57246226556748
