Time,minecraft
2022-08-29,60
2022-08-30,56
2022-08-31,55
2022-09-01,55
2022-09-02,58
2022-09-03,70
2022-09-04,83
2022-09-05,84
2022-09-06,53
2022-09-07,50
2022-09-08,46
2022-09-09,48
2022-09-10,69
2022-09-11,72
2022-09-12,50
2022-09-13,47
2022-09-14,50
2022-09-15,45
2022-09-16,53
2022-09-17,68
2022-09-18,66
2022-09-19,48
2022-09-20,46
2022-09-21,47
2022-09-22,46
2022-09-23,50
2022-09-24,65
2022-09-25,69
2022-09-26,49
2022-09-27,46
2022-09-28,46
2022-09-29,47
2022-09-30,50
2022-10-01,63
2022-10-02,61
2022-10-03,49
2022-10-04,49
2022-10-05,50
2022-10-06,51
2022-10-07,54
2022-10-08,62
2022-10-09,69
2022-10-10,53
2022-10-11,49
2022-10-12,48
2022-10-13,51
2022-10-14,64
2022-10-15,94
2022-10-16,80
2022-10-17,56
2022-10-18,52
2022-10-19,51
2022-10-20,51
2022-10-21,55
2022-10-22,66
2022-10-23,71
2022-10-24,53
2022-10-25,48
2022-10-26,51
2022-10-27,49
2022-10-28,48
2022-10-29,64
2022-10-30,65
2022-10-31,46
2022-11-01,43
2022-11-02,46
2022-11-03,47
2022-11-04,52
2022-11-05,67
2022-11-06,72
2022-11-07,50
2022-11-08,52
2022-11-09,46
2022-11-10,50
2022-11-11,56
2022-11-12,70
2022-11-13,78
2022-11-14,53
2022-11-15,52
2022-11-16,52
2022-11-17,52
2022-11-18,51
2022-11-19,67
2022-11-20,72
2022-11-21,58
2022-11-22,58
2022-11-23,64
2022-11-24,67
2022-11-25,68
2022-11-26,67
2022-11-27,74
2022-11-28,50
2022-11-29,48
2022-11-30,50
2022-12-01,49
2022-12-02,51
2022-12-03,70
2022-12-04,73
2022-12-05,50
2022-12-06,48
2022-12-07,52
2022-12-08,53
2022-12-09,54
2022-12-10,69
2022-12-11,73
2022-12-12,57
2022-12-13,56
2022-12-14,57
2022-12-15,59
2022-12-16,63
2022-12-17,74
2022-12-18,76
2022-12-19,68
2022-12-20,71
2022-12-21,74
2022-12-22,81
2022-12-23,87
2022-12-24,86
2022-12-25,85
2022-12-26,85
2022-12-27,80
2022-12-28,81
2022-12-29,81
2022-12-30,82
2022-12-31,84
2023-01-01,83
2023-01-02,90
2023-01-03,72
2023-01-04,69
2023-01-05,64
2023-01-06,68
2023-01-07,85
2023-01-08,92
2023-01-09,63
2023-01-10,62
2023-01-11,61
2023-01-12,61
2023-01-13,66
2023-01-14,91
2023-01-15,95
2023-01-16,98
2023-01-17,68
2023-01-18,67
2023-01-19,62
2023-01-20,65
2023-01-21,87
2023-01-22,96
2023-01-23,72
2023-01-24,67
2023-01-25,70
2023-01-26,67
2023-01-27,72
2023-01-28,94
2023-01-29,100
2023-01-30,71
2023-01-31,71
2023-02-01,72
2023-02-02,65
2023-02-03,71
2023-02-04,90
2023-02-05,99
2023-02-06,67
2023-02-07,62
2023-02-08,63
2023-02-09,58
2023-02-10,64
2023-02-11,84
2023-02-12,88
2023-02-13,56
2023-02-14,58
2023-02-15,63
2023-02-16,63
2023-02-17,79
2023-02-18,88
2023-02-19,94
2023-02-20,87
2023-02-21,67
2023-02-22,70
2023-02-23,71
2023-02-24,71
2023-02-25,92
2023-02-26,99
2023-02-27,68
2023-02-28,63
2023-03-01,62
2023-03-02,64
2023-03-03,66
2023-03-04,84
2023-03-05,90
2023-03-06,64
2023-03-07,61
2023-03-08,62
2023-03-09,60
2023-03-10,68
2023-03-11,81
2023-03-12,93
2023-03-13,67
2023-03-14,72
2023-03-15,69
2023-03-16,65
2023-03-17,64
2023-03-18,85
2023-03-19,90
2023-03-20,64
2023-03-21,61
2023-03-22,60
2023-03-23,63
2023-03-24,65
2023-03-25,80
2023-03-26,87
2023-03-27,65
2023-03-28,61
2023-03-29,59
2023-03-30,61
2023-03-31,65
2023-04-01,89
2023-04-02,90
2023-04-03,66
2023-04-04,65
2023-04-05,65
2023-04-06,69
2023-04-07,78
2023-04-08,83
2023-04-09,86
2023-04-10,70
2023-04-11,62
2023-04-12,60
2023-04-13,58
2023-04-14,66
2023-04-15,79
2023-04-16,87
2023-04-17,59
2023-04-18,64
2023-04-19,64
2023-04-20,61
2023-04-21,66
2023-04-22,84
2023-04-23,92
2023-04-24,62
2023-04-25,56
2023-04-26,60
2023-04-27,59
2023-04-28,61
2023-04-29,76
2023-04-30,86
2023-05-01,59
2023-05-02,58
2023-05-03,56
2023-05-04,55
2023-05-05,57
2023-05-06,72
2023-05-07,80
2023-05-08,56
2023-05-09,59
2023-05-10,57
2023-05-11,52
2023-05-12,57
2023-05-13,68
2023-05-14,73
2023-05-15,53
2023-05-16,57
2023-05-17,55
2023-05-18,55
2023-05-19,57
2023-05-20,68
2023-05-21,73
2023-05-22,59
2023-05-23,56
2023-05-24,53
2023-05-25,55
