Time,minecraft
2022-01-01,83
2022-01-02,90
2022-01-03,73
2022-01-04,74
2022-01-05,68
2022-01-06,55
2022-01-07,68
2022-01-08,93
2022-01-09,92
2022-01-10,61
2022-01-11,58
2022-01-12,59
2022-01-13,65
2022-01-14,52
2022-01-15,90
2022-01-16,88
2022-01-17,76
2022-01-18,57
2022-01-19,52
2022-01-20,55
2022-01-21,58
2022-01-22,85
2022-01-23,89
2022-01-24,71
2022-01-25,50
2022-01-26,48
2022-01-27,51
2022-01-28,55
2022-01-29,83
2022-01-30,85
2022-01-31,50
2022-02-01,50
2022-02-02,52
2022-02-03,56
2022-02-04,63
2022-02-05,81
2022-02-06,80
2022-02-07,52
2022-02-08,50
2022-02-09,52
2022-02-10,40
2022-02-11,53
2022-02-12,71
2022-02-13,75
2022-02-14,47
2022-02-15,48
2022-02-16,46
2022-02-17,48
2022-02-18,57
2022-02-19,76
2022-02-20,77
2022-02-21,69
2022-02-22,55
2022-02-23,52
2022-02-24,49
2022-02-25,51
2022-02-26,72
2022-02-27,75
2022-02-28,48
2022-03-01,42
2022-03-02,42
2022-03-03,47
2022-03-04,50
2022-03-05,72
2022-03-06,72
2022-03-07,50
2022-03-08,47
2022-03-09,49
2022-03-10,49
2022-03-11,53
2022-03-12,74
2022-03-13,77
2022-03-14,54
2022-03-15,52
2022-03-16,52
2022-03-17,55
2022-03-18,55
2022-03-19,69
2022-03-20,67
2022-03-21,47
2022-03-22,48
2022-03-23,47
2022-03-24,49
2022-03-25,54
2022-03-26,70
2022-03-27,73
2022-03-28,52
2022-03-29,51
2022-03-30,48
2022-03-31,50
2022-04-01,58
2022-04-02,71
2022-04-03,75
2022-04-04,54
2022-04-05,51
2022-04-06,51
2022-04-07,54
2022-04-08,53
2022-04-09,70
2022-04-10,73
2022-04-11,53
2022-04-12,51
2022-04-13,50
2022-04-14,52
2022-04-15,62
2022-04-16,69
2022-04-17,69
2022-04-18,60
2022-04-19,54
2022-04-20,54
2022-04-21,54
2022-04-22,53
2022-04-23,75
2022-04-24,76
2022-04-25,53
2022-04-26,51
2022-04-27,50
2022-04-28,48
2022-04-29,52
2022-04-30,72
2022-05-01,73
2022-05-02,51
2022-05-03,49
2022-05-04,50
2022-05-05,48
2022-05-06,51
2022-05-07,68
2022-05-08,69
2022-05-09,52
2022-05-10,50
2022-05-11,49
2022-05-12,51
2022-05-13,52
2022-05-14,64
2022-05-15,68
2022-05-16,51
2022-05-17,52
2022-05-18,52
2022-05-19,52
2022-05-20,56
2022-05-21,64
2022-05-22,73
2022-05-23,55
2022-05-24,54
2022-05-25,55
2022-05-26,56
2022-05-27,59
2022-05-28,64
2022-05-29,70
2022-05-30,76
2022-05-31,57
2022-06-01,56
2022-06-02,54
2022-06-03,54
2022-06-04,66
2022-06-05,70
2022-06-06,59
2022-06-07,85
2022-06-08,91
2022-06-09,80
2022-06-10,86
2022-06-11,87
2022-06-12,100
2022-06-13,83
2022-06-14,77
2022-06-15,77
2022-06-16,74
2022-06-17,73
2022-06-18,87
2022-06-19,86
2022-06-20,78
2022-06-21,75
2022-06-22,73
2022-06-23,72
2022-06-24,73
2022-06-25,81
2022-06-26,81
2022-06-27,75
2022-06-28,71
2022-06-29,72
2022-06-30,72
2022-07-01,75
2022-07-02,84
2022-07-03,90
2022-07-04,86
2022-07-05,73
2022-07-06,79
2022-07-07,79
2022-07-08,81
2022-07-09,85
2022-07-10,86
2022-07-11,75
2022-07-12,80
2022-07-13,82
2022-07-14,75
2022-07-15,74
2022-07-16,84
2022-07-17,87
2022-07-18,78
2022-07-19,76
2022-07-20,76
2022-07-21,74
2022-07-22,74
2022-07-23,80
2022-07-24,81
2022-07-25,76
2022-07-26,75
2022-07-27,74
2022-07-28,71
2022-07-29,77
2022-07-30,75
2022-07-31,82
2022-08-01,71
2022-08-02,72
2022-08-03,69
2022-08-04,69
2022-08-05,70
2022-08-06,77
2022-08-07,86
2022-08-08,70
2022-08-09,71
2022-08-10,66
2022-08-11,64
2022-08-12,63
2022-08-13,74
2022-08-14,80
2022-08-15,62
2022-08-16,61
2022-08-17,57
2022-08-18,58
2022-08-19,57
2022-08-20,69
2022-08-21,77
2022-08-22,55
2022-08-23,57
2022-08-24,54
2022-08-25,52
2022-08-26,55
2022-08-27,69
2022-08-28,74
2022-08-29,52
2022-08-30,48
2022-08-31,48
2022-09-01,47
2022-09-02,50
2022-09-03,60
2022-09-04,71
2022-09-05,73
2022-09-06,45
2022-09-07,43
2022-09-08,40
2022-09-09,42
2022-09-10,59
2022-09-11,62
2022-09-12,43
2022-09-13,41
2022-09-14,43
2022-09-15,39
2022-09-16,46
2022-09-17,59
2022-09-18,57
2022-09-19,41
2022-09-20,39
2022-09-21,41
2022-09-22,40
2022-09-23,43
2022-09-24,56
2022-09-25,59
2022-09-26,42
2022-09-27,40
