Time,cheap_flights
2024-09-25,48.66972387818032
2024-09-26,43.33605550796878
2024-09-27,44.00276405424522
2024-09-28,44.669472600521665
2024-09-29,44.00276405424522
2024-09-30,45.336181146798104
2024-10-01,48.66972387818032
2024-10-02,51.33655806328609
2024-10-03,48.66972387818032
2024-10-04,48.66972387818032
2024-10-05,46.66959823935099
2024-10-06,50.003140970733206
2024-10-07,49.33643242445676
2024-10-08,46.00288969307455
2024-10-09,44.669472600521665
2024-10-10,44.00276405424522
2024-10-11,46.00288969307455
2024-10-12,44.00276405424522
2024-10-13,44.00276405424522
2024-10-14,47.336306785627436
2024-10-15,46.66959823935099
2024-10-16,50.003140970733206
2024-10-17,45.336181146798104
2024-10-18,44.00276405424522
2024-10-19,44.669472600521665
2024-10-20,44.669472600521665
2024-10-21,48.66972387818032
2024-10-22,52.00326660956253
2024-10-23,50.003140970733206
2024-10-24,48.66972387818032
2024-10-25,46.00288969307455
2024-10-26,50.003140970733206
2024-10-27,48.003015331903875
2024-10-28,46.66959823935099
2024-10-29,45.336181146798104
2024-10-30,48.66972387818032
2024-10-31,44.00276405424522
2024-11-01,44.00276405424522
2024-11-02,48.66972387818032
2024-11-03,48.66972387818032
2024-11-04,46.66959823935099
2024-11-05,45.336181146798104
2024-11-06,33.33542731382214
2024-11-07,48.66972387818032
2024-11-08,44.669472600521665
2024-11-09,47.336306785627436
2024-11-10,46.66959823935099
2024-11-11,48.66972387818032
2024-11-12,50.669849517009645
2024-11-13,52.669975155838976
2024-11-14,48.66972387818032
2024-11-15,44.00276405424522
2024-11-16,42.669346961692334
2024-11-17,44.669472600521665
2024-11-18,46.66959823935099
2024-11-19,49.33643242445676
2024-11-20,50.669849517009645
2024-11-21,48.003015331903875
2024-11-22,44.669472600521665
2024-11-23,43.33605550796878
2024-11-24,42.00263841541589
2024-11-25,46.00288969307455
2024-11-26,47.336306785627436
2024-11-27,48.003015331903875
2024-11-28,42.00263841541589
2024-11-29,46.66959823935099
2024-11-30,47.336306785627436
2024-12-01,48.003015331903875
2024-12-02,52.669975155838976
2024-12-03,66.67085462764427
2024-12-04,59.3370606186034
2024-12-05,46.66959823935099
2024-12-06,44.00276405424522
2024-12-07,45.336181146798104
2024-12-08,44.669472600521665
2024-12-09,48.003015331903875
2024-12-10,51.33655806328609
2024-12-11,46.66959823935099
2024-12-12,45.336181146798104
2024-12-13,43.33605550796878
2024-12-14,45.336181146798104
2024-12-15,44.00276405424522
2024-12-16,43.33605550796878
2024-12-17,47.336306785627436
2024-12-18,45.336181146798104
2024-12-19,42.669346961692334
2024-12-20,44.00276405424522
2024-12-21,45.336181146798104
2024-12-22,44.00276405424522
2024-12-23,40.00251277658656
2024-12-24,40.669221322863
2024-12-25,39.33580423031012
2024-12-26,50.669849517009645
2024-12-27,54.00339224839186
2024-12-28,50.669849517009645
2024-12-29,49.33643242445676
2024-12-30,49.33643242445676
2024-12-31,48.003015331903875
2025-01-01,47.336306785627436
2025-01-02,54.6701007946683
2025-01-03,60.00376916487984
2025-01-04,56.003517887221186
2025-01-05,52.00326660956253
2025-01-06,51.33655806328609
2025-01-07,58.00364352605052
2025-01-08,52.669975155838976
2025-01-09,50.669849517009645
2025-01-10,50.003140970733206
2025-01-11,54.00339224839186
2025-01-12,52.669975155838976
2025-01-13,54.6701007946683
2025-01-14,53.336683702115415
2025-01-15,52.669975155838976
2025-01-16,56.67022643349763
2025-01-17,52.00326660956253
2025-01-18,54.6701007946683
2025-01-19,54.6701007946683
2025-01-20,51.33655806328609
2025-01-21,46.00288969307455
2025-01-22,48.66972387818032
2025-01-23,46.66959823935099
2025-01-24,45.336181146798104
2025-01-25,47.336306785627436
2025-01-26,45.336181146798104
2025-01-27,46.66959823935099
2025-01-28,46.66959823935099
2025-01-29,49.33643242445676
2025-01-30,45.336181146798104
2025-01-31,40.00251277658656
2025-02-01,43.33605550796878
2025-02-02,50.003140970733206
2025-02-03,41.33592986913945
2025-02-04,46.00288969307455
2025-02-05,44.00276405424522
2025-02-06,44.669472600521665
2025-02-07,40.669221322863
2025-02-08,45.336181146798104
2025-02-09,40.669221322863
2025-02-10,39.33580423031012
2025-02-11,44.00276405424522
2025-02-12,46.00288969307455
2025-02-13,42.669346961692334
2025-02-14,38.66909568403368
2025-02-15,45.336181146798104
2025-02-16,46.00288969307455
2025-02-17,49.33643242445676
2025-02-18,46.00288969307455
2025-02-19,46.66959823935099
2025-02-20,46.00288969307455
2025-02-21,42.669346961692334
2025-02-22,46.66959823935099
2025-02-23,47.336306785627436
2025-02-24,48.66972387818032
2025-02-25,50.003140970733206
2025-02-26,48.66972387818032
2025-02-27,44.669472600521665
2025-02-28,43.33605550796878
2025-03-01,45.336181146798104
2025-03-02,50.669849517009645
2025-03-03,48.66972387818032
2025-03-04,48.66972387818032
2025-03-05,49.33643242445676
2025-03-06,49.33643242445676
2025-03-07,46.00288969307455
2025-03-08,49.33643242445676
2025-03-09,48.003015331903875
2025-03-10,46.00288969307455
2025-03-11,51.33655806328609
2025-03-12,50.669849517009645
2025-03-13,47.336306785627436
2025-03-14,42.00263841541589
2025-03-15,43.33605550796878
2025-03-16,47.336306785627436
2025-03-17,47.336306785627436
2025-03-18,46.66959823935099
2025-03-19,49.33643242445676
2025-03-20,46.66959823935099
2025-03-21,44.00276405424522
2025-03-22,45.336181146798104
2025-03-23,52.669975155838976
2025-03-24,43.33605550796878
2025-03-25,46.00288969307455
2025-03-26,46.66959823935099
2025-03-27,43.33605550796878
2025-03-28,40.00251277658656
2025-03-29,43.33605550796878
2025-03-30,47.336306785627436
2025-03-31,45.336181146798104
2025-04-01,46.66959823935099
2025-04-02,46.00288969307455
2025-04-03,45.336181146798104
2025-04-04,40.00251277658656
2025-04-05,45.336181146798104
2025-04-06,46.00288969307455
2025-04-07,45.336181146798104
2025-04-08,48.003015331903875
2025-04-09,44.669472600521665
2025-04-10,46.66959823935099
2025-04-11,41.33592986913945
2025-04-12,42.669346961692334
2025-04-13,43.33605550796878
2025-04-14,40.669221322863
2025-04-15,41.955016376396145
2025-04-16,44.00276405424522
2025-04-17,42.81221307875157
2025-04-18,38.71671772305342
2025-04-19,37.859521020698
2025-04-20,38.71671772305342
2025-04-21,44.00276405424522
2025-04-22,45.71715745895607
2025-04-23,41.621662103257925
2025-04-24,40.43111112776428
2025-04-25,39.05007199619165
2025-04-26,38.71671772305342
2025-04-27,43.145567351889795
2025-04-28,41.09781967404072
2025-04-29,41.955016376396145
2025-04-30,40.764465400902495
2025-05-01,46.05051173209429
2025-05-02,41.09781967404072
2025-05-03,45.19331502973887
2025-05-04,52.52710903877974
2025-05-05,49.28881038543702
2025-05-06,46.90770843444972
2025-05-07,51.003203790147865
2025-05-08,41.955016376396145
2025-05-09,42.81221307875157
2025-05-10,43.145567351889795
2025-05-11,41.955016376396145
2025-05-12,49.28881038543702
2025-05-13,51.33655806328609
2025-05-14,45.71715745895607
2025-05-15,46.09813377111404
2025-05-16,39.812024620507586
2025-05-17,41.9073943373764
2025-05-18,44.00276405424522
2025-05-19,42.95507919581081
2025-05-20,46.09813377111404
2025-05-21,46.09813377111404
2025-05-22,49.241188346417275
2025-05-23,42.95507919581081
2025-05-24,45.050448912679634
2025-05-25,39.812024620507586
2025-05-26,47.14581862954845
2025-05-27,48.193503487982866
2025-05-28,48.193503487982866
2025-05-29,48.193503487982866
2025-05-30,47.14581862954845
2025-05-31,45.050448912679634
2025-06-01,51.33655806328609
2025-06-02,51.33655806328609
2025-06-03,54.47961263858932
2025-06-04,51.33655806328609
2025-06-05,53.431927780154915
2025-06-06,51.33655806328609
2025-06-07,52.3842429217205
2025-06-08,49.241188346417275
2025-06-09,51.33655806328609
2025-06-10,51.33655806328609
2025-06-11,51.33655806328609
2025-06-12,52.3842429217205
2025-06-13,46.09813377111404
2025-06-14,44.00276405424522
2025-06-15,49.241188346417275
2025-06-16,52.3842429217205
2025-06-17,51.33655806328609
2025-06-18,50.28887320485168
2025-06-19,47.14581862954845
2025-06-20,49.241188346417275
2025-06-21,47.14581862954845
2025-06-22,46.09813377111404
2025-06-23,47.14581862954845
2025-06-24,48.193503487982866
2025-06-25,45.050448912679634
2025-06-26,48.193503487982866
2025-06-27,46.09813377111404
2025-06-28,48.193503487982866
2025-06-29,47.14581862954845
2025-06-30,48.193503487982866
2025-07-01,49.241188346417275
2025-07-02,57.622667213892555
2025-07-03,46.09813377111404
2025-07-04,40.859709478941994
2025-07-05,41.9073943373764
2025-07-06,46.09813377111404
2025-07-07,49.241188346417275
2025-07-08,48.193503487982866
2025-07-09,52.3842429217205
2025-07-10,47.14581862954845
2025-07-11,48.193503487982866
2025-07-12,46.09813377111404
2025-07-13,48.193503487982866
2025-07-14,52.3842429217205
2025-07-15,56.57498235545815
2025-07-16,52.3842429217205
2025-07-17,68.09951579823665
2025-07-18,51.33655806328609
2025-07-19,64.95646122293343
2025-07-20,70.19488551510547
2025-07-21,67.05183093980224
2025-07-22,62.861091506064604
2025-07-23,59.71803693076137
2025-07-24,54.47961263858932
2025-07-25,54.47961263858932
2025-07-26,63.90877636449901
2025-07-27,64.95646122293343
2025-07-28,62.861091506064604
2025-07-29,81.71941895788399
2025-07-30,92.19626754222809
2025-07-31,74.38562494884312
2025-08-01,60.76572178919578
2025-08-02,50.28887320485168
2025-08-03,49.241188346417275
2025-08-04,44.00276405424522
2025-08-05,52.3842429217205
2025-08-06,57.622667213892555
2025-08-07,55.52729749702373
2025-08-08,66.00414608136784
2025-08-09,91.14858268379368
2025-08-10,104.768485843441
2025-08-11,89.05321296692486
2025-08-12,57.622667213892555
2025-08-13,46.09813377111404
2025-08-14,46.09813377111404
2025-08-15,42.95507919581081
2025-08-16,42.95507919581081
2025-08-17,44.00276405424522
2025-08-18,44.00276405424522
2025-08-19,47.14581862954845
2025-08-20,41.9073943373764
2025-08-21,46.09813377111404
2025-08-22,38.76433976207317
2025-08-23,45.050448912679634
2025-08-24,41.9073943373764
2025-08-25,44.00276405424522
2025-08-26,42.95507919581081
2025-08-27,40.859709478941994
2025-08-28,42.95507919581081
2025-08-29,38.76433976207317
2025-08-30,39.812024620507586
2025-08-31,39.812024620507586
2025-09-01,45.050448912679634
2025-09-02,50.28887320485168
2025-09-03,49.241188346417275
2025-09-04,38.76433976207317
2025-09-05,37.71665490363876
2025-09-06,40.859709478941994
2025-09-07,39.812024620507586
2025-09-08,40.859709478941994
2025-09-09,42.95507919581081
2025-09-10,40.859709478941994
2025-09-11,37.71665490363876
2025-09-12,36.668970045204354
2025-09-13,40.859709478941994
2025-09-14,35.62128518676994
2025-09-15,40.859709478941994
2025-09-16,45.050448912679634
2025-09-17,44.00276405424522
2025-09-18,41.9073943373764
2025-09-19,39.812024620507586
2025-09-20,40.859709478941994
2025-09-21,44.00276405424522
2025-09-22,41.9073943373764
2025-09-23,45.050448912679634
2025-09-24,44.00276405424522
2025-09-25,40.859709478941994
2025-09-26,38.76433976207317
2025-09-27,41.9073943373764
2025-09-28,39.812024620507586
2025-09-29,40.859709478941994
2025-09-30,46.09813377111404
2025-10-01,40.859709478941994
2025-10-02,41.9073943373764
2025-10-03,41.9073943373764
2025-10-04,35.62128518676994
2025-10-05,39.812024620507586
2025-10-06,39.812024620507586
2025-10-07,46.09813377111404
2025-10-08,44.00276405424522
2025-10-09,44.00276405424522
2025-10-10,42.95507919581081
2025-10-11,36.668970045204354
2025-10-12,38.76433976207317
2025-10-13,44.00276405424522
2025-10-14,42.95507919581081
2025-10-15,46.09813377111404
2025-10-16,41.9073943373764
2025-10-17,38.76433976207317
2025-10-18,37.71665490363876
2025-10-19,40.859709478941994
2025-10-20,38.76433976207317
2025-10-21,41.9073943373764
2025-10-22,40.859709478941994
2025-10-23,41.9073943373764
2025-10-24,37.71665490363876
2025-10-25,34.57360032833553
2025-10-26,35.62128518676994
2025-10-27,36.668970045204354
2025-10-28,39.812024620507586
2025-10-29,42.95507919581081
2025-10-30,50.28887320485168
2025-10-31,45.050448912679634
2025-11-01,47.14581862954845
2025-11-02,54.47961263858932
2025-11-03,55.52729749702373
2025-11-04,57.622667213892555
2025-11-05,53.431927780154915
2025-11-06,52.3842429217205
2025-11-07,47.14581862954845
2025-11-08,47.14581862954845
2025-11-09,49.241188346417275
2025-11-10,47.14581862954845
2025-11-11,51.33655806328609
2025-11-12,50.28887320485168
2025-11-13,49.241188346417275
2025-11-14,47.14581862954845
2025-11-15,47.14581862954845
2025-11-16,53.431927780154915
2025-11-17,53.431927780154915
2025-11-18,58.67035207232696
2025-11-19,55.52729749702373
2025-11-20,57.622667213892555
2025-11-21,54.47961263858932
2025-11-22,53.431927780154915
2025-11-23,61.813406647630195
2025-11-24,53.431927780154915
2025-11-25,56.57498235545815
2025-11-26,60.76572178919578
2025-11-27,52.3842429217205
2025-11-28,62.861091506064604
2025-11-29,63.90877636449901
2025-11-30,66.00414608136784
2025-12-01,67.05183093980224
2025-12-02,78.57636438258075
2025-12-03,73.33794009040871
2025-12-04,64.95646122293343
2025-12-05,60.76572178919578
2025-12-06,61.813406647630195
2025-12-07,69.14720065667106
2025-12-08,63.90877636449901
2025-12-09,67.05183093980224
2025-12-10,64.95646122293343
2025-12-11,57.63806610946014
2025-12-12,56.55986343980997
2025-12-13,57.63806610946014
2025-12-14,57.63806610946014
2025-12-15,57.63806610946014
2025-12-16,57.63806610946014
2025-12-17,63.55292188692816
2025-12-18,61.950876788060796
2025-12-19,44.17579164444096
2025-12-20,44.699634073658174
2025-12-21,42.019386305140635
2025-12-22,45.777836743308335
2025-12-23,42.019386305140635
2025-12-24,39.86298096584031
2025-12-25,40.38682339505752
2025-12-26,52.24705276120932
2025-12-27,56.55986343980997
2025-12-28,58.7162687791103
2025-12-29,54.403458100509646
2025-12-30,53.325255430859485
2025-12-31,46.856039412958495
2026-01-01,46.3321969837413
2026-01-02,56.55986343980997
2026-01-03,58.16190853867734
2026-01-04,58.7162687791103
2026-01-05,53.325255430859485
2026-01-06,58.7162687791103
2026-01-07,57.63806610946014
2026-01-08,55.481660770159806
2026-01-09,54.403458100509646
2026-01-10,56.5447445241618
2026-01-11,57.65346500502772
2026-01-12,56.5447445241618
2026-01-13,60.97962644762547
2026-01-14,63.19706740935731
2026-01-15,68.74066981368689
2026-01-16,54.32730356242997
2026-01-17,59.87090596675955
2026-01-18,58.76218548589364
2026-01-19,60.97962644762547
2026-01-20,60.97962644762547
2026-01-21,60.97962644762547
2026-01-22,59.87090596675955
2026-01-23,51.00114211983221
2026-01-24,54.32730356242997
2026-01-25,65.41450837108914
2026-01-26,64.30578789022323
2026-01-27,60.97962644762547
2026-01-28,58.76218548589364
2026-01-29,58.76218548589364
2026-01-30,60.97962644762547
2026-01-31,59.87090596675955
2026-02-01,73.17555173715057
2026-02-02,73.17555173715057
2026-02-03,60.97962644762547
2026-02-04,66.52322885195505
2026-02-05,76.50171317974832
2026-02-06,58.76218548589364
2026-02-07,60.97962644762547
2026-02-08,64.30578789022323
2026-02-09,69.84939029455282
2026-02-10,73.17555173715057
2026-02-11,66.52322885195505
2026-02-12,65.41450837108914
2026-02-13,69.84939029455282
2026-02-14,69.84939029455282
2026-02-15,84.26275654580974
2026-02-16,90.91507943100525
2026-02-17,85.37147702667566
2026-02-18,75.39299269888241
2026-02-19,75.39299269888241
2026-02-20,64.30578789022323
2026-02-21,79.82787462234607
2026-02-22,78.71915414148016
2026-02-23,74.28427221801648
2026-02-24,74.28427221801648
2026-02-25,67.63194933282098
2026-02-26,74.28427221801648
2026-02-27,69.84939029455282
2026-02-28,64.30578789022323
2026-03-01,67.63194933282098
2026-03-02,68.74066981368689
2026-03-03,76.50171317974832
2026-03-04,70.95811077541873
2026-03-05,73.17555173715057
2026-03-06,67.63194933282098
2026-03-07,70.95811077541873
2026-03-08,74.28427221801648
2026-03-09,72.06683125628464
2026-03-10,73.17555173715057
2026-03-11,69.84939029455282
2026-03-12,72.06683125628464
2026-03-13,65.41450837108914
2026-03-14,66.52322885195505
2026-03-15,73.17555173715057
2026-03-16,70.95811077541873
2026-03-17,67.63194933282098
2026-03-18,67.63194933282098
2026-03-19,63.19706740935731
2026-03-20,63.19706740935731
2026-03-21,62.08834692849139
2026-03-22,63.19706740935731
2026-03-23,62.08834692849139
2026-03-24,55.43602404329589
2026-03-25,56.5447445241618
2026-03-26,55.43602404329589
2026-03-27,52.10986260069813
2026-03-28,53.21858308156405
2026-03-29,56.5447445241618
2026-03-30,104.21972520139626
2026-03-31,86.48019750754158
2026-04-01,58.76218548589364
2026-04-02,55.43602404329589
2026-04-03,54.32730356242997
2026-04-04,51.00114211983221
2026-04-05,109.76332760572585
2026-04-06,110.87204808659178
2026-04-07,89.80635895013933
2026-04-08,58.76218548589364
2026-04-09,62.08834692849139
2026-04-10,56.5447445241618
2026-04-11,54.32730356242997
2026-04-12,55.43602404329589
2026-04-13,52.10986260069813
2026-04-14,73.17555173715057
2026-04-15,56.5447445241618
2026-04-16,56.5447445241618
2026-04-17,59.87090596675955
2026-04-18,56.5447445241618
2026-04-19,57.65346500502772
2026-04-20,54.32730356242997
2026-04-21,55.43602404329589
2026-04-22,58.76218548589364
2026-04-23,59.87090596675955
2026-04-24,52.10986260069813
2026-04-25,51.00114211983221
2026-04-26,58.76218548589364
2026-04-27,58.76218548589364
2026-04-28,68.74066981368689
2026-04-29,72.06683125628464
2026-04-30,80.93659510321199
2026-05-01,70.95811077541873
2026-05-02,87.5889179884075
2026-05-03,86.48019750754158
2026-05-04,77.61043366061423
2026-05-05,74.28427221801648
2026-05-06,80.93659510321199
2026-05-07,82.04531558407791
2026-05-08,78.71915414148016
2026-05-09,79.82787462234607
2026-05-10,77.61043366061423
2026-05-11,77.61043366061423
2026-05-12,78.71915414148016
2026-05-13,82.04531558407791
2026-05-14,79.82787462234607
2026-05-15,82.04531558407791
2026-05-16,57.65346500502772
2026-05-17,57.65346500502772
2026-05-18,60.97962644762547
2026-05-19,69.84939029455282
2026-05-20,64.30578789022323
2026-05-21,60.97962644762547
2026-05-22,63.19706740935731
2026-05-23,58.76218548589364
2026-05-24,58.76218548589364
2026-05-25,63.19706740935731
2026-05-26,58.76218548589364
2026-05-27,64.30578789022323
2026-05-28,60.97962644762547
2026-05-29,56.5447445241618
2026-05-30,59.87090596675955
2026-05-31,65.41450837108914
