Time,the_weather_channel
2024-12-05,16.09307737056428
2024-12-06,10.345549738219894
2024-12-07,9.196044211751017
2024-12-08,8.04653868528214
2024-12-09,12.644560791157648
2024-12-10,12.644560791157648
2024-12-11,16.09307737056428
2024-12-12,11.495055264688771
2024-12-13,11.495055264688771
2024-12-14,10.345549738219894
2024-12-15,9.196044211751017
2024-12-16,13.794066317626527
2024-12-17,10.345549738219894
2024-12-18,13.794066317626527
2024-12-19,13.794066317626527
2024-12-20,13.794066317626527
2024-12-21,6.897033158813263
2024-12-22,8.04653868528214
2024-12-23,12.644560791157648
2024-12-24,9.196044211751017
2024-12-25,8.04653868528214
2024-12-26,13.794066317626527
2024-12-27,11.495055264688771
2024-12-28,13.794066317626527
2024-12-29,14.943571844095404
2024-12-30,13.794066317626527
2024-12-31,14.943571844095404
2025-01-01,13.794066317626527
2025-01-02,18.392088423502035
2025-01-03,24.13961605584642
2025-01-04,25.289121582315296
2025-01-05,37.93368237347295
2025-01-06,34.48516579406631
2025-01-07,29.887143688190807
2025-01-08,29.887143688190807
2025-01-09,37.93368237347295
2025-01-10,36.78417684700407
2025-01-11,17.242582897033156
2025-01-12,11.495055264688771
2025-01-13,16.09307737056428
2025-01-14,17.242582897033156
2025-01-15,20.69109947643979
2025-01-16,22.990110529377542
2025-01-17,22.990110529377542
2025-01-18,20.69109947643979
2025-01-19,27.588132635253054
2025-01-20,26.438627108784175
2025-01-21,39.08318789994183
2025-01-22,20.69109947643979
2025-01-23,13.794066317626527
2025-01-24,12.644560791157648
2025-01-25,9.196044211751017
2025-01-26,10.345549738219894
2025-01-27,13.794066317626527
2025-01-28,10.345549738219894
2025-01-29,12.644560791157648
2025-01-30,13.794066317626527
2025-01-31,11.495055264688771
2025-02-01,9.196044211751017
2025-02-02,10.345549738219894
2025-02-03,12.644560791157648
2025-02-04,16.09307737056428
2025-02-05,21.840605002908667
2025-02-06,20.69109947643979
2025-02-07,17.242582897033156
2025-02-08,16.09307737056428
2025-02-09,14.943571844095404
2025-02-10,21.840605002908667
2025-02-11,29.887143688190807
2025-02-12,29.887143688190807
2025-02-13,21.840605002908667
2025-02-14,22.990110529377542
2025-02-15,22.990110529377542
2025-02-16,27.588132635253054
2025-02-17,27.588132635253054
2025-02-18,36.78417684700407
2025-02-19,29.887143688190807
2025-02-20,19.541593949970913
2025-02-21,12.644560791157648
2025-02-22,9.196044211751017
2025-02-23,8.04653868528214
2025-02-24,11.495055264688771
2025-02-25,10.345549738219894
2025-02-26,11.495055264688771
2025-02-27,11.495055264688771
2025-02-28,10.345549738219894
2025-03-01,8.04653868528214
2025-03-02,9.196044211751017
2025-03-03,13.794066317626527
2025-03-04,21.840605002908667
2025-03-05,22.990110529377542
2025-03-06,13.794066317626527
2025-03-07,11.495055264688771
2025-03-08,10.345549738219894
2025-03-09,9.196044211751017
2025-03-10,13.794066317626527
2025-03-11,12.644560791157648
2025-03-12,12.644560791157648
2025-03-13,16.09307737056428
2025-03-14,22.990110529377542
2025-03-15,35.63467132053519
2025-03-16,25.289121582315296
2025-03-17,12.644560791157648
2025-03-18,12.644560791157648
2025-03-19,17.242582897033156
2025-03-20,13.794066317626527
2025-03-21,9.196044211751017
2025-03-22,8.04653868528214
2025-03-23,10.345549738219894
2025-03-24,12.644560791157648
2025-03-25,10.345549738219894
2025-03-26,12.644560791157648
2025-03-27,13.794066317626527
2025-03-28,14.943571844095404
2025-03-29,13.794066317626527
2025-03-30,19.541593949970913
2025-03-31,24.13961605584642
2025-04-01,16.09307737056428
2025-04-02,32.18615474112856
2025-04-03,28.73763816172193
2025-04-04,20.69109947643979
2025-04-05,17.242582897033156
2025-04-06,13.794066317626527
2025-04-07,14.943571844095404
2025-04-08,10.345549738219894
2025-04-09,11.495055264688771
2025-04-10,12.644560791157648
2025-04-11,11.495055264688771
2025-04-12,6.897033158813263
2025-04-13,8.04653868528214
2025-04-14,11.495055264688771
2025-04-15,11.297997174436965
2025-04-16,10.082805617884151
2025-04-17,11.724956369982547
2025-04-18,12.726668328762567
2025-04-19,12.513188730989778
2025-04-20,12.513188730989778
2025-04-21,14.943571844095404
2025-04-22,11.724956369982547
2025-04-23,13.728380287542592
2025-04-24,15.945283802875426
2025-04-25,14.730092246322613
2025-04-26,11.297997174436965
2025-04-27,9.294573256876921
2025-04-28,17.16047535942824
2025-04-29,19.377378874761074
2025-04-30,16.946995761655444
2025-05-01,18.589146513753843
2025-05-02,20.806050029086677
2025-05-03,16.15876340064822
2025-05-04,11.724956369982547
2025-05-05,18.37566691598105
2025-05-06,20.379090833541092
2025-05-07,13.941859885315383
2025-05-08,13.941859885315383
2025-05-09,13.728380287542592
2025-05-10,10.509764813429735
2025-05-11,10.509764813429735
2025-05-12,14.943571844095404
2025-05-13,14.943571844095404
2025-05-14,13.941859885315383
2025-05-15,20.0670821906424
2025-05-16,22.201878168370314
2025-05-17,17.07836782182332
2025-05-18,11.52789827973074
2025-05-19,20.0670821906424
2025-05-20,20.0670821906424
2025-05-21,15.79749023518657
2025-05-22,14.516612648549822
2025-05-23,11.954857475276324
2025-05-24,11.52789827973074
2025-05-25,13.662694257458655
2025-05-26,13.662694257458655
2025-05-27,17.07836782182332
2025-05-28,17.07836782182332
2025-05-29,19.640122995096817
2025-05-30,22.6288373639159
2025-05-31,13.235735061913072
2025-06-01,10.247020693093992
2025-06-02,12.808775866367489
2025-06-03,16.224449430732154
2025-06-04,17.07836782182332
2025-06-05,19.213163799551236
2025-06-06,16.651408626277735
2025-06-07,14.516612648549822
2025-06-08,17.07836782182332
2025-06-09,19.640122995096817
2025-06-10,15.79749023518657
2025-06-11,14.943571844095404
2025-06-12,16.224449430732154
2025-06-13,17.932286212914484
2025-06-14,14.943571844095404
2025-06-15,12.808775866367489
2025-06-16,17.505327017368902
2025-06-17,17.07836782182332
2025-06-18,23.482755755007062
2025-06-19,17.505327017368902
2025-06-20,14.516612648549822
2025-06-21,10.247020693093992
2025-06-22,11.100939084185157
2025-06-23,13.662694257458655
2025-06-24,16.224449430732154
2025-06-25,17.505327017368902
2025-06-26,20.494041386187984
2025-06-27,17.505327017368902
2025-06-28,14.516612648549822
2025-06-29,14.516612648549822
2025-06-30,17.505327017368902
2025-07-01,17.07836782182332
2025-07-02,13.662694257458655
2025-07-03,14.089653453004239
2025-07-04,13.662694257458655
2025-07-05,15.370531039640987
2025-07-06,16.224449430732154
2025-07-07,18.35924540846007
2025-07-08,17.932286212914484
2025-07-09,17.07836782182332
2025-07-10,17.07836782182332
2025-07-11,15.370531039640987
2025-07-12,14.516612648549822
2025-07-13,12.808775866367489
2025-07-14,17.932286212914484
2025-07-15,17.932286212914484
2025-07-16,22.201878168370314
2025-07-17,17.932286212914484
2025-07-18,14.089653453004239
2025-07-19,14.516612648549822
2025-07-20,14.089653453004239
2025-07-21,13.662694257458655
2025-07-22,11.100939084185157
2025-07-23,12.808775866367489
2025-07-24,13.235735061913072
2025-07-25,17.505327017368902
2025-07-26,14.089653453004239
2025-07-27,13.662694257458655
2025-07-28,14.943571844095404
2025-07-29,13.662694257458655
2025-07-30,24.33667414609823
2025-07-31,20.921000581733566
2025-08-01,13.235735061913072
2025-08-02,9.393102302002825
2025-08-03,9.393102302002825
2025-08-04,12.808775866367489
2025-08-05,11.954857475276324
2025-08-06,13.235735061913072
2025-08-07,11.52789827973074
2025-08-08,10.247020693093992
2025-08-09,11.100939084185157
2025-08-10,11.100939084185157
2025-08-11,14.089653453004239
2025-08-12,16.651408626277735
2025-08-13,16.651408626277735
2025-08-14,14.943571844095404
2025-08-15,14.089653453004239
2025-08-16,15.370531039640987
2025-08-17,17.932286212914484
2025-08-18,17.505327017368902
2025-08-19,21.774918972824732
2025-08-20,17.505327017368902
2025-08-21,16.651408626277735
2025-08-22,13.235735061913072
2025-08-23,10.673979888639575
2025-08-24,11.100939084185157
2025-08-25,11.954857475276324
2025-08-26,11.52789827973074
2025-08-27,10.673979888639575
2025-08-28,12.808775866367489
2025-08-29,11.954857475276324
2025-08-30,8.112224715366077
2025-08-31,8.966143106457242
2025-09-01,8.112224715366077
2025-09-02,11.52789827973074
2025-09-03,12.808775866367489
2025-09-04,12.808775866367489
2025-09-05,13.235735061913072
2025-09-06,14.516612648549822
2025-09-07,9.393102302002825
2025-09-08,10.673979888639575
2025-09-09,9.820061497548409
2025-09-10,9.393102302002825
2025-09-11,7.6852655198204936
2025-09-12,7.258306324274911
2025-09-13,8.112224715366077
2025-09-14,5.977428737638162
2025-09-15,8.966143106457242
2025-09-16,9.393102302002825
2025-09-17,11.954857475276324
2025-09-18,11.954857475276324
2025-09-19,11.100939084185157
2025-09-20,10.247020693093992
2025-09-21,11.100939084185157
2025-09-22,15.79749023518657
2025-09-23,17.07836782182332
2025-09-24,16.651408626277735
2025-09-25,16.651408626277735
2025-09-26,15.370531039640987
2025-09-27,14.516612648549822
2025-09-28,12.381816670821907
2025-09-29,13.662694257458655
2025-09-30,9.820061497548409
2025-10-01,8.966143106457242
2025-10-02,9.393102302002825
2025-10-03,8.53918391091166
2025-10-04,7.6852655198204936
2025-10-05,8.53918391091166
2025-10-06,12.808775866367489
2025-10-07,12.808775866367489
2025-10-08,11.954857475276324
2025-10-09,11.954857475276324
2025-10-10,14.516612648549822
2025-10-11,12.381816670821907
2025-10-12,12.808775866367489
2025-10-13,14.089653453004239
2025-10-14,11.52789827973074
2025-10-15,10.247020693093992
2025-10-16,8.53918391091166
2025-10-17,10.247020693093992
2025-10-18,12.381816670821907
2025-10-19,12.381816670821907
2025-10-20,10.673979888639575
2025-10-21,11.100939084185157
2025-10-22,11.954857475276324
2025-10-23,11.52789827973074
2025-10-24,12.381816670821907
2025-10-25,13.235735061913072
2025-10-26,12.381816670821907
2025-10-27,21.34795977727915
2025-10-28,42.6959195545583
2025-10-29,18.35924540846007
2025-10-30,13.662694257458655
2025-10-31,9.393102302002825
2025-11-01,7.6852655198204936
2025-11-02,6.831347128729328
2025-11-03,9.393102302002825
2025-11-04,8.53918391091166
2025-11-05,10.247020693093992
2025-11-06,11.100939084185157
2025-11-07,11.100939084185157
2025-11-08,9.820061497548409
2025-11-09,12.808775866367489
2025-11-10,16.224449430732154
2025-11-11,12.381816670821907
2025-11-12,9.820061497548409
2025-11-13,10.673979888639575
2025-11-14,9.393102302002825
2025-11-15,8.966143106457242
2025-11-16,8.966143106457242
2025-11-17,11.52789827973074
2025-11-18,12.381816670821907
2025-11-19,11.954857475276324
2025-11-20,14.089653453004239
2025-11-21,11.52789827973074
2025-11-22,8.966143106457242
2025-11-23,8.112224715366077
2025-11-24,14.089653453004239
2025-11-25,14.943571844095404
2025-11-26,14.089653453004239
2025-11-27,11.52789827973074
2025-11-28,14.516612648549822
2025-11-29,15.370531039640987
2025-11-30,15.79749023518657
2025-12-01,25.617551732734977
2025-12-02,21.34795977727915
2025-12-03,14.089653453004239
2025-12-04,19.640122995096817
2025-12-05,14.089653453004239
2025-12-06,11.52789827973074
2025-12-07,12.381816670821907
2025-12-08,18.35924540846007
2025-12-09,15.370531039640987
2025-12-10,16.224449430732154
2025-12-11,16.26326390305448
2025-12-12,14.943571844095406
2025-12-13,15.92363727023413
2025-12-14,15.710157672461339
2025-12-15,13.62387978513633
2025-12-16,9.664803608259106
2025-12-17,12.090708128404463
2025-12-18,14.943571844095406
2025-12-19,14.176986015729472
2025-12-20,8.68473818212038
2025-12-21,8.13163195152724
2025-12-22,12.304187726177254
2025-12-23,13.070773554543187
2025-12-24,11.751081495584113
2025-12-25,12.090708128404463
2025-12-26,18.902648020972627
2025-12-27,12.857293956770397
2025-12-28,14.176986015729472
2025-12-29,17.029849731420413
2025-12-30,13.070773554543187
2025-12-31,12.090708128404463
2026-01-01,11.53760189781132
2026-01-02,10.98449566721818
2026-01-03,10.217909838852247
2026-01-04,9.451324010486314
2026-01-05,10.217909838852247
2026-01-06,10.217909838852247
2026-01-07,10.98449566721818
2026-01-08,12.857293956770397
2026-01-09,12.857293956770397
2026-01-10,12.905812047173304
2026-01-11,10.188798984610504
2026-01-12,11.547305515891903
2026-01-13,10.868052250251203
2026-01-14,15.622825109736105
2026-01-15,14.264318578454704
2026-01-16,16.302078375376805
2026-01-17,14.943571844095406
2026-01-18,18.339838172298904
2026-01-19,22.415357766143106
2026-01-20,38.038182875879215
2026-01-21,61.13279390766302
2026-01-22,61.81204717330372
2026-01-23,61.13279390766302
2026-01-24,67.92532656407002
2026-01-25,61.13279390766302
2026-01-26,29.88714368819081
2026-01-27,24.453117563065206
2026-01-28,24.453117563065206
2026-01-29,27.17013062562801
2026-01-30,29.207890422550108
2026-01-31,26.49087735998731
2026-02-01,17.660584906658205
2026-02-02,16.302078375376805
2026-02-03,15.622825109736105
2026-02-04,14.264318578454704
2026-02-05,13.585065312814004
2026-02-06,14.943571844095406
2026-02-07,12.226558781532603
2026-02-08,10.188798984610504
2026-02-09,11.547305515891903
2026-02-10,12.226558781532603
2026-02-11,12.226558781532603
2026-02-12,9.509545718969804
2026-02-13,9.509545718969804
2026-02-14,9.509545718969804
2026-02-15,12.226558781532603
2026-02-16,13.585065312814004
2026-02-17,12.905812047173304
2026-02-18,15.622825109736105
2026-02-19,17.660584906658205
2026-02-20,18.339838172298904
2026-02-21,18.339838172298904
2026-02-22,21.736104500502407
2026-02-23,23.094611031783806
2026-02-24,14.264318578454704
2026-02-25,12.905812047173304
2026-02-26,12.905812047173304
2026-02-27,11.547305515891903
2026-02-28,10.188798984610504
2026-03-01,10.868052250251203
2026-03-02,13.585065312814004
2026-03-03,14.943571844095406
2026-03-04,14.264318578454704
2026-03-05,14.943571844095406
2026-03-06,17.660584906658205
2026-03-07,16.981331641017505
2026-03-08,12.905812047173304
2026-03-09,14.943571844095406
2026-03-10,21.056851234861707
2026-03-11,27.17013062562801
2026-03-12,20.377597969221007
2026-03-13,13.585065312814004
2026-03-14,13.585065312814004
2026-03-15,23.094611031783806
2026-03-16,37.35892961023851
2026-03-17,14.943571844095406
2026-03-18,11.547305515891903
2026-03-19,10.188798984610504
2026-03-20,9.509545718969804
2026-03-21,8.830292453329102
2026-03-22,9.509545718969804
2026-03-23,10.868052250251203
2026-03-24,9.509545718969804
2026-03-25,10.868052250251203
2026-03-26,14.943571844095406
2026-03-27,12.905812047173304
2026-03-28,9.509545718969804
2026-03-29,9.509545718969804
2026-03-30,12.905812047173304
2026-03-31,16.302078375376805
2026-04-01,17.660584906658205
2026-04-02,19.698344703580307
2026-04-03,16.302078375376805
2026-04-04,15.622825109736105
2026-04-05,11.547305515891903
2026-04-06,12.905812047173304
2026-04-07,12.905812047173304
2026-04-08,11.547305515891903
2026-04-09,12.905812047173304
2026-04-10,13.585065312814004
2026-04-11,10.868052250251203
2026-04-12,10.868052250251203
2026-04-13,14.943571844095406
2026-04-14,16.302078375376805
2026-04-15,16.302078375376805
2026-04-16,14.264318578454704
2026-04-17,18.339838172298904
2026-04-18,14.264318578454704
2026-04-19,10.188798984610504
2026-04-20,12.226558781532603
2026-04-21,12.905812047173304
2026-04-22,14.264318578454704
2026-04-23,12.905812047173304
2026-04-24,14.943571844095406
2026-04-25,14.264318578454704
2026-04-26,12.905812047173304
2026-04-27,21.736104500502407
2026-04-28,23.094611031783806
2026-04-29,16.302078375376805
2026-04-30,13.585065312814004
2026-05-01,13.585065312814004
2026-05-02,10.188798984610504
2026-05-03,8.830292453329102
2026-05-04,12.905812047173304
2026-05-05,14.943571844095406
2026-05-06,16.302078375376805
2026-05-07,14.264318578454704
2026-05-08,13.585065312814004
2026-05-09,11.547305515891903
2026-05-10,10.188798984610504
2026-05-11,12.905812047173304
2026-05-12,12.905812047173304
2026-05-13,12.226558781532603
2026-05-14,12.226558781532603
2026-05-15,10.868052250251203
2026-05-16,12.226558781532603
2026-05-17,13.585065312814004
2026-05-18,20.377597969221007
2026-05-19,21.056851234861707
2026-05-20,20.377597969221007
2026-05-21,19.019091437939608
2026-05-22,16.302078375376805
2026-05-23,16.981331641017505
2026-05-24,16.302078375376805
2026-05-25,14.264318578454704
2026-05-26,14.943571844095406
2026-05-27,15.622825109736105
2026-05-28,13.585065312814004
2026-05-29,12.226558781532603
2026-05-30,11.547305515891903
2026-05-31,10.188798984610504
