Time,privileged
2024-09-16,55.93672832890721
2024-09-17,61.282878681193026
2024-09-18,73.39052083463787
2024-09-19,57.781963027043815
2024-09-20,43.613035898527315
2024-09-21,31.646337967615935
2024-09-22,30.20084527253214
2024-09-23,51.446051322328664
2024-09-24,60.64796613543167
2024-09-25,49.376673260419274
2024-09-26,58.61118566695485
2024-09-27,64.83195512008379
2024-09-28,35.92092923270402
2024-09-29,34.46202817424223
2024-09-30,48.344445988182315
2024-10-01,60.74491863812659
2024-10-02,74.73611718492211
2024-10-03,64.85046968597815
2024-10-04,51.83018958091376
2024-10-05,30.230537578012317
2024-10-06,29.51462322592722
2024-10-07,53.69999417911329
2024-10-08,60.82615587107206
2024-10-09,62.51086312782094
2024-10-10,48.54293837769334
2024-10-11,55.70070706102214
2024-10-12,39.30424673455004
2024-10-13,34.65679450154485
2024-10-14,58.402683910901956
2024-10-15,55.35586335918301
2024-10-16,59.427914226625994
2024-10-17,53.194508184817515
2024-10-18,76.37041238301553
2024-10-19,32.681260990236154
2024-10-20,28.7526339417466
2024-10-21,66.42209274870578
2024-10-22,78.58126385740341
2024-10-23,74.71942121011085
2024-10-24,61.18161075196815
2024-10-25,59.68908845966235
2024-10-26,26.670565841045878
2024-10-27,28.34265623764843
2024-10-28,62.47648665134769
2024-10-29,59.3473400381508
2024-10-30,67.60956979301271
2024-10-31,61.21279134323475
2024-11-01,47.43063241619083
2024-11-02,39.329762378791564
2024-11-03,50.07929972664751
2024-11-04,67.45121197081684
2024-11-05,51.09921808061457
2024-11-06,48.72147251782618
2024-11-07,67.84646829116814
2024-11-08,66.32046333713146
2024-11-09,34.8859215862527
2024-11-10,41.611506075155305
2024-11-11,64.20603530481671
2024-11-12,56.81132482291759
2024-11-13,64.45502570737673
2024-11-14,66.25709497023219
2024-11-15,63.864176010409885
2024-11-16,43.78089862020669
2024-11-17,40.49107981098176
2024-11-18,70.15073010553509
2024-11-19,82.1411935088149
2024-11-20,67.02714618953907
2024-11-21,73.10644148527336
2024-11-22,45.14044267017735
2024-11-23,27.30686662162108
2024-11-24,35.90891851442255
2024-11-25,71.95527954117304
2024-11-26,43.77066039709162
2024-11-27,46.43392863956361
2024-11-28,21.53821109213864
2024-11-29,25.895126158166573
2024-11-30,25.94444556478041
2024-12-01,26.860271914754797
2024-12-02,64.93976874095598
2024-12-03,63.164489275958644
2024-12-04,64.85029228932565
2024-12-05,61.34927854021188
2024-12-06,62.17043916386378
2024-12-07,35.3781821764405
2024-12-08,43.114342840035555
2024-12-09,72.38207892699411
2024-12-10,84.38742457168415
2024-12-11,69.700590453066
2024-12-12,83.41090708562109
2024-12-13,73.04148556048318
2024-12-14,28.337665136490894
2024-12-15,36.04115970720869
2024-12-16,54.02431246586809
2024-12-17,55.70076737756589
2024-12-18,57.374859761389764
2024-12-19,53.05635693559868
2024-12-20,44.46802822047248
2024-12-21,27.34596094416817
2024-12-22,23.05714584041196
2024-12-23,40.10865525477328
2024-12-24,30.70019222214805
2024-12-25,26.417914339638575
2024-12-26,28.95435400894134
2024-12-27,37.44429496712997
2024-12-28,28.914108455701097
2024-12-29,34.842759386261356
2024-12-30,30.572353405973157
2024-12-31,40.73476189195871
2025-01-01,16.96099801495803
2025-01-02,45.7627926447591
2025-01-03,47.42463822088826
2025-01-04,49.084132733104944
2025-01-05,25.370638673617872
2025-01-06,51.55097527379906
2025-01-07,79.383766018552
2025-01-08,51.479030773062135
2025-01-09,61.563025737919475
2025-01-10,49.721653889734135
2025-01-11,39.58109077152467
2025-01-12,25.246860984802677
2025-01-13,55.50424390359389
2025-01-14,52.103866678974086
2025-01-15,63.82454879688598
2025-01-16,59.58381324553824
2025-01-17,62.05793728567676
2025-01-18,34.35935731749941
2025-01-19,36.01016212368585
2025-01-20,36.82176742491946
2025-01-21,57.702717261108226
2025-01-22,61.00495923232624
2025-01-23,62.63232568063643
2025-01-24,65.09187147391536
2025-01-25,35.024844290000104
2025-01-26,41.6669374828585
2025-01-27,61.62370938826509
2025-01-28,69.90203671832316
2025-01-29,81.4949940866156
2025-01-30,55.676747754358466
2025-01-31,68.9241206585249
2025-02-01,39.00182875425352
2025-02-02,51.41296614578161
2025-02-03,57.17732123502325
2025-02-04,69.5580869627719
2025-02-05,68.6815282772
2025-02-06,74.42138839092122
2025-02-07,70.23724528097954
2025-02-08,47.067005824220146
2025-02-09,48.68405945921304
2025-02-10,57.71992452325216
2025-02-11,67.56696227463532
2025-02-12,79.04683522536091
2025-02-13,60.888821834824995
2025-02-14,59.2012435738011
2025-02-15,40.261206023158685
2025-02-16,45.98021297975607
2025-02-17,45.94762995695035
2025-02-18,66.4128514826896
2025-02-19,68.82374483172514
2025-02-20,58.13118175736387
2025-02-21,70.36244596703546
2025-02-22,38.42659408493356
2025-02-23,48.20337962509863
2025-02-24,65.31407638094134
2025-02-25,75.05780159439188
2025-02-26,77.45022996236244
2025-02-27,71.69234000742345
2025-02-28,61.05794846687448
2025-03-01,48.811588291112706
2025-03-02,47.96388230920851
2025-03-03,76.36259560511402
2025-03-04,63.31955083161161
2025-03-05,58.40714753306887
2025-03-06,60.79738844145828
2025-03-07,56.70374525710424
2025-03-08,31.569538874802113
2025-03-09,39.63597270583153
2025-03-10,59.81565357163474
2025-03-11,50.080008827596664
2025-03-12,48.429882430405634
2025-03-13,59.68747727822494
2025-03-14,48.36063292227908
2025-03-15,43.49342309005317
2025-03-16,43.46228704249447
2025-03-17,68.3638653042015
2025-03-18,59.47413769310052
2025-03-19,57.02212725307863
2025-03-20,58.586349772141574
2025-03-21,53.73246668178633
2025-03-22,40.87148603734714
2025-03-23,40.84214913689041
2025-03-24,76.02388438953274
2025-03-25,75.96927413985729
2025-03-26,72.71827467124584
2025-03-27,71.86747170057093
2025-03-28,69.42192853220044
2025-03-29,42.261094102203806
2025-03-30,34.2626262140808
2025-03-31,66.08722129651639
2025-04-01,59.67435729625006
2025-04-02,65.99203897978485
2025-04-03,67.53349543430444
2025-04-04,52.39996141397858
2025-04-05,42.048403401655385
2025-04-06,28.54056919816
2025-04-07,64.16992287501884
2025-04-08,70.45677395756123
2025-04-09,64.07725444931337
2025-04-10,64.03094384444907
2025-04-11,52.92557384620157
2025-04-12,25.259602903979175
2025-04-13,37.86198901440582
2025-04-14,64.63407929073662
2025-04-15,70.28499977147247
2025-04-16,55.89706349087516
2025-04-17,48.844498789143444
2025-04-18,56.758865136912824
2025-04-19,37.51416881313446
2025-04-20,31.398894105632337
2025-04-21,59.09833845045009
2025-04-22,55.72767009556943
2025-04-23,64.83003869598207
2025-04-24,53.54482770264359
2025-04-25,63.849306349670435
2025-04-26,48.622442438750745
2025-04-27,28.25044116833526
2025-04-28,54.93946845527566
2025-04-29,55.824855845857094
2025-04-30,61.567698396087245
2025-05-01,46.380440921526294
2025-05-02,64.82889934633134
2025-05-03,31.48655077952737
2025-05-04,42.37229575398629
2025-05-05,72.60133287122204
2025-05-06,55.33341173550091
2025-05-07,63.46163595171563
2025-05-08,58.590616186548374
2025-05-09,62.48843374007521
2025-05-10,37.40939334449071
2025-05-11,42.221782024916585
2025-05-12,55.45716104808889
2025-05-13,57.24269372567227
2025-05-14,60.22641325652741
2025-05-15,43.4094504325325
2025-05-16,55.20697535529973
2025-05-17,19.701990604689687
2025-05-18,28.54645370927408
2025-05-19,54.09919202202164
2025-05-20,51.109922833669245
2025-05-21,48.12509753243621
2025-05-22,46.1261206189475
2025-05-23,43.1494383607629
2025-05-24,43.11698791499629
2025-05-25,26.438245864737024
2025-05-26,34.246005393090485
2025-05-27,53.774630827461564
2025-05-28,44.94126776961411
2025-05-29,50.76488878718071
2025-05-30,48.77559492653568
2025-05-31,33.142390584591745
2025-06-01,34.09142613426149
2025-06-02,49.69701205884904
2025-06-03,51.667668997902645
2025-06-04,41.936701752960666
2025-06-05,65.37073289969054
2025-06-06,75.15916251024333
2025-06-07,68.35524155972705
2025-06-08,59.59174633300014
2025-06-09,72.32199745913066
2025-06-10,68.4414288518497
2025-06-11,76.29531764379894
2025-06-12,64.58466236176798
2025-06-13,52.86415724356069
2025-06-14,50.92756508581196
2025-06-15,52.908477514465304
2025-06-16,64.69300080175702
2025-06-17,69.62312080416294
2025-06-18,67.69021998303413
2025-06-19,55.941397070215814
2025-06-20,53.01927083824746
2025-06-21,24.556216778892317
2025-06-22,43.23699536963363
2025-06-23,51.1196032053112
2025-06-24,61.959214255976754
2025-06-25,55.0978334221353
2025-06-26,60.04231012173552
2025-06-27,59.08262649243547
2025-06-28,40.389949084154914
2025-06-29,41.39230071552296
2025-06-30,58.170532079316764
2025-07-01,56.22203357157582
2025-07-02,67.09979579524153
2025-07-03,52.3201123850259
2025-07-04,40.490868270262204
2025-07-05,32.60374808763757
2025-07-06,50.40853116533997
2025-07-07,59.32876617991891
2025-07-08,55.39648574206654
2025-07-09,68.28468679197933
2025-07-10,48.51212250184919
2025-07-11,65.36992988026607
2025-07-12,38.643682034994654
2025-07-13,33.70330896302291
2025-07-14,53.5509325632117
2025-07-15,68.4544909610999
2025-07-16,57.56524358044041
2025-07-17,53.61737326077994
2025-07-18,40.72630170560073
2025-07-19,50.68046134937773
2025-07-20,66.60769040424886
2025-07-21,63.65150219230114
2025-07-22,57.70795856406543
2025-07-23,49.76874380606317
2025-07-24,65.72180614773531
2025-07-25,57.77930996299502
2025-07-26,36.87438682447568
2025-07-27,47.85672439088948
2025-07-28,83.78371057241766
2025-07-29,71.84413097754525
2025-07-30,58.89646510600605
2025-07-31,90.87762159194901
2025-08-01,66.93736743443098
2025-08-02,41.977957604791946
2025-08-03,41.99517708804465
2025-08-04,53.015642879934056
2025-08-05,71.05006357762181
2025-08-06,71.0791710466219
2025-08-07,64.09760267099797
2025-08-08,71.13738432717118
2025-08-09,51.1195915080949
2025-08-10,37.10192999602928
2025-08-11,79.25001842598674
2025-08-12,47.16801126968882
2025-08-13,55.21915397611888
2025-08-14,65.28564379012343
2025-08-15,67.32189574919099
2025-08-16,48.25028643381826
2025-08-17,37.208094640042376
2025-08-18,69.416349480029
2025-08-19,42.270644372390315
2025-08-20,63.431787449521245
2025-08-21,60.43581700021433
2025-08-22,59.45273393462089
2025-08-23,35.28291510052041
2025-08-24,51.43314875647902
2025-08-25,61.5430786919676
2025-08-26,66.61464071456297
2025-08-27,66.6416875766994
2025-08-28,54.547145938848665
2025-08-29,59.62198493718712
2025-08-30,42.45997959741404
2025-08-31,44.49991325965448
2025-09-01,49.57679992428918
2025-09-02,70.85268268953091
2025-09-03,66.83100123151692
2025-09-04,64.83204265216256
2025-09-05,54.72416145681165
2025-09-06,53.73246638518711
2025-09-07,26.369975731336464
2025-09-08,66.96620986338216
2025-09-09,83.23403793969922
2025-09-10,69.05120759143007
2025-09-11,53.84103682754573
2025-09-12,66.0580892286745
2025-09-13,45.75095840170838
2025-09-14,43.735197890376604
2025-09-15,51.89287120101746
2025-09-16,92.63044006248674
2025-09-17,78.41114521966871
2025-09-18,95.76120195811222
2025-09-19,71.3402069108145
2025-09-20,67.29065819507228
2025-09-21,75.47741248662453
2025-09-22,96.9355900615217
2025-09-23,84.7250905146933
2025-09-24,88.84386113323906
2025-09-25,83.77147727548186
2025-09-26,89.93713950372681
2025-09-27,59.30050550008746
2025-09-28,65.46125187564478
2025-09-29,86.97553640037053
2025-09-30,88.03399813305836
2025-10-01,83.97297491314063
2025-10-02,79.90867485754606
2025-10-03,70.7166995421081
2025-10-04,26.657519427624987
2025-10-05,48.20783919230903
2025-10-06,61.56649175414494
2025-10-07,75.96230815749823
2025-10-08,67.77719202699623
2025-10-09,100.0
2025-10-10,79.13644791514899
2025-10-11,47.295154269411064
2025-10-12,58.628203323641934
2025-10-13,75.11513162362381
2025-10-14,72.05686832641243
2025-10-15,78.26428721921442
2025-10-16,61.812159885172704
2025-10-17,56.6836637861943
2025-10-18,39.17881567552728
2025-10-19,43.320095854121256
2025-10-20,61.91041406473156
2025-10-21,76.38647094562955
2025-10-22,82.61271780424735
2025-10-23,68.18250977678926
2025-10-24,64.07561613322545
2025-10-25,37.219932770525766
2025-10-26,51.714817772868734
2025-10-27,81.74174885665389
2025-10-28,61.071785013024716
2025-10-29,85.94851780721157
2025-10-30,84.9465563363808
2025-10-31,66.32594617631266
2025-11-01,46.65384883665038
2025-11-02,41.48645903814688
2025-11-03,71.59238159515543
2025-11-04,90.30426102456593
2025-11-05,83.07114144127235
2025-11-06,79.98748576847716
2025-11-07,78.97978954340716
2025-11-08,36.386594651575
2025-11-09,54.08136318823917
2025-11-10,94.6796243566293
2025-11-11,73.89996958490805
2025-11-12,82.259053660992
2025-11-13,74.99973872142954
2025-11-14,66.69262233624191
2025-11-15,41.69925609713871
2025-11-16,47.97296636129801
2025-11-17,81.37737940281022
2025-11-18,73.05962237096414
2025-11-19,86.66179717994767
2025-11-20,75.20595680376087
2025-11-21,68.96579643135217
2025-11-22,41.813817340816485
2025-11-23,35.55565468957637
2025-11-24,60.67749216892847
2025-11-25,64.88751103909401
2025-11-26,58.630983685326974
2025-11-27,43.99041933597646
2025-11-28,39.81640052579005
2025-11-29,38.78373608287081
2025-11-30,41.94472580094503
2025-12-01,61.89260473775256
2025-12-02,68.21335593051411
2025-12-03,67.19009814036777
2025-12-04,71.41729335337364
2025-12-05,65.14112688257309
2025-12-06,48.349328184167575
2025-12-07,36.80184756718068
2025-12-08,71.52854437891261
2025-12-09,65.24255971135075
2025-12-10,62.10979171020511
2025-12-11,67.62539548397692
2025-12-12,74.90515393673498
2025-12-13,40.14973679599956
2025-12-14,37.48197247727881
2025-12-15,71.56045264153111
2025-12-16,57.41179551546355
2025-12-17,76.1973223085822
2025-12-18,57.456784256394535
2025-12-19,50.20614267813563
2025-12-20,34.130538487282266
2025-12-21,41.81962086369724
2025-12-22,63.68099781660715
2025-12-23,38.76212967167309
2025-12-24,36.48060758635242
2025-12-25,47.62893733794257
2025-12-26,36.50910229046529
2025-12-27,30.3771217928392
2025-12-28,41.934080066959915
2025-12-29,40.00357250791189
2025-12-30,51.57327681021232
2025-12-31,36.58033650467747
2026-01-01,26.183390505943816
2026-01-02,41.617071838800015
2026-01-03,41.63326693037229
2026-01-04,30.471912812003616
2026-01-05,41.66565661744879
2026-01-06,57.12934521117129
2026-01-07,54.043247340458485
2026-01-08,64.50379695388067
2026-01-09,48.419092525901384
2026-01-10,40.78958814679154
2026-01-11,43.35552852296221
2026-01-12,75.26338348287513
2026-01-13,100.0
2026-01-14,94.47035840020017
2026-01-15,100.0
2026-01-16,90.70976483863181
2026-01-17,71.57305315234505
2026-01-18,69.04321944747808
2026-01-19,67.79049963397615
2026-01-20,81.89145047063933
2026-01-21,85.76279967796357
2026-01-22,75.55124927526512
2026-01-23,85.8281725729546
2026-01-24,71.76429922507799
2026-01-25,93.58550180285503
2026-01-26,93.62111280426585
2026-01-27,75.69515973786562
2026-01-28,80.85776647879632
2026-01-29,100.0
2026-01-30,98.90127814278011
2026-01-31,80.9499571594695
2026-02-01,95.12017098492366
2026-02-02,100.0
2026-02-03,100.0
2026-02-04,90.85492119646317
2026-02-05,98.95992739741281
2026-02-06,90.13352558878107
2026-02-07,62.902246114767856
2026-02-08,59.159058812596356
2026-02-09,73.85447168666849
2026-02-10,100.0
2026-02-11,92.90424362314616
2026-02-12,99.85447567177836
2026-02-13,100.0
2026-02-14,89.76509214353194
2026-02-15,69.88656749233805
2026-02-16,90.32733763024083
2026-02-17,100.0
2026-02-18,100.0
2026-02-19,100.0
2026-02-20,98.27815533158201
2026-02-21,73.9357304566132
2026-02-22,97.5105350188276
2026-02-23,100.0
2026-02-24,98.1084029808162
2026-02-25,100.0
2026-02-26,100.0
2026-02-27,100.0
2026-02-28,60.1428769771673
2026-03-01,71.54748422574326
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
