Time,privileged
2022-07-05,39.3521792647128
2022-07-06,34.59729264507448
2022-07-07,28.28019502387127
2022-07-08,37.67136898754742
2022-07-09,23.522392459069476
2022-07-10,27.416887997469154
2022-07-11,39.129995627263256
2022-07-12,41.43860729816955
2022-07-13,44.523923483007145
2022-07-14,34.33684149316687
2022-07-15,29.62648738400874
2022-07-16,23.367191865484575
2022-07-17,24.901399463353265
2022-07-18,32.65211955529636
2022-07-19,31.067777991060936
2022-07-20,45.005554059357976
2022-07-21,48.063736377917294
2022-07-22,36.40082448757784
2022-07-23,25.53375156247838
2022-07-24,20.871399987185562
2022-07-25,37.0694365618753
2022-07-26,41.663451029998576
2022-07-27,41.623804668037714
2022-07-28,38.50386763539549
2022-07-29,37.697848890069885
2022-07-30,17.678046195005663
2022-07-31,20.732703310848496
2022-08-01,37.59012674192384
2022-08-02,39.087080037237826
2022-08-03,42.878168001427454
2022-08-04,52.7815607560275
2022-08-05,42.032049804506926
2022-08-06,33.59348809804707
2022-08-07,19.831707776778575
2022-08-08,36.577342272203275
2022-08-09,44.91659873439002
2022-08-10,44.112999117576514
2022-08-11,44.830557876718466
2022-08-12,32.64178696472865
2022-08-13,21.234724911397343
2022-08-14,21.214342446597968
2022-08-15,43.144866887074
2022-08-16,48.396815241929325
2022-08-17,37.773666705159954
2022-08-18,46.0395534025554
2022-08-19,39.20906949017579
2022-08-20,30.885082871637405
2022-08-21,24.834783213689164
2022-08-22,45.86248518588659
2022-08-23,46.56939025291966
2022-08-24,47.27486753983531
2022-08-25,53.97628284872216
2022-08-26,44.18786205122682
2022-08-27,23.94314818476241
2022-08-28,21.67750853063702
2022-08-29,59.26815059964849
2022-08-30,54.808503877772864
2022-08-31,44.69830690905091
2022-09-01,42.46084957945813
2022-09-02,40.22655263989575
2022-09-03,26.70596397298552
2022-09-04,23.524397213546454
2022-09-05,29.14418409197097
2022-09-06,46.98140550061356
2022-09-07,46.670956045983296
2022-09-08,36.62400465899598
2022-09-09,40.98359972260854
2022-09-10,26.57235770168072
2022-09-11,24.639403296159713
2022-09-12,35.562770018416835
2022-09-13,46.47045289365216
2022-09-14,46.71230514747039
2022-09-15,49.81647735805305
2022-09-16,55.098120244666426
2022-09-17,25.486164912303675
2022-09-18,29.55108871728555
2022-09-19,51.57639744139051
2022-09-20,49.911429699687
2022-09-21,49.60176284787865
2022-09-22,54.184588918560216
2022-09-23,43.96620007171763
2022-09-24,22.915442931207274
2022-09-25,31.84317640401968
2022-09-26,38.31908780442419
2022-09-27,49.31286331217269
2022-09-28,43.78997869605883
2022-09-29,62.33850980137299
2022-09-30,34.96215055376068
2022-10-01,24.01249139837397
2022-10-02,25.07890324269562
2022-10-03,42.482616231811186
2022-10-04,54.4104572755962
2022-10-05,42.397718132293214
2022-10-06,46.699433999056865
2022-10-07,40.143011572063806
2022-10-08,27.096492685464057
2022-10-09,21.655473899153606
2022-10-10,46.51259351683664
2022-10-11,39.982321600902104
2022-10-12,43.18075562099745
2022-10-13,50.68644656810746
2022-10-14,36.62995831095284
2022-10-15,17.220302968272698
2022-10-16,22.578920591451975
2022-10-17,45.11240970474138
2022-10-18,42.920953197360106
2022-10-19,40.733841817472324
2022-10-20,44.976251054149486
2022-10-21,44.930910098584135
2022-10-22,22.442795886834052
2022-10-23,21.35252194257208
2022-10-24,44.79502301578393
2022-10-25,43.68430180703448
2022-10-26,41.5113630104615
2022-10-27,46.78597482829547
2022-10-28,36.11622238822495
2022-10-29,24.40683177669136
2022-10-30,20.141746135156694
2022-10-31,42.3607097415643
2022-11-01,47.607485582378075
2022-11-02,38.047357562096465
2022-11-03,51.73412657620844
2022-11-04,100.0
2022-11-05,56.897371855312336
2022-11-06,42.10336435985168
2022-11-07,55.73022729037638
2022-11-08,55.67352536167342
2022-11-09,57.715601122418875
2022-11-10,57.656818769041344
2022-11-11,42.936740147137336
2022-11-12,37.66211539750376
2022-11-13,30.307978838426266
2022-11-14,50.11373298263746
2022-11-15,53.19147142129118
2022-11-16,57.30474699163201
2022-11-17,62.45036954822521
2022-11-18,47.8296515184084
2022-11-19,38.43231115777585
2022-11-20,31.12943191682235
2022-11-21,47.68290482841107
2022-11-22,43.49194850332692
2022-11-23,31.033824542277635
2022-11-24,16.534393465028483
2022-11-25,14.452744654286718
2022-11-26,15.46918132523923
2022-11-27,25.75547862448146
2022-11-28,36.020602581864296
2022-11-29,37.011655489709796
2022-11-30,42.1087854605826
2022-12-01,46.16937418870491
2022-12-02,37.922379555310656
2022-12-03,26.62069280217798
2022-12-04,22.501973160083175
2022-12-05,60.283938080723274
2022-12-06,44.91110367802525
2022-12-07,44.8647179194036
2022-12-08,47.87415286015495
2022-12-09,47.82465508572118
2022-12-10,28.461810932121832
2022-12-11,27.41691188939917
2022-12-12,30.4316896028076
2022-12-13,45.60023990654845
2022-12-14,46.56525787058774
2022-12-15,38.427055528858254
2022-12-16,50.50944655145014
2022-12-17,24.21936233980757
2022-12-18,22.178019661158793
2022-12-19,38.26767378192987
2022-12-20,28.16791123526299
2022-12-21,33.16335500259324
2022-12-22,25.097600304540784
2022-12-23,23.06574346667377
2022-12-24,20.036266996647512
2022-12-25,17.01307005721879
2022-12-26,17.99504717009497
2022-12-27,27.96307912988431
2022-12-28,24.940962275841645
2022-12-29,24.91490308491118
2022-12-30,19.91108589168424
2022-12-31,10.939643050566561
2023-01-01,12.915139294650993
2023-01-02,18.8848132537776
2023-01-03,23.865670270324
2023-01-04,45.76394723755309
2023-01-05,40.808694430706346
2023-01-06,30.86979084948937
2023-01-07,20.9215755243451
2023-01-08,19.934627990323822
2023-01-09,34.90190899625289
2023-01-10,38.90887658929191
2023-01-11,34.93453973470931
2023-01-12,51.92699268339818
2023-01-13,34.967184755944444
2023-01-14,14.992933981116012
2023-01-15,20.999906435974967
2023-01-16,27.012480995319844
2023-01-17,44.04087932734389
2023-01-18,45.06281973795741
2023-01-19,45.08383566384265
2023-01-20,47.109516455315294
2023-01-21,23.064339325127317
2023-01-22,24.078352526323876
2023-01-23,39.14555257280644
2023-01-24,48.20158310044387
2023-01-25,41.19135850542937
2023-01-26,36.184860552038074
2023-01-27,40.22411408273605
2023-01-28,24.145698979734235
2023-01-29,17.111160137131417
2023-01-30,35.24524410363319
2023-01-31,43.321434425725634
2023-02-01,39.30979907541069
2023-02-02,39.328068580681496
2023-02-03,37.32858093320195
2023-02-04,20.186984373100163
2023-02-05,19.186541497785342
2023-02-06,40.411473220005554
2023-02-07,37.39796420974161
2023-02-08,48.53879282038373
2023-02-09,39.45606652325105
2023-02-10,41.49869441557155
2023-02-11,29.36634671834879
2023-02-12,29.3799613208445
2023-02-13,39.529295737748846
2023-02-14,40.56165434698303
2023-02-15,40.58044535142785
2023-02-16,44.65916448033323
2023-02-17,44.679843562969126
2023-02-18,24.382105709715457
2023-02-19,24.393390106287736
2023-02-20,32.53956926844848
2023-02-21,42.727940928507344
2023-02-22,47.836713557606046
2023-02-23,31.566463229064606
2023-02-24,37.693516925120484
2023-02-25,22.42271891174768
2023-02-26,27.531505619585396
2023-02-27,51.00781963336362
2023-02-28,44.90760973760226
2023-03-01,46.97054008156864
2023-03-02,41.88437011620399
2023-03-03,35.77144935920255
2023-03-04,23.51779715336367
2023-03-05,30.68953593539538
2023-03-06,51.172812233403796
2023-03-07,44.028906587574596
2023-03-08,46.09799899668356
2023-03-09,42.01975188732596
2023-03-10,48.19117358451527
2023-03-11,21.542143190545804
2023-03-12,17.446907356242427
2023-03-13,39.01692163437416
2023-03-14,34.92594325980691
2023-03-15,40.08054402125666
2023-03-16,35.98626467247027
2023-03-17,29.830902964108365
2023-03-18,24.69899433779925
2023-03-19,18.532760468781976
2023-03-20,47.38326349701676
2023-03-21,43.282855953677306
2023-03-22,38.14764880162541
2023-03-23,47.448585218216614
2023-03-24,37.15072318260722
2023-03-25,16.519010955448643
2023-03-26,16.526591017611644
2023-03-27,46.50236075275933
2023-03-28,52.726847373962954
2023-03-29,40.33901868263971
2023-03-30,36.21827910189847
2023-03-31,32.09374938805587
2023-04-01,14.50059246060121
2023-04-02,14.507235012938924
2023-04-03,41.46822569587003
2023-04-04,40.45003226396221
2023-04-05,29.054342479238596
2023-04-06,30.10576897478474
2023-04-07,32.196753225904466
2023-04-08,22.859760504115073
2023-04-09,18.711993691392824
2023-04-10,43.68128054893196
2023-04-11,42.660740893984574
2023-04-12,51.008086820596354
2023-04-13,41.65827815712356
2023-04-14,38.5515079090443
2023-04-15,22.93298569039569
2023-04-16,21.90057107226501
2023-04-17,38.60433239856552
2023-04-18,43.841130288398254
2023-04-19,43.8611307875828
2023-04-20,47.01550239814388
2023-04-21,39.72008324612388
2023-04-22,20.91483714006575
2023-04-23,27.201680153549603
2023-04-24,43.961197556009644
2023-04-25,52.35859971928077
2023-04-26,40.92728989204579
2023-04-27,42.77864900671929
2023-04-28,40.077986798126325
2023-04-29,26.30446576431881
2023-04-30,29.420689167828588
2023-05-01,46.33328679064034
2023-05-02,48.18903883409039
2023-05-03,42.374927458809246
2023-05-04,38.7929252102377
2023-05-05,38.4116102791859
2023-05-06,12.06213193661153
2023-05-07,18.779095873308524
2023-05-08,36.20871434375079
2023-05-09,42.93725277670633
2023-05-10,46.06823850772866
2023-05-11,31.761198199821447
2023-05-12,39.37305945788104
2023-05-13,20.571369460333816
2023-05-14,11.212854154584521
2023-05-15,38.04553583611667
2023-05-16,49.2770123100446
2023-05-17,39.91862937729368
2023-05-18,42.571383313777126
2023-05-19,34.96600455604009
2023-05-20,17.973669052942803
2023-05-21,17.008353072669912
2023-05-22,34.11704559269562
2023-05-23,31.87876203617094
2023-05-24,36.387507217867686
2023-05-25,41.50774960886245
2023-05-26,34.60510740384429
2023-05-27,14.617513487362368
2023-05-28,16.163349613119838
2023-05-29,23.870740469425353
2023-05-30,37.74786190749637
2023-05-31,33.911030681098104
2023-06-01,43.17857757886048
2023-06-02,29.312701631882447
2023-06-03,16.206284079699685
2023-06-04,20.07378913806294
2023-06-05,34.75844478448659
2023-06-06,48.68331467648525
2023-06-07,51.79718011590836
2023-06-08,35.57794219024576
2023-06-09,37.91496924876039
2023-06-10,17.03055883747927
2023-06-11,24.782649932004958
2023-06-12,36.41557092437548
2023-06-13,40.30733323646228
2023-06-14,34.89672319201997
2023-06-15,41.118699710343
2023-06-16,29.49432242049728
2023-06-17,27.177790764277095
2023-06-18,18.644407368688118
2023-06-19,34.9736570064208
2023-06-20,35.766587930402736
2023-06-21,49.006234238580625
2023-06-22,49.806017221068515
2023-06-23,38.149507405701456
2023-06-24,25.703825518398013
2023-06-25,28.052866906666935
2023-06-26,39.759032561352804
2023-06-27,42.11630186156755
2023-06-28,35.8926145603022
2023-06-29,43.714552817740724
2023-06-30,35.14319419712095
2023-07-01,20.313872771546777
2023-07-02,25.01266554169765
2023-07-03,27.36961041025231
2023-07-04,29.728616416652713
2023-07-05,33.65503465258117
2023-07-06,34.45281441389095
2023-07-07,35.251283958681896
2023-07-08,26.645979979144634
2023-07-09,27.441707743587028
2023-07-10,43.9259723424183
2023-07-11,49.43836833105982
2023-07-12,42.39430480797801
2023-07-13,45.554563202506685
2023-07-14,46.360274224106746
2023-07-15,24.369449908893003
2023-07-16,23.59365859351682
2023-07-17,47.99476077281358
2023-07-18,43.292892435434005
2023-07-19,49.61172586448414
2023-07-20,37.81593584914362
2023-07-21,46.50240482661897
2023-07-22,33.11787278284039
2023-07-23,33.13234173933554
2023-07-24,33.14681369521422
2023-07-25,41.84638805893453
2023-07-26,53.71314593210255
2023-07-27,41.09268745418748
2023-07-28,29.251787284878
2023-07-29,25.30988073551278
2023-07-30,15.825575436923987
2023-07-31,34.83144905334678
2023-08-01,39.59844919053648
2023-08-02,37.23876725495025
2023-08-03,48.35222836728087
2023-08-04,45.20127572961841
2023-08-05,22.21380741178235
2023-08-06,19.8423940866298
2023-08-07,39.70206668188825
2023-08-08,38.92496178598734
2023-08-09,53.24709011104764
2023-08-10,41.34408057721995
2023-08-11,49.31630836495351
2023-08-12,27.85195894981615
2023-08-13,21.495138867854106
2023-08-14,53.36297573713123
2023-08-15,39.043614830007265
2023-08-16,45.43781669251943
2023-08-17,43.86255297202012
2023-08-18,42.28590789921113
2023-08-19,20.753037395800717
2023-08-20,15.970804890910484
2023-08-21,38.346567096605106
2023-08-22,44.7570735300406
2023-08-23,41.57816877179947
2023-08-24,42.396128503552355
2023-08-25,48.016428511192224
2023-08-26,18.414276917797668
2023-08-27,31.237741626267685
2023-08-28,49.681517840014436
2023-08-29,36.87644947687383
2023-08-30,48.12054947049328
2023-08-31,40.92017853932618
2023-09-01,52.175746835386406
2023-09-02,31.318997751650205
2023-09-03,17.67477190047768
2023-09-04,36.97232945548654
2023-09-05,55.482481424338275
2023-09-06,53.09314865417906
2023-09-07,44.263418665329176
2023-09-08,47.503099856056785
2023-09-09,30.6084380760236
2023-09-10,43.51499338168204
2023-09-11,47.56469554541339
2023-09-12,57.26358892674675
2023-09-13,41.15075933349552
2023-09-14,46.819103237656826
2023-09-15,50.877179211918474
2023-09-16,21.005990198267593
2023-09-17,32.330847923023036
2023-09-18,57.412003501849036
2023-09-19,50.96500974190527
2023-09-20,55.03356422701799
2023-09-21,60.72494285875048
2023-09-22,53.46097415967096
2023-09-23,17.01763741903224
2023-09-24,28.374943963101565
2023-09-25,49.474767000917396
2023-09-26,59.232995333587354
2023-09-27,54.38792718654001
2023-09-28,53.59921980315058
2023-09-29,48.74752476394537
2023-09-30,25.197053350245948
2023-10-01,33.33946449153712
2023-10-02,47.9687871346683
2023-10-03,53.65159142094454
2023-10-04,62.583713517171006
2023-10-05,52.822125858780325
2023-10-06,41.438554172732964
2023-10-07,25.996583679312533
2023-10-08,28.429302996845436
2023-10-09,46.29188594131581
2023-10-10,59.27679495480473
2023-10-11,56.83183938197284
2023-10-12,52.76413608046856
2023-10-13,64.93027597303895
2023-10-14,17.853020891923386
2023-10-15,43.81416573889674
2023-10-16,51.108492934292244
2023-10-17,55.96716888109626
2023-10-18,67.3122405148656
2023-10-19,61.62561076798168
2023-10-20,44.590465677292805
2023-10-21,29.181894105672043
2023-10-22,30.798262405684795
2023-10-23,55.91435697591836
2023-10-24,52.664650979532844
2023-10-25,55.086649701345856
2023-10-26,80.99701697726516
2023-10-27,40.49212699130263
2023-10-28,27.530306596119814
2023-10-29,24.287617498563748
2023-10-30,58.28109048178535
2023-10-31,59.890562087688
2023-11-01,52.598275612311674
2023-11-02,67.15335367335229
2023-11-03,50.96377757392228
2023-11-04,37.20577246228738
2023-11-05,35.58251050621174
2023-11-06,53.365335587081624
2023-11-07,46.08096319773285
2023-11-08,46.07368145517043
2023-11-09,56.57277087733668
2023-11-10,45.251061589895876
2023-11-11,27.46951430752844
2023-11-12,19.387178437297763
2023-11-13,47.65260680128383
2023-11-14,53.29787046445624
2023-11-15,46.02269330748553
2023-11-16,62.1611638527127
2023-11-17,47.62244014344777
2023-11-18,22.596900273529062
2023-11-19,29.048554541778525
2023-11-20,56.47434961243236
2023-11-21,38.71913007593945
2023-11-22,38.71299136651932
2023-11-23,26.610960871967677
2023-11-24,23.38168047394829
2023-11-25,17.735012331716593
2023-11-26,24.986278826866375
2023-11-27,42.71169589738155
2023-11-28,53.985458030077645
2023-11-29,62.03313617977715
2023-11-30,52.357316405141404
2023-12-01,50.73825933174221
2023-12-02,29.79392462298383
2023-12-03,35.42498107797719
2023-12-04,61.983860139367366
2023-12-05,47.48657343822578
2023-12-06,53.11212371714208
2023-12-07,45.05766202258682
2023-12-08,53.89969487724877
2023-12-09,29.760764933362985
2023-12-10,24.93072478458618
2023-12-11,48.24533093265002
2023-12-12,52.25744934971509
2023-12-13,48.229959574901706
2023-12-14,54.651909396153115
2023-12-15,53.83962083087617
2023-12-16,30.531035426074254
2023-12-17,35.34608708695541
2023-12-18,41.76598459563896
2023-12-19,54.608341925694354
2023-12-20,36.93504138344115
2023-12-21,41.74599013808177
2023-12-22,46.800480658210816
2023-12-23,24.374687387887658
2023-12-24,12.937161758008612
2023-12-25,17.146825070932014
2023-12-26,20.90230526834682
2023-12-27,35.784696973846195
2023-12-28,33.07154487405201
2023-12-29,27.05528467637578
2023-12-30,22.09111185797866
2023-12-31,21.33617478380002
2024-01-01,22.083315405279464
2024-01-02,39.500706555419235
2024-01-03,40.69642245466154
2024-01-04,43.691274006459125
2024-01-05,41.43242605189237
2024-01-06,20.86177431717123
2024-01-07,27.012319122950572
2024-01-08,42.91042692902475
2024-01-09,45.6039438498019
2024-01-10,42.14554120299365
2024-01-11,50.085314017116126
2024-01-12,60.27062803266749
2024-01-13,30.730259091232256
2024-01-14,31.474007182205195
2024-01-15,30.719383414518692
2024-01-16,54.236612078494744
2024-01-17,47.785791640987554
2024-01-18,47.32650190958529
2024-01-19,53.75705520008082
2024-01-20,35.245043608896
2024-01-21,30.205156932990135
2024-01-22,57.52433546202662
2024-01-23,48.88778227211229
2024-01-24,56.06809627458725
2024-01-25,49.5906802476807
2024-01-26,50.30124860372248
2024-01-27,27.301974452375898
2024-01-28,45.97483195183656
2024-01-29,61.768681090448815
2024-01-30,55.29556321135305
2024-01-31,53.13258522972634
2024-02-01,58.14922046469475
2024-02-02,45.937619458964804
2024-02-03,25.83572359043013
2024-02-04,43.05255986432676
2024-02-05,49.50241686615048
2024-02-06,60.254039125322926
2024-02-07,52.35513564601615
2024-02-08,52.346641410180986
2024-02-09,55.92295108936934
2024-02-10,31.541159514412872
2024-02-11,34.402951134740654
2024-02-12,56.61232857137508
2024-02-13,49.43817919838975
2024-02-14,55.87755720613678
2024-02-15,65.89615161779994
2024-02-16,33.658866128245094
2024-02-17,32.93736386738023
2024-02-18,31.500180885905593
2024-02-19,45.0951949866334
2024-02-20,57.25442247139269
2024-02-21,56.52954076650049
2024-02-22,55.80489132309223
2024-02-23,48.6424966674476
2024-02-24,36.475930995253236
2024-02-25,27.888815149312816
2024-02-26,62.203373678384835
2024-02-27,55.759452852519125
2024-02-28,45.743887672227494
2024-02-29,46.45106055214689
2024-03-01,56.44669668659786
2024-03-02,25.71834910559867
2024-03-03,27.856998616484447
2024-03-04,55.7049040511816
2024-03-05,44.98507745585151
2024-03-06,59.970309139708945
2024-03-07,55.67762039006517
2024-03-08,54.95482543284612
2024-03-09,22.121054659469525
2024-03-10,24.257836395907404
2024-03-11,48.50774121645506
2024-03-12,47.073344071224405
2024-03-13,40.647602168915526
2024-03-14,44.20594794031604
2024-03-15,43.485831544506674
2024-03-16,29.93616358111364
2024-03-17,23.517420497014196
2024-03-18,47.73967104090401
2024-03-19,50.58151416229501
2024-03-20,54.84702087968572
2024-03-21,48.42839257199878
2024-03-22,48.42045441846728
2024-03-23,32.03769419134423
2024-03-24,28.473280186680853
2024-03-25,48.39663636977912
2024-03-26,41.27271114415794
2024-03-27,57.630016604803295
2024-03-28,50.506907627433534
2024-03-29,32.717412464238876
2024-03-30,27.02298898739446
2024-03-31,23.46347759054972
2024-04-01,49.7628352861846
2024-04-02,54.01934176183631
2024-04-03,44.771830083013334
2024-04-04,49.027751120830246
2024-04-05,50.440548248448174
2024-04-06,37.64660954032248
2024-04-07,27.697663862378825
2024-04-08,51.1257328009868
2024-04-09,57.50698083724523
2024-04-10,51.10889916536727
2024-04-11,45.42265013134933
2024-04-12,45.41516710842288
2024-04-13,31.21778242182751
2024-04-14,31.92201518488262
2024-04-15,43.26493116280412
2024-04-16,46.094373597527515
2024-04-17,54.59509771005822
2024-04-18,52.459359831146
2024-04-19,36.14845749393495
2024-04-20,27.638375372665166
2024-04-21,21.96533799695788
2024-04-22,54.55005556367671
2024-04-23,50.99941879752268
2024-04-24,47.449951631857836
2024-04-25,48.150201379106825
2024-04-26,45.31034568943894
2024-04-27,22.65142711196956
2024-04-28,29.72508144086321
2024-04-29,51.656476267547056
2024-04-30,52.35543527078695
2024-05-01,50.931993075252315
2024-05-02,55.87446387274169
2024-05-03,58.69383077720335
2024-05-04,31.109648766604476
2024-05-05,38.880619110578905
2024-05-06,55.13065070506587
2024-05-07,51.588083261519095
2024-05-08,60.058358301094714
2024-05-09,55.10323739768235
2024-05-10,45.91174854719694
2024-05-11,28.954914046344634
2024-05-12,22.595207350427515
2024-05-13,38.82906691635781
2024-05-14,43.76368153381296
2024-05-15,55.04839226202002
2024-05-16,55.0392490052195
2024-05-17,39.50879337817634
2024-05-18,32.44825871733456
2024-05-19,22.568949792436285
2024-05-20,50.066532146260094
2024-05-21,44.417845041093976
2024-05-22,44.41045677864568
2024-05-23,33.126098320971664
2024-05-24,37.348745481836914
2024-05-25,29.59219244469169
2024-05-26,25.36051325052214
2024-05-27,15.495510435339895
2024-05-28,49.99990802224524
2024-05-29,41.542296543943905
2024-05-30,35.19946883609506
2024-05-31,42.23232141393961
2024-06-01,26.038922479757666
2024-06-02,17.59093227175341
2024-06-03,49.246393793159775
2024-06-04,40.79734633383898
2024-06-05,45.713533181501035
2024-06-06,48.518572676337634
2024-06-07,54.837923807959534
2024-06-08,23.196785096734644
2024-06-09,24.598540729485286
2024-06-10,45.67537054041987
2024-06-11,39.34451127152511
2024-06-12,44.95763838282773
2024-06-13,35.117281612446405
2024-06-14,38.622548578450406
2024-06-15,25.978094823313914
2024-06-16,23.86776801917569
2024-06-17,49.83317288058488
2024-06-18,52.63186221899577
2024-06-19,38.59023534691077
2024-06-20,39.285294363163466
2024-06-21,39.980117820051994
2024-06-22,28.051521166340223
2024-06-23,20.333943738236055
2024-06-24,32.94948674705004
2024-06-25,37.14957283432938
2024-06-26,35.040887734375566
2024-06-27,38.53850902461422
2024-06-28,43.43611901052772
2024-06-29,28.018598259744795
2024-06-30,21.71076752471581
2024-07-01,53.917687956898604
2024-07-02,49.70795761969281
2024-07-03,34.29972735326424
2024-07-04,16.097166023187683
2024-07-05,30.089642274313828
2024-07-06,22.388526492983015
2024-07-07,18.187618133324385
2024-07-08,39.86614695998004
2024-07-09,30.768689198782056
2024-07-10,40.551899785174214
2024-07-11,44.73939022251529
2024-07-12,39.83930923335464
2024-07-13,30.049153290976548
2024-07-14,29.345390688065923
2024-07-15,41.216339733739595
2024-07-16,46.79710620317656
2024-07-17,53.07433439509671
2024-07-18,44.68663871447886
2024-07-19,39.094212966730666
2024-07-20,30.013705577317538
2024-07-21,24.425637295252287
2024-07-22,32.79460441903936
2024-07-23,43.951302459160715
2024-07-24,43.94387929194821
2024-07-25,39.75203123062592
2024-07-26,31.377879496708253
2024-07-27,23.703724124533522
2024-07-28,25.093817761519652
2024-07-29,36.24049631034651
2024-07-30,43.89932865375172
2024-07-31,49.46547641562663
2024-08-01,36.91868448348307
2024-08-02,30.644285994010964
2024-08-03,25.764695784986756
2024-08-04,0.0
2024-08-05,31.324827192839788
2024-08-06,39.67139172874586
2024-08-07,33.40182611532648
2024-08-08,37.570684541567445
2024-08-09,36.17304333114607
2024-08-10,27.820698844839622
2024-08-11,18.080386604065446
2024-08-12,51.45083023248369
2024-08-13,43.795299598483915
2024-08-14,44.48291026930793
2024-08-15,45.17028434303481
2024-08-16,31.961233371074993
2024-08-17,20.146050077854987
2024-08-18,13.030683567840105
2024-08-19,38.36097504608656
2024-08-20,46.31405406246957
2024-08-21,46.305420995415496
2024-08-22,51.360498795826636
2024-08-23,52.074173269181294
2024-08-24,39.771462590869135
2024-08-25,23.13544295650406
2024-08-26,48.43079447505498
2024-08-27,49.86718048667176
2024-08-28,55.63849354320697
2024-08-29,36.122145568667925
2024-08-30,41.89386284731241
2024-08-31,35.38647917959938
2024-09-01,31.769676595359577
2024-09-02,20.97286552526079
2024-09-03,65.19304714743657
2024-09-04,72.5532897545955
2024-09-05,57.409251063323396
2024-09-06,44.39986501159842
2024-09-07,25.51621360763874
2024-09-08,34.31956381648313
2024-09-09,46.07650356080766
2024-09-10,68.1265394842036
2024-09-11,57.96345136320798
2024-09-12,54.38160019378396
2024-09-13,46.37172833849523
2024-09-14,30.226538520054664
2024-09-15,20.67539291072217
