Time,tsla
2023-02-12,8.291746641074855
2023-02-13,49.75047984644913
2023-02-14,58.04222648752399
2023-02-15,63.57005758157389
2023-02-16,67.71593090211132
2023-02-17,60.80614203454894
2023-02-18,13.81957773512476
2023-02-19,8.291746641074855
2023-02-20,17.965451055662186
2023-02-21,51.13243761996161
2023-02-22,48.368522072936656
2023-02-23,49.75047984644913
2023-02-24,45.604606525911706
2023-02-25,11.055662188099808
2023-02-26,6.90978886756238
2023-02-27,49.75047984644913
2023-02-28,52.51439539347409
2023-03-01,56.660268714011515
2023-03-02,74.62571976967371
2023-03-03,52.51439539347409
2023-03-04,13.81957773512476
2023-03-05,8.291746641074855
2023-03-06,45.604606525911706
2023-03-07,44.22264875239923
2023-03-08,46.98656429942418
2023-03-09,48.368522072936656
2023-03-10,48.368522072936656
2023-03-11,11.055662188099808
2023-03-12,8.291746641074855
2023-03-13,45.604606525911706
2023-03-14,41.45873320537428
2023-03-15,37.312859884836854
2023-03-16,37.312859884836854
2023-03-17,34.548944337811896
2023-03-18,8.291746641074855
2023-03-19,5.527831094049904
2023-03-20,34.548944337811896
2023-03-21,45.604606525911706
2023-03-22,45.604606525911706
2023-03-23,41.45873320537428
2023-03-24,34.548944337811896
2023-03-25,8.291746641074855
2023-03-26,5.527831094049904
2023-03-27,35.93090211132437
2023-03-28,33.16698656429942
2023-03-29,35.93090211132437
2023-03-30,34.548944337811896
2023-03-31,41.45873320537428
2023-04-01,11.055662188099808
2023-04-02,12.437619961612283
2023-04-03,56.660268714011515
2023-04-04,41.45873320537428
2023-04-05,38.69481765834933
2023-04-06,40.076775431861805
2023-04-07,20.72936660268714
2023-04-08,6.90978886756238
2023-04-09,6.90978886756238
2023-04-10,42.840690978886755
2023-04-11,40.076775431861805
2023-04-12,37.312859884836854
2023-04-13,37.312859884836854
2023-04-14,35.93090211132437
2023-04-15,8.291746641074855
2023-04-16,5.527831094049904
2023-04-17,34.548944337811896
2023-04-18,35.93090211132437
2023-04-19,84.29942418426103
2023-04-20,95.35508637236084
2023-04-21,62.188099808061416
2023-04-22,12.437619961612283
2023-04-23,8.291746641074855
2023-04-24,45.604606525911706
2023-04-25,44.22264875239923
2023-04-26,48.2377963376044
2023-04-27,42.85936608393422
2023-04-28,37.480935830264045
2023-04-29,9.542978679255071
2023-04-30,5.901333194999221
2023-05-01,34.00736629143539
2023-05-02,34.00736629143539
2023-05-03,32.79348446335011
2023-05-04,32.10250557659387
2023-05-05,32.79348446335011
2023-05-06,8.329096851169787
2023-05-07,5.378430253670177
2023-05-08,34.53026923276443
2023-05-09,32.79348446335011
2023-05-10,33.31638740467915
2023-05-11,35.053172174093476
2023-05-12,45.28712974010479
2023-05-13,8.329096851169787
2023-05-14,5.901333194999221
2023-05-15,35.74415106084972
2023-05-16,38.69481765834933
2023-05-17,45.28712974010479
2023-05-18,38.69481765834933
2023-05-19,38.69481765834933
2023-05-20,9.542978679255071
2023-05-21,5.901333194999221
2023-05-22,38.69481765834933
2023-05-23,41.64548425584894
2023-05-24,37.480935830264045
2023-05-25,38.171914717020286
2023-05-26,44.96965295429787
2023-05-27,11.503864709238991
2023-05-28,6.27483529594854
2023-05-29,8.36644706126472
2023-05-30,50.19868236758832
2023-05-31,42.87804118898169
2023-06-01,46.015458836955965
2023-06-02,51.24448825024641
2023-06-03,13.59547647455517
2023-06-04,9.41225294392281
2023-06-05,49.15287648493023
2023-06-06,50.19868236758832
2023-06-07,57.519323546194954
2023-06-08,63.794158842143496
2023-06-09,78.43544119935676
2023-06-10,16.73289412252944
2023-06-11,10.458058826580901
2023-06-12,61.702547076827315
2023-06-13,64.83996472480159
2023-06-14,73.2064117860663
2023-06-15,67.97738237277585
2023-06-16,55.427711780878774
2023-06-17,13.59547647455517
2023-06-18,8.36644706126472
2023-06-19,20.916117653161802
2023-06-20,66.93157649011776
2023-06-21,73.2064117860663
2023-06-22,61.702547076827315
2023-06-23,54.38190589822068
2023-06-24,11.503864709238991
2023-06-25,8.36644706126472
2023-06-26,55.427711780878774
2023-06-27,54.38190589822068
2023-06-28,52.2902941329045
2023-06-29,51.24448825024641
2023-06-30,49.15287648493023
2023-07-01,11.503864709238991
2023-07-02,16.73289412252944
2023-07-03,78.43544119935676
2023-07-04,17.77870000518753
2023-07-05,58.56512942885304
2023-07-06,55.427711780878774
2023-07-07,49.15287648493023
2023-07-08,10.458058826580901
2023-07-09,7.32064117860663
2023-07-10,46.015458836955965
2023-07-11,44.96965295429787
2023-07-12,46.015458836955965
2023-07-13,49.15287648493023
2023-07-14,49.15287648493023
2023-07-15,12.54967059189708
2023-07-16,9.41225294392281
2023-07-17,60.65674119416922
2023-07-18,61.702547076827315
2023-07-19,104.580588265809
2023-07-20,103.53478238315091
2023-07-21,69.02318825543394
2023-07-22,13.59547647455517
2023-07-23,10.458058826580901
2023-07-24,58.56512942885304
2023-07-25,53.33610001556259
2023-07-26,47.06126471961405
2023-07-27,49.15287648493023
2023-07-28,48.107070602272145
2023-07-29,10.458058826580901
2023-07-30,8.36644706126472
2023-07-31,42.87804118898169
2023-08-01,39.74062354100742
2023-08-02,42.87804118898169
2023-08-03,41.832235306323604
2023-08-04,37.64901177569124
2023-08-05,9.41225294392281
2023-08-06,6.27483529594854
2023-08-07,46.015458836955965
2023-08-08,42.87804118898169
2023-08-09,37.64901177569124
2023-08-10,38.69481765834933
2023-08-11,36.60320589303315
2023-08-12,8.36644706126472
2023-08-13,5.2290294132904505
2023-08-14,38.69481765834933
2023-08-15,37.64901177569124
2023-08-16,42.87804118898169
2023-08-17,42.87804118898169
2023-08-18,40.78642942366551
2023-08-19,9.41225294392281
2023-08-20,7.32064117860663
2023-08-21,47.06126471961405
2023-08-22,48.107070602272145
2023-08-23,43.923847071639784
2023-08-24,39.74062354100742
2023-08-25,37.64901177569124
2023-08-26,8.36644706126472
2023-08-27,6.27483529594854
2023-08-28,38.69481765834933
2023-08-29,46.015458836955965
2023-08-30,42.87804118898169
2023-08-31,38.69481765834933
2023-09-01,43.923847071639784
2023-09-02,10.458058826580901
2023-09-03,6.27483529594854
2023-09-04,9.41225294392281
2023-09-05,42.87804118898169
2023-09-06,39.74062354100742
2023-09-07,35.55740001037506
2023-09-08,32.419982362400795
2023-09-09,8.36644706126472
2023-09-10,5.2290294132904505
2023-09-11,61.702547076827315
2023-09-12,56.47351766353686
2023-09-13,44.96965295429787
2023-09-14,43.923847071639784
2023-09-15,41.832235306323604
2023-09-16,10.458058826580901
2023-09-17,7.32064117860663
2023-09-18,40.78642942366551
2023-09-19,37.64901177569124
2023-09-20,38.69481765834933
2023-09-21,38.69481765834933
2023-09-22,37.64901177569124
2023-09-23,9.41225294392281
2023-09-24,6.27483529594854
2023-09-25,35.55740001037506
2023-09-26,35.55740001037506
2023-09-27,33.46578824505888
2023-09-28,34.51159412771697
2023-09-29,35.55740001037506
2023-09-30,9.41225294392281
2023-10-01,6.27483529594854
2023-10-02,43.923847071639784
2023-10-03,35.55740001037506
2023-10-04,38.69481765834933
2023-10-05,38.69481765834933
2023-10-06,38.69481765834933
2023-10-07,8.36644706126472
2023-10-08,6.27483529594854
2023-10-09,31.3741764797427
2023-10-10,36.60320589303315
2023-10-11,34.51159412771697
2023-10-12,32.419982362400795
2023-10-13,31.3741764797427
2023-10-14,6.27483529594854
2023-10-15,6.27483529594854
2023-10-16,32.419982362400795
2023-10-17,34.51159412771697
2023-10-18,65.88577060745968
2023-10-19,77.38963531669866
2023-10-20,60.65674119416922
2023-10-21,13.59547647455517
2023-10-22,8.36644706126472
2023-10-23,47.06126471961405
2023-10-24,46.015458836955965
2023-10-25,37.64901177569124
2023-10-26,43.923847071639784
2023-10-27,37.64901177569124
2023-10-28,9.41225294392281
2023-10-29,6.27483529594854
2023-10-30,48.107070602272145
2023-10-31,47.06126471961405
2023-11-01,43.923847071639784
2023-11-02,44.96965295429787
2023-11-03,39.74062354100742
2023-11-04,9.41225294392281
2023-11-05,6.27483529594854
2023-11-06,38.69481765834933
2023-11-07,37.64901177569124
2023-11-08,34.51159412771697
2023-11-09,38.69481765834933
2023-11-10,38.69481765834933
2023-11-11,9.41225294392281
2023-11-12,6.27483529594854
2023-11-13,37.64901177569124
2023-11-14,46.015458836955965
2023-11-15,48.107070602272145
2023-11-16,43.923847071639784
2023-11-17,44.96965295429787
2023-11-18,12.54967059189708
2023-11-19,7.32064117860663
2023-11-20,39.74062354100742
2023-11-21,39.74062354100742
2023-11-22,40.78642942366551
2023-11-23,10.458058826580901
2023-11-24,24.053535301136073
2023-11-25,7.32064117860663
2023-11-26,5.2290294132904505
2023-11-27,33.46578824505888
2023-11-28,39.74062354100742
2023-11-29,44.96965295429787
2023-11-30,51.24448825024641
2023-12-01,47.06126471961405
2023-12-02,12.54967059189708
2023-12-03,6.27483529594854
2023-12-04,33.46578824505888
2023-12-05,37.64901177569124
2023-12-06,36.60320589303315
2023-12-07,32.419982362400795
2023-12-08,34.51159412771697
2023-12-09,9.41225294392281
2023-12-10,6.27483529594854
2023-12-11,31.3741764797427
2023-12-12,31.3741764797427
2023-12-13,47.06126471961405
2023-12-14,47.06126471961405
2023-12-15,38.69481765834933
2023-12-16,9.41225294392281
2023-12-17,6.27483529594854
2023-12-18,36.60320589303315
2023-12-19,37.64901177569124
2023-12-20,40.78642942366551
2023-12-21,38.69481765834933
2023-12-22,35.7000099034648
2023-12-23,9.531094521497593
2023-12-24,4.682358156446449
2023-12-25,4.159455215117404
2023-12-26,32.06345762967645
2023-12-27,38.64728102731942
2023-12-28,40.38236805991125
2023-12-29,35.7000099034648
2023-12-30,9.531094521497593
2023-12-31,5.371639306380191
2024-01-01,7.106726338972021
2024-01-02,41.59455215117404
2024-01-03,38.64728102731942
2024-01-04,33.275641720939234
2024-01-05,30.851273538413658
2024-01-06,8.318910430234808
2024-01-07,5.371639306380191
2024-01-08,30.851273538413658
2024-01-09,30.328370597084614
2024-01-10,31.5405546883474
2024-01-11,35.7000099034648
2024-01-12,41.07164920984499
2024-01-13,9.531094521497593
2024-01-14,5.894542247709235
2024-01-15,11.955462704023166
2024-01-16,40.38236805991125
2024-01-17,41.07164920984499
2024-01-18,39.85946511858221
2024-01-19,40.38236805991125
2024-01-20,10.743278612760381
2024-01-21,6.892811499337412
2024-01-22,42.735431295891956
2024-01-23,44.11399359575944
2024-01-24,81.33517569218147
2024-01-25,126.82773158780839
2024-01-26,71.68523959310909
2024-01-27,16.54274759840979
2024-01-28,9.649936099072377
2024-01-29,48.249680495361886
2024-01-30,56.52105429456678
2024-01-31,57.899616594434264
2024-02-01,42.735431295891956
2024-02-02,45.49255589562692
2024-02-03,11.02849839893986
2024-02-04,6.892811499337412
2024-02-05,46.871118195494404
2024-02-06,46.871118195494404
2024-02-07,41.356868996024474
2024-02-08,39.97830669615699
2024-02-09,37.22118209642203
2024-02-10,11.02849839893986
2024-02-11,8.271373799204895
2024-02-12,35.842619796554544
2024-02-13,37.22118209642203
2024-02-14,37.22118209642203
2024-02-15,44.11399359575944
2024-02-16,39.97830669615699
2024-02-17,9.649936099072377
2024-02-18,6.892811499337412
2024-02-19,12.407060698807342
2024-02-20,35.842619796554544
2024-02-21,34.46405749668706
2024-02-22,39.97830669615699
2024-02-23,34.46405749668706
2024-02-24,9.649936099072377
2024-02-25,6.892811499337412
2024-02-26,35.842619796554544
2024-02-27,37.22118209642203
2024-02-28,35.842619796554544
2024-02-29,31.706932896952097
2024-03-01,33.08549519681958
2024-03-02,8.271373799204895
2024-03-03,6.892811499337412
2024-03-04,44.11399359575944
2024-03-05,49.62824279522937
2024-03-06,45.49255589562692
2024-03-07,44.11399359575944
2024-03-08,39.97830669615699
2024-03-09,9.649936099072377
2024-03-10,6.892811499337412
2024-03-11,37.22118209642203
2024-03-12,37.22118209642203
2024-03-13,46.871118195494404
2024-03-14,55.1424919946993
2024-03-15,48.249680495361886
2024-03-16,13.785622998674825
2024-03-17,8.271373799204895
2024-03-18,49.62824279522937
2024-03-19,44.11399359575944
2024-03-20,39.97830669615699
2024-03-21,38.59974439628951
2024-03-22,37.22118209642203
2024-03-23,8.271373799204895
2024-03-24,8.271373799204895
2024-03-25,33.08549519681958
2024-03-26,41.356868996024474
2024-03-27,39.97830669615699
2024-03-28,33.08549519681958
2024-03-29,16.54274759840979
2024-03-30,6.892811499337412
2024-03-31,5.51424919946993
2024-04-01,41.356868996024474
2024-04-02,73.06380189297657
2024-04-03,53.763929694831816
2024-04-04,44.11399359575944
2024-04-05,52.385367394964334
2024-04-06,16.54274759840979
2024-04-07,9.649936099072377
2024-04-08,42.735431295891956
2024-04-09,41.356868996024474
2024-04-10,38.59974439628951
2024-04-11,34.46405749668706
2024-04-12,31.706932896952097
2024-04-13,9.649936099072377
2024-04-14,5.51424919946993
2024-04-15,55.1424919946993
2024-04-16,53.763929694831816
2024-04-17,48.249680495361886
2024-04-18,51.00680509509685
2024-04-19,53.763929694831816
2024-04-20,15.164185298542307
2024-04-21,9.649936099072377
2024-04-22,64.79242809377168
2024-04-23,137.85622998674825
2024-04-24,124.07060698807342
2024-04-25,62.03530349403671
2024-04-26,49.62824279522937
2024-04-27,12.407060698807342
2024-04-28,8.271373799204895
2024-04-29,85.47086259178391
2024-04-30,67.54955269350664
2024-05-01,49.62824279522937
2024-05-02,42.735431295891956
2024-05-03,38.59974439628951
2024-05-04,9.649936099072377
2024-05-05,6.892811499337412
2024-05-06,38.59974439628951
2024-05-07,35.842619796554544
2024-05-08,37.22118209642203
2024-05-09,35.842619796554544
2024-05-10,33.08549519681958
2024-05-11,9.649936099072377
2024-05-12,6.892811499337412
2024-05-13,35.842619796554544
2024-05-14,34.46405749668706
2024-05-15,31.706932896952097
2024-05-16,31.706932896952097
2024-05-17,30.328370597084614
2024-05-18,6.892811499337412
2024-05-19,5.51424919946993
2024-05-20,30.328370597084614
2024-05-21,38.59974439628951
2024-05-22,38.59974439628951
2024-05-23,33.08549519681958
2024-05-24,30.328370597084614
2024-05-25,6.892811499337412
2024-05-26,5.51424919946993
2024-05-27,6.892811499337412
2024-05-28,30.328370597084614
2024-05-29,30.328370597084614
2024-05-30,28.949808297217132
2024-05-31,24.814121397614684
2024-06-01,6.892811499337412
2024-06-02,5.51424919946993
2024-06-03,28.949808297217132
2024-06-04,28.949808297217132
2024-06-05,30.328370597084614
2024-06-06,28.949808297217132
2024-06-07,26.192683697482167
2024-06-08,6.892811499337412
2024-06-09,6.892811499337412
2024-06-10,28.949808297217132
2024-06-11,35.842619796554544
2024-06-12,39.97830669615699
2024-06-13,75.82092649271154
2024-06-14,52.385367394964334
2024-06-15,11.02849839893986
2024-06-16,6.892811499337412
2024-06-17,44.11399359575944
2024-06-18,39.97830669615699
2024-06-19,16.54274759840979
2024-06-20,31.706932896952097
2024-06-21,27.57124599734965
2024-06-22,9.649936099072377
2024-06-23,5.51424919946993
2024-06-24,31.706932896952097
2024-06-25,31.706932896952097
2024-06-26,41.356868996024474
2024-06-27,38.59974439628951
2024-06-28,39.97830669615699
2024-06-29,8.271373799204895
2024-06-30,6.892811499337412
2024-07-01,52.385367394964334
2024-07-02,81.33517569218147
2024-07-03,81.33517569218147
2024-07-04,20.678434498012237
2024-07-05,66.17099039363916
2024-07-06,16.54274759840979
2024-07-07,11.02849839893986
2024-07-08,62.03530349403671
2024-07-09,66.17099039363916
2024-07-10,62.03530349403671
2024-07-11,71.68523959310909
2024-07-12,60.65674119416923
2024-07-13,12.407060698807342
2024-07-14,8.271373799204895
2024-07-15,60.65674119416923
2024-07-16,51.00680509509685
2024-07-17,46.871118195494404
2024-07-18,42.735431295891956
2024-07-19,41.356868996024474
2024-07-20,9.649936099072377
2024-07-21,8.271373799204895
2024-07-22,48.249680495361886
2024-07-23,95.12079869085629
2024-07-24,106.14929708979615
2024-07-25,63.41386579390419
2024-07-26,44.11399359575944
2024-07-27,9.649936099072377
2024-07-28,6.892811499337412
2024-07-29,45.49255589562692
2024-07-30,39.97830669615699
2024-07-31,38.59974439628951
2024-08-01,38.59974439628951
2024-08-02,38.59974439628951
2024-08-03,9.649936099072377
2024-08-04,6.892811499337412
2024-08-05,60.65674119416923
2024-08-06,44.11399359575944
2024-08-07,37.22118209642203
2024-08-08,31.706932896952097
2024-08-09,30.328370597084614
2024-08-10,6.892811499337412
2024-08-11,5.51424919946993
2024-08-12,30.328370597084614
2024-08-13,35.842619796554544
2024-08-14,34.46405749668706
2024-08-15,34.46405749668706
2024-08-16,33.08549519681958
2024-08-17,8.271373799204895
2024-08-18,4.939848241191813
2024-08-19,31.132531938673978
2024-08-20,32.91317490933615
2024-08-21,29.753969638806495
2024-08-22,30.443250788740237
2024-08-23,30.443250788740237
2024-08-24,6.720491211853977
2024-08-25,4.939848241191813
2024-08-26,30.443250788740237
2024-08-27,30.443250788740237
2024-08-28,27.97332666814433
2024-08-29,26.881964847415908
2024-08-30,24.412040726820003
2024-08-31,6.031210061920236
2024-09-01,4.2505670912580715
2024-09-02,6.720491211853977
2024-09-03,28.662607818078072
2024-09-04,30.443250788740237
2024-09-05,34.693817879998306
2024-09-06,32.91317490933615
2024-09-07,8.501134182516143
2024-09-08,4.939848241191813
2024-09-09,30.443250788740237
2024-09-10,28.662607818078072
2024-09-11,31.132531938673978
2024-09-12,27.97332666814433
2024-09-13,26.192683697482167
2024-09-14,6.720491211853977
2024-09-15,4.2505670912580715
2024-09-16,26.192683697482167
2024-09-17,24.00996005602532
2024-09-18,30.558130980395863
2024-09-19,39.28902554622325
2024-09-20,32.74085462185271
2024-09-21,6.548170924370542
2024-09-22,4.365447282913695
