Time,tsla
2024-09-23,37.106301904766404
2024-09-24,39.28902554622325
2024-09-25,34.92357826330956
2024-09-26,37.106301904766404
2024-09-27,32.74085462185271
2024-09-28,8.73089456582739
2024-09-29,6.548170924370542
2024-09-30,34.92357826330956
2024-10-01,32.74085462185271
2024-10-02,39.28902554622325
2024-10-03,34.92357826330956
2024-10-04,32.74085462185271
2024-10-05,8.73089456582739
2024-10-06,6.548170924370542
2024-10-07,30.558130980395863
2024-10-08,30.558130980395863
2024-10-09,30.558130980395863
2024-10-10,43.65447282913695
2024-10-11,109.13618207284237
2024-10-12,19.644512773111625
2024-10-13,10.913618207284237
2024-10-14,45.837196470593796
2024-10-15,37.106301904766404
2024-10-16,30.558130980395863
2024-10-17,30.558130980395863
2024-10-18,28.375407338939016
2024-10-19,8.73089456582739
2024-10-20,6.548170924370542
2024-10-21,30.558130980395863
2024-10-22,30.558130980395863
2024-10-23,74.21260380953281
2024-10-24,117.86707663866976
2024-10-25,78.5780510924465
2024-10-26,17.46178913165478
2024-10-27,10.913618207284237
2024-10-28,52.385367394964334
2024-10-29,41.4717491876801
2024-10-30,34.92357826330956
2024-10-31,32.74085462185271
2024-11-01,30.558130980395863
2024-11-02,6.548170924370542
2024-11-03,4.365447282913695
2024-11-04,28.375407338939016
2024-11-05,34.92357826330956
2024-11-06,109.13618207284237
2024-11-07,80.76077473390335
2024-11-08,98.22256386555813
2024-11-09,28.375407338939016
2024-11-10,15.279065490197931
2024-11-11,106.95345843138553
2024-11-12,100.40528750701498
2024-11-13,76.39532745098965
2024-11-14,67.66443288516227
2024-11-15,58.93353831933488
2024-11-16,15.279065490197931
2024-11-17,10.913618207284237
2024-11-18,65.48170924370542
2024-11-19,58.93353831933488
2024-11-20,54.56809103642119
2024-11-21,45.837196470593796
2024-11-22,48.01992011205064
2024-11-23,13.096341848741083
2024-11-24,8.73089456582739
2024-11-25,50.20264375350749
2024-11-26,45.837196470593796
2024-11-27,41.4717491876801
2024-11-28,10.913618207284237
2024-11-29,28.375407338939016
2024-11-30,8.73089456582739
2024-12-01,8.73089456582739
2024-12-02,48.01992011205064
2024-12-03,45.837196470593796
2024-12-04,41.4717491876801
2024-12-05,48.01992011205064
2024-12-06,54.56809103642119
2024-12-07,19.644512773111625
2024-12-08,10.913618207284237
2024-12-09,56.75081467787803
2024-12-10,61.116261960791725
2024-12-11,72.02988016807596
2024-12-12,72.02988016807596
2024-12-13,65.48170924370542
2024-12-14,17.46178913165478
2024-12-15,10.913618207284237
2024-12-16,72.02988016807596
2024-12-17,85.12622201681705
2024-12-18,89.49166929973075
2024-12-19,76.39532745098965
2024-12-20,65.48170924370542
2024-12-21,17.46178913165478
2024-12-22,10.913618207284237
2024-12-23,54.56809103642119
2024-12-24,50.20264375350749
2024-12-25,17.46178913165478
2024-12-26,54.56809103642119
2024-12-27,50.20264375350749
2024-12-28,13.096341848741083
2024-12-29,8.73089456582739
2024-12-30,50.20264375350749
2024-12-31,48.01992011205064
2025-01-01,17.46178913165478
2025-01-02,78.5780510924465
2025-01-03,67.66443288516227
2025-01-04,17.46178913165478
2025-01-05,10.913618207284237
2025-01-06,54.56809103642119
2025-01-07,52.385367394964334
2025-01-08,45.837196470593796
2025-01-09,24.00996005602532
2025-01-10,41.4717491876801
2025-01-11,8.73089456582739
2025-01-12,6.548170924370542
2025-01-13,45.837196470593796
2025-01-14,50.20264375350749
2025-01-15,48.01992011205064
2025-01-16,48.01992011205064
2025-01-17,50.20264375350749
2025-01-18,10.913618207284237
2025-01-19,6.548170924370542
2025-01-20,19.644512773111625
2025-01-21,63.29898560224857
2025-01-22,54.56809103642119
2025-01-23,45.837196470593796
2025-01-24,43.65447282913695
2025-01-25,10.913618207284237
2025-01-26,8.73089456582739
2025-01-27,54.56809103642119
2025-01-28,48.01992011205064
2025-01-29,85.12622201681705
2025-01-30,82.9434983753602
2025-01-31,50.20264375350749
2025-02-01,13.096341848741083
2025-02-02,10.913618207284237
2025-02-03,61.116261960791725
2025-02-04,52.385367394964334
2025-02-05,45.837196470593796
2025-02-06,52.385367394964334
2025-02-07,50.20264375350749
2025-02-08,15.279065490197931
2025-02-09,10.913618207284237
2025-02-10,52.385367394964334
2025-02-11,72.02988016807596
2025-02-12,67.66443288516227
2025-02-13,58.93353831933488
2025-02-14,50.20264375350749
2025-02-15,13.096341848741083
2025-02-16,8.73089456582739
2025-02-17,17.46178913165478
2025-02-18,48.01992011205064
2025-02-19,41.4717491876801
2025-02-20,39.28902554622325
2025-02-21,43.65447282913695
2025-02-22,13.096341848741083
2025-02-23,8.73089456582739
2025-02-24,48.01992011205064
2025-02-25,69.84715652661912
2025-02-26,78.5780510924465
2025-02-27,76.39532745098965
2025-02-28,78.5780510924465
2025-03-01,19.644512773111625
2025-03-02,15.279065490197931
2025-03-03,69.84715652661912
2025-03-04,98.22256386555813
2025-03-05,74.21260380953281
2025-03-06,72.02988016807596
2025-03-07,76.39532745098965
2025-03-08,21.827236414568475
2025-03-09,17.46178913165478
2025-03-10,170.2524440336341
2025-03-11,218.27236414568475
2025-03-12,165.8869967507204
2025-03-13,139.69431305323823
2025-03-14,102.58801114847182
2025-03-15,32.74085462185271
2025-03-16,21.827236414568475
2025-03-17,111.31890571429922
2025-03-18,150.60793126052246
2025-03-19,139.69431305323823
2025-03-20,154.97337854343616
2025-03-21,133.1461421288677
2025-03-22,41.4717491876801
2025-03-23,24.00996005602532
2025-03-24,117.86707663866976
2025-03-25,111.31890571429922
2025-03-26,98.22256386555813
2025-03-27,91.67439294118759
2025-03-28,80.76077473390335
2025-03-29,28.375407338939016
2025-03-30,19.644512773111625
2025-03-31,96.03984022410128
2025-04-01,82.9434983753602
2025-04-02,148.42520761906562
2025-04-03,154.97337854343616
2025-04-04,135.32886577032454
2025-04-05,39.28902554622325
2025-04-06,24.00996005602532
2025-04-07,159.33882582634985
2025-04-08,106.95345843138553
2025-04-09,130.96341848741085
2025-04-10,93.85711658264444
2025-04-11,74.21260380953281
2025-04-12,17.46178913165478
2025-04-13,13.096341848741083
2025-04-14,63.29898560224857
2025-04-15,58.802574900847475
2025-04-16,67.75174183082055
2025-04-17,58.802574900847475
2025-04-18,29.94696836078795
2025-04-19,10.957272680113375
2025-04-20,8.949166929973075
2025-04-21,82.72522601121452
2025-04-22,183.34878588237518
2025-04-23,150.47696784203507
2025-04-24,74.69280301065332
2025-04-25,75.78416483138174
2025-04-26,17.89833385994615
2025-04-27,10.957272680113375
2025-04-28,63.735530330539945
2025-04-29,65.74363608068025
2025-04-30,55.87772522129529
2025-05-01,61.72742458039964
2025-05-02,50.77015190028627
2025-05-03,12.965378430253674
2025-05-04,8.032423000561199
2025-05-05,45.837196470593796
2025-05-06,45.837196470593796
2025-05-07,43.8290907204535
2025-05-08,45.837196470593796
2025-05-09,56.79446915070717
2025-05-10,14.973484180393974
2025-05-11,8.949166929973075
2025-05-12,73.77605908124144
2025-05-13,62.818786401128065
2025-05-14,60.81068065098777
2025-05-15,55.00463576471256
2025-05-16,55.00463576471256
2025-05-17,14.667902870590016
2025-05-18,11.000927152942513
2025-05-19,53.17114790588881
2025-05-20,55.00463576471256
2025-05-21,51.33766004706506
2025-05-22,47.670684329417554
2025-05-23,42.17022075294629
2025-05-24,9.16743929411876
2025-05-25,7.333951435295008
2025-05-26,11.000927152942513
2025-05-27,58.67161148236006
2025-05-28,62.33858720000757
2025-05-29,60.505099341183815
2025-05-30,49.504172188241306
2025-05-31,11.000927152942513
2025-06-01,7.333951435295008
2025-06-02,44.00370861177005
2025-06-03,44.00370861177005
2025-06-04,47.670684329417554
2025-06-05,159.51344371766643
2025-06-06,177.84832230590393
2025-06-07,27.50231788235628
2025-06-08,16.501390729413767
2025-06-09,77.00649007059758
2025-06-10,73.33951435295008
2025-06-11,69.67253863530257
2025-06-12,56.83812362353631
2025-06-13,53.17114790588881
2025-06-14,11.000927152942513
2025-06-15,9.16743929411876
2025-06-16,49.504172188241306
2025-06-17,42.17022075294629
2025-06-18,42.17022075294629
2025-06-19,23.835342164708777
2025-06-20,40.33673289412254
2025-06-21,9.16743929411876
2025-06-22,11.000927152942513
2025-06-23,78.83997792942134
2025-06-24,60.505099341183815
2025-06-25,53.17114790588881
2025-06-26,47.670684329417554
2025-06-27,47.670684329417554
2025-06-28,12.834415011766264
2025-06-29,9.16743929411876
2025-06-30,45.8371964705938
2025-07-01,69.67253863530257
2025-07-02,75.17300221177383
2025-07-03,45.8371964705938
2025-07-04,14.667902870590016
2025-07-05,9.16743929411876
2025-07-06,12.834415011766264
2025-07-07,93.50788080001135
2025-07-08,66.00556291765507
2025-07-09,53.17114790588881
2025-07-10,51.33766004706506
2025-07-11,45.8371964705938
2025-07-12,11.000927152942513
2025-07-13,9.16743929411876
2025-07-14,49.504172188241306
2025-07-15,44.00370861177005
2025-07-16,44.00370861177005
2025-07-17,44.00370861177005
2025-07-18,40.33673289412254
2025-07-19,14.667902870590016
2025-07-20,14.667902870590016
2025-07-21,51.33766004706506
2025-07-22,49.504172188241306
2025-07-23,89.84090508236385
2025-07-24,99.00834437648261
2025-07-25,62.33858720000757
2025-07-26,16.501390729413767
2025-07-27,12.834415011766264
2025-07-28,55.00463576471256
2025-07-29,44.00370861177005
2025-07-30,47.670684329417554
2025-07-31,47.670684329417554
2025-08-01,45.8371964705938
2025-08-02,11.000927152942513
2025-08-03,7.333951435295008
2025-08-04,45.8371964705938
2025-08-05,40.33673289412254
2025-08-06,38.50324503529879
2025-08-07,40.33673289412254
2025-08-08,40.33673289412254
2025-08-09,11.000927152942513
2025-08-10,9.16743929411876
2025-08-11,47.670684329417554
2025-08-12,44.00370861177005
2025-08-13,36.66975717647504
2025-08-14,36.66975717647504
2025-08-15,33.002781458827535
2025-08-16,7.333951435295008
2025-08-17,7.333951435295008
2025-08-18,34.836269317651286
2025-08-19,33.002781458827535
2025-08-20,33.002781458827535
2025-08-21,29.33580574118003
2025-08-22,33.002781458827535
2025-08-23,9.16743929411876
2025-08-24,7.333951435295008
2025-08-25,40.33673289412254
2025-08-26,33.002781458827535
2025-08-27,36.66975717647504
2025-08-28,33.002781458827535
2025-08-29,29.33580574118003
2025-08-30,7.333951435295008
2025-08-31,5.500463576471256
2025-09-01,9.16743929411876
2025-09-02,31.169293600003783
2025-09-03,33.002781458827535
2025-09-04,29.33580574118003
2025-09-05,38.50324503529879
2025-09-06,9.16743929411876
2025-09-07,7.333951435295008
2025-09-08,34.836269317651286
2025-09-09,31.169293600003783
2025-09-10,31.169293600003783
2025-09-11,36.66975717647504
2025-09-12,55.00463576471256
2025-09-13,12.834415011766264
2025-09-14,9.16743929411876
2025-09-15,78.83997792942134
2025-09-16,60.505099341183815
2025-09-17,55.00463576471256
2025-09-18,53.17114790588881
2025-09-19,44.00370861177005
2025-09-20,11.000927152942513
2025-09-21,9.16743929411876
2025-09-22,55.00463576471256
2025-09-23,45.8371964705938
2025-09-24,44.00370861177005
2025-09-25,45.8371964705938
2025-09-26,42.17022075294629
2025-09-27,12.834415011766264
2025-09-28,7.333951435295008
2025-09-29,44.00370861177005
2025-09-30,40.33673289412254
2025-10-01,47.670684329417554
2025-10-02,71.50602649412633
2025-10-03,53.17114790588881
2025-10-04,9.16743929411876
2025-10-05,7.333951435295008
2025-10-06,49.504172188241306
2025-10-07,58.67161148236006
2025-10-08,47.670684329417554
2025-10-09,38.50324503529879
2025-10-10,40.33673289412254
2025-10-11,12.834415011766264
2025-10-12,9.16743929411876
2025-10-13,40.33673289412254
2025-10-14,34.836269317651286
2025-10-15,33.002781458827535
2025-10-16,34.836269317651286
2025-10-17,34.836269317651286
2025-10-18,9.16743929411876
2025-10-19,7.333951435295008
2025-10-20,38.50324503529879
2025-10-21,36.66975717647504
2025-10-22,73.33951435295008
2025-10-23,67.83905077647883
2025-10-24,44.00370861177005
2025-10-25,9.16743929411876
2025-10-26,7.333951435295008
2025-10-27,44.00370861177005
2025-10-28,40.33673289412254
2025-10-29,42.17022075294629
2025-10-30,38.50324503529879
2025-10-31,36.66975717647504
2025-11-01,9.16743929411876
2025-11-02,7.333951435295008
2025-11-03,42.17022075294629
2025-11-04,42.17022075294629
2025-11-05,42.17022075294629
2025-11-06,58.67161148236006
2025-11-07,60.505099341183815
2025-11-08,12.834415011766264
2025-11-09,9.16743929411876
2025-11-10,38.50324503529879
2025-11-11,34.836269317651286
2025-11-12,33.002781458827535
2025-11-13,47.670684329417554
2025-11-14,47.670684329417554
2025-11-15,11.000927152942513
2025-11-16,7.333951435295008
2025-11-17,38.50324503529879
2025-11-18,36.66975717647504
2025-11-19,36.66975717647504
2025-11-20,38.50324503529879
2025-11-21,34.836269317651286
2025-11-22,9.16743929411876
2025-11-23,7.333951435295008
2025-11-24,34.836269317651286
2025-11-25,36.66975717647504
2025-11-26,31.169293600003783
2025-11-27,9.16743929411876
2025-11-28,20.16836644706127
2025-11-29,7.333951435295008
2025-11-30,5.500463576471256
2025-12-01,29.33580574118003
2025-12-02,29.33580574118003
2025-12-03,29.33580574118003
2025-12-04,31.169293600003783
2025-12-05,27.50231788235628
2025-12-06,9.16743929411876
2025-12-07,7.333951435295008
2025-12-08,29.33580574118003
2025-12-09,31.169293600003783
2025-12-10,29.33580574118003
2025-12-11,27.77134558662751
2025-12-12,29.311208922503805
2025-12-13,8.945555492310294
2025-12-14,7.094132453201794
2025-12-15,40.731306860387015
2025-12-16,47.2023199071244
2025-12-17,47.82543931358882
2025-12-18,40.41974715715481
2025-12-19,34.865478039829306
2025-12-20,11.108538234651006
2025-12-21,7.405692156434004
2025-12-22,41.9596104930311
2025-12-23,32.702495297488596
2025-12-24,24.38005921164272
2025-12-25,8.633995789078087
2025-12-26,25.91992254751901
2025-12-27,7.717251859666211
2025-12-28,7.094132453201794
2025-12-29,30.851072258380096
2025-12-30,30.851072258380096
2025-12-31,25.296803141054596
2026-01-01,8.945555492310294
2026-01-02,38.568324118046306
2026-01-03,11.420097937883213
2026-01-04,7.094132453201794
2026-01-05,32.702495297488596
2026-01-06,37.028460782170015
2026-01-07,32.702495297488596
2026-01-08,27.77134558662751
2026-01-09,27.77134558662751
2026-01-10,6.854313471108582
2026-01-11,6.231194064644166
2026-01-12,29.28661210382758
2026-01-13,26.171015071505494
2026-01-14,24.924776258576664
2026-01-15,24.924776258576664
2026-01-16,21.186059819790163
2026-01-17,8.100552284037414
2026-01-18,5.608074658179749
2026-01-19,9.969910503430665
2026-01-20,28.040373290898746
2026-01-21,29.909731510291994
2026-01-22,30.53285091675641
2026-01-23,29.909731510291994
2026-01-24,9.346791096966248
2026-01-25,6.854313471108582
2026-01-26,26.794134477969912
2026-01-27,28.040373290898746
2026-01-28,53.588268955939824
2026-01-29,62.311940646441656
2026-01-30,42.372119639580326
2026-01-31,11.839268722823915
2026-02-01,9.346791096966248
2026-02-02,34.894686762007325
2026-02-03,33.025328542614076
2026-02-04,31.779089729685243
2026-02-05,36.14092557493616
2026-02-06,34.27156735554291
2026-02-07,10.593029909895082
2026-02-08,8.100552284037414
2026-02-09,24.301656852112245
2026-02-10,25.54789566504108
2026-02-11,27.417253884434327
2026-02-12,24.301656852112245
2026-02-13,23.67853744564783
2026-02-14,7.477432877572999
2026-02-15,6.231194064644166
2026-02-16,10.593029909895082
2026-02-17,23.67853744564783
2026-02-18,22.432298632718997
2026-02-19,22.432298632718997
2026-02-20,22.432298632718997
2026-02-21,6.854313471108582
2026-02-22,6.231194064644166
2026-02-23,26.171015071505494
2026-02-24,24.301656852112245
2026-02-25,26.171015071505494
2026-02-26,23.05541803918341
2026-02-27,23.05541803918341
2026-02-28,6.854313471108582
2026-03-01,4.361835845250916
2026-03-02,30.53285091675641
2026-03-03,31.779089729685243
2026-03-04,29.909731510291994
2026-03-05,31.155970323220828
2026-03-06,25.54789566504108
2026-03-07,8.723671690501831
2026-03-08,9.969910503430665
2026-03-09,30.53285091675641
2026-03-10,27.417253884434327
2026-03-11,24.301656852112245
2026-03-12,28.040373290898746
2026-03-13,23.67853744564783
2026-03-14,9.346791096966248
2026-03-15,30.53285091675641
2026-03-16,30.53285091675641
2026-03-17,38.01028379432941
2026-03-18,39.87964201372266
2026-03-19,51.09579133008216
2026-03-20,36.14092557493616
2026-03-21,15.577985161610414
2026-03-22,10.593029909895082
2026-03-23,29.909731510291994
2026-03-24,24.301656852112245
2026-03-25,25.54789566504108
2026-03-26,22.432298632718997
2026-03-27,25.54789566504108
2026-03-28,8.723671690501831
2026-03-29,8.723671690501831
2026-03-30,26.794134477969912
2026-03-31,28.040373290898746
2026-04-01,26.171015071505494
2026-04-02,31.779089729685243
2026-04-03,15.577985161610414
2026-04-04,6.854313471108582
2026-04-05,4.984955251715332
2026-04-06,30.53285091675641
2026-04-07,31.155970323220828
2026-04-08,36.14092557493616
2026-04-09,27.417253884434327
2026-04-10,23.67853744564783
2026-04-11,8.100552284037414
2026-04-12,6.854313471108582
2026-04-13,23.67853744564783
2026-04-14,26.794134477969912
2026-04-15,35.51780616847174
2026-04-16,31.779089729685243
2026-04-17,46.73395548483124
2026-04-18,11.216149316359498
2026-04-19,7.477432877572999
2026-04-20,29.909731510291994
2026-04-21,29.28661210382758
2026-04-22,56.7038659882619
2026-04-23,49.84955251715333
2026-04-24,30.53285091675641
2026-04-25,9.346791096966248
2026-04-26,8.100552284037414
2026-04-27,28.66349269736316
2026-04-28,22.432298632718997
2026-04-29,23.67853744564783
2026-04-30,24.924776258576664
2026-05-01,26.171015071505494
2026-05-02,10.593029909895082
2026-05-03,8.100552284037414
2026-05-04,23.67853744564783
2026-05-05,26.171015071505494
2026-05-06,29.28661210382758
2026-05-07,26.794134477969912
2026-05-08,33.025328542614076
2026-05-09,10.593029909895082
2026-05-10,8.723671690501831
2026-05-11,34.894686762007325
2026-05-12,29.909731510291994
2026-05-13,31.779089729685243
2026-05-14,31.155970323220828
2026-05-15,26.171015071505494
2026-05-16,8.100552284037414
2026-05-17,6.854313471108582
2026-05-18,27.417253884434327
2026-05-19,23.67853744564783
2026-05-20,23.67853744564783
2026-05-21,26.171015071505494
2026-05-22,30.53285091675641
2026-05-23,14.954865755145997
2026-05-24,7.477432877572999
2026-05-25,7.477432877572999
2026-05-26,28.040373290898746
2026-05-27,28.040373290898746
2026-05-28,29.28661210382758
2026-05-29,24.924776258576664
2026-05-30,8.100552284037414
2026-05-31,8.723671690501831
