Time,nets
2022-08-29,8
2022-08-30,8
2022-08-31,8
2022-09-01,8
2022-09-02,8
2022-09-03,7
2022-09-04,7
2022-09-05,8
2022-09-06,7
2022-09-07,7
2022-09-08,7
2022-09-09,7
2022-09-10,7
2022-09-11,7
2022-09-12,7
2022-09-13,7
2022-09-14,8
2022-09-15,7
2022-09-16,7
2022-09-17,7
2022-09-18,8
2022-09-19,7
2022-09-20,8
2022-09-21,6
2022-09-22,7
2022-09-23,7
2022-09-24,7
2022-09-25,7
2022-09-26,8
2022-09-27,8
2022-09-28,8
2022-09-29,8
2022-09-30,8
2022-10-01,8
2022-10-02,9
2022-10-03,17
2022-10-04,31
2022-10-05,12
2022-10-06,14
2022-10-07,19
2022-10-08,11
2022-10-09,11
2022-10-10,11
2022-10-11,10
2022-10-12,12
2022-10-13,22
2022-10-14,12
2022-10-15,18
2022-10-16,9
2022-10-17,11
2022-10-18,13
2022-10-19,34
2022-10-20,80
2022-10-21,24
2022-10-22,42
2022-10-23,16
2022-10-24,23
2022-10-25,54
2022-10-26,27
2022-10-27,76
2022-10-28,70
2022-10-29,27
2022-10-30,41
2022-10-31,26
2022-11-01,91
2022-11-02,75
2022-11-03,29
2022-11-04,39
2022-11-05,51
2022-11-06,49
2022-11-07,22
2022-11-08,36
2022-11-09,26
2022-11-10,45
2022-11-11,19
2022-11-12,35
2022-11-13,32
2022-11-14,55
2022-11-15,21
2022-11-16,51
2022-11-17,24
2022-11-18,44
2022-11-19,16
2022-11-20,21
2022-11-21,46
2022-11-22,27
2022-11-23,83
2022-11-24,39
2022-11-25,16
2022-11-26,33
2022-11-27,32
2022-11-28,19
2022-11-29,30
2022-11-30,15
2022-12-01,31
2022-12-02,16
2022-12-03,34
2022-12-04,23
2022-12-05,29
2022-12-06,12
2022-12-07,16
2022-12-08,30
2022-12-09,15
2022-12-10,41
2022-12-11,36
2022-12-12,21
2022-12-13,31
2022-12-14,14
2022-12-15,13
2022-12-16,16
2022-12-17,36
2022-12-18,19
2022-12-19,29
2022-12-20,14
2022-12-21,20
2022-12-22,97
2022-12-23,26
2022-12-24,54
2022-12-25,20
2022-12-26,28
2022-12-27,55
2022-12-28,26
2022-12-29,51
2022-12-30,18
2022-12-31,23
2023-01-01,42
2023-01-02,23
2023-01-03,41
2023-01-04,28
2023-01-05,50
2023-01-06,24
2023-01-07,52
2023-01-08,27
2023-01-09,38
2023-01-10,17
2023-01-11,15
2023-01-12,27
2023-01-13,50
2023-01-14,15
2023-01-15,23
2023-01-16,28
2023-01-17,21
2023-01-18,39
2023-01-19,19
2023-01-20,49
2023-01-21,36
2023-01-22,19
2023-01-23,51
2023-01-24,17
2023-01-25,22
2023-01-26,59
2023-01-27,40
2023-01-28,36
2023-01-29,40
2023-01-30,22
2023-01-31,67
2023-02-01,25
2023-02-02,54
2023-02-03,29
2023-02-04,35
2023-02-05,68
2023-02-06,44
2023-02-07,63
2023-02-08,61
2023-02-09,100
2023-02-10,77
2023-02-11,43
2023-02-12,48
2023-02-13,22
2023-02-14,36
2023-02-15,20
2023-02-16,42
2023-02-17,16
2023-02-18,12
2023-02-19,10
2023-02-20,9
2023-02-21,10
2023-02-22,9
2023-02-23,11
2023-02-24,17
2023-02-25,42
2023-02-26,31
2023-02-27,17
2023-02-28,17
2023-03-01,36
2023-03-02,35
2023-03-03,16
2023-03-04,45
2023-03-05,26
2023-03-06,27
2023-03-07,17
2023-03-08,27
2023-03-09,17
2023-03-10,32
2023-03-11,29
2023-03-12,36
2023-03-13,16
2023-03-14,16
2023-03-15,25
2023-03-16,18
2023-03-17,22
2023-03-18,10
2023-03-19,29
2023-03-20,12
2023-03-21,19
2023-03-22,26
2023-03-23,18
2023-03-24,26
2023-03-25,18
2023-03-26,38
2023-03-27,16
2023-03-28,11
2023-03-29,15
2023-03-30,22
2023-03-31,16
2023-04-01,21
2023-04-02,29
2023-04-03,15
2023-04-04,16
2023-04-05,28
2023-04-06,22
2023-04-07,19
2023-04-08,25
2023-04-09,28
2023-04-10,15
2023-04-11,11
2023-04-12,11
2023-04-13,11
2023-04-14,11
2023-04-15,66
2023-04-16,21
2023-04-17,29
2023-04-18,57
2023-04-19,15
2023-04-20,26
2023-04-21,65
2023-04-22,68
2023-04-23,21
2023-04-24,12
2023-04-25,10
2023-04-26,10
2023-04-27,9
2023-04-28,7
2023-04-29,8
2023-04-30,10
2023-05-01,8
2023-05-02,9
2023-05-03,8
2023-05-04,7
2023-05-05,7
2023-05-06,8
2023-05-07,8
2023-05-08,7
2023-05-09,7
2023-05-10,7
2023-05-11,6
2023-05-12,9
2023-05-13,8
2023-05-14,9
2023-05-15,8
2023-05-16,7
2023-05-17,9
2023-05-18,7
2023-05-19,7
2023-05-20,8
2023-05-21,7
2023-05-22,7
2023-05-23,7
2023-05-24,7
2023-05-25,6
