Time,sams_club
2024-11-27,65.70991847826087
2024-11-28,64.83378623188406
2024-11-29,78.85190217391305
2024-11-30,66.58605072463769
2024-12-01,67.4621829710145
2024-12-02,61.32925724637681
2024-12-03,54.32019927536232
2024-12-04,50.81567028985508
2024-12-05,49.939538043478265
2024-12-06,57.82472826086957
2024-12-07,63.08152173913044
2024-12-08,64.83378623188406
2024-12-09,52.567934782608695
2024-12-10,56.072463768115945
2024-12-11,56.94859601449276
2024-12-12,52.567934782608695
2024-12-13,56.94859601449276
2024-12-14,62.205389492753625
2024-12-15,63.95765398550725
2024-12-16,57.82472826086957
2024-12-17,60.453125
2024-12-18,58.70086050724638
2024-12-19,57.82472826086957
2024-12-20,63.95765398550725
2024-12-21,69.21444746376812
2024-12-22,72.71897644927536
2024-12-23,65.70991847826087
2024-12-24,74.47124094202898
2024-12-25,36.797554347826086
2024-12-26,62.205389492753625
2024-12-27,60.453125
2024-12-28,55.19633152173913
2024-12-29,58.70086050724638
2024-12-30,56.072463768115945
2024-12-31,65.70991847826087
2025-01-01,67.4621829710145
2025-01-02,53.44406702898551
2025-01-03,57.82472826086957
2025-01-04,62.205389492753625
2025-01-05,58.70086050724638
2025-01-06,49.06340579710145
2025-01-07,51.69180253623189
2025-01-08,49.939538043478265
2025-01-09,46.435009057971016
2025-01-10,49.06340579710145
2025-01-11,57.82472826086957
2025-01-12,60.453125
2025-01-13,49.939538043478265
2025-01-14,49.939538043478265
2025-01-15,48.18727355072464
2025-01-16,49.06340579710145
2025-01-17,52.567934782608695
2025-01-18,58.70086050724638
2025-01-19,60.453125
2025-01-20,49.939538043478265
2025-01-21,48.18727355072464
2025-01-22,46.435009057971016
2025-01-23,49.06340579710145
2025-01-24,50.81567028985508
2025-01-25,60.453125
2025-01-26,60.453125
2025-01-27,50.81567028985508
2025-01-28,49.939538043478265
2025-01-29,49.939538043478265
2025-01-30,46.435009057971016
2025-01-31,50.81567028985508
2025-02-01,56.94859601449276
2025-02-02,66.58605072463769
2025-02-03,50.81567028985508
2025-02-04,48.18727355072464
2025-02-05,48.18727355072464
2025-02-06,47.31114130434783
2025-02-07,49.939538043478265
2025-02-08,63.08152173913044
2025-02-09,56.072463768115945
2025-02-10,43.806612318840585
2025-02-11,46.435009057971016
2025-02-12,44.68274456521739
2025-02-13,48.18727355072464
2025-02-14,48.18727355072464
2025-02-15,56.072463768115945
2025-02-16,58.70086050724638
2025-02-17,57.82472826086957
2025-02-18,47.31114130434783
2025-02-19,44.68274456521739
2025-02-20,48.18727355072464
2025-02-21,50.81567028985508
2025-02-22,56.94859601449276
2025-02-23,60.453125
2025-02-24,45.5588768115942
2025-02-25,46.435009057971016
2025-02-26,46.435009057971016
2025-02-27,45.5588768115942
2025-02-28,48.18727355072464
2025-03-01,56.94859601449276
2025-03-02,58.70086050724638
2025-03-03,47.31114130434783
2025-03-04,43.806612318840585
2025-03-05,44.68274456521739
2025-03-06,47.31114130434783
2025-03-07,49.06340579710145
2025-03-08,56.94859601449276
2025-03-09,65.70991847826087
2025-03-10,50.81567028985508
2025-03-11,50.81567028985508
2025-03-12,50.81567028985508
2025-03-13,47.31114130434783
2025-03-14,49.06340579710145
2025-03-15,56.072463768115945
2025-03-16,58.70086050724638
2025-03-17,47.31114130434783
2025-03-18,56.94859601449276
2025-03-19,49.939538043478265
2025-03-20,44.68274456521739
2025-03-21,47.31114130434783
2025-03-22,56.94859601449276
2025-03-23,57.82472826086957
2025-03-24,47.31114130434783
2025-03-25,49.06340579710145
2025-03-26,47.31114130434783
2025-03-27,52.567934782608695
2025-03-28,50.81567028985508
2025-03-29,60.453125
2025-03-30,60.453125
2025-03-31,46.435009057971016
2025-04-01,48.18727355072464
2025-04-02,43.806612318840585
2025-04-03,50.81567028985508
2025-04-04,48.18727355072464
2025-04-05,57.82472826086957
2025-04-06,67.4621829710145
2025-04-07,53.44406702898551
2025-04-08,46.435009057971016
2025-04-09,49.939538043478265
2025-04-10,57.82472826086957
2025-04-11,50.81567028985508
2025-04-12,58.70086050724638
2025-04-13,62.205389492753625
2025-04-14,47.31114130434783
2025-04-15,55.00858889751552
2025-04-16,47.84933682712215
2025-04-17,52.780709756728776
2025-04-18,56.79840191511387
2025-04-19,63.95765398550725
2025-04-20,67.53728002070393
2025-04-21,50.09599023033127
2025-04-22,47.411270703933745
2025-04-23,49.63914984472049
2025-04-24,52.32386937111801
2025-04-25,50.09599023033127
2025-04-26,61.27293445910973
2025-04-27,58.15014880952381
2025-04-28,52.32386937111801
2025-04-29,51.88580324792961
2025-04-30,51.42896286231884
2025-05-01,57.693308423913045
2025-05-02,60.37802795031055
2025-05-03,63.95765398550725
2025-05-04,63.06274747670807
2025-05-05,54.57052277432712
2025-05-06,50.09599023033127
2025-05-07,52.780709756728776
2025-05-08,50.990896739130434
2025-05-09,56.79840191511387
2025-05-10,59.939961827122154
2025-05-11,63.06274747670807
2025-05-12,57.25524230072464
2025-05-13,52.32386937111801
2025-05-14,50.990896739130434
2025-05-15,50.25244241718426
2025-05-16,50.25244241718426
2025-05-17,61.21661167184264
2025-05-18,65.7850155279503
2025-05-19,51.16612318840579
2025-05-20,57.56188858695652
2025-05-21,50.25244241718426
2025-05-22,52.07980395962733
2025-05-23,56.648207815734985
2025-05-24,63.04397321428571
2025-05-25,67.61237707039336
2025-05-26,81.31758863871634
2025-05-27,51.16612318840579
2025-05-28,50.25244241718426
2025-05-29,52.993484730848856
2025-05-30,55.734527044513456
2025-05-31,63.04397321428571
2025-06-01,63.95765398550724
2025-06-02,51.16612318840579
2025-06-03,52.07980395962733
2025-06-04,55.734527044513456
2025-06-05,57.56188858695652
2025-06-06,55.734527044513456
2025-06-07,58.47556935817805
2025-06-08,61.21661167184264
2025-06-09,56.648207815734985
2025-06-10,50.25244241718426
2025-06-11,52.07980395962733
2025-06-12,53.90716550207039
2025-06-13,54.82084627329192
2025-06-14,59.38925012939958
2025-06-15,58.47556935817805
2025-06-16,56.648207815734985
2025-06-17,49.33876164596273
2025-06-18,51.16612318840579
2025-06-19,55.734527044513456
2025-06-20,52.993484730848856
2025-06-21,58.47556935817805
2025-06-22,58.47556935817805
2025-06-23,53.90716550207039
2025-06-24,55.734527044513456
2025-06-25,49.33876164596273
2025-06-26,51.16612318840579
2025-06-27,65.7850155279503
2025-06-28,58.47556935817805
2025-06-29,62.13029244306418
2025-06-30,53.90716550207039
2025-07-01,57.56188858695652
2025-07-02,63.04397321428571
2025-07-03,70.35341938405797
2025-07-04,91.3680771221532
2025-07-05,59.38925012939958
2025-07-06,63.95765398550724
2025-07-07,56.648207815734985
2025-07-08,59.38925012939958
2025-07-09,55.734527044513456
2025-07-10,54.82084627329192
2025-07-11,57.56188858695652
2025-07-12,63.04397321428571
2025-07-13,62.13029244306418
2025-07-14,53.90716550207039
2025-07-15,56.648207815734985
2025-07-16,52.07980395962733
2025-07-17,55.734527044513456
2025-07-18,56.648207815734985
2025-07-19,58.47556935817805
2025-07-20,63.04397321428571
2025-07-21,58.47556935817805
2025-07-22,63.95765398550724
2025-07-23,54.82084627329192
2025-07-24,54.82084627329192
2025-07-25,55.734527044513456
2025-07-26,59.38925012939958
2025-07-27,61.21661167184264
2025-07-28,52.07980395962733
2025-07-29,64.87133475672877
2025-07-30,52.07980395962733
2025-07-31,52.07980395962733
2025-08-01,62.13029244306418
2025-08-02,67.61237707039336
2025-08-03,62.13029244306418
2025-08-04,55.734527044513456
2025-08-05,52.07980395962733
2025-08-06,61.21661167184264
2025-08-07,59.38925012939958
2025-08-08,58.47556935817805
2025-08-09,62.13029244306418
2025-08-10,71.2671001552795
2025-08-11,52.993484730848856
2025-08-12,56.648207815734985
2025-08-13,57.56188858695652
2025-08-14,60.302930900621114
2025-08-15,55.734527044513456
2025-08-16,63.04397321428571
2025-08-17,63.95765398550724
2025-08-18,53.90716550207039
2025-08-19,49.33876164596273
2025-08-20,54.82084627329192
2025-08-21,51.16612318840579
2025-08-22,52.993484730848856
2025-08-23,64.87133475672877
2025-08-24,65.7850155279503
2025-08-25,61.21661167184264
2025-08-26,50.25244241718426
2025-08-27,54.82084627329192
2025-08-28,53.90716550207039
2025-08-29,52.993484730848856
2025-08-30,58.47556935817805
2025-08-31,73.09446169772256
2025-09-01,87.71335403726707
2025-09-02,58.47556935817805
2025-09-03,56.648207815734985
2025-09-04,50.25244241718426
2025-09-05,50.25244241718426
2025-09-06,55.734527044513456
2025-09-07,61.21661167184264
2025-09-08,52.07980395962733
2025-09-09,49.33876164596273
2025-09-10,51.16612318840579
2025-09-11,48.4250808747412
2025-09-12,50.25244241718426
2025-09-13,57.56188858695652
2025-09-14,65.7850155279503
2025-09-15,50.25244241718426
2025-09-16,51.16612318840579
2025-09-17,51.16612318840579
2025-09-18,47.51140010351966
2025-09-19,52.07980395962733
2025-09-20,56.648207815734985
2025-09-21,62.13029244306418
2025-09-22,46.597719332298134
2025-09-23,46.597719332298134
2025-09-24,46.597719332298134
2025-09-25,50.25244241718426
2025-09-26,47.51140010351966
2025-09-27,55.734527044513456
2025-09-28,57.56188858695652
2025-09-29,48.4250808747412
2025-09-30,50.25244241718426
2025-10-01,50.25244241718426
2025-10-02,51.16612318840579
2025-10-03,51.16612318840579
2025-10-04,54.82084627329192
2025-10-05,59.38925012939958
2025-10-06,52.07980395962733
2025-10-07,53.90716550207039
2025-10-08,56.648207815734985
2025-10-09,52.07980395962733
2025-10-10,50.25244241718426
2025-10-11,58.47556935817805
2025-10-12,62.13029244306418
2025-10-13,58.47556935817805
2025-10-14,52.993484730848856
2025-10-15,52.993484730848856
2025-10-16,50.25244241718426
2025-10-17,53.90716550207039
2025-10-18,60.302930900621114
2025-10-19,68.5260578416149
2025-10-20,56.648207815734985
2025-10-21,54.82084627329192
2025-10-22,54.82084627329192
2025-10-23,52.07980395962733
2025-10-24,61.21661167184264
2025-10-25,59.38925012939958
2025-10-26,61.21661167184264
2025-10-27,57.56188858695652
2025-10-28,54.82084627329192
2025-10-29,52.993484730848856
2025-10-30,54.82084627329192
2025-10-31,52.07980395962733
2025-11-01,63.04397321428571
2025-11-02,65.7850155279503
2025-11-03,55.734527044513456
2025-11-04,51.16612318840579
2025-11-05,49.33876164596273
2025-11-06,55.734527044513456
2025-11-07,61.21661167184264
2025-11-08,67.61237707039336
2025-11-09,65.7850155279503
2025-11-10,55.734527044513456
2025-11-11,56.648207815734985
2025-11-12,54.82084627329192
2025-11-13,52.07980395962733
2025-11-14,55.734527044513456
2025-11-15,66.69869629917184
2025-11-16,69.43973861283644
2025-11-17,57.56188858695652
2025-11-18,62.13029244306418
2025-11-19,56.648207815734985
2025-11-20,55.734527044513456
2025-11-21,54.82084627329192
2025-11-22,65.7850155279503
2025-11-23,68.5260578416149
2025-11-24,62.13029244306418
2025-11-25,65.7850155279503
2025-11-26,70.35341938405797
2025-11-27,64.87133475672877
2025-11-28,75.83550401138716
2025-11-29,64.87133475672877
2025-11-30,63.04397321428571
2025-12-01,59.38925012939958
2025-12-02,54.82084627329192
2025-12-03,55.734527044513456
2025-12-04,52.993484730848856
2025-12-05,53.90716550207039
2025-12-06,64.87133475672877
2025-12-07,62.13029244306418
2025-12-08,57.56188858695652
2025-12-09,59.38925012939958
2025-12-10,52.993484730848856
2025-12-11,52.92822181861875
2025-12-12,52.92822181861875
2025-12-13,63.79449670493197
2025-12-14,62.84818447759538
2025-12-15,54.82084627329192
2025-12-16,56.713470727965095
2025-12-17,53.874534045955336
2025-12-18,57.65978295530169
2025-12-19,61.44503186464803
2025-12-20,70.41868229628808
2025-12-21,71.36499452362466
2025-12-22,65.23028077399437
2025-12-23,70.41868229628808
2025-12-24,77.49970827325495
2025-12-25,35.43776134094942
2025-12-26,54.82084627329192
2025-12-27,60.95556002292221
2025-12-28,52.471381433007984
2025-12-29,56.713470727965095
2025-12-30,57.65978295530169
2025-12-31,63.79449670493197
2026-01-01,62.84818447759538
2026-01-02,54.82084627329192
2026-01-03,58.60609518263827
2026-01-04,59.06293556824903
2026-01-05,48.19666068193582
2026-01-06,48.68613252366164
2026-01-07,48.68613252366164
2026-01-08,58.116623340912454
2026-01-09,51.03559736394557
2026-01-10,58.73662100709849
2026-01-11,59.71556469055013
2026-01-12,48.94718417258208
2026-01-13,49.926127856033716
2026-01-14,47.96824048913044
2026-01-15,53.84190258984028
2026-01-16,47.96824048913044
2026-01-17,64.61028310780834
2026-01-18,57.75767732364685
2026-01-19,55.79978995674357
2026-01-20,46.01035312222715
2026-01-21,52.86295890638864
2026-01-22,54.82084627329193
2026-01-23,53.84190258984028
2026-01-24,54.82084627329193
2026-01-25,44.052465755323865
2026-01-26,44.052465755323865
2026-01-27,44.052465755323865
2026-01-28,45.03140943877551
2026-01-29,47.96824048913044
2026-01-30,49.926127856033716
2026-01-31,56.778733640195206
2026-02-01,54.82084627329193
2026-02-02,47.96824048913044
2026-02-03,45.03140943877551
2026-02-04,45.03140943877551
2026-02-05,47.96824048913044
2026-02-06,49.926127856033716
2026-02-07,55.79978995674357
2026-02-08,51.884015222937
2026-02-09,42.09457838842059
2026-02-10,51.884015222937
2026-02-11,53.84190258984028
2026-02-12,47.96824048913044
2026-02-13,51.884015222937
2026-02-14,51.884015222937
2026-02-15,52.86295890638864
2026-02-16,47.96824048913044
2026-02-17,40.1366910215173
2026-02-18,47.96824048913044
2026-02-19,46.01035312222715
2026-02-20,47.96824048913044
2026-02-21,57.75767732364685
2026-02-22,55.79978995674357
2026-02-23,47.96824048913044
2026-02-24,46.01035312222715
2026-02-25,46.98929680567879
2026-02-26,49.926127856033716
2026-02-27,60.69450837400177
2026-02-28,64.61028310780834
2026-03-01,58.73662100709849
2026-03-02,47.96824048913044
2026-03-03,49.926127856033716
2026-03-04,50.905071539485355
2026-03-05,51.884015222937
2026-03-06,55.79978995674357
2026-03-07,60.69450837400177
2026-03-08,64.61028310780834
2026-03-09,56.778733640195206
2026-03-10,51.884015222937
2026-03-11,50.905071539485355
2026-03-12,52.86295890638864
2026-03-13,53.84190258984028
2026-03-14,59.71556469055013
2026-03-15,62.65239574090506
2026-03-16,51.884015222937
2026-03-17,50.905071539485355
2026-03-18,56.778733640195206
2026-03-19,51.884015222937
2026-03-20,55.79978995674357
2026-03-21,63.631339424356696
2026-03-22,67.54711415816327
2026-03-23,55.79978995674357
2026-03-24,60.69450837400177
2026-03-25,58.73662100709849
2026-03-26,51.884015222937
2026-03-27,52.86295890638864
2026-03-28,59.71556469055013
2026-03-29,68.5260578416149
2026-03-30,53.84190258984028
2026-03-31,50.905071539485355
2026-04-01,52.86295890638864
2026-04-02,55.79978995674357
2026-04-03,66.56817047471162
2026-04-04,67.54711415816327
2026-04-05,67.54711415816327
2026-04-06,58.73662100709849
2026-04-07,50.905071539485355
2026-04-08,51.884015222937
2026-04-09,50.905071539485355
2026-04-10,53.84190258984028
2026-04-11,60.69450837400177
2026-04-12,64.61028310780834
2026-04-13,52.86295890638864
2026-04-14,52.86295890638864
2026-04-15,48.94718417258208
2026-04-16,53.84190258984028
2026-04-17,49.926127856033716
2026-04-18,59.71556469055013
2026-04-19,61.67345205745342
2026-04-20,50.905071539485355
2026-04-21,48.94718417258208
2026-04-22,47.96824048913044
2026-04-23,48.94718417258208
2026-04-24,48.94718417258208
2026-04-25,55.79978995674357
2026-04-26,62.65239574090506
2026-04-27,51.884015222937
2026-04-28,53.84190258984028
2026-04-29,53.84190258984028
2026-04-30,57.75767732364685
2026-05-01,58.73662100709849
2026-05-02,61.67345205745342
2026-05-03,67.54711415816327
2026-05-04,58.73662100709849
2026-05-05,53.84190258984028
2026-05-06,55.79978995674357
2026-05-07,54.82084627329193
2026-05-08,57.75767732364685
2026-05-09,73.42077625887312
2026-05-10,62.65239574090506
2026-05-11,56.778733640195206
2026-05-12,52.86295890638864
2026-05-13,50.905071539485355
2026-05-14,53.84190258984028
2026-05-15,57.75767732364685
2026-05-16,61.67345205745342
2026-05-17,72.44183257542147
2026-05-18,59.71556469055013
2026-05-19,58.73662100709849
2026-05-20,54.82084627329193
2026-05-21,59.71556469055013
2026-05-22,58.73662100709849
2026-05-23,62.65239574090506
2026-05-24,73.42077625887312
2026-05-25,92.99964992790595
2026-05-26,67.54711415816327
2026-05-27,97.89436834516415
2026-05-28,57.75767732364685
2026-05-29,60.69450837400177
2026-05-30,70.4839452085182
2026-05-31,68.5260578416149
