Time,long_legs
2022-06-26,82.0
2022-06-27,72.0
2022-06-28,59.0
2022-06-29,62.0
2022-06-30,68.0
2022-07-01,62.0
2022-07-02,76.0
2022-07-03,81.0
2022-07-04,89.0
2022-07-05,61.0
2022-07-06,61.0
2022-07-07,60.0
2022-07-08,59.0
2022-07-09,69.0
2022-07-10,71.0
2022-07-11,57.0
2022-07-12,59.0
2022-07-13,56.0
2022-07-14,59.0
2022-07-15,61.0
2022-07-16,70.0
2022-07-17,69.0
2022-07-18,58.0
2022-07-19,55.0
2022-07-20,53.0
2022-07-21,56.0
2022-07-22,56.0
2022-07-23,63.0
2022-07-24,71.0
2022-07-25,58.0
2022-07-26,57.0
2022-07-27,56.0
2022-07-28,55.0
2022-07-29,50.0
2022-07-30,63.0
2022-07-31,71.0
2022-08-01,54.0
2022-08-02,55.0
2022-08-03,56.0
2022-08-04,53.0
2022-08-05,52.0
2022-08-06,58.0
2022-08-07,66.0
2022-08-08,55.0
2022-08-09,52.0
2022-08-10,49.0
2022-08-11,48.0
2022-08-12,49.0
2022-08-13,59.0
2022-08-14,66.0
2022-08-15,52.0
2022-08-16,52.0
2022-08-17,50.0
2022-08-18,49.0
2022-08-19,47.0
2022-08-20,63.0
2022-08-21,60.0
2022-08-22,46.0
2022-08-23,48.0
2022-08-24,49.0
2022-08-25,48.0
2022-08-26,48.0
2022-08-27,55.0
2022-08-28,63.0
2022-08-29,43.082062780269055
2022-08-30,46.123638693145416
2022-08-31,44.35285073670724
2022-09-01,46.123638693145416
2022-09-02,44.85285073670724
2022-09-03,56.13376040999359
2022-09-04,63.98770019218449
2022-09-05,62.216912235746314
2022-09-06,41.81127482383087
2022-09-07,45.738244714926324
2022-09-08,43.082062780269055
2022-09-09,40.925880845611786
2022-09-10,50.05060858424087
2022-09-11,53.977578475336315
2022-09-12,46.123638693145416
2022-09-13,40.925880845611786
2022-09-14,47.89442664958359
2022-09-15,42.69666880204996
2022-09-16,40.040486867392694
2022-09-17,51.321396540679046
2022-09-18,59.17533632286995
2022-09-19,47.00903267136451
2022-09-20,41.81127482383087
2022-09-21,42.69666880204996
2022-09-22,40.925880845611786
2022-09-23,40.925880845611786
2022-09-24,53.09218449711723
2022-09-25,60.94612427930813
2022-09-26,40.925880845611786
2022-09-27,43.082062780269055
2022-09-28,42.393337604099926
2022-09-29,43.16412556053811
2022-09-30,44.70570147341447
2022-10-01,48.55964125560537
2022-10-02,49.330429212043555
2022-10-03,39.310185778347204
2022-10-04,45.47648942985265
2022-10-05,41.62254964766175
2022-10-06,42.393337604099926
2022-10-07,41.62254964766175
2022-10-08,51.64279308135809
2022-10-09,57.03830877642536
2022-10-10,48.55964125560537
2022-10-11,40.08097373478539
2022-10-12,42.393337604099926
2022-10-13,42.393337604099926
2022-10-14,42.393337604099926
2022-10-15,54.725944907110815
2022-10-16,54.725944907110815
2022-10-17,44.70570147341447
2022-10-18,41.62254964766175
2022-10-19,39.310185778347204
2022-10-20,39.310185778347204
2022-10-21,40.85176169122357
2022-10-22,48.55964125560537
2022-10-23,52.41358103779628
2022-10-24,41.62254964766175
2022-10-25,38.53939782190903
2022-10-26,42.393337604099926
2022-10-27,39.310185778347204
2022-10-28,37.76860986547085
2022-10-29,43.16412556053811
2022-10-30,46.24727738629083
2022-10-31,37.76860986547085
2022-11-01,35.456245996156305
2022-11-02,36.997821909032666
2022-11-03,38.53939782190903
2022-11-04,37.76860986547085
2022-11-05,42.393337604099926
2022-11-06,47.788853299167194
2022-11-07,36.997821909032666
2022-11-08,33.914670083279944
2022-11-09,33.14388212684176
2022-11-10,33.14388212684176
2022-11-11,33.914670083279944
2022-11-12,37.76860986547085
2022-11-13,38.53939782190903
2022-11-14,31.602306213965402
2022-11-15,30.83151825752722
2022-11-16,32.37309417040358
2022-11-17,33.914670083279944
2022-11-18,33.914670083279944
2022-11-19,38.53939782190903
2022-11-20,37.76860986547085
2022-11-21,34.68545803971813
2022-11-22,34.68545803971813
2022-11-23,41.62254964766175
2022-11-24,77.07879564381805
2022-11-25,37.76860986547085
2022-11-26,37.76860986547085
2022-11-27,42.393337604099926
2022-11-28,30.83151825752722
2022-11-29,33.14388212684176
2022-11-30,32.37309417040358
2022-12-01,30.83151825752722
2022-12-02,28.51915438821268
2022-12-03,35.456245996156305
2022-12-04,39.310185778347204
2022-12-05,30.83151825752722
2022-12-06,30.06073030108904
2022-12-07,34.68545803971813
2022-12-08,34.68545803971813
2022-12-09,33.914670083279944
2022-12-10,35.456245996156305
2022-12-11,44.70570147341447
2022-12-12,35.456245996156305
2022-12-13,33.914670083279944
2022-12-14,37.76860986547085
2022-12-15,31.602306213965402
2022-12-16,33.914670083279944
2022-12-17,41.62254964766175
2022-12-18,40.85176169122357
2022-12-19,36.22703395259448
2022-12-20,37.76860986547085
2022-12-21,33.14388212684176
2022-12-22,35.456245996156305
2022-12-23,40.85176169122357
2022-12-24,45.47648942985265
2022-12-25,63.204612427930805
2022-12-26,39.310185778347204
2022-12-27,36.997821909032666
2022-12-28,37.76860986547085
2022-12-29,36.997821909032666
2022-12-30,36.22703395259448
2022-12-31,53.95515695067264
2023-01-01,63.97540038436898
2023-01-02,42.393337604099926
2023-01-03,35.456245996156305
2023-01-04,34.68545803971813
2023-01-05,33.914670083279944
2023-01-06,33.914670083279944
2023-01-07,40.85176169122357
2023-01-08,43.16412556053811
2023-01-09,35.456245996156305
2023-01-10,36.997821909032666
2023-01-11,36.22703395259448
2023-01-12,33.914670083279944
2023-01-13,28.51915438821268
2023-01-14,36.22703395259448
2023-01-15,41.62254964766175
2023-01-16,38.53939782190903
2023-01-17,33.14388212684176
2023-01-18,35.456245996156305
2023-01-19,33.14388212684176
2023-01-20,30.83151825752722
2023-01-21,39.310185778347204
2023-01-22,43.934913516976295
2023-01-23,35.456245996156305
2023-01-24,33.14388212684176
2023-01-25,31.602306213965402
2023-01-26,34.68545803971813
2023-01-27,34.68545803971813
2023-01-28,36.22703395259448
2023-01-29,41.62254964766175
2023-01-30,32.37309417040358
2023-01-31,35.456245996156305
2023-02-01,34.68545803971813
2023-02-02,33.914670083279944
2023-02-03,32.37309417040358
2023-02-04,34.68545803971813
2023-02-05,40.08097373478539
2023-02-06,33.914670083279944
2023-02-07,33.914670083279944
2023-02-08,33.914670083279944
2023-02-09,34.68545803971813
2023-02-10,33.14388212684176
2023-02-11,40.85176169122357
2023-02-12,48.55964125560537
2023-02-13,33.914670083279944
2023-02-14,41.62254964766175
2023-02-15,41.62254964766175
2023-02-16,34.68545803971813
2023-02-17,33.14388212684176
2023-02-18,39.310185778347204
2023-02-19,39.310185778347204
2023-02-20,38.53939782190903
2023-02-21,36.22703395259448
2023-02-22,33.14388212684176
2023-02-23,33.14388212684176
2023-02-24,33.14388212684176
2023-02-25,43.16412556053811
2023-02-26,46.24727738629083
2023-02-27,34.68545803971813
2023-02-28,33.914670083279944
2023-03-01,36.997821909032666
2023-03-02,33.14388212684176
2023-03-03,32.37309417040358
2023-03-04,45.47648942985265
2023-03-05,45.47648942985265
2023-03-06,35.456245996156305
2023-03-07,35.456245996156305
2023-03-08,38.53939782190903
2023-03-09,40.85176169122357
2023-03-10,36.22703395259448
2023-03-11,43.934913516976295
2023-03-12,50.10121716848174
2023-03-13,35.456245996156305
2023-03-14,40.08097373478539
2023-03-15,39.310185778347204
2023-03-16,34.68545803971813
2023-03-17,34.68545803971813
2023-03-18,40.08097373478539
2023-03-19,46.24727738629083
2023-03-20,35.456245996156305
2023-03-21,35.456245996156305
2023-03-22,36.22703395259448
2023-03-23,40.08097373478539
2023-03-24,40.85176169122357
2023-03-25,43.934913516976295
2023-03-26,50.872005124919916
2023-03-27,38.53939782190903
2023-03-28,39.310185778347204
2023-03-29,35.456245996156305
2023-03-30,38.53939782190903
2023-03-31,33.914670083279944
2023-04-01,38.53939782190903
2023-04-02,47.788853299167194
2023-04-03,36.997821909032666
2023-04-04,33.914670083279944
2023-04-05,36.997821909032666
2023-04-06,37.76860986547085
2023-04-07,36.997821909032666
2023-04-08,46.24727738629083
2023-04-09,48.55964125560537
2023-04-10,39.310185778347204
2023-04-11,40.08097373478539
2023-04-12,37.76860986547085
2023-04-13,39.310185778347204
2023-04-14,37.76860986547085
2023-04-15,47.01806534272902
2023-04-16,45.47648942985265
2023-04-17,37.76860986547085
2023-04-18,37.76860986547085
2023-04-19,36.997821909032666
2023-04-20,37.76860986547085
2023-04-21,38.53939782190903
2023-04-22,44.70570147341447
2023-04-23,48.55964125560537
2023-04-24,40.08097373478539
2023-04-25,40.85176169122357
2023-04-26,37.67611531069827
2023-04-27,38.4700269058296
2023-04-28,37.67611531069827
2023-04-29,45.61523126201153
2023-04-30,49.970183215887246
2023-05-01,39.26393850096092
2023-05-02,36.496809737347846
2023-05-03,38.4700269058296
2023-05-04,36.882203715566945
2023-05-05,36.882203715566945
2023-05-06,38.4700269058296
2023-05-07,51.172612427930815
2023-05-08,42.439584881486226
2023-05-09,44.02740807174888
2023-05-10,40.85176169122357
2023-05-11,41.6456732863549
2023-05-12,40.85176169122357
2023-05-13,48.79087764253683
2023-05-14,64.6459859064702
2023-05-15,46.409142857142854
2023-05-16,43.233496476617546
2023-05-17,41.6456732863549
2023-05-18,40.85176169122357
2023-05-19,40.057850096092245
2023-05-20,48.79087764253683
2023-05-21,51.5580064061499
2023-05-22,40.85176169122357
2023-05-23,40.057850096092245
2023-05-24,41.6456732863549
2023-05-25,41.6456732863549
2023-05-26,42.48583215887252
2023-05-27,50.65618449711724
2023-05-28,59.64357206918642
2023-05-29,62.911713004484305
2023-05-30,44.936937860345935
2023-05-31,44.119902626521466
2023-06-01,43.30286739269699
2023-06-02,42.48583215887252
2023-06-03,53.10729019859065
2023-06-04,55.55839590006406
2023-06-05,49.02211402946829
2023-06-06,42.48583215887252
2023-06-07,43.30286739269699
2023-06-08,43.30286739269699
2023-06-09,40.85176169122357
2023-06-10,53.10729019859065
2023-06-11,52.29025496476618
2023-06-12,44.119902626521466
2023-06-13,44.119902626521466
2023-06-14,45.753973094170405
2023-06-15,46.571008327994875
2023-06-16,46.571008327994875
2023-06-17,55.55839590006406
2023-06-18,73.53317104420243
2023-06-19,52.29025496476618
2023-06-20,49.83914926329276
2023-06-21,47.388043561819345
2023-06-22,43.30286739269699
2023-06-23,44.119902626521466
2023-06-24,49.83914926329276
2023-06-25,57.19246636771301
2023-06-26,45.753973094170405
2023-06-27,45.753973094170405
2023-06-28,46.571008327994875
2023-06-29,45.753973094170405
2023-06-30,46.571008327994875
2023-07-01,59.64357206918642
2023-07-02,64.54578347213325
2023-07-03,56.37543113388853
2023-07-04,66.17985393978219
2023-07-05,51.47321973094171
2023-07-06,44.936937860345935
2023-07-07,46.571008327994875
2023-07-08,65.36281870595772
2023-07-09,58.00950160153748
2023-07-10,47.388043561819345
2023-07-11,49.02211402946829
2023-07-12,46.571008327994875
2023-07-13,47.388043561819345
2023-07-14,45.753973094170405
2023-07-15,53.10729019859065
2023-07-16,57.19246636771301
2023-07-17,46.571008327994875
2023-07-18,48.20507879564382
2023-07-19,48.20507879564382
2023-07-20,47.388043561819345
2023-07-21,44.936937860345935
2023-07-22,53.10729019859065
2023-07-23,59.64357206918642
2023-07-24,46.571008327994875
2023-07-25,46.571008327994875
2023-07-26,44.936937860345935
2023-07-27,42.48583215887252
2023-07-28,45.753973094170405
2023-07-29,52.29025496476618
2023-07-30,56.37543113388853
2023-07-31,45.753973094170405
2023-08-01,46.571008327994875
2023-08-02,44.119902626521466
2023-08-03,43.30286739269699
2023-08-04,43.30286739269699
2023-08-05,53.10729019859065
2023-08-06,56.37543113388853
2023-08-07,45.753973094170405
2023-08-08,44.119902626521466
2023-08-09,44.936937860345935
2023-08-10,40.85176169122357
2023-08-11,45.753973094170405
2023-08-12,49.02211402946829
2023-08-13,57.19246636771301
2023-08-14,44.936937860345935
2023-08-15,44.119902626521466
2023-08-16,44.119902626521466
2023-08-17,41.66879692504805
2023-08-18,38.40065598975016
2023-08-19,52.29025496476618
2023-08-20,71.08206534272902
2023-08-21,41.66879692504805
2023-08-22,40.0347264573991
2023-08-23,42.48583215887252
2023-08-24,41.66879692504805
2023-08-25,39.21769122357463
2023-08-26,52.29025496476618
2023-08-27,53.92432543241512
2023-08-28,39.21769122357463
2023-08-29,38.40065598975016
2023-08-30,39.21769122357463
2023-08-31,37.58362075592569
2023-09-01,40.0347264573991
2023-09-02,50.65618449711724
2023-09-03,54.74136066623959
2023-09-04,59.64357206918642
2023-09-05,38.40065598975016
2023-09-06,41.66879692504805
2023-09-07,39.21769122357463
2023-09-08,40.85176169122357
2023-09-09,46.571008327994875
2023-09-10,48.20507879564382
2023-09-11,41.66879692504805
2023-09-12,38.40065598975016
2023-09-13,39.21769122357463
2023-09-14,40.0347264573991
2023-09-15,38.40065598975016
2023-09-16,40.85176169122357
2023-09-17,49.83914926329276
2023-09-18,37.58362075592569
2023-09-19,37.58362075592569
2023-09-20,40.0347264573991
2023-09-21,40.0347264573991
2023-09-22,39.21769122357463
2023-09-23,44.119902626521466
2023-09-24,49.83914926329276
2023-09-25,40.85176169122357
2023-09-26,36.76658552210122
2023-09-27,35.13251505445228
2023-09-28,38.40065598975016
2023-09-29,38.40065598975016
2023-09-30,43.30286739269699
2023-10-01,46.571008327994875
2023-10-02,40.85176169122357
2023-10-03,41.66879692504805
2023-10-04,41.66879692504805
2023-10-05,39.21769122357463
2023-10-06,40.0347264573991
2023-10-07,40.85176169122357
2023-10-08,41.66879692504805
2023-10-09,39.21769122357463
2023-10-10,35.94955028827675
2023-10-11,36.76658552210122
2023-10-12,39.21769122357463
2023-10-13,33.49844458680333
2023-10-14,40.85176169122357
2023-10-15,44.936937860345935
2023-10-16,40.0347264573991
2023-10-17,35.13251505445228
2023-10-18,39.21769122357463
2023-10-19,39.21769122357463
2023-10-20,36.76658552210122
2023-10-21,44.119902626521466
2023-10-22,47.388043561819345
2023-10-23,36.76658552210122
2023-10-24,37.58362075592569
2023-10-25,38.40065598975016
2023-10-26,36.76658552210122
2023-10-27,35.13251505445228
2023-10-28,37.58362075592569
2023-10-29,44.936937860345935
2023-10-30,32.68140935297886
2023-10-31,32.68140935297886
2023-11-01,34.3154798206278
2023-11-02,33.49844458680333
2023-11-03,36.76658552210122
2023-11-04,40.0347264573991
2023-11-05,41.66879692504805
2023-11-06,35.13251505445228
2023-11-07,34.3154798206278
2023-11-08,38.40065598975016
2023-11-09,31.86437411915439
2023-11-10,35.13251505445228
2023-11-11,37.58362075592569
2023-11-12,41.66879692504805
2023-11-13,35.13251505445228
2023-11-14,29.413268417680975
2023-11-15,33.49844458680333
2023-11-16,35.13251505445228
2023-11-17,35.94955028827675
2023-11-18,40.85176169122357
2023-11-19,45.753973094170405
2023-11-20,34.3154798206278
2023-11-21,34.3154798206278
2023-11-22,44.936937860345935
2023-11-23,81.70352338244714
2023-11-24,34.3154798206278
2023-11-25,35.13251505445228
2023-11-26,36.76658552210122
2023-11-27,31.047338885329918
2023-11-28,27.77919795003203
2023-11-29,33.49844458680333
2023-11-30,26.96216271620756
2023-12-01,27.77919795003203
2023-12-02,33.49844458680333
2023-12-03,39.21769122357463
2023-12-04,35.13251505445228
2023-12-05,32.68140935297886
2023-12-06,29.413268417680975
2023-12-07,30.230303651505444
2023-12-08,28.596233183856505
2023-12-09,34.3154798206278
2023-12-10,37.58362075592569
2023-12-11,32.68140935297886
2023-12-12,32.68140935297886
2023-12-13,32.68140935297886
2023-12-14,29.413268417680975
2023-12-15,31.86437411915439
2023-12-16,31.047338885329918
2023-12-17,40.85176169122357
2023-12-18,29.413268417680975
2023-12-19,30.230303651505444
2023-12-20,29.413268417680975
2023-12-21,33.49844458680333
2023-12-22,30.720097024662003
2023-12-23,38.29799187659945
2023-12-24,55.4963696650355
2023-12-25,63.48278213388518
2023-12-26,38.70650949351168
2023-12-27,31.945649875398708
2023-12-28,31.128614641574238
2023-12-29,30.720097024662003
2023-12-30,38.29799187659945
2023-12-31,63.074264516972946
2024-01-01,62.257229283148476
2024-01-02,32.76268510922318
2024-01-03,31.945649875398708
2024-01-04,31.537132258486473
2024-01-05,31.128614641574238
2024-01-06,41.1576151949851
2024-01-07,39.932062344248386
2024-01-08,31.128614641574238
2024-01-09,30.720097024662003
2024-01-10,31.128614641574238
2024-01-11,37.889474259687205
2024-01-12,30.720097024662003
2024-01-13,31.945649875398708
2024-01-14,38.70650949351168
2024-01-15,33.17120272613542
2024-01-16,31.537132258486473
2024-01-17,32.35416749231094
2024-01-18,31.128614641574238
2024-01-19,31.537132258486473
2024-01-20,39.11502711042392
2024-01-21,31.20989039781856
2024-01-22,39.0123629972732
2024-01-23,31.20989039781856
2024-01-24,31.20989039781856
2024-01-25,31.20989039781856
2024-01-26,31.20989039781856
2024-01-27,39.0123629972732
2024-01-28,46.81483559672784
2024-01-29,31.20989039781856
2024-01-30,39.0123629972732
2024-01-31,46.81483559672784
2024-02-01,31.20989039781856
2024-02-02,39.0123629972732
2024-02-03,54.61730819618248
2024-02-04,54.61730819618248
2024-02-05,39.0123629972732
2024-02-06,46.81483559672784
2024-02-07,39.0123629972732
2024-02-08,39.0123629972732
2024-02-09,39.0123629972732
2024-02-10,46.81483559672784
2024-02-11,54.61730819618248
2024-02-12,39.0123629972732
2024-02-13,39.0123629972732
2024-02-14,46.81483559672784
2024-02-15,39.0123629972732
2024-02-16,39.0123629972732
2024-02-17,46.81483559672784
2024-02-18,54.61730819618248
2024-02-19,39.0123629972732
2024-02-20,39.0123629972732
2024-02-21,39.0123629972732
2024-02-22,39.0123629972732
2024-02-23,39.0123629972732
2024-02-24,39.0123629972732
2024-02-25,46.81483559672784
2024-02-26,39.0123629972732
2024-02-27,39.0123629972732
2024-02-28,39.0123629972732
2024-02-29,39.0123629972732
2024-03-01,39.0123629972732
2024-03-02,39.0123629972732
2024-03-03,46.81483559672784
2024-03-04,39.0123629972732
2024-03-05,39.0123629972732
2024-03-06,39.0123629972732
2024-03-07,46.81483559672784
2024-03-08,39.0123629972732
2024-03-09,46.81483559672784
2024-03-10,46.81483559672784
2024-03-11,39.0123629972732
2024-03-12,39.0123629972732
2024-03-13,39.0123629972732
2024-03-14,39.0123629972732
2024-03-15,39.0123629972732
2024-03-16,54.61730819618248
2024-03-17,46.81483559672784
2024-03-18,39.0123629972732
2024-03-19,39.0123629972732
2024-03-20,39.0123629972732
2024-03-21,39.0123629972732
2024-03-22,39.0123629972732
2024-03-23,39.0123629972732
2024-03-24,46.81483559672784
2024-03-25,39.0123629972732
2024-03-26,39.0123629972732
2024-03-27,31.20989039781856
2024-03-28,31.20989039781856
2024-03-29,39.0123629972732
2024-03-30,46.81483559672784
2024-03-31,54.61730819618248
2024-04-01,39.0123629972732
2024-04-02,39.0123629972732
2024-04-03,39.0123629972732
2024-04-04,39.0123629972732
2024-04-05,39.0123629972732
2024-04-06,39.0123629972732
2024-04-07,46.81483559672784
2024-04-08,31.20989039781856
2024-04-09,39.0123629972732
2024-04-10,39.0123629972732
2024-04-11,39.0123629972732
2024-04-12,39.0123629972732
2024-04-13,39.0123629972732
2024-04-14,46.81483559672784
2024-04-15,39.0123629972732
2024-04-16,39.0123629972732
2024-04-17,39.0123629972732
2024-04-18,39.0123629972732
2024-04-19,39.0123629972732
2024-04-20,39.0123629972732
2024-04-21,46.81483559672784
2024-04-22,39.0123629972732
2024-04-23,39.0123629972732
2024-04-24,39.0123629972732
2024-04-25,39.0123629972732
2024-04-26,39.0123629972732
2024-04-27,46.81483559672784
2024-04-28,62.41978079563712
2024-04-29,46.81483559672784
2024-04-30,46.81483559672784
2024-05-01,39.0123629972732
2024-05-02,39.0123629972732
2024-05-03,46.81483559672784
2024-05-04,46.81483559672784
2024-05-05,46.81483559672784
2024-05-06,39.0123629972732
2024-05-07,39.0123629972732
2024-05-08,46.81483559672784
2024-05-09,46.81483559672784
2024-05-10,46.81483559672784
2024-05-11,46.81483559672784
2024-05-12,62.41978079563712
2024-05-13,46.81483559672784
2024-05-14,46.81483559672784
2024-05-15,46.81483559672784
2024-05-16,46.81483559672784
2024-05-17,46.81483559672784
2024-05-18,46.81483559672784
2024-05-19,62.41978079563712
2024-05-20,46.81483559672784
2024-05-21,54.61730819618248
2024-05-22,46.81483559672784
2024-05-23,46.81483559672784
2024-05-24,46.81483559672784
2024-05-25,54.61730819618248
2024-05-26,62.41978079563712
2024-05-27,62.41978079563712
2024-05-28,46.81483559672784
2024-05-29,46.81483559672784
2024-05-30,46.81483559672784
2024-05-31,46.81483559672784
2024-06-01,62.41978079563712
2024-06-02,70.22225339509176
2024-06-03,54.61730819618248
2024-06-04,54.61730819618248
2024-06-05,54.61730819618248
2024-06-06,54.61730819618248
2024-06-07,54.61730819618248
2024-06-08,62.41978079563712
2024-06-09,62.41978079563712
2024-06-10,54.61730819618248
2024-06-11,54.61730819618248
2024-06-12,54.61730819618248
2024-06-13,54.61730819618248
2024-06-14,54.61730819618248
2024-06-15,62.41978079563712
2024-06-16,85.82719859400103
2024-06-17,62.41978079563712
2024-06-18,85.82719859400103
2024-06-19,70.22225339509176
2024-06-20,54.61730819618248
2024-06-21,70.22225339509176
2024-06-22,85.82719859400103
2024-06-23,78.0247259945464
2024-06-24,70.22225339509176
2024-06-25,85.82719859400103
2024-06-26,78.0247259945464
2024-06-27,78.0247259945464
2024-06-28,85.82719859400103
2024-06-29,109.23461639236496
2024-06-30,117.03708899181959
2024-07-01,93.62967119345568
2024-07-02,101.43214379291031
2024-07-03,101.43214379291031
2024-07-04,124.83956159127423
2024-07-05,117.03708899181959
2024-07-06,117.03708899181959
2024-07-07,117.03708899181959
2024-07-08,156.0494519890928
2024-07-09,234.07417798363917
2024-07-10,234.07417798363917
2024-07-11,296.4939587792763
2024-07-12,577.3829723596433
2024-07-13,780.247259945464
2024-07-14,663.2101709536444
2024-07-15,452.5434107683691
2024-07-16,366.7162121743681
2024-07-17,397.9261025721866
2024-07-18,327.70384917709487
2024-07-19,366.7162121743681
2024-07-20,468.14835596727835
2024-07-21,397.9261025721866
2024-07-22,280.889013580367
2024-07-23,257.4815957820031
2024-07-24,257.4815957820031
2024-07-25,241.87665058309383
2024-07-26,249.67912318254847
2024-07-27,273.0865409809124
2024-07-28,273.0865409809124
2024-07-29,202.86428758582062
2024-07-30,187.25934238691136
2024-07-31,163.85192458854743
2024-08-01,148.24697938963814
2024-08-02,163.85192458854743
2024-08-03,195.061814986366
2024-08-04,210.66676018527528
2024-08-05,132.64203419072888
2024-08-06,124.83956159127423
2024-08-07,124.83956159127423
2024-08-08,117.03708899181959
2024-08-09,124.83956159127423
2024-08-10,156.0494519890928
2024-08-11,156.0494519890928
2024-08-12,109.23461639236496
2024-08-13,93.62967119345568
2024-08-14,101.43214379291031
2024-08-15,85.82719859400103
2024-08-16,93.62967119345568
2024-08-17,124.83956159127423
2024-08-18,125.81487066620606
2024-08-19,84.8518895190692
2024-08-20,77.04941691961457
2024-08-21,70.22225339509176
2024-08-22,72.17287154495541
2024-08-23,100.45683471797848
2024-08-24,172.6297062629339
2024-08-25,195.061814986366
2024-08-26,131.66672511579705
2024-08-27,108.25930731743313
2024-08-28,94.60498026838751
2024-08-29,93.62967119345568
2024-08-30,100.45683471797848
2024-08-31,138.49388864031985
2024-09-01,150.1975975395018
2024-09-02,149.22228846456997
2024-09-03,86.80250766893286
2024-09-04,77.04941691961457
2024-09-05,72.17287154495541
2024-09-06,71.19756247002358
2024-09-07,103.38276194277398
2024-09-08,123.8642525163424
2024-09-09,79.00003506947823
2024-09-10,71.19756247002358
2024-09-11,62.41978079563712
2024-09-12,63.39508987056895
2024-09-13,77.04941691961457
2024-09-14,102.40745286784214
2024-09-15,101.43214379291031
2024-09-16,70.22225339509176
2024-09-17,62.41978079563712
2024-09-18,58.518544495909794
2024-09-19,62.41978079563712
2024-09-20,68.2716352452281
2024-09-21,91.67905304359202
2024-09-22,97.530907493183
