Time,map
2024-09-27,88.17128720142307
2024-09-28,69.00361607067893
2024-09-29,69.00361607067893
2024-09-30,76.67068452297659
2024-10-01,61.33654761838127
2024-10-02,61.33654761838127
2024-10-03,61.33654761838127
2024-10-04,57.50301339223244
2024-10-05,53.66947916608361
2024-10-06,61.33654761838127
2024-10-07,76.67068452297659
2024-10-08,88.17128720142307
2024-10-09,88.17128720142307
2024-10-10,92.0048214275719
2024-10-11,69.00361607067893
2024-10-12,57.50301339223244
2024-10-13,53.66947916608361
2024-10-14,53.66947916608361
2024-10-15,53.66947916608361
2024-10-16,53.66947916608361
2024-10-17,53.66947916608361
2024-10-18,53.66947916608361
2024-10-19,46.00241071378595
2024-10-20,49.83594493993478
2024-10-21,49.83594493993478
2024-10-22,49.83594493993478
2024-10-23,49.83594493993478
2024-10-24,53.66947916608361
2024-10-25,49.83594493993478
2024-10-26,46.00241071378595
2024-10-27,46.00241071378595
2024-10-28,49.83594493993478
2024-10-29,53.66947916608361
2024-10-30,53.66947916608361
2024-10-31,53.66947916608361
2024-11-01,53.66947916608361
2024-11-02,49.83594493993478
2024-11-03,57.50301339223244
2024-11-04,65.1700818445301
2024-11-05,134.17369791520903
2024-11-06,383.3534226148829
2024-11-07,107.33895833216722
2024-11-08,80.50421874912541
2024-11-09,69.00361607067893
2024-11-10,65.1700818445301
2024-11-11,61.33654761838127
2024-11-12,57.50301339223244
2024-11-13,57.50301339223244
2024-11-14,53.66947916608361
2024-11-15,53.66947916608361
2024-11-16,42.16887648763712
2024-11-17,46.00241071378595
2024-11-18,53.66947916608361
2024-11-19,53.66947916608361
2024-11-20,65.1700818445301
2024-11-21,57.50301339223244
2024-11-22,53.66947916608361
2024-11-23,46.00241071378595
2024-11-24,46.00241071378595
2024-11-25,46.00241071378595
2024-11-26,46.00241071378595
2024-11-27,42.16887648763712
2024-11-28,38.33534226148829
2024-11-29,42.16887648763712
2024-11-30,46.00241071378595
2024-12-01,42.16887648763712
2024-12-02,46.00241071378595
2024-12-03,49.83594493993478
2024-12-04,49.83594493993478
2024-12-05,57.50301339223244
2024-12-06,49.83594493993478
2024-12-07,42.16887648763712
2024-12-08,49.83594493993478
2024-12-09,49.83594493993478
2024-12-10,49.83594493993478
2024-12-11,49.83594493993478
2024-12-12,49.83594493993478
2024-12-13,46.00241071378595
2024-12-14,46.00241071378595
2024-12-15,46.00241071378595
2024-12-16,49.83594493993478
2024-12-17,46.00241071378595
2024-12-18,49.83594493993478
2024-12-19,46.00241071378595
2024-12-20,46.00241071378595
2024-12-21,42.16887648763712
2024-12-22,42.16887648763712
2024-12-23,38.33534226148829
2024-12-24,42.16887648763712
2024-12-25,42.16887648763712
2024-12-26,42.16887648763712
2024-12-27,46.00241071378595
2024-12-28,46.00241071378595
2024-12-29,53.66947916608361
2024-12-30,46.00241071378595
2024-12-31,46.00241071378595
2025-01-01,46.00241071378595
2025-01-02,49.83594493993478
2025-01-03,46.00241071378595
2025-01-04,53.66947916608361
2025-01-05,57.50301339223244
2025-01-06,61.33654761838127
2025-01-07,61.33654761838127
2025-01-08,130.3401636890602
2025-01-09,149.50783481980434
2025-01-10,115.00602678446488
2025-01-11,92.0048214275719
2025-01-12,84.33775297527424
2025-01-13,76.67068452297659
2025-01-14,69.00361607067893
2025-01-15,65.1700818445301
2025-01-16,57.50301339223244
2025-01-17,53.66947916608361
2025-01-18,49.83594493993478
2025-01-19,49.83594493993478
2025-01-20,49.83594493993478
2025-01-21,61.33654761838127
2025-01-22,65.1700818445301
2025-01-23,61.33654761838127
2025-01-24,57.50301339223244
2025-01-25,49.83594493993478
2025-01-26,49.83594493993478
2025-01-27,53.66947916608361
2025-01-28,57.50301339223244
2025-01-29,53.66947916608361
2025-01-30,53.66947916608361
2025-01-31,49.83594493993478
2025-02-01,49.83594493993478
2025-02-02,46.00241071378595
2025-02-03,49.83594493993478
2025-02-04,49.83594493993478
2025-02-05,53.66947916608361
2025-02-06,49.83594493993478
2025-02-07,49.83594493993478
2025-02-08,46.00241071378595
2025-02-09,46.00241071378595
2025-02-10,46.00241071378595
2025-02-11,57.50301339223244
2025-02-12,61.33654761838127
2025-02-13,57.50301339223244
2025-02-14,53.66947916608361
2025-02-15,46.00241071378595
2025-02-16,57.50301339223244
2025-02-17,57.50301339223244
2025-02-18,53.66947916608361
2025-02-19,53.66947916608361
2025-02-20,53.66947916608361
2025-02-21,49.83594493993478
2025-02-22,46.00241071378595
2025-02-23,49.83594493993478
2025-02-24,49.83594493993478
2025-02-25,57.50301339223244
2025-02-26,49.83594493993478
2025-02-27,49.83594493993478
2025-02-28,49.83594493993478
2025-03-01,46.00241071378595
2025-03-02,49.83594493993478
2025-03-03,57.50301339223244
2025-03-04,57.50301339223244
2025-03-05,53.66947916608361
2025-03-06,53.66947916608361
2025-03-07,46.00241071378595
2025-03-08,46.00241071378595
2025-03-09,49.83594493993478
2025-03-10,49.83594493993478
2025-03-11,49.83594493993478
2025-03-12,49.83594493993478
2025-03-13,49.83594493993478
2025-03-14,53.66947916608361
2025-03-15,61.33654761838127
2025-03-16,57.50301339223244
2025-03-17,53.66947916608361
2025-03-18,49.83594493993478
2025-03-19,49.83594493993478
2025-03-20,49.83594493993478
2025-03-21,46.00241071378595
2025-03-22,46.00241071378595
2025-03-23,49.83594493993478
2025-03-24,49.83594493993478
2025-03-25,49.83594493993478
2025-03-26,49.83594493993478
2025-03-27,49.83594493993478
2025-03-28,53.66947916608361
2025-03-29,49.83594493993478
2025-03-30,53.66947916608361
2025-03-31,57.50301339223244
2025-04-01,49.83594493993478
2025-04-02,57.50301339223244
2025-04-03,57.50301339223244
2025-04-04,49.83594493993478
2025-04-05,49.83594493993478
2025-04-06,49.83594493993478
2025-04-07,49.83594493993478
2025-04-08,49.83594493993478
2025-04-09,49.83594493993478
2025-04-10,49.83594493993478
2025-04-11,49.83594493993478
2025-04-12,46.00241071378595
2025-04-13,46.00241071378595
2025-04-14,49.83594493993478
2025-04-15,50.58598424505085
2025-04-16,50.58598424505085
2025-04-17,50.974893514370294
2025-04-18,46.7246707853792
2025-04-19,42.08553878706867
2025-04-20,45.94685224674031
2025-04-21,49.419256437092514
2025-04-22,49.808165706411955
2025-04-23,53.28056989676416
2025-04-24,49.419256437092514
2025-04-25,49.808165706411955
2025-04-26,45.557942977420865
2025-04-27,45.557942977420865
2025-04-28,53.28056989676416
2025-04-29,54.83620697404194
2025-04-30,53.669479166083605
2025-05-01,53.669479166083605
2025-05-02,50.197074975731404
2025-05-03,46.33576151605976
2025-05-04,50.58598424505085
2025-05-05,53.28056989676416
2025-05-06,50.974893514370294
2025-05-07,52.891660627444715
2025-05-08,50.58598424505085
2025-05-09,50.58598424505085
2025-05-10,46.7246707853792
2025-05-11,47.11358005469865
2025-05-12,53.669479166083605
2025-05-13,53.28056989676416
2025-05-14,53.669479166083605
2025-05-15,52.11384208880582
2025-05-16,57.55857185927807
2025-05-17,53.669479166083605
2025-05-18,52.891660627444715
2025-05-19,54.4472977047225
2025-05-20,52.891660627444715
2025-05-21,49.78038647288914
2025-05-22,50.55820501152803
2025-05-23,50.55820501152803
2025-05-24,46.66911231833357
2025-05-25,51.33602355016693
2025-05-26,49.78038647288914
2025-05-27,51.33602355016693
2025-05-28,51.33602355016693
2025-05-29,50.55820501152803
2025-05-30,51.33602355016693
2025-05-31,49.00256793425025
2025-06-01,51.33602355016693
2025-06-02,50.55820501152803
2025-06-03,53.669479166083605
2025-06-04,50.55820501152803
2025-06-05,48.224749395611354
2025-06-06,50.55820501152803
2025-06-07,50.55820501152803
2025-06-08,51.33602355016693
2025-06-09,52.11384208880582
2025-06-10,52.891660627444715
2025-06-11,54.4472977047225
2025-06-12,52.11384208880582
2025-06-13,55.22511624336139
2025-06-14,54.4472977047225
2025-06-15,51.33602355016693
2025-06-16,52.11384208880582
2025-06-17,54.4472977047225
2025-06-18,54.4472977047225
2025-06-19,58.336390397916965
2025-06-20,57.55857185927807
2025-06-21,56.78075332063918
2025-06-22,70.00366847750036
2025-06-23,59.892027475194745
2025-06-24,54.4472977047225
2025-06-25,53.669479166083605
2025-06-26,51.33602355016693
2025-06-27,50.55820501152803
2025-06-28,51.33602355016693
2025-06-29,50.55820501152803
2025-06-30,50.55820501152803
2025-07-01,47.446930856972465
2025-07-02,51.33602355016693
2025-07-03,49.00256793425025
2025-07-04,54.4472977047225
2025-07-05,59.892027475194745
2025-07-06,66.11457578430588
2025-07-07,62.22548309111143
2025-07-08,59.114208936555855
2025-07-09,59.892027475194745
2025-07-10,56.00293478200028
2025-07-11,57.55857185927807
2025-07-12,59.114208936555855
2025-07-13,58.336390397916965
2025-07-14,56.00293478200028
2025-07-15,55.22511624336139
2025-07-16,54.4472977047225
2025-07-17,59.114208936555855
2025-07-18,51.33602355016693
2025-07-19,57.55857185927807
2025-07-20,63.781120168389215
2025-07-21,56.78075332063918
2025-07-22,56.00293478200028
2025-07-23,54.4472977047225
2025-07-24,53.669479166083605
2025-07-25,58.336390397916965
2025-07-26,62.22548309111143
2025-07-27,62.22548309111143
2025-07-28,56.78075332063918
2025-07-29,60.66984601383364
2025-07-30,77.78185386388928
2025-07-31,70.78148701613925
2025-08-01,57.55857185927807
2025-08-02,51.33602355016693
2025-08-03,52.891660627444715
2025-08-04,56.00293478200028
2025-08-05,59.892027475194745
2025-08-06,56.00293478200028
2025-08-07,57.55857185927807
2025-08-08,57.55857185927807
2025-08-09,59.114208936555855
2025-08-10,58.336390397916965
2025-08-11,59.892027475194745
2025-08-12,56.78075332063918
2025-08-13,57.55857185927807
2025-08-14,57.55857185927807
2025-08-15,57.55857185927807
2025-08-16,52.891660627444715
2025-08-17,56.78075332063918
2025-08-18,61.44766455247253
2025-08-19,61.44766455247253
2025-08-20,61.44766455247253
2025-08-21,66.89239432294478
2025-08-22,63.781120168389215
2025-08-23,55.22511624336139
2025-08-24,55.22511624336139
2025-08-25,71.55930555477813
2025-08-26,62.22548309111143
2025-08-27,59.892027475194745
2025-08-28,59.892027475194745
2025-08-29,56.78075332063918
2025-08-30,49.00256793425025
2025-08-31,52.11384208880582
2025-09-01,52.11384208880582
2025-09-02,57.55857185927807
2025-09-03,59.892027475194745
2025-09-04,57.55857185927807
2025-09-05,56.78075332063918
2025-09-06,52.11384208880582
2025-09-07,51.33602355016693
2025-09-08,59.114208936555855
2025-09-09,56.78075332063918
2025-09-10,56.00293478200028
2025-09-11,52.891660627444715
2025-09-12,53.669479166083605
2025-09-13,46.66911231833357
2025-09-14,49.78038647288914
2025-09-15,56.78075332063918
2025-09-16,54.4472977047225
2025-09-17,55.22511624336139
2025-09-18,53.669479166083605
2025-09-19,56.00293478200028
2025-09-20,49.78038647288914
2025-09-21,49.78038647288914
2025-09-22,56.78075332063918
2025-09-23,55.22511624336139
2025-09-24,55.22511624336139
2025-09-25,59.114208936555855
2025-09-26,52.891660627444715
2025-09-27,49.00256793425025
2025-09-28,49.78038647288914
2025-09-29,53.669479166083605
2025-09-30,54.4472977047225
2025-10-01,52.11384208880582
2025-10-02,52.891660627444715
2025-10-03,53.669479166083605
2025-10-04,46.66911231833357
2025-10-05,49.00256793425025
2025-10-06,49.78038647288914
2025-10-07,50.55820501152803
2025-10-08,52.11384208880582
2025-10-09,53.669479166083605
2025-10-10,52.891660627444715
2025-10-11,47.446930856972465
2025-10-12,49.00256793425025
2025-10-13,53.669479166083605
2025-10-14,54.4472977047225
2025-10-15,53.669479166083605
2025-10-16,52.891660627444715
2025-10-17,50.55820501152803
2025-10-18,48.224749395611354
2025-10-19,50.55820501152803
2025-10-20,52.11384208880582
2025-10-21,52.11384208880582
2025-10-22,52.11384208880582
2025-10-23,53.669479166083605
2025-10-24,49.78038647288914
2025-10-25,46.66911231833357
2025-10-26,54.4472977047225
2025-10-27,54.4472977047225
2025-10-28,52.11384208880582
2025-10-29,51.33602355016693
2025-10-30,50.55820501152803
2025-10-31,48.224749395611354
2025-11-01,47.446930856972465
2025-11-02,48.224749395611354
2025-11-03,48.224749395611354
2025-11-04,51.33602355016693
2025-11-05,59.114208936555855
2025-11-06,53.669479166083605
2025-11-07,53.669479166083605
2025-11-08,47.446930856972465
2025-11-09,48.224749395611354
2025-11-10,49.78038647288914
2025-11-11,49.00256793425025
2025-11-12,52.11384208880582
2025-11-13,56.00293478200028
2025-11-14,49.00256793425025
2025-11-15,45.89129377969468
2025-11-16,49.00256793425025
2025-11-17,51.33602355016693
2025-11-18,49.00256793425025
2025-11-19,49.00256793425025
2025-11-20,50.55820501152803
2025-11-21,46.66911231833357
2025-11-22,45.89129377969468
2025-11-23,45.11347524105578
2025-11-24,45.89129377969468
2025-11-25,46.66911231833357
2025-11-26,45.11347524105578
2025-11-27,40.44656400922243
2025-11-28,42.780019625139104
2025-11-29,47.446930856972465
2025-11-30,51.33602355016693
2025-12-01,48.224749395611354
2025-12-02,51.33602355016693
2025-12-03,52.11384208880582
2025-12-04,50.55820501152803
2025-12-05,49.00256793425025
2025-12-06,47.446930856972465
2025-12-07,47.446930856972465
2025-12-08,52.891660627444715
2025-12-09,52.891660627444715
2025-12-10,50.55820501152803
2025-12-11,51.57170469062803
2025-12-12,48.67806402163339
2025-12-13,49.10979223689246
2025-12-14,47.46851726773542
2025-12-15,49.10979223689246
2025-12-16,46.647879783156895
2025-12-17,54.033617144363596
2025-12-18,49.930429721470986
2025-12-19,49.49870150621191
2025-12-20,46.647879783156895
2025-12-21,47.079607998415966
2025-12-22,42.97642057552336
2025-12-23,41.33514560636631
2025-12-24,40.51450812178779
2025-12-25,38.873233152630746
2025-12-26,46.647879783156895
2025-12-27,51.139976475368954
2025-12-28,50.31933899079043
2025-12-29,56.88443886741861
2025-12-30,46.647879783156895
2025-12-31,43.79705806010188
2026-01-01,45.00660481399985
2026-01-02,44.18596732942133
2026-01-03,54.422526413683045
2026-01-04,53.21297965978508
2026-01-05,51.139976475368954
2026-01-06,52.39234217520655
2026-01-07,53.60188892910452
2026-01-08,52.39234217520655
2026-01-09,54.422526413683045
2026-01-10,50.08047297005283
2026-01-11,48.35356010901653
2026-01-12,54.39775512264359
2026-01-13,56.1246679836799
2026-01-14,58.71503727523435
2026-01-15,58.71503727523435
2026-01-16,53.53429869212544
2026-01-17,49.217016539534676
2026-01-18,49.217016539534676
2026-01-19,50.08047297005283
2026-01-20,58.71503727523435
2026-01-21,60.441950136270655
2026-01-22,59.57849370575251
2026-01-23,61.30540656678881
2026-01-24,62.16886299730696
2026-01-25,86.34564305181523
2026-01-26,68.21305801093402
2026-01-27,58.71503727523435
2026-01-28,55.26121155316174
2026-01-29,55.26121155316174
2026-01-30,52.670842261607284
2026-01-31,50.94392940057098
2026-02-01,57.8515808447162
2026-02-02,50.08047297005283
2026-02-03,54.39775512264359
2026-02-04,53.53429869212544
2026-02-05,55.26121155316174
2026-02-06,52.670842261607284
2026-02-07,52.670842261607284
2026-02-08,49.217016539534676
2026-02-09,47.49010367849837
2026-02-10,54.39775512264359
2026-02-11,53.53429869212544
2026-02-12,49.217016539534676
2026-02-13,52.670842261607284
2026-02-14,50.08047297005283
2026-02-15,51.807385831089135
2026-02-16,52.670842261607284
2026-02-17,53.53429869212544
2026-02-18,53.53429869212544
2026-02-19,55.26121155316174
2026-02-20,51.807385831089135
2026-02-21,50.94392940057098
2026-02-22,50.94392940057098
2026-02-23,66.48614514989772
2026-02-24,56.98812441419805
2026-02-25,50.94392940057098
2026-02-26,53.53429869212544
2026-02-27,53.53429869212544
2026-02-28,55.26121155316174
2026-03-01,54.39775512264359
2026-03-02,60.441950136270655
2026-03-03,59.57849370575251
2026-03-04,56.1246679836799
2026-03-05,52.670842261607284
2026-03-06,56.98812441419805
2026-03-07,56.98812441419805
2026-03-08,54.39775512264359
2026-03-09,54.39775512264359
2026-03-10,54.39775512264359
2026-03-11,56.1246679836799
2026-03-12,58.71503727523435
2026-03-13,58.71503727523435
2026-03-14,66.48614514989772
2026-03-15,59.57849370575251
2026-03-16,63.895775858343264
2026-03-17,57.8515808447162
2026-03-18,53.53429869212544
2026-03-19,51.807385831089135
2026-03-20,51.807385831089135
2026-03-21,54.39775512264359
2026-03-22,52.670842261607284
2026-03-23,53.53429869212544
2026-03-24,55.26121155316174
2026-03-25,54.39775512264359
2026-03-26,53.53429869212544
2026-03-27,52.670842261607284
2026-03-28,50.08047297005283
2026-03-29,53.53429869212544
2026-03-30,52.670842261607284
2026-03-31,54.39775512264359
2026-04-01,52.670842261607284
2026-04-02,52.670842261607284
2026-04-03,50.94392940057098
2026-04-04,50.08047297005283
2026-04-05,48.35356010901653
2026-04-06,51.807385831089135
2026-04-07,54.39775512264359
2026-04-08,55.26121155316174
2026-04-09,53.53429869212544
2026-04-10,52.670842261607284
2026-04-11,51.807385831089135
2026-04-12,50.94392940057098
2026-04-13,50.94392940057098
2026-04-14,54.39775512264359
2026-04-15,55.26121155316174
2026-04-16,55.26121155316174
2026-04-17,58.71503727523435
2026-04-18,52.670842261607284
2026-04-19,51.807385831089135
2026-04-20,51.807385831089135
2026-04-21,51.807385831089135
2026-04-22,57.8515808447162
2026-04-23,56.1246679836799
2026-04-24,53.53429869212544
2026-04-25,49.217016539534676
2026-04-26,51.807385831089135
2026-04-27,56.1246679836799
2026-04-28,55.26121155316174
2026-04-29,54.39775512264359
2026-04-30,54.39775512264359
2026-05-01,51.807385831089135
2026-05-02,49.217016539534676
2026-05-03,51.807385831089135
2026-05-04,54.39775512264359
2026-05-05,56.98812441419805
2026-05-06,53.53429869212544
2026-05-07,53.53429869212544
2026-05-08,56.98812441419805
2026-05-09,51.807385831089135
2026-05-10,50.94392940057098
2026-05-11,56.1246679836799
2026-05-12,56.1246679836799
2026-05-13,52.670842261607284
2026-05-14,56.1246679836799
2026-05-15,53.53429869212544
2026-05-16,50.94392940057098
2026-05-17,51.807385831089135
2026-05-18,54.39775512264359
2026-05-19,59.57849370575251
2026-05-20,57.8515808447162
2026-05-21,50.08047297005283
2026-05-22,51.807385831089135
2026-05-23,56.1246679836799
2026-05-24,56.98812441419805
2026-05-25,52.670842261607284
2026-05-26,53.53429869212544
2026-05-27,50.94392940057098
2026-05-28,52.670842261607284
2026-05-29,53.53429869212544
2026-05-30,55.26121155316174
2026-05-31,54.39775512264359
