Time,dolphins
2025-04-03,3.595505617977528
2025-04-04,3.595505617977528
2025-04-05,3.595505617977528
2025-04-06,3.595505617977528
2025-04-07,3.595505617977528
2025-04-08,3.595505617977528
2025-04-09,3.595505617977528
2025-04-10,3.595505617977528
2025-04-11,3.595505617977528
2025-04-12,3.595505617977528
2025-04-13,3.595505617977528
2025-04-14,3.595505617977528
2025-04-15,3.595505617977528
2025-04-16,3.595505617977528
2025-04-17,3.595505617977528
2025-04-18,2.9962546816479403
2025-04-19,2.9962546816479403
2025-04-20,2.9962546816479403
2025-04-21,2.9962546816479403
2025-04-22,3.595505617977528
2025-04-23,3.595505617977528
2025-04-24,4.49438202247191
2025-04-25,9.588014981273409
2025-04-26,12.284644194756554
2025-04-27,6.591760299625468
2025-04-28,5.093632958801498
2025-04-29,4.49438202247191
2025-04-30,3.595505617977528
2025-05-01,3.595505617977528
2025-05-02,3.595505617977528
2025-05-03,2.9962546816479403
2025-05-04,3.595505617977528
2025-05-05,3.595505617977528
2025-05-06,3.595505617977528
2025-05-07,3.595505617977528
2025-05-08,3.595505617977528
2025-05-09,3.595505617977528
2025-05-10,2.9962546816479403
2025-05-11,3.595505617977528
2025-05-12,3.595505617977528
2025-05-13,3.595505617977528
2025-05-14,5.093632958801498
2025-05-15,5.992509363295881
2025-05-16,3.595505617977528
2025-05-17,3.595505617977528
2025-05-18,3.595505617977528
2025-05-19,3.595505617977528
2025-05-20,3.595505617977528
2025-05-21,2.397003745318352
2025-05-22,3.595505617977528
2025-05-23,2.397003745318352
2025-05-24,2.397003745318352
2025-05-25,2.397003745318352
2025-05-26,2.397003745318352
2025-05-27,3.595505617977528
2025-05-28,2.397003745318352
2025-05-29,3.595505617977528
2025-05-30,3.595505617977528
2025-05-31,3.595505617977528
2025-06-01,2.397003745318352
2025-06-02,3.595505617977528
2025-06-03,3.595505617977528
2025-06-04,2.397003745318352
2025-06-05,3.595505617977528
2025-06-06,2.397003745318352
2025-06-07,2.397003745318352
2025-06-08,2.397003745318352
2025-06-09,2.397003745318352
2025-06-10,3.595505617977528
2025-06-11,2.397003745318352
2025-06-12,3.595505617977528
2025-06-13,2.397003745318352
2025-06-14,2.397003745318352
2025-06-15,3.595505617977528
2025-06-16,2.397003745318352
2025-06-17,2.397003745318352
2025-06-18,2.397003745318352
2025-06-19,2.397003745318352
2025-06-20,2.397003745318352
2025-06-21,3.595505617977528
2025-06-22,2.397003745318352
2025-06-23,2.397003745318352
2025-06-24,2.397003745318352
2025-06-25,2.397003745318352
2025-06-26,2.397003745318352
2025-06-27,2.397003745318352
2025-06-28,2.397003745318352
2025-06-29,2.397003745318352
2025-06-30,5.992509363295881
2025-07-01,4.794007490636704
2025-07-02,3.595505617977528
2025-07-03,2.397003745318352
2025-07-04,3.595505617977528
2025-07-05,3.595505617977528
2025-07-06,3.595505617977528
2025-07-07,2.397003745318352
2025-07-08,3.595505617977528
2025-07-09,2.397003745318352
2025-07-10,2.397003745318352
2025-07-11,3.595505617977528
2025-07-12,3.595505617977528
2025-07-13,3.595505617977528
2025-07-14,2.397003745318352
2025-07-15,2.397003745318352
2025-07-16,2.397003745318352
2025-07-17,3.595505617977528
2025-07-18,2.397003745318352
2025-07-19,3.595505617977528
2025-07-20,3.595505617977528
2025-07-21,3.595505617977528
2025-07-22,3.595505617977528
2025-07-23,3.595505617977528
2025-07-24,3.595505617977528
2025-07-25,3.595505617977528
2025-07-26,4.794007490636704
2025-07-27,4.794007490636704
2025-07-28,3.595505617977528
2025-07-29,3.595505617977528
2025-07-30,4.794007490636704
2025-07-31,3.595505617977528
2025-08-01,3.595505617977528
2025-08-02,3.595505617977528
2025-08-03,4.794007490636704
2025-08-04,4.794007490636704
2025-08-05,4.794007490636704
2025-08-06,4.794007490636704
2025-08-07,4.794007490636704
2025-08-08,4.794007490636704
2025-08-09,5.992509363295881
2025-08-10,21.573033707865168
2025-08-11,5.992509363295881
2025-08-12,4.794007490636704
2025-08-13,4.794007490636704
2025-08-14,4.794007490636704
2025-08-15,4.794007490636704
2025-08-16,10.786516853932584
2025-08-17,7.191011235955056
2025-08-18,4.794007490636704
2025-08-19,4.794007490636704
2025-08-20,4.794007490636704
2025-08-21,4.794007490636704
2025-08-22,4.794007490636704
2025-08-23,9.588014981273409
2025-08-24,11.985018726591761
2025-08-25,5.992509363295881
2025-08-26,5.992509363295881
2025-08-27,5.992509363295881
2025-08-28,7.191011235955056
2025-08-29,5.992509363295881
2025-08-30,5.992509363295881
2025-08-31,7.191011235955056
2025-09-01,7.191011235955056
2025-09-02,5.992509363295881
2025-09-03,5.992509363295881
2025-09-04,5.992509363295881
2025-09-05,5.992509363295881
2025-09-06,5.992509363295881
2025-09-07,47.940074906367045
2025-09-08,13.183520599250937
2025-09-09,7.191011235955056
2025-09-10,5.992509363295881
2025-09-11,5.992509363295881
2025-09-12,5.992509363295881
2025-09-13,5.992509363295881
2025-09-14,53.932584269662925
2025-09-15,11.985018726591761
2025-09-16,7.191011235955056
2025-09-17,8.389513108614233
2025-09-18,32.359550561797754
2025-09-19,119.85018726591761
2025-09-20,15.58052434456929
2025-09-21,10.786516853932584
2025-09-22,7.191011235955056
2025-09-23,5.992509363295881
2025-09-24,4.794007490636704
2025-09-25,4.794007490636704
2025-09-26,4.794007490636704
2025-09-27,4.794007490636704
2025-09-28,9.588014981273409
2025-09-29,41.947565543071164
2025-09-30,69.51310861423221
2025-10-01,7.191011235955056
2025-10-02,5.992509363295881
2025-10-03,4.794007490636704
2025-10-04,5.992509363295881
2025-10-05,44.344569288389515
2025-10-06,9.588014981273409
2025-10-07,5.992509363295881
2025-10-08,4.794007490636704
2025-10-09,4.794007490636704
2025-10-10,4.794007490636704
2025-10-11,4.794007490636704
2025-10-12,44.344569288389515
2025-10-13,9.588014981273409
2025-10-14,5.992509363295881
2025-10-15,4.794007490636704
2025-10-16,4.794007490636704
2025-10-17,5.992509363295881
2025-10-18,4.794007490636704
2025-10-19,57.52808988764045
2025-10-20,14.382022471910112
2025-10-21,7.191011235955056
2025-10-22,5.992509363295881
2025-10-23,5.992509363295881
2025-10-24,4.794007490636704
2025-10-25,4.794007490636704
2025-10-26,41.947565543071164
2025-10-27,9.588014981273409
2025-10-28,5.992509363295881
2025-10-29,5.992509363295881
2025-10-30,22.771535580524347
2025-10-31,82.69662921348315
2025-11-01,7.191011235955056
2025-11-02,8.389513108614233
2025-11-03,8.389513108614233
2025-11-04,7.191011235955056
2025-11-05,4.794007490636704
2025-11-06,4.794007490636704
2025-11-07,4.794007490636704
2025-11-08,4.794007490636704
2025-11-09,62.32209737827716
2025-11-10,14.382022471910112
2025-11-11,5.992509363295881
2025-11-12,4.794007490636704
2025-11-13,4.794007490636704
2025-11-14,5.992509363295881
2025-11-15,5.992509363295881
2025-11-16,91.08614232209739
2025-11-17,8.389513108614233
2025-11-18,4.794007490636704
2025-11-19,3.595505617977528
2025-11-20,3.595505617977528
2025-11-21,4.794007490636704
2025-11-22,3.595505617977528
2025-11-23,8.389513108614233
2025-11-24,5.992509363295881
2025-11-25,3.595505617977528
2025-11-26,3.595505617977528
2025-11-27,4.794007490636704
2025-11-28,4.794007490636704
2025-11-29,4.794007490636704
2025-11-30,41.947565543071164
2025-12-01,9.588014981273409
2025-12-02,4.794007490636704
2025-12-03,4.794007490636704
2025-12-04,4.794007490636704
2025-12-05,4.794007490636704
2025-12-06,4.794007490636704
2025-12-07,37.153558052434455
2025-12-08,9.588014981273409
2025-12-09,5.992509363295881
2025-12-10,5.992509363295881
2025-12-11,5.872659176029963
2025-12-12,5.273408239700375
2025-12-13,4.794007490636704
2025-12-14,10.666666666666668
2025-12-15,21.812734082397004
2025-12-16,95.2808988764045
2025-12-17,10.067415730337078
2025-12-18,7.430711610486892
2025-12-19,5.872659176029963
2025-12-20,6.352059925093633
2025-12-21,34.63670411985019
2025-12-22,8.50936329588015
2025-12-23,4.794007490636704
2025-12-24,4.314606741573034
2025-12-25,5.273408239700375
2025-12-26,5.273408239700375
2025-12-27,5.872659176029963
2025-12-28,42.06741573033708
2025-12-29,9.588014981273409
2025-12-30,4.794007490636704
2025-12-31,4.794007490636704
2026-01-01,4.794007490636704
2026-01-02,4.794007490636704
2026-01-03,5.273408239700375
2026-01-04,36.19475655430712
2026-01-05,18.09737827715356
2026-01-06,5.872659176029963
2026-01-07,5.872659176029963
2026-01-08,12.224719101123597
2026-01-09,9.588014981273409
2026-01-10,6.711610486891386
2026-01-11,6.711610486891386
2026-01-12,5.752808988764045
2026-01-13,5.752808988764045
2026-01-14,4.794007490636704
2026-01-15,5.752808988764045
2026-01-16,4.794007490636704
2026-01-17,4.794007490636704
2026-01-18,6.711610486891386
2026-01-19,7.670411985018727
2026-01-20,8.629213483146067
2026-01-21,4.794007490636704
2026-01-22,4.794007490636704
2026-01-23,4.794007490636704
2026-01-24,4.794007490636704
2026-01-25,4.794007490636704
2026-01-26,4.794007490636704
2026-01-27,3.8352059925093633
2026-01-28,3.8352059925093633
2026-01-29,3.8352059925093633
2026-01-30,3.8352059925093633
2026-01-31,2.8764044943820224
2026-02-01,3.8352059925093633
2026-02-02,3.8352059925093633
2026-02-03,3.8352059925093633
2026-02-04,2.8764044943820224
2026-02-05,3.8352059925093633
2026-02-06,3.8352059925093633
2026-02-07,2.8764044943820224
2026-02-08,3.8352059925093633
2026-02-09,4.794007490636704
2026-02-10,3.8352059925093633
2026-02-11,2.8764044943820224
2026-02-12,2.8764044943820224
2026-02-13,2.8764044943820224
2026-02-14,2.8764044943820224
2026-02-15,2.8764044943820224
2026-02-16,5.752808988764045
2026-02-17,4.794007490636704
2026-02-18,3.8352059925093633
2026-02-19,3.8352059925093633
2026-02-20,2.8764044943820224
2026-02-21,2.8764044943820224
2026-02-22,2.8764044943820224
2026-02-23,2.8764044943820224
2026-02-24,2.8764044943820224
2026-02-25,2.8764044943820224
2026-02-26,2.8764044943820224
2026-02-27,3.8352059925093633
2026-02-28,2.8764044943820224
2026-03-01,2.8764044943820224
2026-03-02,3.8352059925093633
2026-03-03,3.8352059925093633
2026-03-04,3.8352059925093633
2026-03-05,3.8352059925093633
2026-03-06,3.8352059925093633
2026-03-07,3.8352059925093633
2026-03-08,3.8352059925093633
2026-03-09,8.629213483146067
2026-03-10,8.629213483146067
2026-03-11,6.711610486891386
2026-03-12,6.711610486891386
2026-03-13,6.711610486891386
2026-03-14,5.752808988764045
2026-03-15,5.752808988764045
2026-03-16,5.752808988764045
2026-03-17,9.588014981273409
2026-03-18,6.711610486891386
2026-03-19,4.794007490636704
2026-03-20,4.794007490636704
2026-03-21,4.794007490636704
2026-03-22,4.794007490636704
2026-03-23,4.794007490636704
2026-03-24,4.794007490636704
2026-03-25,4.794007490636704
2026-03-26,3.8352059925093633
2026-03-27,3.8352059925093633
2026-03-28,2.8764044943820224
2026-03-29,3.8352059925093633
2026-03-30,2.8764044943820224
2026-03-31,3.8352059925093633
2026-04-01,3.8352059925093633
2026-04-02,3.8352059925093633
2026-04-03,2.8764044943820224
2026-04-04,2.8764044943820224
2026-04-05,2.8764044943820224
2026-04-06,3.8352059925093633
2026-04-07,3.8352059925093633
2026-04-08,2.8764044943820224
2026-04-09,2.8764044943820224
2026-04-10,2.8764044943820224
2026-04-11,2.8764044943820224
2026-04-12,2.8764044943820224
2026-04-13,2.8764044943820224
2026-04-14,3.8352059925093633
2026-04-15,3.8352059925093633
2026-04-16,3.8352059925093633
2026-04-17,3.8352059925093633
2026-04-18,2.8764044943820224
2026-04-19,2.8764044943820224
2026-04-20,3.8352059925093633
2026-04-21,2.8764044943820224
2026-04-22,3.8352059925093633
2026-04-23,4.794007490636704
2026-04-24,13.423220973782772
2026-04-25,10.54681647940075
2026-04-26,7.670411985018727
2026-04-27,4.794007490636704
2026-04-28,4.794007490636704
2026-04-29,3.8352059925093633
2026-04-30,3.8352059925093633
2026-05-01,3.8352059925093633
2026-05-02,2.8764044943820224
2026-05-03,3.8352059925093633
2026-05-04,3.8352059925093633
2026-05-05,3.8352059925093633
2026-05-06,3.8352059925093633
2026-05-07,3.8352059925093633
2026-05-08,3.8352059925093633
2026-05-09,2.8764044943820224
2026-05-10,3.8352059925093633
2026-05-11,3.8352059925093633
2026-05-12,3.8352059925093633
2026-05-13,5.752808988764045
2026-05-14,5.752808988764045
2026-05-15,7.670411985018727
2026-05-16,3.8352059925093633
2026-05-17,2.8764044943820224
2026-05-18,3.8352059925093633
2026-05-19,3.8352059925093633
2026-05-20,2.8764044943820224
2026-05-21,3.8352059925093633
2026-05-22,2.8764044943820224
2026-05-23,2.8764044943820224
2026-05-24,2.8764044943820224
2026-05-25,2.8764044943820224
2026-05-26,3.8352059925093633
2026-05-27,2.8764044943820224
2026-05-28,2.8764044943820224
2026-05-29,2.8764044943820224
2026-05-30,2.8764044943820224
2026-05-31,2.8764044943820224
