Time,popeyes
2023-12-22,70
2023-12-23,81
2023-12-24,100
2023-12-25,90
2023-12-26,59
2023-12-27,55
2023-12-28,61
2023-12-29,66
2023-12-30,71
2023-12-31,78
2024-01-01,82
2024-01-02,57
2024-01-03,53
2024-01-04,59
2024-01-05,58
2024-01-06,69
2024-01-07,72
2024-01-08,50
2024-01-09,49
2024-01-10,53
2024-01-11,61
2024-01-12,54
2024-01-13,70
2024-01-14,64
2024-01-15,56
2024-01-16,51
2024-01-17,53
2024-01-18,52
2024-01-19,57
2024-01-20,73
2024-01-21,69
2024-01-22,62
2024-01-23,54
2024-01-24,57
2024-01-25,59
2024-01-26,60
2024-01-27,75
2024-01-28,76
2024-01-29,59
2024-01-30,56
2024-01-31,57
2024-02-01,59
2024-02-02,65
2024-02-03,76
2024-02-04,77
2024-02-05,54
2024-02-06,53
2024-02-07,53
2024-02-08,59
2024-02-09,64
2024-02-10,78
2024-02-11,82
2024-02-12,56
2024-02-13,60
2024-02-14,62
2024-02-15,68
2024-02-16,78
2024-02-17,76
2024-02-18,73
2024-02-19,65
2024-02-20,55
2024-02-21,57
2024-02-22,60
2024-02-23,62
2024-02-24,71
2024-02-25,71
2024-02-26,55
2024-02-27,54
2024-02-28,56
2024-02-29,58
2024-03-01,64
2024-03-02,74
2024-03-03,71
2024-03-04,55
2024-03-05,52
2024-03-06,53
2024-03-07,55
2024-03-08,61
2024-03-09,71
2024-03-10,71
2024-03-11,54
2024-03-12,52
2024-03-13,55
2024-03-14,54
2024-03-15,65
2024-03-16,70
2024-03-17,78
2024-03-18,53
2024-03-19,58
2024-03-20,54
2024-03-21,54
2024-03-22,64
2024-03-23,71
2024-03-24,75
2024-03-25,55
2024-03-26,55
2024-03-27,55
2024-03-28,59
2024-03-29,64
2024-03-30,75
2024-03-31,86
2024-04-01,54
2024-04-02,51
2024-04-03,55
2024-04-04,56
2024-04-05,65
2024-04-06,72
2024-04-07,69
2024-04-08,50
2024-04-09,50
2024-04-10,56
2024-04-11,58
2024-04-12,58
2024-04-13,70
2024-04-14,74
2024-04-15,53
2024-04-16,53
2024-04-17,53
2024-04-18,58
2024-04-19,61
2024-04-20,77
2024-04-21,99
2024-04-22,55
2024-04-23,56
2024-04-24,72
2024-04-25,58
2024-04-26,60
2024-04-27,73
2024-04-28,81
2024-04-29,56
2024-04-30,58
2024-05-01,56
2024-05-02,60
2024-05-03,66
2024-05-04,74
2024-05-05,76
2024-05-06,56
2024-05-07,57
2024-05-08,57
2024-05-09,64
2024-05-10,64
2024-05-11,79
2024-05-12,79
2024-05-13,54
2024-05-14,58
2024-05-15,55
2024-05-16,56
2024-05-17,63
2024-05-18,74
2024-05-19,75
2024-05-20,58
2024-05-21,58
2024-05-22,55
2024-05-23,60
2024-05-24,65
2024-05-25,76
2024-05-26,76
2024-05-27,72
2024-05-28,57
2024-05-29,58
2024-05-30,60
2024-05-31,65
2024-06-01,71
2024-06-02,77
2024-06-03,65
2024-06-04,60
2024-06-05,60
2024-06-06,67
2024-06-07,66
2024-06-08,78
2024-06-09,75
2024-06-10,62
2024-06-11,59
2024-06-12,59
2024-06-13,68
2024-06-14,67
2024-06-15,72
2024-06-16,75
2024-06-17,59
2024-06-18,69
2024-06-19,66
2024-06-20,61
2024-06-21,71
2024-06-22,72
2024-06-23,85
2024-06-24,68
2024-06-25,61
2024-06-26,59
2024-06-27,62
2024-06-28,67
2024-06-29,73
2024-06-30,73
2024-07-01,66
2024-07-02,68
2024-07-03,66
2024-07-04,85
2024-07-05,75
2024-07-06,71
2024-07-07,77
2024-07-08,60
2024-07-09,59
2024-07-10,60
2024-07-11,63
2024-07-12,68
2024-07-13,66
2024-07-14,71
2024-07-15,60
2024-07-16,61
2024-07-17,62
2024-07-18,69
2024-07-19,66
2024-07-20,72
2024-07-21,80
2024-07-22,64
2024-07-23,57
2024-07-24,58
2024-07-25,64
2024-07-26,65
2024-07-27,69
2024-07-28,76
2024-07-29,73
2024-07-30,65
2024-07-31,60
2024-08-01,61
2024-08-02,69
2024-08-03,68
2024-08-04,77
2024-08-05,56
2024-08-06,63
2024-08-07,58
2024-08-08,61
2024-08-09,67
2024-08-10,76
2024-08-11,84
2024-08-12,60
2024-08-13,56
2024-08-14,63
2024-08-15,60
2024-08-16,59
2024-08-17,77
2024-08-18,75
2024-08-19,57
2024-08-20,54
2024-08-21,54
2024-08-22,55
2024-08-23,66
2024-08-24,71
2024-08-25,71
2024-08-26,53
2024-08-27,52
2024-08-28,52
2024-08-29,57
2024-08-30,63
2024-08-31,67
2024-09-01,75
2024-09-02,67
2024-09-03,51
2024-09-04,49
2024-09-05,53
2024-09-06,57
2024-09-07,74
2024-09-08,67
2024-09-09,47
2024-09-10,51
2024-09-11,50
2024-09-12,54
2024-09-13,56
2024-09-14,63
2024-09-15,63
2024-09-16,48
