Time,austin_butler
2022-04-27,4.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,5.0
2022-05-01,5.0
2022-05-02,21.0
2022-05-03,58.0
2022-05-04,24.0
2022-05-05,14.0
2022-05-06,19.0
2022-05-07,19.0
2022-05-08,16.0
2022-05-09,10.0
2022-05-10,7.0
2022-05-11,7.0
2022-05-12,11.0
2022-05-13,10.0
2022-05-14,8.0
2022-05-15,13.0
2022-05-16,10.0
2022-05-17,12.0
2022-05-18,8.0
2022-05-19,10.0
2022-05-20,7.0
2022-05-21,11.0
2022-05-22,12.0
2022-05-23,14.0
2022-05-24,20.0
2022-05-25,31.0
2022-05-26,62.0
2022-05-27,48.0
2022-05-28,39.0
2022-05-29,40.0
2022-05-30,37.0
2022-05-31,27.0
2022-06-01,23.0
2022-06-02,23.0
2022-06-03,21.0
2022-06-04,22.0
2022-06-05,23.0
2022-06-06,18.0
2022-06-07,23.0
2022-06-08,24.0
2022-06-09,20.0
2022-06-10,25.0
2022-06-11,25.0
2022-06-12,26.0
2022-06-13,28.0
2022-06-14,25.0
2022-06-15,26.0
2022-06-16,79.0
2022-06-17,60.0
2022-06-18,57.0
2022-06-19,58.0
2022-06-20,42.0
2022-06-21,43.0
2022-06-22,56.0
2022-06-23,50.0
2022-06-24,81.0
2022-06-25,91.0
2022-06-26,100.0
2022-06-27,83.0
2022-06-28,66.0
2022-06-29,66.0
2022-06-30,65.0
2022-07-01,71.0
2022-07-02,86.0
2022-07-03,82.0
2022-07-04,74.0
2022-07-05,55.0
2022-07-06,53.0
2022-07-07,47.0
2022-07-08,42.0
2022-07-09,59.0
2022-07-10,51.0
2022-07-11,40.0
2022-07-12,30.0
2022-07-13,36.0
2022-07-14,30.0
2022-07-15,30.0
2022-07-16,34.0
2022-07-17,35.0
2022-07-18,27.0
2022-07-19,26.0
2022-07-20,25.0
2022-07-21,26.0
2022-07-22,29.0
2022-07-23,33.0
2022-07-24,34.0
2022-07-25,29.0
2022-07-26,27.0
2022-07-27,33.0
2022-07-28,27.0
2022-07-29,26.0
2022-07-30,27.0
2022-07-31,27.0
2022-08-01,23.0
2022-08-02,20.0
2022-08-03,18.0
2022-08-04,18.0
2022-08-05,35.0
2022-08-06,39.0
2022-08-07,30.0
2022-08-08,21.0
2022-08-09,21.0
2022-08-10,28.0
2022-08-11,25.0
2022-08-12,26.0
2022-08-13,33.0
2022-08-14,39.0
2022-08-15,29.0
2022-08-16,28.0
2022-08-17,32.0
2022-08-18,25.0
2022-08-19,21.0
2022-08-20,29.0
2022-08-21,29.0
2022-08-22,20.0
2022-08-23,18.0
2022-08-24,15.0
2022-08-25,15.0
2022-08-26,16.0
2022-08-27,17.0
2022-08-28,20.0
2022-08-29,13.575342465753426
2022-08-30,11.13600782778865
2022-08-31,11.63600782778865
2022-09-01,9.696673189823876
2022-09-02,20.832681017612526
2022-09-03,60.5587084148728
2022-09-04,81.8307240704501
2022-09-05,70.69471624266146
2022-09-06,42.60469667318982
2022-09-07,30.0293542074364
2022-09-08,27.590019569471625
2022-09-09,22.2720156555773
2022-09-10,31.968688845401175
2022-09-11,35.34735812133073
2022-09-12,22.7720156555773
2022-09-13,18.393346379647753
2022-09-14,17.454011741682976
2022-09-15,16.954011741682976
2022-09-16,15.5146771037182
2022-09-17,22.7720156555773
2022-09-18,22.7720156555773
2022-09-19,16.454011741682976
2022-09-20,13.075342465753426
2022-09-21,13.075342465753426
2022-09-22,11.13600782778865
2022-09-23,10.63600782778865
2022-09-24,18.393346379647753
2022-09-25,18.893346379647753
2022-09-26,12.575342465753426
2022-09-27,9.696673189823876
2022-09-28,7.5146771037182
2022-09-29,9.39334637964775
2022-09-30,9.39334637964775
2022-10-01,15.0293542074364
2022-10-02,15.0293542074364
2022-10-03,9.39334637964775
2022-10-04,9.39334637964775
2022-10-05,9.39334637964775
2022-10-06,9.39334637964775
2022-10-07,9.39334637964775
2022-10-08,11.2720156555773
2022-10-09,13.15068493150685
2022-10-10,11.2720156555773
2022-10-11,9.39334637964775
2022-10-12,7.5146771037182
2022-10-13,7.5146771037182
2022-10-14,7.5146771037182
2022-10-15,9.39334637964775
2022-10-16,11.2720156555773
2022-10-17,9.39334637964775
2022-10-18,9.39334637964775
2022-10-19,9.39334637964775
2022-10-20,9.39334637964775
2022-10-21,7.5146771037182
2022-10-22,9.39334637964775
2022-10-23,9.39334637964775
2022-10-24,7.5146771037182
2022-10-25,7.5146771037182
2022-10-26,7.5146771037182
2022-10-27,7.5146771037182
2022-10-28,5.63600782778865
2022-10-29,7.5146771037182
2022-10-30,11.2720156555773
2022-10-31,7.5146771037182
2022-11-01,5.63600782778865
2022-11-02,5.63600782778865
2022-11-03,5.63600782778865
2022-11-04,5.63600782778865
2022-11-05,7.5146771037182
2022-11-06,9.39334637964775
2022-11-07,5.63600782778865
2022-11-08,5.63600782778865
2022-11-09,3.7573385518591
2022-11-10,5.63600782778865
2022-11-11,5.63600782778865
2022-11-12,7.5146771037182
2022-11-13,7.5146771037182
2022-11-14,5.63600782778865
2022-11-15,5.63600782778865
2022-11-16,11.2720156555773
2022-11-17,9.39334637964775
2022-11-18,7.5146771037182
2022-11-19,9.39334637964775
2022-11-20,7.5146771037182
2022-11-21,7.5146771037182
2022-11-22,5.63600782778865
2022-11-23,7.5146771037182
2022-11-24,7.5146771037182
2022-11-25,7.5146771037182
2022-11-26,9.39334637964775
2022-11-27,7.5146771037182
2022-11-28,7.5146771037182
2022-11-29,7.5146771037182
2022-11-30,7.5146771037182
2022-12-01,5.63600782778865
2022-12-02,5.63600782778865
2022-12-03,9.39334637964775
2022-12-04,7.5146771037182
2022-12-05,7.5146771037182
2022-12-06,5.63600782778865
2022-12-07,7.5146771037182
2022-12-08,7.5146771037182
2022-12-09,7.5146771037182
2022-12-10,9.39334637964775
2022-12-11,20.66536203522505
2022-12-12,16.90802348336595
2022-12-13,11.2720156555773
2022-12-14,9.39334637964775
2022-12-15,16.90802348336595
2022-12-16,15.0293542074364
2022-12-17,22.5440313111546
2022-12-18,174.71624266144815
2022-12-19,78.9041095890411
2022-12-20,35.69471624266145
2022-12-21,22.5440313111546
2022-12-22,16.90802348336595
2022-12-23,18.7866927592955
2022-12-24,16.90802348336595
2022-12-25,16.90802348336595
2022-12-26,16.90802348336595
2022-12-27,15.0293542074364
2022-12-28,11.2720156555773
2022-12-29,11.2720156555773
2022-12-30,13.15068493150685
2022-12-31,13.15068493150685
2023-01-01,11.2720156555773
2023-01-02,13.15068493150685
2023-01-03,9.39334637964775
2023-01-04,7.5146771037182
2023-01-05,7.5146771037182
2023-01-06,11.2720156555773
2023-01-07,15.0293542074364
2023-01-08,15.0293542074364
2023-01-09,11.2720156555773
2023-01-10,22.5440313111546
2023-01-11,169.0802348336595
2023-01-12,90.1761252446184
2023-01-13,187.866927592955
2023-01-14,105.2054794520548
2023-01-15,73.26810176125245
2023-01-16,67.6320939334638
2023-01-17,41.3307240704501
2023-01-18,31.93737769080235
2023-01-19,28.18003913894325
2023-01-20,35.69471624266145
2023-01-21,41.3307240704501
2023-01-22,37.573385518591
2023-01-23,24.42270058708415
2023-01-24,26.3013698630137
2023-01-25,24.42270058708415
2023-01-26,26.3013698630137
2023-01-27,18.7866927592955
2023-01-28,20.66536203522505
2023-01-29,18.7866927592955
2023-01-30,13.15068493150685
2023-01-31,24.42270058708415
2023-02-01,15.0293542074364
2023-02-02,13.15068493150685
2023-02-03,20.66536203522505
2023-02-04,26.3013698630137
2023-02-05,20.66536203522505
2023-02-06,13.15068493150685
2023-02-07,11.2720156555773
2023-02-08,9.39334637964775
2023-02-09,9.39334637964775
2023-02-10,9.39334637964775
2023-02-11,11.2720156555773
2023-02-12,11.2720156555773
2023-02-13,7.5146771037182
2023-02-14,9.39334637964775
2023-02-15,9.39334637964775
2023-02-16,16.90802348336595
2023-02-17,20.66536203522505
2023-02-18,18.7866927592955
2023-02-19,43.20939334637965
2023-02-20,30.0587084148728
2023-02-21,20.66536203522505
2023-02-22,16.90802348336595
2023-02-23,11.2720156555773
2023-02-24,11.2720156555773
2023-02-25,15.0293542074364
2023-02-26,16.90802348336595
2023-02-27,24.42270058708415
2023-02-28,24.42270058708415
2023-03-01,16.90802348336595
2023-03-02,13.15068493150685
2023-03-03,13.15068493150685
2023-03-04,15.0293542074364
2023-03-05,15.0293542074364
2023-03-06,9.39334637964775
2023-03-07,9.39334637964775
2023-03-08,9.39334637964775
2023-03-09,9.39334637964775
2023-03-10,11.2720156555773
2023-03-11,16.90802348336595
2023-03-12,63.8747553816047
2023-03-13,137.14285714285714
2023-03-14,69.51076320939335
2023-03-15,37.573385518591
2023-03-16,22.5440313111546
2023-03-17,20.66536203522505
2023-03-18,24.42270058708415
2023-03-19,26.3013698630137
2023-03-20,15.0293542074364
2023-03-21,11.2720156555773
2023-03-22,13.15068493150685
2023-03-23,13.15068493150685
2023-03-24,11.2720156555773
2023-03-25,13.15068493150685
2023-03-26,11.2720156555773
2023-03-27,9.39334637964775
2023-03-28,9.39334637964775
2023-03-29,7.5146771037182
2023-03-30,7.5146771037182
2023-03-31,7.5146771037182
2023-04-01,7.5146771037182
2023-04-02,9.39334637964775
2023-04-03,7.5146771037182
2023-04-04,7.5146771037182
2023-04-05,7.5146771037182
2023-04-06,9.39334637964775
2023-04-07,7.5146771037182
2023-04-08,9.39334637964775
2023-04-09,9.39334637964775
2023-04-10,7.5146771037182
2023-04-11,9.39334637964775
2023-04-12,7.5146771037182
2023-04-13,5.63600782778865
2023-04-14,5.63600782778865
2023-04-15,7.5146771037182
2023-04-16,9.39334637964775
2023-04-17,5.63600782778865
2023-04-18,3.7573385518591
2023-04-19,5.63600782778865
2023-04-20,5.63600782778865
2023-04-21,5.63600782778865
2023-04-22,7.5146771037182
2023-04-23,9.39334637964775
2023-04-24,9.39334637964775
2023-04-25,7.5146771037182
2023-04-26,9.158512720156557
2023-04-27,10.56751467710372
2023-04-28,7.749510763209393
2023-04-29,7.5146771037182
2023-04-30,7.279843444227007
2023-05-01,5.870841487279844
2023-05-02,11.037181996086106
2023-05-03,14.32485322896282
2023-05-04,11.037181996086106
2023-05-05,8.68884540117417
2023-05-06,10.56751467710372
2023-05-07,7.279843444227007
2023-05-08,7.5146771037182
2023-05-09,5.870841487279844
2023-05-10,7.5146771037182
2023-05-11,5.166340508806263
2023-05-12,5.870841487279844
2023-05-13,5.63600782778865
2023-05-14,5.401174168297457
2023-05-15,3.9921722113502938
2023-05-16,3.9921722113502938
2023-05-17,5.63600782778865
2023-05-18,5.401174168297457
2023-05-19,5.166340508806263
2023-05-20,5.63600782778865
2023-05-21,5.63600782778865
2023-05-22,5.401174168297457
2023-05-23,3.9921722113502938
2023-05-24,3.7573385518591
2023-05-25,12.44618395303327
2023-05-26,11.2720156555773
2023-05-27,7.9843444227005875
2023-05-28,6.105675146771038
2023-05-29,5.166340508806263
2023-05-30,5.63600782778865
2023-05-31,5.166340508806263
2023-06-01,4.696673189823875
2023-06-02,4.696673189823875
2023-06-03,5.166340508806263
2023-06-04,5.166340508806263
2023-06-05,3.7573385518591
2023-06-06,4.696673189823875
2023-06-07,4.696673189823875
2023-06-08,4.696673189823875
2023-06-09,5.166340508806263
2023-06-10,5.63600782778865
2023-06-11,5.63600782778865
2023-06-12,4.696673189823875
2023-06-13,3.7573385518591
2023-06-14,3.7573385518591
2023-06-15,3.2876712328767126
2023-06-16,3.2876712328767126
2023-06-17,4.227005870841488
2023-06-18,4.696673189823875
2023-06-19,4.227005870841488
2023-06-20,4.696673189823875
2023-06-21,5.63600782778865
2023-06-22,4.227005870841488
2023-06-23,4.227005870841488
2023-06-24,7.5146771037182
2023-06-25,5.63600782778865
2023-06-26,5.166340508806263
2023-06-27,3.7573385518591
2023-06-28,5.63600782778865
2023-06-29,7.045009784735813
2023-06-30,7.045009784735813
2023-07-01,6.105675146771038
2023-07-02,6.575342465753425
2023-07-03,4.696673189823875
2023-07-04,5.166340508806263
2023-07-05,5.166340508806263
2023-07-06,4.227005870841488
2023-07-07,4.696673189823875
2023-07-08,4.227005870841488
2023-07-09,6.105675146771038
2023-07-10,5.166340508806263
2023-07-11,4.227005870841488
2023-07-12,4.696673189823875
2023-07-13,5.166340508806263
2023-07-14,4.696673189823875
2023-07-15,5.166340508806263
2023-07-16,14.090019569471625
2023-07-17,5.63600782778865
2023-07-18,5.63600782778865
2023-07-19,4.227005870841488
2023-07-20,3.2876712328767126
2023-07-21,4.227005870841488
2023-07-22,5.63600782778865
2023-07-23,5.166340508806263
2023-07-24,4.696673189823875
2023-07-25,3.7573385518591
2023-07-26,3.2876712328767126
2023-07-27,3.2876712328767126
2023-07-28,3.2876712328767126
2023-07-29,4.696673189823875
2023-07-30,4.227005870841488
2023-07-31,4.227005870841488
2023-08-01,4.227005870841488
2023-08-02,4.227005870841488
2023-08-03,4.696673189823875
2023-08-04,3.7573385518591
2023-08-05,3.7573385518591
2023-08-06,4.227005870841488
2023-08-07,3.7573385518591
2023-08-08,5.63600782778865
2023-08-09,7.9843444227005875
2023-08-10,6.575342465753425
2023-08-11,5.166340508806263
2023-08-12,4.696673189823875
2023-08-13,4.696673189823875
2023-08-14,4.227005870841488
2023-08-15,8.923679060665362
2023-08-16,8.454011741682976
2023-08-17,7.9843444227005875
2023-08-18,7.5146771037182
2023-08-19,7.045009784735813
2023-08-20,13.620352250489237
2023-08-21,5.63600782778865
2023-08-22,4.696673189823875
2023-08-23,4.227005870841488
2023-08-24,4.696673189823875
2023-08-25,3.7573385518591
2023-08-26,4.696673189823875
2023-08-27,4.696673189823875
2023-08-28,4.227005870841488
2023-08-29,3.7573385518591
2023-08-30,4.696673189823875
2023-08-31,3.7573385518591
2023-09-01,4.227005870841488
2023-09-02,4.696673189823875
2023-09-03,4.696673189823875
2023-09-04,7.045009784735813
2023-09-05,5.63600782778865
2023-09-06,5.63600782778865
2023-09-07,7.5146771037182
2023-09-08,4.696673189823875
2023-09-09,7.5146771037182
2023-09-10,6.575342465753425
2023-09-11,4.696673189823875
2023-09-12,4.696673189823875
2023-09-13,4.227005870841488
2023-09-14,4.696673189823875
2023-09-15,3.7573385518591
2023-09-16,5.166340508806263
2023-09-17,4.696673189823875
2023-09-18,3.7573385518591
2023-09-19,3.7573385518591
2023-09-20,3.7573385518591
2023-09-21,4.227005870841488
2023-09-22,46.96673189823875
2023-09-23,44.618395303326814
2023-09-24,15.968688845401175
2023-09-25,4.696673189823875
2023-09-26,3.7573385518591
2023-09-27,4.696673189823875
2023-09-28,5.166340508806263
2023-09-29,5.166340508806263
2023-09-30,5.166340508806263
2023-10-01,6.575342465753425
2023-10-02,4.696673189823875
2023-10-03,4.696673189823875
2023-10-04,5.166340508806263
2023-10-05,4.696673189823875
2023-10-06,5.166340508806263
2023-10-07,5.166340508806263
2023-10-08,6.105675146771038
2023-10-09,4.696673189823875
2023-10-10,3.2876712328767126
2023-10-11,3.2876712328767126
2023-10-12,2.3483365949119377
2023-10-13,2.818003913894325
2023-10-14,4.696673189823875
2023-10-15,5.166340508806263
2023-10-16,4.227005870841488
2023-10-17,3.7573385518591
2023-10-18,4.227005870841488
2023-10-19,5.166340508806263
2023-10-20,3.7573385518591
2023-10-21,4.227005870841488
2023-10-22,4.227005870841488
2023-10-23,3.2876712328767126
2023-10-24,3.7573385518591
2023-10-25,3.2876712328767126
2023-10-26,3.2876712328767126
2023-10-27,3.7573385518591
2023-10-28,4.696673189823875
2023-10-29,4.696673189823875
2023-10-30,4.227005870841488
2023-10-31,4.227005870841488
2023-11-01,3.7573385518591
2023-11-02,5.166340508806263
2023-11-03,5.166340508806263
2023-11-04,7.5146771037182
2023-11-05,5.63600782778865
2023-11-06,5.63600782778865
2023-11-07,5.166340508806263
2023-11-08,4.227005870841488
2023-11-09,4.696673189823875
2023-11-10,5.166340508806263
2023-11-11,6.105675146771038
2023-11-12,5.63600782778865
2023-11-13,4.696673189823875
2023-11-14,4.227005870841488
2023-11-15,4.696673189823875
2023-11-16,4.227005870841488
2023-11-17,3.7573385518591
2023-11-18,4.696673189823875
2023-11-19,4.227005870841488
2023-11-20,5.166340508806263
2023-11-21,3.7573385518591
2023-11-22,5.166340508806263
2023-11-23,4.696673189823875
2023-11-24,4.227005870841488
2023-11-25,4.696673189823875
2023-11-26,4.227005870841488
2023-11-27,3.2876712328767126
2023-11-28,4.227005870841488
2023-11-29,3.2876712328767126
2023-11-30,3.2876712328767126
2023-12-01,3.7573385518591
2023-12-02,4.227005870841488
2023-12-03,3.7573385518591
2023-12-04,4.696673189823875
2023-12-05,4.696673189823875
2023-12-06,4.696673189823875
2023-12-07,6.575342465753425
2023-12-08,4.227005870841488
2023-12-09,10.802348336594912
2023-12-10,9.39334637964775
2023-12-11,6.105675146771038
2023-12-12,4.227005870841488
2023-12-13,4.696673189823875
2023-12-14,4.696673189823875
2023-12-15,4.227005870841488
2023-12-16,4.696673189823875
2023-12-17,13.15068493150685
2023-12-18,5.166340508806263
2023-12-19,4.227005870841488
2023-12-20,4.696673189823875
2023-12-21,4.696673189823875
2023-12-22,4.168297455968689
2023-12-23,5.4598825831702555
2023-12-24,5.4598825831702555
2023-12-25,7.573385518590999
2023-12-26,5.753424657534247
2023-12-27,5.753424657534247
2023-12-28,6.5166340508806275
2023-12-29,5.988258317025441
2023-12-30,5.4598825831702555
2023-12-31,11.741682974559687
2024-01-01,21.663405088062625
2024-01-02,15.381604696673191
2024-01-03,12.504892367906066
2024-01-04,10.684931506849317
2024-01-05,8.864970645792564
2024-01-06,12.504892367906066
2024-01-07,12.79843444227006
2024-01-08,10.978473581213308
2024-01-09,9.921722113502936
2024-01-10,7.808219178082192
2024-01-11,8.101761252446185
2024-01-12,9.921722113502936
2024-01-13,11.213307240704502
2024-01-14,11.506849315068495
2024-01-15,8.630136986301371
2024-01-16,6.5166340508806275
2024-01-17,7.045009784735813
2024-01-18,7.045009784735813
2024-01-19,7.573385518590999
2024-01-20,9.39334637964775
2024-01-21,9.980430528375734
2024-01-22,7.045009784735813
2024-01-23,7.045009784735813
2024-01-24,12.915851272015658
2024-01-25,12.915851272015658
2024-01-26,18.199608610567516
2024-01-27,27.59295499021527
2024-01-28,22.309197651663407
2024-01-29,12.915851272015658
2024-01-30,13.502935420743642
2024-01-31,14.090019569471625
2024-02-01,12.328767123287673
2024-02-02,15.85127201565558
2024-02-03,18.7866927592955
2024-02-04,19.96086105675147
2024-02-05,11.154598825831703
2024-02-06,11.154598825831703
2024-02-07,12.328767123287673
2024-02-08,9.980430528375734
2024-02-09,11.741682974559689
2024-02-10,16.438356164383563
2024-02-11,13.502935420743642
2024-02-12,5.8708414872798445
2024-02-13,8.219178082191782
2024-02-14,7.632093933463797
2024-02-15,7.632093933463797
2024-02-16,11.741682974559689
2024-02-17,15.264187866927594
2024-02-18,15.264187866927594
2024-02-19,11.741682974559689
2024-02-20,9.39334637964775
2024-02-21,9.39334637964775
2024-02-22,10.56751467710372
2024-02-23,10.56751467710372
2024-02-24,15.264187866927594
2024-02-25,15.264187866927594
2024-02-26,14.67710371819961
2024-02-27,17.612524461839534
2024-02-28,13.502935420743642
2024-02-29,18.199608610567516
2024-03-01,29.35420743639922
2024-03-02,44.618395303326814
2024-03-03,54.01174168297457
2024-03-04,45.2054794520548
2024-03-05,31.115459882583174
2024-03-06,32.289628180039145
2024-03-07,27.59295499021527
2024-03-08,32.87671232876713
2024-03-09,38.160469667318985
2024-03-10,49.90215264187868
2024-03-11,58.70841487279844
2024-03-12,46.37964774951077
2024-03-13,35.81213307240705
2024-03-14,24.07045009784736
2024-03-15,19.373776908023487
2024-03-16,24.657534246575345
2024-03-17,25.831702544031316
2024-03-18,18.7866927592955
2024-03-19,16.438356164383563
2024-03-20,17.612524461839534
2024-03-21,13.502935420743642
2024-03-22,14.090019569471625
2024-03-23,18.199608610567516
2024-03-24,18.199608610567516
2024-03-25,13.502935420743642
2024-03-26,12.328767123287673
2024-03-27,12.915851272015658
2024-03-28,11.154598825831703
2024-03-29,12.328767123287673
2024-03-30,16.438356164383563
2024-03-31,17.02544031311155
2024-04-01,12.915851272015658
2024-04-02,11.741682974559689
2024-04-03,8.806262230919767
2024-04-04,8.806262230919767
2024-04-05,8.806262230919767
2024-04-06,11.154598825831703
2024-04-07,12.328767123287673
2024-04-08,8.219178082191782
2024-04-09,8.219178082191782
2024-04-10,7.632093933463797
2024-04-11,7.045009784735813
2024-04-12,7.632093933463797
2024-04-13,11.154598825831703
2024-04-14,10.56751467710372
2024-04-15,8.219178082191782
2024-04-16,7.632093933463797
2024-04-17,11.154598825831703
2024-04-18,8.219178082191782
2024-04-19,8.219178082191782
2024-04-20,9.980430528375734
2024-04-21,12.915851272015658
2024-04-22,10.56751467710372
2024-04-23,8.219178082191782
2024-04-24,7.045009784735813
2024-04-25,7.045009784735813
2024-04-26,6.457925636007829
2024-04-27,9.39334637964775
2024-04-28,9.39334637964775
2024-04-29,6.457925636007829
2024-04-30,6.457925636007829
2024-05-01,5.8708414872798445
2024-05-02,5.8708414872798445
2024-05-03,5.28375733855186
2024-05-04,6.457925636007829
2024-05-05,8.806262230919767
2024-05-06,6.457925636007829
2024-05-07,6.457925636007829
2024-05-08,5.8708414872798445
2024-05-09,5.8708414872798445
2024-05-10,5.8708414872798445
2024-05-11,5.8708414872798445
2024-05-12,7.045009784735813
2024-05-13,5.8708414872798445
2024-05-14,5.28375733855186
2024-05-15,5.28375733855186
2024-05-16,5.28375733855186
2024-05-17,4.696673189823875
2024-05-18,7.045009784735813
2024-05-19,7.045009784735813
2024-05-20,5.28375733855186
2024-05-21,5.8708414872798445
2024-05-22,8.219178082191782
2024-05-23,8.219178082191782
2024-05-24,9.39334637964775
2024-05-25,12.915851272015658
2024-05-26,21.13502935420744
2024-05-27,15.85127201565558
2024-05-28,9.39334637964775
2024-05-29,7.632093933463797
2024-05-30,8.219178082191782
2024-05-31,6.457925636007829
2024-06-01,9.980430528375734
2024-06-02,12.328767123287673
2024-06-03,7.045009784735813
2024-06-04,8.806262230919767
2024-06-05,7.632093933463797
2024-06-06,7.045009784735813
2024-06-07,8.806262230919767
2024-06-08,11.154598825831703
2024-06-09,9.980430528375734
2024-06-10,8.806262230919767
2024-06-11,8.806262230919767
2024-06-12,8.806262230919767
2024-06-13,7.632093933463797
2024-06-14,7.632093933463797
2024-06-15,9.980430528375734
2024-06-16,9.980430528375734
2024-06-17,7.632093933463797
2024-06-18,14.67710371819961
2024-06-19,18.7866927592955
2024-06-20,13.502935420743642
2024-06-21,18.7866927592955
2024-06-22,18.199608610567516
2024-06-23,17.612524461839534
2024-06-24,12.328767123287673
2024-06-25,10.56751467710372
2024-06-26,11.154598825831703
2024-06-27,11.741682974559689
2024-06-28,9.980430528375734
2024-06-29,11.741682974559689
2024-06-30,11.154598825831703
2024-07-01,8.219178082191782
2024-07-02,7.045009784735813
2024-07-03,9.39334637964775
2024-07-04,8.806262230919767
2024-07-05,7.632093933463797
2024-07-06,8.219178082191782
2024-07-07,8.219178082191782
2024-07-08,7.045009784735813
2024-07-09,6.457925636007829
2024-07-10,9.980430528375734
2024-07-11,9.980430528375734
2024-07-12,9.980430528375734
2024-07-13,11.154598825831703
2024-07-14,10.56751467710372
2024-07-15,6.457925636007829
2024-07-16,5.8708414872798445
2024-07-17,5.8708414872798445
2024-07-18,7.632093933463797
2024-07-19,7.632093933463797
2024-07-20,8.219178082191782
2024-07-21,7.632093933463797
2024-07-22,5.8708414872798445
2024-07-23,5.28375733855186
2024-07-24,5.28375733855186
2024-07-25,7.632093933463797
2024-07-26,7.045009784735813
2024-07-27,8.219178082191782
2024-07-28,7.045009784735813
2024-07-29,5.8708414872798445
2024-07-30,4.696673189823875
2024-07-31,4.696673189823875
2024-08-01,5.28375733855186
2024-08-02,5.28375733855186
2024-08-03,6.457925636007829
2024-08-04,5.8708414872798445
2024-08-05,5.28375733855186
2024-08-06,4.109589041095891
2024-08-07,5.28375733855186
2024-08-08,4.696673189823875
2024-08-09,5.8708414872798445
2024-08-10,9.39334637964775
2024-08-11,9.980430528375734
2024-08-12,7.045009784735813
2024-08-13,6.457925636007829
2024-08-14,6.457925636007829
2024-08-15,6.457925636007829
2024-08-16,5.8708414872798445
2024-08-17,9.39334637964775
2024-08-18,10.436357580047469
2024-08-19,6.026980888537287
2024-08-20,5.839613607028356
2024-08-21,4.784111254528044
2024-08-22,5.933297247782821
2024-08-23,5.839613607028356
2024-08-24,6.895115959528669
2024-08-25,7.0824832410375995
2024-08-26,5.7459299662738905
2024-08-27,6.414206603655746
2024-08-28,5.171336969646502
2024-08-29,5.358704251155433
2024-08-30,5.7459299662738905
2024-08-31,7.176166881792065
2024-09-01,6.414206603655746
2024-09-02,6.988799600283134
2024-09-03,5.7459299662738905
2024-09-04,6.026980888537287
2024-09-05,5.358704251155433
2024-09-06,4.784111254528044
2024-09-07,5.171336969646502
2024-09-08,6.414206603655746
2024-09-09,4.784111254528044
2024-09-10,3.4475579797643343
2024-09-11,3.0603322646458766
2024-09-12,3.5412416205187998
2024-09-13,4.209518257900655
2024-09-14,6.320522962901279
2024-09-15,5.933297247782821
2024-09-16,5.358704251155433
2024-09-17,4.68418203772328
2024-09-18,5.246283882250074
2024-09-19,5.058916600741143
