Time,big_lots
2024-09-29,44.57052291675498
2024-09-30,32.09077650006359
2024-10-01,28.52513466672319
2024-10-02,32.09077650006359
2024-10-03,32.09077650006359
2024-10-04,35.65641833340399
2024-10-05,46.353343833425185
2024-10-06,48.13616475009538
2024-10-07,30.30795558339339
2024-10-08,28.52513466672319
2024-10-09,30.30795558339339
2024-10-10,30.30795558339339
2024-10-11,33.87359741673379
2024-10-12,42.787702000084785
2024-10-13,46.353343833425185
2024-10-14,39.222060166744384
2024-10-15,33.87359741673379
2024-10-16,33.87359741673379
2024-10-17,39.222060166744384
2024-10-18,46.353343833425185
2024-10-19,48.13616475009538
2024-10-20,44.57052291675498
2024-10-21,30.30795558339339
2024-10-22,30.30795558339339
2024-10-23,28.52513466672319
2024-10-24,30.30795558339339
2024-10-25,49.91898566676558
2024-10-26,42.787702000084785
2024-10-27,44.57052291675498
2024-10-28,28.52513466672319
2024-10-29,26.74231375005299
2024-10-30,28.52513466672319
2024-10-31,28.52513466672319
2024-11-01,37.43923925007419
2024-11-02,49.91898566676558
2024-11-03,49.91898566676558
2024-11-04,30.30795558339339
2024-11-05,26.74231375005299
2024-11-06,19.611030083372192
2024-11-07,28.52513466672319
2024-11-08,37.43923925007419
2024-11-09,49.91898566676558
2024-11-10,53.48462750010598
2024-11-11,39.222060166744384
2024-11-12,32.09077650006359
2024-11-13,30.30795558339339
2024-11-14,32.09077650006359
2024-11-15,33.87359741673379
2024-11-16,48.13616475009538
2024-11-17,53.48462750010598
2024-11-18,35.65641833340399
2024-11-19,32.09077650006359
2024-11-20,33.87359741673379
2024-11-21,35.65641833340399
2024-11-22,37.43923925007419
2024-11-23,51.70180658343578
2024-11-24,57.05026933344638
2024-11-25,39.222060166744384
2024-11-26,37.43923925007419
2024-11-27,44.57052291675498
2024-11-28,69.53001575013778
2024-11-29,73.09565758347817
2024-11-30,58.83309025011658
2024-12-01,57.05026933344638
2024-12-02,39.222060166744384
2024-12-03,33.87359741673379
2024-12-04,33.87359741673379
2024-12-05,30.30795558339339
2024-12-06,33.87359741673379
2024-12-07,49.91898566676558
2024-12-08,46.353343833425185
2024-12-09,32.09077650006359
2024-12-10,30.30795558339339
2024-12-11,28.52513466672319
2024-12-12,30.30795558339339
2024-12-13,30.30795558339339
2024-12-14,51.70180658343578
2024-12-15,44.57052291675498
2024-12-16,30.30795558339339
2024-12-17,30.30795558339339
2024-12-18,30.30795558339339
2024-12-19,69.53001575013778
2024-12-20,178.28209166701993
2024-12-21,149.75695700029675
2024-12-22,123.01464325024375
2024-12-23,87.35822491683977
2024-12-24,74.87847850014838
2024-12-25,51.70180658343578
2024-12-26,73.09565758347817
2024-12-27,74.87847850014838
2024-12-28,98.05515041686097
2024-12-29,89.14104583350996
2024-12-30,62.39873208345698
2024-12-31,53.48462750010598
2025-01-01,55.26744841677618
2025-01-02,44.57052291675498
2025-01-03,44.57052291675498
2025-01-04,53.48462750010598
2025-01-05,48.13616475009538
2025-01-06,30.30795558339339
2025-01-07,26.74231375005299
2025-01-08,26.74231375005299
2025-01-09,28.52513466672319
2025-01-10,24.95949283338279
2025-01-11,37.43923925007419
2025-01-12,41.00488108341459
2025-01-13,24.95949283338279
2025-01-14,24.95949283338279
2025-01-15,24.95949283338279
2025-01-16,26.74231375005299
2025-01-17,28.52513466672319
2025-01-18,37.43923925007419
2025-01-19,32.09077650006359
2025-01-20,28.52513466672319
2025-01-21,21.393851000042392
2025-01-22,19.611030083372192
2025-01-23,23.176671916712593
2025-01-24,24.95949283338279
2025-01-25,32.09077650006359
2025-01-26,33.87359741673379
2025-01-27,21.393851000042392
2025-01-28,19.611030083372192
2025-01-29,19.611030083372192
2025-01-30,23.176671916712593
2025-01-31,21.393851000042392
2025-02-01,32.09077650006359
2025-02-02,32.09077650006359
2025-02-03,21.393851000042392
2025-02-04,17.828209166701996
2025-02-05,17.828209166701996
2025-02-06,21.393851000042392
2025-02-07,21.393851000042392
2025-02-08,32.09077650006359
2025-02-09,26.74231375005299
2025-02-10,16.045388250031795
2025-02-11,16.045388250031795
2025-02-12,17.828209166701996
2025-02-13,19.611030083372192
2025-02-14,19.611030083372192
2025-02-15,30.30795558339339
2025-02-16,32.09077650006359
2025-02-17,26.74231375005299
2025-02-18,21.393851000042392
2025-02-19,19.611030083372192
2025-02-20,24.95949283338279
2025-02-21,28.52513466672319
2025-02-22,39.222060166744384
2025-02-23,44.57052291675498
2025-02-24,28.52513466672319
2025-02-25,26.74231375005299
2025-02-26,30.30795558339339
2025-02-27,28.52513466672319
2025-02-28,23.176671916712593
2025-03-01,30.30795558339339
2025-03-02,30.30795558339339
2025-03-03,19.611030083372192
2025-03-04,17.828209166701996
2025-03-05,17.828209166701996
2025-03-06,17.828209166701996
2025-03-07,19.611030083372192
2025-03-08,58.83309025011658
2025-03-09,35.65641833340399
2025-03-10,21.393851000042392
2025-03-11,21.393851000042392
2025-03-12,19.611030083372192
2025-03-13,19.611030083372192
2025-03-14,19.611030083372192
2025-03-15,24.95949283338279
2025-03-16,23.176671916712593
2025-03-17,17.828209166701996
2025-03-18,14.262567333361595
2025-03-19,17.828209166701996
2025-03-20,14.262567333361595
2025-03-21,14.262567333361595
2025-03-22,17.828209166701996
2025-03-23,17.828209166701996
2025-03-24,12.479746416691395
2025-03-25,12.479746416691395
2025-03-26,12.479746416691395
2025-03-27,12.479746416691395
2025-03-28,12.479746416691395
2025-03-29,16.045388250031795
2025-03-30,17.828209166701996
2025-03-31,12.479746416691395
2025-04-01,12.479746416691395
2025-04-02,12.479746416691395
2025-04-03,12.479746416691395
2025-04-04,10.696925500021196
2025-04-05,16.045388250031795
2025-04-06,16.045388250031795
2025-04-07,14.262567333361595
2025-04-08,14.262567333361595
2025-04-09,12.479746416691395
2025-04-10,16.045388250031795
2025-04-11,16.045388250031795
2025-04-12,17.828209166701996
2025-04-13,17.828209166701996
2025-04-14,14.262567333361595
2025-04-15,12.8467977818882
2025-04-16,14.472310970616913
2025-04-17,12.724447326822599
2025-04-18,14.717011880748116
2025-04-19,14.594661425682514
2025-04-20,13.982909150354505
2025-04-21,12.357395961625793
2025-04-22,13.860558695288901
2025-04-23,12.479746416691395
2025-04-24,12.112695051494589
2025-04-25,12.479746416691395
2025-04-26,14.717011880748116
2025-04-27,15.975473704280022
2025-04-28,11.098934138093888
2025-04-29,24.714791923251585
2025-04-30,18.09038871327114
2025-05-01,14.34996051555131
2025-05-02,12.8467977818882
2025-05-03,17.60098689300873
2025-05-04,17.47863643794313
2025-05-05,10.731882772897082
2025-05-06,12.23504550656019
2025-05-07,11.990344596428987
2025-05-08,9.228720039233973
2025-05-09,10.854233227962684
2025-05-10,14.34996051555131
2025-05-11,14.22761006048571
2025-05-12,12.23504550656019
2025-05-13,12.357395961625793
2025-05-14,12.357395961625793
2025-05-15,12.23504550656019
2025-05-16,13.703250967347413
2025-05-17,17.37376461931547
2025-05-18,17.12906370918427
2025-05-19,11.745643686297782
2025-05-20,12.479746416691395
2025-05-21,11.745643686297782
2025-05-22,12.724447326822599
2025-05-23,13.213849147085007
2025-05-24,16.394960978790657
2025-05-25,15.171456428134636
2025-05-26,15.41615733826584
2025-05-27,10.522139135641764
2025-05-28,9.788036405248153
2025-05-29,11.256241866035376
2025-05-30,14.926755518003432
2025-05-31,14.926755518003432
2025-06-01,15.660858248397044
2025-06-02,14.926755518003432
2025-06-03,13.947951877478618
2025-06-04,12.479746416691395
2025-06-05,14.926755518003432
2025-06-06,14.926755518003432
2025-06-07,15.660858248397044
2025-06-08,15.171456428134636
2025-06-09,12.23504550656019
2025-06-10,11.745643686297782
2025-06-11,11.256241866035376
2025-06-12,11.50094277616658
2025-06-13,12.479746416691395
2025-06-14,13.213849147085007
2025-06-15,13.947951877478618
2025-06-16,11.011540955904172
2025-06-17,11.011540955904172
2025-06-18,11.50094277616658
2025-06-19,11.50094277616658
2025-06-20,11.990344596428987
2025-06-21,13.703250967347413
2025-06-22,13.45855005721621
2025-06-23,10.766840045772968
2025-06-24,11.256241866035376
2025-06-25,9.298634584985745
2025-06-26,9.788036405248153
2025-06-27,11.990344596428987
2025-06-28,13.45855005721621
2025-06-29,12.724447326822599
2025-06-30,10.032737315379357
2025-07-01,10.27743822551056
2025-07-02,11.256241866035376
2025-07-03,11.745643686297782
2025-07-04,13.45855005721621
2025-07-05,12.969148236953803
2025-07-06,13.213849147085007
2025-07-07,9.788036405248153
2025-07-08,10.522139135641764
2025-07-09,9.298634584985745
2025-07-10,10.27743822551056
2025-07-11,10.766840045772968
2025-07-12,11.990344596428987
2025-07-13,12.724447326822599
2025-07-14,10.27743822551056
2025-07-15,10.766840045772968
2025-07-16,10.27743822551056
2025-07-17,10.766840045772968
2025-07-18,11.011540955904172
2025-07-19,13.703250967347413
2025-07-20,14.192652787609822
2025-07-21,9.788036405248153
2025-07-22,9.298634584985745
2025-07-23,10.032737315379357
2025-07-24,9.788036405248153
2025-07-25,9.298634584985745
2025-07-26,12.479746416691395
2025-07-27,12.479746416691395
2025-07-28,10.27743822551056
2025-07-29,9.54333549511695
2025-07-30,9.298634584985745
2025-07-31,8.564531854592135
2025-08-01,10.032737315379357
2025-08-02,12.969148236953803
2025-08-03,12.969148236953803
2025-08-04,9.053933674854541
2025-08-05,9.053933674854541
2025-08-06,9.788036405248153
2025-08-07,9.788036405248153
2025-08-08,9.788036405248153
2025-08-09,11.50094277616658
2025-08-10,12.969148236953803
2025-08-11,9.053933674854541
2025-08-12,8.075130034329726
2025-08-13,8.564531854592135
2025-08-14,9.053933674854541
2025-08-15,10.032737315379357
2025-08-16,12.479746416691395
2025-08-17,12.724447326822599
2025-08-18,9.298634584985745
2025-08-19,9.788036405248153
2025-08-20,8.809232764723337
2025-08-21,9.053933674854541
2025-08-22,8.31983094446093
2025-08-23,11.256241866035376
2025-08-24,11.745643686297782
2025-08-25,8.31983094446093
2025-08-26,8.075130034329726
2025-08-27,8.809232764723337
2025-08-28,7.585728214067318
2025-08-29,9.298634584985745
2025-08-30,11.256241866035376
2025-08-31,11.745643686297782
2025-09-01,11.745643686297782
2025-09-02,8.564531854592135
2025-09-03,7.830429124198522
2025-09-04,7.585728214067318
2025-09-05,7.585728214067318
2025-09-06,11.50094277616658
2025-09-07,10.522139135641764
2025-09-08,8.564531854592135
2025-09-09,7.585728214067318
2025-09-10,7.830429124198522
2025-09-11,7.830429124198522
2025-09-12,7.585728214067318
2025-09-13,10.766840045772968
2025-09-14,9.788036405248153
2025-09-15,7.096326393804911
2025-09-16,7.341027303936115
2025-09-17,7.585728214067318
2025-09-18,7.830429124198522
2025-09-19,8.31983094446093
2025-09-20,10.032737315379357
2025-09-21,9.298634584985745
2025-09-22,7.585728214067318
2025-09-23,8.31983094446093
2025-09-24,6.851625483673707
2025-09-25,7.341027303936115
2025-09-26,7.096326393804911
2025-09-27,11.011540955904172
2025-09-28,9.788036405248153
2025-09-29,7.830429124198522
2025-09-30,7.341027303936115
2025-10-01,7.341027303936115
2025-10-02,8.31983094446093
2025-10-03,11.011540955904172
2025-10-04,11.745643686297782
2025-10-05,11.011540955904172
2025-10-06,7.585728214067318
2025-10-07,7.341027303936115
2025-10-08,7.341027303936115
2025-10-09,7.341027303936115
2025-10-10,7.585728214067318
2025-10-11,10.27743822551056
2025-10-12,10.522139135641764
2025-10-13,8.564531854592135
2025-10-14,7.341027303936115
2025-10-15,8.075130034329726
2025-10-16,8.075130034329726
2025-10-17,8.31983094446093
2025-10-18,9.788036405248153
2025-10-19,10.766840045772968
2025-10-20,8.31983094446093
2025-10-21,7.341027303936115
2025-10-22,8.075130034329726
2025-10-23,8.075130034329726
2025-10-24,8.31983094446093
2025-10-25,10.522139135641764
2025-10-26,11.745643686297782
2025-10-27,7.585728214067318
2025-10-28,7.830429124198522
2025-10-29,7.830429124198522
2025-10-30,9.053933674854541
2025-10-31,10.032737315379357
2025-11-01,12.23504550656019
2025-11-02,12.23504550656019
2025-11-03,9.053933674854541
2025-11-04,9.54333549511695
2025-11-05,8.31983094446093
2025-11-06,8.075130034329726
2025-11-07,10.522139135641764
2025-11-08,12.724447326822599
2025-11-09,12.969148236953803
2025-11-10,10.032737315379357
2025-11-11,9.298634584985745
2025-11-12,9.053933674854541
2025-11-13,8.809232764723337
2025-11-14,10.032737315379357
2025-11-15,13.947951877478618
2025-11-16,13.947951877478618
2025-11-17,10.032737315379357
2025-11-18,9.54333549511695
2025-11-19,10.522139135641764
2025-11-20,10.032737315379357
2025-11-21,10.032737315379357
2025-11-22,14.192652787609822
2025-11-23,14.437353697741026
2025-11-24,11.256241866035376
2025-11-25,10.522139135641764
2025-11-26,11.011540955904172
2025-11-27,17.12906370918427
2025-11-28,17.37376461931547
2025-11-29,14.926755518003432
2025-11-30,13.703250967347413
2025-12-01,9.788036405248153
2025-12-02,9.788036405248153
2025-12-03,9.298634584985745
2025-12-04,9.053933674854541
2025-12-05,9.298634584985745
2025-12-06,12.724447326822599
2025-12-07,12.724447326822599
2025-12-08,9.788036405248153
2025-12-09,8.809232764723337
2025-12-10,8.075130034329726
2025-12-11,9.078092044963036
2025-12-12,8.399319775140492
2025-12-13,10.560324946458415
2025-12-14,10.745019582449165
2025-12-15,8.027592596374301
2025-12-16,8.089936777299448
2025-12-17,8.399319775140492
2025-12-18,9.262786680953784
2025-12-19,9.325130861878932
2025-12-20,12.289596664869695
2025-12-21,10.992058399365062
2025-12-22,10.313286129542519
2025-12-23,9.325130861878932
2025-12-24,12.474291300860443
2025-12-25,7.348820326551758
2025-12-26,9.572169678794829
2025-12-27,10.992058399365062
2025-12-28,10.003903131701476
2025-12-29,7.780553779458403
2025-12-30,7.533514962542506
2025-12-31,8.83105322804714
2026-01-01,9.015747864037888
2026-01-02,8.768709047121991
2026-01-03,9.325130861878932
2026-01-04,8.893397408972286
2026-01-05,5.866587425056377
2026-01-06,6.54535969487892
2026-01-07,6.670048056729215
2026-01-08,5.866587425056377
2026-01-09,6.298320877963023
2026-01-10,8.229431882119464
2026-01-11,7.730678434718285
2026-01-12,5.6109762832632715
2026-01-13,5.735664645113566
2026-01-14,5.486287921412976
2026-01-15,6.35910645436504
2026-01-16,6.85785990176622
2026-01-17,8.728185329520644
2026-01-18,8.229431882119464
2026-01-19,6.733171539915926
2026-01-20,6.234418092514746
2026-01-21,6.35910645436504
2026-01-22,6.1097297306644505
2026-01-23,6.982548263616515
2026-01-24,7.85536679656858
2026-01-25,6.60848317806563
2026-01-26,5.3615995595626815
2026-01-27,6.1097297306644505
2026-01-28,6.1097297306644505
2026-01-29,6.234418092514746
2026-01-30,7.3566133491674
2026-01-31,7.980055158418875
2026-02-01,7.231924987317105
2026-02-02,5.985041368814156
2026-02-03,5.860353006963861
2026-02-04,6.234418092514746
2026-02-05,5.6109762832632715
2026-02-06,6.60848317806563
2026-02-07,7.980055158418875
2026-02-08,7.10723662546681
2026-02-09,4.987534474011797
2026-02-10,5.6109762832632715
2026-02-11,6.1097297306644505
2026-02-12,6.483794816215336
2026-02-13,6.483794816215336
2026-02-14,7.3566133491674
2026-02-15,8.603496967670349
2026-02-16,6.982548263616515
2026-02-17,6.483794816215336
2026-02-18,5.735664645113566
2026-02-19,6.483794816215336
2026-02-20,7.3566133491674
2026-02-21,9.601003862472709
2026-02-22,8.728185329520644
2026-02-23,7.231924987317105
2026-02-24,6.35910645436504
2026-02-25,7.3566133491674
2026-02-26,7.980055158418875
2026-02-27,7.85536679656858
2026-02-28,9.975068948023594
2026-03-01,9.226938776921823
2026-03-02,6.85785990176622
2026-03-03,7.481301711017695
2026-03-04,7.3566133491674
2026-03-05,7.60599007286799
2026-03-06,7.980055158418875
2026-03-07,10.473822395424772
2026-03-08,8.977562053221234
2026-03-09,7.231924987317105
2026-03-10,7.60599007286799
2026-03-11,6.982548263616515
2026-03-12,6.982548263616515
2026-03-13,8.229431882119464
2026-03-14,10.349134033574478
2026-03-15,9.476315500622414
2026-03-16,6.982548263616515
2026-03-17,6.35910645436504
2026-03-18,6.60848317806563
2026-03-19,6.234418092514746
2026-03-20,8.977562053221234
2026-03-21,9.102250415071529
2026-03-22,9.725692224323003
2026-03-23,6.982548263616515
2026-03-24,7.3566133491674
2026-03-25,6.35910645436504
2026-03-26,7.481301711017695
2026-03-27,7.980055158418875
2026-03-28,9.102250415071529
2026-03-29,9.476315500622414
2026-03-30,7.10723662546681
2026-03-31,6.483794816215336
2026-04-01,6.733171539915926
2026-04-02,7.231924987317105
2026-04-03,8.104743520269169
2026-04-04,9.102250415071529
2026-04-05,7.980055158418875
2026-04-06,6.35910645436504
2026-04-07,6.35910645436504
2026-04-08,6.60848317806563
2026-04-09,6.982548263616515
2026-04-10,7.231924987317105
2026-04-11,9.850380586173298
2026-04-12,10.473822395424772
2026-04-13,7.3566133491674
2026-04-14,7.10723662546681
2026-04-15,6.60848317806563
2026-04-16,6.982548263616515
2026-04-17,8.229431882119464
2026-04-18,9.102250415071529
2026-04-19,9.601003862472709
2026-04-20,7.481301711017695
2026-04-21,7.481301711017695
2026-04-22,6.85785990176622
2026-04-23,7.231924987317105
2026-04-24,6.85785990176622
2026-04-25,9.601003862472709
2026-04-26,8.85287369137094
2026-04-27,6.483794816215336
2026-04-28,6.35910645436504
2026-04-29,7.60599007286799
2026-04-30,6.733171539915926
2026-05-01,6.982548263616515
2026-05-02,9.226938776921823
2026-05-03,10.598510757275069
2026-05-04,7.10723662546681
2026-05-05,6.60848317806563
2026-05-06,7.3566133491674
2026-05-07,6.982548263616515
2026-05-08,7.231924987317105
2026-05-09,8.977562053221234
2026-05-10,9.476315500622414
2026-05-11,7.10723662546681
2026-05-12,6.982548263616515
2026-05-13,6.85785990176622
2026-05-14,7.60599007286799
2026-05-15,7.60599007286799
2026-05-16,9.601003862472709
2026-05-17,9.476315500622414
2026-05-18,7.231924987317105
2026-05-19,7.10723662546681
2026-05-20,6.982548263616515
2026-05-21,6.60848317806563
2026-05-22,7.85536679656858
2026-05-23,9.850380586173298
2026-05-24,10.598510757275069
2026-05-25,8.85287369137094
2026-05-26,7.10723662546681
2026-05-27,6.483794816215336
2026-05-28,6.982548263616515
2026-05-29,7.85536679656858
2026-05-30,9.975068948023594
2026-05-31,9.725692224323003
