Time,aristocrat
2022-07-05,57.911630559912076
2022-07-06,45.571665164837924
2022-07-07,46.784494192964175
2022-07-08,55.380382809884665
2022-07-09,44.28646010248099
2022-07-10,40.57956279396639
2022-07-11,56.5426477593018
2022-07-12,52.83376754573978
2022-07-13,44.21507552077401
2022-07-14,50.3357334552566
2022-07-15,49.08820358880057
2022-07-16,38.027990267202966
2022-07-17,44.14369093906702
2022-07-18,41.67440897177137
2022-07-19,51.45933175624912
2022-07-20,39.19124666914381
2022-07-21,42.848075625211145
2022-07-22,56.29181027080366
2022-07-23,40.366896227631
2022-07-24,56.24620345471308
2022-07-25,55.00115221956632
2022-07-26,52.535340336103644
2022-07-27,53.7352804814217
2022-07-28,51.27194722926829
2022-07-29,46.37006703805419
2022-07-30,52.45007541906476
2022-07-31,37.797477555440835
2022-08-01,46.31355424420283
2022-08-02,49.9495626972723
2022-08-03,58.45374195574979
2022-08-04,40.170588627936795
2022-08-05,57.18935739639073
2022-08-06,36.48897335877676
2022-08-07,43.76892188510536
2022-08-08,59.55007531234035
2022-08-09,38.87398186155722
2022-08-10,55.85854551794321
2022-08-11,60.69102403249775
2022-08-12,50.95963968430024
2022-08-13,48.513161125049876
2022-08-14,43.64399886711814
2022-08-15,48.473503024101554
2022-08-16,55.72172506967151
2022-08-17,46.01215267699557
2022-08-18,48.414015872679066
2022-08-19,47.184332151649784
2022-08-20,42.3275630502644
2022-08-21,41.10134941306809
2022-08-22,47.12633217901286
2022-08-23,49.52274238581597
2022-08-24,56.74667384455506
2022-08-25,62.75777627516792
2022-08-26,50.668152642330064
2022-08-27,53.05910986025277
2022-08-28,54.242691038929635
2022-08-29,54.170179298482175
2022-08-30,55.5697553683812
2022-08-31,58.991391815230834
2022-09-01,58.96710122839998
2022-09-02,56.9212459908804
2022-09-03,63.17708655529336
2022-09-04,56.874331008265486
2022-09-05,59.68757692109155
2022-09-06,66.53494644153805
2022-09-07,60.238538944696714
2022-09-08,63.04685513525212
2022-09-09,53.32529979720635
2022-09-10,43.611758700393885
2022-09-11,50.451540854999244
2022-09-12,58.10092615312534
2022-09-13,62.91662371521087
2022-09-14,67.72831415667976
2022-09-15,61.45203176905229
2022-09-16,63.43647203079773
2022-09-17,49.7285893588786
2022-09-18,43.46750235819436
2022-09-19,66.17790648652466
2022-09-20,64.7408686584208
2022-09-21,56.475553656038755
2022-09-22,57.04859615355735
2022-09-23,70.8877527215304
2022-09-24,50.18024777311265
2022-09-25,58.38412714445963
2022-09-26,58.359836557628775
2022-09-27,56.715114138275766
2022-09-28,55.07174119596891
2022-09-29,61.52512950808824
2022-09-30,37.22337518991733
2022-10-01,42.06105483917606
2022-10-02,42.043511637576
2022-10-03,58.18980244981284
2022-10-04,48.471259885818334
2022-10-05,58.14122127615114
2022-10-06,56.50257150350584
2022-10-07,51.637902313323956
2022-10-08,43.55126213674395
2022-10-09,45.14537916686603
2022-10-10,53.1847876468305
2022-10-11,57.99547775516605
2022-10-12,56.360876413659234
2022-10-13,61.16616861381016
2022-10-14,49.877799606524405
2022-10-15,51.4651692514157
2022-10-16,35.367459612840555
2022-10-17,53.02892304799922
2022-10-18,46.5816073825876
2022-10-19,52.984390305476
2022-10-20,57.77686247368842
2022-10-21,51.33561945498451
2022-10-22,36.8819574972393
2022-10-23,48.08665892766323
2022-10-24,59.28191401876406
2022-10-25,43.241557154650636
2022-10-26,65.63544102946767
2022-10-27,48.00569030489374
2022-10-28,59.18205271734835
2022-10-29,51.16288639307626
2022-10-30,39.954136531513846
2022-10-31,47.92472168212424
2022-11-01,38.3235836211455
2022-11-02,43.09581363366554
2022-11-03,46.26852870787888
2022-11-04,49.438544827999905
2022-11-05,38.258808722929906
2022-11-06,49.39671103956899
2022-11-07,52.5613292515054
2022-11-08,49.35487725113809
2022-11-09,47.74254228089288
2022-11-10,46.131556787693825
2022-11-11,50.882195167475345
2022-11-12,57.218178976578905
2022-11-13,49.25029278006083
2022-11-14,46.053287119016645
2022-11-15,47.62108934673864
2022-11-16,50.77423700378269
2022-11-17,61.85478654596006
2022-11-18,39.63363573305127
2022-11-19,39.61676726997429
2022-11-20,47.51987856827677
2022-11-21,47.4996364125844
2022-11-22,50.644687207351495
2022-11-23,36.385349944253065
2022-11-24,41.11372195277298
2022-11-25,41.09617875117292
2022-11-26,41.07863554957286
2022-11-27,39.481819565358464
2022-11-28,50.5151374109203
2022-11-29,56.805239000454485
2022-11-30,52.049202712488345
2022-12-01,50.45036251270471
2022-12-02,50.42877087996618
2022-12-03,45.68150619280005
2022-12-04,50.38558761448911
2022-12-05,51.93787085618028
2022-12-06,58.20840502854519
2022-12-07,56.610914305807704
2022-12-08,59.7303250366978
2022-12-09,54.99115721180863
2022-12-10,37.69202836354344
2022-12-11,42.38531396886324
2022-12-12,61.19691648595792
2022-12-13,62.7390786498029
2022-12-14,61.144286881157754
2022-12-15,59.55084458955874
2022-12-16,45.42712976959922
2022-12-17,53.23645241319371
2022-12-18,39.127581840741925
2022-12-19,43.803998982984744
2022-12-20,48.476367694089085
2022-12-21,50.01852985793407
2022-12-22,48.43453390565817
2022-12-23,45.290157849414165
2022-12-24,26.53793232235044
2022-12-25,49.932163326979946
2022-12-26,38.99263413612611
2022-12-27,49.88898006150288
2022-12-28,40.51725309837104
2022-12-29,46.730434496274206
2022-12-30,49.82420516328728
2022-12-31,45.13361851205981
2023-01-01,45.11405109489051
2023-01-02,42.0119430440594
2023-01-03,35.795793474901956
2023-01-04,54.48379310321557
2023-01-05,59.16678884820028
2023-01-06,57.62238346896063
2023-01-07,54.519593505701216
2023-01-08,60.76370148441887
2023-01-09,62.33538336079043
2023-01-10,54.55539390818685
2023-01-11,57.685460368578184
2023-01-12,57.698075748501694
2023-01-13,60.83018794617791
2023-01-14,54.6031277781677
2023-01-15,42.131618675225674
2023-01-16,56.18776599067693
2023-01-17,56.20004041438629
2023-01-18,57.77376802804275
2023-01-19,54.66279511564377
2023-01-20,59.36113389026517
2023-01-21,51.56170993345509
2023-01-22,40.63324238489613
2023-01-23,54.71052898562462
2023-01-24,64.1034560165118
2023-01-25,51.606716153722765
2023-01-26,59.438871907091126
2023-01-27,56.32278465147991
2023-01-28,56.33505907518927
2023-01-29,57.91253720720138
2023-01-30,64.18733124519244
2023-01-31,70.46485293289669
2023-02-01,57.95038334697191
2023-02-02,68.92897145901077
2023-02-03,48.574163170578025
2023-02-04,50.15198225880427
2023-02-05,56.43325446486416
2023-02-06,59.58139160460539
2023-02-07,61.162620254973135
2023-02-08,67.45037062910185
2023-02-09,56.48235215970161
2023-02-10,58.06392176628351
2023-02-11,53.36762872894699
2023-02-12,48.66928995432557
2023-02-13,43.96890544241927
2023-02-14,62.82636030916491
2023-02-15,51.84299881012797
2023-02-16,56.56827312566715
2023-02-17,53.43718379663336
2023-02-18,45.58866214498584
2023-02-19,42.453822297596425
2023-02-20,53.47196133047657
2023-02-21,55.05659954298579
2023-02-22,56.64191966792332
2023-02-23,64.522832159915
2023-02-24,55.092399945471435
2023-02-25,47.232285782542846
2023-02-26,59.84051832735858
2023-02-27,74.02929761011377
2023-02-28,100.0
2023-03-01,100.0
2023-03-02,83.5340582792418
2023-03-03,67.78757632489516
2023-03-04,47.303886587514114
2023-03-05,42.58270374654472
2023-03-06,55.211734620423556
2023-03-07,56.80148717614502
2023-03-08,58.39192164429479
2023-03-09,52.09053302160011
2023-03-10,52.10178457666703
2023-03-11,52.113036131733935
2023-03-12,34.749525124533896
2023-03-13,61.61472819493463
2023-03-14,60.047819705561146
2023-03-15,53.73858908994103
2023-03-16,60.07373237783646
2023-03-17,47.4368595110322
2023-03-18,45.865518590874785
2023-03-19,52.20304857226926
2023-03-20,60.1255577223871
2023-03-21,58.555921583300425
2023-03-22,50.653869806031516
2023-03-23,55.414603567842185
2023-03-24,53.84292169147061
2023-03-25,47.51868900242795
2023-03-26,44.360323176262256
2023-03-27,60.216252075350724
2023-03-28,47.54937506170135
2023-03-29,52.315564122938405
2023-03-30,60.2551210837637
2023-03-31,55.51007130780389
2023-04-01,46.003946813819255
2023-04-02,79.33419748970616
2023-04-03,100.0
2023-04-04,88.89248828445558
2023-04-05,79.3853409218285
2023-04-06,88.93067538044026
2023-04-07,77.83104781237851
2023-04-08,65.13791717023969
2023-04-09,63.562825731726626
2023-04-10,61.98705238078528
2023-04-11,65.17985478458
2023-04-12,63.6037404774245
2023-04-13,55.66520638524166
2023-04-14,60.4494661258286
2023-04-15,58.8713060813882
2023-04-16,44.56080543018184
2023-04-17,63.671931720254285
2023-04-18,58.909152221158735
2023-04-19,55.73680719021293
2023-04-20,54.15591949605933
2023-04-21,52.57434988947745
2023-04-22,43.024583000081755
2023-04-23,60.566073151067535
2023-04-24,52.6081045546782
2023-04-25,57.402933937903754
2023-04-26,64.01092909618637
2023-04-27,64.51128715902988
2023-04-28,54.38387558727073
2023-04-29,57.93891325674748
2023-04-30,68.89494132427089
2023-05-01,71.96749801647144
2023-05-02,65.86587966504987
2023-05-03,53.15605811426585
2023-05-04,54.94100574922947
2023-05-05,64.13408941543963
2023-05-06,71.24520495979225
2023-05-07,51.91442324620962
2023-05-08,64.66296066405619
2023-05-09,54.99963288130643
2023-05-10,56.787230150578296
2023-05-11,59.37557507929691
2023-05-12,63.42971967567879
2023-05-13,49.715512385716536
2023-05-14,51.99193010628023
2023-05-15,87.6939984997486
2023-05-16,69.13039759527571
2023-05-17,48.46810437769531
2023-05-18,66.57974566497721
2023-05-19,53.826570664726326
2023-05-20,48.98811654366288
2023-05-21,51.58026689046654
2023-05-22,52.08050937493235
2023-05-23,51.602203666549755
2023-05-24,57.75889222547526
2023-05-25,56.79199433309674
2023-05-26,49.94839821555242
2023-05-27,55.83653870010831
2023-05-28,56.82819348098537
2023-05-29,64.68029570687213
2023-05-30,54.8919012032705
2023-05-31,50.00144869090644
2023-06-01,61.7796020297366
2023-06-02,54.9268521046802
2023-06-03,51.99536834773136
2023-06-04,40.23136180232894
2023-06-05,65.75787145371473
2023-06-06,43.19342759801129
2023-06-07,54.00322675690419
2023-06-08,52.05049923388358
2023-06-09,56.97299007253987
2023-06-10,51.09005061497948
2023-06-11,51.10086875113009
2023-06-12,57.009189220428496
2023-06-13,48.173129733618
2023-06-14,53.09998943495051
2023-06-15,58.02892954708122
2023-06-16,46.23621333266368
2023-06-17,57.06952113357621
2023-06-18,55.11325691219866
2023-06-19,50.203040497251735
2023-06-20,59.074883049791204
2023-06-21,52.19383953787934
2023-06-22,50.23487078246414
2023-06-23,53.20109739974288
2023-06-24,49.27067742412327
2023-06-25,39.42486358249141
2023-06-26,52.24897042403156
2023-06-27,47.32980824265238
2023-06-28,52.27102277849246
2023-06-29,58.200771479012275
2023-06-30,34.53316282364843
2023-07-01,45.39601245789537
2023-07-02,53.302205364535254
2023-07-03,48.37700999184129
2023-07-04,40.48725233050717
2023-07-05,55.311312020187
2023-07-06,54.335052279216605
2023-07-07,60.27520303372742
2023-07-08,55.346262921596704
2023-07-09,44.48403741058924
2023-07-10,51.4145946994982
2023-07-11,55.38121382300642
2023-07-12,51.436230971799446
2023-07-13,55.404514423946225
2023-07-14,53.43701598425841
2023-07-15,48.49933814677528
2023-07-16,55.439465325355926
2023-07-17,53.4707186391892
2023-07-18,64.37642473587898
2023-07-19,78.25855146275869
2023-07-20,61.43100222658222
2023-07-21,48.56050222424226
2023-07-22,64.4305154166321
2023-07-23,60.47825112763144
2023-07-24,56.524322509992224
2023-07-25,54.55245520762818
2023-07-26,47.619401425761396
2023-07-27,60.52901315110744
2023-07-28,56.57175587619111
2023-07-29,64.52517410795006
2023-07-30,51.630957422510676
2023-07-31,63.55910837989083
2023-08-01,42.7127217091714
2023-08-02,49.676357529771686
2023-08-03,48.69302439208741
2023-08-04,44.72744547397828
2023-08-05,43.74265604873528
2023-08-06,51.706684375565054
2023-08-07,46.744665731743005
2023-08-08,43.770117471271476
2023-08-09,52.73412222217109
2023-08-10,49.75957396169956
2023-08-11,41.80677985318006
2023-08-12,50.77598563107516
2023-08-13,47.799148918725614
2023-08-14,56.77334768253639
2023-08-15,48.8153525470214
2023-08-16,50.818426011358376
2023-08-17,53.818979406807365
2023-08-18,48.84593458575489
2023-08-19,47.85906474971369
2023-08-20,53.852682061738165
2023-08-21,56.85635607338445
2023-08-22,57.865902387126
2023-08-23,54.88428072994059
2023-08-24,48.90709866322188
2023-08-25,40.93079591268275
2023-08-26,45.93192627951089
2023-08-27,44.942767991591666
2023-08-28,65.92979043226921
2023-08-29,44.96149168877543
2023-08-30,52.96567194401041
2023-08-31,61.9727411984327
2023-09-01,52.9877242984713
2023-09-02,57.99863259605097
2023-09-03,50.009223257483185
2023-09-04,42.01648526163831
2023-09-05,58.03483174393959
2023-09-06,55.04447236140176
2023-09-07,60.06099776813655
2023-09-08,58.071030891828215
2023-09-09,52.07450100468627
2023-09-10,49.08039688271168
2023-09-11,48.08874210183463
2023-09-12,59.12135325721442
2023-09-13,57.12909792902806
2023-09-14,60.148375021660826
2023-09-15,57.152814612127514
2023-09-16,41.11844896668011
2023-09-17,50.15485201335697
2023-09-18,68.22474553159323
2023-09-19,66.2318660801674
2023-09-20,57.21210631987612
2023-09-21,62.24361068435793
2023-09-22,52.21513677464438
2023-09-23,47.20422847706472
2023-09-24,46.20945307999037
2023-09-25,73.34757993011588
2023-09-26,66.3279810590441
2023-09-27,66.3417117703122
2023-09-28,58.31235854441906
2023-09-29,58.3244249270486
2023-09-30,40.23206297219183
2023-10-01,43.25841346153845
2023-10-02,59.3364272558284
2023-10-03,48.25894552186943
2023-10-04,62.315408871698956
2023-10-05,64.30590600703644
2023-10-06,53.237033111250156
2023-10-07,47.19574862433761
2023-10-08,46.17744066870629
2023-10-09,54.19169715610475
2023-10-10,65.21076177389186
2023-10-11,55.161426667761575
2023-10-12,63.16553702445651
2023-10-13,64.14848725187855
2023-10-14,54.10868335943946
2023-10-15,45.076733833422004
2023-10-16,46.064295938436565
2023-10-17,55.05996536072622
2023-10-18,55.04305514288699
2023-10-19,58.02757101186855
2023-10-20,52.00873099590627
2023-10-21,52.9926035988468
2023-10-22,43.98033141722407
2023-10-23,55.95774958193979
2023-10-24,52.94371769636612
2023-10-25,63.912359119141726
2023-10-26,61.89603546928615
2023-10-27,40.918643463194414
2023-10-28,50.883120021622396
2023-10-29,41.89083264290057
2023-10-30,57.83141248493354
2023-10-31,51.83286473037832
2023-11-01,95.66192656256786
2023-11-02,99.61709431872474
2023-11-03,59.751809080864774
2023-11-04,48.78224528257068
2023-11-05,45.78143411276224
2023-11-06,71.63575985970552
2023-11-07,60.67265269004093
2023-11-08,59.65957152901445
2023-11-09,64.61121768686475
2023-11-10,48.69185248175736
2023-11-11,55.63061373137731
2023-11-12,45.682432473776224
2023-11-13,67.50964517411936
2023-11-14,68.48121943681318
2023-11-15,56.5539170086028
2023-11-16,56.53639187375125
2023-11-17,53.54418954211549
2023-11-18,50.55383196151674
2023-11-19,51.52909572628458
2023-11-20,56.466291334344994
2023-11-21,47.535803115362896
2023-11-22,42.57093624174738
2023-11-23,48.496001413328514
2023-11-24,42.54449481021695
2023-11-25,47.47677108217868
2023-11-26,45.484429195804196
2023-11-27,51.4011929877188
2023-11-28,88.93593198241973
2023-11-29,60.26004337476381
2023-11-30,63.203974720931235
2023-12-01,52.32449626494429
2023-12-02,45.3995706481019
2023-12-03,53.278545392786555
2023-12-04,71.01592351127134
2023-12-05,60.147513561506415
2023-12-06,50.271585052854746
2023-12-07,55.18295414639707
2023-12-08,63.04655596577335
2023-12-09,60.072493686001486
2023-12-10,55.13130111736089
2023-12-11,49.209003072335264
2023-12-12,42.30652192644311
2023-12-13,59.99747381049656
2023-12-14,58.99546115569213
2023-12-15,57.99406341790003
2023-12-16,52.08006675254093
2023-12-17,45.18742427884615
2023-12-18,48.119364743273024
2023-12-19,53.99462163685499
2023-12-20,50.052059679450984
2023-12-21,54.941906677561555
2023-12-22,45.192154823802866
2023-12-23,39.40817825171014
2023-12-24,43.24115448822707
2023-12-25,38.42243143793784
2023-12-26,59.056658776593906
2023-12-27,48.963036267401066
2023-12-28,54.218950163548826
2023-12-29,47.97246472014738
2023-12-30,47.46822416576681
2023-12-31,50.33097433040935
2024-01-01,47.43838886534138
2024-01-02,43.58899316206238
2024-01-03,57.950051206579786
2024-01-04,57.9318165520986
2024-01-05,56.95586702187862
2024-01-06,47.85189368442098
2024-01-07,45.9225987368479
2024-01-08,43.506724361008196
2024-01-09,57.840643279692706
2024-01-10,57.33493047208069
2024-01-11,48.24511796389751
2024-01-12,58.74154337108986
2024-01-13,52.99119211677744
2024-01-14,43.424455559954
2024-01-15,40.07865593072531
2024-01-16,54.84980708391341
2024-01-17,62.932941949250576
2024-01-18,63.39930006807311
2024-01-19,53.84432379911059
2024-01-20,53.26659433499976
2024-01-21,51.38133120015436
2024-01-22,63.50590642765469
2024-01-23,55.08327057231542
2024-01-24,57.86578558160589
2024-01-25,56.91443283540247
2024-01-26,53.165487787779206
2024-01-27,56.87836558756356
2024-01-28,54.06392219494029
2024-01-29,68.95623077278073
2024-01-30,75.45517118000363
2024-01-31,76.36247458253494
2024-02-01,56.78819746796629
2024-02-02,53.04753014935523
2024-02-03,57.682493010621265
2024-02-04,71.61517111324608
2024-02-05,56.716062972288476
2024-02-06,69.71069182176518
2024-02-07,67.8301588177839
2024-02-08,64.09303909732094
2024-02-09,60.35828444229004
2024-02-10,61.2673616438954
2024-02-11,47.32788397815342
2024-02-12,64.93914643179771
2024-02-13,83.46658128334352
2024-02-14,50.99109540386452
2024-02-15,66.73069384889776
2024-02-16,70.4154864966764
2024-02-17,55.573435559267224
2024-02-18,45.370486347630205
2024-02-19,59.240490216305425
2024-02-20,58.29623266639819
2024-02-21,65.67793892229477
2024-02-22,55.484745605564996
2024-02-23,61.93815850322074
2024-02-24,47.131879180471486
2024-02-25,59.126967075566576
2024-02-26,53.566667187849774
2024-02-27,56.31932324606048
2024-02-28,59.07020550519714
2024-02-29,59.97396130958035
2024-03-01,55.342841679641424
2024-03-02,56.24718875038266
2024-03-03,59.91631283967391
2024-03-04,71.8765160196461
2024-03-05,63.56267317418158
2024-03-06,87.48574023273704
2024-03-07,72.72794475134502
2024-03-08,55.218675744458295
2024-03-09,63.481078416775524
2024-03-10,75.41703967606911
2024-03-11,65.27912976381373
2024-03-12,58.824238700262946
2024-03-13,64.31831675588208
2024-03-14,54.19371033668202
2024-03-15,60.60396079020268
2024-03-16,64.2562337882905
2024-03-17,54.141383263997696
2024-03-18,74.30574938002268
2024-03-19,66.94532871301462
2024-03-20,54.08905619131338
2024-03-21,65.98569823779899
2024-03-22,47.64096469087976
2024-03-23,47.62559176557138
2024-03-24,43.0323131825454
2024-03-25,57.662986396964236
2024-03-26,60.389331102243275
2024-03-27,63.11390200844827
2024-03-28,56.692713127304344
2024-03-29,52.10386904196347
2024-03-30,64.88032060533268
2024-03-31,45.675584964523345
2024-04-01,57.532612165021945
2024-04-02,85.81452069565051
2024-04-03,91.26247997534446
2024-04-04,72.98633332595497
2024-04-05,62.93031380428465
2024-04-06,58.35122561385102
2024-04-07,72.00393909595576
2024-04-08,63.780264370088524
2024-04-09,64.6704210482374
2024-04-10,55.543877417523944
2024-04-11,61.89766193385418
2024-04-12,74.61705629367496
2024-04-13,56.39944501372896
2024-04-14,68.2029626088272
2024-04-15,65.45355851558558
2024-04-16,56.34445724243356
2024-04-17,62.68552953206648
2024-04-18,47.225895707553306
2024-04-19,54.47368013335953
2024-04-20,67.16232864256354
2024-04-21,60.78932796959781
2024-04-22,80.72369147235497
2024-04-23,58.02957671509092
2024-04-24,59.823489197623026
2024-04-25,67.05294436633078
2024-04-26,62.50194132790286
2024-04-27,55.23730581089322
2024-04-28,57.934974097808535
2024-04-29,70.58519029374159
2024-04-30,65.13427468225754
2024-05-01,64.20864202262777
2024-05-02,67.80385781716716
2024-05-03,55.129104067376495
2024-05-04,60.53183147068233
2024-05-05,62.31835312373924
2024-05-06,76.74385691192691
2024-05-07,47.83638339836114
2024-05-08,62.257157055684694
2024-05-09,49.609010292004704
2024-05-10,65.82310516550234
2024-05-11,54.984835076020865
2024-05-12,65.77994272136725
2024-05-13,52.24636941040251
2024-05-14,46.82619964953523
2024-05-15,53.11228416787278
2024-05-16,64.79370526004095
2024-05-17,61.173951911643954
2024-05-18,61.153848855471445
2024-05-19,65.62887416689445
2024-05-20,77.29078346924813
2024-05-21,55.70293324398741
2024-05-22,48.49949379503231
2024-05-23,53.87058844818433
2024-05-24,46.67247039645137
2024-05-25,47.55434934558803
2024-05-26,38.56911837444015
2024-05-27,60.076260741831845
2024-05-28,48.403708645033895
2024-05-29,43.90739774472235
2024-05-30,56.433743638651265
2024-05-31,58.206074899115826
2024-06-01,52.81576408932831
2024-06-02,61.74718982189685
2024-06-03,56.35924407754139
2024-06-04,57.2349147299189
2024-06-05,51.85199474960658
2024-06-06,41.11039670966053
2024-06-07,50.030884014605796
2024-06-08,43.7625374870087
2024-06-09,75.88947702459538
2024-06-10,58.906435076341914
2024-06-11,49.96466218250813
2024-06-12,56.19162006504417
2024-06-13,50.8231861105032
2024-06-14,44.56696054324542
2024-06-15,48.116353195038656
2024-06-16,48.99113694787915
2024-06-17,61.44120948162414
2024-06-18,56.07987072337936
2024-06-19,52.501801653222394
2024-06-20,50.70522847207923
2024-06-21,58.691805388382505
2024-06-22,56.00537116226948
2024-06-23,63.984852882276584
2024-06-24,73.73577896321122
2024-06-25,63.05419445860368
2024-06-26,55.04307998844278
2024-06-27,50.58727083365527
2024-06-28,55.893621820604665
2024-06-29,49.666663938068616
2024-06-30,42.55723584003788
2024-07-01,52.29249336248512
2024-07-02,52.27505100492369
2024-07-03,48.71471992550718
2024-07-04,55.781872478939846
2024-07-05,43.37141479118185
2024-07-06,49.550775731897694
2024-07-07,39.80428414864817
2024-07-08,54.82312890326125
2024-07-09,53.036902883383334
2024-07-10,54.78647038906432
2024-07-11,53.001426901902434
2024-07-12,54.74981187486739
2024-07-13,53.84871676909525
2024-07-14,60.89044486913327
2024-07-15,41.46220536883685
2024-07-16,50.267100100790195
2024-07-17,53.776582273417425
2024-07-18,49.3521102356047
2024-07-19,41.40662633118345
2024-07-20,44.034820821032014
2024-07-21,36.096432112906946
2024-07-22,45.76546780325652
2024-07-23,45.75009487794813
2024-07-24,39.578124766707475
2024-07-25,40.44403952417774
2024-07-26,50.09858918875595
2024-07-27,55.35350000255806
2024-07-28,49.18655565536052
2024-07-29,45.65785732609781
2024-07-30,54.41988524709509
2024-07-31,51.769222635641945
2024-08-01,50.87463145980795
2024-08-02,39.45839332920945
2024-08-03,49.08722290721403
2024-08-04,31.54542907447903
2024-08-05,55.185875990060836
2024-08-06,48.16188588076326
2024-08-07,53.397876171108884
2024-08-08,56.005080705247934
2024-08-09,45.488755147705554
2024-08-10,54.218263419012004
2024-08-11,33.219314486334106
2024-08-12,55.055501758118545
2024-08-13,47.174465886720924
2024-08-14,52.39833521672725
2024-08-15,48.88855741092102
2024-08-16,50.61743059407148
2024-08-17,54.08995861932277
2024-08-18,37.49414278224042
2024-08-19,49.69416299987377
2024-08-20,57.67111576627778
2024-08-21,48.81778978260049
2024-08-22,55.5403053883132
2024-08-23,48.78465948076943
2024-08-24,55.067425414298164
2024-08-25,50.84108418909474
2024-08-26,49.576205361449794
2024-08-27,52.48844466499345
2024-08-28,52.90518099044764
2024-08-29,57.495051668842166
2024-08-30,53.27500112997238
2024-08-31,39.008538601046375
2024-09-01,29.76047430830039
2024-09-02,45.78295833243042
2024-09-03,60.98463988496804
2024-09-04,44.646456700431905
2024-09-05,56.95092338592014
2024-09-06,48.16982901385306
2024-09-07,41.903416999586256
2024-09-08,44.92447274896561
2024-09-09,64.95528153295389
2024-09-10,44.212137396472706
2024-09-11,45.132984785365885
2024-09-12,52.03424502946206
2024-09-13,52.52739863775352
2024-09-14,47.91128386545898
2024-09-15,56.12031947436296
