Time,kari_lake
2023-12-10,0.12121212121212122
2023-12-11,0.20202020202020204
2023-12-12,0.20202020202020204
2023-12-13,0.20202020202020204
2023-12-14,0.16161616161616163
2023-12-15,0.16161616161616163
2023-12-16,0.20202020202020204
2023-12-17,0.16161616161616163
2023-12-18,0.20202020202020204
2023-12-19,0.20202020202020204
2023-12-20,0.2828282828282829
2023-12-21,0.48484848484848486
2023-12-22,0.257964257964258
2023-12-23,0.23061383061383062
2023-12-24,0.23061383061383062
2023-12-25,0.32571872571872573
2023-12-26,0.2781662781662782
2023-12-27,0.32571872571872573
2023-12-28,0.21041181041181042
2023-12-29,0.21041181041181042
2023-12-30,0.16285936285936287
2023-12-31,0.11530691530691531
2024-01-01,0.21041181041181042
2024-01-02,0.21041181041181042
2024-01-03,0.1830613830613831
2024-01-04,0.16285936285936287
2024-01-05,0.1830613830613831
2024-01-06,0.21041181041181042
2024-01-07,0.32571872571872573
2024-01-08,0.23061383061383062
2024-01-09,0.16285936285936287
2024-01-10,0.1830613830613831
2024-01-11,0.441025641025641
2024-01-12,0.23061383061383062
2024-01-13,0.34592074592074595
2024-01-14,0.2781662781662782
2024-01-15,0.2781662781662782
2024-01-16,1.1126651126651128
2024-01-17,0.4885780885780886
2024-01-18,0.37327117327117326
2024-01-19,0.32571872571872573
2024-01-20,0.2781662781662782
2024-01-21,0.3829059829059829
2024-01-22,0.4376068376068376
2024-01-23,1.2034188034188034
2024-01-24,5.196581196581197
2024-01-25,5.47008547008547
2024-01-26,2.2427350427350428
2024-01-27,1.3128205128205128
2024-01-28,1.4222222222222223
2024-01-29,0.8752136752136752
2024-01-30,0.5470085470085471
2024-01-31,0.3282051282051282
2024-02-01,0.3829059829059829
2024-02-02,0.27350427350427353
2024-02-03,0.27350427350427353
2024-02-04,0.3282051282051282
2024-02-05,0.3282051282051282
2024-02-06,0.27350427350427353
2024-02-07,0.2188034188034188
2024-02-08,0.2188034188034188
2024-02-09,0.27350427350427353
2024-02-10,0.1641025641025641
2024-02-11,0.1641025641025641
2024-02-12,0.1641025641025641
2024-02-13,0.27350427350427353
2024-02-14,0.3829059829059829
2024-02-15,0.1641025641025641
2024-02-16,0.1641025641025641
2024-02-17,0.1094017094017094
2024-02-18,0.1641025641025641
2024-02-19,0.1641025641025641
2024-02-20,0.2188034188034188
2024-02-21,0.3282051282051282
2024-02-22,0.4376068376068376
2024-02-23,0.2188034188034188
2024-02-24,0.49230769230769234
2024-02-25,0.6564102564102564
2024-02-26,0.27350427350427353
2024-02-27,0.27350427350427353
2024-02-28,0.2188034188034188
2024-02-29,0.2188034188034188
2024-03-01,0.2188034188034188
2024-03-02,0.27350427350427353
2024-03-03,0.1641025641025641
2024-03-04,0.2188034188034188
2024-03-05,0.8752136752136752
2024-03-06,1.0393162393162394
2024-03-07,0.6017094017094017
2024-03-08,0.4376068376068376
2024-03-09,0.3282051282051282
2024-03-10,0.7111111111111111
2024-03-11,0.4376068376068376
2024-03-12,0.2188034188034188
2024-03-13,0.3829059829059829
2024-03-14,0.3282051282051282
2024-03-15,0.3282051282051282
2024-03-16,0.27350427350427353
2024-03-17,0.2188034188034188
2024-03-18,0.1641025641025641
2024-03-19,0.3282051282051282
2024-03-20,0.8205128205128205
2024-03-21,0.3829059829059829
2024-03-22,0.2188034188034188
2024-03-23,0.27350427350427353
2024-03-24,0.3829059829059829
2024-03-25,0.2188034188034188
2024-03-26,0.3282051282051282
2024-03-27,0.8752136752136752
2024-03-28,0.9846153846153847
2024-03-29,0.49230769230769234
2024-03-30,0.4376068376068376
2024-03-31,0.3829059829059829
2024-04-01,0.3829059829059829
2024-04-02,0.27350427350427353
2024-04-03,0.27350427350427353
2024-04-04,0.2188034188034188
2024-04-05,0.27350427350427353
2024-04-06,0.27350427350427353
2024-04-07,0.1641025641025641
2024-04-08,0.2188034188034188
2024-04-09,0.5470085470085471
2024-04-10,1.258119658119658
2024-04-11,0.7111111111111111
2024-04-12,0.6564102564102564
2024-04-13,0.5470085470085471
2024-04-14,0.3282051282051282
2024-04-15,0.3282051282051282
2024-04-16,0.3282051282051282
2024-04-17,0.7111111111111111
2024-04-18,0.6017094017094017
2024-04-19,0.3282051282051282
2024-04-20,0.27350427350427353
2024-04-21,0.27350427350427353
2024-04-22,0.6017094017094017
2024-04-23,0.6017094017094017
2024-04-24,0.49230769230769234
2024-04-25,0.3829059829059829
2024-04-26,0.2188034188034188
2024-04-27,0.1641025641025641
2024-04-28,0.2188034188034188
2024-04-29,0.49230769230769234
2024-04-30,0.3282051282051282
2024-05-01,0.27350427350427353
2024-05-02,0.2188034188034188
2024-05-03,0.27350427350427353
2024-05-04,0.1641025641025641
2024-05-05,0.3829059829059829
2024-05-06,0.2188034188034188
2024-05-07,0.2188034188034188
2024-05-08,0.1641025641025641
2024-05-09,0.1641025641025641
2024-05-10,0.1641025641025641
2024-05-11,0.2188034188034188
2024-05-12,0.3282051282051282
2024-05-13,0.2188034188034188
2024-05-14,0.2188034188034188
2024-05-15,0.1641025641025641
2024-05-16,0.2188034188034188
2024-05-17,0.2188034188034188
2024-05-18,0.1641025641025641
2024-05-19,0.2188034188034188
2024-05-20,0.2188034188034188
2024-05-21,0.2188034188034188
2024-05-22,0.27350427350427353
2024-05-23,0.1641025641025641
2024-05-24,0.2188034188034188
2024-05-25,0.1641025641025641
2024-05-26,0.1641025641025641
2024-05-27,0.1641025641025641
2024-05-28,0.1641025641025641
2024-05-29,0.2188034188034188
2024-05-30,0.1641025641025641
2024-05-31,0.27350427350427353
2024-06-01,0.1641025641025641
2024-06-02,0.3829059829059829
2024-06-03,0.2188034188034188
2024-06-04,0.1641025641025641
2024-06-05,0.2188034188034188
2024-06-06,0.2188034188034188
2024-06-07,0.2188034188034188
2024-06-08,0.4376068376068376
2024-06-09,0.3282051282051282
2024-06-10,0.27350427350427353
2024-06-11,0.2188034188034188
2024-06-12,0.2188034188034188
2024-06-13,0.3282051282051282
2024-06-14,0.27350427350427353
2024-06-15,0.1641025641025641
2024-06-16,0.1641025641025641
2024-06-17,0.2188034188034188
2024-06-18,0.2188034188034188
2024-06-19,0.2188034188034188
2024-06-20,0.2188034188034188
2024-06-21,0.1641025641025641
2024-06-22,0.1641025641025641
2024-06-23,0.1641025641025641
2024-06-24,0.2188034188034188
2024-06-25,0.2188034188034188
2024-06-26,0.2188034188034188
2024-06-27,0.27350427350427353
2024-06-28,0.4376068376068376
2024-06-29,0.27350427350427353
2024-06-30,0.2188034188034188
2024-07-01,0.1094017094017094
2024-07-02,0.1641025641025641
2024-07-03,0.1641025641025641
2024-07-04,0.2188034188034188
2024-07-05,0.1094017094017094
2024-07-06,0.3282051282051282
2024-07-07,0.27350427350427353
2024-07-08,0.3282051282051282
2024-07-09,0.27350427350427353
2024-07-10,0.2188034188034188
2024-07-11,0.27350427350427353
2024-07-12,0.27350427350427353
2024-07-13,0.3282051282051282
2024-07-14,0.4376068376068376
2024-07-15,0.49230769230769234
2024-07-16,1.2034188034188034
2024-07-17,1.3128205128205128
2024-07-18,0.7658119658119658
2024-07-19,0.49230769230769234
2024-07-20,0.3829059829059829
2024-07-21,0.4376068376068376
2024-07-22,0.49230769230769234
2024-07-23,0.4376068376068376
2024-07-24,0.3282051282051282
2024-07-25,0.3829059829059829
2024-07-26,0.3282051282051282
2024-07-27,0.3829059829059829
2024-07-28,0.3282051282051282
2024-07-29,0.4376068376068376
2024-07-30,1.0940170940170941
2024-07-31,4.047863247863248
2024-08-01,1.2034188034188034
2024-08-02,0.5470085470085471
2024-08-03,0.4376068376068376
2024-08-04,0.3829059829059829
2024-08-05,0.4376068376068376
2024-08-06,0.3829059829059829
2024-08-07,0.3829059829059829
2024-08-08,0.3282051282051282
2024-08-09,0.8205128205128205
2024-08-10,0.6017094017094017
2024-08-11,0.49230769230769234
2024-08-12,0.4376068376068376
2024-08-13,0.3829059829059829
2024-08-14,0.5470085470085471
2024-08-15,0.3282051282051282
2024-08-16,0.3829059829059829
2024-08-17,0.3282051282051282
2024-08-18,0.3282051282051282
2024-08-19,0.3282051282051282
2024-08-20,0.3555555555555555
2024-08-21,0.3829059829059829
2024-08-22,0.3555555555555555
2024-08-23,1.34017094017094
2024-08-24,2.516239316239316
2024-08-25,1.3128205128205128
2024-08-26,0.7658119658119658
2024-08-27,0.7658119658119658
2024-08-28,0.6564102564102564
2024-08-29,0.7384615384615385
2024-08-30,0.629059829059829
2024-08-31,0.629059829059829
2024-09-01,0.6564102564102564
2024-09-02,0.3829059829059829
2024-09-03,0.3829059829059829
2024-09-04,0.3829059829059829
2024-09-05,0.41025641025641024
2024-09-06,0.3555555555555555
2024-09-07,0.41025641025641024
2024-09-08,0.3829059829059829
2024-09-09,0.41025641025641024
2024-09-10,0.3829059829059829
2024-09-11,0.3829059829059829
2024-09-12,0.3829059829059829
2024-09-13,0.41025641025641024
2024-09-14,0.629059829059829
2024-09-15,0.3829059829059829
2024-09-16,0.30085470085470084
2024-09-17,0.3829059829059829
2024-09-18,0.3829059829059829
2024-09-19,0.3829059829059829
2024-09-20,0.3829059829059829
2024-09-21,0.3829059829059829
2024-09-22,0.3829059829059829
2024-09-23,0.3829059829059829
2024-09-24,0.3829059829059829
2024-09-25,0.3829059829059829
2024-09-26,0.3829059829059829
2024-09-27,0.7658119658119658
2024-09-28,0.7658119658119658
2024-09-29,0.7658119658119658
2024-09-30,0.3829059829059829
2024-10-01,0.3829059829059829
2024-10-02,0.3829059829059829
2024-10-03,0.3829059829059829
2024-10-04,0.3829059829059829
2024-10-05,0.3829059829059829
2024-10-06,0.3829059829059829
2024-10-07,0.3829059829059829
2024-10-08,0.3829059829059829
2024-10-09,0.7658119658119658
2024-10-10,3.063247863247863
2024-10-11,1.1487179487179486
2024-10-12,0.7658119658119658
2024-10-13,0.7658119658119658
2024-10-14,0.7658119658119658
2024-10-15,0.7658119658119658
2024-10-16,0.7658119658119658
2024-10-17,0.7658119658119658
2024-10-18,1.1487179487179486
2024-10-19,0.7658119658119658
2024-10-20,0.7658119658119658
2024-10-21,0.7658119658119658
