Time,monthly_gt
2021-12-26,61
2022-01-02,70
2022-01-09,67
2022-01-16,62
2022-01-23,61
2022-01-30,66
2022-02-06,67
2022-02-13,61
2022-02-20,67
2022-02-27,63
2022-03-06,61
2022-03-13,62
2022-03-20,64
2022-03-27,63
2022-04-03,70
2022-04-10,64
2022-04-17,63
2022-04-24,67
2022-05-01,71
2022-05-08,65
2022-05-15,67
2022-05-22,59
2022-05-29,57
2022-06-05,64
2022-06-12,60
2022-06-19,66
2022-06-26,63
2022-07-03,66
2022-07-10,66
2022-07-17,69
2022-07-24,66
2022-07-31,71
2022-08-07,82
2022-08-14,73
2022-08-21,81
2022-08-28,79
2022-09-04,72
2022-09-11,71
2022-09-18,69
2022-09-25,67
2022-10-02,77
2022-10-09,69
2022-10-16,63
2022-10-23,66
2022-10-30,70
2022-11-06,65
2022-11-13,63
2022-11-20,55
2022-11-27,65
2022-12-04,67
2022-12-11,68
2022-12-18,55
2022-12-25,55
2023-01-01,66
2023-01-08,68
2023-01-15,66
2023-01-22,80
2023-01-29,73
2023-02-05,82
2023-02-12,68
2023-02-19,65
2023-02-26,77
2023-03-05,67
2023-03-12,64
2023-03-19,70
2023-03-26,66
2023-04-02,67
2023-04-09,65
2023-04-16,70
2023-04-23,66
2023-04-30,63
2023-05-07,71
2023-05-14,69
2023-05-21,64
2023-05-28,58
2023-06-04,64
2023-06-11,65
2023-06-18,77
2023-06-25,74
2023-07-02,63
2023-07-09,64
2023-07-16,66
2023-07-23,68
2023-07-30,75
2023-08-06,89
2023-08-13,100
2023-08-20,81
2023-08-27,79
2023-09-03,73
2023-09-10,74
2023-09-17,71
2023-09-24,76
2023-10-01,75
2023-10-08,67
2023-10-15,69
2023-10-22,71
2023-10-29,69
2023-11-05,72
2023-11-12,73
2023-11-19,56
2023-11-26,71
2023-12-03,76
2023-12-10,68
2023-12-17,67
2023-12-24,67
2023-12-31,80
2024-01-07,69
2024-01-14,74
2024-01-21,71
2024-01-28,74
2024-02-04,67
2024-02-11,66
2024-02-18,70
2024-02-25,70
2024-03-03,68
2024-03-10,65
2024-03-17,71
2024-03-24,73
2024-03-31,69
2024-04-07,71
2024-04-14,77
2024-04-21,71
2024-04-28,75
2024-05-05,69
2024-05-12,69
2024-05-19,73
2024-05-26,69
2024-06-02,70
2024-06-09,66
2024-06-16,64
2024-06-23,68
2024-06-30,67
2024-07-07,67
2024-07-14,64
2024-07-21,69
2024-07-28,69
2024-08-04,82
2024-08-11,76
2024-08-18,68
2024-08-25,73
2024-09-01,68
2024-09-08,69
2024-09-15,70
2024-09-22,69
2024-09-29,68
2024-10-06,73
2024-10-13,68
2024-10-20,70
2024-10-27,67
2024-11-03,62
2024-11-10,70
2024-11-17,66
2024-11-24,57
2024-12-01,66
2024-12-08,60
2024-12-15,67
2024-12-22,63
2024-12-29,68
2025-01-05,69
2025-01-12,74
2025-01-19,68
2025-01-26,72
2025-02-02,76
2025-02-09,73
2025-02-16,75
2025-02-23,76
2025-03-02,73
2025-03-09,70
2025-03-16,71
2025-03-23,74
2025-03-30,77
2025-04-06,65
2025-04-13,68
2025-04-20,68
2025-04-27,74
2025-05-04,81
2025-05-11,71
2025-05-18,83
2025-05-25,67
2025-06-01,65
2025-06-08,67
2025-06-15,74
2025-06-22,63
2025-06-29,68
2025-07-06,77
2025-07-13,76
2025-07-20,74
2025-07-27,74
2025-08-03,91
2025-08-10,84
2025-08-17,78
2025-08-24,82
2025-08-31,78
2025-09-07,79
2025-09-14,77
2025-09-21,77
2025-09-28,71
2025-10-05,78
2025-10-12,77
2025-10-19,88
2025-10-26,70
2025-11-02,78
2025-11-09,77
2025-11-16,80
2025-11-23,75
2025-11-30,76
2025-12-07,82
2025-12-14,84
2025-12-21,76
2025-12-28,78
2026-01-04,83
2026-01-11,76
2026-01-18,76
2026-01-25,83
2026-02-01,80
2026-02-08,85
2026-02-15,71
2026-02-22,79
2026-03-01,83
2026-03-08,83
2026-03-15,74
2026-03-22,81
2026-03-29,81
2026-04-05,85
2026-04-12,80
2026-04-19,78
2026-04-26,82
2026-05-03,79
2026-05-10,82
2026-05-17,81
2026-05-24,81
2026-05-31,81
