Time,geico
2022-04-23,48.0
2022-04-24,45.0
2022-04-25,64.0
2022-04-26,56.0
2022-04-27,57.0
2022-04-28,56.0
2022-04-29,60.0
2022-04-30,46.0
2022-05-01,38.0
2022-05-02,61.0
2022-05-03,60.0
2022-05-04,59.0
2022-05-05,57.0
2022-05-06,57.0
2022-05-07,43.0
2022-05-08,33.0
2022-05-09,57.0
2022-05-10,64.0
2022-05-11,57.0
2022-05-12,60.0
2022-05-13,60.0
2022-05-14,50.0
2022-05-15,38.0
2022-05-16,66.0
2022-05-17,60.0
2022-05-18,60.0
2022-05-19,59.0
2022-05-20,58.0
2022-05-21,48.0
2022-05-22,35.0
2022-05-23,62.0
2022-05-24,62.0
2022-05-25,58.0
2022-05-26,63.0
2022-05-27,59.0
2022-05-28,48.0
2022-05-29,33.0
2022-05-30,41.0
2022-05-31,66.0
2022-06-01,68.0
2022-06-02,63.0
2022-06-03,66.0
2022-06-04,49.0
2022-06-05,37.0
2022-06-06,63.0
2022-06-07,62.0
2022-06-08,60.0
2022-06-09,76.0
2022-06-10,100.0
2022-06-11,67.0
2022-06-12,48.0
2022-06-13,74.0
2022-06-14,76.0
2022-06-15,63.0
2022-06-16,65.0
2022-06-17,65.0
2022-06-18,52.0
2022-06-19,36.0
2022-06-20,62.0
2022-06-21,66.0
2022-06-22,64.0
2022-06-23,65.0
2022-06-24,67.0
2022-06-25,50.0
2022-06-26,37.0
2022-06-27,69.0
2022-06-28,67.0
2022-06-29,67.0
2022-06-30,66.0
2022-07-01,68.0
2022-07-02,51.0
2022-07-03,36.0
2022-07-04,34.0
2022-07-05,70.0
2022-07-06,69.0
2022-07-07,68.0
2022-07-08,72.0
2022-07-09,51.0
2022-07-10,38.0
2022-07-11,70.0
2022-07-12,65.0
2022-07-13,64.0
2022-07-14,64.0
2022-07-15,69.0
2022-07-16,52.0
2022-07-17,40.0
2022-07-18,68.0
2022-07-19,67.0
2022-07-20,66.0
2022-07-21,64.0
2022-07-22,67.0
2022-07-23,48.0
2022-07-24,37.0
2022-07-25,67.0
2022-07-26,66.0
2022-07-27,66.0
2022-07-28,64.0
2022-07-29,68.0
2022-07-30,49.0
2022-07-31,40.0
2022-08-01,76.0
2022-08-02,81.0
2022-08-03,79.0
2022-08-04,70.0
2022-08-05,72.0
2022-08-06,52.0
2022-08-07,39.0
2022-08-08,67.0
2022-08-09,60.0
2022-08-10,62.0
2022-08-11,64.0
2022-08-12,62.0
2022-08-13,49.0
2022-08-14,39.0
2022-08-15,69.0
2022-08-16,66.0
2022-08-17,62.0
2022-08-18,58.0
2022-08-19,66.0
2022-08-20,50.0
2022-08-21,38.0
2022-08-22,62.0
2022-08-23,67.0
2022-08-24,59.0
2022-08-25,64.0
2022-08-26,60.0
2022-08-27,48.0
2022-08-28,37.0
2022-08-29,66.05494505494505
2022-08-30,63.14835164835165
2022-08-31,64.0
2022-09-01,63.14835164835165
2022-09-02,66.9065934065934
2022-09-03,46.70879120879121
2022-09-04,35.934065934065934
2022-09-05,40.895604395604394
2022-09-06,64.0
2022-09-07,61.0934065934066
2022-09-08,53.22527472527473
2022-09-09,61.0934065934066
2022-09-10,47.06043956043956
2022-09-11,35.082417582417584
2022-09-12,64.0
2022-09-13,57.83516483516483
2022-09-14,60.24175824175825
2022-09-15,64.85164835164835
2022-09-16,62.7967032967033
2022-09-17,48.26373626373626
2022-09-18,35.934065934065934
2022-09-19,66.4065934065934
2022-09-20,62.7967032967033
2022-09-21,62.7967032967033
2022-09-22,56.13186813186813
2022-09-23,57.83516483516483
2022-09-24,45.85714285714286
2022-09-25,33.879120879120876
2022-09-26,55.78021978021978
2022-09-27,59.03846153846154
2022-09-28,54.15384615384616
2022-09-29,57.67032967032967
2022-09-30,65.40659340659342
2022-10-01,51.34065934065934
2022-10-02,38.681318681318686
2022-10-03,67.51648351648352
2022-10-04,64.0
2022-10-05,61.18681318681319
2022-10-06,59.07692307692308
2022-10-07,60.48351648351649
2022-10-08,49.23076923076923
2022-10-09,40.08791208791209
2022-10-10,62.5934065934066
2022-10-11,58.37362637362638
2022-10-12,59.78021978021979
2022-10-13,59.78021978021979
2022-10-14,64.70329670329672
2022-10-15,47.824175824175825
2022-10-16,38.681318681318686
2022-10-17,70.32967032967034
2022-10-18,56.96703296703297
2022-10-19,64.0
2022-10-20,64.0
2022-10-21,60.48351648351649
2022-10-22,45.714285714285715
2022-10-23,35.86813186813187
2022-10-24,64.0
2022-10-25,58.37362637362638
2022-10-26,55.56043956043956
2022-10-27,56.26373626373627
2022-10-28,62.5934065934066
2022-10-29,47.824175824175825
2022-10-30,35.16483516483517
2022-10-31,64.0
2022-11-01,62.5934065934066
2022-11-02,55.56043956043956
2022-11-03,59.07692307692308
2022-11-04,61.8901098901099
2022-11-05,43.604395604395606
2022-11-06,32.35164835164836
2022-11-07,57.67032967032967
2022-11-08,53.45054945054945
2022-11-09,49.93406593406594
2022-11-10,51.34065934065934
2022-11-11,54.15384615384616
2022-11-12,40.791208791208796
2022-11-13,30.94505494505495
2022-11-14,56.96703296703297
2022-11-15,53.45054945054945
2022-11-16,53.45054945054945
2022-11-17,54.85714285714286
2022-11-18,55.56043956043956
2022-11-19,46.41758241758242
2022-11-20,32.35164835164836
2022-11-21,52.04395604395605
2022-11-22,54.85714285714286
2022-11-23,51.34065934065934
2022-11-24,26.021978021978025
2022-11-25,44.307692307692314
2022-11-26,36.57142857142858
2022-11-27,29.53846153846154
2022-11-28,56.26373626373627
2022-11-29,55.56043956043956
2022-11-30,52.04395604395605
2022-12-01,59.07692307692308
2022-12-02,56.96703296703297
2022-12-03,42.197802197802204
2022-12-04,31.64835164835165
2022-12-05,57.67032967032967
2022-12-06,57.67032967032967
2022-12-07,53.45054945054945
2022-12-08,57.67032967032967
2022-12-09,51.34065934065934
2022-12-10,41.494505494505496
2022-12-11,33.05494505494506
2022-12-12,56.26373626373627
2022-12-13,56.96703296703297
2022-12-14,54.85714285714286
2022-12-15,51.34065934065934
2022-12-16,54.85714285714286
2022-12-17,45.010989010989015
2022-12-18,31.64835164835165
2022-12-19,56.26373626373627
2022-12-20,55.56043956043956
2022-12-21,55.56043956043956
2022-12-22,63.2967032967033
2022-12-23,51.34065934065934
2022-12-24,32.35164835164836
2022-12-25,21.802197802197803
2022-12-26,47.120879120879124
2022-12-27,60.48351648351649
2022-12-28,59.78021978021979
2022-12-29,61.18681318681319
2022-12-30,64.70329670329672
2022-12-31,37.97802197802198
2023-01-01,30.94505494505495
2023-01-02,54.85714285714286
2023-01-03,61.8901098901099
2023-01-04,61.8901098901099
2023-01-05,64.0
2023-01-06,65.40659340659342
2023-01-07,47.120879120879124
2023-01-08,35.16483516483517
2023-01-09,59.78021978021979
2023-01-10,56.26373626373627
2023-01-11,59.07692307692308
2023-01-12,58.37362637362638
2023-01-13,55.56043956043956
2023-01-14,45.714285714285715
2023-01-15,35.16483516483517
2023-01-16,55.56043956043956
2023-01-17,59.07692307692308
2023-01-18,58.37362637362638
2023-01-19,57.67032967032967
2023-01-20,68.21978021978022
2023-01-21,51.34065934065934
2023-01-22,33.05494505494506
2023-01-23,57.67032967032967
2023-01-24,63.2967032967033
2023-01-25,54.85714285714286
2023-01-26,52.74725274725275
2023-01-27,60.48351648351649
2023-01-28,45.714285714285715
2023-01-29,34.46153846153847
2023-01-30,53.45054945054945
2023-01-31,62.5934065934066
2023-02-01,57.67032967032967
2023-02-02,54.15384615384616
2023-02-03,59.78021978021979
2023-02-04,45.714285714285715
2023-02-05,33.75824175824176
2023-02-06,54.15384615384616
2023-02-07,56.96703296703297
2023-02-08,59.07692307692308
2023-02-09,50.63736263736264
2023-02-10,56.96703296703297
2023-02-11,45.010989010989015
2023-02-12,30.241758241758244
2023-02-13,52.04395604395605
2023-02-14,52.74725274725275
2023-02-15,56.26373626373627
2023-02-16,54.85714285714286
2023-02-17,61.18681318681319
2023-02-18,45.010989010989015
2023-02-19,33.05494505494506
2023-02-20,54.85714285714286
2023-02-21,57.67032967032967
2023-02-22,57.67032967032967
2023-02-23,59.07692307692308
2023-02-24,57.67032967032967
2023-02-25,49.23076923076923
2023-02-26,37.27472527472528
2023-02-27,64.70329670329672
2023-02-28,61.18681318681319
2023-03-01,68.92307692307693
2023-03-02,56.96703296703297
2023-03-03,53.45054945054945
2023-03-04,45.010989010989015
2023-03-05,34.46153846153847
2023-03-06,59.07692307692308
2023-03-07,56.96703296703297
2023-03-08,52.74725274725275
2023-03-09,54.15384615384616
2023-03-10,54.85714285714286
2023-03-11,45.714285714285715
2023-03-12,30.94505494505495
2023-03-13,56.26373626373627
2023-03-14,55.56043956043956
2023-03-15,56.26373626373627
2023-03-16,54.15384615384616
2023-03-17,54.15384615384616
2023-03-18,43.604395604395606
2023-03-19,35.86813186813187
2023-03-20,59.07692307692308
2023-03-21,56.96703296703297
2023-03-22,50.63736263736264
2023-03-23,53.45054945054945
2023-03-24,54.15384615384616
2023-03-25,40.791208791208796
2023-03-26,34.46153846153847
2023-03-27,55.56043956043956
2023-03-28,54.15384615384616
2023-03-29,53.45054945054945
2023-03-30,56.96703296703297
2023-03-31,58.37362637362638
2023-04-01,47.120879120879124
2023-04-02,34.46153846153847
2023-04-03,58.37362637362638
2023-04-04,57.67032967032967
2023-04-05,51.34065934065934
2023-04-06,56.26373626373627
2023-04-07,59.07692307692308
2023-04-08,39.38461538461539
2023-04-09,26.021978021978025
2023-04-10,58.37362637362638
2023-04-11,52.04395604395605
2023-04-12,54.15384615384616
2023-04-13,54.15384615384616
2023-04-14,53.45054945054945
2023-04-15,45.010989010989015
2023-04-16,32.35164835164836
2023-04-17,54.85714285714286
2023-04-18,62.5934065934066
2023-04-19,55.56043956043956
2023-04-20,55.56043956043956
2023-04-21,56.26373626373627
2023-04-22,42.901098901098905
2023-04-23,40.08791208791209
2023-04-24,58.37362637362638
2023-04-25,53.45054945054945
2023-04-26,55.34848755212137
2023-04-27,52.77703776079973
2023-04-28,54.99683920047302
2023-04-29,44.28611746368264
2023-04-30,35.055263353341125
2023-05-01,57.21664064014631
2023-05-02,59.4364420798196
2023-05-03,57.21664064014631
2023-05-04,52.0371039475753
2023-05-05,53.516971574024154
2023-05-06,42.06631602400935
2023-05-07,31.00394593557062
2023-05-08,56.088421365345795
2023-05-09,57.956574453370735
2023-05-10,55.34848755212137
2023-05-11,54.99683920047302
2023-05-12,54.25690538724859
2023-05-13,39.846514584336056
2023-05-14,28.78414449589733
2023-05-15,56.828355178570234
2023-05-16,55.34848755212137
2023-05-17,57.56828899179466
2023-05-18,54.99683920047302
2023-05-19,59.048156618243524
2023-05-20,41.326382210784914
2023-05-21,32.835461913667835
2023-05-22,56.476706826921884
2023-05-23,59.78809043146795
2023-05-24,55.736773013697444
2023-05-25,55.736773013697444
2023-05-26,55.91310646695533
2023-05-27,41.15825892706434
2023-05-28,30.286266002934138
2023-05-29,38.05197523445571
2023-05-30,66.78509939108554
2023-05-31,60.572532005868275
2023-06-01,61.34910292902043
2023-06-02,59.01939015956396
2023-06-03,45.04111354282513
2023-06-04,34.94569154184708
2023-06-05,59.79596108271612
2023-06-06,59.01939015956396
2023-06-07,53.583393697498856
2023-06-08,55.13653554380317
2023-06-09,61.34910292902043
2023-06-10,44.26454261967297
2023-06-11,34.94569154184708
2023-06-12,62.902244775324746
2023-06-13,55.91310646695533
2023-06-14,62.12567385217259
2023-06-15,61.34910292902043
2023-06-16,62.902244775324746
2023-06-17,43.487971696520816
2023-06-18,31.062836926086295
2023-06-19,53.583393697498856
2023-06-20,59.79596108271612
2023-06-21,59.79596108271612
2023-06-22,59.79596108271612
2023-06-23,63.6788156984769
2023-06-24,44.26454261967297
2023-06-25,32.61597877239061
2023-06-26,62.902244775324746
2023-06-27,58.242819236411805
2023-06-28,60.572532005868275
2023-06-29,59.01939015956396
2023-06-30,61.34910292902043
2023-07-01,48.14739723543376
2023-07-02,35.72226246499924
2023-07-03,57.46624831325965
2023-07-04,35.72226246499924
2023-07-05,62.12567385217259
2023-07-06,62.12567385217259
2023-07-07,61.34910292902043
2023-07-08,45.81768446597729
2023-07-09,31.83940784923845
2023-07-10,62.12567385217259
2023-07-11,61.34910292902043
2023-07-12,60.572532005868275
2023-07-13,66.78509939108554
2023-07-14,67.56167031423769
2023-07-15,44.26454261967297
2023-07-16,34.169120618694926
2023-07-17,63.6788156984769
2023-07-18,59.79596108271612
2023-07-19,59.79596108271612
2023-07-20,59.79596108271612
2023-07-21,60.572532005868275
2023-07-22,45.04111354282513
2023-07-23,34.169120618694926
2023-07-24,66.00852846793337
2023-07-25,61.34910292902043
2023-07-26,58.242819236411805
2023-07-27,61.34910292902043
2023-07-28,61.34910292902043
2023-07-29,46.594255389129444
2023-07-30,34.169120618694926
2023-07-31,64.45538662162906
2023-08-01,63.6788156984769
2023-08-02,61.34910292902043
2023-08-03,62.902244775324746
2023-08-04,59.79596108271612
2023-08-05,45.04111354282513
2023-08-06,34.169120618694926
2023-08-07,77.65709231521573
2023-08-08,59.01939015956396
2023-08-09,57.46624831325965
2023-08-10,59.79596108271612
2023-08-11,59.79596108271612
2023-08-12,45.04111354282513
2023-08-13,34.169120618694926
2023-08-14,61.34910292902043
2023-08-15,62.12567385217259
2023-08-16,63.6788156984769
2023-08-17,66.00852846793337
2023-08-18,69.89138308369417
2023-08-19,45.81768446597729
2023-08-20,37.275404311303554
2023-08-21,75.32737954575927
2023-08-22,62.12567385217259
2023-08-23,64.45538662162906
2023-08-24,60.572532005868275
2023-08-25,55.91310646695533
2023-08-26,42.71140077336865
2023-08-27,32.61597877239061
2023-08-28,58.242819236411805
2023-08-29,59.01939015956396
2023-08-30,58.242819236411805
2023-08-31,59.01939015956396
2023-09-01,62.902244775324746
2023-09-02,42.71140077336865
2023-09-03,31.83940784923845
2023-09-04,37.275404311303554
2023-09-05,64.45538662162906
2023-09-06,61.34910292902043
2023-09-07,57.46624831325965
2023-09-08,55.13653554380317
2023-09-09,43.487971696520816
2023-09-10,32.61597877239061
2023-09-11,55.13653554380317
2023-09-12,55.91310646695533
2023-09-13,55.91310646695533
2023-09-14,55.13653554380317
2023-09-15,55.13653554380317
2023-09-16,43.487971696520816
2023-09-17,31.062836926086295
2023-09-18,59.79596108271612
2023-09-19,55.13653554380317
2023-09-20,55.13653554380317
2023-09-21,55.13653554380317
2023-09-22,52.03025185119454
2023-09-23,41.15825892706434
2023-09-24,31.83940784923845
2023-09-25,62.902244775324746
2023-09-26,55.13653554380317
2023-09-27,56.68967739010749
2023-09-28,56.68967739010749
2023-09-29,59.79596108271612
2023-09-30,47.3708263122816
2023-10-01,34.94569154184708
2023-10-02,61.34910292902043
2023-10-03,55.91310646695533
2023-10-04,53.583393697498856
2023-10-05,55.91310646695533
2023-10-06,56.68967739010749
2023-10-07,40.38168800391218
2023-10-08,29.50969507978198
2023-10-09,53.583393697498856
2023-10-10,56.68967739010749
2023-10-11,52.8068227743467
2023-10-12,57.46624831325965
2023-10-13,55.13653554380317
2023-10-14,41.15825892706434
2023-10-15,32.61597877239061
2023-10-16,61.34910292902043
2023-10-17,56.68967739010749
2023-10-18,55.13653554380317
2023-10-19,67.56167031423769
2023-10-20,68.33824123738985
2023-10-21,47.3708263122816
2023-10-22,34.94569154184708
2023-10-23,55.91310646695533
2023-10-24,57.46624831325965
2023-10-25,52.8068227743467
2023-10-26,52.8068227743467
2023-10-27,55.13653554380317
2023-10-28,41.15825892706434
2023-10-29,31.83940784923845
2023-10-30,58.242819236411805
2023-10-31,55.91310646695533
2023-11-01,56.68967739010749
2023-11-02,53.583393697498856
2023-11-03,53.583393697498856
2023-11-04,42.71140077336865
2023-11-05,31.83940784923845
2023-11-06,55.13653554380317
2023-11-07,55.91310646695533
2023-11-08,50.47711000489023
2023-11-09,49.70053908173807
2023-11-10,53.583393697498856
2023-11-11,39.605117080760024
2023-11-12,29.50969507978198
2023-11-13,52.03025185119454
2023-11-14,51.253680928042385
2023-11-15,55.13653554380317
2023-11-16,50.47711000489023
2023-11-17,54.35996462065101
2023-11-18,41.15825892706434
2023-11-19,31.062836926086295
2023-11-20,54.35996462065101
2023-11-21,53.583393697498856
2023-11-22,49.70053908173807
2023-11-23,25.626840464021193
2023-11-24,42.71140077336865
2023-11-25,36.4988333881514
2023-11-26,28.733124156629824
2023-11-27,52.03025185119454
2023-11-28,56.68967739010749
2023-11-29,55.91310646695533
2023-11-30,53.583393697498856
2023-12-01,61.34910292902043
2023-12-02,41.934829850216495
2023-12-03,30.286266002934138
2023-12-04,52.8068227743467
2023-12-05,55.13653554380317
2023-12-06,52.8068227743467
2023-12-07,49.70053908173807
2023-12-08,52.8068227743467
2023-12-09,41.15825892706434
2023-12-10,30.286266002934138
2023-12-11,51.253680928042385
2023-12-12,50.47711000489023
2023-12-13,48.923968158585915
2023-12-14,59.01939015956396
2023-12-15,58.242819236411805
2023-12-16,41.15825892706434
2023-12-17,27.956553233477663
2023-12-18,52.03025185119454
2023-12-19,53.583393697498856
2023-12-20,54.35996462065101
2023-12-21,54.35996462065101
2023-12-22,59.77654680963732
2023-12-23,39.352731530735575
2023-12-24,24.96675517934186
2023-12-25,18.540630790257758
2023-12-26,55.99076355927055
2023-12-27,57.89336232099333
2023-12-28,61.29086010978402
2023-12-29,65.0766433601508
2023-12-30,43.507385969599625
2023-12-31,29.509695079781984
2024-01-01,31.024008379928688
2024-01-02,63.562330060004086
2024-01-03,63.174044598428004
2024-01-04,62.80517340993073
2024-01-05,59.01939015956397
2024-01-06,43.507385969599625
2024-01-07,31.781165030002043
2024-01-08,58.26223350949061
2024-01-09,55.23360690919719
2024-01-10,54.47645025912384
2024-01-11,56.7479202093439
2024-01-12,57.50507685941726
2024-01-13,44.26454261967297
2024-01-14,40.10988818080893
2024-01-15,55.23360690919719
2024-01-16,58.26223350949061
2024-01-17,59.01939015956397
2024-01-18,55.621892370773274
2024-01-19,54.86473572069992
2024-01-20,45.02169926974633
2024-01-21,36.14937647273293
2024-01-22,56.806163028580315
2024-01-23,55.33067827459122
2024-01-24,53.85519352060212
2024-01-25,52.37970876661302
2024-01-26,56.806163028580315
2024-01-27,43.526800242678426
2024-01-28,33.93614934174928
2024-01-29,55.33067827459122
2024-01-30,63.44584442153126
2024-01-31,59.757132536558515
2024-02-01,57.54390540557487
2024-02-02,54.59293589759667
2024-02-03,44.26454261967297
2024-02-04,33.19840696475473
2024-02-05,53.85519352060212
2024-02-06,57.54390540557487
2024-02-07,59.757132536558515
2024-02-08,54.59293589759667
2024-02-09,54.59293589759667
2024-02-10,42.051315488689326
2024-02-11,34.67389171874383
2024-02-12,48.690996881640274
2024-02-13,56.06842065158577
2024-02-14,50.90422401262392
2024-02-15,52.37970876661302
2024-02-16,66.39681392950946
2024-02-17,45.00228499666753
2024-02-18,34.67389171874383
2024-02-19,57.54390540557487
2024-02-20,55.33067827459122
2024-02-21,58.281647782569415
2024-02-22,62.708102044536716
2024-02-23,56.806163028580315
2024-02-24,47.215512127651174
2024-02-25,35.41163409573838
2024-02-26,56.806163028580315
2024-02-27,58.281647782569415
2024-02-28,57.54390540557487
2024-02-29,59.01939015956397
2024-03-01,63.44584442153126
2024-03-02,47.215512127651174
2024-03-03,37.62486122672203
2024-03-04,58.281647782569415
2024-03-05,57.54390540557487
2024-03-06,53.85519352060212
2024-03-07,53.11745114360757
2024-03-08,58.281647782569415
2024-03-09,42.78905786568387
2024-03-10,33.19840696475473
2024-03-11,64.92132917552037
2024-03-12,56.06842065158577
2024-03-13,57.54390540557487
2024-03-14,57.54390540557487
2024-03-15,58.281647782569415
2024-03-16,44.26454261967297
2024-03-17,31.72292221076563
2024-03-18,55.33067827459122
2024-03-19,59.01939015956397
2024-03-20,56.06842065158577
2024-03-21,54.59293589759667
2024-03-22,59.757132536558515
2024-03-23,44.26454261967297
2024-03-24,33.93614934174928
2024-03-25,55.33067827459122
2024-03-26,53.85519352060212
2024-03-27,56.06842065158577
2024-03-28,55.33067827459122
2024-03-29,59.757132536558515
2024-03-30,42.78905786568387
2024-03-31,32.460664587760185
2024-04-01,63.44584442153126
2024-04-02,58.281647782569415
2024-04-03,54.59293589759667
2024-04-04,53.85519352060212
2024-04-05,56.06842065158577
2024-04-06,39.83808835770568
2024-04-07,30.247437456776535
2024-04-08,61.232617290547616
2024-04-09,56.06842065158577
2024-04-10,56.06842065158577
2024-04-11,52.37970876661302
2024-04-12,53.85519352060212
2024-04-13,42.78905786568387
2024-04-14,31.72292221076563
2024-04-15,56.806163028580315
2024-04-16,59.01939015956397
2024-04-17,54.59293589759667
2024-04-18,54.59293589759667
2024-04-19,56.806163028580315
2024-04-20,41.31357311169478
2024-04-21,39.83808835770568
2024-04-22,59.01939015956397
2024-04-23,53.85519352060212
2024-04-24,53.85519352060212
2024-04-25,56.806163028580315
2024-04-26,53.85519352060212
2024-04-27,41.31357311169478
2024-04-28,31.72292221076563
2024-04-29,56.806163028580315
2024-04-30,56.806163028580315
2024-05-01,59.01939015956397
2024-05-02,54.59293589759667
2024-05-03,59.757132536558515
2024-05-04,42.78905786568387
2024-05-05,31.72292221076563
2024-05-06,56.806163028580315
2024-05-07,56.806163028580315
2024-05-08,55.33067827459122
2024-05-09,57.54390540557487
2024-05-10,56.06842065158577
2024-05-11,40.575830734700226
2024-05-12,28.771952702787434
2024-05-13,56.806163028580315
2024-05-14,57.54390540557487
2024-05-15,56.06842065158577
2024-05-16,55.33067827459122
2024-05-17,59.757132536558515
2024-05-18,42.78905786568387
2024-05-19,30.98517983377108
2024-05-20,59.01939015956397
2024-05-21,59.757132536558515
2024-05-22,54.59293589759667
2024-05-23,55.33067827459122
2024-05-24,61.232617290547616
2024-05-25,42.051315488689326
2024-05-26,28.034210325792884
2024-05-27,33.93614934174928
2024-05-28,61.97035966754216
2024-05-29,61.97035966754216
2024-05-30,73.77423769945496
2024-05-31,67.87229868349856
2024-06-01,46.47776975065663
2024-06-02,35.41163409573838
2024-06-03,63.44584442153126
2024-06-04,58.281647782569415
2024-06-05,58.281647782569415
2024-06-06,57.54390540557487
2024-06-07,56.806163028580315
2024-06-08,39.83808835770568
2024-06-09,34.67389171874383
2024-06-10,59.757132536558515
2024-06-11,59.01939015956397
2024-06-12,62.708102044536716
2024-06-13,57.54390540557487
2024-06-14,58.281647782569415
2024-06-15,42.78905786568387
2024-06-16,30.98517983377108
2024-06-17,62.708102044536716
2024-06-18,59.01939015956397
2024-06-19,56.806163028580315
2024-06-20,56.06842065158577
2024-06-21,61.232617290547616
2024-06-22,44.26454261967297
2024-06-23,34.67389171874383
2024-06-24,60.49487491355307
2024-06-25,59.757132536558515
2024-06-26,54.59293589759667
2024-06-27,57.54390540557487
2024-06-28,57.54390540557487
2024-06-29,44.26454261967297
2024-06-30,33.19840696475473
2024-07-01,66.39681392950946
2024-07-02,67.87229868349856
2024-07-03,59.757132536558515
2024-07-04,36.88711884972748
2024-07-05,57.54390540557487
2024-07-06,44.26454261967297
2024-07-07,35.41163409573838
2024-07-08,61.232617290547616
2024-07-09,62.708102044536716
2024-07-10,60.49487491355307
2024-07-11,59.757132536558515
2024-07-12,60.49487491355307
2024-07-13,42.78905786568387
2024-07-14,31.72292221076563
2024-07-15,65.65907155251492
2024-07-16,60.49487491355307
2024-07-17,56.806163028580315
2024-07-18,59.01939015956397
2024-07-19,61.232617290547616
2024-07-20,45.00228499666753
2024-07-21,32.460664587760185
2024-07-22,58.281647782569415
2024-07-23,58.281647782569415
2024-07-24,59.757132536558515
2024-07-25,58.281647782569415
2024-07-26,58.281647782569415
2024-07-27,39.83808835770568
2024-07-28,31.72292221076563
2024-07-29,60.49487491355307
2024-07-30,58.281647782569415
2024-07-31,58.281647782569415
2024-08-01,61.97035966754216
2024-08-02,64.18358679852581
2024-08-03,45.74002737366207
2024-08-04,35.41163409573838
2024-08-05,59.01939015956397
2024-08-06,55.33067827459122
2024-08-07,59.757132536558515
2024-08-08,57.54390540557487
2024-08-09,55.33067827459122
2024-08-10,41.31357311169478
2024-08-11,33.93614934174928
2024-08-12,61.97035966754216
2024-08-13,59.01939015956397
2024-08-14,60.49487491355307
2024-08-15,62.708102044536716
2024-08-16,63.44584442153126
2024-08-17,43.526800242678426
2024-08-18,32.44288766301332
2024-08-19,61.3526115325889
2024-08-20,61.3526115325889
2024-08-21,54.65515513421067
2024-08-22,56.06842065158577
2024-08-23,61.01484996239863
2024-08-24,45.500038889579514
2024-08-25,34.900547509266254
2024-08-26,58.89495168633597
2024-08-27,56.06842065158577
2024-08-28,56.06842065158577
2024-08-29,57.48168616896088
2024-08-30,61.01484996239863
2024-08-31,43.38014061351686
2024-09-01,34.1939147505787
2024-09-02,39.14034406139156
2024-09-03,63.47250980865155
2024-09-04,56.06842065158577
2024-09-05,56.06842065158577
2024-09-06,54.65515513421067
2024-09-07,43.38014061351686
2024-09-08,31.736254904325776
2024-09-09,58.89495168633597
2024-09-10,53.948522375523126
2024-09-11,52.53525685814802
2024-09-12,53.948522375523126
2024-09-13,53.241889616835564
2024-09-14,43.38014061351686
2024-09-15,31.029622145638225
2024-09-16,58.188318927648425
2024-09-17,56.068420651585775
2024-09-18,53.36632809006357
2024-09-19,56.068420651585775
2024-09-20,54.041851230444124
2024-09-21,41.88243470359419
2024-09-22,31.74958759788592
2024-09-23,58.09499007272743
2024-09-24,52.69080494968302
