Time,taco bell
2023-12-22,61
2023-12-23,65
2023-12-24,79
2023-12-25,90
2023-12-26,68
2023-12-27,55
2023-12-28,61
2023-12-29,63
2023-12-30,69
2023-12-31,69
2024-01-01,100
2024-01-02,63
2024-01-03,53
2024-01-04,54
2024-01-05,55
2024-01-06,63
2024-01-07,65
2024-01-08,46
2024-01-09,47
2024-01-10,51
2024-01-11,53
2024-01-12,57
2024-01-13,64
2024-01-14,61
2024-01-15,57
2024-01-16,48
2024-01-17,48
2024-01-18,52
2024-01-19,54
2024-01-20,67
2024-01-21,73
2024-01-22,53
2024-01-23,52
2024-01-24,50
2024-01-25,53
2024-01-26,56
2024-01-27,66
2024-01-28,69
2024-01-29,52
2024-01-30,46
2024-01-31,50
2024-02-01,55
2024-02-02,55
2024-02-03,67
2024-02-04,67
2024-02-05,44
2024-02-06,43
2024-02-07,45
2024-02-08,48
2024-02-09,53
2024-02-10,72
2024-02-11,72
2024-02-12,47
2024-02-13,63
2024-02-14,55
2024-02-15,60
2024-02-16,70
2024-02-17,79
2024-02-18,81
2024-02-19,64
2024-02-20,56
2024-02-21,52
2024-02-22,53
2024-02-23,59
2024-02-24,74
2024-02-25,72
2024-02-26,52
2024-02-27,52
2024-02-28,56
2024-02-29,56
2024-03-01,58
2024-03-02,69
2024-03-03,75
2024-03-04,49
2024-03-05,47
2024-03-06,48
2024-03-07,49
2024-03-08,51
2024-03-09,66
2024-03-10,64
2024-03-11,49
2024-03-12,48
2024-03-13,47
2024-03-14,56
2024-03-15,56
2024-03-16,71
2024-03-17,73
2024-03-18,47
2024-03-19,49
2024-03-20,48
2024-03-21,54
2024-03-22,63
2024-03-23,75
2024-03-24,82
2024-03-25,55
2024-03-26,57
2024-03-27,58
2024-03-28,59
2024-03-29,64
2024-03-30,72
2024-03-31,83
2024-04-01,62
2024-04-02,53
2024-04-03,53
2024-04-04,57
2024-04-05,59
2024-04-06,67
2024-04-07,70
2024-04-08,47
2024-04-09,50
2024-04-10,51
2024-04-11,54
2024-04-12,58
2024-04-13,71
2024-04-14,74
2024-04-15,49
2024-04-16,52
2024-04-17,48
2024-04-18,52
2024-04-19,56
2024-04-20,72
2024-04-21,80
2024-04-22,51
2024-04-23,51
2024-04-24,52
2024-04-25,60
2024-04-26,61
2024-04-27,68
2024-04-28,77
2024-04-29,57
2024-04-30,54
2024-05-01,56
2024-05-02,59
2024-05-03,62
2024-05-04,72
2024-05-05,89
2024-05-06,55
2024-05-07,53
2024-05-08,51
2024-05-09,52
2024-05-10,54
2024-05-11,72
2024-05-12,68
2024-05-13,49
2024-05-14,54
2024-05-15,53
2024-05-16,51
2024-05-17,58
2024-05-18,69
2024-05-19,74
2024-05-20,53
2024-05-21,54
2024-05-22,52
2024-05-23,56
2024-05-24,63
2024-05-25,73
2024-05-26,71
2024-05-27,70
2024-05-28,57
2024-05-29,61
2024-05-30,68
2024-05-31,79
2024-06-01,86
2024-06-02,92
2024-06-03,64
2024-06-04,66
2024-06-05,63
2024-06-06,66
2024-06-07,68
2024-06-08,79
2024-06-09,81
2024-06-10,61
2024-06-11,62
2024-06-12,58
2024-06-13,63
2024-06-14,72
2024-06-15,75
2024-06-16,75
2024-06-17,54
2024-06-18,58
2024-06-19,60
2024-06-20,58
2024-06-21,65
2024-06-22,68
2024-06-23,74
2024-06-24,65
2024-06-25,63
2024-06-26,59
2024-06-27,65
2024-06-28,67
2024-06-29,74
2024-06-30,76
2024-07-01,59
2024-07-02,59
2024-07-03,60
2024-07-04,82
2024-07-05,77
2024-07-06,66
2024-07-07,77
2024-07-08,55
2024-07-09,58
2024-07-10,60
2024-07-11,61
2024-07-12,62
2024-07-13,70
2024-07-14,73
2024-07-15,57
2024-07-16,61
2024-07-17,57
2024-07-18,62
2024-07-19,73
2024-07-20,81
2024-07-21,85
2024-07-22,65
2024-07-23,65
2024-07-24,64
2024-07-25,70
2024-07-26,73
2024-07-27,76
2024-07-28,87
2024-07-29,67
2024-07-30,65
2024-07-31,66
2024-08-01,66
2024-08-02,70
2024-08-03,79
2024-08-04,82
2024-08-05,62
2024-08-06,60
2024-08-07,59
2024-08-08,63
2024-08-09,67
2024-08-10,76
2024-08-11,83
2024-08-12,64
2024-08-13,76
2024-08-14,68
2024-08-15,78
2024-08-16,72
2024-08-17,84
2024-08-18,82
2024-08-19,59
2024-08-20,60
2024-08-21,58
2024-08-22,59
2024-08-23,65
2024-08-24,75
2024-08-25,82
2024-08-26,57
2024-08-27,56
2024-08-28,55
2024-08-29,57
2024-08-30,65
2024-08-31,75
2024-09-01,82
2024-09-02,78
2024-09-03,60
2024-09-04,58
2024-09-05,57
2024-09-06,58
2024-09-07,74
2024-09-08,73
2024-09-09,52
2024-09-10,51
2024-09-11,49
2024-09-12,51
2024-09-13,58
2024-09-14,69
2024-09-15,71
2024-09-16,47
