Time,voo
2025-04-15,80
2025-04-16,90
2025-04-17,77
2025-04-18,42
2025-04-19,17
2025-04-20,16
2025-04-21,100
2025-04-22,83
2025-04-23,86
2025-04-24,74
2025-04-25,67
2025-04-26,21
2025-04-27,19
2025-04-28,64
2025-04-29,66
2025-04-30,66
2025-05-01,70
2025-05-02,64
2025-05-03,22
2025-05-04,19
2025-05-05,61
2025-05-06,58
2025-05-07,58
2025-05-08,60
2025-05-09,58
2025-05-10,18
2025-05-11,18
2025-05-12,94
2025-05-13,74
2025-05-14,64
2025-05-15,58
2025-05-16,57
2025-05-17,22
2025-05-18,19
2025-05-19,63
2025-05-20,52
2025-05-21,57
2025-05-22,55
2025-05-23,52
2025-05-24,18
2025-05-25,16
2025-05-26,18
2025-05-27,57
2025-05-28,57
2025-05-29,67
2025-05-30,52
2025-05-31,18
2025-06-01,17
2025-06-02,52
2025-06-03,51
2025-06-04,54
2025-06-05,52
2025-06-06,55
2025-06-07,20
2025-06-08,17
2025-06-09,52
2025-06-10,52
2025-06-11,56
2025-06-12,52
2025-06-13,60
2025-06-14,20
2025-06-15,17
2025-06-16,53
2025-06-17,51
2025-06-18,47
2025-06-19,31
2025-06-20,47
2025-06-21,18
2025-06-22,19
2025-06-23,58
2025-06-24,63
2025-06-25,53
2025-06-26,56
2025-06-27,64
2025-06-28,24
2025-06-29,19
2025-06-30,58
2025-07-01,57
2025-07-02,55
2025-07-03,60
2025-07-04,25
2025-07-05,19
2025-07-06,20
2025-07-07,62
2025-07-08,58
2025-07-09,56
2025-07-10,53
2025-07-11,54
2025-07-12,21
2025-07-13,18
2025-07-14,55
2025-07-15,56
2025-07-16,53
2025-07-17,59
2025-07-18,53
2025-07-19,28
2025-07-20,27
2025-07-21,63
2025-07-22,57
2025-07-23,62
2025-07-24,58
2025-07-25,54
2025-07-26,25
2025-07-27,25
2025-07-28,64
2025-07-29,64
2025-07-30,72
2025-07-31,78
2025-08-01,86
2025-08-02,26
2025-08-03,19
2025-08-04,63
2025-08-05,58
2025-08-06,60
2025-08-07,63
2025-08-08,58
2025-08-09,29
2025-08-10,25
2025-08-11,58
2025-08-12,57
2025-08-13,58
2025-08-14,56
2025-08-15,56
2025-08-16,21
2025-08-17,17
2025-08-18,51
2025-08-19,53
2025-08-20,54
2025-08-21,49
2025-08-22,56
2025-08-23,21
2025-08-24,20
2025-08-25,51
2025-08-26,48
2025-08-27,50
2025-08-28,50
2025-08-29,48
2025-08-30,19
2025-08-31,16
2025-09-01,18
2025-09-02,56
2025-09-03,51
2025-09-04,48
2025-09-05,49
2025-09-06,18
2025-09-07,16
2025-09-08,48
2025-09-09,46
2025-09-10,47
2025-09-11,51
2025-09-12,48
2025-09-13,20
2025-09-14,15
2025-09-15,51
2025-09-16,53
2025-09-17,62
2025-09-18,59
2025-09-19,53
2025-09-20,21
2025-09-21,17
2025-09-22,56
2025-09-23,55
2025-09-24,51
2025-09-25,51
2025-09-26,52
2025-09-27,21
2025-09-28,19
2025-09-29,51
2025-09-30,53
2025-10-01,56
2025-10-02,57
2025-10-03,55
2025-10-04,20
2025-10-05,17
2025-10-06,54
2025-10-07,52
2025-10-08,52
2025-10-09,49
2025-10-10,72
2025-10-11,32
2025-10-12,24
2025-10-13,74
2025-10-14,67
2025-10-15,60
2025-10-16,53
2025-10-17,55
2025-10-18,21
2025-10-19,18
2025-10-20,54
2025-10-21,54
2025-10-22,56
2025-10-23,50
2025-10-24,55
2025-10-25,21
2025-10-26,19
2025-10-27,62
2025-10-28,60
2025-10-29,67
2025-10-30,66
2025-10-31,60
2025-11-01,25
2025-11-02,21
2025-11-03,62
2025-11-04,64
2025-11-05,61
2025-11-06,63
2025-11-07,67
2025-11-08,25
2025-11-09,19
2025-11-10,61
2025-11-11,56
2025-11-12,59
2025-11-13,66
2025-11-14,66
2025-11-15,25
2025-11-16,22
2025-11-17,64
2025-11-18,66
2025-11-19,62
2025-11-20,75
2025-11-21,71
2025-11-22,26
2025-11-23,22
2025-11-24,60
2025-11-25,59
2025-11-26,57
2025-11-27,24
2025-11-28,42
2025-11-29,25
2025-11-30,22
2025-12-01,55
2025-12-02,59
2025-12-03,54
2025-12-04,57
2025-12-05,51
2025-12-06,27
2025-12-07,24
2025-12-08,56
2025-12-09,53
2025-12-10,59
2025-12-11,54
2025-12-12,55
2025-12-13,25
2025-12-14,19
2025-12-15,50
2025-12-16,53
2025-12-17,58
2025-12-18,58
2025-12-19,53
2025-12-20,24
2025-12-21,20
2025-12-22,55
2025-12-23,55
2025-12-24,48
2025-12-25,24
2025-12-26,50
2025-12-27,27
2025-12-28,26
2025-12-29,57
2025-12-30,54
2025-12-31,53
2026-01-01,29
2026-01-02,62
2026-01-03,36
2026-01-04,27
2026-01-05,64
2026-01-06,66
2026-01-07,64
2026-01-08,61
2026-01-09,60
