Time,ukraine
2023-04-26,43
2023-04-27,39
2023-04-28,39
2023-04-29,34
2023-04-30,37
2023-05-01,44
2023-05-02,44
2023-05-03,50
2023-05-04,45
2023-05-05,44
2023-05-06,38
2023-05-07,41
2023-05-08,43
2023-05-09,46
2023-05-10,47
2023-05-11,52
2023-05-12,51
2023-05-13,52
2023-05-14,57
2023-05-15,57
2023-05-16,53
2023-05-17,52
2023-05-18,49
2023-05-19,48
2023-05-20,48
2023-05-21,52
2023-05-22,51
2023-05-23,49
2023-05-24,46
2023-05-25,46
2023-05-26,43
2023-05-27,40
2023-05-28,42
2023-05-29,47
2023-05-30,49
2023-05-31,47
2023-06-01,44
2023-06-02,44
2023-06-03,42
2023-06-04,45
2023-06-05,54
2023-06-06,77
2023-06-07,72
2023-06-08,63
2023-06-09,62
2023-06-10,59
2023-06-11,60
2023-06-12,66
2023-06-13,61
2023-06-14,57
2023-06-15,53
2023-06-16,54
2023-06-17,48
2023-06-18,51
2023-06-19,56
2023-06-20,51
2023-06-21,50
2023-06-22,46
2023-06-23,57
2023-06-24,100
2023-06-25,74
2023-06-26,58
2023-06-27,57
2023-06-28,50
2023-06-29,49
2023-06-30,52
2023-07-01,48
2023-07-02,52
2023-07-03,47
2023-07-04,49
2023-07-05,56
2023-07-06,49
2023-07-07,47
2023-07-08,50
2023-07-09,50
2023-07-10,47
2023-07-11,44
2023-07-12,52
2023-07-13,47
2023-07-14,46
2023-07-15,43
2023-07-16,42
2023-07-17,51
2023-07-18,46
2023-07-19,46
2023-07-20,41
2023-07-21,40
2023-07-22,38
2023-07-23,41
2023-07-24,40
2023-07-25,40
2023-07-26,44
2023-07-27,48
2023-07-28,48
2023-07-29,42
2023-07-30,46
2023-07-31,46
2023-08-01,40
2023-08-02,37
2023-08-03,39
2023-08-04,40
2023-08-05,37
2023-08-06,41
2023-08-07,41
2023-08-08,37
2023-08-09,36
2023-08-10,38
2023-08-11,37
2023-08-12,36
2023-08-13,42
2023-08-14,41
2023-08-15,40
2023-08-16,44
2023-08-17,39
2023-08-18,41
2023-08-19,35
2023-08-20,37
2023-08-21,40
2023-08-22,41
2023-08-23,49
2023-08-24,51
2023-08-25,46
2023-08-26,41
2023-08-27,41
2023-08-28,43
2023-08-29,43
2023-08-30,43
2023-08-31,44
2023-09-01,40
2023-09-02,35
2023-09-03,39
2023-09-04,41
2023-09-05,42
2023-09-06,42
2023-09-07,42
2023-09-08,41
2023-09-09,59
2023-09-10,43
2023-09-11,41
2023-09-12,46
2023-09-13,40
2023-09-14,38
2023-09-15,39
2023-09-16,33
2023-09-17,35
2023-09-18,43
2023-09-19,43
2023-09-20,43
2023-09-21,49
2023-09-22,48
2023-09-23,42
2023-09-24,48
2023-09-25,49
2023-09-26,46
2023-09-27,43
2023-09-28,39
2023-09-29,37
2023-09-30,36
2023-10-01,42
2023-10-02,44
2023-10-03,40
2023-10-04,40
2023-10-05,39
2023-10-06,35
2023-10-07,33
2023-10-08,40
2023-10-09,47
2023-10-10,46
2023-10-11,45
2023-10-12,40
2023-10-13,38
2023-10-14,34
2023-10-15,35
2023-10-16,33
2023-10-17,40
2023-10-18,39
2023-10-19,35
2023-10-20,39
2023-10-21,33
2023-10-22,30
2023-10-23,32
2023-10-24,33
2023-10-25,32
2023-10-26,30
2023-10-27,32
2023-10-28,26
2023-10-29,29
2023-10-30,29
2023-10-31,31
2023-11-01,30
2023-11-02,29
2023-11-03,27
2023-11-04,29
2023-11-05,28
2023-11-06,28
2023-11-07,26
2023-11-08,26
2023-11-09,27
2023-11-10,26
2023-11-11,25
2023-11-12,28
2023-11-13,27
2023-11-14,26
2023-11-15,26
2023-11-16,28
2023-11-17,25
2023-11-18,24
2023-11-19,26
2023-11-20,33
2023-11-21,26
2023-11-22,24
2023-11-23,23
2023-11-24,23
2023-11-25,23
2023-11-26,24
2023-11-27,26
2023-11-28,25
2023-11-29,25
2023-11-30,27
2023-12-01,24
2023-12-02,24
2023-12-03,22
2023-12-04,25
2023-12-05,27
2023-12-06,27
2023-12-07,30
2023-12-08,26
2023-12-09,26
2023-12-10,26
2023-12-11,27
2023-12-12,33
2023-12-13,33
2023-12-14,29
2023-12-15,34
2023-12-16,28
2023-12-17,25
2023-12-18,24
2023-12-19,26
2023-12-20,28
2023-12-21,24
2023-12-22,24
2023-12-23,26
2023-12-24,25
2023-12-25,27
2023-12-26,33
2023-12-27,28
2023-12-28,25
2023-12-29,29
2023-12-30,26
2023-12-31,25
2024-01-01,25
2024-01-02,27
2024-01-03,25
2024-01-04,25
2024-01-05,23
2024-01-06,27
2024-01-07,22
2024-01-08,23
2024-01-09,23
2024-01-10,22
2024-01-11,23
2024-01-12,24
2024-01-13,22
2024-01-14,22
2024-01-15,24
2024-01-16,25
2024-01-17,25
2024-01-18,24
2024-01-19,23
2024-01-20,25
