Time,ukraine
2022-08-29,51
2022-08-30,56
2022-08-31,51
2022-09-01,46
2022-09-02,44
2022-09-03,40
2022-09-04,45
2022-09-05,49
2022-09-06,49
2022-09-07,52
2022-09-08,50
2022-09-09,57
2022-09-10,80
2022-09-11,87
2022-09-12,93
2022-09-13,83
2022-09-14,74
2022-09-15,72
2022-09-16,68
2022-09-17,62
2022-09-18,64
2022-09-19,65
2022-09-20,69
2022-09-21,80
2022-09-22,74
2022-09-23,70
2022-09-24,66
2022-09-25,65
2022-09-26,64
2022-09-27,70
2022-09-28,68
2022-09-29,72
2022-09-30,99
2022-10-01,91
2022-10-02,85
2022-10-03,93
2022-10-04,100
2022-10-05,89
2022-10-06,80
2022-10-07,82
2022-10-08,88
2022-10-09,82
2022-10-10,97
2022-10-11,88
2022-10-12,79
2022-10-13,73
2022-10-14,70
2022-10-15,71
2022-10-16,68
2022-10-17,69
2022-10-18,65
2022-10-19,66
2022-10-20,64
2022-10-21,62
2022-10-22,62
2022-10-23,63
2022-10-24,67
2022-10-25,66
2022-10-26,61
2022-10-27,59
2022-10-28,54
2022-10-29,50
2022-10-30,56
2022-10-31,55
2022-11-01,53
2022-11-02,57
2022-11-03,53
2022-11-04,50
2022-11-05,54
2022-11-06,47
2022-11-07,51
2022-11-08,48
2022-11-09,47
2022-11-10,55
2022-11-11,62
2022-11-12,60
2022-11-13,58
2022-11-14,57
2022-11-15,78
2022-11-16,76
2022-11-17,61
2022-11-18,55
2022-11-19,47
2022-11-20,48
2022-11-21,47
2022-11-22,44
2022-11-23,48
2022-11-24,42
2022-11-25,42
2022-11-26,41
2022-11-27,45
2022-11-28,47
2022-11-29,43
2022-11-30,43
2022-12-01,45
2022-12-02,43
2022-12-03,39
2022-12-04,37
2022-12-05,46
2022-12-06,48
2022-12-07,49
2022-12-08,50
2022-12-09,45
2022-12-10,42
2022-12-11,49
2022-12-12,46
2022-12-13,48
2022-12-14,46
2022-12-15,46
2022-12-16,49
2022-12-17,42
2022-12-18,44
2022-12-19,46
2022-12-20,46
2022-12-21,58
2022-12-22,90
2022-12-23,55
2022-12-24,45
2022-12-25,50
2022-12-26,49
2022-12-27,49
2022-12-28,48
2022-12-29,50
2022-12-30,41
2022-12-31,45
2023-01-01,47
2023-01-02,45
2023-01-03,45
2023-01-04,44
2023-01-05,42
2023-01-06,45
2023-01-07,41
2023-01-08,43
2023-01-09,42
2023-01-10,43
2023-01-11,49
2023-01-12,47
2023-01-13,47
2023-01-14,45
2023-01-15,44
2023-01-16,46
2023-01-17,47
2023-01-18,50
2023-01-19,47
2023-01-20,49
2023-01-21,44
2023-01-22,44
2023-01-23,47
2023-01-24,50
2023-01-25,64
2023-01-26,60
2023-01-27,52
2023-01-28,47
2023-01-29,48
2023-01-30,45
2023-01-31,48
2023-02-01,47
2023-02-02,44
2023-02-03,48
2023-02-04,44
2023-02-05,43
2023-02-06,43
2023-02-07,47
2023-02-08,46
2023-02-09,45
2023-02-10,49
2023-02-11,48
2023-02-12,42
2023-02-13,43
2023-02-14,47
2023-02-15,48
2023-02-16,50
2023-02-17,48
2023-02-18,48
2023-02-19,56
2023-02-20,73
2023-02-21,79
2023-02-22,64
2023-02-23,62
2023-02-24,80
2023-02-25,72
2023-02-26,65
2023-02-27,60
2023-02-28,55
2023-03-01,51
2023-03-02,51
2023-03-03,48
2023-03-04,49
2023-03-05,48
2023-03-06,53
2023-03-07,47
2023-03-08,48
2023-03-09,50
2023-03-10,49
2023-03-11,46
2023-03-12,45
2023-03-13,45
2023-03-14,50
2023-03-15,48
2023-03-16,48
2023-03-17,47
2023-03-18,43
2023-03-19,44
2023-03-20,45
2023-03-21,48
2023-03-22,44
2023-03-23,46
2023-03-24,44
2023-03-25,39
2023-03-26,67
2023-03-27,41
2023-03-28,43
2023-03-29,41
2023-03-30,45
2023-03-31,41
2023-04-01,38
2023-04-02,40
2023-04-03,39
2023-04-04,40
2023-04-05,39
2023-04-06,41
2023-04-07,45
2023-04-08,39
2023-04-09,38
2023-04-10,41
2023-04-11,40
2023-04-12,45
2023-04-13,46
2023-04-14,48
2023-04-15,37
2023-04-16,39
2023-04-17,40
2023-04-18,38
2023-04-19,35
2023-04-20,39
2023-04-21,36
2023-04-22,31
2023-04-23,31
2023-04-24,38
2023-04-25,40
2023-04-26,41
2023-04-27,37
2023-04-28,37
2023-04-29,32
2023-04-30,35
2023-05-01,42
2023-05-02,42
2023-05-03,47
2023-05-04,43
2023-05-05,42
2023-05-06,36
2023-05-07,39
2023-05-08,41
2023-05-09,44
2023-05-10,45
2023-05-11,50
2023-05-12,49
2023-05-13,50
2023-05-14,55
2023-05-15,54
2023-05-16,51
2023-05-17,49
2023-05-18,47
2023-05-19,46
2023-05-20,46
2023-05-21,50
2023-05-22,49
2023-05-23,47
2023-05-24,44
2023-05-25,44
