Time,abcya
2022-05-15,8.0
2022-05-16,70.0
2022-05-17,81.0
2022-05-18,83.0
2022-05-19,91.0
2022-05-20,96.0
2022-05-21,11.0
2022-05-22,8.0
2022-05-23,72.0
2022-05-24,77.0
2022-05-25,72.0
2022-05-26,60.0
2022-05-27,52.0
2022-05-28,9.0
2022-05-29,7.0
2022-05-30,6.0
2022-05-31,39.0
2022-06-01,40.0
2022-06-02,40.0
2022-06-03,43.0
2022-06-04,7.0
2022-06-05,6.0
2022-06-06,33.0
2022-06-07,36.0
2022-06-08,36.0
2022-06-09,38.0
2022-06-10,31.0
2022-06-11,7.0
2022-06-12,5.0
2022-06-13,28.0
2022-06-14,27.0
2022-06-15,26.0
2022-06-16,26.0
2022-06-17,18.0
2022-06-18,6.0
2022-06-19,5.0
2022-06-20,11.0
2022-06-21,18.0
2022-06-22,17.0
2022-06-23,16.0
2022-06-24,10.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,11.0
2022-06-28,10.0
2022-06-29,11.0
2022-06-30,10.0
2022-07-01,7.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,6.0
2022-07-06,7.0
2022-07-07,8.0
2022-07-08,6.0
2022-07-09,5.0
2022-07-10,4.0
2022-07-11,7.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,7.0
2022-07-15,5.0
2022-07-16,4.0
2022-07-17,3.0
2022-07-18,6.0
2022-07-19,6.0
2022-07-20,7.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,5.0
2022-07-26,7.0
2022-07-27,6.0
2022-07-28,6.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,3.0
2022-08-01,6.0
2022-08-02,7.0
2022-08-03,8.0
2022-08-04,9.0
2022-08-05,10.0
2022-08-06,5.0
2022-08-07,4.0
2022-08-08,10.0
2022-08-09,12.0
2022-08-10,14.0
2022-08-11,17.0
2022-08-12,22.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,16.0
2022-08-16,24.0
2022-08-17,27.0
2022-08-18,32.0
2022-08-19,44.0
2022-08-20,8.0
2022-08-21,6.0
2022-08-22,30.0
2022-08-23,38.0
2022-08-24,39.0
2022-08-25,45.0
2022-08-26,58.0
2022-08-27,10.0
2022-08-28,8.0
2022-08-29,36.713197969543145
2022-08-30,43.682378535170415
2022-08-31,44.11602610587383
2022-09-01,49.71791153009427
2022-09-02,60.85532994923858
2022-09-03,10.2037708484409
2022-09-04,7.902828136330674
2022-09-05,7.902828136330674
2022-09-06,42.74873096446701
2022-09-07,49.21791153009427
2022-09-08,52.0188542422045
2022-09-09,73.8600435097897
2022-09-10,11.137418419144307
2022-09-11,8.836475707034083
2022-09-12,45.98332124728064
2022-09-13,52.0188542422045
2022-09-14,55.75344452501813
2022-09-15,57.12073966642495
2022-09-16,81.76287164612037
2022-09-17,12.071065989847718
2022-09-18,8.336475707034083
2022-09-19,45.98332124728064
2022-09-20,51.08520667150109
2022-09-21,51.08520667150109
2022-09-22,56.18709209572154
2022-09-23,83.1301667875272
2022-09-24,11.137418419144307
2022-09-25,8.836475707034083
2022-09-26,36.713197969543145
2022-09-27,49.21791153009427
2022-09-28,49.43582306018855
2022-09-29,52.037708484408995
2022-09-30,72.8527918781726
2022-10-01,12.142131979695433
2022-10-02,8.672951414068166
2022-10-03,39.028281363306746
2022-10-04,47.70123277737491
2022-10-05,43.36475707034083
2022-10-06,52.037708484408995
2022-10-07,59.84336475707035
2022-10-08,11.274836838288616
2022-10-09,7.805656272661349
2022-10-10,26.886149383611315
2022-10-11,45.099347353154464
2022-10-12,45.966642494561285
2022-10-13,49.43582306018855
2022-10-14,58.97606961566353
2022-10-15,11.274836838288616
2022-10-16,8.672951414068166
2022-10-17,40.76287164612038
2022-10-18,45.966642494561285
2022-10-19,48.56852791878173
2022-10-20,52.037708484408995
2022-10-21,66.78172588832489
2022-10-22,11.274836838288616
2022-10-23,8.672951414068166
2022-10-24,41.6301667875272
2022-10-25,45.099347353154464
2022-10-26,48.56852791878173
2022-10-27,48.56852791878173
2022-10-28,70.25090645395214
2022-10-29,12.142131979695433
2022-10-30,8.672951414068166
2022-10-31,46.8339376359681
2022-11-01,43.36475707034083
2022-11-02,47.70123277737491
2022-11-03,51.17041334300218
2022-11-04,77.18926758520668
2022-11-05,13.009427121102249
2022-11-06,8.672951414068166
2022-11-07,37.29369108049311
2022-11-08,35.559100797679484
2022-11-09,45.966642494561285
2022-11-10,49.43582306018855
2022-11-11,49.43582306018855
2022-11-12,12.142131979695433
2022-11-13,8.672951414068166
2022-11-14,40.76287164612038
2022-11-15,55.506889050036264
2022-11-16,54.63959390862945
2022-11-17,59.84336475707035
2022-11-18,86.72951414068166
2022-11-19,14.744017403915883
2022-11-20,10.4075416968818
2022-11-21,32.95721537345903
2022-11-22,39.028281363306746
2022-11-23,18.21319796954315
2022-11-24,10.4075416968818
2022-11-25,8.672951414068166
2022-11-26,6.938361131254533
2022-11-27,6.938361131254533
2022-11-28,35.559100797679484
2022-11-29,41.6301667875272
2022-11-30,52.037708484408995
2022-12-01,51.17041334300218
2022-12-02,68.51631617113851
2022-12-03,12.142131979695433
2022-12-04,9.540246555474983
2022-12-05,42.497461928934015
2022-12-06,55.506889050036264
2022-12-07,56.37418419144308
2022-12-08,58.10877447425671
2022-12-09,84.99492385786803
2022-12-10,13.009427121102249
2022-12-11,9.540246555474983
2022-12-12,51.17041334300218
2022-12-13,58.97606961566353
2022-12-14,65.04713560551124
2022-12-15,79.79115300942713
2022-12-16,78.05656272661349
2022-12-17,12.142131979695433
2022-12-18,9.540246555474983
2022-12-19,42.497461928934015
2022-12-20,46.8339376359681
2022-12-21,42.497461928934015
2022-12-22,34.69180565627266
2022-12-23,19.080493110949966
2022-12-24,9.540246555474983
2022-12-25,8.672951414068166
2022-12-26,6.938361131254533
2022-12-27,6.071065989847717
2022-12-28,6.071065989847717
2022-12-29,5.2037708484409
2022-12-30,6.071065989847717
2022-12-31,5.2037708484409
2023-01-01,5.2037708484409
2023-01-02,6.938361131254533
2023-01-03,22.549673676577232
2023-01-04,33.82451051486585
2023-01-05,39.89557650471357
2023-01-06,55.506889050036264
2023-01-07,7.805656272661349
2023-01-08,7.805656272661349
2023-01-09,37.29369108049311
2023-01-10,48.56852791878173
2023-01-11,49.43582306018855
2023-01-12,54.63959390862945
2023-01-13,71.11820159535897
2023-01-14,10.4075416968818
2023-01-15,8.672951414068166
2023-01-16,8.672951414068166
2023-01-17,44.23205221174765
2023-01-18,47.70123277737491
2023-01-19,54.63959390862945
2023-01-20,72.8527918781726
2023-01-21,11.274836838288616
2023-01-22,8.672951414068166
2023-01-23,41.6301667875272
2023-01-24,51.17041334300218
2023-01-25,49.43582306018855
2023-01-26,52.037708484408995
2023-01-27,72.8527918781726
2023-01-28,11.274836838288616
2023-01-29,7.805656272661349
2023-01-30,45.099347353154464
2023-01-31,48.56852791878173
2023-02-01,46.8339376359681
2023-02-02,53.77229876722263
2023-02-03,72.8527918781726
2023-02-04,13.009427121102249
2023-02-05,8.672951414068166
2023-02-06,39.028281363306746
2023-02-07,45.966642494561285
2023-02-08,48.56852791878173
2023-02-09,52.905003625815816
2023-02-10,70.25090645395214
2023-02-11,11.274836838288616
2023-02-12,8.672951414068166
2023-02-13,36.4263959390863
2023-02-14,42.497461928934015
2023-02-15,48.56852791878173
2023-02-16,54.63959390862945
2023-02-17,58.10877447425671
2023-02-18,10.4075416968818
2023-02-19,7.805656272661349
2023-02-20,11.274836838288616
2023-02-21,33.82451051486585
2023-02-22,40.76287164612038
2023-02-23,46.8339376359681
2023-02-24,59.84336475707035
2023-02-25,10.4075416968818
2023-02-26,8.672951414068166
2023-02-27,38.16098622189993
2023-02-28,40.76287164612038
2023-03-01,43.36475707034083
2023-03-02,46.8339376359681
2023-03-03,62.445250181290795
2023-03-04,10.4075416968818
2023-03-05,7.805656272661349
2023-03-06,37.29369108049311
2023-03-07,40.76287164612038
2023-03-08,48.56852791878173
2023-03-09,52.905003625815816
2023-03-10,66.78172588832489
2023-03-11,10.4075416968818
2023-03-12,8.672951414068166
2023-03-13,32.95721537345903
2023-03-14,37.29369108049311
2023-03-15,38.16098622189993
2023-03-16,40.76287164612038
2023-03-17,45.099347353154464
2023-03-18,9.540246555474983
2023-03-19,7.805656272661349
2023-03-20,33.82451051486585
2023-03-21,40.76287164612038
2023-03-22,44.23205221174765
2023-03-23,45.966642494561285
2023-03-24,66.78172588832489
2023-03-25,9.540246555474983
2023-03-26,6.938361131254533
2023-03-27,34.69180565627266
2023-03-28,43.36475707034083
2023-03-29,42.497461928934015
2023-03-30,47.70123277737491
2023-03-31,59.84336475707035
2023-04-01,8.672951414068166
2023-04-02,6.071065989847717
2023-04-03,31.222625090645398
2023-04-04,35.559100797679484
2023-04-05,39.028281363306746
2023-04-06,50.30311820159537
2023-04-07,16.478607686729514
2023-04-08,7.805656272661349
2023-04-09,5.2037708484409
2023-04-10,20.8150833937636
2023-04-11,33.82451051486585
2023-04-12,38.16098622189993
2023-04-13,39.89557650471357
2023-04-14,53.77229876722263
2023-04-15,7.805656272661349
2023-04-16,6.071065989847717
2023-04-17,38.16098622189993
2023-04-18,42.497461928934015
2023-04-19,44.23205221174765
2023-04-20,47.70123277737491
2023-04-21,51.17041334300218
2023-04-22,8.672951414068166
2023-04-23,6.071065989847717
2023-04-24,39.028281363306746
2023-04-25,57.2414793328499
2023-04-26,49.454516755359904
2023-04-27,56.22191135102259
2023-04-28,65.93935567381321
2023-04-29,8.871519998332783
2023-04-30,6.767394595662685
2023-05-01,43.53304648415506
2023-05-02,50.300441079817745
2023-05-03,52.83821405319125
2023-05-04,54.530062702106925
2023-05-05,66.78527999827105
2023-05-06,8.459243244578357
2023-05-07,6.767394595662685
2023-05-08,47.76266810644424
2023-05-09,53.25049080694568
2023-05-10,55.37598702656476
2023-05-11,60.45153297331177
2023-05-12,75.2445232428494
2023-05-13,8.025595673874948
2023-05-14,6.333747024959276
2023-05-15,51.99228972873341
2023-05-16,57.067835675480424
2023-05-17,58.32603675369269
2023-05-18,63.401582700439704
2023-05-19,75.65679999660384
2023-05-20,9.305167569036191
2023-05-21,6.333747024959276
2023-05-22,47.76266810644424
2023-05-23,51.99228972873341
2023-05-24,50.300441079817745
2023-05-25,51.55864215803001
2023-05-26,41.22767537544272
2023-05-27,8.245535075088545
2023-05-28,5.7718745525619815
2023-05-29,5.7718745525619815
2023-05-30,28.034819255301052
2023-05-31,32.98214030035418
2023-06-01,34.63124731537189
2023-06-02,35.45580082288074
2023-06-03,5.7718745525619815
2023-06-04,4.947321045053127
2023-06-05,26.385712240283343
2023-06-06,28.859372762809908
2023-06-07,30.508479777827617
2023-06-08,28.034819255301052
2023-06-09,25.561158732774487
2023-06-10,6.596428060070836
2023-06-11,4.122767537544273
2023-06-12,20.61383768772136
2023-06-13,20.61383768772136
2023-06-14,21.438391195230217
2023-06-15,18.1401771651948
2023-06-16,15.666516642668235
2023-06-17,4.947321045053127
2023-06-18,4.122767537544273
2023-06-19,6.596428060070836
2023-06-20,11.543749105123963
2023-06-21,14.017409627650526
2023-06-22,12.368302612632817
2023-06-23,9.0700885825974
2023-06-24,4.947321045053127
2023-06-25,4.122767537544273
2023-06-26,7.42098156757969
2023-06-27,9.0700885825974
2023-06-28,9.0700885825974
2023-06-29,8.245535075088545
2023-06-30,5.7718745525619815
2023-07-01,3.298214030035418
2023-07-02,4.122767537544273
2023-07-03,4.122767537544273
2023-07-04,3.298214030035418
2023-07-05,4.947321045053127
2023-07-06,4.947321045053127
2023-07-07,4.947321045053127
2023-07-08,3.298214030035418
2023-07-09,3.298214030035418
2023-07-10,5.7718745525619815
2023-07-11,6.596428060070836
2023-07-12,5.7718745525619815
2023-07-13,6.596428060070836
2023-07-14,4.947321045053127
2023-07-15,3.298214030035418
2023-07-16,3.298214030035418
2023-07-17,4.947321045053127
2023-07-18,5.7718745525619815
2023-07-19,6.596428060070836
2023-07-20,6.596428060070836
2023-07-21,4.947321045053127
2023-07-22,3.298214030035418
2023-07-23,3.298214030035418
2023-07-24,5.7718745525619815
2023-07-25,5.7718745525619815
2023-07-26,5.7718745525619815
2023-07-27,6.596428060070836
2023-07-28,5.7718745525619815
2023-07-29,3.298214030035418
2023-07-30,3.298214030035418
2023-07-31,5.7718745525619815
2023-08-01,5.7718745525619815
2023-08-02,6.596428060070836
2023-08-03,8.245535075088545
2023-08-04,9.0700885825974
2023-08-05,3.298214030035418
2023-08-06,3.298214030035418
2023-08-07,8.245535075088545
2023-08-08,12.368302612632817
2023-08-09,12.368302612632817
2023-08-10,17.315623657685943
2023-08-11,24.736605225265635
2023-08-12,4.947321045053127
2023-08-13,4.122767537544273
2023-08-14,18.1401771651948
2023-08-15,23.087498210247926
2023-08-16,27.2102657477922
2023-08-17,33.806693807863034
2023-08-18,46.999549928004704
2023-08-19,6.596428060070836
2023-08-20,5.7718745525619815
2023-08-21,29.68392627031876
2023-08-22,38.75401485291616
2023-08-23,44.52588940547814
2023-08-24,46.17499642049585
2023-08-25,56.89419201811096
2023-08-26,8.245535075088545
2023-08-27,6.596428060070836
2023-08-28,36.2803543303896
2023-08-29,44.52588940547814
2023-08-30,46.17499642049585
2023-08-31,48.64865694302242
2023-09-01,56.069638510602104
2023-09-02,8.245535075088545
2023-09-03,6.596428060070836
2023-09-04,6.596428060070836
2023-09-05,37.10490783789845
2023-09-06,46.17499642049585
2023-09-07,51.122317465548974
2023-09-08,76.68347619832346
2023-09-09,10.719195597615109
2023-09-10,8.245535075088545
2023-09-11,42.05222888295158
2023-09-12,50.29776395804012
2023-09-13,56.069638510602104
2023-09-14,59.36785254063752
2023-09-15,80.80624373586774
2023-09-16,11.543749105123963
2023-09-17,8.245535075088545
2023-09-18,42.876782390460434
2023-09-19,48.64865694302242
2023-09-20,50.29776395804012
2023-09-21,57.718745525619816
2023-09-22,78.33258321334118
2023-09-23,10.719195597615109
2023-09-24,8.245535075088545
2023-09-25,42.05222888295158
2023-09-26,48.64865694302242
2023-09-27,51.946870973057834
2023-09-28,58.54329903312867
2023-09-29,82.45535075088544
2023-09-30,10.719195597615109
2023-10-01,8.245535075088545
2023-10-02,39.57856836042502
2023-10-03,44.52588940547814
2023-10-04,51.946870973057834
2023-10-05,54.4205314955844
2023-10-06,68.43794112323492
2023-10-07,9.894642090106254
2023-10-08,8.245535075088545
2023-10-09,23.91205171775678
2023-10-10,38.75401485291616
2023-10-11,44.52588940547814
2023-10-12,49.47321045053127
2023-10-13,51.946870973057834
2023-10-14,9.894642090106254
2023-10-15,7.42098156757969
2023-10-16,34.63124731537189
2023-10-17,43.70133589796929
2023-10-18,44.52588940547814
2023-10-19,46.999549928004704
2023-10-20,65.1397270931995
2023-10-21,9.894642090106254
2023-10-22,8.245535075088545
2023-10-23,37.10490783789845
2023-10-24,42.876782390460434
2023-10-25,43.70133589796929
2023-10-26,48.64865694302242
2023-10-27,62.66606657067294
2023-10-28,9.894642090106254
2023-10-29,7.42098156757969
2023-10-30,45.350442912987
2023-10-31,49.47321045053127
2023-11-01,44.52588940547814
2023-11-02,46.999549928004704
2023-11-03,64.31517358569064
2023-11-04,9.894642090106254
2023-11-05,7.42098156757969
2023-11-06,34.63124731537189
2023-11-07,36.2803543303896
2023-11-08,44.52588940547814
2023-11-09,48.64865694302242
2023-11-10,48.64865694302242
2023-11-11,9.894642090106254
2023-11-12,8.245535075088545
2023-11-13,38.75401485291616
2023-11-14,42.05222888295158
2023-11-15,44.52588940547814
2023-11-16,48.64865694302242
2023-11-17,73.38526216828805
2023-11-18,10.719195597615109
2023-11-19,7.42098156757969
2023-11-20,28.859372762809908
2023-11-21,41.22767537544272
2023-11-22,15.666516642668235
2023-11-23,8.245535075088545
2023-11-24,6.596428060070836
2023-11-25,5.7718745525619815
2023-11-26,5.7718745525619815
2023-11-27,32.98214030035418
2023-11-28,42.05222888295158
2023-11-29,46.17499642049585
2023-11-30,47.82410343551356
2023-12-01,70.91160164576148
2023-12-02,10.719195597615109
2023-12-03,7.42098156757969
2023-12-04,42.05222888295158
2023-12-05,45.350442912987
2023-12-06,47.82410343551356
2023-12-07,56.069638510602104
2023-12-08,64.31517358569064
2023-12-09,9.894642090106254
2023-12-10,7.42098156757969
2023-12-11,35.45580082288074
2023-12-12,44.52588940547814
2023-12-13,45.350442912987
2023-12-14,61.016959555655234
2023-12-15,68.43794112323492
2023-12-16,10.719195597615109
2023-12-17,7.42098156757969
2023-12-18,45.350442912987
2023-12-19,52.77142448056669
2023-12-20,50.29776395804012
2023-12-21,44.52588940547814
2023-12-22,31.539171662213683
2023-12-23,8.863950205720187
2023-12-24,7.317912379141084
2023-12-25,6.905635625386656
2023-12-26,5.7718745525619815
2023-12-27,4.225836725982879
2023-12-28,4.99885563927243
2023-12-29,4.225836725982879
2023-12-30,4.225836725982879
2023-12-31,4.99885563927243
2024-01-01,4.225836725982879
2024-01-02,10.409988032299289
2024-01-03,23.087498210247926
2024-01-04,30.40541058938901
2024-01-05,43.495197521092074
2024-01-06,6.905635625386656
2024-01-07,5.7718745525619815
2024-01-08,35.04352406912631
2024-01-09,43.08292076733765
2024-01-10,43.8559396806272
2024-01-11,51.946870973057834
2024-01-12,60.81082117877802
2024-01-13,9.99771127854486
2024-01-14,7.317912379141084
2024-01-15,7.317912379141084
2024-01-16,27.725611689985232
2024-01-17,40.40312186793387
2024-01-18,49.267072073654056
2024-01-19,51.17385205976828
2024-01-20,8.451673451965759
2024-01-21,6.493358871632229
2024-01-22,39.68163754886362
2024-01-23,41.84609050607437
2024-01-24,48.33944937770659
2024-01-25,55.554292568409075
2024-01-26,68.54101031167353
2024-01-27,10.822264786053715
2024-01-28,7.214843190702477
2024-01-29,36.074215953512386
2024-01-30,44.01054346328511
2024-01-31,46.17499642049585
2024-02-01,47.617965058636344
2024-02-02,62.0476514400413
2024-02-03,8.657811828842972
2024-02-04,7.214843190702477
2024-02-05,36.074215953512386
2024-02-06,41.84609050607437
2024-02-07,44.73202778235536
2024-02-08,44.73202778235536
2024-02-09,59.16171416376031
2024-02-10,9.37929614791322
2024-02-11,7.214843190702477
2024-02-12,34.63124731537189
2024-02-13,38.23866891072313
2024-02-14,43.28905914421486
2024-02-15,50.503902334917335
2024-02-16,53.389839611198326
2024-02-17,9.37929614791322
2024-02-18,6.493358871632229
2024-02-19,10.822264786053715
2024-02-20,31.02382572002065
2024-02-21,36.79570027258263
2024-02-22,39.68163754886362
2024-02-23,56.27577688747932
2024-02-24,8.657811828842972
2024-02-25,5.7718745525619815
2024-02-26,34.63124731537189
2024-02-27,42.56757482514461
2024-02-28,45.4535121014256
2024-02-29,46.17499642049585
2024-03-01,61.32616712097105
2024-03-02,9.37929614791322
2024-03-03,7.214843190702477
2024-03-04,34.63124731537189
2024-03-05,41.84609050607437
2024-03-06,45.4535121014256
2024-03-07,49.78241801584709
2024-03-08,67.09804167353303
2024-03-09,9.37929614791322
2024-03-10,6.493358871632229
2024-03-11,28.859372762809908
2024-03-12,33.909762996301644
2024-03-13,34.63124731537189
2024-03-14,44.73202778235536
2024-03-15,47.617965058636344
2024-03-16,7.214843190702477
2024-03-17,5.7718745525619815
2024-03-18,33.909762996301644
2024-03-19,41.12460618700412
2024-03-20,41.12460618700412
2024-03-21,45.4535121014256
2024-03-22,59.88319848283056
2024-03-23,8.657811828842972
2024-03-24,6.493358871632229
2024-03-25,30.302341400950404
2024-03-26,39.68163754886362
2024-03-27,38.23866891072313
2024-03-28,46.17499642049585
2024-03-29,18.75859229582644
2024-03-30,5.7718745525619815
2024-03-31,4.328905914421486
2024-04-01,16.594139338615697
2024-04-02,28.13788844373966
2024-04-03,29.580857081880154
2024-04-04,34.63124731537189
2024-04-05,44.73202778235536
2024-04-06,6.493358871632229
2024-04-07,5.050390233491734
2024-04-08,28.13788844373966
2024-04-09,42.56757482514461
2024-04-10,40.40312186793387
2024-04-11,46.17499642049585
2024-04-12,58.44022984469006
2024-04-13,6.493358871632229
2024-04-14,5.050390233491734
2024-04-15,33.909762996301644
2024-04-16,41.84609050607437
2024-04-17,45.4535121014256
2024-04-18,49.06093369677684
2024-04-19,60.60468280190081
2024-04-20,7.214843190702477
2024-04-21,5.7718745525619815
2024-04-22,35.35273163444214
2024-04-23,43.28905914421486
2024-04-24,46.17499642049585
2024-04-25,49.06093369677684
2024-04-26,60.60468280190081
2024-04-27,7.214843190702477
2024-04-28,5.7718745525619815
2024-04-29,41.12460618700412
2024-04-30,48.33944937770659
2024-05-01,46.8964807395661
2024-05-02,51.946870973057834
2024-05-03,64.93358871632229
2024-05-04,7.214843190702477
2024-05-05,5.050390233491734
2024-05-06,44.73202778235536
2024-05-07,51.225386653987584
2024-05-08,52.66835529212808
2024-05-09,60.60468280190081
2024-05-10,64.93358871632229
2024-05-11,7.936327509772725
2024-05-12,5.7718745525619815
2024-05-13,52.66835529212808
2024-05-14,57.718745525619816
2024-05-15,61.32616712097105
2024-05-16,59.16171416376031
2024-05-17,66.37655735446279
2024-05-18,6.493358871632229
2024-05-19,5.050390233491734
2024-05-20,49.06093369677684
2024-05-21,53.389839611198326
2024-05-22,52.66835529212808
2024-05-23,49.78241801584709
2024-05-24,47.617965058636344
2024-05-25,5.7718745525619815
2024-05-26,4.328905914421486
2024-05-27,5.050390233491734
2024-05-28,31.02382572002065
2024-05-29,33.188278677231395
2024-05-30,35.35273163444214
2024-05-31,35.35273163444214
2024-06-01,5.050390233491734
2024-06-02,4.328905914421486
2024-06-03,24.53046684838842
2024-06-04,27.416404124669413
2024-06-05,28.13788844373966
2024-06-06,27.416404124669413
2024-06-07,22.36601389117768
2024-06-08,4.328905914421486
2024-06-09,3.6074215953512385
2024-06-10,18.75859229582644
2024-06-11,18.75859229582644
2024-06-12,18.037107976756193
2024-06-13,16.594139338615697
2024-06-14,13.708202062334706
2024-06-15,3.6074215953512385
2024-06-16,3.6074215953512385
2024-06-17,10.822264786053715
2024-06-18,12.26523342419421
2024-06-19,6.493358871632229
2024-06-20,10.100780466983467
2024-06-21,8.657811828842972
2024-06-22,3.6074215953512385
2024-06-23,2.8859372762809907
2024-06-24,7.936327509772725
2024-06-25,7.936327509772725
2024-06-26,7.214843190702477
2024-06-27,6.493358871632229
2024-06-28,5.050390233491734
2024-06-29,2.8859372762809907
2024-06-30,2.8859372762809907
2024-07-01,5.050390233491734
2024-07-02,5.050390233491734
2024-07-03,4.328905914421486
2024-07-04,3.6074215953512385
2024-07-05,3.6074215953512385
2024-07-06,2.8859372762809907
2024-07-07,2.8859372762809907
2024-07-08,4.328905914421486
2024-07-09,4.328905914421486
2024-07-10,5.7718745525619815
2024-07-11,5.7718745525619815
2024-07-12,3.6074215953512385
2024-07-13,2.8859372762809907
2024-07-14,2.8859372762809907
2024-07-15,4.328905914421486
2024-07-16,5.050390233491734
2024-07-17,5.7718745525619815
2024-07-18,4.328905914421486
2024-07-19,4.328905914421486
2024-07-20,2.8859372762809907
2024-07-21,2.8859372762809907
2024-07-22,4.328905914421486
2024-07-23,5.050390233491734
2024-07-24,4.328905914421486
2024-07-25,5.050390233491734
2024-07-26,4.328905914421486
2024-07-27,2.164452957210743
2024-07-28,2.8859372762809907
2024-07-29,5.050390233491734
2024-07-30,5.050390233491734
2024-07-31,5.050390233491734
2024-08-01,6.493358871632229
2024-08-02,7.214843190702477
2024-08-03,2.8859372762809907
2024-08-04,2.8859372762809907
2024-08-05,7.214843190702477
2024-08-06,7.936327509772725
2024-08-07,10.100780466983467
2024-08-08,12.26523342419421
2024-08-09,17.315623657685943
2024-08-10,3.6074215953512385
2024-08-11,2.8859372762809907
2024-08-12,14.429686381404954
2024-08-13,20.201560933966935
2024-08-14,23.087498210247926
2024-08-15,27.416404124669413
2024-08-16,40.40312186793387
2024-08-17,5.7718745525619815
2024-08-18,5.050390233491734
2024-08-19,26.694919805599163
2024-08-20,33.188278677231395
2024-08-21,38.23866891072313
2024-08-22,42.56757482514461
2024-08-23,58.44022984469006
2024-08-24,6.493358871632229
2024-08-25,5.050390233491734
2024-08-26,33.909762996301644
2024-08-27,42.56757482514461
2024-08-28,45.4535121014256
2024-08-29,51.225386653987584
2024-08-30,57.718745525619816
2024-08-31,7.936327509772725
2024-09-01,6.493358871632229
2024-09-02,5.7718745525619815
2024-09-03,36.79570027258263
2024-09-04,42.56757482514461
2024-09-05,52.66835529212808
2024-09-06,71.42694758795452
2024-09-07,8.657811828842972
2024-09-08,6.493358871632229
2024-09-09,41.12460618700412
2024-09-10,45.4535121014256
2024-09-11,51.946870973057834
2024-09-12,53.389839611198326
2024-09-13,72.14843190702477
2024-09-14,9.37929614791322
2024-09-15,6.493358871632229
2024-09-16,38.96015322979338
2024-09-17,49.06093369677684
2024-09-18,50.503902334917335
2024-09-19,49.06093369677684
