Time,ford
2022-04-16,80.0
2022-04-17,74.0
2022-04-18,84.0
2022-04-19,77.0
2022-04-20,79.0
2022-04-21,78.0
2022-04-22,81.0
2022-04-23,83.0
2022-04-24,79.0
2022-04-25,77.0
2022-04-26,82.0
2022-04-27,83.0
2022-04-28,77.0
2022-04-29,80.0
2022-04-30,84.0
2022-05-01,78.0
2022-05-02,79.0
2022-05-03,76.0
2022-05-04,76.0
2022-05-05,77.0
2022-05-06,73.0
2022-05-07,83.0
2022-05-08,71.0
2022-05-09,79.0
2022-05-10,80.0
2022-05-11,80.0
2022-05-12,79.0
2022-05-13,81.0
2022-05-14,81.0
2022-05-15,76.0
2022-05-16,81.0
2022-05-17,75.0
2022-05-18,78.0
2022-05-19,77.0
2022-05-20,71.0
2022-05-21,86.0
2022-05-22,76.0
2022-05-23,78.0
2022-05-24,82.0
2022-05-25,77.0
2022-05-26,82.0
2022-05-27,79.0
2022-05-28,78.0
2022-05-29,74.0
2022-05-30,76.0
2022-05-31,82.0
2022-06-01,73.0
2022-06-02,81.0
2022-06-03,80.0
2022-06-04,80.0
2022-06-05,75.0
2022-06-06,79.0
2022-06-07,76.0
2022-06-08,79.0
2022-06-09,80.0
2022-06-10,81.0
2022-06-11,80.0
2022-06-12,76.0
2022-06-13,80.0
2022-06-14,81.0
2022-06-15,81.0
2022-06-16,87.0
2022-06-17,83.0
2022-06-18,84.0
2022-06-19,77.0
2022-06-20,89.0
2022-06-21,81.0
2022-06-22,81.0
2022-06-23,81.0
2022-06-24,78.0
2022-06-25,79.0
2022-06-26,76.0
2022-06-27,83.0
2022-06-28,80.0
2022-06-29,83.0
2022-06-30,80.0
2022-07-01,80.0
2022-07-02,81.0
2022-07-03,70.0
2022-07-04,72.0
2022-07-05,83.0
2022-07-06,81.0
2022-07-07,78.0
2022-07-08,81.0
2022-07-09,81.0
2022-07-10,78.0
2022-07-11,80.0
2022-07-12,78.0
2022-07-13,80.0
2022-07-14,83.0
2022-07-15,82.0
2022-07-16,84.0
2022-07-17,78.0
2022-07-18,80.0
2022-07-19,84.0
2022-07-20,81.0
2022-07-21,83.0
2022-07-22,82.0
2022-07-23,81.0
2022-07-24,73.0
2022-07-25,79.0
2022-07-26,83.0
2022-07-27,84.0
2022-07-28,84.0
2022-07-29,86.0
2022-07-30,77.0
2022-07-31,79.0
2022-08-01,82.0
2022-08-02,82.0
2022-08-03,82.0
2022-08-04,79.0
2022-08-05,79.0
2022-08-06,82.0
2022-08-07,76.0
2022-08-08,80.0
2022-08-09,81.0
2022-08-10,84.0
2022-08-11,82.0
2022-08-12,82.0
2022-08-13,86.0
2022-08-14,80.0
2022-08-15,85.0
2022-08-16,81.0
2022-08-17,79.0
2022-08-18,79.0
2022-08-19,80.0
2022-08-20,83.0
2022-08-21,74.0
2022-08-22,83.0
2022-08-23,81.0
2022-08-24,82.0
2022-08-25,80.0
2022-08-26,80.0
2022-08-27,79.0
2022-08-28,79.0
2022-08-29,77.16599527712182
2022-08-30,75.77712182247535
2022-08-31,79.0548687317683
2022-09-01,77.16599527712182
2022-09-02,76.72155854979857
2022-09-03,77.16599527712182
2022-09-04,70.11050145853591
2022-09-05,74.8326850951521
2022-09-06,72.94381164050563
2022-09-07,70.61050145853591
2022-09-08,71.05493818585914
2022-09-09,75.27712182247535
2022-09-10,77.16599527712182
2022-09-11,68.22162800388944
2022-09-12,77.16599527712182
2022-09-13,70.61050145853591
2022-09-14,75.77712182247535
2022-09-15,80.94374218641477
2022-09-16,78.11043200444506
2022-09-17,79.5548687317683
2022-09-18,65.88831782191971
2022-09-19,76.22155854979857
2022-09-20,79.0548687317683
2022-09-21,76.22155854979857
2022-09-22,73.88824836782887
2022-09-23,71.05493818585914
2022-09-24,76.72155854979857
2022-09-25,68.72162800388944
2022-09-26,73.88824836782887
2022-09-27,74.8326850951521
2022-09-28,71.99874982636477
2022-09-29,70.22100291707181
2022-09-30,72.88762328101124
2022-10-01,77.33199055424363
2022-10-02,68.44325600777886
2022-10-03,66.6655090984859
2022-10-04,71.99874982636477
2022-10-05,74.6653701903042
2022-10-06,74.6653701903042
2022-10-07,71.10987637171829
2022-10-08,76.44311709959716
2022-10-09,69.33212946242533
2022-10-10,75.55424364495069
2022-10-11,72.88762328101124
2022-10-12,71.99874982636477
2022-10-13,73.77649673565773
2022-10-14,71.99874982636477
2022-10-15,74.6653701903042
2022-10-16,65.77663564383941
2022-10-17,70.22100291707181
2022-10-18,71.99874982636477
2022-10-19,72.88762328101124
2022-10-20,72.88762328101124
2022-10-21,71.10987637171829
2022-10-22,71.99874982636477
2022-10-23,63.99888873454646
2022-10-24,71.10987637171829
2022-10-25,71.10987637171829
2022-10-26,75.55424364495069
2022-10-27,72.88762328101124
2022-10-28,73.77649673565773
2022-10-29,71.10987637171829
2022-10-30,63.11001527989998
2022-10-31,73.77649673565773
2022-11-01,65.77663564383941
2022-11-02,69.33212946242533
2022-11-03,68.44325600777886
2022-11-04,70.22100291707181
2022-11-05,72.88762328101124
2022-11-06,57.77677455202111
2022-11-07,69.33212946242533
2022-11-08,63.99888873454646
2022-11-09,58.66564800666759
2022-11-10,64.88776218919294
2022-11-11,69.33212946242533
2022-11-12,70.22100291707181
2022-11-13,62.221141825253504
2022-11-14,68.44325600777886
2022-11-15,68.44325600777886
2022-11-16,69.33212946242533
2022-11-17,72.88762328101124
2022-11-18,74.6653701903042
2022-11-19,73.77649673565773
2022-11-20,64.88776218919294
2022-11-21,69.33212946242533
2022-11-22,70.22100291707181
2022-11-23,68.44325600777886
2022-11-24,58.66564800666759
2022-11-25,69.33212946242533
2022-11-26,65.77663564383941
2022-11-27,63.11001527989998
2022-11-28,66.6655090984859
2022-11-29,66.6655090984859
2022-11-30,65.77663564383941
2022-12-01,60.443394915960546
2022-12-02,66.6655090984859
2022-12-03,67.55438255313237
2022-12-04,59.55452146131407
2022-12-05,64.88776218919294
2022-12-06,63.11001527989998
2022-12-07,67.55438255313237
2022-12-08,65.77663564383941
2022-12-09,63.99888873454646
2022-12-10,65.77663564383941
2022-12-11,63.11001527989998
2022-12-12,69.33212946242533
2022-12-13,66.6655090984859
2022-12-14,66.6655090984859
2022-12-15,65.77663564383941
2022-12-16,68.44325600777886
2022-12-17,71.99874982636477
2022-12-18,63.11001527989998
2022-12-19,75.55424364495069
2022-12-20,74.6653701903042
2022-12-21,74.6653701903042
2022-12-22,71.99874982636477
2022-12-23,69.33212946242533
2022-12-24,63.11001527989998
2022-12-25,57.77677455202111
2022-12-26,76.44311709959716
2022-12-27,82.6652312821225
2022-12-28,82.6652312821225
2022-12-29,82.6652312821225
2022-12-30,79.10973746353659
2022-12-31,73.77649673565773
2023-01-01,59.55452146131407
2023-01-02,75.55424364495069
2023-01-03,69.33212946242533
2023-01-04,75.55424364495069
2023-01-05,70.22100291707181
2023-01-06,72.88762328101124
2023-01-07,75.55424364495069
2023-01-08,70.22100291707181
2023-01-09,71.99874982636477
2023-01-10,70.22100291707181
2023-01-11,70.22100291707181
2023-01-12,69.33212946242533
2023-01-13,68.44325600777886
2023-01-14,75.55424364495069
2023-01-15,65.77663564383941
2023-01-16,72.88762328101124
2023-01-17,71.10987637171829
2023-01-18,71.99874982636477
2023-01-19,72.88762328101124
2023-01-20,71.10987637171829
2023-01-21,76.44311709959716
2023-01-22,69.33212946242533
2023-01-23,71.99874982636477
2023-01-24,73.77649673565773
2023-01-25,67.55438255313237
2023-01-26,69.33212946242533
2023-01-27,71.99874982636477
2023-01-28,77.33199055424363
2023-01-29,69.33212946242533
2023-01-30,74.6653701903042
2023-01-31,73.77649673565773
2023-02-01,68.44325600777886
2023-02-02,73.77649673565773
2023-02-03,81.77635782747603
2023-02-04,78.22086400889012
2023-02-05,78.22086400889012
2023-02-06,73.77649673565773
2023-02-07,77.33199055424363
2023-02-08,71.99874982636477
2023-02-09,71.10987637171829
2023-02-10,74.6653701903042
2023-02-11,81.77635782747603
2023-02-12,71.10987637171829
2023-02-13,71.99874982636477
2023-02-14,68.44325600777886
2023-02-15,72.88762328101124
2023-02-16,71.99874982636477
2023-02-17,79.10973746353659
2023-02-18,81.77635782747603
2023-02-19,75.55424364495069
2023-02-20,85.33185164606195
2023-02-21,73.77649673565773
2023-02-22,74.6653701903042
2023-02-23,72.88762328101124
2023-02-24,76.44311709959716
2023-02-25,81.77635782747603
2023-02-26,76.44311709959716
2023-02-27,72.88762328101124
2023-02-28,74.6653701903042
2023-03-01,71.99874982636477
2023-03-02,72.88762328101124
2023-03-03,73.77649673565773
2023-03-04,78.22086400889012
2023-03-05,75.55424364495069
2023-03-06,76.44311709959716
2023-03-07,72.88762328101124
2023-03-08,73.77649673565773
2023-03-09,72.88762328101124
2023-03-10,77.33199055424363
2023-03-11,79.10973746353659
2023-03-12,73.77649673565773
2023-03-13,84.44297819141546
2023-03-14,75.55424364495069
2023-03-15,71.99874982636477
2023-03-16,75.55424364495069
2023-03-17,74.6653701903042
2023-03-18,82.6652312821225
2023-03-19,71.99874982636477
2023-03-20,77.33199055424363
2023-03-21,72.88762328101124
2023-03-22,75.55424364495069
2023-03-23,77.33199055424363
2023-03-24,83.55410473676899
2023-03-25,77.33199055424363
2023-03-26,71.99874982636477
2023-03-27,76.44311709959716
2023-03-28,72.88762328101124
2023-03-29,74.6653701903042
2023-03-30,71.10987637171829
2023-03-31,74.6653701903042
2023-04-01,73.77649673565773
2023-04-02,66.6655090984859
2023-04-03,71.10987637171829
2023-04-04,71.10987637171829
2023-04-05,70.22100291707181
2023-04-06,72.88762328101124
2023-04-07,75.55424364495069
2023-04-08,76.44311709959716
2023-04-09,64.88776218919294
2023-04-10,73.77649673565773
2023-04-11,72.88762328101124
2023-04-12,74.6653701903042
2023-04-13,73.77649673565773
2023-04-14,80.88748437282955
2023-04-15,80.88748437282955
2023-04-16,71.10987637171829
2023-04-17,73.77649673565773
2023-04-18,71.10987637171829
2023-04-19,71.99874982636477
2023-04-20,74.6653701903042
2023-04-21,71.99874982636477
2023-04-22,81.77635782747603
2023-04-23,70.22100291707181
2023-04-24,71.99874982636477
2023-04-25,72.88762328101124
2023-04-26,73.72830480136966
2023-04-27,70.56905577581892
2023-04-28,72.82336736862716
2023-04-29,77.34805453233966
2023-04-30,70.10855507039966
2023-05-01,75.53817966685466
2023-05-02,71.01349250314216
2023-05-03,72.37893064130392
2023-05-04,76.44311709959716
2023-05-05,68.75918091033392
2023-05-06,76.44311709959716
2023-05-07,67.39374277217216
2023-05-08,75.53817966685466
2023-05-09,73.72830480136966
2023-05-10,76.44311709959716
2023-05-11,72.82336736862716
2023-05-12,73.72830480136966
2023-05-13,75.09374293953141
2023-05-14,69.20361763765716
2023-05-15,75.53817966685466
2023-05-16,73.72830480136966
2023-05-17,75.99868037227392
2023-05-18,77.34805453233966
2023-05-19,84.58755399427966
2023-05-20,89.11224115799214
2023-05-21,78.25299196508216
2023-05-22,83.68261656153715
2023-05-23,78.25299196508216
2023-05-24,75.53817966685466
2023-05-25,78.25299196508216
2023-05-26,78.2851199212742
2023-05-27,81.04812415378976
2023-05-28,73.68011286708159
2023-05-29,73.68011286708159
2023-05-30,76.44311709959716
2023-05-31,82.8901269754668
2023-06-01,81.04812415378976
2023-06-02,86.57413261882087
2023-06-03,80.12712274295123
2023-06-04,76.44311709959716
2023-06-05,81.04812415378976
2023-06-06,79.20612133211272
2023-06-07,75.52211568875863
2023-06-08,80.12712274295123
2023-06-09,77.36411851043567
2023-06-10,80.12712274295123
2023-06-11,74.60111427792012
2023-06-12,76.44311709959716
2023-06-13,78.2851199212742
2023-06-14,81.04812415378976
2023-06-15,81.04812415378976
2023-06-16,81.04812415378976
2023-06-17,80.12712274295123
2023-06-18,74.60111427792012
2023-06-19,82.8901269754668
2023-06-20,78.2851199212742
2023-06-21,75.52211568875863
2023-06-22,76.44311709959716
2023-06-23,76.44311709959716
2023-06-24,81.96912556462827
2023-06-25,72.75911145624308
2023-06-26,81.96912556462827
2023-06-27,82.8901269754668
2023-06-28,87.4951340296594
2023-06-29,92.100141083852
2023-06-30,92.100141083852
2023-07-01,82.8901269754668
2023-07-02,81.04812415378976
2023-07-03,84.73212979714384
2023-07-04,81.04812415378976
2023-07-05,86.57413261882087
2023-07-06,81.96912556462827
2023-07-07,81.04812415378976
2023-07-08,79.20612133211272
2023-07-09,75.52211568875863
2023-07-10,80.12712274295123
2023-07-11,81.04812415378976
2023-07-12,79.20612133211272
2023-07-13,79.20612133211272
2023-07-14,77.36411851043567
2023-07-15,83.81112838630531
2023-07-16,75.52211568875863
2023-07-17,86.57413261882087
2023-07-18,77.36411851043567
2023-07-19,83.81112838630531
2023-07-20,76.44311709959716
2023-07-21,76.44311709959716
2023-07-22,81.96912556462827
2023-07-23,74.60111427792012
2023-07-24,81.04812415378976
2023-07-25,86.57413261882087
2023-07-26,79.20612133211272
2023-07-27,76.44311709959716
2023-07-28,81.04812415378976
2023-07-29,83.81112838630531
2023-07-30,73.68011286708159
2023-07-31,81.04812415378976
2023-08-01,79.20612133211272
2023-08-02,74.60111427792012
2023-08-03,75.52211568875863
2023-08-04,76.44311709959716
2023-08-05,79.20612133211272
2023-08-06,73.68011286708159
2023-08-07,78.2851199212742
2023-08-08,71.83811004540456
2023-08-09,75.52211568875863
2023-08-10,74.60111427792012
2023-08-11,81.04812415378976
2023-08-12,81.04812415378976
2023-08-13,72.75911145624308
2023-08-14,76.44311709959716
2023-08-15,80.12712274295123
2023-08-16,76.44311709959716
2023-08-17,76.44311709959716
2023-08-18,81.96912556462827
2023-08-19,82.8901269754668
2023-08-20,72.75911145624308
2023-08-21,76.44311709959716
2023-08-22,77.36411851043567
2023-08-23,71.83811004540456
2023-08-24,73.68011286708159
2023-08-25,76.44311709959716
2023-08-26,77.36411851043567
2023-08-27,69.99610722372752
2023-08-28,75.52211568875863
2023-08-29,73.68011286708159
2023-08-30,73.68011286708159
2023-08-31,73.68011286708159
2023-09-01,74.60111427792012
2023-09-02,76.44311709959716
2023-09-03,71.83811004540456
2023-09-04,71.83811004540456
2023-09-05,73.68011286708159
2023-09-06,71.83811004540456
2023-09-07,72.75911145624308
2023-09-08,70.91710863456603
2023-09-09,71.83811004540456
2023-09-10,67.23310299121195
2023-09-11,71.83811004540456
2023-09-12,69.99610722372752
2023-09-13,72.75911145624308
2023-09-14,77.36411851043567
2023-09-15,76.44311709959716
2023-09-16,74.60111427792012
2023-09-17,69.07510581288899
2023-09-18,70.91710863456603
2023-09-19,78.2851199212742
2023-09-20,74.60111427792012
2023-09-21,72.75911145624308
2023-09-22,71.83811004540456
2023-09-23,74.60111427792012
2023-09-24,72.75911145624308
2023-09-25,74.60111427792012
2023-09-26,73.68011286708159
2023-09-27,70.91710863456603
2023-09-28,69.07510581288899
2023-09-29,72.75911145624308
2023-09-30,72.75911145624308
2023-10-01,68.15410440205048
2023-10-02,72.75911145624308
2023-10-03,69.99610722372752
2023-10-04,66.31210158037344
2023-10-05,69.07510581288899
2023-10-06,69.99610722372752
2023-10-07,70.91710863456603
2023-10-08,65.39110016953492
2023-10-09,75.52211568875863
2023-10-10,69.99610722372752
2023-10-11,65.39110016953492
2023-10-12,73.68011286708159
2023-10-13,69.99610722372752
2023-10-14,70.91710863456603
2023-10-15,67.23310299121195
2023-10-16,73.68011286708159
2023-10-17,67.23310299121195
2023-10-18,69.99610722372752
2023-10-19,70.91710863456603
2023-10-20,70.91710863456603
2023-10-21,71.83811004540456
2023-10-22,68.15410440205048
2023-10-23,69.99610722372752
2023-10-24,67.23310299121195
2023-10-25,68.15410440205048
2023-10-26,71.83811004540456
2023-10-27,69.99610722372752
2023-10-28,69.99610722372752
2023-10-29,63.549097347857874
2023-10-30,68.15410440205048
2023-10-31,69.99610722372752
2023-11-01,68.15410440205048
2023-11-02,69.99610722372752
2023-11-03,69.99610722372752
2023-11-04,71.83811004540456
2023-11-05,64.4700987586964
2023-11-06,69.99610722372752
2023-11-07,70.91710863456603
2023-11-08,64.4700987586964
2023-11-09,67.23310299121195
2023-11-10,71.83811004540456
2023-11-11,69.07510581288899
2023-11-12,63.549097347857874
2023-11-13,68.15410440205048
2023-11-14,67.23310299121195
2023-11-15,68.15410440205048
2023-11-16,69.07510581288899
2023-11-17,67.23310299121195
2023-11-18,69.99610722372752
2023-11-19,61.70709452618084
2023-11-20,74.60111427792012
2023-11-21,67.23310299121195
2023-11-22,67.23310299121195
2023-11-23,59.8650917045038
2023-11-24,69.07510581288899
2023-11-25,67.23310299121195
2023-11-26,63.549097347857874
2023-11-27,70.91710863456603
2023-11-28,68.15410440205048
2023-11-29,68.15410440205048
2023-11-30,69.07510581288899
2023-12-01,68.15410440205048
2023-12-02,68.15410440205048
2023-12-03,60.78609311534232
2023-12-04,67.23310299121195
2023-12-05,69.07510581288899
2023-12-06,67.23310299121195
2023-12-07,64.4700987586964
2023-12-08,69.07510581288899
2023-12-09,72.75911145624308
2023-12-10,67.23310299121195
2023-12-11,69.07510581288899
2023-12-12,68.15410440205048
2023-12-13,67.23310299121195
2023-12-14,69.99610722372752
2023-12-15,69.99610722372752
2023-12-16,72.75911145624308
2023-12-17,65.39110016953492
2023-12-18,65.39110016953492
2023-12-19,65.39110016953492
2023-12-20,69.99610722372752
2023-12-21,71.83811004540456
2023-12-22,69.32863990913106
2023-12-23,71.55870512301534
2023-12-24,60.51703652341196
2023-12-25,53.43877848955188
2023-12-26,74.21305188571287
2023-12-27,83.02465527143198
2023-12-28,76.40689794299115
2023-12-29,75.52211568875863
2023-12-30,74.63733343452613
2023-12-31,60.941318072225215
2024-01-01,60.0565358179927
2024-01-02,71.9829866718286
2024-01-03,75.52211568875863
2024-01-04,71.09820441759608
2024-01-05,71.9829866718286
2024-01-06,75.52211568875863
2024-01-07,64.94094779457453
2024-01-08,66.25001159762027
2024-01-09,64.48044708915526
2024-01-10,67.13479385185278
2024-01-11,67.13479385185278
2024-01-12,66.25001159762027
2024-01-13,73.75255118029361
2024-01-14,63.595664834922744
2024-01-15,79.06124470568868
2024-01-16,68.0195761060853
2024-01-17,71.55870512301534
2024-01-18,73.32826963148037
2024-01-19,68.90435836031781
2024-01-20,71.09820441759608
2024-01-21,73.82498949350563
2024-01-22,71.27930020062612
2024-01-23,68.73361090774662
2024-01-24,72.12786329825263
2024-01-25,72.12786329825263
2024-01-26,72.97642639587913
2024-01-27,77.21924188401164
2024-01-28,70.43073710299963
2024-01-29,75.52211568875863
2024-01-30,71.27930020062612
2024-01-31,70.43073710299963
2024-02-01,67.03648471249362
2024-02-02,69.58217400537312
2024-02-03,75.52211568875863
2024-02-04,65.33935851724061
2024-02-05,69.58217400537312
2024-02-06,66.18792161486712
2024-02-07,72.97642639587913
2024-02-08,71.27930020062612
2024-02-09,69.58217400537312
2024-02-10,78.91636807926464
2024-02-11,63.64223232198761
2024-02-12,59.399416833855106
2024-02-13,69.58217400537312
2024-02-14,66.18792161486712
2024-02-15,67.88504781012011
2024-02-16,72.12786329825263
2024-02-17,72.97642639587913
2024-02-18,70.43073710299963
2024-02-19,75.52211568875863
2024-02-20,72.12786329825263
2024-02-21,72.97642639587913
2024-02-22,73.82498949350563
2024-02-23,75.52211568875863
2024-02-24,79.76493117689114
2024-02-25,71.27930020062612
2024-02-26,72.12786329825263
2024-02-27,72.12786329825263
2024-02-28,71.27930020062612
2024-02-29,72.97642639587913
2024-03-01,72.12786329825263
2024-03-02,74.67355259113214
2024-03-03,73.82498949350563
2024-03-04,71.27930020062612
2024-03-05,71.27930020062612
2024-03-06,69.58217400537312
2024-03-07,68.73361090774662
2024-03-08,67.88504781012011
2024-03-09,74.67355259113214
2024-03-10,64.49079541961412
2024-03-11,72.12786329825263
2024-03-12,70.43073710299963
2024-03-13,69.58217400537312
2024-03-14,71.27930020062612
2024-03-15,72.97642639587913
2024-03-16,77.21924188401164
2024-03-17,69.58217400537312
2024-03-18,68.73361090774662
2024-03-19,72.12786329825263
2024-03-20,71.27930020062612
2024-03-21,67.88504781012011
2024-03-22,69.58217400537312
2024-03-23,77.21924188401164
2024-03-24,71.27930020062612
2024-03-25,69.58217400537312
2024-03-26,67.03648471249362
2024-03-27,72.12786329825263
2024-03-28,70.43073710299963
2024-03-29,72.97642639587913
2024-03-30,72.97642639587913
2024-03-31,67.03648471249362
2024-04-01,68.73361090774662
2024-04-02,67.88504781012011
2024-04-03,71.27930020062612
2024-04-04,64.49079541961412
2024-04-05,69.58217400537312
2024-04-06,79.76493117689114
2024-04-07,69.58217400537312
2024-04-08,63.64223232198761
2024-04-09,71.27930020062612
2024-04-10,72.97642639587913
2024-04-11,71.27930020062612
2024-04-12,77.21924188401164
2024-04-13,75.52211568875863
2024-04-14,67.88504781012011
2024-04-15,71.27930020062612
2024-04-16,70.43073710299963
2024-04-17,70.43073710299963
2024-04-18,73.82498949350563
2024-04-19,72.12786329825263
2024-04-20,75.52211568875863
2024-04-21,71.27930020062612
2024-04-22,72.12786329825263
2024-04-23,72.12786329825263
2024-04-24,70.43073710299963
2024-04-25,72.12786329825263
2024-04-26,69.58217400537312
2024-04-27,74.67355259113214
2024-04-28,68.73361090774662
2024-04-29,68.73361090774662
2024-04-30,70.43073710299963
2024-05-01,67.88504781012011
2024-05-02,71.27930020062612
2024-05-03,72.12786329825263
2024-05-04,73.82498949350563
2024-05-05,67.03648471249362
2024-05-06,72.12786329825263
2024-05-07,68.73361090774662
2024-05-08,68.73361090774662
2024-05-09,71.27930020062612
2024-05-10,68.73361090774662
2024-05-11,69.58217400537312
2024-05-12,61.94510612673461
2024-05-13,72.97642639587913
2024-05-14,71.27930020062612
2024-05-15,68.73361090774662
2024-05-16,69.58217400537312
2024-05-17,72.97642639587913
2024-05-18,77.21924188401164
2024-05-19,70.43073710299963
2024-05-20,73.82498949350563
2024-05-21,71.27930020062612
2024-05-22,67.03648471249362
2024-05-23,71.27930020062612
2024-05-24,73.82498949350563
2024-05-25,77.21924188401164
2024-05-26,67.03648471249362
2024-05-27,70.43073710299963
2024-05-28,70.43073710299963
2024-05-29,74.67355259113214
2024-05-30,71.27930020062612
2024-05-31,72.12786329825263
2024-06-01,72.97642639587913
2024-06-02,69.58217400537312
2024-06-03,72.97642639587913
2024-06-04,73.82498949350563
2024-06-05,79.76493117689114
2024-06-06,71.27930020062612
2024-06-07,72.97642639587913
2024-06-08,78.06780498163813
2024-06-09,69.58217400537312
2024-06-10,77.21924188401164
2024-06-11,71.27930020062612
2024-06-12,77.21924188401164
2024-06-13,77.21924188401164
2024-06-14,75.52211568875863
2024-06-15,74.67355259113214
2024-06-16,70.43073710299963
2024-06-17,76.37067878638514
2024-06-18,76.37067878638514
2024-06-19,78.91636807926464
2024-06-20,75.52211568875863
2024-06-21,74.67355259113214
2024-06-22,75.52211568875863
2024-06-23,70.43073710299963
2024-06-24,73.82498949350563
2024-06-25,78.06780498163813
2024-06-26,72.97642639587913
2024-06-27,76.37067878638514
2024-06-28,72.12786329825263
2024-06-29,77.21924188401164
2024-06-30,71.27930020062612
2024-07-01,75.52211568875863
2024-07-02,71.27930020062612
2024-07-03,72.12786329825263
2024-07-04,68.73361090774662
2024-07-05,73.82498949350563
2024-07-06,72.97642639587913
2024-07-07,68.73361090774662
2024-07-08,75.52211568875863
2024-07-09,72.97642639587913
2024-07-10,72.97642639587913
2024-07-11,77.21924188401164
2024-07-12,76.37067878638514
2024-07-13,78.06780498163813
2024-07-14,66.18792161486712
2024-07-15,72.12786329825263
2024-07-16,72.97642639587913
2024-07-17,70.43073710299963
2024-07-18,77.21924188401164
2024-07-19,74.67355259113214
2024-07-20,80.61349427451765
2024-07-21,70.43073710299963
2024-07-22,72.12786329825263
2024-07-23,78.06780498163813
2024-07-24,74.67355259113214
2024-07-25,79.76493117689114
2024-07-26,76.37067878638514
2024-07-27,79.76493117689114
2024-07-28,72.12786329825263
2024-07-29,76.37067878638514
2024-07-30,72.97642639587913
2024-07-31,72.97642639587913
2024-08-01,73.82498949350563
2024-08-02,76.37067878638514
2024-08-03,75.52211568875863
2024-08-04,69.58217400537312
2024-08-05,72.12786329825263
2024-08-06,73.82498949350563
2024-08-07,73.82498949350563
2024-08-08,71.27930020062612
2024-08-09,75.52211568875863
2024-08-10,77.21924188401164
2024-08-11,69.58217400537312
2024-08-12,81.46205737214414
2024-08-13,79.76493117689114
2024-08-14,77.21924188401164
2024-08-15,76.37067878638514
2024-08-16,77.21924188401164
2024-08-17,76.37067878638514
2024-08-18,73.84026339153687
2024-08-19,75.98199671197153
2024-08-20,74.69898927734758
2024-08-21,74.69898927734758
2024-08-22,74.69898927734758
2024-08-23,77.27516693477972
2024-08-24,84.56925557007864
2024-08-25,74.69898927734758
2024-08-26,77.27516693477972
2024-08-27,75.98199671197153
2024-08-28,74.69898927734758
2024-08-29,74.69898927734758
2024-08-30,73.84026339153687
2024-08-31,71.26408573410474
2024-09-01,66.97045630505119
2024-09-02,71.688367282918
2024-09-03,72.98153750572615
2024-09-04,73.84026339153687
2024-09-05,72.12281161991545
2024-09-06,66.11173041924047
2024-09-07,72.12281161991545
2024-09-08,67.8291821908619
2024-09-09,71.26408573410474
2024-09-10,66.97045630505119
2024-09-11,65.25300453342976
2024-09-12,67.8291821908619
2024-09-13,72.98153750572615
2024-09-14,72.98153750572615
2024-09-15,62.25254532718438
2024-09-16,66.97045630505119
2024-09-17,68.64220524559859
2024-09-18,69.5110939195935
2024-09-19,68.64220524559859
2024-09-20,71.24887126758335
2024-09-21,74.72442596356302
2024-09-22,68.64220524559859
