Time,stock_futures
2022-04-01,28.0
2022-04-02,5.0
2022-04-03,15.0
2022-04-04,36.0
2022-04-05,26.0
2022-04-06,32.0
2022-04-07,30.0
2022-04-08,27.0
2022-04-09,5.0
2022-04-10,14.0
2022-04-11,38.0
2022-04-12,33.0
2022-04-13,31.0
2022-04-14,27.0
2022-04-15,18.0
2022-04-16,5.0
2022-04-17,15.0
2022-04-18,37.0
2022-04-19,28.0
2022-04-20,28.0
2022-04-21,28.0
2022-04-22,29.0
2022-04-23,8.0
2022-04-24,21.0
2022-04-25,61.0
2022-04-26,34.0
2022-04-27,40.0
2022-04-28,33.0
2022-04-29,33.0
2022-04-30,8.0
2022-05-01,24.0
2022-05-02,56.0
2022-05-03,30.0
2022-05-04,28.0
2022-05-05,36.0
2022-05-06,44.0
2022-05-07,6.0
2022-05-08,21.0
2022-05-09,79.0
2022-05-10,51.0
2022-05-11,47.0
2022-05-12,51.0
2022-05-13,39.0
2022-05-14,8.0
2022-05-15,25.0
2022-05-16,68.0
2022-05-17,39.0
2022-05-18,43.0
2022-05-19,54.0
2022-05-20,39.0
2022-05-21,6.0
2022-05-22,24.0
2022-05-23,77.0
2022-05-24,44.0
2022-05-25,38.0
2022-05-26,41.0
2022-05-27,36.0
2022-05-28,6.0
2022-05-29,9.0
2022-05-30,34.0
2022-05-31,57.0
2022-06-01,35.0
2022-06-02,35.0
2022-06-03,37.0
2022-06-04,5.0
2022-06-05,19.0
2022-06-06,42.0
2022-06-07,36.0
2022-06-08,35.0
2022-06-09,34.0
2022-06-10,35.0
2022-06-11,8.0
2022-06-12,24.0
2022-06-13,84.0
2022-06-14,59.0
2022-06-15,46.0
2022-06-16,57.0
2022-06-17,49.0
2022-06-18,9.0
2022-06-19,17.0
2022-06-20,54.0
2022-06-21,60.0
2022-06-22,49.0
2022-06-23,43.0
2022-06-24,37.0
2022-06-25,9.0
2022-06-26,24.0
2022-06-27,65.0
2022-06-28,39.0
2022-06-29,40.0
2022-06-30,38.0
2022-07-01,36.0
2022-07-02,4.0
2022-07-03,6.0
2022-07-04,28.0
2022-07-05,51.0
2022-07-06,37.0
2022-07-07,36.0
2022-07-08,34.0
2022-07-09,6.0
2022-07-10,16.0
2022-07-11,45.0
2022-07-12,34.0
2022-07-13,38.0
2022-07-14,38.0
2022-07-15,34.0
2022-07-16,6.0
2022-07-17,22.0
2022-07-18,46.0
2022-07-19,33.0
2022-07-20,41.0
2022-07-21,37.0
2022-07-22,36.0
2022-07-23,5.0
2022-07-24,19.0
2022-07-25,43.0
2022-07-26,36.0
2022-07-27,37.0
2022-07-28,40.0
2022-07-29,40.0
2022-07-30,6.0
2022-07-31,20.0
2022-08-01,48.0
2022-08-02,36.0
2022-08-03,34.0
2022-08-04,37.0
2022-08-05,35.0
2022-08-06,5.0
2022-08-07,17.0
2022-08-08,42.0
2022-08-09,35.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,31.0
2022-08-13,6.0
2022-08-14,19.0
2022-08-15,40.0
2022-08-16,35.0
2022-08-17,34.0
2022-08-18,32.0
2022-08-19,29.0
2022-08-20,4.0
2022-08-21,16.0
2022-08-22,40.0
2022-08-23,35.0
2022-08-24,31.0
2022-08-25,31.0
2022-08-26,26.0
2022-08-27,8.0
2022-08-28,24.0
2022-08-29,46.018139714395986
2022-08-30,36.979351601698184
2022-08-31,37.30355075260517
2022-09-01,34.682554998070245
2022-09-02,26.292165187186413
2022-09-03,4.2693940563489
2022-09-04,7.890389810883828
2022-09-05,25.967966036279428
2022-09-06,39.77614820532612
2022-09-07,31.8857583944423
2022-09-08,31.061559243535314
2022-09-09,26.792165187186413
2022-09-10,5.093593207255886
2022-09-11,15.280779621767657
2022-09-12,34.182554998070245
2022-09-13,38.127749903512154
2022-09-14,42.897143959861054
2022-09-15,33.034156696256275
2022-09-16,33.034156696256275
2022-09-17,5.093593207255886
2022-09-18,16.10497877267464
2022-09-19,39.77614820532612
2022-09-20,29.913160941721344
2022-09-21,35.00675414897723
2022-09-22,35.830953299884214
2022-09-23,31.8857583944423
2022-09-24,7.066190659976843
2022-09-25,18.901775376302584
2022-09-26,47.99073716711694
2022-09-27,37.80355075260517
2022-09-28,38.903898108838284
2022-09-29,37.60710150521034
2022-09-30,34.36510999614048
2022-10-01,5.835584716325743
2022-10-02,20.100347356233115
2022-10-03,44.091084523350055
2022-10-04,38.255499807024314
2022-10-05,42.79428791972211
2022-10-06,36.95870320339637
2022-10-07,35.66190659976843
2022-10-08,5.835584716325743
2022-10-09,18.80355075260517
2022-10-10,42.79428791972211
2022-10-11,33.71671169432651
2022-10-12,33.71671169432651
2022-10-13,37.60710150521034
2022-10-14,35.66190659976843
2022-10-15,5.835584716325743
2022-10-16,14.913160941721342
2022-10-17,37.60710150521034
2022-10-18,35.66190659976843
2022-10-19,36.95870320339637
2022-10-20,33.71671169432651
2022-10-21,31.771516788884597
2022-10-22,5.187186414511771
2022-10-23,15.561559243535314
2022-10-24,42.79428791972211
2022-10-25,33.71671169432651
2022-10-26,37.60710150521034
2022-10-27,36.95870320339637
2022-10-28,31.771516788884597
2022-10-29,6.483983018139714
2022-10-30,18.1551524507912
2022-10-31,43.442686221536086
2022-11-01,31.771516788884597
2022-11-02,30.474720185256658
2022-11-03,33.71671169432651
2022-11-04,27.881126978000772
2022-11-05,4.5387881126978
2022-11-06,13.6163643380934
2022-11-07,37.60710150521034
2022-11-08,28.52952527981474
2022-11-09,36.95870320339637
2022-11-10,34.36510999614048
2022-11-11,39.552296410652254
2022-11-12,5.835584716325743
2022-11-13,17.50675414897723
2022-11-14,45.387881126978
2022-11-15,32.41991509069857
2022-11-16,35.66190659976843
2022-11-17,35.01350829795446
2022-11-18,32.41991509069857
2022-11-19,3.8903898108838284
2022-11-20,10.374372829023542
2022-11-21,37.60710150521034
2022-11-22,27.2327286761868
2022-11-23,27.881126978000772
2022-11-24,11.671169432651485
2022-11-25,25.935932072558856
2022-11-26,5.187186414511771
2022-11-27,11.671169432651485
2022-11-28,34.36510999614048
2022-11-29,28.52952527981474
2022-11-30,25.287533770744886
2022-12-01,31.771516788884597
2022-12-02,28.52952527981474
2022-12-03,3.8903898108838284
2022-12-04,10.374372829023542
2022-12-05,35.66190659976843
2022-12-06,29.17792358162871
2022-12-07,28.52952527981474
2022-12-08,26.584330374372826
2022-12-09,26.584330374372826
2022-12-10,3.8903898108838284
2022-12-11,10.374372829023542
2022-12-12,33.06831339251254
2022-12-13,31.123118487070627
2022-12-14,27.2327286761868
2022-12-15,29.826321883442684
2022-12-16,31.123118487070627
2022-12-17,5.187186414511771
2022-12-18,9.725974527209571
2022-12-19,35.01350829795446
2022-12-20,29.17792358162871
2022-12-21,27.881126978000772
2022-12-22,32.41991509069857
2022-12-23,25.935932072558856
2022-12-24,4.5387881126978
2022-12-25,5.835584716325743
2022-12-26,25.935932072558856
2022-12-27,39.552296410652254
2022-12-28,27.881126978000772
2022-12-29,27.2327286761868
2022-12-30,27.881126978000772
2022-12-31,3.241991509069857
2023-01-01,5.835584716325743
2023-01-02,22.045542261675028
2023-01-03,37.60710150521034
2023-01-04,25.935932072558856
2023-01-05,29.826321883442684
2023-01-06,26.584330374372826
2023-01-07,5.187186414511771
2023-01-08,12.319567734465457
2023-01-09,37.60710150521034
2023-01-10,30.474720185256658
2023-01-11,26.584330374372826
2023-01-12,33.06831339251254
2023-01-13,30.474720185256658
2023-01-14,4.5387881126978
2023-01-15,7.132381319953685
2023-01-16,23.99073716711694
2023-01-17,39.552296410652254
2023-01-18,25.287533770744886
2023-01-19,29.17792358162871
2023-01-20,25.287533770744886
2023-01-21,5.187186414511771
2023-01-22,11.022771130837514
2023-01-23,37.60710150521034
2023-01-24,31.123118487070627
2023-01-25,29.826321883442684
2023-01-26,29.826321883442684
2023-01-27,29.826321883442684
2023-01-28,4.5387881126978
2023-01-29,10.374372829023542
2023-01-30,36.95870320339637
2023-01-31,31.123118487070627
2023-02-01,29.17792358162871
2023-02-02,33.71671169432651
2023-02-03,36.3103049015824
2023-02-04,5.187186414511771
2023-02-05,12.967966036279428
2023-02-06,38.255499807024314
2023-02-07,32.41991509069857
2023-02-08,29.17792358162871
2023-02-09,31.123118487070627
2023-02-10,29.826321883442684
2023-02-11,3.241991509069857
2023-02-12,8.429177923581628
2023-02-13,31.123118487070627
2023-02-14,31.771516788884597
2023-02-15,26.584330374372826
2023-02-16,29.826321883442684
2023-02-17,26.584330374372826
2023-02-18,4.5387881126978
2023-02-19,6.483983018139714
2023-02-20,24.639135468930913
2023-02-21,35.01350829795446
2023-02-22,30.474720185256658
2023-02-23,28.52952527981474
2023-02-24,22.693940563489
2023-02-25,4.5387881126978
2023-02-26,10.374372829023542
2023-02-27,35.01350829795446
2023-02-28,25.287533770744886
2023-03-01,25.935932072558856
2023-03-02,25.287533770744886
2023-03-03,23.99073716711694
2023-03-04,3.8903898108838284
2023-03-05,10.374372829023542
2023-03-06,33.71671169432651
2023-03-07,23.34233886530297
2023-03-08,24.639135468930913
2023-03-09,25.287533770744886
2023-03-10,33.71671169432651
2023-03-11,7.132381319953685
2023-03-12,29.17792358162871
2023-03-13,64.83983018139713
2023-03-14,38.255499807024314
2023-03-15,38.903898108838284
2023-03-16,39.552296410652254
2023-03-17,34.36510999614048
2023-03-18,6.483983018139714
2023-03-19,21.397143959861054
2023-03-20,49.926669239675796
2023-03-21,30.474720185256658
2023-03-22,33.06831339251254
2023-03-23,34.36510999614048
2023-03-24,27.881126978000772
2023-03-25,4.5387881126978
2023-03-26,14.26476263990737
2023-03-27,37.60710150521034
2023-03-28,26.584330374372826
2023-03-29,25.287533770744886
2023-03-30,27.2327286761868
2023-03-31,29.17792358162871
2023-04-01,5.835584716325743
2023-04-02,16.209957545349283
2023-04-03,38.255499807024314
2023-04-04,28.52952527981474
2023-04-05,29.17792358162871
2023-04-06,27.2327286761868
2023-04-07,22.693940563489
2023-04-08,5.835584716325743
2023-04-09,12.319567734465457
2023-04-10,35.66190659976843
2023-04-11,27.2327286761868
2023-04-12,27.2327286761868
2023-04-13,27.2327286761868
2023-04-14,25.935932072558856
2023-04-15,3.241991509069857
2023-04-16,11.022771130837514
2023-04-17,29.17792358162871
2023-04-18,23.99073716711694
2023-04-19,22.693940563489
2023-04-20,23.34233886530297
2023-04-21,22.045542261675028
2023-04-22,3.8903898108838284
2023-04-23,11.022771130837514
2023-04-24,25.935932072558856
2023-04-25,22.693940563489
2023-04-26,24.667508494574548
2023-04-27,24.667508494574548
2023-04-28,22.020155870309672
2023-04-29,2.6473526242648746
2023-04-30,11.623681947626878
2023-05-01,30.996485193671674
2023-05-02,21.50302014502598
2023-05-03,23.957436194914152
2023-05-04,24.667508494574548
2023-05-05,23.957436194914152
2023-05-06,2.6473526242648746
2023-05-07,12.333754247287274
2023-05-08,30.28641289401128
2023-05-09,23.44030046963046
2023-05-10,22.020155870309672
2023-05-11,22.73022816997007
2023-05-12,21.82721929593297
2023-05-13,2.6473526242648746
2023-05-14,8.459193598078315
2023-05-15,27.121924544462715
2023-05-16,22.73022816997007
2023-05-17,22.73022816997007
2023-05-18,24.474571920197842
2023-05-19,23.957436194914152
2023-05-20,3.1644883495485647
2023-05-21,11.106546222343187
2023-05-22,26.41185224480232
2023-05-23,23.247363895253756
2023-05-24,22.73022816997007
2023-05-25,25.89471651951863
2023-05-26,21.994769478944317
2023-05-27,3.0869851900272725
2023-05-28,11.96206761135568
2023-05-29,25.853500966478407
2023-05-30,38.58731487534091
2023-05-31,25.467627817725
2023-06-01,32.41334449528636
2023-06-02,28.168739858998862
2023-06-03,4.2446046362875
2023-06-04,16.20667224764318
2023-06-05,33.57096394154659
2023-06-06,24.31000837146477
2023-06-07,24.31000837146477
2023-06-08,22.380642627697725
2023-06-09,20.83715003268409
2023-06-10,3.0869851900272725
2023-06-11,10.032701867588635
2023-06-12,30.869851900272725
2023-06-13,24.69588152021818
2023-06-14,23.92413522271136
2023-06-15,28.55461300775227
2023-06-16,25.081754668971588
2023-06-17,3.8587314875340906
2023-06-18,7.717462975068181
2023-06-19,27.78286671024545
2023-06-20,28.55461300775227
2023-06-21,23.152388925204544
2023-06-22,21.223023181437497
2023-06-23,24.31000837146477
2023-06-24,4.2446046362875
2023-06-25,11.96206761135568
2023-06-26,27.396993561492042
2023-06-27,21.994769478944317
2023-06-28,20.45127688393068
2023-06-29,21.994769478944317
2023-06-30,19.679530586423862
2023-07-01,3.4728583387806813
2023-07-02,10.032701867588635
2023-07-03,27.011120412738634
2023-07-04,10.804448165095454
2023-07-05,27.396993561492042
2023-07-06,25.081754668971588
2023-07-07,23.538262073957952
2023-07-08,3.0869851900272725
2023-07-09,9.260955570081817
2023-07-10,26.239374115231815
2023-07-11,19.679530586423862
2023-07-12,23.152388925204544
2023-07-13,22.766515776451133
2023-07-14,23.92413522271136
2023-07-15,3.4728583387806813
2023-07-16,9.260955570081817
2023-07-17,26.239374115231815
2023-07-18,21.994769478944317
2023-07-19,21.60889633019091
2023-07-20,22.380642627697725
2023-07-21,20.83715003268409
2023-07-22,3.8587314875340906
2023-07-23,9.260955570081817
2023-07-24,25.853500966478407
2023-07-25,19.679530586423862
2023-07-26,20.45127688393068
2023-07-27,22.380642627697725
2023-07-28,18.136037991410227
2023-07-29,2.7011120412738636
2023-07-30,10.032701867588635
2023-07-31,25.081754668971588
2023-08-01,21.223023181437497
2023-08-02,24.69588152021818
2023-08-03,25.467627817725
2023-08-04,21.223023181437497
2023-08-05,3.4728583387806813
2023-08-06,8.875082421328408
2023-08-07,25.853500966478407
2023-08-08,21.60889633019091
2023-08-09,21.223023181437497
2023-08-10,22.380642627697725
2023-08-11,20.06540373517727
2023-08-12,2.7011120412738636
2023-08-13,8.489209272575
2023-08-14,21.994769478944317
2023-08-15,20.45127688393068
2023-08-16,21.223023181437497
2023-08-17,19.679530586423862
2023-08-18,19.293657437670454
2023-08-19,3.4728583387806813
2023-08-20,7.717462975068181
2023-08-21,23.152388925204544
2023-08-22,18.907784288917043
2023-08-23,20.83715003268409
2023-08-24,21.223023181437497
2023-08-25,17.750164842656815
2023-08-26,3.8587314875340906
2023-08-27,6.559843528807954
2023-08-28,20.83715003268409
2023-08-29,18.907784288917043
2023-08-30,19.293657437670454
2023-08-31,17.750164842656815
2023-09-01,17.750164842656815
2023-09-02,3.0869851900272725
2023-09-03,3.8587314875340906
2023-09-04,11.576194462602272
2023-09-05,23.92413522271136
2023-09-06,20.06540373517727
2023-09-07,19.679530586423862
2023-09-08,14.277306503876135
2023-09-09,2.7011120412738636
2023-09-10,6.559843528807954
2023-09-11,21.223023181437497
2023-09-12,16.97841854515
2023-09-13,16.97841854515
2023-09-14,16.20667224764318
2023-09-15,17.750164842656815
2023-09-16,2.7011120412738636
2023-09-17,7.717462975068181
2023-09-18,20.06540373517727
2023-09-19,16.592545396396588
2023-09-20,16.592545396396588
2023-09-21,19.679530586423862
2023-09-22,18.907784288917043
2023-09-23,3.0869851900272725
2023-09-24,7.331589826314772
2023-09-25,21.223023181437497
2023-09-26,20.06540373517727
2023-09-27,18.136037991410227
2023-09-28,18.136037991410227
2023-09-29,19.679530586423862
2023-09-30,3.8587314875340906
2023-10-01,10.032701867588635
2023-10-02,23.152388925204544
2023-10-03,18.907784288917043
2023-10-04,21.994769478944317
2023-10-05,19.679530586423862
2023-10-06,18.136037991410227
2023-10-07,5.402224082547727
2023-10-08,16.20667224764318
2023-10-09,31.255725049026132
2023-10-10,22.380642627697725
2023-10-11,18.907784288917043
2023-10-12,19.293657437670454
2023-10-13,17.364291693903407
2023-10-14,4.630477785040909
2023-10-15,8.489209272575
2023-10-16,20.45127688393068
2023-10-17,19.293657437670454
2023-10-18,18.136037991410227
2023-10-19,17.750164842656815
2023-10-20,16.97841854515
2023-10-21,6.173970380054545
2023-10-22,10.418575016342045
2023-10-23,21.994769478944317
2023-10-24,20.45127688393068
2023-10-25,21.223023181437497
2023-10-26,20.45127688393068
2023-10-27,20.83715003268409
2023-10-28,3.4728583387806813
2023-10-29,8.10333612382159
2023-10-30,21.994769478944317
2023-10-31,19.679530586423862
2023-11-01,19.679530586423862
2023-11-02,18.521911140163635
2023-11-03,22.380642627697725
2023-11-04,5.0163509337943175
2023-11-05,8.489209272575
2023-11-06,25.081754668971588
2023-11-07,18.521911140163635
2023-11-08,18.136037991410227
2023-11-09,19.293657437670454
2023-11-10,18.521911140163635
2023-11-11,3.0869851900272725
2023-11-12,7.331589826314772
2023-11-13,24.31000837146477
2023-11-14,21.223023181437497
2023-11-15,23.538262073957952
2023-11-16,20.83715003268409
2023-11-17,17.750164842656815
2023-11-18,3.4728583387806813
2023-11-19,6.173970380054545
2023-11-20,26.625247263985226
2023-11-21,19.679530586423862
2023-11-22,17.750164842656815
2023-11-23,6.559843528807954
2023-11-24,18.136037991410227
2023-11-25,2.7011120412738636
2023-11-26,7.331589826314772
2023-11-27,21.223023181437497
2023-11-28,20.45127688393068
2023-11-29,18.136037991410227
2023-11-30,19.293657437670454
2023-12-01,16.20667224764318
2023-12-02,4.630477785040909
2023-12-03,6.559843528807954
2023-12-04,24.69588152021818
2023-12-05,16.592545396396588
2023-12-06,17.750164842656815
2023-12-07,16.97841854515
2023-12-08,14.277306503876135
2023-12-09,3.8587314875340906
2023-12-10,7.717462975068181
2023-12-11,23.92413522271136
2023-12-12,21.60889633019091
2023-12-13,20.06540373517727
2023-12-14,24.31000837146477
2023-12-15,21.223023181437497
2023-12-16,3.4728583387806813
2023-12-17,7.717462975068181
2023-12-18,23.152388925204544
2023-12-19,18.136037991410227
2023-12-20,21.60889633019091
2023-12-21,20.83715003268409
2023-12-22,21.74597001567532
2023-12-23,2.85973144830312
2023-12-24,3.81583502834978
2023-12-25,8.965067493662769
2023-12-26,26.132035475318347
2023-12-27,18.886238567372196
2023-12-28,18.693301992995494
2023-12-29,18.12307156170224
2023-12-30,3.245604597056529
2023-12-31,2.4824375913865726
2024-01-01,9.728234499332725
2024-01-02,27.281075629741714
2024-01-03,21.93890659005202
2024-01-04,20.982803010005362
2024-01-05,16.596737550362327
2024-01-06,3.6228984539730753
2024-01-07,6.105336045359648
2024-01-08,20.982803010005362
2024-01-09,17.930134987325538
2024-01-10,17.930134987325538
2024-01-11,18.316008136078946
2024-01-12,17.359904556032284
2024-01-13,2.4824375913865726
2024-01-14,3.81583502834978
2024-01-15,13.544069527682504
2024-01-16,20.41257257871211
2024-01-17,17.930134987325538
2024-01-18,16.596737550362327
2024-01-19,18.12307156170224
2024-01-20,3.81583502834978
2024-01-21,8.300464852164033
2024-01-22,22.637631414992818
2024-01-23,17.35551741816116
2024-01-24,19.619280559660442
2024-01-25,18.110105131994256
2024-01-26,17.35551741816116
2024-01-27,3.018350855332376
2024-01-28,6.791289424497846
2024-01-29,18.86469284582735
2024-01-30,17.35551741816116
2024-01-31,15.846341990494974
2024-02-01,16.600929704328067
2024-02-02,18.86469284582735
2024-02-03,3.7729385691654698
2024-02-04,6.791289424497846
2024-02-05,21.12845598732663
2024-02-06,15.846341990494974
2024-02-07,15.091754276661879
2024-02-08,15.846341990494974
2024-02-09,15.846341990494974
2024-02-10,3.018350855332376
2024-02-11,6.036701710664752
2024-02-12,18.110105131994256
2024-02-13,18.86469284582735
2024-02-14,18.110105131994256
2024-02-15,16.600929704328067
2024-02-16,16.600929704328067
2024-02-17,3.018350855332376
2024-02-18,5.282113996831658
2024-02-19,15.846341990494974
2024-02-20,21.883043701159725
2024-02-21,17.35551741816116
2024-02-22,19.619280559660442
2024-02-23,18.86469284582735
2024-02-24,2.263763141499282
2024-02-25,8.300464852164033
2024-02-26,21.883043701159725
2024-02-27,15.846341990494974
2024-02-28,15.091754276661879
2024-02-29,14.337166562828786
2024-03-01,15.091754276661879
2024-03-02,2.263763141499282
2024-03-03,8.300464852164033
2024-03-04,22.637631414992818
2024-03-05,16.600929704328067
2024-03-06,15.846341990494974
2024-03-07,15.846341990494974
2024-03-08,18.110105131994256
2024-03-09,3.7729385691654698
2024-03-10,9.055052565997128
2024-03-11,20.37386827349354
2024-03-12,15.846341990494974
2024-03-13,17.35551741816116
2024-03-14,15.091754276661879
2024-03-15,16.600929704328067
2024-03-16,3.7729385691654698
2024-03-17,6.791289424497846
2024-03-18,20.37386827349354
2024-03-19,13.582578848995691
2024-03-20,15.091754276661879
2024-03-21,15.846341990494974
2024-03-22,15.846341990494974
2024-03-23,3.018350855332376
2024-03-24,8.300464852164033
2024-03-25,17.35551741816116
2024-03-26,16.600929704328067
2024-03-27,16.600929704328067
2024-03-28,15.091754276661879
2024-03-29,8.300464852164033
2024-03-30,3.018350855332376
2024-03-31,7.5458771383309395
2024-04-01,20.37386827349354
2024-04-02,15.091754276661879
2024-04-03,15.846341990494974
2024-04-04,15.846341990494974
2024-04-05,15.846341990494974
2024-04-06,2.263763141499282
2024-04-07,9.055052565997128
2024-04-08,17.35551741816116
2024-04-09,15.091754276661879
2024-04-10,17.35551741816116
2024-04-11,16.600929704328067
2024-04-12,15.091754276661879
2024-04-13,4.527526282998564
2024-04-14,18.86469284582735
2024-04-15,24.9013945564921
2024-04-16,18.86469284582735
2024-04-17,16.600929704328067
2024-04-18,16.600929704328067
2024-04-19,24.9013945564921
2024-04-20,3.7729385691654698
2024-04-21,10.564227993663316
2024-04-22,21.883043701159725
2024-04-23,17.35551741816116
2024-04-24,17.35551741816116
2024-04-25,16.600929704328067
2024-04-26,16.600929704328067
2024-04-27,3.018350855332376
2024-04-28,9.055052565997128
2024-04-29,21.12845598732663
2024-04-30,17.35551741816116
2024-05-01,17.35551741816116
2024-05-02,16.600929704328067
2024-05-03,15.846341990494974
2024-05-04,2.263763141499282
2024-05-05,9.809640279830221
2024-05-06,19.619280559660442
2024-05-07,16.600929704328067
2024-05-08,15.846341990494974
2024-05-09,12.827991135162598
2024-05-10,14.337166562828786
2024-05-11,2.263763141499282
2024-05-12,7.5458771383309395
2024-05-13,18.86469284582735
2024-05-14,15.846341990494974
2024-05-15,18.110105131994256
2024-05-16,15.091754276661879
2024-05-17,16.600929704328067
2024-05-18,2.263763141499282
2024-05-19,6.036701710664752
2024-05-20,18.86469284582735
2024-05-21,14.337166562828786
2024-05-22,15.846341990494974
2024-05-23,17.35551741816116
2024-05-24,15.846341990494974
2024-05-25,2.263763141499282
2024-05-26,3.7729385691654698
2024-05-27,12.073403421329504
2024-05-28,18.86469284582735
2024-05-29,15.846341990494974
2024-05-30,18.110105131994256
2024-05-31,18.110105131994256
2024-06-01,3.018350855332376
2024-06-02,8.300464852164033
2024-06-03,18.86469284582735
2024-06-04,15.091754276661879
2024-06-05,15.091754276661879
2024-06-06,15.091754276661879
2024-06-07,14.337166562828786
2024-06-08,3.018350855332376
2024-06-09,7.5458771383309395
2024-06-10,18.86469284582735
2024-06-11,15.846341990494974
2024-06-12,17.35551741816116
2024-06-13,18.110105131994256
2024-06-14,15.846341990494974
2024-06-15,2.263763141499282
2024-06-16,7.5458771383309395
2024-06-17,19.619280559660442
2024-06-18,15.091754276661879
2024-06-19,12.827991135162598
2024-06-20,18.110105131994256
2024-06-21,15.091754276661879
2024-06-22,1.509175427666188
2024-06-23,6.036701710664752
2024-06-24,19.619280559660442
2024-06-25,14.337166562828786
2024-06-26,15.091754276661879
2024-06-27,14.337166562828786
2024-06-28,16.600929704328067
2024-06-29,3.018350855332376
2024-06-30,5.282113996831658
2024-07-01,19.619280559660442
2024-07-02,15.846341990494974
2024-07-03,14.337166562828786
2024-07-04,7.5458771383309395
2024-07-05,18.86469284582735
2024-07-06,3.7729385691654698
2024-07-07,8.300464852164033
2024-07-08,18.86469284582735
2024-07-09,15.091754276661879
2024-07-10,15.091754276661879
2024-07-11,17.35551741816116
2024-07-12,15.846341990494974
2024-07-13,2.263763141499282
2024-07-14,12.827991135162598
2024-07-15,23.392219128825914
2024-07-16,15.846341990494974
2024-07-17,19.619280559660442
2024-07-18,20.37386827349354
2024-07-19,18.86469284582735
2024-07-20,3.7729385691654698
2024-07-21,13.582578848995691
2024-07-22,24.146806842659007
2024-07-23,16.600929704328067
2024-07-24,17.35551741816116
2024-07-25,21.883043701159725
2024-07-26,15.091754276661879
2024-07-27,3.018350855332376
2024-07-28,9.055052565997128
2024-07-29,21.12845598732663
2024-07-30,15.846341990494974
2024-07-31,17.35551741816116
2024-08-01,18.110105131994256
2024-08-02,22.637631414992818
2024-08-03,5.282113996831658
2024-08-04,17.35551741816116
2024-08-05,75.4587713833094
2024-08-06,50.5573768268173
2024-08-07,35.465622550155416
2024-08-08,26.41056998415829
2024-08-09,21.883043701159725
2024-08-10,6.036701710664752
2024-08-11,15.091754276661879
2024-08-12,27.165157697991383
2024-08-13,18.86469284582735
2024-08-14,21.883043701159725
2024-08-15,19.619280559660442
2024-08-16,18.86469284582735
2024-08-17,3.018350855332376
2024-08-18,10.313320583254043
2024-08-19,23.43559159939852
2024-08-20,21.84246945449503
2024-08-21,18.2789313077715
2024-08-22,19.87205345267499
2024-08-23,16.685809162868008
2024-08-24,2.8089504328904358
2024-08-25,11.529148871240988
2024-08-26,23.81288545631507
2024-08-27,17.063103019784556
2024-08-28,19.87205345267499
2024-08-29,19.033519021604594
2024-08-30,15.469980874881063
2024-08-31,3.186244289806983
2024-09-01,3.5635381467235296
2024-09-02,11.906442728157534
2024-09-03,20.249347309591542
2024-09-04,21.465175597578483
2024-09-05,18.2789313077715
2024-09-06,17.063103019784556
2024-09-07,4.779366434710475
2024-09-08,10.313320583254043
2024-09-09,20.249347309591542
2024-09-10,16.685809162868008
2024-09-11,18.2789313077715
2024-09-12,15.469980874881063
2024-09-13,16.685809162868008
2024-09-14,1.9704160018200385
2024-09-15,8.342904581434004
2024-09-16,20.626641166508087
2024-09-17,15.093619759267154
2024-09-18,16.77068862140795
2024-09-19,23.47896406997113
