Time,stock_futures
2024-09-20,18.447757483548745
2024-09-21,3.35413772428159
2024-09-22,8.385344310703974
2024-09-23,20.12482634568954
2024-09-24,16.77068862140795
2024-09-25,15.093619759267154
2024-09-26,15.093619759267154
2024-09-27,15.093619759267154
2024-09-28,1.677068862140795
2024-09-29,6.70827544856318
2024-09-30,18.447757483548745
2024-10-01,15.093619759267154
2024-10-02,15.093619759267154
2024-10-03,15.093619759267154
2024-10-04,18.447757483548745
2024-10-05,3.35413772428159
2024-10-06,6.70827544856318
2024-10-07,18.447757483548745
2024-10-08,15.093619759267154
2024-10-09,15.093619759267154
2024-10-10,15.093619759267154
2024-10-11,15.093619759267154
2024-10-12,3.35413772428159
2024-10-13,8.385344310703974
2024-10-14,20.12482634568954
2024-10-15,15.093619759267154
2024-10-16,15.093619759267154
2024-10-17,15.093619759267154
2024-10-18,13.41655089712636
2024-10-19,1.677068862140795
2024-10-20,8.385344310703974
2024-10-21,16.77068862140795
2024-10-22,15.093619759267154
2024-10-23,15.093619759267154
2024-10-24,15.093619759267154
2024-10-25,11.739482034985565
2024-10-26,1.677068862140795
2024-10-27,6.70827544856318
2024-10-28,18.447757483548745
2024-10-29,15.093619759267154
2024-10-30,15.093619759267154
2024-10-31,16.77068862140795
2024-11-01,15.093619759267154
2024-11-02,1.677068862140795
2024-11-03,5.031206586422385
2024-11-04,16.77068862140795
2024-11-05,13.41655089712636
2024-11-06,51.98913472636465
2024-11-07,26.83310179425272
2024-11-08,20.12482634568954
2024-11-09,3.35413772428159
2024-11-10,10.06241317284477
2024-11-11,25.156032932111923
2024-11-12,18.447757483548745
2024-11-13,16.77068862140795
2024-11-14,15.093619759267154
2024-11-15,13.41655089712636
2024-11-16,3.35413772428159
2024-11-17,10.06241317284477
2024-11-18,21.801895207830334
2024-11-19,16.77068862140795
2024-11-20,16.77068862140795
2024-11-21,16.77068862140795
2024-11-22,15.093619759267154
2024-11-23,3.35413772428159
2024-11-24,6.70827544856318
2024-11-25,21.801895207830334
2024-11-26,20.12482634568954
2024-11-27,16.77068862140795
2024-11-28,5.031206586422385
2024-11-29,16.77068862140795
2024-11-30,3.35413772428159
2024-12-01,6.70827544856318
2024-12-02,21.801895207830334
2024-12-03,15.093619759267154
2024-12-04,15.093619759267154
2024-12-05,16.77068862140795
2024-12-06,13.41655089712636
2024-12-07,3.35413772428159
2024-12-08,6.70827544856318
2024-12-09,16.77068862140795
2024-12-10,13.41655089712636
2024-12-11,13.41655089712636
2024-12-12,15.093619759267154
2024-12-13,15.093619759267154
2024-12-14,3.35413772428159
2024-12-15,5.031206586422385
2024-12-16,16.77068862140795
2024-12-17,13.41655089712636
2024-12-18,16.77068862140795
2024-12-19,25.156032932111923
2024-12-20,23.47896406997113
2024-12-21,3.35413772428159
2024-12-22,6.70827544856318
2024-12-23,25.156032932111923
2024-12-24,15.093619759267154
2024-12-25,6.70827544856318
2024-12-26,26.83310179425272
2024-12-27,16.77068862140795
2024-12-28,3.35413772428159
2024-12-29,6.70827544856318
2024-12-30,23.47896406997113
2024-12-31,16.77068862140795
2025-01-01,5.031206586422385
2025-01-02,21.801895207830334
2025-01-03,15.093619759267154
2025-01-04,3.35413772428159
2025-01-05,6.70827544856318
2025-01-06,21.801895207830334
2025-01-07,16.77068862140795
2025-01-08,15.093619759267154
2025-01-09,15.093619759267154
2025-01-10,18.447757483548745
2025-01-11,3.35413772428159
2025-01-12,8.385344310703974
2025-01-13,23.47896406997113
2025-01-14,15.093619759267154
2025-01-15,16.77068862140795
2025-01-16,18.447757483548745
2025-01-17,15.093619759267154
2025-01-18,3.35413772428159
2025-01-19,5.031206586422385
2025-01-20,21.801895207830334
2025-01-21,35.2184461049567
2025-01-22,20.12482634568954
2025-01-23,20.12482634568954
2025-01-24,16.77068862140795
2025-01-25,3.35413772428159
2025-01-26,8.385344310703974
2025-01-27,41.926721553519876
2025-01-28,26.83310179425272
2025-01-29,18.447757483548745
2025-01-30,18.447757483548745
2025-01-31,18.447757483548745
2025-02-01,6.70827544856318
2025-02-02,41.926721553519876
2025-02-03,83.85344310703975
2025-02-04,26.83310179425272
2025-02-05,20.12482634568954
2025-02-06,18.447757483548745
2025-02-07,16.77068862140795
2025-02-08,3.35413772428159
2025-02-09,10.06241317284477
2025-02-10,26.83310179425272
2025-02-11,16.77068862140795
2025-02-12,21.801895207830334
2025-02-13,18.447757483548745
2025-02-14,16.77068862140795
2025-02-15,3.35413772428159
2025-02-16,6.70827544856318
2025-02-17,18.447757483548745
2025-02-18,23.47896406997113
2025-02-19,16.77068862140795
2025-02-20,18.447757483548745
2025-02-21,16.77068862140795
2025-02-22,5.031206586422385
2025-02-23,13.41655089712636
2025-02-24,36.89551496709749
2025-02-25,21.801895207830334
2025-02-26,18.447757483548745
2025-02-27,18.447757483548745
2025-02-28,21.801895207830334
2025-03-01,5.031206586422385
2025-03-02,11.739482034985565
2025-03-03,30.18723951853431
2025-03-04,36.89551496709749
2025-03-05,33.5413772428159
2025-03-06,25.156032932111923
2025-03-07,26.83310179425272
2025-03-08,5.031206586422385
2025-03-09,15.093619759267154
2025-03-10,38.57258382923828
2025-03-11,43.60379041566067
2025-03-12,33.5413772428159
2025-03-13,30.18723951853431
2025-03-14,26.83310179425272
2025-03-15,5.031206586422385
2025-03-16,18.447757483548745
2025-03-17,45.28085927780146
2025-03-18,26.83310179425272
2025-03-19,23.47896406997113
2025-03-20,23.47896406997113
2025-03-21,18.447757483548745
2025-03-22,5.031206586422385
2025-03-23,11.739482034985565
2025-03-24,25.156032932111923
2025-03-25,21.801895207830334
2025-03-26,21.801895207830334
2025-03-27,21.801895207830334
2025-03-28,21.801895207830334
2025-03-29,6.70827544856318
2025-03-30,16.77068862140795
2025-03-31,38.57258382923828
2025-04-01,23.47896406997113
2025-04-02,63.72861676135021
2025-04-03,112.36361376343326
2025-04-04,88.88464969346214
2025-04-05,31.864308380675105
2025-04-06,115.71775148771485
2025-04-07,167.7068862140795
2025-04-08,95.59292514202531
2025-04-09,114.04068262557406
2025-04-10,92.23878741774372
2025-04-11,80.49930538275817
2025-04-12,18.447757483548745
2025-04-13,50.31206586422385
2025-04-14,73.79102993419498
2025-04-15,43.400086543886495
2025-04-16,41.48164254601329
2025-04-17,42.201582257215165
2025-04-18,25.53693126768966
2025-04-19,6.593866424690014
2025-04-20,21.340073416342314
2025-04-21,72.05396609612069
2025-04-22,56.58781939326653
2025-04-23,58.86623324674066
2025-04-24,41.84161240161423
2025-04-25,38.364694261468756
2025-04-26,6.593866424690014
2025-04-27,20.14156912967098
2025-04-28,58.86623324674066
2025-04-29,33.68927183465195
2025-04-30,41.84161240161423
2025-05-01,36.80622011919648
2025-05-02,33.68927183465195
2025-05-03,6.593866424690014
2025-05-04,20.14156912967098
2025-05-05,45.67850039736064
2025-05-06,28.293909696633264
2025-05-07,32.13079769237967
2025-05-08,30.21235369450647
2025-05-09,26.735435554360993
2025-05-10,3.836887995746411
2025-05-11,32.13079769237967
2025-05-12,70.85546180944937
2025-05-13,43.76005639948743
2025-05-14,34.88777612132328
2025-05-15,29.517528159276754
2025-05-16,26.637769314469267
2025-05-17,9.359216245624337
2025-05-18,23.758010469661777
2025-05-19,53.9954783401404
2025-05-20,28.07764873687301
2025-05-21,33.83716642648799
2025-05-22,29.517528159276754
2025-05-23,27.357709025671138
2025-05-24,5.039577978413105
2025-05-25,9.359216245624337
2025-05-26,30.237467870478625
2025-05-27,38.15680469369922
2025-05-28,29.517528159276754
2025-05-29,46.796081228121686
2025-05-30,28.07764873687301
2025-05-31,5.7595176896149765
2025-06-01,17.998492780046803
2025-06-02,35.27704584889173
2025-06-03,24.47795018086365
2025-06-04,26.637769314469267
2025-06-05,24.47795018086365
2025-06-06,28.07764873687301
2025-06-07,4.319638267211232
2025-06-08,16.558613357643058
2025-06-09,38.15680469369922
2025-06-10,25.197889892065522
2025-06-11,33.83716642648799
2025-06-12,25.917829603267393
2025-06-13,44.63626209451607
2025-06-14,6.479457400816848
2025-06-15,20.15831191365242
2025-06-16,47.51602093932355
2025-06-17,28.797588448074883
2025-06-18,25.197889892065522
2025-06-19,25.197889892065522
2025-06-20,27.357709025671138
2025-06-21,4.319638267211232
2025-06-22,57.595176896149766
2025-06-23,52.55559891773666
2025-06-24,33.83716642648799
2025-06-25,27.357709025671138
2025-06-26,25.917829603267393
2025-06-27,28.07764873687301
2025-06-28,5.7595176896149765
2025-06-29,15.838673646441185
2025-06-30,38.15680469369922
2025-07-01,23.758010469661777
2025-07-02,24.47795018086365
2025-07-03,28.797588448074883
2025-07-04,11.519035379229953
2025-07-05,9.359216245624337
2025-07-06,25.197889892065522
2025-07-07,62.634754874562866
2025-07-08,28.797588448074883
2025-07-09,25.917829603267393
2025-07-10,25.917829603267393
2025-07-11,27.357709025671138
2025-07-12,7.199397112018721
2025-07-13,18.718432491248674
2025-07-14,40.31662382730484
2025-07-15,28.07764873687301
2025-07-16,23.758010469661777
2025-07-17,24.47795018086365
2025-07-18,23.038070758459906
2025-07-19,5.7595176896149765
2025-07-20,17.27855306884493
2025-07-21,31.67734729288237
2025-07-22,23.758010469661777
2025-07-23,28.07764873687301
2025-07-24,25.197889892065522
2025-07-25,23.038070758459906
2025-07-26,5.7595176896149765
2025-07-27,25.917829603267393
2025-07-28,43.19638267211232
2025-07-29,27.357709025671138
2025-07-30,33.117226715286115
2025-07-31,37.43686498249735
2025-08-01,38.15680469369922
2025-08-02,7.199397112018721
2025-08-03,22.318131047258035
2025-08-04,51.835659206534785
2025-08-05,28.797588448074883
2025-08-06,26.637769314469267
2025-08-07,31.67734729288237
2025-08-08,23.758010469661777
2025-08-09,5.7595176896149765
2025-08-10,17.27855306884493
2025-08-11,33.83716642648799
2025-08-12,25.917829603267393
2025-08-13,24.47795018086365
2025-08-14,42.476442960910454
2025-08-15,23.758010469661777
2025-08-16,5.039577978413105
2025-08-17,15.838673646441185
2025-08-18,36.71692527129547
2025-08-19,20.87825162485429
2025-08-20,24.47795018086365
2025-08-21,21.59819133605616
2025-08-22,20.87825162485429
2025-08-23,6.479457400816848
2025-08-24,15.838673646441185
2025-08-25,30.9574075816805
2025-08-26,23.038070758459906
2025-08-27,23.758010469661777
2025-08-28,23.038070758459906
2025-08-29,23.758010469661777
2025-08-30,8.639276534422464
2025-08-31,7.199397112018721
2025-09-01,18.718432491248674
2025-09-02,35.27704584889173
2025-09-03,23.038070758459906
2025-09-04,19.438372202450545
2025-09-05,20.87825162485429
2025-09-06,5.039577978413105
2025-09-07,12.238975090431826
2025-09-08,26.637769314469267
2025-09-09,19.438372202450545
2025-09-10,18.718432491248674
2025-09-11,21.59819133605616
2025-09-12,17.998492780046803
2025-09-13,4.319638267211232
2025-09-14,10.79909566802808
2025-09-15,24.47795018086365
2025-09-16,21.59819133605616
2025-09-17,20.87825162485429
2025-09-18,23.038070758459906
2025-09-19,20.87825162485429
2025-09-20,4.319638267211232
2025-09-21,11.519035379229953
2025-09-22,27.357709025671138
2025-09-23,21.59819133605616
2025-09-24,21.59819133605616
2025-09-25,20.87825162485429
2025-09-26,20.87825162485429
2025-09-27,5.039577978413105
2025-09-28,10.79909566802808
2025-09-29,25.197889892065522
2025-09-30,23.758010469661777
2025-10-01,25.197889892065522
2025-10-02,20.87825162485429
2025-10-03,20.15831191365242
2025-10-04,3.5996985560093604
2025-10-05,9.359216245624337
2025-10-06,24.47795018086365
2025-10-07,19.438372202450545
2025-10-08,18.718432491248674
2025-10-09,20.87825162485429
2025-10-10,25.917829603267393
2025-10-11,20.15831191365242
2025-10-12,30.237467870478625
2025-10-13,51.11571949533292
2025-10-14,37.43686498249735
2025-10-15,29.517528159276754
2025-10-16,26.637769314469267
2025-10-17,38.15680469369922
2025-10-18,6.479457400816848
2025-10-19,15.118733935239312
2025-10-20,29.517528159276754
2025-10-21,23.758010469661777
2025-10-22,21.59819133605616
2025-10-23,23.038070758459906
2025-10-24,24.47795018086365
2025-10-25,6.479457400816848
2025-10-26,19.438372202450545
2025-10-27,35.996985560093606
2025-10-28,26.637769314469267
2025-10-29,26.637769314469267
2025-10-30,34.55710613768986
2025-10-31,24.47795018086365
2025-11-01,4.319638267211232
2025-11-02,12.958914801633696
2025-11-03,41.75650324970858
2025-11-04,31.67734729288237
2025-11-05,27.357709025671138
2025-11-06,25.917829603267393
2025-11-07,26.637769314469267
2025-11-08,5.7595176896149765
2025-11-09,12.958914801633696
2025-11-10,37.43686498249735
2025-11-11,26.637769314469267
2025-11-12,25.197889892065522
2025-11-13,34.55710613768986
2025-11-14,38.15680469369922
2025-11-15,5.039577978413105
2025-11-16,14.398794224037442
2025-11-17,38.15680469369922
2025-11-18,30.237467870478625
2025-11-19,29.517528159276754
2025-11-20,32.39728700408424
2025-11-21,32.39728700408424
2025-11-22,5.7595176896149765
2025-11-23,13.678854512835569
2025-11-24,33.117226715286115
2025-11-25,25.917829603267393
2025-11-26,25.197889892065522
2025-11-27,12.958914801633696
2025-11-28,28.797588448074883
2025-11-29,5.7595176896149765
2025-11-30,14.398794224037442
2025-12-01,36.71692527129547
2025-12-02,23.038070758459906
2025-12-03,23.758010469661777
2025-12-04,23.758010469661777
2025-12-05,22.318131047258035
2025-12-06,5.7595176896149765
2025-12-07,10.79909566802808
2025-12-08,25.917829603267393
2025-12-09,22.318131047258035
2025-12-10,21.59819133605616
2025-12-11,25.013068767947974
2025-12-12,23.046436071008365
2025-12-13,5.539928235217891
2025-12-14,10.719886614834845
2025-12-15,27.423063029955983
2025-12-16,21.43977322966969
2025-12-17,19.473140532730085
2025-12-18,22.603074505939965
2025-12-19,22.243104650339028
2025-12-20,4.376626958947618
2025-12-21,11.523218035504183
2025-12-22,29.02972587129466
2025-12-23,24.20973734727864
2025-12-24,19.473140532730085
2025-12-25,8.309892352826836
2025-12-26,27.78303288555692
2025-12-27,5.179958379616956
2025-12-28,11.523218035504183
2025-12-29,30.193027147564926
2025-12-30,20.276471953399422
2025-12-31,19.473140532730085
2026-01-01,8.753253917895236
2026-01-02,24.20973734727864
2026-01-03,10.719886614834845
2026-01-04,22.243104650339028
2026-01-05,38.14294964479083
2026-01-06,24.65309891234704
2026-01-07,22.603074505939965
2026-01-08,19.473140532730085
2026-01-09,23.046436071008365
2026-01-10,5.320338780820806
2026-01-11,9.75395443150481
2026-01-12,37.24237146574564
2026-01-13,22.168078253420024
2026-01-14,23.054801383556825
2026-01-15,21.281355123283223
2026-01-16,20.394631993146422
2026-01-17,5.320338780820806
2026-01-18,10.640677561641612
2026-01-19,39.01581772601924
2026-01-20,46.10960276711365
2026-01-21,38.12909459588244
2026-01-22,25.714970773967227
2026-01-23,24.828247643830426
2026-01-24,6.207061910957607
2026-01-25,14.187570082188815
2026-01-26,32.80875581506164
2026-01-27,23.941524513693626
2026-01-28,27.48841703424083
2026-01-29,28.37514016437763
2026-01-30,32.80875581506164
2026-01-31,9.75395443150481
2026-02-01,21.281355123283223
2026-02-02,49.65649528766085
2026-02-03,25.714970773967227
2026-02-04,24.828247643830426
2026-02-05,27.48841703424083
2026-02-06,29.26186329451443
2026-02-07,6.207061910957607
2026-02-08,14.187570082188815
2026-02-09,31.035309554788032
2026-02-10,22.168078253420024
2026-02-11,23.054801383556825
2026-02-12,31.922032684924833
2026-02-13,35.46892520547204
2026-02-14,8.86723130136801
2026-02-15,11.527400691778412
2026-02-16,27.48841703424083
2026-02-17,30.14858642465123
2026-02-18,21.281355123283223
2026-02-19,22.168078253420024
2026-02-20,21.281355123283223
2026-02-21,7.093785041094407
2026-02-22,13.300846952052014
2026-02-23,35.46892520547204
2026-02-24,24.828247643830426
2026-02-25,24.828247643830426
2026-02-26,24.828247643830426
2026-02-27,24.828247643830426
2026-02-28,18.62118573287282
2026-03-01,49.65649528766085
2026-03-02,73.59801980135448
2026-03-03,38.12909459588244
2026-03-04,38.12909459588244
2026-03-05,35.46892520547204
2026-03-06,39.01581772601924
2026-03-07,11.527400691778412
2026-03-08,31.922032684924833
2026-03-09,88.6723130136801
2026-03-10,41.675987116429646
2026-03-11,38.12909459588244
2026-03-12,39.01581772601924
2026-03-13,33.69547894519844
2026-03-14,11.527400691778412
2026-03-15,26.601693904104028
2026-03-16,47.88304902738725
2026-03-17,32.80875581506164
2026-03-18,36.35564833560884
2026-03-19,37.24237146574564
2026-03-20,34.58220207533524
2026-03-21,15.074293212325616
2026-03-22,27.48841703424083
2026-03-23,64.73078849998647
2026-03-24,44.33615650684005
2026-03-25,38.12909459588244
2026-03-26,37.24237146574564
2026-03-27,38.12909459588244
2026-03-28,11.527400691778412
2026-03-29,29.26186329451443
2026-03-30,57.63700345889206
2026-03-31,41.675987116429646
2026-04-01,38.12909459588244
2026-04-02,63.844065369849666
2026-04-03,24.828247643830426
2026-04-04,8.86723130136801
2026-04-05,25.714970773967227
2026-04-06,54.09011093834486
2026-04-07,45.22287963697685
2026-04-08,75.37146606162808
2026-04-09,46.99632589725045
2026-04-10,31.922032684924833
2026-04-11,7.980508171231208
2026-04-12,43.44943337670325
2026-04-13,60.29717284930246
2026-04-14,35.46892520547204
2026-04-15,32.80875581506164
2026-04-16,29.26186329451443
2026-04-17,38.12909459588244
2026-04-18,13.300846952052014
2026-04-19,38.12909459588244
2026-04-20,62.070619109576064
2026-04-21,36.35564833560884
2026-04-22,35.46892520547204
2026-04-23,36.35564833560884
2026-04-24,31.035309554788032
2026-04-25,7.980508171231208
2026-04-26,22.168078253420024
2026-04-27,38.12909459588244
2026-04-28,29.26186329451443
2026-04-29,28.37514016437763
2026-04-30,29.26186329451443
2026-05-01,26.601693904104028
2026-05-02,6.207061910957607
2026-05-03,17.73446260273602
2026-05-04,36.35564833560884
2026-05-05,29.26186329451443
2026-05-06,32.80875581506164
2026-05-07,33.69547894519844
2026-05-08,29.26186329451443
2026-05-09,7.980508171231208
2026-05-10,21.281355123283223
2026-05-11,44.33615650684005
2026-05-12,32.80875581506164
2026-05-13,31.922032684924833
2026-05-14,28.37514016437763
2026-05-15,39.01581772601924
2026-05-16,7.980508171231208
2026-05-17,22.168078253420024
2026-05-18,39.902540856156044
2026-05-19,27.48841703424083
2026-05-20,31.922032684924833
2026-05-21,32.80875581506164
2026-05-22,29.26186329451443
2026-05-23,11.527400691778412
2026-05-24,17.73446260273602
2026-05-25,42.562710246566446
2026-05-26,48.76977215752405
2026-05-27,35.46892520547204
2026-05-28,35.46892520547204
2026-05-29,31.922032684924833
2026-05-30,9.75395443150481
2026-05-31,23.941524513693626
