Time,eli_lilly
2023-01-30,23.0
2023-01-31,34.5
2023-02-01,34.5
2023-02-02,57.5
2023-02-03,46.0
2023-02-04,23.0
2023-02-05,11.5
2023-02-06,34.5
2023-02-07,34.5
2023-02-08,34.5
2023-02-09,23.0
2023-02-10,34.5
2023-02-11,23.0
2023-02-12,11.5
2023-02-13,34.5
2023-02-14,23.0
2023-02-15,34.5
2023-02-16,34.5
2023-02-17,34.5
2023-02-18,23.0
2023-02-19,23.0
2023-02-20,23.0
2023-02-21,34.5
2023-02-22,34.5
2023-02-23,34.5
2023-02-24,34.5
2023-02-25,23.0
2023-02-26,23.0
2023-02-27,34.5
2023-02-28,34.5
2023-03-01,253.0
2023-03-02,218.5
2023-03-03,80.5
2023-03-04,34.5
2023-03-05,23.0
2023-03-06,46.0
2023-03-07,46.0
2023-03-08,34.5
2023-03-09,46.0
2023-03-10,34.5
2023-03-11,23.0
2023-03-12,11.5
2023-03-13,34.5
2023-03-14,34.5
2023-03-15,34.5
2023-03-16,34.5
2023-03-17,23.0
2023-03-18,23.0
2023-03-19,23.0
2023-03-20,34.5
2023-03-21,46.0
2023-03-22,34.5
2023-03-23,46.0
2023-03-24,57.5
2023-03-25,23.0
2023-03-26,23.0
2023-03-27,34.5
2023-03-28,34.5
2023-03-29,34.5
2023-03-30,34.5
2023-03-31,34.5
2023-04-01,23.0
2023-04-02,23.0
2023-04-03,46.0
2023-04-04,57.5
2023-04-05,34.5
2023-04-06,57.5
2023-04-07,34.5
2023-04-08,23.0
2023-04-09,23.0
2023-04-10,34.5
2023-04-11,34.5
2023-04-12,34.5
2023-04-13,46.0
2023-04-14,46.0
2023-04-15,23.0
2023-04-16,23.0
2023-04-17,34.5
2023-04-18,46.0
2023-04-19,34.5
2023-04-20,34.5
2023-04-21,46.0
2023-04-22,23.0
2023-04-23,11.5
2023-04-24,34.5
2023-04-25,46.0
2023-04-26,43.90909090909091
2023-04-27,92.0
2023-04-28,104.02272727272728
2023-04-29,78.93181818181819
2023-04-30,23.0
2023-05-01,46.0
2023-05-02,48.09090909090909
2023-05-03,123.88636363636363
2023-05-04,88.86363636363636
2023-05-05,58.02272727272727
2023-05-06,25.09090909090909
2023-05-07,24.045454545454547
2023-05-08,54.88636363636364
2023-05-09,48.09090909090909
2023-05-10,37.11363636363636
2023-05-11,47.04545454545455
2023-05-12,37.11363636363636
2023-05-13,19.863636363636363
2023-05-14,20.909090909090907
2023-05-15,35.02272727272727
2023-05-16,46.0
2023-05-17,43.90909090909091
2023-05-18,42.86363636363636
2023-05-19,36.06818181818181
2023-05-20,21.954545454545453
2023-05-21,21.954545454545453
2023-05-22,36.06818181818181
2023-05-23,42.86363636363636
2023-05-24,37.11363636363636
2023-05-25,36.06818181818181
2023-05-26,29.272727272727273
2023-05-27,20.909090909090907
2023-05-28,16.727272727272727
2023-05-29,12.545454545454545
2023-05-30,33.45454545454545
2023-05-31,35.54545454545455
2023-06-01,39.72727272727273
2023-06-02,43.90909090909091
2023-06-03,18.818181818181817
2023-06-04,18.818181818181817
2023-06-05,39.72727272727273
2023-06-06,35.54545454545455
2023-06-07,39.72727272727273
2023-06-08,35.54545454545455
2023-06-09,35.54545454545455
2023-06-10,23.0
2023-06-11,23.0
2023-06-12,37.63636363636363
2023-06-13,66.9090909090909
2023-06-14,43.90909090909091
2023-06-15,41.81818181818181
2023-06-16,39.72727272727273
2023-06-17,16.727272727272727
2023-06-18,16.727272727272727
2023-06-19,27.18181818181818
2023-06-20,46.0
2023-06-21,37.63636363636363
2023-06-22,39.72727272727273
2023-06-23,37.63636363636363
2023-06-24,25.09090909090909
2023-06-25,23.0
2023-06-26,66.9090909090909
2023-06-27,142.1818181818182
2023-06-28,110.81818181818181
2023-06-29,64.81818181818181
2023-06-30,46.0
2023-07-01,27.18181818181818
2023-07-02,18.818181818181817
2023-07-03,35.54545454545455
2023-07-04,29.272727272727273
2023-07-05,39.72727272727273
2023-07-06,48.090909090909086
2023-07-07,43.90909090909091
2023-07-08,25.09090909090909
2023-07-09,16.727272727272727
2023-07-10,46.0
2023-07-11,41.81818181818181
2023-07-12,39.72727272727273
2023-07-13,41.81818181818181
2023-07-14,37.63636363636363
2023-07-15,25.09090909090909
2023-07-16,16.727272727272727
2023-07-17,60.63636363636363
2023-07-18,54.36363636363636
2023-07-19,39.72727272727273
2023-07-20,39.72727272727273
2023-07-21,43.90909090909091
2023-07-22,23.0
2023-07-23,23.0
2023-07-24,41.81818181818181
2023-07-25,39.72727272727273
2023-07-26,35.54545454545455
2023-07-27,39.72727272727273
2023-07-28,35.54545454545455
2023-07-29,20.909090909090907
2023-07-30,20.909090909090907
2023-07-31,39.72727272727273
2023-08-01,37.63636363636363
2023-08-02,39.72727272727273
2023-08-03,35.54545454545455
2023-08-04,33.45454545454545
2023-08-05,18.818181818181817
2023-08-06,16.727272727272727
2023-08-07,37.63636363636363
2023-08-08,131.72727272727272
2023-08-09,98.27272727272727
2023-08-10,60.63636363636363
2023-08-11,54.36363636363636
2023-08-12,25.09090909090909
2023-08-13,25.09090909090909
2023-08-14,48.090909090909086
2023-08-15,54.36363636363636
2023-08-16,43.90909090909091
2023-08-17,43.90909090909091
2023-08-18,46.0
2023-08-19,20.909090909090907
2023-08-20,16.727272727272727
2023-08-21,48.090909090909086
2023-08-22,46.0
2023-08-23,39.72727272727273
2023-08-24,39.72727272727273
2023-08-25,37.63636363636363
2023-08-26,23.0
2023-08-27,18.818181818181817
2023-08-28,43.90909090909091
2023-08-29,54.36363636363636
2023-08-30,52.27272727272727
2023-08-31,46.0
2023-09-01,37.63636363636363
2023-09-02,16.727272727272727
2023-09-03,16.727272727272727
2023-09-04,20.909090909090907
2023-09-05,39.72727272727273
2023-09-06,48.090909090909086
2023-09-07,46.0
2023-09-08,43.90909090909091
2023-09-09,31.363636363636363
2023-09-10,23.0
2023-09-11,50.18181818181818
2023-09-12,52.27272727272727
2023-09-13,50.18181818181818
2023-09-14,50.18181818181818
2023-09-15,46.0
2023-09-16,23.0
2023-09-17,18.818181818181817
2023-09-18,39.72727272727273
2023-09-19,41.81818181818181
2023-09-20,50.18181818181818
2023-09-21,46.0
2023-09-22,41.81818181818181
2023-09-23,25.09090909090909
2023-09-24,18.818181818181817
2023-09-25,39.72727272727273
2023-09-26,37.63636363636363
2023-09-27,39.72727272727273
2023-09-28,41.81818181818181
2023-09-29,35.54545454545455
2023-09-30,16.727272727272727
2023-10-01,18.818181818181817
2023-10-02,43.90909090909091
2023-10-03,48.090909090909086
2023-10-04,41.81818181818181
2023-10-05,54.36363636363636
2023-10-06,54.36363636363636
2023-10-07,23.0
2023-10-08,20.909090909090907
2023-10-09,37.63636363636363
2023-10-10,39.72727272727273
2023-10-11,48.090909090909086
2023-10-12,54.36363636363636
2023-10-13,50.18181818181818
2023-10-14,18.818181818181817
2023-10-15,16.727272727272727
2023-10-16,43.90909090909091
2023-10-17,56.45454545454545
2023-10-18,46.0
2023-10-19,48.090909090909086
2023-10-20,39.72727272727273
2023-10-21,18.818181818181817
2023-10-22,18.818181818181817
2023-10-23,46.0
2023-10-24,43.90909090909091
2023-10-25,41.81818181818181
2023-10-26,41.81818181818181
2023-10-27,43.90909090909091
2023-10-28,14.636363636363637
2023-10-29,18.818181818181817
2023-10-30,41.81818181818181
2023-10-31,46.0
2023-11-01,48.090909090909086
2023-11-02,66.9090909090909
2023-11-03,52.27272727272727
2023-11-04,27.18181818181818
2023-11-05,25.09090909090909
2023-11-06,48.090909090909086
2023-11-07,41.81818181818181
2023-11-08,163.0909090909091
2023-11-09,209.0909090909091
2023-11-10,106.63636363636363
2023-11-11,52.27272727272727
2023-11-12,35.54545454545455
2023-11-13,62.72727272727273
2023-11-14,64.81818181818181
2023-11-15,56.45454545454545
2023-11-16,50.18181818181818
2023-11-17,52.27272727272727
2023-11-18,29.272727272727273
2023-11-19,20.909090909090907
2023-11-20,50.18181818181818
2023-11-21,41.81818181818181
2023-11-22,37.63636363636363
2023-11-23,27.18181818181818
2023-11-24,31.363636363636363
2023-11-25,14.636363636363637
2023-11-26,20.909090909090907
2023-11-27,43.90909090909091
2023-11-28,54.36363636363636
2023-11-29,54.36363636363636
2023-11-30,56.45454545454545
2023-12-01,46.0
2023-12-02,27.18181818181818
2023-12-03,25.09090909090909
2023-12-04,37.63636363636363
2023-12-05,41.81818181818181
2023-12-06,48.090909090909086
2023-12-07,48.090909090909086
2023-12-08,43.90909090909091
2023-12-09,25.09090909090909
2023-12-10,16.727272727272727
2023-12-11,50.18181818181818
2023-12-12,43.90909090909091
2023-12-13,50.18181818181818
2023-12-14,52.27272727272727
2023-12-15,46.0
2023-12-16,25.09090909090909
2023-12-17,23.0
2023-12-18,35.54545454545455
2023-12-19,48.090909090909086
2023-12-20,35.54545454545455
2023-12-21,41.81818181818181
2023-12-22,35.61515151515152
2023-12-23,21.606060606060606
2023-12-24,22.651515151515152
2023-12-25,18.33030303030303
2023-12-26,33.45454545454545
2023-12-27,37.77575757575758
2023-12-28,39.93636363636364
2023-12-29,33.45454545454545
2023-12-30,20.490909090909092
2023-12-31,15.124242424242425
2024-01-01,18.33030303030303
2024-01-02,42.096969696969694
2024-01-03,50.739393939393935
2024-01-04,146.78181818181818
2024-01-05,171.5939393939394
2024-01-06,78.75757575757575
2024-01-07,42.096969696969694
2024-01-08,62.58787878787879
2024-01-09,66.9090909090909
2024-01-10,70.11515151515152
2024-01-11,66.9090909090909
2024-01-12,64.74848484848485
2024-01-13,37.77575757575758
2024-01-14,31.293939393939397
2024-01-15,35.61515151515152
2024-01-16,55.06060606060606
2024-01-17,56.10606060606061
2024-01-18,50.739393939393935
2024-01-19,51.78484848484848
2024-01-20,29.133333333333333
2024-01-21,28.993939393939396
2024-01-22,55.757575757575765
2024-01-23,64.67878787878789
2024-01-24,51.2969696969697
2024-01-25,55.757575757575765
2024-01-26,64.67878787878789
2024-01-27,35.68484848484849
2024-01-28,28.993939393939396
2024-01-29,53.52727272727273
2024-01-30,51.2969696969697
2024-01-31,60.21818181818182
2024-02-01,64.67878787878789
2024-02-02,57.98787878787879
2024-02-03,40.14545454545455
2024-02-04,31.224242424242426
2024-02-05,93.67272727272729
2024-02-06,136.04848484848486
2024-02-07,100.36363636363637
2024-02-08,91.44242424242425
2024-02-09,78.06060606060606
2024-02-10,37.91515151515152
2024-02-11,37.91515151515152
2024-02-12,57.98787878787879
2024-02-13,69.13939393939394
2024-02-14,62.44848484848485
2024-02-15,62.44848484848485
2024-02-16,75.83030303030304
2024-02-17,40.14545454545455
2024-02-18,33.45454545454545
2024-02-19,44.60606060606061
2024-02-20,64.67878787878789
2024-02-21,64.67878787878789
2024-02-22,73.60000000000001
2024-02-23,57.98787878787879
2024-02-24,31.224242424242426
2024-02-25,42.375757575757575
2024-02-26,69.13939393939394
2024-02-27,78.06060606060606
2024-02-28,69.13939393939394
2024-02-29,71.36969696969697
2024-03-01,80.2909090909091
2024-03-02,51.2969696969697
2024-03-03,40.14545454545455
2024-03-04,73.60000000000001
2024-03-05,80.2909090909091
2024-03-06,84.75151515151515
2024-03-07,80.2909090909091
2024-03-08,98.13333333333334
2024-03-09,40.14545454545455
2024-03-10,42.375757575757575
2024-03-11,64.67878787878789
2024-03-12,66.9090909090909
2024-03-13,89.21212121212122
2024-03-14,80.2909090909091
2024-03-15,66.9090909090909
2024-03-16,31.224242424242426
2024-03-17,35.68484848484849
2024-03-18,62.44848484848485
2024-03-19,80.2909090909091
2024-03-20,73.60000000000001
2024-03-21,69.13939393939394
2024-03-22,55.757575757575765
2024-03-23,35.68484848484849
2024-03-24,31.224242424242426
2024-03-25,60.21818181818182
2024-03-26,55.757575757575765
2024-03-27,71.36969696969697
2024-03-28,60.21818181818182
2024-03-29,49.06666666666667
2024-03-30,42.375757575757575
2024-03-31,33.45454545454545
2024-04-01,69.13939393939394
2024-04-02,62.44848484848485
2024-04-03,71.36969696969697
2024-04-04,64.67878787878789
2024-04-05,51.2969696969697
2024-04-06,26.763636363636365
2024-04-07,26.763636363636365
2024-04-08,49.06666666666667
2024-04-09,57.98787878787879
2024-04-10,53.52727272727273
2024-04-11,57.98787878787879
2024-04-12,57.98787878787879
2024-04-13,28.993939393939396
2024-04-14,26.763636363636365
2024-04-15,49.06666666666667
2024-04-16,51.2969696969697
2024-04-17,62.44848484848485
2024-04-18,223.03030303030306
2024-04-19,93.67272727272729
2024-04-20,51.2969696969697
2024-04-21,31.224242424242426
2024-04-22,57.98787878787879
2024-04-23,55.757575757575765
2024-04-24,62.44848484848485
2024-04-25,55.757575757575765
2024-04-26,55.757575757575765
2024-04-27,26.763636363636365
2024-04-28,26.763636363636365
2024-04-29,60.21818181818182
2024-04-30,102.5939393939394
2024-05-01,62.44848484848485
2024-05-02,62.44848484848485
2024-05-03,55.757575757575765
2024-05-04,33.45454545454545
2024-05-05,26.763636363636365
2024-05-06,60.21818181818182
2024-05-07,49.06666666666667
2024-05-08,46.83636363636364
2024-05-09,53.52727272727273
2024-05-10,51.2969696969697
2024-05-11,24.533333333333335
2024-05-12,24.533333333333335
2024-05-13,51.2969696969697
2024-05-14,49.06666666666667
2024-05-15,64.67878787878789
2024-05-16,53.52727272727273
2024-05-17,49.06666666666667
2024-05-18,28.993939393939396
2024-05-19,26.763636363636365
2024-05-20,53.52727272727273
2024-05-21,62.44848484848485
2024-05-22,62.44848484848485
2024-05-23,57.98787878787879
2024-05-24,62.44848484848485
2024-05-25,31.224242424242426
2024-05-26,24.533333333333335
2024-05-27,26.763636363636365
2024-05-28,62.44848484848485
2024-05-29,53.52727272727273
2024-05-30,60.21818181818182
2024-05-31,53.52727272727273
2024-06-01,33.45454545454545
2024-06-02,28.993939393939396
2024-06-03,53.52727272727273
2024-06-04,51.2969696969697
2024-06-05,82.52121212121213
2024-06-06,91.44242424242425
2024-06-07,69.13939393939394
2024-06-08,35.68484848484849
2024-06-09,33.45454545454545
2024-06-10,89.21212121212122
2024-06-11,113.74545454545455
2024-06-12,93.67272727272729
2024-06-13,71.36969696969697
2024-06-14,124.8969696969697
2024-06-15,73.60000000000001
2024-06-16,57.98787878787879
2024-06-17,80.2909090909091
2024-06-18,71.36969696969697
2024-06-19,55.757575757575765
2024-06-20,75.83030303030304
2024-06-21,62.44848484848485
2024-06-22,37.91515151515152
2024-06-23,31.224242424242426
2024-06-24,66.9090909090909
2024-06-25,71.36969696969697
2024-06-26,75.83030303030304
2024-06-27,62.44848484848485
2024-06-28,57.98787878787879
2024-06-29,33.45454545454545
2024-06-30,26.763636363636365
2024-07-01,69.13939393939394
2024-07-02,122.66666666666667
2024-07-03,118.20606060606062
2024-07-04,44.60606060606061
2024-07-05,62.44848484848485
2024-07-06,33.45454545454545
2024-07-07,33.45454545454545
2024-07-08,95.9030303030303
2024-07-09,82.52121212121213
2024-07-10,86.98181818181818
2024-07-11,75.83030303030304
2024-07-12,62.44848484848485
2024-07-13,37.91515151515152
2024-07-14,28.993939393939396
2024-07-15,75.83030303030304
2024-07-16,73.60000000000001
2024-07-17,71.36969696969697
2024-07-18,82.52121212121213
2024-07-19,71.36969696969697
2024-07-20,33.45454545454545
2024-07-21,31.224242424242426
2024-07-22,62.44848484848485
2024-07-23,69.13939393939394
2024-07-24,62.44848484848485
2024-07-25,71.36969696969697
2024-07-26,71.36969696969697
2024-07-27,37.91515151515152
2024-07-28,40.14545454545455
2024-07-29,69.13939393939394
2024-07-30,69.13939393939394
2024-07-31,60.21818181818182
2024-08-01,64.67878787878789
2024-08-02,69.13939393939394
2024-08-03,31.224242424242426
2024-08-04,33.45454545454545
2024-08-05,73.60000000000001
2024-08-06,64.67878787878789
2024-08-07,80.2909090909091
2024-08-08,140.50909090909093
2024-08-09,93.67272727272729
2024-08-10,40.14545454545455
2024-08-11,31.224242424242426
2024-08-12,75.83030303030304
2024-08-13,71.36969696969697
2024-08-14,80.2909090909091
2024-08-15,78.06060606060606
2024-08-16,64.67878787878789
2024-08-17,28.993939393939396
2024-08-18,26.763636363636365
2024-08-19,71.36969696969697
2024-08-20,101.85050505050505
2024-08-21,84.0080808080808
2024-08-22,63.56363636363637
2024-08-23,68.76767676767676
2024-08-24,31.967676767676767
2024-08-25,29.365656565656565
2024-08-26,62.44848484848485
2024-08-27,174.70707070707073
2024-08-28,142.73939393939395
2024-08-29,86.610101010101
2024-08-30,73.97171717171717
2024-08-31,50.925252525252525
2024-09-01,35.68484848484849
2024-09-02,36.800000000000004
2024-09-03,73.97171717171717
2024-09-04,71.36969696969697
2024-09-05,77.6888888888889
2024-09-06,53.52727272727273
2024-09-07,26.763636363636365
2024-09-08,26.763636363636365
2024-09-09,71.36969696969697
2024-09-10,71.36969696969697
2024-09-11,59.846464646464646
2024-09-12,68.76767676767676
2024-09-13,59.846464646464646
2024-09-14,31.967676767676767
2024-09-15,24.161616161616163
2024-09-16,59.846464646464646
2024-09-17,65.42222222222222
2024-09-18,62.44848484848485
2024-09-19,62.44848484848485
2024-09-20,62.44848484848485
2024-09-21,29.737373737373737
2024-09-22,26.763636363636365
2024-09-23,65.42222222222222
2024-09-24,62.44848484848485
2024-09-25,62.44848484848485
2024-09-26,56.5010101010101
2024-09-27,65.42222222222222
2024-09-28,29.737373737373737
2024-09-29,26.763636363636365
2024-09-30,53.52727272727273
2024-10-01,56.5010101010101
2024-10-02,71.36969696969697
2024-10-03,71.36969696969697
2024-10-04,65.42222222222222
2024-10-05,32.71111111111111
2024-10-06,23.78989898989899
2024-10-07,62.44848484848485
2024-10-08,56.5010101010101
2024-10-09,59.474747474747474
2024-10-10,56.5010101010101
2024-10-11,59.474747474747474
2024-10-12,38.65858585858586
2024-10-13,29.737373737373737
2024-10-14,59.474747474747474
2024-10-15,62.44848484848485
2024-10-16,53.52727272727273
2024-10-17,59.474747474747474
2024-10-18,56.5010101010101
2024-10-19,26.763636363636365
2024-10-20,23.78989898989899
2024-10-21,56.5010101010101
2024-10-22,50.55353535353535
2024-10-23,59.474747474747474
2024-10-24,53.52727272727273
2024-10-25,62.44848484848485
2024-10-26,23.78989898989899
2024-10-27,29.737373737373737
2024-10-28,53.52727272727273
2024-10-29,62.44848484848485
2024-10-30,133.8181818181818
2024-10-31,92.18585858585858
2024-11-01,71.36969696969697
2024-11-02,32.71111111111111
2024-11-03,29.737373737373737
2024-11-04,56.5010101010101
2024-11-05,59.474747474747474
2024-11-06,65.42222222222222
2024-11-07,74.34343434343434
2024-11-08,65.42222222222222
2024-11-09,35.68484848484849
2024-11-10,23.78989898989899
2024-11-11,56.5010101010101
2024-11-12,65.42222222222222
2024-11-13,56.5010101010101
2024-11-14,62.44848484848485
2024-11-15,71.36969696969697
2024-11-16,29.737373737373737
2024-11-17,32.71111111111111
2024-11-18,65.42222222222222
2024-11-19,65.42222222222222
2024-11-20,68.3959595959596
2024-11-21,62.44848484848485
2024-11-22,53.52727272727273
2024-11-23,26.763636363636365
2024-11-24,26.763636363636365
2024-11-25,56.5010101010101
2024-11-26,62.44848484848485
2024-11-27,50.55353535353535
2024-11-28,26.763636363636365
2024-11-29,38.65858585858586
2024-11-30,29.737373737373737
2024-12-01,20.816161616161615
2024-12-02,50.55353535353535
