Time,eli_lilly
2024-12-03,53.52727272727273
2024-12-04,71.36969696969697
2024-12-05,74.34343434343434
2024-12-06,62.44848484848485
2024-12-07,35.68484848484849
2024-12-08,35.68484848484849
2024-12-09,50.55353535353535
2024-12-10,68.3959595959596
2024-12-11,65.42222222222222
2024-12-12,53.52727272727273
2024-12-13,53.52727272727273
2024-12-14,29.737373737373737
2024-12-15,23.78989898989899
2024-12-16,56.5010101010101
2024-12-17,56.5010101010101
2024-12-18,47.57979797979798
2024-12-19,65.42222222222222
2024-12-20,83.26464646464646
2024-12-21,44.60606060606061
2024-12-22,38.65858585858586
2024-12-23,56.5010101010101
2024-12-24,47.57979797979798
2024-12-25,23.78989898989899
2024-12-26,50.55353535353535
2024-12-27,53.52727272727273
2024-12-28,35.68484848484849
2024-12-29,20.816161616161615
2024-12-30,50.55353535353535
2024-12-31,50.55353535353535
2025-01-01,26.763636363636365
2025-01-02,59.474747474747474
2025-01-03,50.55353535353535
2025-01-04,32.71111111111111
2025-01-05,26.763636363636365
2025-01-06,65.42222222222222
2025-01-07,65.42222222222222
2025-01-08,56.5010101010101
2025-01-09,53.52727272727273
2025-01-10,56.5010101010101
2025-01-11,35.68484848484849
2025-01-12,23.78989898989899
2025-01-13,71.36969696969697
2025-01-14,101.1070707070707
2025-01-15,80.2909090909091
2025-01-16,59.474747474747474
2025-01-17,71.36969696969697
2025-01-18,38.65858585858586
2025-01-19,29.737373737373737
2025-01-20,35.68484848484849
2025-01-21,65.42222222222222
2025-01-22,74.34343434343434
2025-01-23,59.474747474747474
2025-01-24,59.474747474747474
2025-01-25,32.71111111111111
2025-01-26,32.71111111111111
2025-01-27,65.42222222222222
2025-01-28,77.31717171717172
2025-01-29,68.3959595959596
2025-01-30,56.5010101010101
2025-01-31,62.44848484848485
2025-02-01,29.737373737373737
2025-02-02,35.68484848484849
2025-02-03,65.42222222222222
2025-02-04,68.3959595959596
2025-02-05,62.44848484848485
2025-02-06,104.08080808080808
2025-02-07,71.36969696969697
2025-02-08,32.71111111111111
2025-02-09,26.763636363636365
2025-02-10,68.3959595959596
2025-02-11,59.474747474747474
2025-02-12,68.3959595959596
2025-02-13,65.42222222222222
2025-02-14,65.42222222222222
2025-02-15,32.71111111111111
2025-02-16,26.763636363636365
2025-02-17,47.57979797979798
2025-02-18,59.474747474747474
2025-02-19,59.474747474747474
2025-02-20,59.474747474747474
2025-02-21,62.44848484848485
2025-02-22,41.63232323232323
2025-02-23,32.71111111111111
2025-02-24,62.44848484848485
2025-02-25,92.18585858585858
2025-02-26,124.8969696969697
2025-02-27,118.94949494949495
2025-02-28,71.36969696969697
2025-03-01,44.60606060606061
2025-03-02,41.63232323232323
2025-03-03,77.31717171717172
2025-03-04,77.31717171717172
2025-03-05,77.31717171717172
2025-03-06,86.23838383838384
2025-03-07,80.2909090909091
2025-03-08,50.55353535353535
2025-03-09,41.63232323232323
2025-03-10,77.31717171717172
2025-03-11,89.21212121212122
2025-03-12,77.31717171717172
2025-03-13,65.42222222222222
2025-03-14,65.42222222222222
2025-03-15,38.65858585858586
2025-03-16,35.68484848484849
2025-03-17,74.34343434343434
2025-03-18,68.3959595959596
2025-03-19,71.36969696969697
2025-03-20,71.36969696969697
2025-03-21,62.44848484848485
2025-03-22,38.65858585858586
2025-03-23,35.68484848484849
2025-03-24,74.34343434343434
2025-03-25,80.2909090909091
2025-03-26,62.44848484848485
2025-03-27,68.3959595959596
2025-03-28,62.44848484848485
2025-03-29,38.65858585858586
2025-03-30,32.71111111111111
2025-03-31,74.34343434343434
2025-04-01,80.2909090909091
2025-04-02,83.26464646464646
2025-04-03,89.21212121212122
2025-04-04,83.26464646464646
2025-04-05,47.57979797979798
2025-04-06,38.65858585858586
2025-04-07,74.34343434343434
2025-04-08,86.23838383838384
2025-04-09,98.13333333333334
2025-04-10,83.26464646464646
2025-04-11,65.42222222222222
2025-04-12,44.60606060606061
2025-04-13,35.68484848484849
2025-04-14,65.42222222222222
2025-04-15,77.31717171717172
2025-04-16,61.03241943241943
2025-04-17,297.798556998557
2025-04-18,133.18095238095236
2025-04-19,55.86378066378066
2025-04-20,47.72140452140452
2025-04-21,77.31717171717172
2025-04-22,77.31717171717172
2025-04-23,98.77056277056278
2025-04-24,90.62818662818663
2025-04-25,73.98941798941799
2025-04-26,36.251274651274656
2025-04-27,32.923520923520925
2025-04-28,83.97267917267916
2025-04-29,88.78730158730158
2025-04-30,85.45954785954785
2025-05-01,131.6940836940837
2025-05-02,88.78730158730158
2025-05-03,44.39365079365079
2025-05-04,41.06589706589706
2025-05-05,73.98941798941799
2025-05-06,85.45954785954785
2025-05-07,85.45954785954785
2025-05-08,87.3004329004329
2025-05-09,72.50254930254931
2025-05-10,32.923520923520925
2025-05-11,39.57902837902838
2025-05-12,146.49196729196728
2025-05-13,92.11505531505532
2025-05-14,73.98941798941799
2025-05-15,73.63540163540164
2025-05-16,77.31717171717172
2025-05-17,40.4994708994709
2025-05-18,40.4994708994709
2025-05-19,80.9989417989418
2025-05-20,80.9989417989418
2025-05-21,77.31717171717172
2025-05-22,73.63540163540164
2025-05-23,69.95363155363155
2025-05-24,44.181240981240975
2025-05-25,29.454160654160653
2025-05-26,36.81770081770082
2025-05-27,73.63540163540164
2025-05-28,80.9989417989418
2025-05-29,77.31717171717172
2025-05-30,69.95363155363155
2025-05-31,36.81770081770082
2025-06-01,33.135930735930735
2025-06-02,69.95363155363155
2025-06-03,80.9989417989418
2025-06-04,80.9989417989418
2025-06-05,73.63540163540164
2025-06-06,66.27186147186147
2025-06-07,44.181240981240975
2025-06-08,36.81770081770082
2025-06-09,66.27186147186147
2025-06-10,77.31717171717172
2025-06-11,80.9989417989418
2025-06-12,73.63540163540164
2025-06-13,73.63540163540164
2025-06-14,36.81770081770082
2025-06-15,25.77239057239057
2025-06-16,77.31717171717172
2025-06-17,99.4077922077922
2025-06-18,84.68071188071188
2025-06-19,55.22655122655122
2025-06-20,73.63540163540164
2025-06-21,40.4994708994709
2025-06-22,33.135930735930735
2025-06-23,80.9989417989418
2025-06-24,92.04425204425203
2025-06-25,77.31717171717172
2025-06-26,73.63540163540164
2025-06-27,66.27186147186147
2025-06-28,36.81770081770082
2025-06-29,33.135930735930735
2025-06-30,62.59009139009139
2025-07-01,69.95363155363155
2025-07-02,58.908321308321305
2025-07-03,58.908321308321305
2025-07-04,33.135930735930735
2025-07-05,29.454160654160653
2025-07-06,29.454160654160653
2025-07-07,62.59009139009139
2025-07-08,77.31717171717172
2025-07-09,69.95363155363155
2025-07-10,77.31717171717172
2025-07-11,62.59009139009139
2025-07-12,36.81770081770082
2025-07-13,40.4994708994709
2025-07-14,77.31717171717172
2025-07-15,88.36248196248195
2025-07-16,77.31717171717172
2025-07-17,110.45310245310245
2025-07-18,73.63540163540164
2025-07-19,58.908321308321305
2025-07-20,55.22655122655122
2025-07-21,95.72602212602212
2025-07-22,92.04425204425203
2025-07-23,84.68071188071188
2025-07-24,88.36248196248195
2025-07-25,73.63540163540164
2025-07-26,58.908321308321305
2025-07-27,58.908321308321305
2025-07-28,88.36248196248195
2025-07-29,136.22549302549302
2025-07-30,139.9072631072631
2025-07-31,169.36142376142377
2025-08-01,103.08956228956228
2025-08-02,47.86301106301106
2025-08-03,36.81770081770082
2025-08-04,84.68071188071188
2025-08-05,88.36248196248195
2025-08-06,114.13487253487253
2025-08-07,368.17700817700813
2025-08-08,217.2244348244348
2025-08-09,121.4984126984127
2025-08-10,92.04425204425203
2025-08-11,125.18018278018278
2025-08-12,106.77133237133236
2025-08-13,114.13487253487253
2025-08-14,110.45310245310245
2025-08-15,106.77133237133236
2025-08-16,51.54478114478114
2025-08-17,51.54478114478114
2025-08-18,92.04425204425203
2025-08-19,92.04425204425203
2025-08-20,77.31717171717172
2025-08-21,84.68071188071188
2025-08-22,77.31717171717172
2025-08-23,36.81770081770082
2025-08-24,44.181240981240975
2025-08-25,84.68071188071188
2025-08-26,128.86195286195286
2025-08-27,110.45310245310245
2025-08-28,84.68071188071188
2025-08-29,69.95363155363155
2025-08-30,40.4994708994709
2025-08-31,40.4994708994709
2025-09-01,40.4994708994709
2025-09-02,69.95363155363155
2025-09-03,84.68071188071188
2025-09-04,77.31717171717172
2025-09-05,77.31717171717172
2025-09-06,36.81770081770082
2025-09-07,33.135930735930735
2025-09-08,69.95363155363155
2025-09-09,88.36248196248195
2025-09-10,84.68071188071188
2025-09-11,84.68071188071188
2025-09-12,69.95363155363155
2025-09-13,40.4994708994709
2025-09-14,33.135930735930735
2025-09-15,77.31717171717172
2025-09-16,95.72602212602212
2025-09-17,121.4984126984127
2025-09-18,92.04425204425203
2025-09-19,80.9989417989418
2025-09-20,47.86301106301106
2025-09-21,40.4994708994709
2025-09-22,73.63540163540164
2025-09-23,106.77133237133236
2025-09-24,103.08956228956228
2025-09-25,103.08956228956228
2025-09-26,110.45310245310245
2025-09-27,51.54478114478114
2025-09-28,47.86301106301106
2025-09-29,88.36248196248195
2025-09-30,106.77133237133236
2025-10-01,121.4984126984127
2025-10-02,106.77133237133236
2025-10-03,84.68071188071188
2025-10-04,44.181240981240975
2025-10-05,40.4994708994709
2025-10-06,80.9989417989418
2025-10-07,84.68071188071188
2025-10-08,80.9989417989418
2025-10-09,69.95363155363155
2025-10-10,73.63540163540164
2025-10-11,29.454160654160653
2025-10-12,33.135930735930735
2025-10-13,62.59009139009139
2025-10-14,69.95363155363155
2025-10-15,73.63540163540164
2025-10-16,77.31717171717172
2025-10-17,80.9989417989418
2025-10-18,33.135930735930735
2025-10-19,33.135930735930735
2025-10-20,66.27186147186147
2025-10-21,73.63540163540164
2025-10-22,69.95363155363155
2025-10-23,73.63540163540164
2025-10-24,80.9989417989418
2025-10-25,40.4994708994709
2025-10-26,33.135930735930735
2025-10-27,69.95363155363155
2025-10-28,92.04425204425203
2025-10-29,92.04425204425203
2025-10-30,143.5890331890332
2025-10-31,106.77133237133236
2025-11-01,73.63540163540164
2025-11-02,58.908321308321305
2025-11-03,103.08956228956228
2025-11-04,106.77133237133236
2025-11-05,125.18018278018278
2025-11-06,242.9968253968254
2025-11-07,184.08850408850407
2025-11-08,88.36248196248195
2025-11-09,69.95363155363155
2025-11-10,128.86195286195286
2025-11-11,121.4984126984127
2025-11-12,143.5890331890332
2025-11-13,128.86195286195286
2025-11-14,125.18018278018278
2025-11-15,66.27186147186147
2025-11-16,62.59009139009139
2025-11-17,110.45310245310245
2025-11-18,125.18018278018278
2025-11-19,114.13487253487253
2025-11-20,114.13487253487253
2025-11-21,132.54372294372294
2025-11-22,128.86195286195286
2025-11-23,80.9989417989418
2025-11-24,117.81664261664261
2025-11-25,114.13487253487253
2025-11-26,106.77133237133236
2025-11-27,66.27186147186147
2025-11-28,73.63540163540164
2025-11-29,69.95363155363155
2025-11-30,58.908321308321305
2025-12-01,147.27080327080327
2025-12-02,143.5890331890332
2025-12-03,110.45310245310245
2025-12-04,103.08956228956228
2025-12-05,84.68071188071188
2025-12-06,58.908321308321305
2025-12-07,66.27186147186147
2025-12-08,92.04425204425203
2025-12-09,117.81664261664261
2025-12-10,121.4984126984127
2025-12-11,147.27080327080327
2025-12-12,128.11564811564813
2025-12-13,73.63540163540164
2025-12-14,66.96841256841256
2025-12-15,103.28857688857688
2025-12-16,95.62651482651482
2025-12-17,95.62651482651482
2025-12-18,103.28857688857688
2025-12-19,102.2935038935039
2025-12-20,70.7994435994436
2025-12-21,55.47531947531947
2025-12-22,85.12849472849473
2025-12-23,113.78659698659698
2025-12-24,73.63540163540164
2025-12-25,55.47531947531947
2025-12-26,73.63540163540164
2025-12-27,52.63936143936144
2025-12-28,51.64428844428844
2025-12-29,84.13342173342173
2025-12-30,85.12849472849473
2025-12-31,81.2974636974637
2026-01-01,66.96841256841256
2026-01-02,91.79548379548379
2026-01-03,58.31127751127751
2026-01-04,59.306350506350505
2026-01-05,106.12453492453491
2026-01-06,124.28461708461708
2026-01-07,139.6087412087412
2026-01-08,109.95556595556596
2026-01-09,102.2935038935039
2026-01-10,77.61569361569362
2026-01-11,67.66496366496366
2026-01-12,109.45802945802946
2026-01-13,119.40875940875941
2026-01-14,105.47773747773748
2026-01-15,123.38905138905139
2026-01-16,111.44817544817545
2026-01-17,73.63540163540164
2026-01-18,73.63540163540164
2026-01-19,79.6058396058396
2026-01-20,105.47773747773748
2026-01-21,117.41861341861342
2026-01-22,109.45802945802946
2026-01-23,89.55656955656956
2026-01-24,61.694525694525694
2026-01-25,81.5959855959856
2026-01-26,105.47773747773748
2026-01-27,91.54671554671555
2026-01-28,107.46788346788347
2026-01-29,105.47773747773748
2026-01-30,113.43832143832144
2026-01-31,97.51715351715352
2026-02-01,77.61569361569362
2026-02-02,111.44817544817545
2026-02-03,131.34963534963535
2026-02-04,181.1032851032851
2026-02-05,151.25109525109525
2026-02-06,137.32007332007333
2026-02-07,87.56642356642357
2026-02-08,99.5072995072995
2026-02-09,121.3989053989054
2026-02-10,117.41861341861342
2026-02-11,121.3989053989054
2026-02-12,107.46788346788347
2026-02-13,111.44817544817545
2026-02-14,87.56642356642357
2026-02-15,87.56642356642357
2026-02-16,115.42846742846743
2026-02-17,121.3989053989054
2026-02-18,105.47773747773748
2026-02-19,101.4974454974455
2026-02-20,89.55656955656956
2026-02-21,73.63540163540164
2026-02-22,75.62554762554763
2026-02-23,159.2116792116792
2026-02-24,151.25109525109525
2026-02-25,117.41861341861342
2026-02-26,113.43832143832144
2026-02-27,111.44817544817545
2026-02-28,59.704379704379704
2026-03-01,59.704379704379704
2026-03-02,109.45802945802946
2026-03-03,121.3989053989054
2026-03-04,115.42846742846743
2026-03-05,117.41861341861342
2026-03-06,101.4974454974455
2026-03-07,69.65510965510965
2026-03-08,67.66496366496366
2026-03-09,101.4974454974455
2026-03-10,111.44817544817545
2026-03-11,89.55656955656956
2026-03-12,103.48759148759149
2026-03-13,89.55656955656956
2026-03-14,75.62554762554763
2026-03-15,63.684671684671684
2026-03-16,101.4974454974455
2026-03-17,125.37919737919738
2026-03-18,129.35948935948937
2026-03-19,127.36934336934337
2026-03-20,103.48759148759149
2026-03-21,55.724087724087724
2026-03-22,69.65510965510965
2026-03-23,111.44817544817545
2026-03-24,97.51715351715352
2026-03-25,113.43832143832144
2026-03-26,95.52700752700753
2026-03-27,97.51715351715352
2026-03-28,65.67481767481767
2026-03-29,81.5959855959856
2026-03-30,111.44817544817545
2026-03-31,121.3989053989054
2026-04-01,185.0835770835771
2026-04-02,199.014599014599
2026-04-03,115.42846742846743
2026-04-04,81.5959855959856
2026-04-05,65.67481767481767
2026-04-06,119.40875940875941
2026-04-07,125.37919737919738
2026-04-08,121.3989053989054
2026-04-09,115.42846742846743
2026-04-10,105.47773747773748
2026-04-11,65.67481767481767
2026-04-12,55.724087724087724
2026-04-13,95.52700752700753
2026-04-14,109.45802945802946
2026-04-15,121.3989053989054
2026-04-16,115.42846742846743
2026-04-17,129.35948935948937
2026-04-18,75.62554762554763
2026-04-19,59.704379704379704
2026-04-20,127.36934336934337
2026-04-21,137.32007332007333
2026-04-22,109.45802945802946
2026-04-23,119.40875940875941
2026-04-24,115.42846742846743
2026-04-25,73.63540163540164
2026-04-26,75.62554762554763
2026-04-27,117.41861341861342
2026-04-28,101.4974454974455
2026-04-29,121.3989053989054
2026-04-30,153.24124124124126
2026-05-01,123.38905138905139
2026-05-02,97.51715351715352
2026-05-03,83.58613158613159
2026-05-04,109.45802945802946
2026-05-05,111.44817544817545
2026-05-06,121.3989053989054
2026-05-07,123.38905138905139
2026-05-08,109.45802945802946
2026-05-09,63.684671684671684
2026-05-10,69.65510965510965
2026-05-11,105.47773747773748
2026-05-12,113.43832143832144
2026-05-13,133.33978133978133
2026-05-14,133.33978133978133
2026-05-15,113.43832143832144
2026-05-16,75.62554762554763
2026-05-17,89.55656955656956
2026-05-18,125.37919737919738
2026-05-19,113.43832143832144
2026-05-20,105.47773747773748
2026-05-21,153.24124124124126
2026-05-22,155.23138723138723
2026-05-23,107.46788346788347
2026-05-24,91.54671554671555
2026-05-25,93.53686153686154
2026-05-26,159.2116792116792
2026-05-27,135.32992732992733
2026-05-28,145.2806572806573
2026-05-29,151.25109525109525
2026-05-30,81.5959855959856
2026-05-31,89.55656955656956
