Time,boston_celtics
2023-11-09,9.353491720662348
2023-11-10,4.676745860331174
2023-11-11,12.861051115910728
2023-11-12,9.353491720662348
2023-11-13,5.845932325413967
2023-11-14,8.184305255579554
2023-11-15,5.845932325413967
2023-11-16,10.522678185745141
2023-11-17,4.676745860331174
2023-11-18,9.353491720662348
2023-11-19,5.845932325413967
2023-11-20,9.353491720662348
2023-11-21,9.353491720662348
2023-11-22,5.845932325413967
2023-11-23,12.861051115910728
2023-11-24,10.522678185745141
2023-11-25,4.676745860331174
2023-11-26,5.845932325413967
2023-11-27,7.015118790496761
2023-11-28,4.676745860331174
2023-11-29,9.353491720662348
2023-11-30,4.676745860331174
2023-12-01,8.184305255579554
2023-12-02,10.522678185745141
2023-12-03,4.676745860331174
2023-12-04,4.676745860331174
2023-12-05,11.691864650827934
2023-12-06,3.5075593952483803
2023-12-07,3.5075593952483803
2023-12-08,4.676745860331174
2023-12-09,9.353491720662348
2023-12-10,4.676745860331174
2023-12-11,3.5075593952483803
2023-12-12,4.676745860331174
2023-12-13,8.184305255579554
2023-12-14,5.845932325413967
2023-12-15,9.353491720662348
2023-12-16,8.184305255579554
2023-12-17,8.184305255579554
2023-12-18,4.676745860331174
2023-12-19,5.845932325413967
2023-12-20,12.861051115910728
2023-12-21,9.353491720662348
2023-12-22,4.442908567314615
2023-12-23,9.587329013678907
2023-12-24,5.729013678905687
2023-12-25,10.171922246220303
2023-12-26,9.587329013678907
2023-12-27,4.442908567314615
2023-12-28,7.015118790496761
2023-12-29,18.473146148308135
2023-12-30,9.587329013678907
2023-12-31,5.729013678905687
2024-01-01,8.301223902087834
2024-01-02,5.1444204463642915
2024-01-03,10.171922246220303
2024-01-04,3.858315334773218
2024-01-05,5.1444204463642915
2024-01-06,10.873434125269979
2024-01-07,9.587329013678907
2024-01-08,4.442908567314615
2024-01-09,8.301223902087834
2024-01-10,5.729013678905687
2024-01-11,11.458027357811375
2024-01-12,12.744132469402448
2024-01-13,5.1444204463642915
2024-01-14,8.88581713462923
2024-01-15,4.442908567314615
2024-01-16,7.015118790496761
2024-01-17,4.442908567314615
2024-01-18,7.015118790496761
2024-01-19,5.729013678905687
2024-01-20,12.15953923686105
2024-01-21,4.209071274298056
2024-01-22,7.015118790496761
2024-01-23,8.418142548596112
2024-01-24,4.209071274298056
2024-01-25,5.612095032397408
2024-01-26,9.821166306695465
2024-01-27,7.015118790496761
2024-01-28,8.418142548596112
2024-01-29,4.209071274298056
2024-01-30,9.821166306695465
2024-01-31,9.821166306695465
2024-02-01,5.612095032397408
2024-02-02,11.224190064794817
2024-02-03,4.209071274298056
2024-02-04,7.015118790496761
2024-02-05,7.015118790496761
2024-02-06,4.209071274298056
2024-02-07,5.612095032397408
2024-02-08,9.821166306695465
2024-02-09,7.015118790496761
2024-02-10,9.821166306695465
2024-02-11,11.224190064794817
2024-02-12,4.209071274298056
2024-02-13,5.612095032397408
2024-02-14,9.821166306695465
2024-02-15,7.015118790496761
2024-02-16,4.209071274298056
2024-02-17,2.806047516198704
2024-02-18,2.806047516198704
2024-02-19,2.806047516198704
2024-02-20,2.806047516198704
2024-02-21,2.806047516198704
2024-02-22,4.209071274298056
2024-02-23,8.418142548596112
2024-02-24,7.015118790496761
2024-02-25,12.627213822894168
2024-02-26,4.209071274298056
2024-02-27,4.209071274298056
2024-02-28,9.821166306695465
2024-02-29,4.209071274298056
2024-03-01,5.612095032397408
2024-03-02,11.224190064794817
2024-03-03,16.836285097192224
2024-03-04,9.821166306695465
2024-03-05,5.612095032397408
2024-03-06,9.821166306695465
2024-03-07,4.209071274298056
2024-03-08,11.224190064794817
2024-03-09,7.015118790496761
2024-03-10,12.627213822894168
2024-03-11,4.209071274298056
2024-03-12,11.224190064794817
2024-03-13,8.418142548596112
2024-03-14,7.015118790496761
2024-03-15,11.224190064794817
2024-03-16,5.612095032397408
2024-03-17,9.821166306695465
2024-03-18,8.418142548596112
2024-03-19,8.418142548596112
2024-03-20,7.015118790496761
2024-03-21,9.821166306695465
2024-03-22,5.612095032397408
2024-03-23,9.821166306695465
2024-03-24,8.418142548596112
2024-03-25,5.612095032397408
2024-03-26,8.418142548596112
2024-03-27,4.209071274298056
2024-03-28,5.612095032397408
2024-03-29,9.821166306695465
2024-03-30,9.821166306695465
2024-03-31,5.612095032397408
2024-04-01,5.612095032397408
2024-04-02,7.015118790496761
2024-04-03,5.612095032397408
2024-04-04,8.418142548596112
2024-04-05,5.612095032397408
2024-04-06,8.418142548596112
2024-04-07,7.015118790496761
2024-04-08,4.209071274298056
2024-04-09,5.612095032397408
2024-04-10,8.418142548596112
2024-04-11,7.015118790496761
2024-04-12,8.418142548596112
2024-04-13,7.015118790496761
2024-04-14,9.821166306695465
2024-04-15,4.209071274298056
2024-04-16,4.209071274298056
2024-04-17,4.209071274298056
2024-04-18,4.209071274298056
2024-04-19,4.209071274298056
2024-04-20,7.015118790496761
2024-04-21,21.045356371490282
2024-04-22,7.015118790496761
2024-04-23,7.015118790496761
2024-04-24,12.627213822894168
2024-04-25,19.64233261339093
2024-04-26,5.612095032397408
2024-04-27,15.433261339092873
2024-04-28,14.030237580993521
2024-04-29,11.224190064794817
2024-04-30,19.64233261339093
2024-05-01,11.224190064794817
2024-05-02,18.239308855291576
2024-05-03,8.418142548596112
2024-05-04,7.015118790496761
2024-05-05,9.821166306695465
2024-05-06,7.015118790496761
2024-05-07,12.627213822894168
2024-05-08,18.239308855291576
2024-05-09,14.030237580993521
2024-05-10,21.045356371490282
2024-05-11,14.030237580993521
2024-05-12,28.060475161987043
2024-05-13,14.030237580993521
2024-05-14,18.239308855291576
2024-05-15,14.030237580993521
2024-05-16,22.448380129589633
2024-05-17,7.015118790496761
2024-05-18,7.015118790496761
2024-05-19,9.821166306695465
2024-05-20,11.224190064794817
2024-05-21,12.627213822894168
2024-05-22,43.493736501079916
2024-05-23,14.030237580993521
2024-05-24,30.866522678185746
2024-05-25,18.239308855291576
2024-05-26,46.29978401727862
2024-05-27,23.851403887688985
2024-05-28,53.31490280777538
2024-05-29,9.821166306695465
2024-05-30,5.612095032397408
2024-05-31,15.433261339092873
2024-06-01,8.418142548596112
2024-06-02,8.418142548596112
2024-06-03,7.015118790496761
2024-06-04,8.418142548596112
2024-06-05,8.418142548596112
2024-06-06,19.64233261339093
2024-06-07,67.3451403887689
2024-06-08,16.836285097192224
2024-06-09,23.851403887688985
2024-06-10,58.92699784017279
2024-06-11,15.433261339092873
2024-06-12,19.64233261339093
2024-06-13,72.9572354211663
2024-06-14,22.448380129589633
2024-06-15,82.77840172786178
2024-06-16,21.045356371490282
2024-06-17,23.851403887688985
2024-06-18,140.3023758099352
2024-06-19,18.239308855291576
2024-06-20,12.627213822894168
2024-06-21,15.433261339092873
2024-06-22,7.015118790496761
2024-06-23,5.612095032397408
2024-06-24,4.209071274298056
2024-06-25,4.209071274298056
2024-06-26,4.209071274298056
2024-06-27,7.015118790496761
2024-06-28,4.209071274298056
2024-06-29,4.209071274298056
2024-06-30,4.209071274298056
2024-07-01,8.418142548596112
2024-07-02,5.612095032397408
2024-07-03,4.209071274298056
2024-07-04,2.806047516198704
2024-07-05,2.806047516198704
2024-07-06,2.806047516198704
2024-07-07,2.806047516198704
2024-07-08,2.806047516198704
2024-07-09,2.806047516198704
2024-07-10,2.806047516198704
2024-07-11,2.806047516198704
2024-07-12,2.806047516198704
2024-07-13,2.806047516198704
2024-07-14,2.806047516198704
2024-07-15,2.806047516198704
2024-07-16,2.806047516198704
2024-07-17,2.806047516198704
2024-07-18,2.806047516198704
2024-07-19,1.403023758099352
2024-07-20,1.403023758099352
2024-07-21,2.806047516198704
2024-07-22,2.806047516198704
2024-07-23,1.403023758099352
2024-07-24,1.403023758099352
2024-07-25,1.403023758099352
2024-07-26,1.403023758099352
2024-07-27,1.403023758099352
2024-07-28,2.806047516198704
2024-07-29,1.403023758099352
2024-07-30,1.403023758099352
2024-07-31,1.403023758099352
2024-08-01,1.403023758099352
2024-08-02,1.403023758099352
2024-08-03,1.403023758099352
2024-08-04,1.403023758099352
2024-08-05,1.403023758099352
2024-08-06,1.403023758099352
2024-08-07,1.403023758099352
2024-08-08,1.403023758099352
2024-08-09,1.403023758099352
2024-08-10,1.403023758099352
2024-08-11,1.403023758099352
2024-08-12,1.403023758099352
2024-08-13,1.403023758099352
2024-08-14,1.403023758099352
2024-08-15,1.403023758099352
2024-08-16,1.403023758099352
2024-08-17,1.403023758099352
2024-08-18,1.403023758099352
2024-08-19,1.403023758099352
2024-08-20,1.5784017278617712
2024-08-21,1.403023758099352
2024-08-22,1.403023758099352
2024-08-23,1.227645788336933
2024-08-24,1.227645788336933
2024-08-25,1.403023758099352
2024-08-26,1.403023758099352
2024-08-27,1.403023758099352
2024-08-28,1.403023758099352
2024-08-29,1.403023758099352
2024-08-30,1.227645788336933
2024-08-31,1.403023758099352
2024-09-01,1.403023758099352
2024-09-02,1.403023758099352
2024-09-03,1.227645788336933
2024-09-04,1.227645788336933
2024-09-05,1.403023758099352
2024-09-06,1.227645788336933
2024-09-07,1.227645788336933
2024-09-08,1.403023758099352
2024-09-09,1.403023758099352
2024-09-10,1.227645788336933
2024-09-11,1.227645788336933
2024-09-12,1.227645788336933
2024-09-13,1.227645788336933
2024-09-14,1.403023758099352
2024-09-15,1.403023758099352
2024-09-16,1.227645788336933
2024-09-17,1.403023758099352
2024-09-18,1.403023758099352
2024-09-19,1.403023758099352
2024-09-20,1.052267818574514
2024-09-21,1.052267818574514
2024-09-22,1.403023758099352
2024-09-23,1.403023758099352
2024-09-24,1.403023758099352
2024-09-25,1.403023758099352
2024-09-26,1.403023758099352
2024-09-27,1.052267818574514
2024-09-28,1.7537796976241902
2024-09-29,1.403023758099352
2024-09-30,1.403023758099352
2024-10-01,1.403023758099352
2024-10-02,1.403023758099352
2024-10-03,1.7537796976241902
2024-10-04,4.910583153347733
2024-10-05,3.156803455723542
2024-10-06,3.156803455723542
2024-10-07,2.104535637149028
2024-10-08,2.104535637149028
2024-10-09,1.7537796976241902
2024-10-10,2.104535637149028
