Time,boston_celtics
2023-11-08,5.840634125990821
2023-11-09,9.345014601585314
2023-11-10,4.672507300792657
2023-11-11,12.849395077179807
2023-11-12,9.345014601585314
2023-11-13,5.840634125990821
2023-11-14,8.176887776387149
2023-11-15,5.840634125990821
2023-11-16,10.513141426783479
2023-11-17,4.672507300792657
2023-11-18,9.345014601585314
2023-11-19,5.840634125990821
2023-11-20,9.345014601585314
2023-11-21,9.345014601585314
2023-11-22,5.840634125990821
2023-11-23,12.849395077179807
2023-11-24,10.513141426783479
2023-11-25,4.672507300792657
2023-11-26,5.840634125990821
2023-11-27,7.008760951188986
2023-11-28,4.672507300792657
2023-11-29,9.345014601585314
2023-11-30,4.672507300792657
2023-12-01,8.176887776387149
2023-12-02,10.513141426783479
2023-12-03,4.672507300792657
2023-12-04,4.672507300792657
2023-12-05,11.681268251981642
2023-12-06,3.504380475594493
2023-12-07,3.504380475594493
2023-12-08,4.672507300792657
2023-12-09,9.345014601585314
2023-12-10,4.672507300792657
2023-12-11,3.504380475594493
2023-12-12,4.672507300792657
2023-12-13,8.176887776387149
2023-12-14,5.840634125990821
2023-12-15,9.345014601585314
2023-12-16,8.176887776387149
2023-12-17,8.176887776387149
2023-12-18,4.672507300792657
2023-12-19,5.840634125990821
2023-12-20,12.849395077179807
2023-12-21,9.345014601585314
2023-12-22,4.4581721035085895
2023-12-23,9.6236503580546
2023-12-24,5.749541667145093
2023-12-25,10.207713770653683
2023-12-26,9.6236503580546
2023-12-27,4.4581721035085895
2023-12-28,7.040911230781596
2023-12-29,18.53999456507178
2023-12-30,9.6236503580546
2023-12-31,5.749541667145093
2024-01-01,8.332280794418097
2024-01-02,5.165478254546011
2024-01-03,10.207713770653683
2024-01-04,3.874108690909508
2024-01-05,5.165478254546011
2024-01-06,10.915019921691105
2024-01-07,9.6236503580546
2024-01-08,4.4581721035085895
2024-01-09,8.332280794418097
2024-01-10,5.749541667145093
2024-01-11,11.499083334290185
2024-01-12,12.790452897926688
2024-01-13,5.165478254546011
2024-01-14,8.916344207017179
2024-01-15,4.4581721035085895
2024-01-16,7.040911230781596
2024-01-17,4.4581721035085895
2024-01-18,7.040911230781596
2024-01-19,5.749541667145093
2024-01-20,12.206389485327605
2024-01-21,4.243836906224523
2024-01-22,7.073061510374206
2024-01-23,8.487673812449046
2024-01-24,4.243836906224523
2024-01-25,5.6584492082993645
2024-01-26,9.902286114523887
2024-01-27,7.073061510374206
2024-01-28,8.487673812449046
2024-01-29,4.243836906224523
2024-01-30,9.902286114523887
2024-01-31,9.902286114523887
2024-02-01,5.6584492082993645
2024-02-02,11.316898416598729
2024-02-03,4.243836906224523
2024-02-04,7.073061510374206
2024-02-05,7.073061510374206
2024-02-06,4.243836906224523
2024-02-07,5.6584492082993645
2024-02-08,9.902286114523887
2024-02-09,7.073061510374206
2024-02-10,9.902286114523887
2024-02-11,11.316898416598729
2024-02-12,4.243836906224523
2024-02-13,5.6584492082993645
2024-02-14,9.902286114523887
2024-02-15,7.073061510374206
2024-02-16,4.243836906224523
2024-02-17,2.8292246041496822
2024-02-18,2.8292246041496822
2024-02-19,2.8292246041496822
2024-02-20,2.8292246041496822
2024-02-21,2.8292246041496822
2024-02-22,4.243836906224523
2024-02-23,8.487673812449046
2024-02-24,7.073061510374206
2024-02-25,12.73151071867357
2024-02-26,4.243836906224523
2024-02-27,4.243836906224523
2024-02-28,9.902286114523887
2024-02-29,4.243836906224523
2024-03-01,5.6584492082993645
2024-03-02,11.316898416598729
2024-03-03,16.97534762489809
2024-03-04,9.902286114523887
2024-03-05,5.6584492082993645
2024-03-06,9.902286114523887
2024-03-07,4.243836906224523
2024-03-08,11.316898416598729
2024-03-09,7.073061510374206
2024-03-10,12.73151071867357
2024-03-11,4.243836906224523
2024-03-12,11.316898416598729
2024-03-13,8.487673812449046
2024-03-14,7.073061510374206
2024-03-15,11.316898416598729
2024-03-16,5.6584492082993645
2024-03-17,9.902286114523887
2024-03-18,8.487673812449046
2024-03-19,8.487673812449046
2024-03-20,7.073061510374206
2024-03-21,9.902286114523887
2024-03-22,5.6584492082993645
2024-03-23,9.902286114523887
2024-03-24,8.487673812449046
2024-03-25,5.6584492082993645
2024-03-26,8.487673812449046
2024-03-27,4.243836906224523
2024-03-28,5.6584492082993645
2024-03-29,9.902286114523887
2024-03-30,9.902286114523887
2024-03-31,5.6584492082993645
2024-04-01,5.6584492082993645
2024-04-02,7.073061510374206
2024-04-03,5.6584492082993645
2024-04-04,8.487673812449046
2024-04-05,5.6584492082993645
2024-04-06,8.487673812449046
2024-04-07,7.073061510374206
2024-04-08,4.243836906224523
2024-04-09,5.6584492082993645
2024-04-10,8.487673812449046
2024-04-11,7.073061510374206
2024-04-12,8.487673812449046
2024-04-13,7.073061510374206
2024-04-14,9.902286114523887
2024-04-15,4.243836906224523
2024-04-16,4.243836906224523
2024-04-17,4.243836906224523
2024-04-18,4.243836906224523
2024-04-19,4.243836906224523
2024-04-20,7.073061510374206
2024-04-21,21.219184531122618
2024-04-22,7.073061510374206
2024-04-23,7.073061510374206
2024-04-24,12.73151071867357
2024-04-25,19.804572229047775
2024-04-26,5.6584492082993645
2024-04-27,15.560735322823252
2024-04-28,14.146123020748412
2024-04-29,11.316898416598729
2024-04-30,19.804572229047775
2024-05-01,11.316898416598729
2024-05-02,18.389959926972935
2024-05-03,8.487673812449046
2024-05-04,7.073061510374206
2024-05-05,9.902286114523887
2024-05-06,7.073061510374206
2024-05-07,12.73151071867357
2024-05-08,18.389959926972935
2024-05-09,14.146123020748412
2024-05-10,21.219184531122618
2024-05-11,14.146123020748412
2024-05-12,28.292246041496824
2024-05-13,14.146123020748412
2024-05-14,18.389959926972935
2024-05-15,14.146123020748412
2024-05-16,22.633796833197458
2024-05-17,7.073061510374206
2024-05-18,7.073061510374206
2024-05-19,9.902286114523887
2024-05-20,11.316898416598729
2024-05-21,12.73151071867357
2024-05-22,43.85298136432007
2024-05-23,14.146123020748412
2024-05-24,31.121470645646504
2024-05-25,18.389959926972935
2024-05-26,46.68220596846976
2024-05-27,24.048409135272298
2024-05-28,53.75526747884396
2024-05-29,9.902286114523887
2024-05-30,5.6584492082993645
2024-05-31,15.560735322823252
2024-06-01,8.487673812449046
2024-06-02,8.487673812449046
2024-06-03,7.073061510374206
2024-06-04,8.487673812449046
2024-06-05,8.487673812449046
2024-06-06,19.804572229047775
2024-06-07,67.90139049959237
2024-06-08,16.97534762489809
2024-06-09,24.048409135272298
2024-06-10,59.41371668714333
2024-06-11,15.560735322823252
2024-06-12,19.804572229047775
2024-06-13,73.55983970789174
2024-06-14,22.633796833197458
2024-06-15,83.46212582241563
2024-06-16,21.219184531122618
2024-06-17,24.048409135272298
2024-06-18,141.4612302074841
2024-06-19,18.389959926972935
2024-06-20,12.73151071867357
2024-06-21,15.560735322823252
2024-06-22,7.073061510374206
2024-06-23,5.6584492082993645
2024-06-24,4.243836906224523
2024-06-25,4.243836906224523
2024-06-26,4.243836906224523
2024-06-27,7.073061510374206
2024-06-28,4.243836906224523
2024-06-29,4.243836906224523
2024-06-30,4.243836906224523
2024-07-01,8.487673812449046
2024-07-02,5.6584492082993645
2024-07-03,4.243836906224523
2024-07-04,2.8292246041496822
2024-07-05,2.8292246041496822
2024-07-06,2.8292246041496822
2024-07-07,2.8292246041496822
2024-07-08,2.8292246041496822
2024-07-09,2.8292246041496822
2024-07-10,2.8292246041496822
2024-07-11,2.8292246041496822
2024-07-12,2.8292246041496822
2024-07-13,2.8292246041496822
2024-07-14,2.8292246041496822
2024-07-15,2.8292246041496822
2024-07-16,2.8292246041496822
2024-07-17,2.8292246041496822
2024-07-18,2.8292246041496822
2024-07-19,1.4146123020748411
2024-07-20,1.4146123020748411
2024-07-21,2.8292246041496822
2024-07-22,2.8292246041496822
2024-07-23,1.4146123020748411
2024-07-24,1.4146123020748411
2024-07-25,1.4146123020748411
2024-07-26,1.4146123020748411
2024-07-27,1.4146123020748411
2024-07-28,2.8292246041496822
2024-07-29,1.4146123020748411
2024-07-30,1.4146123020748411
2024-07-31,1.4146123020748411
2024-08-01,1.4146123020748411
2024-08-02,1.4146123020748411
2024-08-03,1.4146123020748411
2024-08-04,1.4146123020748411
2024-08-05,1.4146123020748411
2024-08-06,1.4146123020748411
2024-08-07,1.4146123020748411
2024-08-08,1.4146123020748411
2024-08-09,1.4146123020748411
2024-08-10,1.4146123020748411
2024-08-11,1.4146123020748411
2024-08-12,1.4146123020748411
2024-08-13,1.4146123020748411
2024-08-14,1.4146123020748411
2024-08-15,1.4146123020748411
2024-08-16,1.4146123020748411
2024-08-17,1.4146123020748411
2024-08-18,1.4146123020748411
2024-08-19,1.4146123020748411
2024-08-20,1.5914388398341963
2024-08-21,1.4146123020748411
2024-08-22,1.4146123020748411
2024-08-23,1.237785764315486
2024-08-24,1.237785764315486
2024-08-25,1.4146123020748411
2024-08-26,1.4146123020748411
2024-08-27,1.4146123020748411
2024-08-28,1.4146123020748411
2024-08-29,1.4146123020748411
2024-08-30,1.237785764315486
2024-08-31,1.4146123020748411
2024-09-01,1.4146123020748411
2024-09-02,1.4146123020748411
2024-09-03,1.237785764315486
2024-09-04,1.237785764315486
2024-09-05,1.4146123020748411
2024-09-06,1.237785764315486
2024-09-07,1.237785764315486
2024-09-08,1.4146123020748411
2024-09-09,1.4146123020748411
2024-09-10,1.237785764315486
2024-09-11,1.237785764315486
2024-09-12,1.237785764315486
2024-09-13,1.237785764315486
2024-09-14,1.4146123020748411
2024-09-15,1.4146123020748411
2024-09-16,1.237785764315486
2024-09-17,1.4146123020748411
2024-09-18,1.4146123020748411
2024-09-19,1.4146123020748411
2024-09-20,1.0609592265561307
2024-09-21,1.0609592265561307
2024-09-22,1.4146123020748411
2024-09-23,1.4146123020748411
2024-09-24,1.4146123020748411
2024-09-25,1.4146123020748411
2024-09-26,1.4146123020748411
2024-09-27,1.0609592265561307
2024-09-28,1.7682653775935515
2024-09-29,1.4146123020748411
2024-09-30,1.4146123020748411
2024-10-01,1.4146123020748411
2024-10-02,1.4146123020748411
