Time,trap_movie
2022-09-02,56.798749080206036
2022-09-03,77.69420792599601
2022-09-04,72.8841059602649
2022-09-05,44.523494165878276
2022-09-06,73.96163145169768
2022-09-07,50.91112162304215
2022-09-08,33.74823925155051
2022-09-09,32.170713760117735
2022-09-10,87.39193734889099
2022-09-11,82.0043098917271
2022-09-12,49.333596131609376
2022-09-13,63.26390202880269
2022-09-14,49.833596131609376
2022-09-15,46.10101965731105
2022-09-16,39.13586670871439
2022-09-17,99.16719226321875
2022-09-18,66.99647850310102
2022-09-19,34.82576474298328
2022-09-20,55.721223588773256
2022-09-21,53.06617260590771
2022-09-22,42.868443183012715
2022-09-23,61.10885104593714
2022-09-24,74.53915694313045
2022-09-25,79.34925890886156
2022-09-26,27.860611794386628
2022-09-27,43.945968674445496
2022-09-28,38.11668243456323
2022-09-29,72.76821192052981
2022-09-30,48.5121412803532
2022-10-01,61.21770209187428
2022-10-02,72.76821192052981
2022-10-03,54.287396194680966
2022-10-04,60.062651109008726
2022-10-05,56.597498160412066
2022-10-06,58.90760012614317
2022-10-07,51.97729422894986
2022-10-08,75.0783138862609
2022-10-09,62.37275307473983
2022-10-10,68.1480079890676
2022-10-11,49.66719226321875
2022-10-12,77.38841585199201
2022-10-13,115.50509828655524
2022-10-14,82.00861978345422
2022-10-15,57.75254914327762
2022-10-16,62.37275307473983
2022-10-17,43.89193734889099
2022-10-18,70.4581099547987
2022-10-19,77.38841585199201
2022-10-20,48.5121412803532
2022-10-21,43.89193734889099
2022-10-22,79.69851781772311
2022-10-23,61.21770209187428
2022-10-24,55.44244717754651
2022-10-25,53.13234521181541
2022-10-26,46.2020393146221
2022-10-27,77.38841585199201
2022-10-28,51.97729422894986
2022-10-29,56.597498160412066
2022-10-30,72.76821192052981
2022-10-31,47.35709029748765
2022-11-01,54.287396194680966
2022-11-02,40.42678440029434
2022-11-03,39.271733417428784
2022-11-04,36.96163145169768
2022-11-05,77.38841585199201
2022-11-06,91.24902764637864
2022-11-07,100.48943550930306
2022-11-08,72.76821192052981
2022-11-09,58.90760012614317
2022-11-10,57.75254914327762
2022-11-11,61.21770209187428
2022-11-12,88.93892568064753
2022-11-13,85.47377273205088
2022-11-14,36.96163145169768
2022-11-15,45.046988331756545
2022-11-16,43.89193734889099
2022-11-17,86.62882371491644
2022-11-18,49.66719226321875
2022-11-19,36.96163145169768
2022-11-20,87.78387469778198
2022-11-21,48.5121412803532
2022-11-22,58.90760012614317
2022-11-23,57.75254914327762
2022-11-24,60.062651109008726
2022-11-25,69.30305897193314
2022-11-26,70.4581099547987
2022-11-27,56.597498160412066
2022-11-28,36.96163145169768
2022-11-29,35.806580468832124
2022-11-30,53.13234521181541
2022-12-01,65.83790602333649
2022-12-02,72.76821192052981
2022-12-03,51.97729422894986
2022-12-04,73.92326290339535
2022-12-05,34.65152948596657
2022-12-06,71.61316093766425
2022-12-07,45.046988331756545
2022-12-08,51.97729422894986
2022-12-09,43.89193734889099
2022-12-10,48.5121412803532
2022-12-11,55.44244717754651
2022-12-12,50.822243246084305
2022-12-13,27.721223588773256
2022-12-14,46.2020393146221
2022-12-15,46.2020393146221
2022-12-16,34.65152948596657
2022-12-17,43.89193734889099
2022-12-18,46.2020393146221
2022-12-19,40.42678440029434
2022-12-20,55.44244717754651
2022-12-21,38.11668243456323
2022-12-22,47.35709029748765
2022-12-23,36.96163145169768
2022-12-24,63.52780405760538
2022-12-25,79.69851781772311
2022-12-26,69.30305897193314
2022-12-27,57.75254914327762
2022-12-28,51.97729422894986
2022-12-29,40.42678440029434
2022-12-30,68.1480079890676
2022-12-31,71.61316093766425
2023-01-01,60.062651109008726
2023-01-02,64.68285504047094
2023-01-03,39.271733417428784
2023-01-04,50.822243246084305
2023-01-05,47.35709029748765
2023-01-06,36.96163145169768
2023-01-07,58.90760012614317
2023-01-08,63.52780405760538
2023-01-09,60.062651109008726
2023-01-10,46.2020393146221
2023-01-11,35.806580468832124
2023-01-12,39.271733417428784
2023-01-13,54.287396194680966
2023-01-14,75.0783138862609
2023-01-15,57.75254914327762
2023-01-16,42.73688636602544
2023-01-17,30.031325554504363
2023-01-18,39.271733417428784
2023-01-19,54.287396194680966
2023-01-20,47.35709029748765
2023-01-21,69.30305897193314
2023-01-22,68.1480079890676
2023-01-23,55.44244717754651
2023-01-24,48.5121412803532
2023-01-25,51.97729422894986
2023-01-26,47.35709029748765
2023-01-27,27.721223588773256
2023-01-28,62.37275307473983
2023-01-29,49.66719226321875
2023-01-30,35.806580468832124
2023-01-31,35.806580468832124
2023-02-01,43.89193734889099
2023-02-02,49.66719226321875
2023-02-03,46.2020393146221
2023-02-04,78.54346683485757
2023-02-05,61.21770209187428
2023-02-06,36.96163145169768
2023-02-07,45.046988331756545
2023-02-08,49.66719226321875
2023-02-09,39.271733417428784
2023-02-10,49.66719226321875
2023-02-11,55.44244717754651
2023-02-12,61.21770209187428
2023-02-13,33.49647850310102
2023-02-14,65.83790602333649
2023-02-15,53.13234521181541
2023-02-16,40.42678440029434
2023-02-17,45.046988331756545
2023-02-18,69.30305897193314
2023-02-19,56.597498160412066
2023-02-20,61.21770209187428
2023-02-21,55.44244717754651
2023-02-22,36.96163145169768
2023-02-23,47.35709029748765
2023-02-24,56.597498160412066
2023-02-25,90.09397666351309
2023-02-26,71.61316093766425
2023-02-27,61.21770209187428
2023-02-28,53.13234521181541
2023-03-01,46.2020393146221
2023-03-02,54.287396194680966
2023-03-03,53.13234521181541
2023-03-04,73.92326290339535
2023-03-05,72.76821192052981
2023-03-06,79.69851781772311
2023-03-07,41.581835383159884
2023-03-08,64.68285504047094
2023-03-09,55.44244717754651
2023-03-10,55.44244717754651
2023-03-11,58.90760012614317
2023-03-12,113.19499632082413
2023-03-13,61.21770209187428
2023-03-14,54.287396194680966
2023-03-15,46.2020393146221
2023-03-16,57.75254914327762
2023-03-17,63.52780405760538
2023-03-18,77.38841585199201
2023-03-19,65.83790602333649
2023-03-20,36.96163145169768
2023-03-21,49.66719226321875
2023-03-22,53.13234521181541
2023-03-23,42.73688636602544
2023-03-24,75.0783138862609
2023-03-25,71.61316093766425
2023-03-26,88.93892568064753
2023-03-27,56.597498160412066
2023-03-28,58.90760012614317
2023-03-29,42.73688636602544
2023-03-30,60.062651109008726
2023-03-31,49.66719226321875
2023-04-01,68.1480079890676
2023-04-02,55.44244717754651
2023-04-03,46.2020393146221
2023-04-04,41.581835383159884
2023-04-05,40.42678440029434
2023-04-06,57.75254914327762
2023-04-07,56.597498160412066
2023-04-08,86.62882371491644
2023-04-09,78.54346683485757
2023-04-10,55.44244717754651
2023-04-11,54.287396194680966
2023-04-12,46.2020393146221
2023-04-13,60.062651109008726
2023-04-14,55.44244717754651
2023-04-15,71.61316093766425
2023-04-16,87.78387469778198
2023-04-17,79.69851781772311
2023-04-18,70.4581099547987
2023-04-19,71.61316093766425
2023-04-20,55.44244717754651
2023-04-21,63.52780405760538
2023-04-22,102.79953747503417
2023-04-23,105.10963944076526
2023-04-24,84.31872174918533
2023-04-25,64.68285504047094
2023-04-26,77.1724163850925
2023-04-27,92.95341495697068
2023-04-28,66.47780003946944
2023-04-29,90.12146109812673
2023-04-30,96.30722070892745
2023-05-01,65.90027454803666
2023-05-02,50.696801467591285
2023-05-03,56.882561078392
2023-05-04,46.18794473276895
2023-05-05,44.511041856790555
2023-05-06,65.90027454803666
2023-05-07,63.645846180625504
2023-05-08,34.915802895713114
2023-05-09,41.67908799794661
2023-05-10,50.696801467591285
2023-05-11,56.882561078392
2023-05-12,26.475614917501225
2023-05-13,56.882561078392
2023-05-14,81.68127311991483
2023-05-15,65.90027454803666
2023-05-16,56.882561078392
2023-05-17,52.95122983500245
2023-05-18,48.44237310018011
2023-05-19,72.08603415883739
2023-05-20,79.42684475250367
2023-05-21,81.68127311991483
2023-05-22,72.08603415883739
2023-05-23,50.119275976158505
2023-05-24,50.696801467591285
2023-05-25,77.1724163850925
2023-05-26,65.96264307273685
2023-05-27,76.956416918193
2023-05-28,81.35392645637546
2023-05-29,98.94396460910528
2023-05-30,59.366378765463175
2023-05-31,63.76388830364563
2023-06-01,46.1738501509158
2023-06-02,48.37260492000703
2023-06-03,105.54022891637896
2023-06-04,81.35392645637546
2023-06-05,54.96886922728071
2023-06-06,72.55890738001054
2023-06-07,57.167623996371944
2023-06-08,107.7389836854702
2023-06-09,101.14271937819652
2023-06-10,123.1302670691088
2023-06-11,96.74520984001406
2023-06-12,74.75766214910178
2023-06-13,96.74520984001406
2023-06-14,83.55268122546669
2023-06-15,83.55268122546669
2023-06-16,79.15517168728422
2023-06-17,87.95019076364915
2023-06-18,81.35392645637546
2023-06-19,61.5651335345544
2023-06-20,83.55268122546669
2023-06-21,72.55890738001054
2023-06-22,59.366378765463175
2023-06-23,83.55268122546669
2023-06-24,94.54645507092283
2023-06-25,98.94396460910528
2023-06-26,74.75766214910178
2023-06-27,85.75143599455791
2023-06-28,65.96264307273685
2023-06-29,85.75143599455791
2023-06-30,164.90660768184213
2023-07-01,145.11781476002108
2023-07-02,171.50287198911582
2023-07-03,116.53400276183511
2023-07-04,136.32279568365618
2023-07-05,101.14271937819652
2023-07-06,68.16139784182809
2023-07-07,96.74520984001406
2023-07-08,109.93773845456143
2023-07-09,83.55268122546669
2023-07-10,70.36015261091931
2023-07-11,70.36015261091931
2023-07-12,50.57135968909826
2023-07-13,98.94396460910528
2023-07-14,65.96264307273685
2023-07-15,85.75143599455791
2023-07-16,129.7265313763825
2023-07-17,43.97509538182457
2023-07-18,59.366378765463175
2023-07-19,87.95019076364915
2023-07-20,81.35392645637546
2023-07-21,96.74520984001406
2023-07-22,112.13649322365266
2023-07-23,79.15517168728422
2023-07-24,74.75766214910178
2023-07-25,57.167623996371944
2023-07-26,63.76388830364563
2023-07-27,90.14894553274037
2023-07-28,57.167623996371944
2023-07-29,98.94396460910528
2023-07-30,74.75766214910178
2023-07-31,90.14894553274037
2023-08-01,43.97509538182457
2023-08-02,54.96886922728071
2023-08-03,85.75143599455791
2023-08-04,74.75766214910178
2023-08-05,76.956416918193
2023-08-06,101.14271937819652
2023-08-07,96.74520984001406
2023-08-08,92.3477003018316
2023-08-09,76.956416918193
2023-08-10,81.35392645637546
2023-08-11,68.16139784182809
2023-08-12,63.76388830364563
2023-08-13,101.14271937819652
2023-08-14,74.75766214910178
2023-08-15,59.366378765463175
2023-08-16,52.77011445818948
2023-08-17,65.96264307273685
2023-08-18,68.16139784182809
2023-08-19,101.14271937819652
2023-08-20,94.54645507092283
2023-08-21,85.75143599455791
2023-08-22,70.36015261091931
2023-08-23,72.55890738001054
2023-08-24,112.13649322365266
2023-08-25,94.54645507092283
2023-08-26,81.35392645637546
2023-08-27,136.32279568365618
2023-08-28,85.75143599455791
2023-08-29,83.55268122546669
2023-08-30,63.76388830364563
2023-08-31,59.366378765463175
2023-09-01,92.3477003018316
2023-09-02,81.35392645637546
2023-09-03,103.34147414728774
2023-09-04,101.14271937819652
2023-09-05,46.1738501509158
2023-09-06,59.366378765463175
2023-09-07,43.97509538182457
2023-09-08,61.5651335345544
2023-09-09,79.15517168728422
2023-09-10,109.93773845456143
2023-09-11,105.54022891637896
2023-09-12,48.37260492000703
2023-09-13,61.5651335345544
2023-09-14,63.76388830364563
2023-09-15,68.16139784182809
2023-09-16,72.55890738001054
2023-09-17,94.54645507092283
2023-09-18,79.15517168728422
2023-09-19,50.57135968909826
2023-09-20,72.55890738001054
2023-09-21,54.96886922728071
2023-09-22,37.37883107455089
2023-09-23,87.95019076364915
2023-09-24,90.14894553274037
2023-09-25,65.96264307273685
2023-09-26,50.57135968909826
2023-09-27,63.76388830364563
2023-09-28,85.75143599455791
2023-09-29,72.55890738001054
2023-09-30,129.7265313763825
2023-10-01,156.11158860547724
2023-10-02,92.3477003018316
2023-10-03,70.36015261091931
2023-10-04,96.74520984001406
2023-10-05,68.16139784182809
2023-10-06,72.55890738001054
2023-10-07,136.32279568365618
2023-10-08,79.15517168728422
2023-10-09,70.36015261091931
2023-10-10,105.54022891637896
2023-10-11,74.75766214910178
2023-10-12,79.15517168728422
2023-10-13,90.14894553274037
2023-10-14,109.93773845456143
2023-10-15,103.34147414728774
2023-10-16,101.14271937819652
2023-10-17,74.75766214910178
2023-10-18,83.55268122546669
2023-10-19,65.96264307273685
2023-10-20,70.36015261091931
2023-10-21,136.32279568365618
2023-10-22,92.3477003018316
2023-10-23,59.366378765463175
2023-10-24,61.5651335345544
2023-10-25,79.15517168728422
2023-10-26,72.55890738001054
2023-10-27,105.54022891637896
2023-10-28,189.09291014184566
2023-10-29,213.27921260184917
2023-10-30,156.11158860547724
2023-10-31,103.34147414728774
2023-11-01,79.15517168728422
2023-11-02,76.956416918193
2023-11-03,61.5651335345544
2023-11-04,147.31656952911231
2023-11-05,103.34147414728774
2023-11-06,101.14271937819652
2023-11-07,96.74520984001406
2023-11-08,57.167623996371944
2023-11-09,63.76388830364563
2023-11-10,65.96264307273685
2023-11-11,85.75143599455791
2023-11-12,120.93151230001757
2023-11-13,57.167623996371944
2023-11-14,72.55890738001054
2023-11-15,65.96264307273685
2023-11-16,59.366378765463175
2023-11-17,79.15517168728422
2023-11-18,85.75143599455791
2023-11-19,90.14894553274037
2023-11-20,94.54645507092283
2023-11-21,72.55890738001054
2023-11-22,57.167623996371944
2023-11-23,87.95019076364915
2023-11-24,74.75766214910178
2023-11-25,109.93773845456143
2023-11-26,107.7389836854702
2023-11-27,50.57135968909826
2023-11-28,83.55268122546669
2023-11-29,65.96264307273685
2023-11-30,81.35392645637546
2023-12-01,54.96886922728071
2023-12-02,65.96264307273685
2023-12-03,79.15517168728422
2023-12-04,43.97509538182457
2023-12-05,65.96264307273685
2023-12-06,39.57758584364211
2023-12-07,68.16139784182809
2023-12-08,50.57135968909826
2023-12-09,61.5651335345544
2023-12-10,90.14894553274037
2023-12-11,63.76388830364563
2023-12-12,52.77011445818948
2023-12-13,54.96886922728071
2023-12-14,52.77011445818948
2023-12-15,57.167623996371944
2023-12-16,63.76388830364563
2023-12-17,79.15517168728422
2023-12-18,43.97509538182457
2023-12-19,63.76388830364563
2023-12-20,61.5651335345544
2023-12-21,70.36015261091931
2023-12-22,67.22290495258183
2023-12-23,84.81294310531166
2023-12-24,76.01792402894674
2023-12-25,84.81294310531166
2023-12-26,79.3160561825836
2023-12-27,76.01792402894674
2023-12-28,69.42165972167305
2023-12-29,67.22290495258183
2023-12-30,78.21667879803798
2023-12-31,71.62041449076429
2024-01-01,78.21667879803798
2024-01-02,222.55688516411215
2024-01-03,196.1718279350174
2024-01-04,135.54518728970928
2024-01-05,83.71356572076604
2024-01-06,127.84954559788997
2024-01-07,136.6445646742549
2024-01-08,79.3160561825836
2024-01-09,81.51481095167482
2024-01-10,130.0483003669812
2024-01-11,78.21667879803798
2024-01-12,76.01792402894674
2024-01-13,133.34643252061804
2024-01-14,145.43958375061982
2024-01-15,82.61418833622042
2024-01-16,67.22290495258183
2024-01-17,68.32228233712745
2024-01-18,72.71979187530991
2024-01-19,81.51481095167482
2024-01-20,77.11730141349236
2024-01-21,75.07943113970049
2024-01-22,75.07943113970049
2024-01-23,75.07943113970049
2024-01-24,75.07943113970049
2024-01-25,75.07943113970049
2024-01-26,75.07943113970049
2024-01-27,75.07943113970049
2024-01-28,75.07943113970049
2024-01-29,225.23829341910147
2024-01-30,75.07943113970049
2024-01-31,75.07943113970049
2024-02-01,75.07943113970049
2024-02-02,75.07943113970049
2024-02-03,150.15886227940098
2024-02-04,150.15886227940098
2024-02-05,75.07943113970049
2024-02-06,75.07943113970049
2024-02-07,75.07943113970049
2024-02-08,75.07943113970049
2024-02-09,75.07943113970049
2024-02-10,75.07943113970049
2024-02-11,75.07943113970049
2024-02-12,75.07943113970049
2024-02-13,75.07943113970049
2024-02-14,75.07943113970049
2024-02-15,75.07943113970049
2024-02-16,75.07943113970049
2024-02-17,75.07943113970049
2024-02-18,75.07943113970049
2024-02-19,75.07943113970049
2024-02-20,75.07943113970049
2024-02-21,75.07943113970049
2024-02-22,75.07943113970049
2024-02-23,75.07943113970049
2024-02-24,75.07943113970049
2024-02-25,75.07943113970049
2024-02-26,75.07943113970049
2024-02-27,75.07943113970049
2024-02-28,75.07943113970049
2024-02-29,75.07943113970049
2024-03-01,75.07943113970049
2024-03-02,75.07943113970049
2024-03-03,150.15886227940098
2024-03-04,75.07943113970049
2024-03-05,75.07943113970049
2024-03-06,75.07943113970049
2024-03-07,75.07943113970049
2024-03-08,75.07943113970049
2024-03-09,75.07943113970049
2024-03-10,75.07943113970049
2024-03-11,75.07943113970049
2024-03-12,75.07943113970049
2024-03-13,75.07943113970049
2024-03-14,75.07943113970049
2024-03-15,75.07943113970049
2024-03-16,150.15886227940098
2024-03-17,75.07943113970049
2024-03-18,75.07943113970049
2024-03-19,75.07943113970049
2024-03-20,75.07943113970049
2024-03-21,75.07943113970049
2024-03-22,75.07943113970049
2024-03-23,75.07943113970049
2024-03-24,150.15886227940098
2024-03-25,75.07943113970049
2024-03-26,75.07943113970049
2024-03-27,75.07943113970049
2024-03-28,75.07943113970049
2024-03-29,75.07943113970049
2024-03-30,150.15886227940098
2024-03-31,75.07943113970049
2024-04-01,150.15886227940098
2024-04-02,150.15886227940098
2024-04-03,75.07943113970049
2024-04-04,75.07943113970049
2024-04-05,75.07943113970049
2024-04-06,75.07943113970049
2024-04-07,150.15886227940098
2024-04-08,75.07943113970049
2024-04-09,75.07943113970049
2024-04-10,150.15886227940098
2024-04-11,75.07943113970049
2024-04-12,75.07943113970049
2024-04-13,75.07943113970049
2024-04-14,75.07943113970049
2024-04-15,75.07943113970049
2024-04-16,75.07943113970049
2024-04-17,75.07943113970049
2024-04-18,900.9531736764059
2024-04-19,2327.4623653307153
2024-04-20,2252.3829341910146
2024-04-21,1876.9857784925123
2024-04-22,750.7943113970049
2024-04-23,525.5560179779034
2024-04-24,300.31772455880196
2024-04-25,225.23829341910147
2024-04-26,150.15886227940098
2024-04-27,225.23829341910147
2024-04-28,225.23829341910147
2024-04-29,150.15886227940098
2024-04-30,150.15886227940098
2024-05-01,150.15886227940098
2024-05-02,150.15886227940098
2024-05-03,150.15886227940098
2024-05-04,150.15886227940098
2024-05-05,150.15886227940098
2024-05-06,150.15886227940098
2024-05-07,75.07943113970049
2024-05-08,150.15886227940098
2024-05-09,150.15886227940098
2024-05-10,150.15886227940098
2024-05-11,150.15886227940098
2024-05-12,150.15886227940098
2024-05-13,150.15886227940098
2024-05-14,150.15886227940098
2024-05-15,75.07943113970049
2024-05-16,150.15886227940098
2024-05-17,150.15886227940098
2024-05-18,150.15886227940098
2024-05-19,150.15886227940098
2024-05-20,150.15886227940098
2024-05-21,75.07943113970049
2024-05-22,75.07943113970049
2024-05-23,150.15886227940098
2024-05-24,150.15886227940098
2024-05-25,150.15886227940098
2024-05-26,150.15886227940098
2024-05-27,150.15886227940098
2024-05-28,75.07943113970049
2024-05-29,150.15886227940098
2024-05-30,150.15886227940098
2024-05-31,150.15886227940098
2024-06-01,300.31772455880196
2024-06-02,675.7148802573045
2024-06-03,525.5560179779034
2024-06-04,450.47658683820293
2024-06-05,450.47658683820293
2024-06-06,375.39715569850244
2024-06-07,300.31772455880196
2024-06-08,225.23829341910147
2024-06-09,225.23829341910147
2024-06-10,225.23829341910147
2024-06-11,150.15886227940098
2024-06-12,150.15886227940098
2024-06-13,225.23829341910147
2024-06-14,225.23829341910147
2024-06-15,150.15886227940098
2024-06-16,225.23829341910147
2024-06-17,150.15886227940098
2024-06-18,375.39715569850244
2024-06-19,225.23829341910147
2024-06-20,150.15886227940098
2024-06-21,225.23829341910147
2024-06-22,150.15886227940098
2024-06-23,300.31772455880196
2024-06-24,150.15886227940098
2024-06-25,150.15886227940098
2024-06-26,150.15886227940098
2024-06-27,150.15886227940098
2024-06-28,150.15886227940098
2024-06-29,225.23829341910147
2024-06-30,225.23829341910147
2024-07-01,450.47658683820293
2024-07-02,900.9531736764059
2024-07-03,600.6354491176039
2024-07-04,1126.1914670955073
2024-07-05,900.9531736764059
2024-07-06,750.7943113970049
2024-07-07,825.8737425367053
2024-07-08,450.47658683820293
2024-07-09,450.47658683820293
2024-07-10,450.47658683820293
2024-07-11,450.47658683820293
2024-07-12,450.47658683820293
2024-07-13,825.8737425367053
2024-07-14,750.7943113970049
2024-07-15,600.6354491176039
2024-07-16,525.5560179779034
2024-07-17,675.7148802573045
2024-07-18,675.7148802573045
2024-07-19,750.7943113970049
2024-07-20,1051.1120359558067
2024-07-21,976.0326048161064
2024-07-22,825.8737425367053
2024-07-23,825.8737425367053
2024-07-24,1201.2708982352078
2024-07-25,1051.1120359558067
2024-07-26,1201.2708982352078
2024-07-27,1426.5091916543092
2024-07-28,1801.9063473528117
2024-07-29,1501.5886227940098
2024-07-30,1726.8269162131112
2024-07-31,1801.9063473528117
2024-08-01,3528.733263565923
2024-08-02,6907.307664852445
2024-08-03,7507.943113970049
2024-08-04,6381.751646874542
2024-08-05,3829.050988124725
2024-08-06,3078.25667672772
2024-08-07,2928.0978144483192
2024-08-08,2252.3829341910146
2024-08-09,2777.938952168918
2024-08-10,3153.3361078674207
2024-08-11,3228.415539007121
2024-08-12,1876.9857784925123
2024-08-13,1801.9063473528117
2024-08-14,1651.7474850734106
2024-08-15,1426.5091916543092
2024-08-16,1651.7474850734106
2024-08-17,2402.5417964704156
2024-08-18,2157.2609030992744
2024-08-19,1214.5173021492562
2024-08-20,1131.5048567252097
2024-08-21,965.4799658771162
2024-08-22,739.1789945320743
2024-08-23,965.4799658771162
2024-08-24,1440.8182734942982
2024-08-25,1440.8182734942982
2024-08-26,739.1789945320743
2024-08-27,678.9029140351258
2024-08-28,656.1665491080275
2024-08-29,595.8904686110791
2024-08-30,1191.7809372221582
2024-08-31,2632.5992107164566
2024-09-01,3085.20115340654
2024-09-02,3002.1887079824937
2024-09-03,1727.3953253362886
2024-09-04,1191.7809372221582
2024-09-05,1108.7684917981114
2024-09-06,1131.5048567252097
2024-09-07,1870.683851257284
2024-09-08,1750.1316902633866
2024-09-09,882.4675204530695
2024-09-10,678.9029140351258
2024-09-11,618.6268335381773
2024-09-12,678.9029140351258
2024-09-13,882.4675204530695
2024-09-14,1335.0694631431534
2024-09-15,1071.228776228261
2024-09-16,618.6268335381773
2024-09-17,500.2000283961612
2024-09-18,454.72729854196473
2024-09-19,454.72729854196473
2024-09-20,545.6727582503577
