Time,quest_diagnostics
2024-10-12,26.707357046782633
2024-10-13,19.36283385891741
2024-10-14,57.42081765058266
2024-10-15,55.417765872073964
2024-10-16,48.74092661037831
2024-10-17,48.07324268420874
2024-10-18,45.40250697953048
2024-10-19,26.707357046782633
2024-10-20,18.695149932747842
2024-10-21,53.414714093565266
2024-10-22,50.076294462717435
2024-10-23,49.408610536547876
2024-10-24,49.408610536547876
2024-10-25,48.07324268420874
2024-10-26,24.704305268273938
2024-10-27,18.027466006578276
2024-10-28,51.41166231505657
2024-10-29,47.40555875803918
2024-10-30,45.40250697953048
2024-10-31,43.39945520102178
2024-11-01,46.070190905700045
2024-11-02,23.368937415934806
2024-11-03,17.359782080408714
2024-11-04,52.07934624122613
2024-11-05,43.39945520102178
2024-11-06,34.71956416081743
2024-11-07,46.73787483186961
2024-11-08,50.743978388887
2024-11-09,29.378092751460898
2024-11-10,20.030517785086975
2024-11-11,50.076294462717435
2024-11-12,52.07934624122613
2024-11-13,49.408610536547876
2024-11-14,47.40555875803918
2024-11-15,46.070190905700045
2024-11-16,24.03662134210437
2024-11-17,18.027466006578276
2024-11-18,50.076294462717435
2024-11-19,48.07324268420874
2024-11-20,47.40555875803918
2024-11-21,44.73482305336091
2024-11-22,45.40250697953048
2024-11-23,22.70125348976524
2024-11-24,16.692098154239147
2024-11-25,44.73482305336091
2024-11-26,48.07324268420874
2024-11-27,45.40250697953048
2024-11-28,14.689046375730449
2024-11-29,30.71346060380003
2024-11-30,22.033569563595673
2024-12-01,15.356730301900015
2024-12-02,44.067139127191346
2024-12-03,46.73787483186961
2024-12-04,44.067139127191346
2024-12-05,42.06408734868265
2024-12-06,45.40250697953048
2024-12-07,23.368937415934806
2024-12-08,17.359782080408714
2024-12-09,44.067139127191346
2024-12-10,46.73787483186961
2024-12-11,42.731771274852214
2024-12-12,43.39945520102178
2024-12-13,42.731771274852214
2024-12-14,22.70125348976524
2024-12-15,16.692098154239147
2024-12-16,43.39945520102178
2024-12-17,46.73787483186961
2024-12-18,42.06408734868265
2024-12-19,44.067139127191346
2024-12-20,39.39335164400438
2024-12-21,21.365885637426107
2024-12-22,14.689046375730449
2024-12-23,37.390299865495685
2024-12-24,27.3750409729522
2024-12-25,13.353678523391316
2024-12-26,36.05493201315655
2024-12-27,40.06103557017395
2024-12-28,22.70125348976524
2024-12-29,19.36283385891741
2024-12-30,47.40555875803918
2024-12-31,38.72566771783482
2025-01-01,18.027466006578276
2025-01-02,46.070190905700045
2025-01-03,46.070190905700045
2025-01-04,25.3719891944435
2025-01-05,17.359782080408714
2025-01-06,48.74092661037831
2025-01-07,50.076294462717435
2025-01-08,48.74092661037831
2025-01-09,44.73482305336091
2025-01-10,43.39945520102178
2025-01-11,25.3719891944435
2025-01-12,17.359782080408714
2025-01-13,50.076294462717435
2025-01-14,49.408610536547876
2025-01-15,50.743978388887
2025-01-16,51.41166231505657
2025-01-17,47.40555875803918
2025-01-18,26.039673120613067
2025-01-19,16.692098154239147
2025-01-20,42.731771274852214
2025-01-21,43.39945520102178
2025-01-22,47.40555875803918
2025-01-23,44.73482305336091
2025-01-24,47.40555875803918
2025-01-25,25.3719891944435
2025-01-26,18.695149932747842
2025-01-27,48.07324268420874
2025-01-28,50.076294462717435
2025-01-29,45.40250697953048
2025-01-30,46.070190905700045
2025-01-31,47.40555875803918
2025-02-01,25.3719891944435
2025-02-02,19.36283385891741
2025-02-03,47.40555875803918
2025-02-04,49.408610536547876
2025-02-05,49.408610536547876
2025-02-06,45.40250697953048
2025-02-07,46.070190905700045
2025-02-08,27.3750409729522
2025-02-09,16.692098154239147
2025-02-10,46.73787483186961
2025-02-11,51.41166231505657
2025-02-12,49.408610536547876
2025-02-13,46.73787483186961
2025-02-14,44.73482305336091
2025-02-15,26.707357046782633
2025-02-16,20.030517785086975
2025-02-17,53.414714093565266
2025-02-18,46.73787483186961
2025-02-19,49.408610536547876
2025-02-20,50.076294462717435
2025-02-21,48.07324268420874
2025-02-22,25.3719891944435
2025-02-23,20.69820171125654
2025-02-24,50.743978388887
2025-02-25,50.076294462717435
2025-02-26,50.076294462717435
2025-02-27,44.73482305336091
2025-02-28,47.40555875803918
2025-03-01,27.3750409729522
2025-03-02,19.36283385891741
2025-03-03,50.076294462717435
2025-03-04,52.07934624122613
2025-03-05,50.743978388887
2025-03-06,51.41166231505657
2025-03-07,51.41166231505657
2025-03-08,30.045776677630464
2025-03-09,20.69820171125654
2025-03-10,51.41166231505657
2025-03-11,54.08239801973483
2025-03-12,53.414714093565266
2025-03-13,53.414714093565266
2025-03-14,51.41166231505657
2025-03-15,26.707357046782633
2025-03-16,21.365885637426107
2025-03-17,54.08239801973483
2025-03-18,52.7470301673957
2025-03-19,52.07934624122613
2025-03-20,50.076294462717435
2025-03-21,47.40555875803918
2025-03-22,24.704305268273938
2025-03-23,19.36283385891741
2025-03-24,52.07934624122613
2025-03-25,54.08239801973483
2025-03-26,51.41166231505657
2025-03-27,48.74092661037831
2025-03-28,50.743978388887
2025-03-29,25.3719891944435
2025-03-30,19.36283385891741
2025-03-31,50.076294462717435
2025-04-01,51.41166231505657
2025-04-02,48.74092661037831
2025-04-03,66.76839261695659
2025-04-04,52.07934624122613
2025-04-05,26.707357046782633
2025-04-06,21.365885637426107
2025-04-07,50.076294462717435
2025-04-08,52.07934624122613
2025-04-09,52.07934624122613
2025-04-10,50.743978388887
2025-04-11,47.40555875803918
2025-04-12,26.707357046782633
2025-04-13,20.69820171125654
2025-04-14,55.417765872073964
2025-04-15,57.75465961366744
2025-04-16,51.07782035197178
2025-04-17,52.07934624122613
2025-04-18,48.74092661037831
2025-04-19,25.705831157528284
2025-04-20,18.695149932747842
2025-04-21,52.7470301673957
2025-04-22,53.748556056650045
2025-04-23,52.07934624122613
2025-04-24,52.41318820431091
2025-04-25,45.40250697953048
2025-04-26,25.03814723135872
2025-04-27,19.36283385891741
2025-04-28,52.41318820431091
2025-04-29,51.745504278141354
2025-04-30,49.408610536547876
2025-05-01,48.07324268420874
2025-05-02,48.74092661037831
2025-05-03,24.704305268273938
2025-05-04,20.69820171125654
2025-05-05,53.748556056650045
2025-05-06,51.07782035197178
2025-05-07,49.07476857346309
2025-05-08,60.09155335526093
2025-05-09,48.40708464729353
2025-05-10,26.039673120613067
2025-05-11,18.027466006578276
2025-05-12,53.414714093565266
2025-05-13,54.08239801973483
2025-05-14,55.417765872073964
2025-05-15,50.076294462717435
2025-05-16,46.73787483186961
2025-05-17,26.707357046782633
2025-05-18,19.36283385891741
2025-05-19,54.7500819459044
2025-05-20,54.7500819459044
2025-05-21,51.41166231505657
2025-05-22,51.41166231505657
2025-05-23,48.07324268420874
2025-05-24,25.3719891944435
2025-05-25,18.695149932747842
2025-05-26,23.368937415934806
2025-05-27,57.42081765058266
2025-05-28,54.08239801973483
2025-05-29,54.7500819459044
2025-05-30,51.41166231505657
2025-05-31,26.039673120613067
2025-06-01,20.69820171125654
2025-06-02,56.7531337244131
2025-06-03,56.08544979824353
2025-06-04,53.414714093565266
2025-06-05,56.08544979824353
2025-06-06,53.414714093565266
2025-06-07,25.3719891944435
2025-06-08,18.695149932747842
2025-06-09,53.414714093565266
2025-06-10,54.7500819459044
2025-06-11,54.08239801973483
2025-06-12,54.7500819459044
2025-06-13,50.743978388887
2025-06-14,22.70125348976524
2025-06-15,18.695149932747842
2025-06-16,56.08544979824353
2025-06-17,55.417765872073964
2025-06-18,52.7470301673957
2025-06-19,50.076294462717435
2025-06-20,48.74092661037831
2025-06-21,24.03662134210437
2025-06-22,18.027466006578276
2025-06-23,52.07934624122613
2025-06-24,54.7500819459044
2025-06-25,51.41166231505657
2025-06-26,52.7470301673957
2025-06-27,48.74092661037831
2025-06-28,26.039673120613067
2025-06-29,19.36283385891741
2025-06-30,54.08239801973483
2025-07-01,52.7470301673957
2025-07-02,51.41166231505657
2025-07-03,52.07934624122613
2025-07-04,23.368937415934806
2025-07-05,22.70125348976524
2025-07-06,20.030517785086975
2025-07-07,60.09155335526093
2025-07-08,60.759237281430494
2025-07-09,58.08850157675223
2025-07-10,58.08850157675223
2025-07-11,53.414714093565266
2025-07-12,27.3750409729522
2025-07-13,20.69820171125654
2025-07-14,61.42692120760006
2025-07-15,62.094605133769626
2025-07-16,54.08239801973483
2025-07-17,57.42081765058266
2025-07-18,54.7500819459044
2025-07-19,28.042724899121765
2025-07-20,22.033569563595673
2025-07-21,58.756185502921795
2025-07-22,58.756185502921795
2025-07-23,56.7531337244131
2025-07-24,54.7500819459044
2025-07-25,51.41166231505657
2025-07-26,30.045776677630464
2025-07-27,20.030517785086975
2025-07-28,60.09155335526093
2025-07-29,58.756185502921795
2025-07-30,56.08544979824353
2025-07-31,55.417765872073964
2025-08-01,54.7500819459044
2025-08-02,28.71040882529133
2025-08-03,22.033569563595673
2025-08-04,61.42692120760006
2025-08-05,58.756185502921795
2025-08-06,58.08850157675223
2025-08-07,59.42386942909136
2025-08-08,55.417765872073964
2025-08-09,30.71346060380003
2025-08-10,23.368937415934806
2025-08-11,66.76839261695659
2025-08-12,56.7531337244131
2025-08-13,56.08544979824353
2025-08-14,59.42386942909136
2025-08-15,56.08544979824353
2025-08-16,27.3750409729522
2025-08-17,25.3719891944435
2025-08-18,58.756185502921795
2025-08-19,59.42386942909136
2025-08-20,56.08544979824353
2025-08-21,54.7500819459044
2025-08-22,50.743978388887
2025-08-23,28.042724899121765
2025-08-24,24.03662134210437
2025-08-25,58.756185502921795
2025-08-26,54.08239801973483
2025-08-27,55.417765872073964
2025-08-28,52.7470301673957
2025-08-29,48.74092661037831
2025-08-30,26.707357046782633
2025-08-31,18.027466006578276
2025-09-01,24.704305268273938
2025-09-02,54.08239801973483
2025-09-03,64.76534083844788
2025-09-04,58.08850157675223
2025-09-05,56.7531337244131
2025-09-06,29.378092751460898
2025-09-07,23.368937415934806
2025-09-08,58.756185502921795
2025-09-09,54.7500819459044
2025-09-10,50.743978388887
2025-09-11,50.076294462717435
2025-09-12,50.743978388887
2025-09-13,26.039673120613067
2025-09-14,18.695149932747842
2025-09-15,50.076294462717435
2025-09-16,52.07934624122613
2025-09-17,55.417765872073964
2025-09-18,48.74092661037831
2025-09-19,51.41166231505657
2025-09-20,27.3750409729522
2025-09-21,20.030517785086975
2025-09-22,56.7531337244131
2025-09-23,58.756185502921795
2025-09-24,56.08544979824353
2025-09-25,56.08544979824353
2025-09-26,52.07934624122613
2025-09-27,26.707357046782633
2025-09-28,22.033569563595673
2025-09-29,55.417765872073964
2025-09-30,53.414714093565266
2025-10-01,51.41166231505657
2025-10-02,52.07934624122613
2025-10-03,50.076294462717435
2025-10-04,26.039673120613067
2025-10-05,20.030517785086975
2025-10-06,55.417765872073964
2025-10-07,56.08544979824353
2025-10-08,55.417765872073964
2025-10-09,54.7500819459044
2025-10-10,55.417765872073964
2025-10-11,28.042724899121765
2025-10-12,22.033569563595673
2025-10-13,57.42081765058266
2025-10-14,57.42081765058266
2025-10-15,60.09155335526093
2025-10-16,56.08544979824353
2025-10-17,54.7500819459044
2025-10-18,32.71651238230873
2025-10-19,20.69820171125654
2025-10-20,57.42081765058266
2025-10-21,54.08239801973483
2025-10-22,53.414714093565266
2025-10-23,55.417765872073964
2025-10-24,50.743978388887
2025-10-25,25.3719891944435
2025-10-26,20.69820171125654
2025-10-27,56.7531337244131
2025-10-28,51.41166231505657
2025-10-29,49.408610536547876
2025-10-30,49.408610536547876
2025-10-31,46.73787483186961
2025-11-01,26.707357046782633
2025-11-02,20.69820171125654
2025-11-03,57.42081765058266
2025-11-04,58.08850157675223
2025-11-05,54.08239801973483
2025-11-06,56.08544979824353
2025-11-07,55.417765872073964
2025-11-08,34.05188023464786
2025-11-09,22.70125348976524
2025-11-10,57.42081765058266
2025-11-11,56.7531337244131
2025-11-12,54.08239801973483
2025-11-13,52.7470301673957
2025-11-14,51.41166231505657
2025-11-15,30.71346060380003
2025-11-16,20.69820171125654
2025-11-17,54.08239801973483
2025-11-18,65.43302476461746
2025-11-19,56.08544979824353
2025-11-20,52.07934624122613
2025-11-21,49.408610536547876
2025-11-22,28.71040882529133
2025-11-23,20.69820171125654
2025-11-24,49.408610536547876
2025-11-25,53.414714093565266
2025-11-26,49.408610536547876
2025-11-27,18.027466006578276
2025-11-28,28.042724899121765
2025-11-29,22.70125348976524
2025-11-30,20.030517785086975
2025-12-01,53.414714093565266
2025-12-02,55.417765872073964
2025-12-03,56.08544979824353
2025-12-04,54.7500819459044
2025-12-05,51.41166231505657
2025-12-06,30.71346060380003
2025-12-07,18.695149932747842
2025-12-08,50.743978388887
2025-12-09,50.743978388887
2025-12-10,50.743978388887
2025-12-11,45.50423909338149
2025-12-12,45.211893124104364
2025-12-13,27.42778104250128
2025-12-14,17.4502701185183
2025-12-15,48.00899082282915
2025-12-16,45.50423909338149
2025-12-17,45.50423909338149
2025-12-18,45.83808105646628
2025-12-19,44.58570519174245
2025-12-20,25.256871276138405
2025-12-21,17.4502701185183
2025-12-22,48.00899082282915
2025-12-23,42.08095346229479
2025-12-24,27.42778104250128
2025-12-25,15.279360352155425
2025-12-26,32.10344253831181
2025-12-27,21.8335856450517
2025-12-28,18.702645983242128
2025-12-29,52.05846438627776
2025-12-30,48.00899082282915
2025-12-31,36.152916101760425
2026-01-01,20.873555749605003
2026-01-02,45.211893124104364
2026-01-03,25.88305920850032
2026-01-04,19.328833915604044
2026-01-05,52.976998287916814
2026-01-06,56.107937949726384
2026-01-07,52.3508103555549
2026-01-08,50.51374255227681
2026-01-09,47.38280289046723
2026-01-10,30.40398080482167
2026-01-11,18.125450095182153
2026-01-12,54.37635028554645
2026-01-13,51.45289059277514
2026-01-14,50.868198654220876
2026-01-15,51.45289059277514
2026-01-16,52.0375825313294
2026-01-17,31.573364681930197
2026-01-18,21.048909787953466
2026-01-19,46.19066314578677
2026-01-20,53.20696640843793
2026-01-21,54.37635028554645
2026-01-22,53.20696640843793
2026-01-23,53.79165834699219
2026-01-24,26.31113723494183
2026-01-25,19.87952591084494
2026-01-26,42.6825115144612
2026-01-27,47.360047022895294
2026-01-28,50.868198654220876
2026-01-29,47.94473896144956
2026-01-30,46.77535508434104
2026-01-31,26.31113723494183
2026-02-01,19.87952591084494
2026-02-02,50.868198654220876
2026-02-03,52.0375825313294
2026-02-04,50.28350671566661
2026-02-05,49.69881477711235
2026-02-06,49.69881477711235
2026-02-07,28.06521305060462
2026-02-08,17.540758156627888
2026-02-09,47.360047022895294
2026-02-10,49.69881477711235
2026-02-11,53.20696640843793
2026-02-12,51.45289059277514
2026-02-13,49.69881477711235
2026-02-14,25.72644529638757
2026-02-15,25.72644529638757
2026-02-16,50.868198654220876
2026-02-17,48.529430900003824
2026-02-18,49.11412283855809
2026-02-19,49.69881477711235
2026-02-20,48.529430900003824
2026-02-21,30.988672743375936
2026-02-22,18.710142033736414
2026-02-23,49.11412283855809
2026-02-24,50.868198654220876
2026-02-25,50.868198654220876
2026-02-26,51.45289059277514
2026-02-27,51.45289059277514
2026-02-28,29.81928886626741
2026-03-01,20.4642178493992
2026-03-02,53.20696640843793
2026-03-03,57.88450191687203
2026-03-04,53.20696640843793
2026-03-05,55.54573416265498
2026-03-06,53.20696640843793
2026-03-07,31.573364681930197
2026-03-08,26.31113723494183
2026-03-09,58.46919385542629
2026-03-10,57.88450191687203
2026-03-11,54.37635028554645
2026-03-12,54.961042224100716
2026-03-13,54.961042224100716
2026-03-14,33.32744049759299
2026-03-15,23.38767754217052
2026-03-16,54.37635028554645
2026-03-17,54.961042224100716
2026-03-18,55.54573416265498
2026-03-19,52.0375825313294
2026-03-20,50.28350671566661
2026-03-21,30.988672743375936
2026-03-22,21.633601726507727
2026-03-23,54.37635028554645
2026-03-24,54.37635028554645
2026-03-25,51.45289059277514
2026-03-26,50.868198654220876
2026-03-27,49.69881477711235
2026-03-28,29.234596927713145
2026-03-29,23.38767754217052
2026-03-30,54.37635028554645
2026-03-31,54.37635028554645
2026-04-01,50.868198654220876
2026-04-02,52.62227446988366
2026-04-03,49.11412283855809
2026-04-04,25.141753357833306
2026-04-05,18.710142033736414
2026-04-06,57.29980997831777
2026-04-07,54.961042224100716
2026-04-08,55.54573416265498
2026-04-09,53.20696640843793
2026-04-10,49.69881477711235
2026-04-11,26.895829173496097
2026-04-12,21.633601726507727
2026-04-13,54.37635028554645
2026-04-14,53.20696640843793
2026-04-15,51.45289059277514
2026-04-16,55.54573416265498
2026-04-17,50.868198654220876
2026-04-18,26.895829173496097
2026-04-19,22.218293665061992
2026-04-20,54.961042224100716
2026-04-21,52.62227446988366
2026-04-22,51.45289059277514
2026-04-23,56.13042610120924
2026-04-24,50.28350671566661
2026-04-25,28.06521305060462
2026-04-26,20.4642178493992
2026-04-27,54.961042224100716
2026-04-28,55.54573416265498
2026-04-29,53.79165834699219
2026-04-30,52.62227446988366
2026-05-01,51.45289059277514
2026-05-02,25.72644529638757
2026-05-03,21.048909787953466
2026-05-04,55.54573416265498
2026-05-05,52.62227446988366
2026-05-06,50.28350671566661
2026-05-07,52.0375825313294
2026-05-08,48.529430900003824
2026-05-09,26.895829173496097
2026-05-10,19.294833972290675
2026-05-11,52.62227446988366
2026-05-12,55.54573416265498
2026-05-13,54.37635028554645
2026-05-14,53.79165834699219
2026-05-15,49.11412283855809
2026-05-16,26.895829173496097
2026-05-17,21.633601726507727
2026-05-18,52.62227446988366
2026-05-19,52.0375825313294
2026-05-20,53.79165834699219
2026-05-21,54.961042224100716
2026-05-22,50.28350671566661
2026-05-23,28.06521305060462
2026-05-24,19.87952591084494
2026-05-25,23.97236948072478
2026-05-26,54.37635028554645
2026-05-27,56.13042610120924
2026-05-28,56.13042610120924
2026-05-29,51.45289059277514
2026-05-30,30.40398080482167
2026-05-31,20.4642178493992
