Time,quest_diagnostics
2022-04-22,59.0
2022-04-23,28.0
2022-04-24,20.0
2022-04-25,67.0
2022-04-26,67.0
2022-04-27,64.0
2022-04-28,59.0
2022-04-29,55.0
2022-04-30,28.0
2022-05-01,20.0
2022-05-02,62.0
2022-05-03,62.0
2022-05-04,57.0
2022-05-05,62.0
2022-05-06,57.0
2022-05-07,29.0
2022-05-08,18.0
2022-05-09,64.0
2022-05-10,70.0
2022-05-11,60.0
2022-05-12,63.0
2022-05-13,60.0
2022-05-14,32.0
2022-05-15,20.0
2022-05-16,82.0
2022-05-17,68.0
2022-05-18,63.0
2022-05-19,63.0
2022-05-20,63.0
2022-05-21,32.0
2022-05-22,19.0
2022-05-23,70.0
2022-05-24,68.0
2022-05-25,63.0
2022-05-26,67.0
2022-05-27,59.0
2022-05-28,29.0
2022-05-29,19.0
2022-05-30,30.0
2022-05-31,72.0
2022-06-01,76.0
2022-06-02,70.0
2022-06-03,65.0
2022-06-04,33.0
2022-06-05,21.0
2022-06-06,68.0
2022-06-07,70.0
2022-06-08,68.0
2022-06-09,68.0
2022-06-10,66.0
2022-06-11,31.0
2022-06-12,24.0
2022-06-13,72.0
2022-06-14,71.0
2022-06-15,73.0
2022-06-16,71.0
2022-06-17,66.0
2022-06-18,31.0
2022-06-19,20.0
2022-06-20,72.0
2022-06-21,69.0
2022-06-22,68.0
2022-06-23,69.0
2022-06-24,62.0
2022-06-25,32.0
2022-06-26,21.0
2022-06-27,73.0
2022-06-28,72.0
2022-06-29,68.0
2022-06-30,68.0
2022-07-01,68.0
2022-07-02,32.0
2022-07-03,19.0
2022-07-04,24.0
2022-07-05,79.0
2022-07-06,82.0
2022-07-07,79.0
2022-07-08,70.0
2022-07-09,32.0
2022-07-10,25.0
2022-07-11,89.0
2022-07-12,75.0
2022-07-13,75.0
2022-07-14,71.0
2022-07-15,70.0
2022-07-16,34.0
2022-07-17,24.0
2022-07-18,75.0
2022-07-19,80.0
2022-07-20,72.0
2022-07-21,71.0
2022-07-22,69.0
2022-07-23,33.0
2022-07-24,24.0
2022-07-25,80.0
2022-07-26,74.0
2022-07-27,72.0
2022-07-28,73.0
2022-07-29,70.0
2022-07-30,31.0
2022-07-31,21.0
2022-08-01,90.0
2022-08-02,74.0
2022-08-03,78.0
2022-08-04,74.0
2022-08-05,68.0
2022-08-06,39.0
2022-08-07,22.0
2022-08-08,71.0
2022-08-09,80.0
2022-08-10,76.0
2022-08-11,74.0
2022-08-12,69.0
2022-08-13,36.0
2022-08-14,23.0
2022-08-15,79.0
2022-08-16,74.0
2022-08-17,80.0
2022-08-18,77.0
2022-08-19,69.0
2022-08-20,33.0
2022-08-21,23.0
2022-08-22,73.0
2022-08-23,75.0
2022-08-24,79.0
2022-08-25,74.0
2022-08-26,67.0
2022-08-27,32.0
2022-08-28,22.0
2022-08-29,73.85714285714286
2022-08-30,69.21428571428572
2022-08-31,72.0
2022-09-01,68.28571428571428
2022-09-02,64.64285714285714
2022-09-03,33.21428571428571
2022-09-04,19.857142857142854
2022-09-05,28.142857142857142
2022-09-06,70.64285714285714
2022-09-07,71.07142857142857
2022-09-08,66.0
2022-09-09,60.92857142857143
2022-09-10,30.0
2022-09-11,20.785714285714285
2022-09-12,67.85714285714286
2022-09-13,68.78571428571428
2022-09-14,70.14285714285714
2022-09-15,64.64285714285714
2022-09-16,66.92857142857142
2022-09-17,30.928571428571427
2022-09-18,20.785714285714285
2022-09-19,68.78571428571428
2022-09-20,75.21428571428572
2022-09-21,67.85714285714286
2022-09-22,64.14285714285714
2022-09-23,68.28571428571428
2022-09-24,34.14285714285714
2022-09-25,23.07142857142857
2022-09-26,72.0
2022-09-27,72.42857142857142
2022-09-28,61.71428571428571
2022-09-29,60.857142857142854
2022-09-30,58.285714285714285
2022-10-01,30.0
2022-10-02,21.428571428571427
2022-10-03,74.57142857142857
2022-10-04,67.71428571428571
2022-10-05,66.85714285714285
2022-10-06,66.0
2022-10-07,67.71428571428571
2022-10-08,31.71428571428571
2022-10-09,21.428571428571427
2022-10-10,66.85714285714285
2022-10-11,66.0
2022-10-12,68.57142857142857
2022-10-13,66.85714285714285
2022-10-14,63.42857142857142
2022-10-15,31.71428571428571
2022-10-16,21.428571428571427
2022-10-17,73.71428571428571
2022-10-18,70.28571428571428
2022-10-19,70.28571428571428
2022-10-20,66.0
2022-10-21,63.42857142857142
2022-10-22,31.71428571428571
2022-10-23,20.57142857142857
2022-10-24,67.71428571428571
2022-10-25,65.14285714285714
2022-10-26,66.0
2022-10-27,66.0
2022-10-28,62.57142857142857
2022-10-29,30.857142857142854
2022-10-30,19.71428571428571
2022-10-31,66.0
2022-11-01,66.85714285714285
2022-11-02,68.57142857142857
2022-11-03,67.71428571428571
2022-11-04,66.85714285714285
2022-11-05,33.42857142857142
2022-11-06,20.57142857142857
2022-11-07,65.14285714285714
2022-11-08,66.85714285714285
2022-11-09,60.857142857142854
2022-11-10,63.42857142857142
2022-11-11,64.28571428571428
2022-11-12,31.71428571428571
2022-11-13,19.71428571428571
2022-11-14,69.42857142857143
2022-11-15,70.28571428571428
2022-11-16,65.14285714285714
2022-11-17,66.85714285714285
2022-11-18,64.28571428571428
2022-11-19,32.57142857142857
2022-11-20,22.285714285714285
2022-11-21,63.42857142857142
2022-11-22,66.0
2022-11-23,58.285714285714285
2022-11-24,17.142857142857142
2022-11-25,36.857142857142854
2022-11-26,21.428571428571427
2022-11-27,20.57142857142857
2022-11-28,71.14285714285714
2022-11-29,61.71428571428571
2022-11-30,60.857142857142854
2022-12-01,68.57142857142857
2022-12-02,59.14285714285714
2022-12-03,32.57142857142857
2022-12-04,20.57142857142857
2022-12-05,65.14285714285714
2022-12-06,66.85714285714285
2022-12-07,63.42857142857142
2022-12-08,67.71428571428571
2022-12-09,59.14285714285714
2022-12-10,32.57142857142857
2022-12-11,18.0
2022-12-12,66.85714285714285
2022-12-13,62.57142857142857
2022-12-14,60.0
2022-12-15,62.57142857142857
2022-12-16,59.14285714285714
2022-12-17,31.71428571428571
2022-12-18,18.0
2022-12-19,60.857142857142854
2022-12-20,61.71428571428571
2022-12-21,59.14285714285714
2022-12-22,55.71428571428571
2022-12-23,42.0
2022-12-24,16.285714285714285
2022-12-25,10.285714285714285
2022-12-26,33.42857142857142
2022-12-27,63.42857142857142
2022-12-28,66.0
2022-12-29,63.42857142857142
2022-12-30,55.71428571428571
2022-12-31,23.142857142857142
2023-01-01,16.285714285714285
2023-01-02,43.714285714285715
2023-01-03,72.85714285714285
2023-01-04,69.42857142857143
2023-01-05,70.28571428571428
2023-01-06,65.14285714285714
2023-01-07,32.57142857142857
2023-01-08,23.142857142857142
2023-01-09,68.57142857142857
2023-01-10,79.71428571428571
2023-01-11,70.28571428571428
2023-01-12,66.85714285714285
2023-01-13,66.85714285714285
2023-01-14,33.42857142857142
2023-01-15,22.285714285714285
2023-01-16,72.0
2023-01-17,67.71428571428571
2023-01-18,67.71428571428571
2023-01-19,73.71428571428571
2023-01-20,66.85714285714285
2023-01-21,36.857142857142854
2023-01-22,19.71428571428571
2023-01-23,71.14285714285714
2023-01-24,68.57142857142857
2023-01-25,66.85714285714285
2023-01-26,64.28571428571428
2023-01-27,65.14285714285714
2023-01-28,34.285714285714285
2023-01-29,22.285714285714285
2023-01-30,66.85714285714285
2023-01-31,66.0
2023-02-01,74.57142857142857
2023-02-02,66.85714285714285
2023-02-03,66.0
2023-02-04,35.14285714285714
2023-02-05,22.285714285714285
2023-02-06,71.14285714285714
2023-02-07,72.0
2023-02-08,71.14285714285714
2023-02-09,66.85714285714285
2023-02-10,65.14285714285714
2023-02-11,36.857142857142854
2023-02-12,20.57142857142857
2023-02-13,68.57142857142857
2023-02-14,68.57142857142857
2023-02-15,72.0
2023-02-16,69.42857142857143
2023-02-17,72.85714285714285
2023-02-18,36.857142857142854
2023-02-19,26.57142857142857
2023-02-20,71.14285714285714
2023-02-21,71.14285714285714
2023-02-22,67.71428571428571
2023-02-23,63.42857142857142
2023-02-24,77.14285714285714
2023-02-25,34.285714285714285
2023-02-26,23.142857142857142
2023-02-27,70.28571428571428
2023-02-28,68.57142857142857
2023-03-01,83.14285714285714
2023-03-02,66.0
2023-03-03,70.28571428571428
2023-03-04,36.0
2023-03-05,23.142857142857142
2023-03-06,71.14285714285714
2023-03-07,72.0
2023-03-08,72.0
2023-03-09,76.28571428571428
2023-03-10,64.28571428571428
2023-03-11,34.285714285714285
2023-03-12,23.142857142857142
2023-03-13,72.0
2023-03-14,70.28571428571428
2023-03-15,67.71428571428571
2023-03-16,78.0
2023-03-17,66.85714285714285
2023-03-18,33.42857142857142
2023-03-19,24.0
2023-03-20,68.57142857142857
2023-03-21,69.42857142857143
2023-03-22,69.42857142857143
2023-03-23,70.28571428571428
2023-03-24,64.28571428571428
2023-03-25,31.71428571428571
2023-03-26,23.142857142857142
2023-03-27,70.28571428571428
2023-03-28,72.85714285714285
2023-03-29,68.57142857142857
2023-03-30,72.0
2023-03-31,61.71428571428571
2023-04-01,34.285714285714285
2023-04-02,23.142857142857142
2023-04-03,67.71428571428571
2023-04-04,70.28571428571428
2023-04-05,66.0
2023-04-06,69.42857142857143
2023-04-07,62.57142857142857
2023-04-08,30.857142857142854
2023-04-09,19.71428571428571
2023-04-10,75.42857142857143
2023-04-11,71.14285714285714
2023-04-12,74.57142857142857
2023-04-13,65.14285714285714
2023-04-14,66.85714285714285
2023-04-15,31.71428571428571
2023-04-16,22.285714285714285
2023-04-17,69.42857142857143
2023-04-18,67.71428571428571
2023-04-19,66.0
2023-04-20,68.57142857142857
2023-04-21,64.28571428571428
2023-04-22,32.57142857142857
2023-04-23,22.285714285714285
2023-04-24,71.14285714285714
2023-04-25,69.42857142857143
2023-04-26,71.14285714285714
2023-04-27,64.28571428571428
2023-04-28,60.857142857142854
2023-04-29,33.42857142857142
2023-04-30,22.285714285714285
2023-05-01,85.71428571428571
2023-05-02,70.28571428571428
2023-05-03,66.0
2023-05-04,68.57142857142857
2023-05-05,61.71428571428571
2023-05-06,31.71428571428571
2023-05-07,21.428571428571427
2023-05-08,70.28571428571428
2023-05-09,71.14285714285714
2023-05-10,69.42857142857143
2023-05-11,64.28571428571428
2023-05-12,62.57142857142857
2023-05-13,33.42857142857142
2023-05-14,18.857142857142858
2023-05-15,72.85714285714285
2023-05-16,74.57142857142857
2023-05-17,66.85714285714285
2023-05-18,66.0
2023-05-19,67.71428571428571
2023-05-20,32.57142857142857
2023-05-21,25.71428571428571
2023-05-22,70.28571428571428
2023-05-23,74.57142857142857
2023-05-24,65.14285714285714
2023-05-25,75.42857142857143
2023-05-26,64.28571428571428
2023-05-27,32.57142857142857
2023-05-28,18.857142857142858
2023-05-29,27.428571428571427
2023-05-30,77.14285714285714
2023-05-31,74.57142857142857
2023-06-01,72.0
2023-06-02,64.28571428571428
2023-06-03,32.57142857142857
2023-06-04,23.142857142857142
2023-06-05,73.71428571428571
2023-06-06,70.28571428571428
2023-06-07,72.0
2023-06-08,70.28571428571428
2023-06-09,69.42857142857143
2023-06-10,30.857142857142854
2023-06-11,21.428571428571427
2023-06-12,72.0
2023-06-13,72.0
2023-06-14,70.28571428571428
2023-06-15,68.57142857142857
2023-06-16,65.14285714285714
2023-06-17,30.0
2023-06-18,18.857142857142858
2023-06-19,67.71428571428571
2023-06-20,70.28571428571428
2023-06-21,69.42857142857143
2023-06-22,66.0
2023-06-23,66.0
2023-06-24,32.57142857142857
2023-06-25,20.57142857142857
2023-06-26,72.85714285714285
2023-06-27,69.42857142857143
2023-06-28,67.71428571428571
2023-06-29,69.42857142857143
2023-06-30,61.71428571428571
2023-07-01,29.142857142857142
2023-07-02,21.428571428571427
2023-07-03,62.57142857142857
2023-07-04,27.428571428571427
2023-07-05,69.42857142857143
2023-07-06,74.57142857142857
2023-07-07,68.57142857142857
2023-07-08,33.42857142857142
2023-07-09,24.0
2023-07-10,78.0
2023-07-11,79.71428571428571
2023-07-12,70.28571428571428
2023-07-13,72.85714285714285
2023-07-14,67.71428571428571
2023-07-15,32.57142857142857
2023-07-16,24.0
2023-07-17,69.42857142857143
2023-07-18,73.71428571428571
2023-07-19,78.85714285714285
2023-07-20,68.57142857142857
2023-07-21,66.85714285714285
2023-07-22,31.71428571428571
2023-07-23,24.0
2023-07-24,80.57142857142857
2023-07-25,72.0
2023-07-26,72.0
2023-07-27,64.28571428571428
2023-07-28,66.85714285714285
2023-07-29,33.42857142857142
2023-07-30,22.285714285714285
2023-07-31,71.14285714285714
2023-08-01,74.57142857142857
2023-08-02,68.57142857142857
2023-08-03,73.71428571428571
2023-08-04,70.28571428571428
2023-08-05,33.42857142857142
2023-08-06,23.142857142857142
2023-08-07,75.42857142857143
2023-08-08,74.57142857142857
2023-08-09,69.42857142857143
2023-08-10,71.14285714285714
2023-08-11,68.57142857142857
2023-08-12,30.857142857142854
2023-08-13,24.0
2023-08-14,71.14285714285714
2023-08-15,69.42857142857143
2023-08-16,72.0
2023-08-17,69.42857142857143
2023-08-18,69.42857142857143
2023-08-19,35.14285714285714
2023-08-20,23.142857142857142
2023-08-21,71.14285714285714
2023-08-22,71.14285714285714
2023-08-23,72.85714285714285
2023-08-24,65.14285714285714
2023-08-25,64.28571428571428
2023-08-26,32.57142857142857
2023-08-27,23.142857142857142
2023-08-28,67.71428571428571
2023-08-29,67.71428571428571
2023-08-30,64.28571428571428
2023-08-31,66.85714285714285
2023-09-01,63.42857142857142
2023-09-02,32.57142857142857
2023-09-03,18.0
2023-09-04,27.428571428571427
2023-09-05,78.0
2023-09-06,76.28571428571428
2023-09-07,72.0
2023-09-08,63.42857142857142
2023-09-09,34.285714285714285
2023-09-10,22.285714285714285
2023-09-11,73.71428571428571
2023-09-12,67.71428571428571
2023-09-13,70.28571428571428
2023-09-14,66.85714285714285
2023-09-15,65.14285714285714
2023-09-16,34.285714285714285
2023-09-17,22.285714285714285
2023-09-18,71.14285714285714
2023-09-19,70.28571428571428
2023-09-20,67.71428571428571
2023-09-21,66.0
2023-09-22,68.57142857142857
2023-09-23,35.14285714285714
2023-09-24,24.0
2023-09-25,69.42857142857143
2023-09-26,72.0
2023-09-27,65.14285714285714
2023-09-28,66.0
2023-09-29,63.42857142857142
2023-09-30,34.285714285714285
2023-10-01,23.142857142857142
2023-10-02,70.28571428571428
2023-10-03,76.28571428571428
2023-10-04,72.0
2023-10-05,73.71428571428571
2023-10-06,66.0
2023-10-07,33.42857142857142
2023-10-08,23.142857142857142
2023-10-09,66.0
2023-10-10,69.42857142857143
2023-10-11,68.57142857142857
2023-10-12,66.85714285714285
2023-10-13,64.28571428571428
2023-10-14,34.285714285714285
2023-10-15,22.285714285714285
2023-10-16,70.28571428571428
2023-10-17,74.57142857142857
2023-10-18,67.71428571428571
2023-10-19,67.71428571428571
2023-10-20,63.42857142857142
2023-10-21,31.71428571428571
2023-10-22,22.285714285714285
2023-10-23,75.42857142857143
2023-10-24,72.0
2023-10-25,65.14285714285714
2023-10-26,66.0
2023-10-27,64.28571428571428
2023-10-28,31.71428571428571
2023-10-29,22.285714285714285
2023-10-30,66.85714285714285
2023-10-31,65.14285714285714
2023-11-01,67.71428571428571
2023-11-02,71.14285714285714
2023-11-03,65.14285714285714
2023-11-04,36.0
2023-11-05,24.0
2023-11-06,72.0
2023-11-07,78.0
2023-11-08,69.42857142857143
2023-11-09,72.85714285714285
2023-11-10,66.85714285714285
2023-11-11,33.42857142857142
2023-11-12,22.285714285714285
2023-11-13,76.28571428571428
2023-11-14,68.57142857142857
2023-11-15,68.57142857142857
2023-11-16,66.0
2023-11-17,65.14285714285714
2023-11-18,35.14285714285714
2023-11-19,24.0
2023-11-20,72.85714285714285
2023-11-21,66.0
2023-11-22,59.14285714285714
2023-11-23,21.428571428571427
2023-11-24,36.0
2023-11-25,25.71428571428571
2023-11-26,23.142857142857142
2023-11-27,66.0
2023-11-28,67.71428571428571
2023-11-29,67.71428571428571
2023-11-30,66.85714285714285
2023-12-01,62.57142857142857
2023-12-02,34.285714285714285
2023-12-03,22.285714285714285
2023-12-04,66.85714285714285
2023-12-05,66.85714285714285
2023-12-06,63.42857142857142
2023-12-07,64.28571428571428
2023-12-08,60.857142857142854
2023-12-09,32.57142857142857
2023-12-10,21.428571428571427
2023-12-11,60.857142857142854
2023-12-12,68.57142857142857
2023-12-13,66.0
2023-12-14,60.0
2023-12-15,60.857142857142854
2023-12-16,33.42857142857142
2023-12-17,20.57142857142857
2023-12-18,56.57142857142857
2023-12-19,57.42857142857142
2023-12-20,55.71428571428571
2023-12-21,57.42857142857142
2023-12-22,51.34285714285714
2023-12-23,25.857142857142854
2023-12-24,13.542857142857141
2023-12-25,15.514285714285712
2023-12-26,58.114285714285714
2023-12-27,59.28571428571428
2023-12-28,59.28571428571428
2023-12-29,60.08571428571428
2023-12-30,28.257142857142853
2023-12-31,15.514285714285712
2024-01-01,21.485714285714284
2024-01-02,62.857142857142854
2024-01-03,68.45714285714286
2024-01-04,70.05714285714285
2024-01-05,66.85714285714285
2024-01-06,31.457142857142856
2024-01-07,22.285714285714285
2024-01-08,65.68571428571428
2024-01-09,64.88571428571427
2024-01-10,66.85714285714285
2024-01-11,64.45714285714286
2024-01-12,63.28571428571428
2024-01-13,34.22857142857143
2024-01-14,22.285714285714285
2024-01-15,57.68571428571428
2024-01-16,59.28571428571428
2024-01-17,63.28571428571428
2024-01-18,63.28571428571428
2024-01-19,61.68571428571428
2024-01-20,32.628571428571426
2024-01-21,22.285714285714285
2024-01-22,63.14285714285714
2024-01-23,63.88571428571428
2024-01-24,66.85714285714285
2024-01-25,63.88571428571428
2024-01-26,64.62857142857142
2024-01-27,35.65714285714285
2024-01-28,23.77142857142857
2024-01-29,65.37142857142857
2024-01-30,68.34285714285714
2024-01-31,67.6
2024-02-01,66.1142857142857
2024-02-02,64.62857142857142
2024-02-03,35.65714285714285
2024-02-04,24.514285714285712
2024-02-05,66.85714285714285
2024-02-06,68.34285714285714
2024-02-07,66.85714285714285
2024-02-08,68.34285714285714
2024-02-09,65.37142857142857
2024-02-10,33.42857142857142
2024-02-11,21.54285714285714
2024-02-12,55.71428571428571
2024-02-13,57.199999999999996
2024-02-14,51.99999999999999
2024-02-15,53.48571428571428
2024-02-16,52.74285714285714
2024-02-17,29.71428571428571
2024-02-18,22.285714285714285
2024-02-19,58.685714285714276
2024-02-20,60.914285714285704
2024-02-21,66.1142857142857
2024-02-22,66.85714285714285
2024-02-23,63.88571428571428
2024-02-24,34.91428571428571
2024-02-25,24.514285714285712
2024-02-26,69.08571428571427
2024-02-27,66.85714285714285
2024-02-28,63.14285714285714
2024-02-29,66.1142857142857
2024-03-01,64.62857142857142
2024-03-02,36.4
2024-03-03,23.77142857142857
2024-03-04,72.05714285714285
2024-03-05,69.82857142857142
2024-03-06,72.05714285714285
2024-03-07,68.34285714285714
2024-03-08,62.39999999999999
2024-03-09,35.65714285714285
2024-03-10,23.028571428571425
2024-03-11,69.82857142857142
2024-03-12,70.57142857142857
2024-03-13,70.57142857142857
2024-03-14,71.3142857142857
2024-03-15,66.85714285714285
2024-03-16,35.65714285714285
2024-03-17,23.77142857142857
2024-03-18,74.28571428571428
2024-03-19,70.57142857142857
2024-03-20,68.34285714285714
2024-03-21,66.1142857142857
2024-03-22,65.37142857142857
2024-03-23,35.65714285714285
2024-03-24,22.285714285714285
2024-03-25,68.34285714285714
2024-03-26,60.171428571428564
2024-03-27,59.42857142857142
2024-03-28,52.74285714285714
2024-03-29,46.05714285714285
2024-03-30,25.999999999999996
2024-03-31,17.828571428571426
2024-04-01,63.88571428571428
2024-04-02,56.45714285714285
2024-04-03,52.74285714285714
2024-04-04,49.771428571428565
2024-04-05,48.28571428571428
2024-04-06,26.74285714285714
2024-04-07,20.057142857142853
2024-04-08,53.48571428571428
2024-04-09,54.22857142857142
2024-04-10,52.74285714285714
2024-04-11,51.25714285714285
2024-04-12,49.028571428571425
2024-04-13,24.514285714285712
2024-04-14,21.54285714285714
2024-04-15,58.685714285714276
2024-04-16,54.97142857142857
2024-04-17,54.97142857142857
2024-04-18,51.25714285714285
2024-04-19,46.8
2024-04-20,25.999999999999996
2024-04-21,22.285714285714285
2024-04-22,57.199999999999996
2024-04-23,56.45714285714285
2024-04-24,50.514285714285705
2024-04-25,47.54285714285714
2024-04-26,47.54285714285714
2024-04-27,25.257142857142853
2024-04-28,21.54285714285714
2024-04-29,61.65714285714285
2024-04-30,55.71428571428571
2024-05-01,51.99999999999999
2024-05-02,50.514285714285705
2024-05-03,48.28571428571428
2024-05-04,28.228571428571424
2024-05-05,20.799999999999997
2024-05-06,59.42857142857142
2024-05-07,51.25714285714285
2024-05-08,49.028571428571425
2024-05-09,51.99999999999999
2024-05-10,48.28571428571428
2024-05-11,26.74285714285714
2024-05-12,20.057142857142853
2024-05-13,60.171428571428564
2024-05-14,54.97142857142857
2024-05-15,50.514285714285705
2024-05-16,49.028571428571425
2024-05-17,49.028571428571425
2024-05-18,26.74285714285714
2024-05-19,19.314285714285713
2024-05-20,55.71428571428571
2024-05-21,54.22857142857142
2024-05-22,51.99999999999999
2024-05-23,49.028571428571425
2024-05-24,46.05714285714285
2024-05-25,24.514285714285712
2024-05-26,17.085714285714285
2024-05-27,25.999999999999996
2024-05-28,62.39999999999999
2024-05-29,56.45714285714285
2024-05-30,49.771428571428565
2024-05-31,52.74285714285714
2024-06-01,26.74285714285714
2024-06-02,21.54285714285714
2024-06-03,57.942857142857136
2024-06-04,56.45714285714285
2024-06-05,56.45714285714285
2024-06-06,54.97142857142857
2024-06-07,57.199999999999996
2024-06-08,28.228571428571424
2024-06-09,22.285714285714285
2024-06-10,60.171428571428564
2024-06-11,60.914285714285704
2024-06-12,58.685714285714276
2024-06-13,58.685714285714276
2024-06-14,54.97142857142857
2024-06-15,26.74285714285714
2024-06-16,19.314285714285713
2024-06-17,61.65714285714285
2024-06-18,60.914285714285704
2024-06-19,59.42857142857142
2024-06-20,58.685714285714276
2024-06-21,55.71428571428571
2024-06-22,26.74285714285714
2024-06-23,22.285714285714285
2024-06-24,60.914285714285704
2024-06-25,58.685714285714276
2024-06-26,59.42857142857142
2024-06-27,58.685714285714276
2024-06-28,52.74285714285714
2024-06-29,26.74285714285714
2024-06-30,22.285714285714285
2024-07-01,63.14285714285714
2024-07-02,60.914285714285704
2024-07-03,54.22857142857142
2024-07-04,26.74285714285714
2024-07-05,49.028571428571425
2024-07-06,27.485714285714284
2024-07-07,20.799999999999997
2024-07-08,65.37142857142857
2024-07-09,62.39999999999999
2024-07-10,61.65714285714285
2024-07-11,57.942857142857136
2024-07-12,59.42857142857142
2024-07-13,27.485714285714284
2024-07-14,20.057142857142853
2024-07-15,59.42857142857142
2024-07-16,60.171428571428564
2024-07-17,58.685714285714276
2024-07-18,57.942857142857136
2024-07-19,59.42857142857142
2024-07-20,27.485714285714284
2024-07-21,21.54285714285714
2024-07-22,61.65714285714285
2024-07-23,63.88571428571428
2024-07-24,57.942857142857136
2024-07-25,63.14285714285714
2024-07-26,56.45714285714285
2024-07-27,27.485714285714284
2024-07-28,21.54285714285714
2024-07-29,60.914285714285704
2024-07-30,61.65714285714285
2024-07-31,63.14285714285714
2024-08-01,57.199999999999996
2024-08-02,56.45714285714285
2024-08-03,26.74285714285714
2024-08-04,20.799999999999997
2024-08-05,63.88571428571428
2024-08-06,55.71428571428571
2024-08-07,59.42857142857142
2024-08-08,57.199999999999996
2024-08-09,57.942857142857136
2024-08-10,26.74285714285714
2024-08-11,20.799999999999997
2024-08-12,60.171428571428564
2024-08-13,60.171428571428564
2024-08-14,59.42857142857142
2024-08-15,59.42857142857142
2024-08-16,53.48571428571428
2024-08-17,27.485714285714284
2024-08-18,20.043830321114914
2024-08-19,60.131490963344746
2024-08-20,59.42622042883139
2024-08-21,58.01567935980468
2024-08-22,55.89986775626462
2024-08-23,52.74494365512642
2024-08-24,30.585301730471443
2024-08-25,20.74910085562827
2024-08-26,60.131490963344746
2024-08-27,56.60513829077797
2024-08-28,52.74494365512642
2024-08-29,53.45021418963977
2024-08-30,50.62913205158635
2024-08-31,26.01983656030653
2024-09-01,17.92801871757485
2024-09-02,23.90402495676647
2024-09-03,54.86075525866649
2024-09-04,55.56602579317983
2024-09-05,54.86075525866649
2024-09-06,50.62913205158635
2024-09-07,27.430377629333243
2024-09-08,20.043830321114914
2024-09-09,58.72094989431804
2024-09-10,54.489326687237906
2024-09-11,54.86075525866649
2024-09-12,54.489326687237906
2024-09-13,54.155484724153126
2024-09-14,28.135648163846597
2024-09-15,17.92801871757485
2024-09-16,53.45021418963977
2024-09-17,54.7500819459044
2024-09-18,53.414714093565266
2024-09-19,51.41166231505657
2024-09-20,51.41166231505657
2024-09-21,28.042724899121765
2024-09-22,20.030517785086975
2024-09-23,54.08239801973483
2024-09-24,50.743978388887
2024-09-25,50.076294462717435
2024-09-26,47.40555875803918
2024-09-27,45.40250697953048
2024-09-28,26.039673120613067
2024-09-29,19.36283385891741
2024-09-30,52.7470301673957
2024-10-01,50.076294462717435
2024-10-02,51.41166231505657
2024-10-03,52.07934624122613
2024-10-04,49.408610536547876
2024-10-05,26.707357046782633
2024-10-06,18.027466006578276
2024-10-07,52.07934624122613
2024-10-08,48.74092661037831
2024-10-09,42.731771274852214
2024-10-10,44.73482305336091
2024-10-11,48.74092661037831
