Time,canva
2022-07-25,50.0
2022-07-26,51.0
2022-07-27,53.0
2022-07-28,53.0
2022-07-29,46.0
2022-07-30,29.0
2022-07-31,32.0
2022-08-01,48.0
2022-08-02,57.0
2022-08-03,55.0
2022-08-04,56.0
2022-08-05,52.0
2022-08-06,33.0
2022-08-07,34.0
2022-08-08,55.0
2022-08-09,63.0
2022-08-10,66.0
2022-08-11,66.0
2022-08-12,55.0
2022-08-13,34.0
2022-08-14,36.0
2022-08-15,61.0
2022-08-16,74.0
2022-08-17,74.0
2022-08-18,78.0
2022-08-19,70.0
2022-08-20,36.0
2022-08-21,41.0
2022-08-22,78.0
2022-08-23,92.0
2022-08-24,85.0
2022-08-25,100.0
2022-08-26,81.0
2022-08-27,38.0
2022-08-28,41.0
2022-08-29,86.0333075135554
2022-08-30,92.19752130131681
2022-08-31,98.36173508907824
2022-09-01,88.29899302865996
2022-09-02,72.07203718048025
2022-09-03,35.219597211463984
2022-09-04,36.852439969016274
2022-09-05,46.41518202943455
2022-09-06,91.06467854376453
2022-09-07,94.46320681642138
2022-09-08,87.66615027110768
2022-09-09,82.13477924089852
2022-09-10,37.985282726568556
2022-09-11,41.38381099922541
2022-09-12,88.29899302865996
2022-09-13,86.5333075135554
2022-09-14,93.3303640588691
2022-09-15,97.22889233152596
2022-09-16,79.86909372579396
2022-09-17,37.985282726568556
2022-09-18,39.11812548412084
2022-09-19,89.93183578621225
2022-09-20,96.59604957397367
2022-09-21,92.69752130131681
2022-09-22,91.06467854376453
2022-09-23,79.86909372579396
2022-09-24,35.719597211463984
2022-09-25,44.64949651432998
2022-09-26,83.76762199845082
2022-09-27,91.56467854376453
2022-09-28,88.59798605731991
2022-09-29,89.8636715724245
2022-09-30,82.26955848179706
2022-10-01,36.70487993803254
2022-10-02,40.50193648334625
2022-10-03,89.8636715724245
2022-10-04,93.6607281177382
2022-10-05,93.6607281177382
2022-10-06,89.8636715724245
2022-10-07,79.73818745158793
2022-10-08,40.50193648334625
2022-10-09,37.970565453137105
2022-10-10,77.20681642137879
2022-10-11,91.12935708752906
2022-10-12,87.33230054221535
2022-10-13,94.92641363284277
2022-10-14,75.94113090627421
2022-10-15,37.970565453137105
2022-10-16,41.76762199845082
2022-10-17,83.53524399690164
2022-10-18,91.12935708752906
2022-10-19,93.6607281177382
2022-10-20,88.59798605731991
2022-10-21,77.20681642137879
2022-10-22,36.70487993803254
2022-10-23,44.29899302865996
2022-10-24,88.59798605731991
2022-10-25,101.25484120836562
2022-10-26,94.92641363284277
2022-10-27,92.39504260263364
2022-10-28,77.20681642137879
2022-10-29,35.43919442292797
2022-10-30,45.56467854376453
2022-10-31,86.06661502711079
2022-11-01,86.06661502711079
2022-11-02,94.92641363284277
2022-11-03,93.6607281177382
2022-11-04,82.26955848179706
2022-11-05,39.23625096824168
2022-11-06,37.970565453137105
2022-11-07,88.59798605731991
2022-11-08,84.8009295120062
2022-11-09,92.39504260263364
2022-11-10,87.33230054221535
2022-11-11,72.1440743609605
2022-11-12,39.23625096824168
2022-11-13,43.03330751355539
2022-11-14,92.39504260263364
2022-11-15,97.45778466305191
2022-11-16,99.98915569326105
2022-11-17,102.5205267234702
2022-11-18,84.8009295120062
2022-11-19,41.76762199845082
2022-11-20,40.50193648334625
2022-11-21,72.1440743609605
2022-11-22,72.1440743609605
2022-11-23,50.62742060418281
2022-11-24,31.642137877614257
2022-11-25,32.907823392718825
2022-11-26,34.1735089078234
2022-11-27,41.76762199845082
2022-11-28,88.59798605731991
2022-11-29,98.72347017815648
2022-11-30,108.84895429899305
2022-12-01,102.5205267234702
2022-12-02,96.19209914794735
2022-12-03,40.50193648334625
2022-12-04,45.56467854376453
2022-12-05,102.5205267234702
2022-12-06,102.5205267234702
2022-12-07,103.78621223857476
2022-12-08,99.98915569326105
2022-12-09,86.06661502711079
2022-12-10,41.76762199845082
2022-12-11,44.29899302865996
2022-12-12,93.6607281177382
2022-12-13,91.12935708752906
2022-12-14,91.12935708752906
2022-12-15,86.06661502711079
2022-12-16,70.87838884585594
2022-12-17,36.70487993803254
2022-12-18,34.1735089078234
2022-12-19,68.3470178156468
2022-12-20,63.284275755228514
2022-12-21,58.22153369481023
2022-12-22,49.36173508907824
2022-12-23,41.76762199845082
2022-12-24,32.907823392718825
2022-12-25,29.110766847405117
2022-12-26,30.37645236250969
2022-12-27,41.76762199845082
2022-12-28,44.29899302865996
2022-12-29,44.29899302865996
2022-12-30,43.03330751355539
2022-12-31,36.70487993803254
2023-01-01,36.70487993803254
2023-01-02,49.36173508907824
2023-01-03,70.87838884585594
2023-01-04,83.53524399690164
2023-01-05,87.33230054221535
2023-01-06,83.53524399690164
2023-01-07,43.03330751355539
2023-01-08,43.03330751355539
2023-01-09,89.8636715724245
2023-01-10,99.98915569326105
2023-01-11,102.5205267234702
2023-01-12,91.12935708752906
2023-01-13,93.6607281177382
2023-01-14,44.29899302865996
2023-01-15,41.76762199845082
2023-01-16,55.69016266460109
2023-01-17,98.72347017815648
2023-01-18,97.45778466305191
2023-01-19,96.19209914794735
2023-01-20,91.12935708752906
2023-01-21,45.56467854376453
2023-01-22,45.56467854376453
2023-01-23,96.19209914794735
2023-01-24,106.3175832687839
2023-01-25,105.05189775367933
2023-01-26,105.05189775367933
2023-01-27,96.19209914794735
2023-01-28,51.89310611928738
2023-01-29,43.03330751355539
2023-01-30,94.92641363284277
2023-01-31,107.58326878388847
2023-02-01,107.58326878388847
2023-02-02,102.5205267234702
2023-02-03,98.72347017815648
2023-02-04,51.89310611928738
2023-02-05,46.8303640588691
2023-02-06,103.78621223857476
2023-02-07,113.91169635941132
2023-02-08,112.64601084430676
2023-02-09,108.84895429899305
2023-02-10,101.25484120836562
2023-02-11,48.09604957397367
2023-02-12,46.8303640588691
2023-02-13,99.98915569326105
2023-02-14,112.64601084430676
2023-02-15,110.11463981409761
2023-02-16,110.11463981409761
2023-02-17,89.8636715724245
2023-02-18,43.03330751355539
2023-02-19,44.29899302865996
2023-02-20,67.08133230054223
2023-02-21,101.25484120836562
2023-02-22,99.98915569326105
2023-02-23,96.19209914794735
2023-02-24,99.98915569326105
2023-02-25,46.8303640588691
2023-02-26,46.8303640588691
2023-02-27,102.5205267234702
2023-02-28,108.84895429899305
2023-03-01,111.38032532920218
2023-03-02,112.64601084430676
2023-03-03,96.19209914794735
2023-03-04,45.56467854376453
2023-03-05,49.36173508907824
2023-03-06,101.25484120836562
2023-03-07,103.78621223857476
2023-03-08,111.38032532920218
2023-03-09,108.84895429899305
2023-03-10,92.39504260263364
2023-03-11,43.03330751355539
2023-03-12,41.76762199845082
2023-03-13,86.06661502711079
2023-03-14,94.92641363284277
2023-03-15,94.92641363284277
2023-03-16,94.92641363284277
2023-03-17,82.26955848179706
2023-03-18,39.23625096824168
2023-03-19,46.8303640588691
2023-03-20,93.6607281177382
2023-03-21,105.05189775367933
2023-03-22,102.5205267234702
2023-03-23,107.58326878388847
2023-03-24,94.92641363284277
2023-03-25,41.76762199845082
2023-03-26,44.29899302865996
2023-03-27,101.25484120836562
2023-03-28,107.58326878388847
2023-03-29,105.05189775367933
2023-03-30,106.3175832687839
2023-03-31,87.33230054221535
2023-04-01,43.03330751355539
2023-04-02,44.29899302865996
2023-04-03,94.92641363284277
2023-04-04,98.72347017815648
2023-04-05,96.19209914794735
2023-04-06,93.6607281177382
2023-04-07,59.487219209914805
2023-04-08,41.76762199845082
2023-04-09,41.76762199845082
2023-04-10,88.59798605731991
2023-04-11,105.05189775367933
2023-04-12,103.78621223857476
2023-04-13,105.05189775367933
2023-04-14,97.45778466305191
2023-04-15,45.56467854376453
2023-04-16,46.8303640588691
2023-04-17,103.78621223857476
2023-04-18,113.91169635941132
2023-04-19,116.44306738962047
2023-04-20,113.91169635941132
2023-04-21,99.98915569326105
2023-04-22,46.8303640588691
2023-04-23,53.15879163439195
2023-04-24,115.1773818745159
2023-04-25,120.24012393493418
2023-04-26,117.59901505268039
2023-04-27,117.59901505268039
2023-04-28,95.93096957708966
2023-04-29,49.01793210752795
2023-04-30,53.434087748769855
2023-05-01,121.17596157106061
2023-05-02,122.0151706939223
2023-05-03,124.12006533188854
2023-05-04,122.64801345147458
2023-05-05,100.97996797588384
2023-05-06,48.385089349975665
2023-05-07,48.385089349975665
2023-05-08,116.12696317226641
2023-05-09,124.75290808944084
2023-05-10,124.12006533188854
2023-05-11,120.54311881350833
2023-05-12,112.55001665388619
2023-05-13,51.96203586835589
2023-05-14,48.385089349975665
2023-05-15,119.07106693309436
2023-05-16,127.06416909271648
2023-05-17,122.0151706939223
2023-05-18,116.12696317226641
2023-05-19,107.50101825509199
2023-05-20,43.336090951181475
2023-05-21,46.28019471200941
2023-05-22,107.50101825509199
2023-05-23,119.07106693309436
2023-05-24,107.50101825509199
2023-05-25,102.45201985629781
2023-05-26,80.56407579472165
2023-05-27,41.96045614308419
2023-05-28,38.60361965163746
2023-05-29,48.67412912597766
2023-05-30,90.63458526906186
2023-05-31,97.34825825195531
2023-06-01,88.95616702333848
2023-06-02,82.24249404044501
2023-06-03,45.31729263453093
2023-06-04,45.31729263453093
2023-06-05,88.95616702333848
2023-06-06,93.99142176050859
2023-06-07,90.63458526906186
2023-06-08,85.59933053189175
2023-06-09,73.85040281182818
2023-06-10,41.96045614308419
2023-06-11,43.63887438880756
2023-06-12,82.24249404044501
2023-06-13,78.88565754899828
2023-06-14,82.24249404044501
2023-06-15,78.88565754899828
2023-06-16,62.1014750917646
2023-06-17,43.63887438880756
2023-06-18,41.96045614308419
2023-06-19,58.74463860031787
2023-06-20,70.49356632038143
2023-06-21,72.17198456610481
2023-06-22,68.81514807465807
2023-06-23,57.0662203545945
2023-06-24,40.28203789736082
2023-06-25,41.96045614308419
2023-06-26,65.45831158321134
2023-06-27,78.88565754899828
2023-06-28,70.49356632038143
2023-06-29,72.17198456610481
2023-06-30,57.0662203545945
2023-07-01,40.28203789736082
2023-07-02,38.60361965163746
2023-07-03,52.0309656174244
2023-07-04,41.96045614308419
2023-07-05,55.38780210887113
2023-07-06,67.1367298289347
2023-07-07,60.423056846041234
2023-07-08,46.99571088025429
2023-07-09,45.31729263453093
2023-07-10,68.81514807465807
2023-07-11,75.52882105755154
2023-07-12,75.52882105755154
2023-07-13,68.81514807465807
2023-07-14,63.77989333748797
2023-07-15,41.96045614308419
2023-07-16,45.31729263453093
2023-07-17,70.49356632038143
2023-07-18,80.56407579472165
2023-07-19,80.56407579472165
2023-07-20,68.81514807465807
2023-07-21,62.1014750917646
2023-07-22,41.96045614308419
2023-07-23,45.31729263453093
2023-07-24,70.49356632038143
2023-07-25,87.27774877761512
2023-07-26,85.59933053189175
2023-07-27,82.24249404044501
2023-07-28,70.49356632038143
2023-07-29,46.99571088025429
2023-07-30,45.31729263453093
2023-07-31,83.92091228616837
2023-08-01,90.63458526906186
2023-08-02,92.31300351478522
2023-08-03,88.95616702333848
2023-08-04,85.59933053189175
2023-08-05,48.67412912597766
2023-08-06,52.0309656174244
2023-08-07,97.34825825195531
2023-08-08,104.0619312348488
2023-08-09,107.41876772629553
2023-08-10,109.09718597201889
2023-08-11,104.0619312348488
2023-08-12,48.67412912597766
2023-08-13,57.0662203545945
2023-08-14,102.38351298912542
2023-08-15,115.81085895491236
2023-08-16,124.2029501835292
2023-08-17,124.2029501835292
2023-08-18,109.09718597201889
2023-08-19,52.0309656174244
2023-08-20,58.74463860031787
2023-08-21,120.84611369208247
2023-08-22,129.2382049206993
2023-08-23,139.30871439503952
2023-08-24,135.9518779035928
2023-08-25,115.81085895491236
2023-08-26,55.38780210887113
2023-08-27,58.74463860031787
2023-08-28,127.55978667497594
2023-08-29,142.66555088648624
2023-08-30,135.9518779035928
2023-08-31,137.63029614931614
2023-09-01,132.59504141214603
2023-09-02,50.35254737170103
2023-09-03,50.35254737170103
2023-09-04,62.1014750917646
2023-09-05,132.59504141214603
2023-09-06,137.63029614931614
2023-09-07,147.70080562365635
2023-09-08,130.91662316642268
2023-09-09,50.35254737170103
2023-09-10,57.0662203545945
2023-09-11,132.59504141214603
2023-09-12,164.48498808089002
2023-09-13,146.02238737793297
2023-09-14,149.37922386937973
2023-09-15,122.52453193780583
2023-09-16,52.0309656174244
2023-09-17,58.74463860031787
2023-09-18,137.63029614931614
2023-09-19,146.02238737793297
2023-09-20,139.30871439503952
2023-09-21,147.70080562365635
2023-09-22,125.88136842925257
2023-09-23,52.0309656174244
2023-09-24,57.0662203545945
2023-09-25,132.59504141214603
2023-09-26,146.02238737793297
2023-09-27,144.34396913220962
2023-09-28,149.37922386937973
2023-09-29,132.59504141214603
2023-09-30,53.709383863147764
2023-10-01,57.0662203545945
2023-10-02,134.2734596578694
2023-10-03,147.70080562365635
2023-10-04,142.66555088648624
2023-10-05,142.66555088648624
2023-10-06,122.52453193780583
2023-10-07,57.0662203545945
2023-10-08,55.38780210887113
2023-10-09,117.48927720063574
2023-10-10,137.63029614931614
2023-10-11,137.63029614931614
2023-10-12,125.88136842925257
2023-10-13,117.48927720063574
2023-10-14,52.0309656174244
2023-10-15,60.423056846041234
2023-10-16,134.2734596578694
2023-10-17,139.30871439503952
2023-10-18,144.34396913220962
2023-10-19,146.02238737793297
2023-10-20,127.55978667497594
2023-10-21,52.0309656174244
2023-10-22,57.0662203545945
2023-10-23,140.98713264076287
2023-10-24,146.02238737793297
2023-10-25,147.70080562365635
2023-10-26,139.30871439503952
2023-10-27,122.52453193780583
2023-10-28,52.0309656174244
2023-10-29,52.0309656174244
2023-10-30,137.63029614931614
2023-10-31,137.63029614931614
2023-11-01,142.66555088648624
2023-11-02,147.70080562365635
2023-11-03,124.2029501835292
2023-11-04,55.38780210887113
2023-11-05,58.74463860031787
2023-11-06,137.63029614931614
2023-11-07,146.02238737793297
2023-11-08,147.70080562365635
2023-11-09,147.70080562365635
2023-11-10,112.45402246346563
2023-11-11,60.423056846041234
2023-11-12,60.423056846041234
2023-11-13,140.98713264076287
2023-11-14,154.41447860654984
2023-11-15,156.09289685227319
2023-11-16,156.09289685227319
2023-11-17,130.91662316642268
2023-11-18,55.38780210887113
2023-11-19,55.38780210887113
2023-11-20,114.132440709189
2023-11-21,110.77560421774226
2023-11-22,78.88565754899828
2023-11-23,48.67412912597766
2023-11-24,45.31729263453093
2023-11-25,48.67412912597766
2023-11-26,58.74463860031787
2023-11-27,146.02238737793297
2023-11-28,159.4497333437199
2023-11-29,164.48498808089002
2023-11-30,162.80656983516667
2023-12-01,152.73606036082646
2023-12-02,62.1014750917646
2023-12-03,67.1367298289347
2023-12-04,157.77131509799656
2023-12-05,166.1634063266134
2023-12-06,166.1634063266134
2023-12-07,167.84182457233675
2023-12-08,135.9518779035928
2023-12-09,57.0662203545945
2023-12-10,62.1014750917646
2023-12-11,142.66555088648624
2023-12-12,146.02238737793297
2023-12-13,140.98713264076287
2023-12-14,154.41447860654984
2023-12-15,132.59504141214603
2023-12-16,57.0662203545945
2023-12-17,58.74463860031787
2023-12-18,112.45402246346563
2023-12-19,120.84611369208247
2023-12-20,114.132440709189
2023-12-21,93.99142176050859
2023-12-22,66.5579649166163
2023-12-23,50.46830035416471
2023-12-24,50.46830035416471
2023-12-25,48.529437897898056
2023-12-26,48.529437897898056
2023-12-27,57.124096845826344
2023-12-28,63.77989333748797
2023-12-29,63.77989333748797
2023-12-30,50.46830035416471
2023-12-31,57.963305968688026
2024-01-01,52.40716281043136
2024-01-02,97.05887579579611
2024-01-03,118.12591860418598
2024-01-04,125.62092421870929
2024-01-05,112.30933123538603
2024-01-06,59.90216842495467
2024-01-07,63.77989333748797
2024-01-08,129.4986491312426
2024-01-09,135.05479228949926
2024-01-10,152.2441101853558
2024-01-11,151.4049010624941
2024-01-12,132.2767207103709
2024-01-13,57.963305968688026
2024-01-14,57.124096845826344
2024-01-15,83.74728281247286
2024-01-16,122.84285263958095
2024-01-17,151.4049010624941
2024-01-18,154.18297264162248
2024-01-19,134.21558316663757
2024-01-20,63.77989333748797
2024-01-21,61.58058667067804
2024-01-22,140.75562667583552
2024-01-23,156.15077334350502
2024-01-24,160.5493866771249
2024-01-25,156.15077334350502
2024-01-26,147.3535466762653
2024-01-27,63.77989333748797
2024-01-28,70.37781333791776
2024-01-29,158.35008001031497
2024-01-30,167.14730667755467
2024-01-31,173.74522667798448
2024-02-01,171.54592001117453
2024-02-02,151.75216000988516
2024-02-03,65.9792000042979
2024-02-04,63.77989333748797
2024-02-05,153.9514666766951
2024-02-06,169.3466133443646
2024-02-07,171.54592001117453
2024-02-08,167.14730667755467
2024-02-09,149.55285334307524
2024-02-10,65.9792000042979
2024-02-11,70.37781333791776
2024-02-12,145.15424000945538
2024-02-13,164.94800001074475
2024-02-14,164.94800001074475
2024-02-15,160.5493866771249
2024-02-16,138.5563200090256
2024-02-17,59.381280003868106
2024-02-18,63.77989333748797
2024-02-19,105.56672000687664
2024-02-20,153.9514666766951
2024-02-21,162.7486933439348
2024-02-22,158.35008001031497
2024-02-23,145.15424000945538
2024-02-24,63.77989333748797
2024-02-25,68.17850667110783
2024-02-26,162.7486933439348
2024-02-27,169.3466133443646
2024-02-28,171.54592001117453
2024-02-29,169.3466133443646
2024-03-01,156.15077334350502
2024-03-02,68.17850667110783
2024-03-03,68.17850667110783
2024-03-04,158.35008001031497
2024-03-05,162.7486933439348
2024-03-06,169.3466133443646
2024-03-07,171.54592001117453
2024-03-08,140.75562667583552
2024-03-09,65.9792000042979
2024-03-10,65.9792000042979
2024-03-11,138.5563200090256
2024-03-12,153.9514666766951
2024-03-13,160.5493866771249
2024-03-14,145.15424000945538
2024-03-15,127.55978667497594
2024-03-16,57.18197333705818
2024-03-17,63.77989333748797
2024-03-18,151.75216000988516
2024-03-19,162.7486933439348
2024-03-20,167.14730667755467
2024-03-21,158.35008001031497
2024-03-22,138.5563200090256
2024-03-23,61.58058667067804
2024-03-24,68.17850667110783
2024-03-25,147.3535466762653
2024-03-26,153.9514666766951
2024-03-27,160.5493866771249
2024-03-28,151.75216000988516
2024-03-29,96.76949333963691
2024-03-30,54.98266667024825
2024-03-31,54.98266667024825
2024-04-01,129.75909334178587
2024-04-02,151.75216000988516
2024-04-03,153.9514666766951
2024-04-04,151.75216000988516
2024-04-05,134.15770667540573
2024-04-06,59.381280003868106
2024-04-07,70.37781333791776
2024-04-08,136.35701334221565
2024-04-09,175.9445333447944
2024-04-10,171.54592001117453
2024-04-11,164.94800001074475
2024-04-12,158.35008001031497
2024-04-13,63.77989333748797
2024-04-14,70.37781333791776
2024-04-15,171.54592001117453
2024-04-16,178.1438400116043
2024-04-17,180.34314667841426
2024-04-18,184.74176001203412
2024-04-19,158.35008001031497
2024-04-20,68.17850667110783
2024-04-21,76.97573333834755
2024-04-22,182.54245334522417
2024-04-23,197.93760001289368
2024-04-24,193.53898667927382
2024-04-25,195.73829334608376
2024-04-26,162.7486933439348
2024-04-27,68.17850667110783
2024-04-28,76.97573333834755
2024-04-29,184.74176001203412
2024-04-30,200.13690667970363
2024-05-01,186.94106667884404
2024-05-02,206.7348266801334
2024-05-03,178.1438400116043
2024-05-04,68.17850667110783
2024-05-05,70.37781333791776
2024-05-06,186.94106667884404
2024-05-07,200.13690667970363
2024-05-08,200.13690667970363
2024-05-09,200.13690667970363
2024-05-10,175.9445333447944
2024-05-11,65.9792000042979
2024-05-12,70.37781333791776
2024-05-13,184.74176001203412
2024-05-14,197.93760001289368
2024-05-15,184.74176001203412
2024-05-16,184.74176001203412
2024-05-17,164.94800001074475
2024-05-18,65.9792000042979
2024-05-19,72.57712000472769
2024-05-20,173.74522667798448
2024-05-21,173.74522667798448
2024-05-22,167.14730667755467
2024-05-23,164.94800001074475
2024-05-24,140.75562667583552
2024-05-25,72.57712000472769
2024-05-26,57.18197333705818
2024-05-27,72.57712000472769
2024-05-28,156.15077334350502
2024-05-29,164.94800001074475
2024-05-30,151.75216000988516
2024-05-31,131.9584000085958
2024-06-01,65.9792000042979
2024-06-02,63.77989333748797
2024-06-03,136.35701334221565
2024-06-04,138.5563200090256
2024-06-05,134.15770667540573
2024-06-06,127.55978667497594
2024-06-07,103.3674133400667
2024-06-08,57.18197333705818
2024-06-09,61.58058667067804
2024-06-10,114.36394667411636
2024-06-11,118.76256000773621
2024-06-12,116.56325334092628
2024-06-13,114.36394667411636
2024-06-14,96.76949333963691
2024-06-15,61.58058667067804
2024-06-16,57.18197333705818
2024-06-17,103.3674133400667
2024-06-18,105.56672000687664
2024-06-19,94.57018667282699
2024-06-20,101.16810667325677
2024-06-21,90.17157333920713
2024-06-22,57.18197333705818
2024-06-23,54.98266667024825
2024-06-24,101.16810667325677
2024-06-25,103.3674133400667
2024-06-26,101.16810667325677
2024-06-27,96.76949333963691
2024-06-28,85.77296000558727
2024-06-29,54.98266667024825
2024-06-30,54.98266667024825
2024-07-01,96.76949333963691
2024-07-02,98.96880000644684
2024-07-03,92.37088000601706
2024-07-04,54.98266667024825
2024-07-05,59.381280003868106
2024-07-06,52.78336000343832
2024-07-07,54.98266667024825
2024-07-08,94.57018667282699
2024-07-09,103.3674133400667
2024-07-10,105.56672000687664
2024-07-11,101.16810667325677
2024-07-12,87.9722666723972
2024-07-13,57.18197333705818
2024-07-14,54.98266667024825
2024-07-15,92.37088000601706
2024-07-16,101.16810667325677
2024-07-17,107.76602667368657
2024-07-18,107.76602667368657
2024-07-19,90.17157333920713
2024-07-20,57.18197333705818
2024-07-21,54.98266667024825
2024-07-22,98.96880000644684
2024-07-23,107.76602667368657
2024-07-24,120.96186667454614
2024-07-25,114.36394667411636
2024-07-26,94.57018667282699
2024-07-27,57.18197333705818
2024-07-28,63.77989333748797
2024-07-29,109.9653333404965
2024-07-30,120.96186667454614
2024-07-31,125.36048000816601
2024-08-01,125.36048000816601
2024-08-02,105.56672000687664
2024-08-03,63.77989333748797
2024-08-04,68.17850667110783
2024-08-05,120.96186667454614
2024-08-06,136.35701334221565
2024-08-07,145.15424000945538
2024-08-08,142.95493334264543
2024-08-09,134.15770667540573
2024-08-10,63.77989333748797
2024-08-11,70.37781333791776
2024-08-12,145.15424000945538
2024-08-13,160.5493866771249
2024-08-14,169.3466133443646
2024-08-15,180.34314667841426
2024-08-16,164.94800001074475
2024-08-17,81.3743466719674
2024-08-18,76.08630784809354
2024-08-19,175.20065020749104
2024-08-20,193.0215027576715
2024-08-21,195.62509373823326
2024-08-22,195.62509373823326
2024-08-23,180.40783216861456
2024-08-24,77.59024549525033
2024-08-25,90.20391608430728
2024-08-26,199.32833805219997
2024-08-27,208.2387643272902
2024-08-28,217.14919060238043
2024-08-29,204.5355200133235
2024-08-30,175.20065020749104
2024-08-31,66.07622823959834
2024-09-01,66.07622823959834
2024-09-02,101.71793333995926
2024-09-03,200.83227569935679
2024-09-04,216.04953726897548
2024-09-05,219.7527815829422
2024-09-06,200.83227569935679
2024-09-07,76.08630784809354
2024-09-08,90.20391608430728
2024-09-09,207.13911099388525
2024-09-10,204.5355200133235
2024-09-11,210.84235530785196
2024-09-12,213.44594628841372
2024-09-13,195.62509373823326
2024-09-14,81.29348980921705
2024-09-15,83.8970807897788
2024-09-16,208.2387643272902
2024-09-17,219.5748964848914
2024-09-18,225.59064707351857
2024-09-19,225.59064707351857
2024-09-20,192.50401883606918
2024-09-21,72.18900706352593
2024-09-22,87.22838353509384
