Time,angela_bassett
2025-04-02,9.604221635883905
2025-04-03,11.081794195250659
2025-04-04,16.2532981530343
2025-04-05,25.857519788918204
2025-04-06,19.947229551451187
2025-04-07,15.514511873350923
2025-04-08,16.99208443271768
2025-04-09,15.514511873350923
2025-04-10,13.29815303430079
2025-04-11,16.99208443271768
2025-04-12,18.46965699208443
2025-04-13,17.730870712401057
2025-04-14,12.559366754617415
2025-04-15,13.187052633702695
2025-04-16,15.521102575081319
2025-04-17,13.965069280828903
2025-04-18,27.56074542181612
2025-04-19,26.37410526740539
2025-04-20,31.042205150162637
2025-04-21,17.077135869333734
2025-04-22,23.670662186185083
2025-04-23,20.558595597680252
2025-04-24,14.74308592795511
2025-04-25,15.890495714923007
2025-04-26,16.299119222207526
2025-04-27,20.558595597680252
2025-04-28,16.299119222207526
2025-04-29,12.817659493861008
2025-04-30,11.261626199608592
2025-05-01,14.74308592795511
2025-05-02,22.892645539058876
2025-05-03,20.18920245783856
2025-05-04,28.708155208784014
2025-05-05,17.077135869333734
2025-05-06,41.117191195360505
2025-05-07,24.04005532602677
2025-05-08,23.262038678900563
2025-05-09,18.633169163586146
2025-05-10,21.33661224480646
2025-05-11,22.114628891932668
2025-05-12,18.633169163586146
2025-05-13,16.299119222207526
2025-05-14,17.077135869333734
2025-05-15,20.43117536422594
2025-05-16,48.21757385957322
2025-05-17,52.303808932418406
2025-05-18,41.67959774302092
2025-05-19,44.94858580129707
2025-05-20,81.72470145690376
2025-05-21,33.50712759733054
2025-05-22,31.872633568192466
2025-05-23,42.496844757589955
2025-05-24,38.41060968474477
2025-05-25,37.59336267017573
2025-05-26,71.10049026750627
2025-05-27,41.67959774302092
2025-05-28,24.517410437071128
2025-05-29,20.43117536422594
2025-05-30,26.151904466209203
2025-05-31,26.151904466209203
2025-06-01,26.151904466209203
2025-06-02,19.613928349656902
2025-06-03,17.16218730594979
2025-06-04,18.796681335087865
2025-06-05,17.979434320518827
2025-06-06,17.16218730594979
2025-06-07,23.70016342250209
2025-06-08,26.151904466209203
2025-06-09,18.796681335087865
2025-06-10,17.979434320518827
2025-06-11,15.527693276811714
2025-06-12,12.258705218535564
2025-06-13,19.613928349656902
2025-06-14,17.16218730594979
2025-06-15,18.796681335087865
2025-06-16,17.16218730594979
2025-06-17,17.979434320518827
2025-06-18,16.34494029138075
2025-06-19,21.248422378794977
2025-06-20,18.796681335087865
2025-06-21,26.96915148077824
2025-06-22,16.34494029138075
2025-06-23,13.893199247673639
2025-06-24,16.34494029138075
2025-06-25,14.710446262242677
2025-06-26,13.893199247673639
2025-06-27,14.710446262242677
2025-06-28,13.075952233104601
2025-06-29,16.34494029138075
2025-06-30,14.710446262242677
2025-07-01,13.075952233104601
2025-07-02,18.796681335087865
2025-07-03,12.258705218535564
2025-07-04,18.796681335087865
2025-07-05,23.70016342250209
2025-07-06,27.786398495347278
2025-07-07,15.527693276811714
2025-07-08,13.893199247673639
2025-07-09,13.893199247673639
2025-07-10,15.527693276811714
2025-07-11,20.43117536422594
2025-07-12,18.796681335087865
2025-07-13,39.227856699313804
2025-07-14,16.34494029138075
2025-07-15,13.075952233104601
2025-07-16,13.075952233104601
2025-07-17,25.334657451640165
2025-07-18,39.227856699313804
2025-07-19,45.765832815866105
2025-07-20,32.6898805827615
2025-07-21,19.613928349656902
2025-07-22,21.248422378794977
2025-07-23,17.979434320518827
2025-07-24,16.34494029138075
2025-07-25,13.075952233104601
2025-07-26,17.979434320518827
2025-07-27,13.893199247673639
2025-07-28,13.893199247673639
2025-07-29,13.893199247673639
2025-07-30,12.258705218535564
2025-07-31,13.075952233104601
2025-08-01,14.710446262242677
2025-08-02,13.893199247673639
2025-08-03,13.893199247673639
2025-08-04,15.527693276811714
2025-08-05,9.806964174828451
2025-08-06,13.075952233104601
2025-08-07,13.075952233104601
2025-08-08,12.258705218535564
2025-08-09,17.979434320518827
2025-08-10,16.34494029138075
2025-08-11,11.441458203966526
2025-08-12,13.075952233104601
2025-08-13,9.806964174828451
2025-08-14,12.258705218535564
2025-08-15,12.258705218535564
2025-08-16,32.6898805827615
2025-08-17,34.32437461189958
2025-08-18,17.979434320518827
2025-08-19,15.527693276811714
2025-08-20,37.59336267017573
2025-08-21,15.527693276811714
2025-08-22,19.613928349656902
2025-08-23,15.527693276811714
2025-08-24,23.70016342250209
2025-08-25,13.075952233104601
2025-08-26,14.710446262242677
2025-08-27,15.527693276811714
2025-08-28,9.806964174828451
2025-08-29,10.624211189397489
2025-08-30,12.258705218535564
2025-08-31,18.796681335087865
2025-09-01,15.527693276811714
2025-09-02,14.710446262242677
2025-09-03,12.258705218535564
2025-09-04,11.441458203966526
2025-09-05,10.624211189397489
2025-09-06,12.258705218535564
2025-09-07,10.624211189397489
2025-09-08,12.258705218535564
2025-09-09,8.989717160259413
2025-09-10,7.355223131121338
2025-09-11,6.537976116552301
2025-09-12,13.075952233104601
2025-09-13,11.441458203966526
2025-09-14,10.624211189397489
2025-09-15,61.29352609267782
2025-09-16,16.34494029138075
2025-09-17,12.258705218535564
2025-09-18,12.258705218535564
2025-09-19,11.441458203966526
2025-09-20,17.16218730594979
2025-09-21,12.258705218535564
2025-09-22,11.441458203966526
2025-09-23,12.258705218535564
2025-09-24,13.075952233104601
2025-09-25,15.527693276811714
2025-09-26,14.710446262242677
2025-09-27,15.527693276811714
2025-09-28,12.258705218535564
2025-09-29,10.624211189397489
2025-09-30,20.43117536422594
2025-10-01,12.258705218535564
2025-10-02,13.075952233104601
2025-10-03,16.34494029138075
2025-10-04,15.527693276811714
2025-10-05,16.34494029138075
2025-10-06,14.710446262242677
2025-10-07,14.710446262242677
2025-10-08,11.441458203966526
2025-10-09,13.075952233104601
2025-10-10,22.065669393364015
2025-10-11,25.334657451640165
2025-10-12,24.517410437071128
2025-10-13,20.43117536422594
2025-10-14,12.258705218535564
2025-10-15,13.893199247673639
2025-10-16,13.893199247673639
2025-10-17,16.34494029138075
2025-10-18,18.796681335087865
2025-10-19,14.710446262242677
2025-10-20,16.34494029138075
2025-10-21,14.710446262242677
2025-10-22,14.710446262242677
2025-10-23,9.806964174828451
2025-10-24,11.441458203966526
2025-10-25,13.893199247673639
2025-10-26,17.16218730594979
2025-10-27,17.979434320518827
2025-10-28,14.710446262242677
2025-10-29,13.893199247673639
2025-10-30,11.441458203966526
2025-10-31,29.420892524485353
2025-11-01,27.786398495347278
2025-11-02,22.882916407933052
2025-11-03,13.893199247673639
2025-11-04,13.893199247673639
2025-11-05,11.441458203966526
2025-11-06,8.989717160259413
2025-11-07,13.075952233104601
2025-11-08,13.893199247673639
2025-11-09,17.979434320518827
2025-11-10,15.527693276811714
2025-11-11,17.979434320518827
2025-11-12,10.624211189397489
2025-11-13,13.893199247673639
2025-11-14,15.527693276811714
2025-11-15,13.075952233104601
2025-11-16,17.979434320518827
2025-11-17,7.355223131121338
2025-11-18,13.893199247673639
2025-11-19,12.258705218535564
2025-11-20,9.806964174828451
2025-11-21,15.527693276811714
2025-11-22,12.258705218535564
2025-11-23,18.796681335087865
2025-11-24,12.258705218535564
2025-11-25,13.893199247673639
2025-11-26,13.075952233104601
2025-11-27,10.624211189397489
2025-11-28,17.16218730594979
2025-11-29,15.527693276811714
2025-11-30,25.334657451640165
2025-12-01,35.14162162646862
2025-12-02,16.34494029138075
2025-12-03,19.613928349656902
2025-12-04,13.075952233104601
2025-12-05,13.075952233104601
2025-12-06,15.527693276811714
2025-12-07,16.34494029138075
2025-12-08,9.806964174828451
2025-12-09,12.258705218535564
2025-12-10,11.441458203966526
2025-12-11,17.41581568978156
2025-12-12,19.036219253151202
2025-12-13,16.204035633696435
2025-12-14,19.444842760435723
2025-12-15,15.527693276811714
2025-12-16,14.583632070326793
2025-12-17,27.814579426884144
2025-12-18,19.036219253151202
2025-12-19,12.55460499967263
2025-12-20,21.06524632380537
2025-12-21,17.14809684018136
2025-12-22,15.527693276811714
2025-12-23,16.880377990581156
2025-12-24,16.204035633696435
2025-12-25,18.09215804666628
2025-12-26,20.388903966920644
2025-12-27,24.573772300144853
2025-12-28,20.656622816520848
2025-12-29,19.712561610035927
2025-12-30,17.41581568978156
2025-12-31,21.33296517340557
2026-01-01,16.204035633696435
2026-01-02,15.795412126411916
2026-01-03,16.471754483296635
2026-01-04,17.824439197066077
2026-01-05,12.286886150072426
2026-01-06,15.527693276811714
2026-01-07,15.527693276811714
2026-01-08,14.583632070326793
2026-01-09,15.527693276811714
2026-01-10,20.346632569615352
2026-01-11,19.275757171214543
2026-01-12,26.236447260819794
2026-01-13,33.197137350425045
2026-01-14,26.7718849600202
2026-01-15,14.456817878410908
2026-01-16,17.66944407361333
2026-01-17,21.41750796801616
2026-01-18,17.66944407361333
2026-01-19,17.66944407361333
2026-01-20,13.921380179210503
2026-01-21,17.134006374412927
2026-01-22,28.913635756821815
2026-01-23,26.236447260819794
2026-01-24,24.63013416321858
2026-01-25,23.559258764817773
2026-01-26,19.275757171214543
2026-01-27,18.204881772813735
2026-01-28,21.41750796801616
2026-01-29,17.66944407361333
2026-01-30,22.488383366416965
2026-01-31,14.456817878410908
2026-02-01,19.811194870414948
2026-02-02,18.204881772813735
2026-02-03,13.921380179210503
2026-02-04,16.06313097601212
2026-02-05,12.850504780809695
2026-02-06,16.598568675212523
2026-02-07,18.204881772813735
2026-02-08,17.66944407361333
2026-02-09,13.3859424800101
2026-02-10,11.779629382408887
2026-02-11,16.06313097601212
2026-02-12,17.66944407361333
2026-02-13,12.31506708160929
2026-02-14,19.275757171214543
2026-02-15,21.41750796801616
2026-02-16,14.456817878410908
2026-02-17,16.598568675212523
2026-02-18,14.456817878410908
2026-02-19,12.850504780809695
2026-02-20,16.06313097601212
2026-02-21,19.275757171214543
2026-02-22,21.95294566721656
2026-02-23,14.456817878410908
2026-02-24,14.99225557761131
2026-02-25,12.31506708160929
2026-02-26,15.527693276811714
2026-02-27,16.06313097601212
2026-02-28,16.598568675212523
2026-03-01,18.74031947201414
2026-03-02,16.06313097601212
2026-03-03,10.70875398400808
2026-03-04,8.03156548800606
2026-03-05,10.173316284807676
2026-03-06,13.3859424800101
2026-03-07,17.134006374412927
2026-03-08,16.598568675212523
2026-03-09,12.850504780809695
2026-03-10,10.70875398400808
2026-03-11,9.637878585607272
2026-03-12,13.3859424800101
2026-03-13,13.3859424800101
2026-03-14,14.456817878410908
2026-03-15,19.275757171214543
2026-03-16,20.346632569615352
2026-03-17,17.134006374412927
2026-03-18,14.99225557761131
2026-03-19,17.134006374412927
2026-03-20,14.456817878410908
2026-03-21,17.66944407361333
2026-03-22,15.527693276811714
2026-03-23,14.99225557761131
2026-03-24,14.456817878410908
2026-03-25,10.70875398400808
2026-03-26,11.779629382408887
2026-03-27,18.74031947201414
2026-03-28,20.882070268815756
2026-03-29,21.95294566721656
2026-03-30,12.31506708160929
2026-03-31,9.637878585607272
2026-04-01,11.244191683208483
2026-04-02,11.244191683208483
2026-04-03,11.244191683208483
2026-04-04,11.244191683208483
2026-04-05,16.06313097601212
2026-04-06,16.06313097601212
2026-04-07,15.527693276811714
2026-04-08,12.850504780809695
2026-04-09,13.921380179210503
2026-04-10,13.921380179210503
2026-04-11,14.456817878410908
2026-04-12,14.456817878410908
2026-04-13,14.456817878410908
2026-04-14,10.70875398400808
2026-04-15,9.637878585607272
2026-04-16,15.527693276811714
2026-04-17,13.921380179210503
2026-04-18,11.779629382408887
2026-04-19,17.66944407361333
2026-04-20,12.31506708160929
2026-04-21,11.779629382408887
2026-04-22,14.456817878410908
2026-04-23,11.244191683208483
2026-04-24,11.779629382408887
2026-04-25,17.134006374412927
2026-04-26,19.811194870414948
2026-04-27,15.527693276811714
2026-04-28,21.41750796801616
2026-04-29,14.99225557761131
2026-04-30,16.598568675212523
2026-05-01,39.622389740829895
2026-05-02,25.165571862418986
2026-05-03,28.37819805762141
2026-05-04,44.44132903363353
2026-05-05,53.5437699200404
2026-05-06,31.590824252823833
2026-05-07,20.882070268815756
2026-05-08,20.346632569615352
2026-05-09,20.882070268815756
2026-05-10,24.63013416321858
2026-05-11,17.66944407361333
2026-05-12,12.850504780809695
2026-05-13,14.456817878410908
2026-05-14,13.3859424800101
2026-05-15,17.66944407361333
2026-05-16,17.134006374412927
2026-05-17,17.66944407361333
2026-05-18,32.12626195202424
2026-05-19,18.74031947201414
2026-05-20,13.3859424800101
2026-05-21,13.921380179210503
2026-05-22,15.527693276811714
2026-05-23,18.204881772813735
2026-05-24,19.811194870414948
2026-05-25,20.346632569615352
2026-05-26,14.456817878410908
2026-05-27,11.244191683208483
2026-05-28,10.70875398400808
2026-05-29,17.66944407361333
2026-05-30,23.02382106561737
2026-05-31,20.346632569615352
